run_id,level,site,participant,observations,mean_absolute_standardized_residual,p99_absolute_standardized_residual,maximum_absolute_standardized_residual,total_leverage,maximum_leverage
main__glasses__all_available,participant,FUSPCEU,FUSPCEU::FUSPCEU_S005,275,0.5121863362214895,2.65016398571801,2.9686349214776704,,
main__glasses__all_available,participant,FUSPCEU,FUSPCEU::FUSPCEU_S006,231,0.3644621455765956,2.0340970522928843,2.6266890824027924,,
main__glasses__all_available,participant,FUSPCEU,FUSPCEU::FUSPCEU_S007,277,0.4324240922339393,2.709288238792943,2.9274144950433163,,
main__glasses__all_available,participant,FUSPCEU,FUSPCEU::FUSPCEU_S008,326,0.38752393632919313,2.2848826626309613,3.8908692651437162,,
main__glasses__all_available,participant,FUSPCEU,FUSPCEU::FUSPCEU_S009,336,0.4434218730603627,1.7983377405188083,3.422512348505819,,
main__glasses__all_available,participant,FUSPCEU,FUSPCEU::FUSPCEU_S010,192,0.47934299182249496,2.5302371376674992,2.6441808741147423,,
main__glasses__all_available,participant,FUSPCEU,FUSPCEU::FUSPCEU_S011,235,0.5702736434246888,2.318573825593135,4.02861684311444,,
main__glasses__all_available,participant,FUSPCEU,FUSPCEU::FUSPCEU_S012,288,0.4885261185178183,2.3620797820173483,2.7123016647186664,,
main__glasses__all_available,participant,FUSPCEU,FUSPCEU::FUSPCEU_S013,288,0.41609908322294514,2.0645060391679997,2.4189074311750662,,
main__glasses__all_available,participant,FUSPCEU,FUSPCEU::FUSPCEU_S014,229,0.5431563778196759,2.707059233720633,4.6515653779238,,
main__glasses__all_available,participant,FUSPCEU,FUSPCEU::FUSPCEU_S015,282,0.45563164234221765,2.111058060296707,2.772600672974137,,
main__glasses__all_available,participant,FUSPCEU,FUSPCEU::FUSPCEU_S016,227,0.47543459436197505,2.9332908755732774,3.9544398780922054,,
main__glasses__all_available,participant,FUSPCEU,FUSPCEU::FUSPCEU_S017,276,0.6166617813135075,3.8606735259446845,4.766270944174883,,
main__glasses__all_available,participant,FUSPCEU,FUSPCEU::FUSPCEU_S018,284,0.4617487511947424,2.3186374185994625,3.7749135351627667,,
main__glasses__all_available,participant,FUSPCEU,FUSPCEU::FUSPCEU_S019,288,0.5826226206769297,4.147880858960233,4.723696054040819,,
main__glasses__all_available,participant,FUSPCEU,FUSPCEU::FUSPCEU_S020,288,0.48058315266585017,2.886450876374554,3.979292777853563,,
main__glasses__all_available,participant,FUSPCEU,FUSPCEU::FUSPCEU_S021,231,0.5862642062782922,2.666165793324896,3.1256588357008908,,
main__glasses__all_available,participant,FUSPCEU,FUSPCEU::FUSPCEU_S022,288,0.5138262594019662,2.686827592735798,3.0368075493971483,,
main__glasses__all_available,participant,FUSPCEU,FUSPCEU::FUSPCEU_S023,288,0.437269541460181,2.3839510368974035,3.252927549824263,,
main__glasses__all_available,participant,FUSPCEU,FUSPCEU::FUSPCEU_S024,233,0.47833466869172353,2.6884405674371097,2.9311113571801592,,
main__glasses__all_available,participant,FUSPCEU,FUSPCEU::FUSPCEU_S025,175,0.4447838950278505,2.2907091619121056,2.6507879406282204,,
main__glasses__all_available,participant,IZTECH,IZTECH::IZTECH_S001,334,0.33214830748276686,1.2896957149648252,2.0377336616840793,,
main__glasses__all_available,participant,IZTECH,IZTECH::IZTECH_S002,274,0.44011684708451754,2.318528517933537,3.0471888538079543,,
main__glasses__all_available,participant,IZTECH,IZTECH::IZTECH_S003,286,0.37381402238049444,1.9049042390184618,2.652859976246362,,
main__glasses__all_available,participant,IZTECH,IZTECH::IZTECH_S004,239,0.5438579891109613,2.9099025335595785,3.3012209819278144,,
main__glasses__all_available,participant,IZTECH,IZTECH::IZTECH_S005,283,0.3761655888047391,1.653894563328163,3.0776576880159787,,
main__glasses__all_available,participant,IZTECH,IZTECH::IZTECH_S006,278,0.4080064337563111,2.0885174279463454,2.402390657754815,,
main__glasses__all_available,participant,IZTECH,IZTECH::IZTECH_S007,276,0.48742381350860403,2.5060413541988655,4.579973781309985,,
main__glasses__all_available,participant,IZTECH,IZTECH::IZTECH_S008,236,0.6652651334474942,2.478211370937542,3.1285338644182077,,
main__glasses__all_available,participant,IZTECH,IZTECH::IZTECH_S009,265,0.41611751719738055,2.5863537672763286,4.068031276824096,,
main__glasses__all_available,participant,IZTECH,IZTECH::IZTECH_S010,265,0.43222878491069566,2.112873941382126,2.4114257736383196,,
main__glasses__all_available,participant,IZTECH,IZTECH::IZTECH_S011,286,0.44750832567739224,2.444685524371519,2.77702423512014,,
main__glasses__all_available,participant,IZTECH,IZTECH::IZTECH_S012,287,0.5108760806125379,2.1284436014811865,2.8831734111383347,,
main__glasses__all_available,participant,IZTECH,IZTECH::IZTECH_S013,283,0.5397195114045524,2.304193424608584,3.1313469754742904,,
main__glasses__all_available,participant,IZTECH,IZTECH::IZTECH_S014,271,0.5815498606780511,2.656120002471103,2.9926559598085047,,
main__glasses__all_available,participant,IZTECH,IZTECH::IZTECH_S015,274,0.4193072259632325,1.9599682482459628,2.6966449006087783,,
main__glasses__all_available,participant,IZTECH,IZTECH::IZTECH_S016,277,0.33051316554856786,1.767029723745701,3.062088606837417,,
main__glasses__all_available,participant,IZTECH,IZTECH::IZTECH_S017,288,0.466942574115583,2.3624707764018607,2.8913125306895062,,
main__glasses__all_available,participant,KNUST,KNUST::KNUST_S001,270,0.5666527783123796,2.8534355482231932,3.830813389536139,,
main__glasses__all_available,participant,KNUST,KNUST::KNUST_S002,267,0.5383888420625469,3.0311905767311442,4.574457569486099,,
main__glasses__all_available,participant,KNUST,KNUST::KNUST_S003,266,0.44705839740733794,2.702541607179125,2.9068498674316516,,
main__glasses__all_available,participant,KNUST,KNUST::KNUST_S004,132,0.48938786291964403,2.4416902230308875,3.45721196185069,,
main__glasses__all_available,participant,KNUST,KNUST::KNUST_S005,136,0.5761574032714651,4.033009740800445,4.792792715076442,,
main__glasses__all_available,participant,KNUST,KNUST::KNUST_S006,266,0.4197256732793913,2.5882825522201363,2.818857888297274,,
main__glasses__all_available,participant,KNUST,KNUST::KNUST_S007,183,0.5294088692907924,2.906044904667645,4.333609998413428,,
main__glasses__all_available,participant,KNUST,KNUST::KNUST_S008,220,0.6526787612579327,4.336797124489347,5.688623156800616,,
main__glasses__all_available,participant,KNUST,KNUST::KNUST_S009,278,0.510866694628523,2.5397934096825523,4.589575486482482,,
main__glasses__all_available,participant,KNUST,KNUST::KNUST_S010,275,0.5076187264114852,2.607121272958955,3.2366812472110693,,
main__glasses__all_available,participant,KNUST,KNUST::KNUST_S011,279,0.4891983915530579,2.2731228876590563,3.57479859031863,,
main__glasses__all_available,participant,KNUST,KNUST::KNUST_S012,283,0.5738246198997754,2.881326413870204,3.4635498821491613,,
main__glasses__all_available,participant,KNUST,KNUST::KNUST_S013,288,0.6040248863886736,3.2338613326802004,4.552007192854699,,
main__glasses__all_available,participant,KNUST,KNUST::KNUST_S014,285,0.5366259375278278,2.8912352883375037,3.2691947304033553,,
main__glasses__all_available,participant,KNUST,KNUST::KNUST_S015,273,0.5349081739542538,3.724733503759949,4.237304159296036,,
main__glasses__all_available,participant,MPI,MPI::MPI_S201,178,0.36705124520648974,1.375376484999487,1.7637307385441234,,
main__glasses__all_available,participant,MPI,MPI::MPI_S202,268,0.39941885733492144,1.9362183627055005,4.0225017831227285,,
main__glasses__all_available,participant,MPI,MPI::MPI_S204,236,0.5685451870894367,2.4138355568538468,3.570753079738137,,
main__glasses__all_available,participant,MPI,MPI::MPI_S205,288,0.416620501051241,2.105993110409831,3.469805325297332,,
main__glasses__all_available,participant,MPI,MPI::MPI_S206,272,0.4331835374919196,2.1188170343867605,2.8017334617659326,,
main__glasses__all_available,participant,MPI,MPI::MPI_S208,178,0.46857737122036563,2.4952475750269096,2.884153145833176,,
main__glasses__all_available,participant,MPI,MPI::MPI_S209,278,0.47233200170565803,2.1967008150149616,2.527749922046086,,
main__glasses__all_available,participant,MPI,MPI::MPI_S210,288,0.4784839608669966,2.1173105935897008,2.5699500328365352,,
main__glasses__all_available,participant,MPI,MPI::MPI_S212,275,0.44964905584442455,1.7683483924780647,2.542481730692492,,
main__glasses__all_available,participant,MPI,MPI::MPI_S213,282,0.41291106540424277,2.356074286349297,2.5287854387711626,,
main__glasses__all_available,participant,MPI,MPI::MPI_S214,283,0.4165753621976754,1.97931110925875,2.580505436614515,,
main__glasses__all_available,participant,MPI,MPI::MPI_S215,271,0.43688616459135154,2.101027995600504,5.107689994612104,,
main__glasses__all_available,participant,MPI,MPI::MPI_S216,288,0.36172914484650986,1.6310067706975013,1.8993060748800326,,
main__glasses__all_available,participant,MPI,MPI::MPI_S218,281,0.3867436681919455,2.0515027769946217,2.3892285041424177,,
main__glasses__all_available,participant,MPI,MPI::MPI_S219,280,0.36783254870258436,1.4553698379033126,1.9323013196559387,,
main__glasses__all_available,participant,MPI,MPI::MPI_S221,274,0.47213126993973936,2.0642828824607373,3.192367557028168,,
main__glasses__all_available,participant,MPI,MPI::MPI_S222,266,0.3731103066448603,1.9192774281847478,2.3328110355236564,,
main__glasses__all_available,participant,MPI,MPI::MPI_S223,273,0.4400659662637226,1.6799928065727858,2.8578796430103193,,
main__glasses__all_available,participant,MPI,MPI::MPI_S224,278,0.47453038933241315,2.043997854355949,3.787420179020955,,
main__glasses__all_available,participant,MPI,MPI::MPI_S225,281,0.43593255359167304,2.1923244245144584,2.3020401548912606,,
main__glasses__all_available,participant,MPI,MPI::MPI_S226,283,0.3262285153671572,1.5141841764841302,1.8386824164990498,,
main__glasses__all_available,participant,MPI,MPI::MPI_S227,275,0.355138513521981,1.6534288411398528,1.8103744280130425,,
main__glasses__all_available,participant,MPI,MPI::MPI_S228,274,0.39183961370820886,1.8095246578213458,2.2602702003268194,,
main__glasses__all_available,participant,MPI,MPI::MPI_S229,266,0.32791580119396,1.4997436531752584,1.978510983339518,,
main__glasses__all_available,participant,MPI,MPI::MPI_S230,219,0.48226962839907767,1.916073815759538,2.057490427503053,,
main__glasses__all_available,participant,MPI,MPI::MPI_S231,265,0.40466472163726236,2.238159259209921,2.9045126044634944,,
main__glasses__all_available,participant,RISE,RISE::RISE_S001,273,0.34458278599948466,1.707837826221479,2.649954785261759,,
main__glasses__all_available,participant,RISE,RISE::RISE_S002,279,0.38273506370112226,2.2570318454109874,2.8705586752909986,,
main__glasses__all_available,participant,RISE,RISE::RISE_S003,281,0.5888388607720594,3.1674355599581085,4.71767359195315,,
main__glasses__all_available,participant,RISE,RISE::RISE_S004,282,0.4160954104911342,2.1048690857072425,2.6052403670049045,,
main__glasses__all_available,participant,RISE,RISE::RISE_S005,283,0.5024464123947823,2.689347753548588,3.2346098711572577,,
main__glasses__all_available,participant,RISE,RISE::RISE_S006,281,0.44944634721812127,1.7460067276177687,1.9809043365558012,,
main__glasses__all_available,participant,RISE,RISE::RISE_S007,284,0.4064640651753274,1.75649881610569,2.6347528759249235,,
main__glasses__all_available,participant,RISE,RISE::RISE_S008,283,0.5009798082320809,2.0884334376425855,2.710751345384906,,
main__glasses__all_available,participant,RISE,RISE::RISE_S009,270,0.4191193188095443,1.9818670636206135,2.2717797360514393,,
main__glasses__all_available,participant,RISE,RISE::RISE_S010,226,0.5620482816661023,3.3390868734941783,4.226490036655336,,
main__glasses__all_available,participant,RISE,RISE::RISE_S012,336,0.5590285961023715,2.589530617153775,4.428773670488808,,
main__glasses__all_available,participant,RISE,RISE::RISE_S013,270,0.4402842379039347,2.9323054730052602,3.899582576362165,,
main__glasses__all_available,participant,RISE,RISE::RISE_S016,271,0.39374422421824506,2.164939994615053,2.6799556558558746,,
main__glasses__all_available,participant,THUAS,THUAS::THUAS_S001,368,0.38773246278728485,2.003523112342399,4.259545925798027,,
main__glasses__all_available,participant,THUAS,THUAS::THUAS_S002,288,0.5883243304480761,3.494037630092177,4.135728985611984,,
main__glasses__all_available,participant,THUAS,THUAS::THUAS_S003,273,0.45478900680147644,2.122675631264835,2.7298934850449683,,
main__glasses__all_available,participant,THUAS,THUAS::THUAS_S005,277,0.48924353423930733,2.656616901577162,5.085424139230028,,
main__glasses__all_available,participant,THUAS,THUAS::THUAS_S006,235,0.5552903869402983,2.4448524747927856,2.9085385763044487,,
main__glasses__all_available,participant,THUAS,THUAS::THUAS_S007,270,0.5239196113990005,2.4948663695297375,2.9542177532185376,,
main__glasses__all_available,participant,THUAS,THUAS::THUAS_S010,266,0.5468973618126739,3.1256175645247937,4.484160969222844,,
main__glasses__all_available,participant,THUAS,THUAS::THUAS_S011,284,0.44876162061681196,1.7553890129827958,2.279833227427337,,
main__glasses__all_available,participant,THUAS,THUAS::THUAS_S014,264,0.4634187236204361,2.9757155337231556,4.34269886604975,,
main__glasses__all_available,participant,THUAS,THUAS::THUAS_S015,281,0.64376955557217,2.596584142765363,4.144193513754438,,
main__glasses__all_available,participant,THUAS,THUAS::THUAS_S016,288,0.4727219365664726,2.368644204403409,2.9008387181304083,,
main__glasses__all_available,participant,THUAS,THUAS::THUAS_S017,288,0.47683878481241593,2.1028161613449754,2.263989508241662,,
main__glasses__all_available,participant,THUAS,THUAS::THUAS_S018,214,0.44919877919786,1.917552813169363,2.8104345665697124,,
main__glasses__all_available,participant,TUM,TUM::TUM_S001,275,0.4249229658880492,1.8559590351541897,2.0451080438628915,,
main__glasses__all_available,participant,TUM,TUM::TUM_S002,275,0.49474117024410796,2.3775610501103914,2.768137176997893,,
main__glasses__all_available,participant,TUM,TUM::TUM_S003,273,0.3471643449147873,2.012610414536114,2.7467249075209845,,
main__glasses__all_available,participant,TUM,TUM::TUM_S004,285,0.4007179303449927,1.8613889784074245,3.3695455613738963,,
main__glasses__all_available,participant,TUM,TUM::TUM_S005,274,0.5501190726887291,2.7516070393936376,3.3047497875685092,,
main__glasses__all_available,participant,TUM,TUM::TUM_S006,283,0.4694707617462692,1.9421277450393766,2.009109084848686,,
main__glasses__all_available,participant,TUM,TUM::TUM_S007,282,0.46819032836505137,2.2733742374706654,3.5354609228998686,,
main__glasses__all_available,participant,TUM,TUM::TUM_S008,259,0.4933571087100902,2.5248816281969164,3.577770117373984,,
main__glasses__all_available,participant,TUM,TUM::TUM_S009,286,0.44205608478817165,1.9710934981313173,2.5970843048006027,,
main__glasses__all_available,participant,TUM,TUM::TUM_S010,266,0.4453128538103024,2.3200910988278207,3.6074398628989326,,
main__glasses__all_available,participant,UCR,UCR::UCR_S001,186,0.4016313185100472,2.350505918495309,2.48282804175841,,
main__glasses__all_available,participant,UCR,UCR::UCR_S002,287,0.35707691420779786,1.7524552185648854,2.880228557301346,,
main__glasses__all_available,participant,UCR,UCR::UCR_S003,227,0.45019192542167713,2.4240519226070756,3.3284834599304722,,
main__glasses__all_available,participant,UCR,UCR::UCR_S004,271,0.43637207943314243,2.65668720032698,3.968710120140289,,
main__glasses__all_available,participant,UCR,UCR::UCR_S005,230,0.4130347572519501,1.7293485354144633,2.6176925768010135,,
main__glasses__all_available,participant,UCR,UCR::UCR_S006,268,0.47460417967060614,1.7985362183290325,3.0350105897626176,,
main__glasses__all_available,site,BAUA,,4959,0.4523771326436063,2.2908435402293446,5.616473105127592,,
main__glasses__all_available,site,FUSPCEU,,6052,0.477594858724524,2.625111103266427,4.766270944174883,,
main__glasses__all_available,site,IZTECH,,4702,0.45310880971125095,2.361308814915314,4.579973781309985,,
main__glasses__all_available,site,KNUST,,3701,0.5307108050782742,2.9919846173981193,5.688623156800616,,
main__glasses__all_available,site,MPI,,6900,0.418798407924376,2.0365397726809427,5.107689994612104,,
main__glasses__all_available,site,RISE,,3619,0.4595072706615441,2.36590115810879,4.71767359195315,,
main__glasses__all_available,site,THUAS,,3596,0.4976415907894719,2.48491320781281,5.085424139230028,,
main__glasses__all_available,site,TUM,,2758,0.4532891183303569,2.1862361643060257,3.6074398628989326,,
main__glasses__all_available,site,UCR,,1469,0.4219379268463445,2.355139854970907,3.968710120140289,,
alternative_preprocessing__glasses__all_available,participant,BAUA,BAUA::BAUA_S001,276,0.35563444238869646,1.3273888925104744,2.109406985879116,,
alternative_preprocessing__glasses__all_available,participant,BAUA,BAUA::BAUA_S002,281,0.4204250901649757,1.9553441633918425,2.597565718508807,,
alternative_preprocessing__glasses__all_available,participant,BAUA,BAUA::BAUA_S003,288,0.4030269070429558,2.331431432386247,3.495827577532259,,
alternative_preprocessing__glasses__all_available,participant,BAUA,BAUA::BAUA_S004,270,0.5496631835450536,2.34281188391541,4.421362094652918,,
alternative_preprocessing__glasses__all_available,participant,BAUA,BAUA::BAUA_S005,228,0.4962071741117714,2.388333618310256,3.6192671581994644,,
alternative_preprocessing__glasses__all_available,participant,BAUA,BAUA::BAUA_S006,278,0.5832269228576028,2.5817491686854885,3.487742545905502,,
alternative_preprocessing__glasses__all_available,participant,BAUA,BAUA::BAUA_S007,278,0.4346656083994593,2.1768118622101387,2.7005825646614188,,
alternative_preprocessing__glasses__all_available,participant,BAUA,BAUA::BAUA_S009,280,0.4837094186777718,2.088292525638044,3.886586499795,,
alternative_preprocessing__glasses__all_available,participant,BAUA,BAUA::BAUA_S011,288,0.3244326120223124,2.0144051013254853,2.614936006497462,,
alternative_preprocessing__glasses__all_available,participant,BAUA,BAUA::BAUA_S012,261,0.5079359632323505,2.7937302873425613,4.955515037747258,,
alternative_preprocessing__glasses__all_available,participant,BAUA,BAUA::BAUA_S013,284,0.5444319931110516,2.303238619969517,3.4235150009195814,,
alternative_preprocessing__glasses__all_available,participant,BAUA,BAUA::BAUA_S014,288,0.5821753491886195,3.8959323262948615,5.604774699489168,,
alternative_preprocessing__glasses__all_available,participant,BAUA,BAUA::BAUA_S015,230,0.4267890625497424,2.8318182344206315,3.596018675609516,,
alternative_preprocessing__glasses__all_available,participant,BAUA,BAUA::BAUA_S016,267,0.35835008947488706,1.810241144092283,2.1633277157848294,,
alternative_preprocessing__glasses__all_available,participant,BAUA,BAUA::BAUA_S018,282,0.46579676181245794,2.362370373736407,2.9349154196115617,,
alternative_preprocessing__glasses__all_available,participant,BAUA,BAUA::BAUA_S022,288,0.44160181093910145,1.9756616277683625,2.341211961483318,,
alternative_preprocessing__glasses__all_available,participant,BAUA,BAUA::BAUA_S024,282,0.2993947318390645,1.58780440064595,1.8934669148171945,,
alternative_preprocessing__glasses__all_available,participant,BAUA,BAUA::BAUA_S025,288,0.5208366025782586,3.02770440125458,4.166886200945723,,
alternative_preprocessing__glasses__all_available,participant,FUSPCEU,FUSPCEU::FUSPCEU_S003,278,0.38952774100407195,1.9637668304393994,2.5329872120064802,,
alternative_preprocessing__glasses__all_available,participant,FUSPCEU,FUSPCEU::FUSPCEU_S004,236,0.45548415241060036,2.0369760657963214,4.279158215777491,,
alternative_preprocessing__glasses__all_available,participant,FUSPCEU,FUSPCEU::FUSPCEU_S005,276,0.5090869769332981,2.6417318602828193,2.9720513598398366,,
alternative_preprocessing__glasses__all_available,participant,FUSPCEU,FUSPCEU::FUSPCEU_S006,232,0.3593653039107817,2.0298425917186833,2.619644124493994,,
alternative_preprocessing__glasses__all_available,participant,FUSPCEU,FUSPCEU::FUSPCEU_S007,280,0.44886993574281614,2.7706919825590512,3.188334654730846,,
alternative_preprocessing__glasses__all_available,participant,FUSPCEU,FUSPCEU::FUSPCEU_S008,288,0.36922265536660265,2.1482907031736267,3.9791213708090787,,
alternative_preprocessing__glasses__all_available,participant,FUSPCEU,FUSPCEU::FUSPCEU_S009,336,0.4434726291730105,1.7892493844289648,3.4181789206542135,,
alternative_preprocessing__glasses__all_available,participant,FUSPCEU,FUSPCEU::FUSPCEU_S010,192,0.4768933922210773,2.5365811824292357,2.624444328525751,,
alternative_preprocessing__glasses__all_available,participant,FUSPCEU,FUSPCEU::FUSPCEU_S011,235,0.5679578421989266,2.3186980108031996,4.0211857033860765,,
alternative_preprocessing__glasses__all_available,participant,FUSPCEU,FUSPCEU::FUSPCEU_S012,288,0.486550233012038,2.3507505598220817,2.709096784298917,,
alternative_preprocessing__glasses__all_available,participant,FUSPCEU,FUSPCEU::FUSPCEU_S013,288,0.4116858340903305,2.0728039230262927,2.4340807670342306,,
alternative_preprocessing__glasses__all_available,participant,FUSPCEU,FUSPCEU::FUSPCEU_S014,228,0.540030994554334,2.683145851749676,4.6250705490915625,,
alternative_preprocessing__glasses__all_available,participant,FUSPCEU,FUSPCEU::FUSPCEU_S015,284,0.4582163007472984,2.1115006234183524,2.7514405057265368,,
alternative_preprocessing__glasses__all_available,participant,FUSPCEU,FUSPCEU::FUSPCEU_S016,228,0.47530310470451687,2.9240838813773626,3.9566071291363953,,
alternative_preprocessing__glasses__all_available,participant,FUSPCEU,FUSPCEU::FUSPCEU_S017,278,0.6124952087756032,3.8574263332859093,4.747678503217399,,
alternative_preprocessing__glasses__all_available,participant,FUSPCEU,FUSPCEU::FUSPCEU_S018,282,0.46406844456184626,2.3140382939437143,3.753328805954868,,
alternative_preprocessing__glasses__all_available,participant,FUSPCEU,FUSPCEU::FUSPCEU_S019,288,0.5829597686553436,4.133317688732884,4.710504453811235,,
alternative_preprocessing__glasses__all_available,participant,FUSPCEU,FUSPCEU::FUSPCEU_S020,288,0.48139532193964985,2.870008834964152,3.9632095012297874,,
alternative_preprocessing__glasses__all_available,participant,FUSPCEU,FUSPCEU::FUSPCEU_S021,232,0.5874253004609254,2.6127964500506917,2.878074112587194,,
alternative_preprocessing__glasses__all_available,participant,FUSPCEU,FUSPCEU::FUSPCEU_S022,288,0.5130215836099221,2.6891339495130433,3.046547592403928,,
alternative_preprocessing__glasses__all_available,participant,FUSPCEU,FUSPCEU::FUSPCEU_S023,288,0.4362150340312911,2.383893081059891,3.249161230906921,,
alternative_preprocessing__glasses__all_available,participant,FUSPCEU,FUSPCEU::FUSPCEU_S024,232,0.47844876404643577,2.6763583911424385,2.921801860389942,,
alternative_preprocessing__glasses__all_available,participant,FUSPCEU,FUSPCEU::FUSPCEU_S025,132,0.4225837716161839,2.1468919117012213,2.5788917815186525,,
alternative_preprocessing__glasses__all_available,participant,IZTECH,IZTECH::IZTECH_S001,334,0.33066748418467146,1.3036772852800942,2.0089175324201443,,
alternative_preprocessing__glasses__all_available,participant,IZTECH,IZTECH::IZTECH_S002,274,0.4396665363140411,2.3111009191795464,3.0338450589468082,,
alternative_preprocessing__glasses__all_available,participant,IZTECH,IZTECH::IZTECH_S003,286,0.37385665458740425,1.8927019919200088,2.653162726931072,,
alternative_preprocessing__glasses__all_available,participant,IZTECH,IZTECH::IZTECH_S004,238,0.5366970196643144,2.8101390142800806,3.2829147572075774,,
alternative_preprocessing__glasses__all_available,participant,IZTECH,IZTECH::IZTECH_S005,282,0.37566759319897397,1.6420119006287421,3.0915864701136333,,
alternative_preprocessing__glasses__all_available,participant,IZTECH,IZTECH::IZTECH_S006,278,0.4098372842696464,2.0805086283105068,2.398161580036122,,
alternative_preprocessing__glasses__all_available,participant,IZTECH,IZTECH::IZTECH_S007,278,0.5031154310900277,2.4630251579911118,4.572397713950997,,
alternative_preprocessing__glasses__all_available,participant,IZTECH,IZTECH::IZTECH_S008,240,0.6730028820267341,2.462675453884201,3.0781799596103347,,
alternative_preprocessing__glasses__all_available,participant,IZTECH,IZTECH::IZTECH_S009,266,0.41829578058389627,2.5599791663215647,4.031019991728065,,
alternative_preprocessing__glasses__all_available,participant,IZTECH,IZTECH::IZTECH_S010,223,0.4338214722860906,2.0316232379541486,2.382717932338895,,
alternative_preprocessing__glasses__all_available,participant,IZTECH,IZTECH::IZTECH_S011,284,0.4473425499562651,2.4212265380245683,2.79312427272394,,
alternative_preprocessing__glasses__all_available,participant,IZTECH,IZTECH::IZTECH_S012,288,0.5132712315933973,2.210665793052991,2.857822122186349,,
alternative_preprocessing__glasses__all_available,participant,IZTECH,IZTECH::IZTECH_S013,284,0.5376438983736043,2.288491013525535,3.0906564429860546,,
alternative_preprocessing__glasses__all_available,participant,IZTECH,IZTECH::IZTECH_S014,272,0.5757190983621103,2.575871073378909,2.9838101839273152,,
alternative_preprocessing__glasses__all_available,participant,IZTECH,IZTECH::IZTECH_S015,272,0.4232427157631158,2.0504283718317806,2.656025192883709,,
alternative_preprocessing__glasses__all_available,participant,IZTECH,IZTECH::IZTECH_S016,278,0.3317865292609432,1.7537500091880758,3.049001182883749,,
alternative_preprocessing__glasses__all_available,participant,IZTECH,IZTECH::IZTECH_S017,288,0.4665197261322927,2.357318323581184,2.895674871621688,,
alternative_preprocessing__glasses__all_available,participant,KNUST,KNUST::KNUST_S001,229,0.5554913801368134,2.738147902227054,2.9418046080208318,,
alternative_preprocessing__glasses__all_available,participant,KNUST,KNUST::KNUST_S002,274,0.5447765852386391,3.0747707381324134,4.519447213709724,,
alternative_preprocessing__glasses__all_available,participant,KNUST,KNUST::KNUST_S003,264,0.43539850099367755,2.729078234975905,2.939253447953915,,
alternative_preprocessing__glasses__all_available,participant,KNUST,KNUST::KNUST_S004,130,0.47396844296782803,2.5583123472867597,3.4297897221616647,,
alternative_preprocessing__glasses__all_available,participant,KNUST,KNUST::KNUST_S005,136,0.5669434047934538,4.04631099053219,4.723300993010379,,
alternative_preprocessing__glasses__all_available,participant,KNUST,KNUST::KNUST_S006,275,0.43846627162790636,2.5708488828799085,2.813430485416828,,
