relative_path,sha256,bytes,role,producer,r_version
scripts/hypotheses/H06_daily/finalize_h06_daily_l10_metric011.R,00d9142eee4ca258a6c192b5d69ae890fe3b46d396351c3aad9417336e410c4a,14139,executed or reproducibility code,scripts/hypotheses/H06_daily/build_h06_daily_l10_metric011_manifests.R,4.6.1
scripts/hypotheses/H06_daily/postprocess_h06_daily_l10_metric011.R,53ec9f7f81d2318758bef007e442a68f93f57ec1e5f88c4b700d58db332cf085,10528,executed or reproducibility code,scripts/hypotheses/H06_daily/build_h06_daily_l10_metric011_manifests.R,4.6.1
scripts/hypotheses/H06_daily/build_h06_daily_l10_metric011_manifests.R,c4df45f65d405725ed1ef00ac57cec6ebbbf3ec175f481a93f687f6b0a0f45b0,9452,executed or reproducibility code,scripts/hypotheses/H06_daily/build_h06_daily_l10_metric011_manifests.R,4.6.1
tests/hypotheses/H06_daily/test_h06_daily_l10_metric011.R,46da6b637912676abc51d66552dde3de8f7e381d717e0cec166cb1b8bdeb4120,19412,focused METRIC-011 verification test,scripts/hypotheses/H06_daily/build_h06_daily_l10_metric011_manifests.R,4.6.1
artifacts/12_manifests/H06_daily/H06_daily_l10_metric011_production_input_manifest.csv,7772792dfa69eccd0941618193ede0b565abaa6856b151e77dde833b765a9339,19594,production input manifest,scripts/hypotheses/H06_daily/build_h06_daily_l10_metric011_manifests.R,4.6.1
artifacts/12_manifests/H06_daily/H06_daily_l10_metric011_production_code_manifest.csv,5261d2561a28e20ac5afc3bdb00c915790afa4c7a47b7c6d9aaa5c7013ef5538,2812,production code manifest,scripts/hypotheses/H06_daily/build_h06_daily_l10_metric011_manifests.R,4.6.1
artifacts/12_manifests/H06_daily/H06_daily_l10_metric011_production_output_manifest.csv,af89132e004e29d27351302b0f765ce9845da53fb6619d8d042aaa980165626c,29834,production output manifest,scripts/hypotheses/H06_daily/build_h06_daily_l10_metric011_manifests.R,4.6.1
artifacts/12_manifests/H06_daily/H06_daily_l10_metric011_production_software_manifest.csv,bb4b6343292cc0c653a8320e4deadfb009ffcfb86bc65b8bf3d2e0b337ad4cbe,1399,production software manifest,scripts/hypotheses/H06_daily/build_h06_daily_l10_metric011_manifests.R,4.6.1
artifacts/06_model_data/H06_daily/H06_daily_l10_metric011__gap_timing_unaware__chest__all_available__activity_status__positive_magnitude__frame.rds,d86edc91d73f8a5715e2c91adc0dfd5f05b87dc302894f243064b57ba752d1e3,20044,durable METRIC-011 output,scripts/hypotheses/H06_daily/build_h06_daily_l10_metric011_manifests.R,4.6.1
artifacts/06_model_data/H06_daily/H06_daily_l10_metric011__gap_timing_unaware__chest__all_available__activity_status__zero_occurrence__frame.rds,660180a125ef0a06dbcf91a54c47eb74529157cbbe3310dab85d19796ae4d04d,15152,durable METRIC-011 output,scripts/hypotheses/H06_daily/build_h06_daily_l10_metric011_manifests.R,4.6.1
artifacts/06_model_data/H06_daily/H06_daily_l10_metric011__gap_timing_unaware__chest__all_available__previous_sleep_duration_centered_h__positive_magnitude__frame.rds,c9a968464160b7d36237f06868fb8b14b170ab04c15b317ab2b3551151fe60de,20872,durable METRIC-011 output,scripts/hypotheses/H06_daily/build_h06_daily_l10_metric011_manifests.R,4.6.1
artifacts/06_model_data/H06_daily/H06_daily_l10_metric011__gap_timing_unaware__chest__all_available__previous_sleep_duration_centered_h__zero_occurrence__frame.rds,ddaa762f14c8433ea00264408d235034138b8d48b9e70fbac8f93a0c96350702,15844,durable METRIC-011 output,scripts/hypotheses/H06_daily/build_h06_daily_l10_metric011_manifests.R,4.6.1
artifacts/06_model_data/H06_daily/H06_daily_l10_metric011__gap_timing_unaware__chest__all_available__work_free_day__positive_magnitude__frame.rds,c79f5c8d6b01ad653209fe36325c49f6146e459d7e7fb15598a57195fa9abed1,20720,durable METRIC-011 output,scripts/hypotheses/H06_daily/build_h06_daily_l10_metric011_manifests.R,4.6.1
artifacts/06_model_data/H06_daily/H06_daily_l10_metric011__gap_timing_unaware__chest__all_available__work_free_day__zero_occurrence__frame.rds,cc22b2ec08fc896c52584fe091ab31e676e46c1c21ed62b063ed3da2f4cbf596,15848,durable METRIC-011 output,scripts/hypotheses/H06_daily/build_h06_daily_l10_metric011_manifests.R,4.6.1
artifacts/06_model_data/H06_daily/H06_daily_l10_metric011__gap_timing_unaware__near_eye__all_available__activity_status__positive_magnitude__frame.rds,fce9cdd040a5a8c52f0fa1cafc1cd762b4306efce4db2215c5bdbe3a18f331cf,18288,durable METRIC-011 output,scripts/hypotheses/H06_daily/build_h06_daily_l10_metric011_manifests.R,4.6.1
artifacts/06_model_data/H06_daily/H06_daily_l10_metric011__gap_timing_unaware__near_eye__all_available__activity_status__zero_occurrence__frame.rds,0d7e6faebb20e0fe4d083e188863470ad7499829907155928c5f7c63ef37d64f,14312,durable METRIC-011 output,scripts/hypotheses/H06_daily/build_h06_daily_l10_metric011_manifests.R,4.6.1
artifacts/06_model_data/H06_daily/H06_daily_l10_metric011__gap_timing_unaware__near_eye__all_available__previous_sleep_duration_centered_h__positive_magnitude__frame.rds,c14dbaefaa2ad55b5c7af1b815ef17f75a82787f3c84c94cd7bf67544bd349ce,19204,durable METRIC-011 output,scripts/hypotheses/H06_daily/build_h06_daily_l10_metric011_manifests.R,4.6.1
artifacts/06_model_data/H06_daily/H06_daily_l10_metric011__gap_timing_unaware__near_eye__all_available__previous_sleep_duration_centered_h__zero_occurrence__frame.rds,7c696eb6994eeeb7cfe17a237351e19ab20ceb50855aae2ce44cc0911c975d07,14836,durable METRIC-011 output,scripts/hypotheses/H06_daily/build_h06_daily_l10_metric011_manifests.R,4.6.1
artifacts/06_model_data/H06_daily/H06_daily_l10_metric011__gap_timing_unaware__near_eye__all_available__work_free_day__positive_magnitude__frame.rds,805146003ef411871a04d066671570bce39a99fbcc90320983e4ffbae43fb90f,19048,durable METRIC-011 output,scripts/hypotheses/H06_daily/build_h06_daily_l10_metric011_manifests.R,4.6.1
artifacts/06_model_data/H06_daily/H06_daily_l10_metric011__gap_timing_unaware__near_eye__all_available__work_free_day__zero_occurrence__frame.rds,63f2d4d67574cf2ac92860fcdd2ba1bd7b306e11483390a170d671c2a4b70068,14832,durable METRIC-011 output,scripts/hypotheses/H06_daily/build_h06_daily_l10_metric011_manifests.R,4.6.1
artifacts/06_model_data/H06_daily/H06_daily_l10_metric011__primary__chest__all_available__activity_status__positive_magnitude__frame.rds,3d6a2be6bca021fe787c6898fc0097ac25c0c7a97a49f86e1ea36257fdddc414,20084,durable METRIC-011 output,scripts/hypotheses/H06_daily/build_h06_daily_l10_metric011_manifests.R,4.6.1
artifacts/06_model_data/H06_daily/H06_daily_l10_metric011__primary__chest__all_available__activity_status__zero_occurrence__frame.rds,700a00786cbeefbd57a131f04d08d2c0b016e52de5388abb790344a54aadad7a,15276,durable METRIC-011 output,scripts/hypotheses/H06_daily/build_h06_daily_l10_metric011_manifests.R,4.6.1
artifacts/06_model_data/H06_daily/H06_daily_l10_metric011__primary__chest__all_available__previous_sleep_duration_centered_h__positive_magnitude__frame.rds,647b3336a9693ef4d94ed103bb299e324ab59fdfa6dd146e124ae4b7110d8255,20976,durable METRIC-011 output,scripts/hypotheses/H06_daily/build_h06_daily_l10_metric011_manifests.R,4.6.1
artifacts/06_model_data/H06_daily/H06_daily_l10_metric011__primary__chest__all_available__previous_sleep_duration_centered_h__zero_occurrence__frame.rds,49c0bb50ad04008546fe6c27abbc0bb99de546cdd3164f4264554a9dbb5ec7b1,15928,durable METRIC-011 output,scripts/hypotheses/H06_daily/build_h06_daily_l10_metric011_manifests.R,4.6.1
artifacts/06_model_data/H06_daily/H06_daily_l10_metric011__primary__chest__all_available__work_free_day__positive_magnitude__frame.rds,f8deb5e250647e4def68a1dc7d0f2e2ce3b7958bd584c744c89c2080a918b116,20968,durable METRIC-011 output,scripts/hypotheses/H06_daily/build_h06_daily_l10_metric011_manifests.R,4.6.1
artifacts/06_model_data/H06_daily/H06_daily_l10_metric011__primary__chest__all_available__work_free_day__zero_occurrence__frame.rds,a74f62ff91ec98d4a4182850358c1a3fc4cd40841ab2199ca95b18a84bba87c4,15932,durable METRIC-011 output,scripts/hypotheses/H06_daily/build_h06_daily_l10_metric011_manifests.R,4.6.1
artifacts/06_model_data/H06_daily/H06_daily_l10_metric011__primary__chest__paired_common__activity_status__positive_magnitude__frame.rds,3f6609d6f6b4af11cd6a1d111bd9f671c5677ab9bbb3022848e8596a7030e176,15340,durable METRIC-011 output,scripts/hypotheses/H06_daily/build_h06_daily_l10_metric011_manifests.R,4.6.1
artifacts/06_model_data/H06_daily/H06_daily_l10_metric011__primary__chest__paired_common__activity_status__zero_occurrence__frame.rds,10e635db261a92b98af99d5eb6f8092221004d3bc92079631e2bf391e3039395,12164,durable METRIC-011 output,scripts/hypotheses/H06_daily/build_h06_daily_l10_metric011_manifests.R,4.6.1
artifacts/06_model_data/H06_daily/H06_daily_l10_metric011__primary__chest__paired_common__previous_sleep_duration_centered_h__positive_magnitude__frame.rds,fc74a32756cb60d447f89e135eb27ffd85b6f9c5e06da2966696d1354983d373,15952,durable METRIC-011 output,scripts/hypotheses/H06_daily/build_h06_daily_l10_metric011_manifests.R,4.6.1
artifacts/06_model_data/H06_daily/H06_daily_l10_metric011__primary__chest__paired_common__previous_sleep_duration_centered_h__zero_occurrence__frame.rds,c5f0516de1845c87efde4152c2a7117845dd5cbfe913d636a2a6cac2e58fbe6f,12620,durable METRIC-011 output,scripts/hypotheses/H06_daily/build_h06_daily_l10_metric011_manifests.R,4.6.1
artifacts/06_model_data/H06_daily/H06_daily_l10_metric011__primary__chest__paired_common__work_free_day__positive_magnitude__frame.rds,c0d43701bc7e6e534c0088ad4d78fbcfc06ba294a31b55d39d6a93d61347776e,15944,durable METRIC-011 output,scripts/hypotheses/H06_daily/build_h06_daily_l10_metric011_manifests.R,4.6.1
artifacts/06_model_data/H06_daily/H06_daily_l10_metric011__primary__chest__paired_common__work_free_day__zero_occurrence__frame.rds,07806ea9011a092a70907a3421343dc6d5cdb78e1046b3aa1530b8186af0e3c4,12616,durable METRIC-011 output,scripts/hypotheses/H06_daily/build_h06_daily_l10_metric011_manifests.R,4.6.1
artifacts/06_model_data/H06_daily/H06_daily_l10_metric011__primary__near_eye__all_available__activity_status__positive_magnitude__frame.rds,9c455cfe6a26b6f13888c0f3997a68e4ea596a914b5bb42f777e5084c7ccf5d8,18400,durable METRIC-011 output,scripts/hypotheses/H06_daily/build_h06_daily_l10_metric011_manifests.R,4.6.1
artifacts/06_model_data/H06_daily/H06_daily_l10_metric011__primary__near_eye__all_available__activity_status__zero_occurrence__frame.rds,2b0ac10dbe547674192129f08ed64587e3f5ee8f56a3bec2822f7a0d5a9aad59,14372,durable METRIC-011 output,scripts/hypotheses/H06_daily/build_h06_daily_l10_metric011_manifests.R,4.6.1
artifacts/06_model_data/H06_daily/H06_daily_l10_metric011__primary__near_eye__all_available__previous_sleep_duration_centered_h__positive_magnitude__frame.rds,8bf0c9d954f8b8333da5c03b6e0e4f0907d34d360a464b34e7e14963545f3354,19276,durable METRIC-011 output,scripts/hypotheses/H06_daily/build_h06_daily_l10_metric011_manifests.R,4.6.1
artifacts/06_model_data/H06_daily/H06_daily_l10_metric011__primary__near_eye__all_available__previous_sleep_duration_centered_h__zero_occurrence__frame.rds,68feb0d76da0f92f63ea62d35b4a9f7af8f2d651f3d52e8a99a9b51d8843d48d,14948,durable METRIC-011 output,scripts/hypotheses/H06_daily/build_h06_daily_l10_metric011_manifests.R,4.6.1
artifacts/06_model_data/H06_daily/H06_daily_l10_metric011__primary__near_eye__all_available__work_free_day__positive_magnitude__frame.rds,2f852860f51296930852bf4c802133c64022c78ba3196c6d33268a91e7bd3f29,19284,durable METRIC-011 output,scripts/hypotheses/H06_daily/build_h06_daily_l10_metric011_manifests.R,4.6.1
artifacts/06_model_data/H06_daily/H06_daily_l10_metric011__primary__near_eye__all_available__work_free_day__zero_occurrence__frame.rds,c674ab22cd08786ecaa074b548d0475be0a8c20f5098cae96d3fc5ab75dc1ecd,14940,durable METRIC-011 output,scripts/hypotheses/H06_daily/build_h06_daily_l10_metric011_manifests.R,4.6.1
artifacts/06_model_data/H06_daily/H06_daily_l10_metric011__primary__near_eye__paired_common__activity_status__positive_magnitude__frame.rds,1b76d5fe7eeeced03427dd0d1c39945d3f1e617deb9109d01a5a70e638ff68b6,14972,durable METRIC-011 output,scripts/hypotheses/H06_daily/build_h06_daily_l10_metric011_manifests.R,4.6.1
artifacts/06_model_data/H06_daily/H06_daily_l10_metric011__primary__near_eye__paired_common__activity_status__zero_occurrence__frame.rds,852228378badd7b05f85f35554335192a48f68c7bb52868b98b6f3e41c98b8ea,12104,durable METRIC-011 output,scripts/hypotheses/H06_daily/build_h06_daily_l10_metric011_manifests.R,4.6.1
artifacts/06_model_data/H06_daily/H06_daily_l10_metric011__primary__near_eye__paired_common__previous_sleep_duration_centered_h__positive_magnitude__frame.rds,f67ea4b2e407c67cc3a4fa7d719393a24d90eb586392a8684dd6c10e464c7908,15680,durable METRIC-011 output,scripts/hypotheses/H06_daily/build_h06_daily_l10_metric011_manifests.R,4.6.1
artifacts/06_model_data/H06_daily/H06_daily_l10_metric011__primary__near_eye__paired_common__previous_sleep_duration_centered_h__zero_occurrence__frame.rds,93c60ec30c07ff76ecc1b6431956726c9d6384e601709b59b9a6c974f4177232,12588,durable METRIC-011 output,scripts/hypotheses/H06_daily/build_h06_daily_l10_metric011_manifests.R,4.6.1
artifacts/06_model_data/H06_daily/H06_daily_l10_metric011__primary__near_eye__paired_common__work_free_day__positive_magnitude__frame.rds,a6272d2c040da7be5694dbd9341912fdbddde6bde7b186af3fd19e0c749bc366,15680,durable METRIC-011 output,scripts/hypotheses/H06_daily/build_h06_daily_l10_metric011_manifests.R,4.6.1
artifacts/06_model_data/H06_daily/H06_daily_l10_metric011__primary__near_eye__paired_common__work_free_day__zero_occurrence__frame.rds,f564caa392c8a93b55fb77e8b92b1d4c30eac1a149973388360db7f1fef5d786,12576,durable METRIC-011 output,scripts/hypotheses/H06_daily/build_h06_daily_l10_metric011_manifests.R,4.6.1
artifacts/06_model_data/H06_daily/H06_daily_l10_metric011_frame_registry.csv,ff771012e7b81a16aa0e311660f425548bbbb9404b441de26c9bda6b5ca04475,22995,durable METRIC-011 output,scripts/hypotheses/H06_daily/build_h06_daily_l10_metric011_manifests.R,4.6.1
artifacts/06_model_data/H06_daily/H06_daily_l10_metric011_metric_contract.csv,c2c0ba46163050e40efe31d409af8233eaa4b5b30f8c4a61631a354f2326a2f5,461,durable METRIC-011 output,scripts/hypotheses/H06_daily/build_h06_daily_l10_metric011_manifests.R,4.6.1
artifacts/06_model_data/H06_daily/H06_daily_l10_metric011_metric_slot_registry.csv,7cf6041131f2f8c98f5c2ed87aed6adebf098017b6d1b4d70e96cc8597400160,859,durable METRIC-011 output,scripts/hypotheses/H06_daily/build_h06_daily_l10_metric011_manifests.R,4.6.1
artifacts/07_models/H06_daily/H06_daily_l10_metric011_production_models.rds,8dede8ff6e506b5dfdd9d7ff37dd675a7ee030c7361c39a16b97c69524ca9419,4182296,durable METRIC-011 output,scripts/hypotheses/H06_daily/build_h06_daily_l10_metric011_manifests.R,4.6.1
artifacts/07_models/H06_daily/H06_daily_l10_metric011_production_pilot.rds,912a7722b994a518281533508ff37831f995b8fbd0d4a38bfe18003a1cbc760e,352148,durable METRIC-011 output,scripts/hypotheses/H06_daily/build_h06_daily_l10_metric011_manifests.R,4.6.1
artifacts/08_diagnostics/H06_daily/H06_daily_l10_metric011_ar_counterparts.csv,b80ab39a9548884000ea60465e3a34e94e14747b2fe0234e8fff56570d532c6a,6580,durable METRIC-011 output,scripts/hypotheses/H06_daily/build_h06_daily_l10_metric011_manifests.R,4.6.1
artifacts/08_diagnostics/H06_daily/H06_daily_l10_metric011_category_cells.csv,6c4c5997d9d81705c1c7615fdc4304a765eb4792bdcebb286a2a6c2a62606e19,27718,durable METRIC-011 output,scripts/hypotheses/H06_daily/build_h06_daily_l10_metric011_manifests.R,4.6.1
artifacts/08_diagnostics/H06_daily/H06_daily_l10_metric011_exact_zero_audit.csv,3bc6f25ffd1604be8c2113ab530f8e22244a305adc1388fc4301450a663787d1,77766,durable METRIC-011 output,scripts/hypotheses/H06_daily/build_h06_daily_l10_metric011_manifests.R,4.6.1
artifacts/08_diagnostics/H06_daily/H06_daily_l10_metric011_figure_readability_qa.csv,ee69db2e35555b14c4d45402af5de148b2874a45243bd1af6bb58a6ef15b1ca2,330,durable METRIC-011 output,scripts/hypotheses/H06_daily/build_h06_daily_l10_metric011_manifests.R,4.6.1
artifacts/08_diagnostics/H06_daily/H06_daily_l10_metric011_input_contract.csv,5423de559184cda84e4f83fb74c188e148dee47ae9d98918d5dbfcf1b7764009,3321,durable METRIC-011 output,scripts/hypotheses/H06_daily/build_h06_daily_l10_metric011_manifests.R,4.6.1
artifacts/08_diagnostics/H06_daily/H06_daily_l10_metric011_map_occurrence_coefficients.csv,2a90ad33da528a17928e7337e6980edb10c4ffbe0f27c37daaa9c58e6d304ea6,19875,durable METRIC-011 output,scripts/hypotheses/H06_daily/build_h06_daily_l10_metric011_manifests.R,4.6.1
artifacts/08_diagnostics/H06_daily/H06_daily_l10_metric011_map_occurrence_predictions.csv,a078cb54d59fab72d6cc9dc2dba43eb111179af456241fe625688876d880324a,29207,durable METRIC-011 output,scripts/hypotheses/H06_daily/build_h06_daily_l10_metric011_manifests.R,4.6.1
artifacts/08_diagnostics/H06_daily/H06_daily_l10_metric011_map_prior_scale_summary.csv,d9490af8cf6650f9ccd37e91fd91a51af4360609c5a4442e4a5f3452fb1bd171,6929,durable METRIC-011 output,scripts/hypotheses/H06_daily/build_h06_daily_l10_metric011_manifests.R,4.6.1
artifacts/08_diagnostics/H06_daily/H06_daily_l10_metric011_model_diagnostics.csv,fa7756226ab6e345e8346a555f4d755b6d0bf76499ad81bf01b22783caf352ab,16482,durable METRIC-011 output,scripts/hypotheses/H06_daily/build_h06_daily_l10_metric011_manifests.R,4.6.1
artifacts/08_diagnostics/H06_daily/H06_daily_l10_metric011_no_refit_model_equivalence.csv,fbd5931f723ac0fd1a1a457da021e406019bea8ea79519c9a31221cb33bd0a92,78898,durable METRIC-011 output,scripts/hypotheses/H06_daily/build_h06_daily_l10_metric011_manifests.R,4.6.1
artifacts/08_diagnostics/H06_daily/H06_daily_l10_metric011_occurrence_site_cells.csv,93ff58f64ed7ae61eec27797ad1f72eefb267d773ad5105bdb98a9a6edefc321,36079,durable METRIC-011 output,scripts/hypotheses/H06_daily/build_h06_daily_l10_metric011_manifests.R,4.6.1
artifacts/08_diagnostics/H06_daily/H06_daily_l10_metric011_pilot_ar_summary.csv,08abb1434dce144371f66950dd2013fa2bd9c092789ae565136b488d997b3445,265,durable METRIC-011 output,scripts/hypotheses/H06_daily/build_h06_daily_l10_metric011_manifests.R,4.6.1
artifacts/08_diagnostics/H06_daily/H06_daily_l10_metric011_pilot_component_diagnostics.csv,a980c5fd84d844e92021920f043a0dde78777e2604ec1411db1ebf4b7f7bd420,1183,durable METRIC-011 output,scripts/hypotheses/H06_daily/build_h06_daily_l10_metric011_manifests.R,4.6.1
artifacts/08_diagnostics/H06_daily/H06_daily_l10_metric011_pilot_lag_by_site.csv,0097d77aa455276922195a8c2d78fd492cabee52dd5e500d241fff904b59e62f,946,durable METRIC-011 output,scripts/hypotheses/H06_daily/build_h06_daily_l10_metric011_manifests.R,4.6.1
artifacts/08_diagnostics/H06_daily/H06_daily_l10_metric011_pilot_lag_overall.csv,940995b02aee48adec92b57a372e8f13a6c22f8907f99bd37459855914e99fc4,262,durable METRIC-011 output,scripts/hypotheses/H06_daily/build_h06_daily_l10_metric011_manifests.R,4.6.1
artifacts/08_diagnostics/H06_daily/H06_daily_l10_metric011_pilot_registered_benchmark.csv,dbd9a09711a567e69e42466d6ab50e234a33113b3defb758684f559c8b161600,523,durable METRIC-011 output,scripts/hypotheses/H06_daily/build_h06_daily_l10_metric011_manifests.R,4.6.1
artifacts/08_diagnostics/H06_daily/H06_daily_l10_metric011_pilot_runtime_detail.csv,e3caae28291de56b5587ddd66b7f7df9b129f3b40ed7fcdecf8f0b7079ce78de,655,durable METRIC-011 output,scripts/hypotheses/H06_daily/build_h06_daily_l10_metric011_manifests.R,4.6.1
artifacts/08_diagnostics/H06_daily/H06_daily_l10_metric011_pilot_runtime_projection.csv,b7f76a53b516c7844ac150fa305e0c10eb60b9e7c39108e77b2a3ae93c90183d,328,durable METRIC-011 output,scripts/hypotheses/H06_daily/build_h06_daily_l10_metric011_manifests.R,4.6.1
artifacts/08_diagnostics/H06_daily/H06_daily_l10_metric011_pilot_verdict.csv,75c9cb4e27f01a27f1d9e4deef797e83fd2aaa694264fbe9d895a4ef8464c325,363,durable METRIC-011 output,scripts/hypotheses/H06_daily/build_h06_daily_l10_metric011_manifests.R,4.6.1
artifacts/08_diagnostics/H06_daily/H06_daily_l10_metric011_positive_family_sensitivity.csv,bf6cd9819d30a55d2c621281f95b55a72926b1f39f867ed338ce3299d474b24b,9196,durable METRIC-011 output,scripts/hypotheses/H06_daily/build_h06_daily_l10_metric011_manifests.R,4.6.1
artifacts/08_diagnostics/H06_daily/H06_daily_l10_metric011_positive_influence_pilot_50.csv,5735ecd4af114d4fe396460a916bff46b7b30912555fb85a708bb82e112f1f9d,6679,durable METRIC-011 output,scripts/hypotheses/H06_daily/build_h06_daily_l10_metric011_manifests.R,4.6.1
artifacts/08_diagnostics/H06_daily/H06_daily_l10_metric011_positive_influence_runtime_projection.csv,699cacfbda35b6e9093ab6859240c1ffd95cf2d8953e6b759200dba899e1398a,496,durable METRIC-011 output,scripts/hypotheses/H06_daily/build_h06_daily_l10_metric011_manifests.R,4.6.1
artifacts/08_diagnostics/H06_daily/H06_daily_l10_metric011_positive_influence_runtime.csv,9e5806db1e97dcf157c07367939153c142dba08c534ebf4313794962492f8a28,122,durable METRIC-011 output,scripts/hypotheses/H06_daily/build_h06_daily_l10_metric011_manifests.R,4.6.1
artifacts/08_diagnostics/H06_daily/H06_daily_l10_metric011_positive_influence_summary.csv,94271f9a97c8eb7b7fb86d84f1ec69ceac03ebd1b8e39366d3f45343b58f3ba6,1156,durable METRIC-011 output,scripts/hypotheses/H06_daily/build_h06_daily_l10_metric011_manifests.R,4.6.1
artifacts/08_diagnostics/H06_daily/H06_daily_l10_metric011_positive_participant_deletion_influence.csv,0a5e7e0b04c230fa70aadf23628ac9e7993ae7cec5c235702bd78fcadc80f8d7,70859,durable METRIC-011 output,scripts/hypotheses/H06_daily/build_h06_daily_l10_metric011_manifests.R,4.6.1
artifacts/08_diagnostics/H06_daily/H06_daily_l10_metric011_positive_site_deletion_influence.csv,c45ff13c4181560c2f4da886113a9471f57496192dd0e069150f6a617fccbd2f,4425,durable METRIC-011 output,scripts/hypotheses/H06_daily/build_h06_daily_l10_metric011_manifests.R,4.6.1
artifacts/08_diagnostics/H06_daily/H06_daily_l10_metric011_primary_verdict.csv,86b91f1b994447a26bef4431521694e198271343660896208cab5c0b393ebb99,1398,durable METRIC-011 output,scripts/hypotheses/H06_daily/build_h06_daily_l10_metric011_manifests.R,4.6.1
artifacts/08_diagnostics/H06_daily/H06_daily_l10_metric011_production_runtime.csv,73b50c10691aa0fb19a9f0aaf7e28b8268d15a8a61a40feda704b434a02bb900,3976,durable METRIC-011 output,scripts/hypotheses/H06_daily/build_h06_daily_l10_metric011_manifests.R,4.6.1
artifacts/08_diagnostics/H06_daily/H06_daily_l10_metric011_protected_baseline.csv,89f816ed4769a637afdc8aae6eace238ba8bbb86569f3011069fad938f4195f7,65484,durable METRIC-011 output,scripts/hypotheses/H06_daily/build_h06_daily_l10_metric011_manifests.R,4.6.1
artifacts/08_diagnostics/H06_daily/H06_daily_l10_metric011_protected_preservation_after_production.csv,b5e0160ef77a7f3f5bbce8a293a1f7d85f88e68c9338fc2e53f9969d548b2b68,86101,durable METRIC-011 output,scripts/hypotheses/H06_daily/build_h06_daily_l10_metric011_manifests.R,4.6.1
