run_id,data_scenario_id,placement,sample_scenario,analytical_role,metric_order,metric_id,analysis_unit,response_family,response_transform,inference_status,pilot_contract_sha256,approximation,measure,estimate,conf_low,conf_high,bootstrap_successful_used,interval_method,status
main__glasses__all_available,main,glasses,all_available,primary,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,PILOT - NOT FOR INFERENCE OR MANUSCRIPT REPORTING,f5c104779cbb98e2898218f9e61576eb414ecf46b674f01cfaff88ac733f864e,lognormal,unrepresented_share,0.3951576674389351,0.32219589810493177,0.44724484075083765,50,joint_parametric_percentile,PASS
main__glasses__paired_common_sample,main,glasses,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,PILOT - NOT FOR INFERENCE OR MANUSCRIPT REPORTING,f5c104779cbb98e2898218f9e61576eb414ecf46b674f01cfaff88ac733f864e,lognormal,marginal_r2,0.22632207663050613,0.1416267933643444,0.3333456391777486,50,joint_parametric_percentile,PASS
main__glasses__paired_common_sample,main,glasses,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,PILOT - NOT FOR INFERENCE OR MANUSCRIPT REPORTING,f5c104779cbb98e2898218f9e61576eb414ecf46b674f01cfaff88ac733f864e,lognormal,conditional_r2,0.5157975270533834,0.4351051999962242,0.5934588984812871,50,joint_parametric_percentile,PASS
main__glasses__paired_common_sample,main,glasses,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,PILOT - NOT FOR INFERENCE OR MANUSCRIPT REPORTING,f5c104779cbb98e2898218f9e61576eb414ecf46b674f01cfaff88ac733f864e,lognormal,participant_associated_share,0.2894754504228773,0.19089182223310713,0.3602366061982467,50,joint_parametric_percentile,PASS
main__glasses__paired_common_sample,main,glasses,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,PILOT - NOT FOR INFERENCE OR MANUSCRIPT REPORTING,f5c104779cbb98e2898218f9e61576eb414ecf46b674f01cfaff88ac733f864e,lognormal,site_part_r2,0.07364087049750256,0.03862599035982775,0.17278596370605592,50,joint_parametric_percentile,PASS
main__glasses__paired_common_sample,main,glasses,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,PILOT - NOT FOR INFERENCE OR MANUSCRIPT REPORTING,f5c104779cbb98e2898218f9e61576eb414ecf46b674f01cfaff88ac733f864e,lognormal,photoperiod_part_r2,0.10980308364184418,0.03607649677279135,0.18031529912974717,50,joint_parametric_percentile,PASS
main__glasses__paired_common_sample,main,glasses,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,PILOT - NOT FOR INFERENCE OR MANUSCRIPT REPORTING,f5c104779cbb98e2898218f9e61576eb414ecf46b674f01cfaff88ac733f864e,lognormal,latitude_model_marginal_r2,0.16548215051891454,0.10403435859395738,0.25076400788572395,50,joint_parametric_percentile,PASS
main__glasses__paired_common_sample,main,glasses,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,PILOT - NOT FOR INFERENCE OR MANUSCRIPT REPORTING,f5c104779cbb98e2898218f9e61576eb414ecf46b674f01cfaff88ac733f864e,lognormal,latitude_part_r2,0.00926030175502824,1.3385632321479175e-4,0.036840566119265256,50,joint_parametric_percentile,PASS
main__glasses__paired_common_sample,main,glasses,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,PILOT - NOT FOR INFERENCE OR MANUSCRIPT REPORTING,f5c104779cbb98e2898218f9e61576eb414ecf46b674f01cfaff88ac733f864e,lognormal,unrepresented_share,0.48420247294661656,0.4065411015187129,0.5648948000037758,50,joint_parametric_percentile,PASS
manuscript_prepared_data__chest__all_available,manuscript_prepared_data,chest,all_available,complementary_chest,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,PILOT - NOT FOR INFERENCE OR MANUSCRIPT REPORTING,f5c104779cbb98e2898218f9e61576eb414ecf46b674f01cfaff88ac733f864e,lognormal,marginal_r2,0.08359199946915691,0.06487965798650541,0.21791458998787266,50,joint_parametric_percentile,PASS
manuscript_prepared_data__chest__all_available,manuscript_prepared_data,chest,all_available,complementary_chest,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,PILOT - NOT FOR INFERENCE OR MANUSCRIPT REPORTING,f5c104779cbb98e2898218f9e61576eb414ecf46b674f01cfaff88ac733f864e,lognormal,conditional_r2,0.8890518008328833,0.8708730047374709,0.9139326861690286,50,joint_parametric_percentile,PASS
manuscript_prepared_data__chest__all_available,manuscript_prepared_data,chest,all_available,complementary_chest,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,PILOT - NOT FOR INFERENCE OR MANUSCRIPT REPORTING,f5c104779cbb98e2898218f9e61576eb414ecf46b674f01cfaff88ac733f864e,lognormal,participant_associated_share,0.8054598013637264,0.6758094219081864,0.8283960534726039,50,joint_parametric_percentile,PASS
manuscript_prepared_data__chest__all_available,manuscript_prepared_data,chest,all_available,complementary_chest,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,PILOT - NOT FOR INFERENCE OR MANUSCRIPT REPORTING,f5c104779cbb98e2898218f9e61576eb414ecf46b674f01cfaff88ac733f864e,lognormal,site_part_r2,0.07663185742512943,0.04758189382269049,0.18920978777056677,50,joint_parametric_percentile,PASS
manuscript_prepared_data__chest__all_available,manuscript_prepared_data,chest,all_available,complementary_chest,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,PILOT - NOT FOR INFERENCE OR MANUSCRIPT REPORTING,f5c104779cbb98e2898218f9e61576eb414ecf46b674f01cfaff88ac733f864e,lognormal,photoperiod_part_r2,0.02059939910542418,8.676174431783301e-4,0.07509570504852663,50,joint_parametric_percentile,PASS
manuscript_prepared_data__chest__all_available,manuscript_prepared_data,chest,all_available,complementary_chest,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,PILOT - NOT FOR INFERENCE OR MANUSCRIPT REPORTING,f5c104779cbb98e2898218f9e61576eb414ecf46b674f01cfaff88ac733f864e,lognormal,latitude_model_marginal_r2,0.05808489761523664,0.013474900429321653,0.13639404802900268,50,joint_parametric_percentile,PASS
manuscript_prepared_data__chest__all_available,manuscript_prepared_data,chest,all_available,complementary_chest,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,PILOT - NOT FOR INFERENCE OR MANUSCRIPT REPORTING,f5c104779cbb98e2898218f9e61576eb414ecf46b674f01cfaff88ac733f864e,lognormal,latitude_part_r2,0.05099002092134452,0.002916680555887211,0.10154985699535207,50,joint_parametric_percentile,PASS
manuscript_prepared_data__chest__all_available,manuscript_prepared_data,chest,all_available,complementary_chest,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,PILOT - NOT FOR INFERENCE OR MANUSCRIPT REPORTING,f5c104779cbb98e2898218f9e61576eb414ecf46b674f01cfaff88ac733f864e,lognormal,unrepresented_share,0.11094819916711672,0.08606731383097144,0.1291269952625291,50,joint_parametric_percentile,PASS
manuscript_prepared_data__chest__paired_common_sample,manuscript_prepared_data,chest,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,PILOT - NOT FOR INFERENCE OR MANUSCRIPT REPORTING,f5c104779cbb98e2898218f9e61576eb414ecf46b674f01cfaff88ac733f864e,lognormal,marginal_r2,0.29902591277025087,0.21896680256087453,0.39783158503219584,50,joint_parametric_percentile,PASS
manuscript_prepared_data__chest__paired_common_sample,manuscript_prepared_data,chest,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,PILOT - NOT FOR INFERENCE OR MANUSCRIPT REPORTING,f5c104779cbb98e2898218f9e61576eb414ecf46b674f01cfaff88ac733f864e,lognormal,conditional_r2,0.6394499068139351,0.5724573701461941,0.7011433796056815,50,joint_parametric_percentile,PASS
manuscript_prepared_data__chest__paired_common_sample,manuscript_prepared_data,chest,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,PILOT - NOT FOR INFERENCE OR MANUSCRIPT REPORTING,f5c104779cbb98e2898218f9e61576eb414ecf46b674f01cfaff88ac733f864e,lognormal,participant_associated_share,0.34042399404368423,0.2345503803247097,0.4279545628649985,50,joint_parametric_percentile,PASS
manuscript_prepared_data__chest__paired_common_sample,manuscript_prepared_data,chest,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,PILOT - NOT FOR INFERENCE OR MANUSCRIPT REPORTING,f5c104779cbb98e2898218f9e61576eb414ecf46b674f01cfaff88ac733f864e,lognormal,site_part_r2,0.11185797156381462,0.09002533553059541,0.20673006557649135,50,joint_parametric_percentile,PASS
manuscript_prepared_data__chest__paired_common_sample,manuscript_prepared_data,chest,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,PILOT - NOT FOR INFERENCE OR MANUSCRIPT REPORTING,f5c104779cbb98e2898218f9e61576eb414ecf46b674f01cfaff88ac733f864e,lognormal,photoperiod_part_r2,0.1947345156727288,0.12684543768066514,0.25776004914157413,50,joint_parametric_percentile,PASS
manuscript_prepared_data__chest__paired_common_sample,manuscript_prepared_data,chest,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,PILOT - NOT FOR INFERENCE OR MANUSCRIPT REPORTING,f5c104779cbb98e2898218f9e61576eb414ecf46b674f01cfaff88ac733f864e,lognormal,latitude_model_marginal_r2,0.22111204586951383,0.1393472699548503,0.30102274228705794,50,joint_parametric_percentile,PASS
manuscript_prepared_data__chest__paired_common_sample,manuscript_prepared_data,chest,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,PILOT - NOT FOR INFERENCE OR MANUSCRIPT REPORTING,f5c104779cbb98e2898218f9e61576eb414ecf46b674f01cfaff88ac733f864e,lognormal,latitude_part_r2,0.02816009009825863,0.0033855769567125004,0.07208878533729525,50,joint_parametric_percentile,PASS
manuscript_prepared_data__chest__paired_common_sample,manuscript_prepared_data,chest,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,PILOT - NOT FOR INFERENCE OR MANUSCRIPT REPORTING,f5c104779cbb98e2898218f9e61576eb414ecf46b674f01cfaff88ac733f864e,lognormal,unrepresented_share,0.3605500931860649,0.29885662039431854,0.4275426298538058,50,joint_parametric_percentile,PASS
manuscript_prepared_data__glasses__all_available,manuscript_prepared_data,glasses,all_available,manuscript_prepared_data_sensitivity,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,PILOT - NOT FOR INFERENCE OR MANUSCRIPT REPORTING,f5c104779cbb98e2898218f9e61576eb414ecf46b674f01cfaff88ac733f864e,lognormal,marginal_r2,0.27994659564495544,0.21873820622111287,0.3754344466886008,50,joint_parametric_percentile,PASS
manuscript_prepared_data__glasses__all_available,manuscript_prepared_data,glasses,all_available,manuscript_prepared_data_sensitivity,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,PILOT - NOT FOR INFERENCE OR MANUSCRIPT REPORTING,f5c104779cbb98e2898218f9e61576eb414ecf46b674f01cfaff88ac733f864e,lognormal,conditional_r2,0.6030445156986609,0.5311111621275936,0.658819203291868,50,joint_parametric_percentile,PASS
manuscript_prepared_data__glasses__all_available,manuscript_prepared_data,glasses,all_available,manuscript_prepared_data_sensitivity,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,PILOT - NOT FOR INFERENCE OR MANUSCRIPT REPORTING,f5c104779cbb98e2898218f9e61576eb414ecf46b674f01cfaff88ac733f864e,lognormal,participant_associated_share,0.32309792005370547,0.22718400713547576,0.3999657121671433,50,joint_parametric_percentile,PASS
manuscript_prepared_data__glasses__all_available,manuscript_prepared_data,glasses,all_available,manuscript_prepared_data_sensitivity,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,PILOT - NOT FOR INFERENCE OR MANUSCRIPT REPORTING,f5c104779cbb98e2898218f9e61576eb414ecf46b674f01cfaff88ac733f864e,lognormal,site_part_r2,0.0944370283389864,0.05148722232372853,0.17519063339239016,50,joint_parametric_percentile,PASS
manuscript_prepared_data__glasses__all_available,manuscript_prepared_data,glasses,all_available,manuscript_prepared_data_sensitivity,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,PILOT - NOT FOR INFERENCE OR MANUSCRIPT REPORTING,f5c104779cbb98e2898218f9e61576eb414ecf46b674f01cfaff88ac733f864e,lognormal,photoperiod_part_r2,0.1311984493911773,0.07001796723529363,0.20272419776043693,50,joint_parametric_percentile,PASS
manuscript_prepared_data__glasses__all_available,manuscript_prepared_data,glasses,all_available,manuscript_prepared_data_sensitivity,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,PILOT - NOT FOR INFERENCE OR MANUSCRIPT REPORTING,f5c104779cbb98e2898218f9e61576eb414ecf46b674f01cfaff88ac733f864e,lognormal,latitude_model_marginal_r2,0.21693452238766003,0.13008973571131116,0.28725843920608995,50,joint_parametric_percentile,PASS
manuscript_prepared_data__glasses__all_available,manuscript_prepared_data,glasses,all_available,manuscript_prepared_data_sensitivity,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,PILOT - NOT FOR INFERENCE OR MANUSCRIPT REPORTING,f5c104779cbb98e2898218f9e61576eb414ecf46b674f01cfaff88ac733f864e,lognormal,latitude_part_r2,0.0266862694328423,0.007307747691819724,0.06730386695016408,50,joint_parametric_percentile,PASS
manuscript_prepared_data__glasses__all_available,manuscript_prepared_data,glasses,all_available,manuscript_prepared_data_sensitivity,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,PILOT - NOT FOR INFERENCE OR MANUSCRIPT REPORTING,f5c104779cbb98e2898218f9e61576eb414ecf46b674f01cfaff88ac733f864e,lognormal,unrepresented_share,0.3969554843013391,0.341180796708132,0.46888883787240654,50,joint_parametric_percentile,PASS
manuscript_prepared_data__glasses__paired_common_sample,manuscript_prepared_data,glasses,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,PILOT - NOT FOR INFERENCE OR MANUSCRIPT REPORTING,f5c104779cbb98e2898218f9e61576eb414ecf46b674f01cfaff88ac733f864e,lognormal,marginal_r2,0.22844781538437792,0.16737116093553556,0.32259250045766075,50,joint_parametric_percentile,PASS
manuscript_prepared_data__glasses__paired_common_sample,manuscript_prepared_data,glasses,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,PILOT - NOT FOR INFERENCE OR MANUSCRIPT REPORTING,f5c104779cbb98e2898218f9e61576eb414ecf46b674f01cfaff88ac733f864e,lognormal,conditional_r2,0.5160066617739583,0.4552857994256476,0.6251559522090882,50,joint_parametric_percentile,PASS
manuscript_prepared_data__glasses__paired_common_sample,manuscript_prepared_data,glasses,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,PILOT - NOT FOR INFERENCE OR MANUSCRIPT REPORTING,f5c104779cbb98e2898218f9e61576eb414ecf46b674f01cfaff88ac733f864e,lognormal,participant_associated_share,0.2875588463895803,0.1920139210977049,0.35613448080381643,50,joint_parametric_percentile,PASS
manuscript_prepared_data__glasses__paired_common_sample,manuscript_prepared_data,glasses,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,PILOT - NOT FOR INFERENCE OR MANUSCRIPT REPORTING,f5c104779cbb98e2898218f9e61576eb414ecf46b674f01cfaff88ac733f864e,lognormal,site_part_r2,0.07588021442979126,0.05464856632923079,0.14987689347248895,50,joint_parametric_percentile,PASS
manuscript_prepared_data__glasses__paired_common_sample,manuscript_prepared_data,glasses,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,PILOT - NOT FOR INFERENCE OR MANUSCRIPT REPORTING,f5c104779cbb98e2898218f9e61576eb414ecf46b674f01cfaff88ac733f864e,lognormal,photoperiod_part_r2,0.10973032278307504,0.047870053347668855,0.1777028485720255,50,joint_parametric_percentile,PASS
manuscript_prepared_data__glasses__paired_common_sample,manuscript_prepared_data,glasses,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,PILOT - NOT FOR INFERENCE OR MANUSCRIPT REPORTING,f5c104779cbb98e2898218f9e61576eb414ecf46b674f01cfaff88ac733f864e,lognormal,latitude_model_marginal_r2,0.16548679338150124,0.08421645760012895,0.261251796626073,50,joint_parametric_percentile,PASS
manuscript_prepared_data__glasses__paired_common_sample,manuscript_prepared_data,glasses,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,PILOT - NOT FOR INFERENCE OR MANUSCRIPT REPORTING,f5c104779cbb98e2898218f9e61576eb414ecf46b674f01cfaff88ac733f864e,lognormal,latitude_part_r2,0.00937741196639142,-3.3798723979766e-5,0.03838926699640524,50,joint_parametric_percentile,PASS
manuscript_prepared_data__glasses__paired_common_sample,manuscript_prepared_data,glasses,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,PILOT - NOT FOR INFERENCE OR MANUSCRIPT REPORTING,f5c104779cbb98e2898218f9e61576eb414ecf46b674f01cfaff88ac733f864e,lognormal,unrepresented_share,0.48399333822604174,0.37484404779091185,0.5447142005743524,50,joint_parametric_percentile,PASS
