placement,site,activity,architecture,support_rule,reporting_status,cell_mean_lx,cell_conf_low_lx,cell_conf_high_lx,category_standardized_mean_lx,site_deviation_ratio,site_deviation_conf_low,site_deviation_conf_high,site_deviation_p_raw,activity_code,activity_display_order,site_display_name,site_display_order,site_color_hex,unique_participant_hours,long_rows,effective_weighted_hours,participants,shared_with_home_participants,family_id,family_n,site_deviation_p_adjusted
Near-eye,BAUA,At home,five_named,TRUE,ESTIMABLE,176.0599927575845,81.93036694685173,378.3349471620034,76.35806700009805,2.3057156849892286,1.1380360759437926,4.6714905901347885,0.02078538003082502,home,2,Dortmund (DE),3,#DDCC77,692,692,667.5,18,18,H04-F4,44,0.050808706742016714
Near-eye,MPI,At home,five_named,TRUE,ESTIMABLE,31.94892016290395,21.614302144596795,47.224911206803704,76.35806700009805,0.41840923190031676,0.27969598463664597,0.625916334004016,3.663834754942517e-5,home,2,Tübingen (DE),4,#DDCC77,550,550,537.5,13,13,H04-F4,44,3.224174584349415e-4
Near-eye,TUM,At home,five_named,TRUE,ESTIMABLE,95.53995453863652,54.65167628635388,167.01926699225322,76.35806700009805,1.2512097056950622,0.7328808876307703,2.1361257389130404,0.40855265173304456,home,2,Munich (DE),5,#DDCC77,523,523,519.5,10,10,H04-F4,44,0.4858463966555125
Near-eye,FUSPCEU,At home,five_named,TRUE,ESTIMABLE,49.07276012864022,36.723637555290985,65.57454399819136,76.35806700009805,0.6426663489081934,0.4621009511059065,0.893787461442229,0.00901658770458802,home,2,Madrid (ES),6,#CC6677,680,680,664.5,22,22,H04-F4,44,0.026448657266791523
Near-eye,IZTECH,At home,five_named,TRUE,ESTIMABLE,61.396157498096095,43.86938911007911,85.92524837928438,76.35806700009805,0.8040559420921074,0.5596416474758609,1.1552141641522706,0.235872647716308,home,2,Izmir (TR),7,#332288,742,742,698,16,16,H04-F4,44,0.314496863621744
Near-eye,UCR,At home,five_named,TRUE,ESTIMABLE,59.40276249649438,34.637630188346236,101.87441152952033,76.35806700009805,0.7779500559700929,0.462803873689851,1.3076949524183348,0.3404942794949022,home,2,San José (CR),8,#44AA99,210,210,182.33333333333334,6,6,H04-F4,44,0.4280499513650199
Near-eye,KNUST,At home,five_named,TRUE,ESTIMABLE,43.835151428867896,13.844128153986135,138.7967865812132,76.35806700009805,0.5740736133198815,0.20339206064260776,1.6203214248821398,0.2918310765220132,home,2,Kumasi (GH),9,#AA4499,516,516,516,15,15,H04-F4,44,0.3776637460873112
Near-eye,RISE,On the road with public transport/car,five_named,TRUE,ESTIMABLE,552.5369720724321,294.0975151636975,1038.0812137669384,331.21672613667,1.668203712165305,0.9274076569439763,3.0007339323166877,0.08698429103461185,road_vehicle,3,Borås (SE),1,#88CCEE,127,127,85.33333333333333,12,12,H04-F4,44,0.1594712002301217
Near-eye,THUAS,On the road with public transport/car,five_named,TRUE,ESTIMABLE,435.98228910721843,281.49184260294123,675.2613314030866,331.21672613667,1.3163051703111124,0.856895771658638,2.0220187316760465,0.2074793316094796,road_vehicle,3,Delft (NL),2,#117733,82,82,63.333333333333336,12,12,H04-F4,44,0.29933053156902717
Near-eye,BAUA,On the road with public transport/car,five_named,TRUE,ESTIMABLE,799.4218308109954,463.0782270432528,1380.0589754730843,331.21672613667,2.4135913670046056,1.439278045027651,4.047462064056737,9.897549227240736e-4,road_vehicle,3,Dortmund (DE),3,#DDCC77,135,135,109.5,17,17,H04-F4,44,0.005133459687547394
Near-eye,MPI,On the road with public transport/car,five_named,TRUE,ESTIMABLE,113.28811493257601,68.166790352479,188.27638676565348,331.21672613667,0.34203621373224347,0.21040134618856862,0.5560267252256064,2.5864560314214973e-5,road_vehicle,3,Tübingen (DE),4,#DDCC77,63,63,54,10,10,H04-F4,44,2.845101634563647e-4
Near-eye,TUM,On the road with public transport/car,five_named,TRUE,ESTIMABLE,267.75835923714027,196.06484124681756,365.6674928837053,331.21672613667,0.8084083263556415,0.5794007021858882,1.1279310150222435,0.2086554433936548,road_vehicle,3,Munich (DE),5,#DDCC77,53,53,52.5,8,8,H04-F4,44,0.29933053156902717
Near-eye,FUSPCEU,On the road with public transport/car,five_named,TRUE,ESTIMABLE,215.96458906362906,102.0603279325113,456.991513492529,331.21672613667,0.6520340671881274,0.3279301457619545,1.2964603293364434,0.22045647642871502,road_vehicle,3,Madrid (ES),6,#CC6677,161,161,143.5,21,21,H04-F4,44,0.30312765508948314
Near-eye,IZTECH,On the road with public transport/car,five_named,TRUE,ESTIMABLE,377.622337514211,212.4816510611004,671.1103244801668,331.21672613667,1.1401064853179927,0.6637879960984133,1.9582198013587329,0.6322402673076035,road_vehicle,3,Izmir (TR),7,#332288,89,89,67.5,13,13,H04-F4,44,0.7320676779351198
Near-eye,UCR,On the road with public transport/car,five_named,TRUE,ESTIMABLE,325.9576851696321,165.3417421866851,642.5988447683185,331.21672613667,0.9841220549807987,0.5254594946045912,1.8431415343030857,0.9598185049868263,road_vehicle,3,San José (CR),8,#44AA99,38,38,33.83333333333333,6,6,H04-F4,44,0.9598185049868263
Near-eye,KNUST,On the road with public transport/car,five_named,TRUE,ESTIMABLE,308.94083047753634,183.40778830754425,520.394676894012,331.21672613667,0.9327452574060466,0.5675142024908231,1.533025449222199,0.7819896086242941,road_vehicle,3,Kumasi (GH),9,#AA4499,70,70,70,12,12,H04-F4,44,0.8392083604748523
Near-eye,RISE,Working in the office/from home,five_named,TRUE,ESTIMABLE,325.88399367506236,243.10282453703016,436.85373683279164,198.87276185940593,1.6386557446486696,1.2245435469335422,2.192811073313194,0.0010500258451801487,working_indoor,4,Borås (SE),1,#88CCEE,362,362,334.50000000000006,13,13,H04-F4,44,0.005133459687547394
Near-eye,THUAS,Working in the office/from home,five_named,TRUE,ESTIMABLE,293.9797142439298,210.30387398881984,410.9485514828752,198.87276185940593,1.4782301582946797,1.0685521362383135,2.0449768680304885,0.018655756714852256,working_indoor,4,Delft (NL),2,#117733,365,365,345,13,13,H04-F4,44,0.048285487967852904
Near-eye,BAUA,Working in the office/from home,five_named,TRUE,ESTIMABLE,331.96673316078574,170.17783109723865,647.5691411443337,198.87276185940593,1.6692418310933461,0.9120584707299934,3.0550325226865267,0.09590235789977687,working_indoor,4,Dortmund (DE),3,#DDCC77,448,448,437,17,17,H04-F4,44,0.1687881499036073
Near-eye,MPI,Working in the office/from home,five_named,TRUE,ESTIMABLE,106.52571881357997,77.8926520389915,145.68420090600407,198.87276185940593,0.5356476061256134,0.3940245920175181,0.7281737327078913,9.856637452353169e-5,working_indoor,4,Tübingen (DE),4,#DDCC77,453,453,447.5,13,13,H04-F4,44,7.228200798392323e-4
Near-eye,TUM,Working in the office/from home,five_named,TRUE,ESTIMABLE,305.4277307922073,192.00785663393805,485.8452168169687,198.87276185940593,1.535794685690195,0.9981863613062608,2.362950855697542,0.05095819881586909,working_indoor,4,Munich (DE),5,#DDCC77,229,229,227,10,10,H04-F4,44,0.10191639763173818
Near-eye,FUSPCEU,Working in the office/from home,five_named,TRUE,ESTIMABLE,227.51052223116184,188.99087546187403,273.88114690403654,198.87276185940593,1.144000415662762,0.925714011238472,1.4137594712276964,0.21089196542363278,working_indoor,4,Madrid (ES),6,#CC6677,591,591,580,22,22,H04-F4,44,0.29933053156902717
Near-eye,IZTECH,Working in the office/from home,five_named,TRUE,ESTIMABLE,156.1614203499654,113.78915943467013,214.31206036564114,198.87276185940593,0.7852328236903778,0.5760233717572505,1.0704263362088187,0.1250208430955703,working_indoor,4,Izmir (TR),7,#332288,533,533,509.16666666666663,16,16,H04-F4,44,0.1964613248644676
Near-eye,UCR,Working in the office/from home,five_named,TRUE,ESTIMABLE,99.5319059399867,63.59409897955633,155.77860932082783,198.87276185940593,0.5004803322958388,0.3297291665497819,0.7596554640159081,0.0013327214993260432,working_indoor,4,San José (CR),8,#44AA99,270,270,244.83333333333334,6,6,H04-F4,44,0.00586397459703459
Near-eye,KNUST,Working in the office/from home,five_named,TRUE,ESTIMABLE,132.98488759196613,88.07253667724484,200.8001698946989,198.87276185940593,0.668693321039009,0.4538897166346522,0.9851528713132369,0.041910450885493875,working_indoor,4,Kumasi (GH),9,#AA4499,373,373,373,14,14,H04-F4,44,0.08781237328389194
Near-eye,RISE,Outdoors,five_named,TRUE,ESTIMABLE,3054.0510939422124,2094.394984718757,4453.423615155437,714.221393574768,4.276056586118629,2.836767677278426,6.445596540789225,1.3329809303464592e-10,outdoors,5,Borås (SE),1,#88CCEE,192,192,147.5,13,13,H04-F4,44,5.86511609352442e-9
Near-eye,THUAS,Outdoors,five_named,TRUE,ESTIMABLE,1659.2174295885059,929.592445564521,2961.5155456415646,714.221393574768,2.3231135954692057,1.3208637215519121,4.0858543462098975,0.0037425311806028997,outdoors,5,Delft (NL),2,#117733,177,177,145.83333333333331,13,13,H04-F4,44,0.013722614328877298
Near-eye,BAUA,Outdoors,five_named,TRUE,ESTIMABLE,1430.8662441940517,858.9073520677765,2383.7008774520687,714.221393574768,2.0033931454116574,1.202754406978454,3.336993879877186,0.008002379209822264,outdoors,5,Dortmund (DE),3,#DDCC77,255,255,226.5,17,17,H04-F4,44,0.0251503346594414
Near-eye,MPI,Outdoors,five_named,TRUE,ESTIMABLE,126.75833110364307,76.05129106483413,211.2741845563546,714.221393574768,0.17747764522874576,0.10650878449978347,0.29573442889121104,6.330165947168706e-10,outdoors,5,Tübingen (DE),4,#DDCC77,111,111,106.5,13,13,H04-F4,44,1.3926365083771154e-8
Near-eye,TUM,Outdoors,five_named,TRUE,ESTIMABLE,954.4531997495853,501.16231499316575,1817.7362568146104,714.221393574768,1.336354817058093,0.7211450047554974,2.4764009807983842,0.35403159922452465,outdoors,5,Munich (DE),5,#DDCC77,79,79,74,10,10,H04-F4,44,0.4327052879410857
Near-eye,FUSPCEU,Outdoors,five_named,TRUE,ESTIMABLE,692.2383592598338,323.1951157276826,1482.6769425392727,714.221393574768,0.9692209803392947,0.47488718820703973,1.978131505877374,0.9310269790755099,outdoors,5,Madrid (ES),6,#CC6677,205,205,185,21,21,H04-F4,44,0.9526787692865684
Near-eye,IZTECH,Outdoors,five_named,TRUE,ESTIMABLE,689.8940865269615,323.2724792954633,1472.299317474099,714.221393574768,0.9659387029474917,0.4747079848264114,1.9654979643813464,0.9232415393103806,outdoors,5,Izmir (TR),7,#332288,169,169,132.33333333333331,15,15,H04-F4,44,0.9526787692865684
Near-eye,UCR,Outdoors,five_named,FALSE,SUPPORT_NON_ESTIMABLE,,,,714.221393574768,,,,,outdoors,5,San José (CR),8,#44AA99,16,16,13,4,4,,,
Near-eye,KNUST,Outdoors,five_named,TRUE,ESTIMABLE,371.8184055827421,238.58497156111363,579.4536253708671,714.221393574768,0.5205926466606443,0.32891247890433983,0.8239781739505126,0.005691735368030788,outdoors,5,Kumasi (GH),9,#AA4499,218,218,218,15,15,H04-F4,44,0.019264335091796512
Near-eye,RISE,Other/unspecified activity,five_named,TRUE,NOT_IN_SELECTED_ARCHITECTURE,,,,,,,,,other,6,Borås (SE),1,#88CCEE,27,27,27,7,7,,,
Near-eye,THUAS,Other/unspecified activity,five_named,TRUE,NOT_IN_SELECTED_ARCHITECTURE,,,,,,,,,other,6,Delft (NL),2,#117733,56,56,56,8,8,,,
Near-eye,BAUA,Other/unspecified activity,five_named,TRUE,NOT_IN_SELECTED_ARCHITECTURE,,,,,,,,,other,6,Dortmund (DE),3,#DDCC77,92,92,92,11,11,,,
Near-eye,MPI,Other/unspecified activity,five_named,TRUE,NOT_IN_SELECTED_ARCHITECTURE,,,,,,,,,other,6,Tübingen (DE),4,#DDCC77,35,35,35,8,8,,,
Near-eye,TUM,Other/unspecified activity,five_named,TRUE,NOT_IN_SELECTED_ARCHITECTURE,,,,,,,,,other,6,Munich (DE),5,#DDCC77,20,20,20,8,8,,,
Near-eye,FUSPCEU,Other/unspecified activity,five_named,TRUE,NOT_IN_SELECTED_ARCHITECTURE,,,,,,,,,other,6,Madrid (ES),6,#CC6677,84,84,84,15,15,,,
Near-eye,IZTECH,Other/unspecified activity,five_named,TRUE,NOT_IN_SELECTED_ARCHITECTURE,,,,,,,,,other,6,Izmir (TR),7,#332288,41,41,41,9,9,,,
Near-eye,UCR,Other/unspecified activity,five_named,FALSE,NOT_IN_SELECTED_ARCHITECTURE,,,,,,,,,other,6,San José (CR),8,#44AA99,11,11,11,3,3,,,
Near-eye,KNUST,Other/unspecified activity,five_named,FALSE,NOT_IN_SELECTED_ARCHITECTURE,,,,,,,,,other,6,Kumasi (GH),9,#AA4499,25,25,25,3,3,,,
Chest,RISE,Sleeping,five_named,TRUE,ESTIMABLE,0.9604158554889505,0.46253736400514245,1.9942142781449272,4.660380734970781,0.20608098567615676,0.09949730279104889,0.42683943650658457,3.245842941479341e-5,sleeping,1,Borås (SE),1,#88CCEE,806,806,771.1666666666666,16,16,H04-F4,40,2.1638952943195608e-4
Chest,THUAS,Sleeping,five_named,TRUE,ESTIMABLE,2.7427535138673034,1.044837790212674,7.199870552442608,4.660380734970781,0.5885256312399761,0.23685997884486382,1.4623087459332647,0.25158984907402976,sleeping,1,Delft (NL),2,#117733,668,668,646.5,15,15,H04-F4,40,0.36063078433784934
Chest,BAUA,Sleeping,five_named,TRUE,ESTIMABLE,3.5344882188511177,1.371325893466643,9.109874632073538,4.660380734970781,0.7584119023428411,0.3097034172162318,1.8572239815284188,0.5427163524303151,sleeping,1,Dortmund (DE),3,#DDCC77,922,922,914,19,19,H04-F4,40,0.6783954405378939
Chest,TUM,Sleeping,five_named,TRUE,ESTIMABLE,54.6004747261644,20.340202741334963,146.5674594415008,4.660380734970781,11.715882849753202,4.632024034579802,29.63324670261411,5.382844988575006e-7,sleeping,1,Munich (DE),5,#DDCC77,498,498,497,10,10,H04-F4,40,7.177126651433341e-6
Chest,FUSPCEU,Sleeping,five_named,TRUE,ESTIMABLE,1.2277931242645208,0.3231843591854749,4.664445890235967,4.660380734970781,0.26345339449443467,0.078500082537865,0.8841734788897958,0.03106107444071028,sleeping,1,Madrid (ES),6,#CC6677,1033,1033,1028,21,21,H04-F4,40,0.09277894684751645
Chest,IZTECH,Sleeping,five_named,TRUE,ESTIMABLE,5.305406496424668,3.046680751565738,9.238689704472549,4.660380734970781,1.138406237201547,0.6244802157744647,2.0752759305467463,0.6702975741291457,sleeping,1,Izmir (TR),7,#332288,800,800,775.5,16,16,H04-F4,40,0.7885853813284067
Chest,UCR,Sleeping,five_named,TRUE,ESTIMABLE,4.64481862992821,2.202817026189185,9.793977370081986,4.660380734970781,0.996660765304904,0.4756444432776823,2.088393326437427,0.9928831231570838,sleeping,1,San José (CR),8,#44AA99,1738,1738,1717.5,38,38,H04-F4,40,0.9928831231570838
Chest,KNUST,Sleeping,five_named,TRUE,ESTIMABLE,14.467367241832786,3.1486074067046728,66.4753295264316,4.660380734970781,3.104331612495066,0.7897020517080885,12.203178071390475,0.1041175701639175,sleeping,1,Kumasi (GH),9,#AA4499,690,690,690,15,15,H04-F4,40,0.22907417064035754
Chest,RISE,At home,five_named,TRUE,ESTIMABLE,147.16004813448154,61.71951189813278,350.8789862545574,78.03660872482348,1.8857822058029778,0.8670571349364351,4.101430441471254,0.10881023105416984,home,2,Borås (SE),1,#88CCEE,819,819,745.0000000000001,16,16,H04-F4,40,0.22907417064035754
Chest,THUAS,At home,five_named,TRUE,ESTIMABLE,155.61228784570355,92.24151482950484,262.5193674814684,78.03660872482348,1.9940934183138483,1.2185741373896017,3.2631650705149298,0.006335222334349852,home,2,Delft (NL),2,#117733,646,646,601.8333333333333,15,15,H04-F4,40,0.03167611167174926
Chest,BAUA,At home,five_named,TRUE,ESTIMABLE,127.43873914080979,79.82788538655197,203.44560243775803,78.03660872482348,1.633063522662684,1.042385308580071,2.558455541439163,0.03247263139663076,home,2,Dortmund (DE),3,#DDCC77,766,766,739.5,19,19,H04-F4,40,0.09277894684751645
Chest,TUM,At home,five_named,TRUE,ESTIMABLE,146.72130095906442,72.44041658992883,297.17029758375537,78.03660872482348,1.880159880812354,0.99028423558305545,3.569683380181248,0.053546061216099415,home,2,Munich (DE),5,#DDCC77,523,523,519.5,10,10,H04-F4,40,0.13386515304024854
Chest,FUSPCEU,At home,five_named,TRUE,ESTIMABLE,35.052604155022195,27.18367014606247,45.199380784373346,78.03660872482348,0.4491815409178839,0.33505480044299435,0.6021822592441632,2.6368449266018307e-7,home,2,Madrid (ES),6,#CC6677,667,667,651.5,21,21,H04-F4,40,5.273689853203662e-6
Chest,IZTECH,At home,five_named,TRUE,ESTIMABLE,51.442558808006844,36.43717728701898,72.6273837259622,78.03660872482348,0.6592105890891045,0.46181107167464547,0.9409878355479507,0.02204944680568188,home,2,Izmir (TR),7,#332288,748,748,702.8333333333333,16,16,H04-F4,40,0.0811060514323553
Chest,UCR,At home,five_named,TRUE,ESTIMABLE,89.74150035562035,63.708301888945655,126.41267538595652,78.03660872482348,1.1499923154281502,0.8069508125767075,1.6388636146494802,0.4368850558414511,home,2,San José (CR),8,#44AA99,1452,1452,1377.8333333333335,38,38,H04-F4,40,0.5825134077886014
Chest,KNUST,At home,five_named,TRUE,ESTIMABLE,19.848261852409706,10.980308646802923,35.878180771951946,78.03660872482348,0.2543455203492968,0.14703752065557874,0.4399669107131405,2.1056984833112386e-6,home,2,Kumasi (GH),9,#AA4499,549,549,549,15,15,H04-F4,40,2.1056984833112386e-5
Chest,RISE,On the road with public transport/car,five_named,TRUE,ESTIMABLE,811.1814193443824,357.65297182516525,1839.8149796759703,512.912480127602,1.5815201438315116,0.7504791791172399,3.3328119352850254,0.22624688074204463,road_vehicle,3,Borås (SE),1,#88CCEE,149,149,100.83333333333333,14,14,H04-F4,40,0.36063078433784934
Chest,THUAS,On the road with public transport/car,five_named,TRUE,ESTIMABLE,533.7245456318923,326.6741445644869,872.0062341932205,512.912480127602,1.0405762509407313,0.6418674435108082,1.6869510129682013,0.8709961980002354,road_vehicle,3,Delft (NL),2,#117733,84,84,65.33333333333334,13,13,H04-F4,40,0.9677735533335949
Chest,BAUA,On the road with public transport/car,five_named,TRUE,ESTIMABLE,1180.1451769428425,615.1703849118213,2263.994939972751,512.912480127602,2.30087046556022,1.2512926019025719,4.230828897444009,0.007664265392136705,road_vehicle,3,Dortmund (DE),3,#DDCC77,132,132,109,18,18,H04-F4,40,0.034063401742829805
Chest,TUM,On the road with public transport/car,five_named,TRUE,ESTIMABLE,301.7409401300741,191.96155220112465,474.3012020198049,512.912480127602,0.588289331651683,0.3736204838824711,0.9262991529234536,0.022304164143897708,road_vehicle,3,Munich (DE),5,#DDCC77,53,53,52.5,8,8,H04-F4,40,0.0811060514323553
Chest,FUSPCEU,On the road with public transport/car,five_named,TRUE,ESTIMABLE,286.81865622742475,100.13877069646284,821.5094012833878,512.912480127602,0.5591960955133519,0.21848713013040427,1.4312068314996051,0.2235711507752726,road_vehicle,3,Madrid (ES),6,#CC6677,161,161,143.5,21,21,H04-F4,40,0.36063078433784934
Chest,IZTECH,On the road with public transport/car,five_named,TRUE,ESTIMABLE,407.1462745156314,211.95307625847295,782.0980557498805,512.912480127602,0.7937928794681343,0.4312369969198498,1.4611620524094884,0.4557151801558138,road_vehicle,3,Izmir (TR),7,#332288,89,89,67.5,13,13,H04-F4,40,0.5880195872978242
Chest,UCR,On the road with public transport/car,five_named,TRUE,ESTIMABLE,509.84934645914166,367.91680486956534,706.5356967778914,512.912480127602,0.9940279603496911,0.6907221792889148,1.430519557044177,0.9741052004441507,road_vehicle,3,San José (CR),8,#44AA99,315,315,280.3333333333333,35,35,H04-F4,40,0.9928831231570838
Chest,KNUST,On the road with public transport/car,five_named,TRUE,ESTIMABLE,521.8450361743327,337.0345443296641,807.9950449038355,512.912480127602,1.017415361085596,0.6534506120671222,1.5841044416476957,0.9386825044809702,road_vehicle,3,Kumasi (GH),9,#AA4499,73,73,73,13,13,H04-F4,40,0.9880868468220739
Chest,RISE,Working in the office/from home,five_named,TRUE,ESTIMABLE,266.1024380527228,189.9834619400374,372.7193241691342,202.8654083818328,1.3117191352399784,0.954312257687253,1.8029812316615907,0.09398154918953046,working_indoor,4,Borås (SE),1,#88CCEE,466,466,431.50000000000006,16,16,H04-F4,40,0.22113305691654225
Chest,THUAS,Working in the office/from home,five_named,TRUE,ESTIMABLE,273.8261549248106,210.48369539821118,356.23074261904856,202.8654083818328,1.3497922445674704,1.040057564173118,1.7517675619647022,0.024410169934493534,working_indoor,4,Delft (NL),2,#117733,468,468,436.5,15,15,H04-F4,40,0.08136723311497845
Chest,BAUA,Working in the office/from home,five_named,TRUE,ESTIMABLE,264.6794347393776,154.39049559025707,453.75334087843504,202.8654083818328,1.304704615984597,0.8043531871244013,2.116301846278685,0.27897558248005516,working_indoor,4,Dortmund (DE),3,#DDCC77,419,419,410,18,18,H04-F4,40,0.38479390686904164
Chest,TUM,Working in the office/from home,five_named,TRUE,ESTIMABLE,222.86885625598583,148.37138697492108,334.7716032151602,202.8654083818328,1.0986045281633356,0.7554922392897387,1.597543755625682,0.6204180666122074,working_indoor,4,Munich (DE),5,#DDCC77,229,229,227,10,10,H04-F4,40,0.7520218989238878
Chest,FUSPCEU,Working in the office/from home,five_named,TRUE,ESTIMABLE,195.72958483933576,158.63371603120328,241.50017625410186,202.8654083818328,0.964824838303305,0.7729611339704869,1.2043127755017777,0.7500691675033705,working_indoor,4,Madrid (ES),6,#CC6677,584,584,573,21,21,H04-F4,40,0.8572219057181376
Chest,IZTECH,Working in the office/from home,five_named,TRUE,ESTIMABLE,131.25238767725781,98.43654097995883,175.0080722004296,202.8654083818328,0.6469924504340084,0.48922794158042204,0.8556323041695916,0.002478970393518026,working_indoor,4,Izmir (TR),7,#332288,542,542,517,16,16,H04-F4,40,0.01416554510581729
Chest,UCR,Working in the office/from home,five_named,TRUE,ESTIMABLE,173.85352169924067,136.25481124176528,221.82737425394973,202.8654083818328,0.8569894842397872,0.6700144856407014,1.0961419369840588,0.21728337657764232,working_indoor,4,San José (CR),8,#44AA99,1326,1326,1278.8333333333335,38,38,H04-F4,40,0.36063078433784934
Chest,KNUST,Working in the office/from home,five_named,TRUE,ESTIMABLE,149.42506453850464,95.3883128988533,234.07322379222714,202.8654083818328,0.7365724187795345,0.4894039873299704,1.1085707148947654,0.14156650610618746,working_indoor,4,Kumasi (GH),9,#AA4499,369,369,369,14,14,H04-F4,40,0.2831330122123749
Chest,RISE,Outdoors,five_named,TRUE,ESTIMABLE,4264.976893501822,2691.2703386035028,6758.9003011652985,998.8541086836617,4.269869700113078,2.7090408439456284,6.7299787290728865,3.109578873551429e-9,outdoors,5,Borås (SE),1,#88CCEE,213,213,161.5,16,16,H04-F4,40,1.2438315494205717e-7
Chest,THUAS,Outdoors,five_named,TRUE,ESTIMABLE,1704.0640848343314,975.9138947071478,2975.502675974964,998.8541086836617,1.706018997188718,1.0040377972764103,2.8987960679009595,0.04830571598417365,outdoors,5,Delft (NL),2,#117733,226,226,176.83333333333331,15,15,H04-F4,40,0.12881524262446306
Chest,BAUA,Outdoors,five_named,TRUE,ESTIMABLE,1416.1354017251642,860.8588102376298,2329.5800102989188,998.8541086836617,1.4177600005985018,0.8741568457111683,2.299408200208966,0.1558367350311125,outdoors,5,Dortmund (DE),3,#DDCC77,275,275,246.5,18,18,H04-F4,40,0.2968318762497381
Chest,TUM,Outdoors,five_named,TRUE,ESTIMABLE,634.2582410455955,297.8528866486811,1350.61144063629,998.8541086836617,0.6349858658352536,0.3183987393509074,1.2663588135823993,0.19559668426144328,outdoors,5,Munich (DE),5,#DDCC77,79,79,74,10,10,H04-F4,40,0.35563033502080593
Chest,FUSPCEU,Outdoors,five_named,TRUE,ESTIMABLE,624.7973441442396,254.84298797863798,1531.8126833547326,998.8541086836617,0.6255141153372515,0.2791124975691473,1.401828695933659,0.2524415490364945,outdoors,5,Madrid (ES),6,#CC6677,191,191,171,20,20,H04-F4,40,0.36063078433784934
