run_id,data_scenario_id,placement,sample_scenario,analytical_role,metric_order,metric_id,analysis_unit,response_family,response_transform,converged,positive_definite_hessian,singular,max_gradient,diagnostic_status,fit_error,timing_min_hour,timing_max_hour,timing_span_hours,early_cluster_fraction,late_cluster_fraction,timing_cutpoint_hour,observations_within_one_hour_of_cut,fraction_within_one_hour_of_cut,timing_status,shapiro_p,residual_variance_ratio,standardized_residual_over_3_fraction,standardized_residual_over_4_fraction,dharma_uniformity_p,dharma_dispersion_p,dharma_zero_inflation_p,dharma_outlier_p,observed_zero_fraction,simulated_zero_fraction,zero_fraction_ratio,residual_status,observed_below_bound_n,observed_above_bound_n,predicted_below_bound_n,predicted_above_bound_n,prediction_bound_status,audit_upper_threshold,observed_above_audit_threshold_n,predicted_above_audit_threshold_n,audit_threshold_status,fit_warnings
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_comparison,7,duration_above_250_wake,participant_day,tweedie_log,identity,TRUE,TRUE,FALSE,,PASS,,,,,,,,,,NOT_APPLICABLE,,,,,0.05536786077827411,0.368,0.504,0.10096020184814128,0.03547297297297297,0.030108108108108107,1.1781867145421903,PASS,0,0,0,,UPPER_BOUND_UNAVAILABLE,,,,NOT_APPLICABLE,
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_comparison,8,duration_below_10_pre_sleep,participant_day,gaussian,identity,TRUE,TRUE,FALSE,1.6984813555609435e-6,PASS,,,,,,,,,,NOT_APPLICABLE,0.0019182232605832144,1.4286446562585715,0.008130081300813009,0,,,,,,,,PASS,0,0,0,0,PASS,6,0,0,PASS,
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_comparison,9,duration_below_1_sleep_environment,participant_day,tweedie_log,identity,TRUE,TRUE,FALSE,,WARN_REVIEW,,,,,,,,,,NOT_APPLICABLE,,,,,1.7344818429473083e-10,0.12,0,4.130592918799553e-6,0.00644122383252818,0,Inf,WARN_STRONG_TWEEDIE_MISFIT,0,0,0,,UPPER_BOUND_UNAVAILABLE,,,,NOT_APPLICABLE,
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_comparison,10,longest_bout_above_250,participant_day,gaussian,log10_offset_0.1,TRUE,TRUE,FALSE,6.7336713982513174e-6,WARN_REVIEW,,,,,,,,,,NOT_APPLICABLE,5.476947993969154e-4,1.2421643754149545,0.003125,0,,,,,,,,WARN_GAUSSIAN_DIAGNOSTIC,0,0,0,0,PASS,,,,NOT_APPLICABLE,
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_comparison,11,m10_midpoint,participant_day,gaussian,clock_hours,TRUE,TRUE,FALSE,5.3796611609868705e-6,WARN_REVIEW,,4.983333333333334,18.983333333333334,14,0,0,,,,PASS,3.1289870560676697e-15,2.229966026863485,0.0109375,0.00625,,,,,,,,WARN_GAUSSIAN_DIAGNOSTIC,0,0,0,0,PASS,,,,NOT_APPLICABLE,
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_comparison,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_16,TRUE,TRUE,FALSE,0.014748443390999455,WARN_REVIEW,,-6.933333333333337,14.466666666666669,21.400000000000006,0.5375,0.0234375,16,0,0,PASS,8.412329464559967e-21,1.6055851826578758,0.01875,0.0140625,,,,,,,,WARN_GAUSSIAN_DIAGNOSTIC,0,0,0,0,PASS,,,,NOT_APPLICABLE,
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_comparison,13,mean_timing_above_250,participant_day,gaussian,clock_hours,TRUE,TRUE,FALSE,3.1604940886609256e-7,WARN_REVIEW,,2.645,20.672222222222217,18.027222222222218,0.001658374792703151,0,,,,PASS,5.8005050570897525e-8,1.3822940309077336,0.004975124378109453,0.003316749585406302,,,,,,,,WARN_GAUSSIAN_DIAGNOSTIC,0,0,0,0,PASS,,,,NOT_APPLICABLE,
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_comparison,14,first_timing_above_250,participant_day,gaussian,clock_hours,TRUE,TRUE,FALSE,1.0390976967755705e-6,WARN_REVIEW,,0,20.65,20.65,0.004975124378109453,0,,,,PASS,3.5327742291334087e-17,2.752532289315307,0.013266998341625208,0.006633499170812604,,,,,,,,WARN_GAUSSIAN_DIAGNOSTIC,0,0,0,0,PASS,,,,NOT_APPLICABLE,
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_comparison,15,last_timing_above_250,participant_day,gaussian,clock_hours,TRUE,TRUE,FALSE,3.999502951046452e-6,WARN_REVIEW,,10.166666666666664,23.91666666666667,13.750000000000007,0,0.0978441127694859,,,,PASS,7.789936168023389e-11,3.4195982356865082,0.008291873963515755,0.003316749585406302,,,,,,,,WARN_GAUSSIAN_DIAGNOSTIC,0,0,0,0,PASS,,,,NOT_APPLICABLE,
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_comparison,16,dose_time_sensitive_corrected_medi,participant_day,gaussian,log10_offset_0.1,TRUE,TRUE,FALSE,3.917648427886888e-6,WARN_REVIEW,,,,,,,,,,NOT_APPLICABLE,2.6710706977945377e-23,3.2886410999445097,0.0125,0.0109375,,,,,,,,WARN_GAUSSIAN_DIAGNOSTIC,0,0,0,,UPPER_BOUND_UNAVAILABLE,,,,NOT_APPLICABLE,
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,TRUE,TRUE,FALSE,8.712959242984653e-6,WARN_REVIEW,,,,,,,,,,NOT_APPLICABLE,3.775885901733327e-7,1.673610263783585,0.012552301255230125,0.0041841004184100415,,,,,,,,WARN_GAUSSIAN_DIAGNOSTIC,0,0,0,,UPPER_BOUND_UNAVAILABLE,,,,NOT_APPLICABLE,
alternative_preprocessing__glasses__all_available,alternative_preprocessing,glasses,all_available,alternative_preprocessing_sensitivity,1,interdaily_stability,participant,gaussian,logit,TRUE,TRUE,FALSE,,PASS,,,,,,,,,,NOT_APPLICABLE,0.1624173926062207,1.2999644756521762,0,0,,,,,,,,PASS,0,0,0,0,PASS,,,,NOT_APPLICABLE,
alternative_preprocessing__glasses__all_available,alternative_preprocessing,glasses,all_available,alternative_preprocessing_sensitivity,2,intradaily_variability,participant,gaussian,identity,TRUE,TRUE,FALSE,,PASS,,,,,,,,,,NOT_APPLICABLE,0.03698084007381142,1.2850975808300473,0,0,,,,,,,,PASS,0,0,0,,UPPER_BOUND_UNAVAILABLE,,,,NOT_APPLICABLE,
alternative_preprocessing__glasses__all_available,alternative_preprocessing,glasses,all_available,alternative_preprocessing_sensitivity,3,daily_geometric_mean_medi,participant_day,gaussian,log10_offset_0.1,TRUE,TRUE,FALSE,2.3447910280083306e-6,WARN_REVIEW,,,,,,,,,,NOT_APPLICABLE,4.3094260128735325e-17,2.425776625349881,0.014796547472256474,0.008631319358816275,,,,,,,,WARN_GAUSSIAN_DIAGNOSTIC,0,0,0,,UPPER_BOUND_UNAVAILABLE,,,,NOT_APPLICABLE,
alternative_preprocessing__glasses__all_available,alternative_preprocessing,glasses,all_available,alternative_preprocessing_sensitivity,4,m10_mean_medi,participant_day,gaussian,log10_offset_0.1,TRUE,TRUE,FALSE,1.6495960153406486e-6,WARN_REVIEW,,,,,,,,,,NOT_APPLICABLE,3.062622442276308e-21,3.289722974811122,0.014796547472256474,0.009864364981504316,,,,,,,,WARN_GAUSSIAN_DIAGNOSTIC,0,0,0,,UPPER_BOUND_UNAVAILABLE,,,,NOT_APPLICABLE,
alternative_preprocessing__glasses__all_available,alternative_preprocessing,glasses,all_available,alternative_preprocessing_sensitivity,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,TRUE,TRUE,FALSE,9.325979988261679e-6,WARN_REVIEW,,,,,,,,,,NOT_APPLICABLE,7.029629326748242e-13,8.513468562595245,0.011097410604192354,0.0036991368680641184,,,,,,,,WARN_GAUSSIAN_DIAGNOSTIC,0,0,0,,UPPER_BOUND_UNAVAILABLE,,,,NOT_APPLICABLE,
alternative_preprocessing__glasses__all_available,alternative_preprocessing,glasses,all_available,alternative_preprocessing_sensitivity,6,duration_above_1000,participant_day,tweedie_log,identity,TRUE,TRUE,FALSE,,PASS,,,,,,,,,,NOT_APPLICABLE,,,,,0.2335009771416839,0.112,0.752,0.8415077245683569,0.13563501849568435,0.1317336621454994,1.0296154854169006,PASS,0,0,0,0,PASS,,,,NOT_APPLICABLE,
alternative_preprocessing__glasses__all_available,alternative_preprocessing,glasses,all_available,alternative_preprocessing_sensitivity,7,duration_above_250_wake,participant_day,tweedie_log,identity,TRUE,TRUE,FALSE,,PASS,,,,,,,,,,NOT_APPLICABLE,,,,,0.061909382064791525,0.16,0.584,0.5395274501815703,0.033112582781456956,0.028810596026490068,1.1493196027951453,PASS,0,0,0,,UPPER_BOUND_UNAVAILABLE,,,,NOT_APPLICABLE,
alternative_preprocessing__glasses__all_available,alternative_preprocessing,glasses,all_available,alternative_preprocessing_sensitivity,8,duration_below_10_pre_sleep,participant_day,gaussian,identity,TRUE,TRUE,FALSE,1.5256773622240871e-6,WARN_REVIEW,,,,,,,,,,NOT_APPLICABLE,4.629400930106379e-6,1.613680137898918,0.00641025641025641,0.001282051282051282,,,,,,,,WARN_GAUSSIAN_DIAGNOSTIC,0,0,0,0,PASS,6,0,0,PASS,
alternative_preprocessing__glasses__all_available,alternative_preprocessing,glasses,all_available,alternative_preprocessing_sensitivity,9,duration_below_1_sleep_environment,participant_day,tweedie_log,identity,TRUE,TRUE,FALSE,,WARN_REVIEW,,,,,,,,,,NOT_APPLICABLE,,,,,4.4373110754819797e-13,0.12,0,2.645069052837965e-6,0.005063291139240506,0,Inf,WARN_STRONG_TWEEDIE_MISFIT,0,0,0,,UPPER_BOUND_UNAVAILABLE,,,,NOT_APPLICABLE,
alternative_preprocessing__glasses__all_available,alternative_preprocessing,glasses,all_available,alternative_preprocessing_sensitivity,10,longest_bout_above_250,participant_day,gaussian,log10_offset_0.1,TRUE,TRUE,FALSE,6.4073901739902794e-6,PASS,,,,,,,,,,NOT_APPLICABLE,0.007156471797144869,1.438087448316295,0.002466091245376079,0,,,,,,,,PASS,0,0,0,0,PASS,,,,NOT_APPLICABLE,
alternative_preprocessing__glasses__all_available,alternative_preprocessing,glasses,all_available,alternative_preprocessing_sensitivity,11,m10_midpoint,participant_day,gaussian,clock_hours,TRUE,TRUE,FALSE,1.8053469830192626e-6,WARN_REVIEW,,4.983333333333334,18.983333333333334,14,0,0,,,,PASS,4.719253975717407e-16,2.10583146447194,0.008631319358816275,0.004932182490752158,,,,,,,,WARN_GAUSSIAN_DIAGNOSTIC,0,0,0,0,PASS,,,,NOT_APPLICABLE,
alternative_preprocessing__glasses__all_available,alternative_preprocessing,glasses,all_available,alternative_preprocessing_sensitivity,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_16,TRUE,TRUE,FALSE,1.7280399333685637e-6,WARN_REVIEW,,-5.533333333333335,13.350000000000001,18.883333333333336,0.5265104808877928,0.02219482120838471,16,0,0,PASS,1.2304486657105259e-26,2.1352440542689406,0.01726263871763255,0.014796547472256474,,,,,,,,WARN_GAUSSIAN_DIAGNOSTIC,0,0,0,0,PASS,,,,NOT_APPLICABLE,
alternative_preprocessing__glasses__all_available,alternative_preprocessing,glasses,all_available,alternative_preprocessing_sensitivity,13,mean_timing_above_250,participant_day,gaussian,clock_hours,TRUE,TRUE,FALSE,2.0463630789890885e-8,PASS,,8.146666666666668,19.83888888888889,11.69222222222222,0,0,,,,PASS,0.0026232800350903295,1.5909904860320994,0.005141388174807198,0,,,,,,,,PASS,0,0,0,0,PASS,,,,NOT_APPLICABLE,
alternative_preprocessing__glasses__all_available,alternative_preprocessing,glasses,all_available,alternative_preprocessing_sensitivity,14,first_timing_above_250,participant_day,gaussian,clock_hours,TRUE,TRUE,FALSE,5.434230843093246e-7,WARN_REVIEW,,0,18.533333333333335,18.533333333333335,0.016709511568123392,0,,,,PASS,9.420433256564963e-21,1.283058792127862,0.02313624678663239,0.008997429305912597,,,,,,,,WARN_GAUSSIAN_DIAGNOSTIC,0,0,0,0,PASS,,,,NOT_APPLICABLE,
alternative_preprocessing__glasses__all_available,alternative_preprocessing,glasses,all_available,alternative_preprocessing_sensitivity,15,last_timing_above_250,participant_day,gaussian,clock_hours,TRUE,TRUE,FALSE,9.986251825466752e-6,WARN_REVIEW,,8.733333333333333,23.983333333333334,15.250000000000002,0,0.08483290488431877,,,,PASS,1.9894365142745038e-11,2.4933550464788308,0.014138817480719794,0,,,,,,,,WARN_GAUSSIAN_DIAGNOSTIC,0,0,0,0,PASS,,,,NOT_APPLICABLE,
alternative_preprocessing__glasses__all_available,alternative_preprocessing,glasses,all_available,alternative_preprocessing_sensitivity,16,dose_time_sensitive_corrected_medi,participant_day,gaussian,log10_offset_0.1,TRUE,TRUE,FALSE,1.2620262168638874e-4,WARN_REVIEW,,,,,,,,,,NOT_APPLICABLE,2.5385590629307403e-24,3.552702886872818,0.009864364981504316,0.004932182490752158,,,,,,,,WARN_GAUSSIAN_DIAGNOSTIC,0,0,0,,UPPER_BOUND_UNAVAILABLE,,,,NOT_APPLICABLE,
alternative_preprocessing__glasses__all_available,alternative_preprocessing,glasses,all_available,alternative_preprocessing_sensitivity,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,TRUE,TRUE,FALSE,7.071321306284517e-7,WARN_REVIEW,,,,,,,,,,NOT_APPLICABLE,1.6246536146844427e-29,4.845346421450293,0.010189228529839884,0.004366812227074236,,,,,,,,WARN_GAUSSIAN_DIAGNOSTIC,0,0,0,,UPPER_BOUND_UNAVAILABLE,,,,NOT_APPLICABLE,
alternative_preprocessing__glasses__paired_common_sample,alternative_preprocessing,glasses,paired_common_sample,paired_placement_comparison,3,daily_geometric_mean_medi,participant_day,gaussian,log10_offset_0.1,TRUE,TRUE,FALSE,8.24002199806273e-6,WARN_REVIEW,,,,,,,,,,NOT_APPLICABLE,1.6834350055477847e-14,2.442493438065046,0.0140625,0.00625,,,,,,,,WARN_GAUSSIAN_DIAGNOSTIC,0,0,0,,UPPER_BOUND_UNAVAILABLE,,,,NOT_APPLICABLE,
alternative_preprocessing__glasses__paired_common_sample,alternative_preprocessing,glasses,paired_common_sample,paired_placement_comparison,4,m10_mean_medi,participant_day,gaussian,log10_offset_0.1,TRUE,TRUE,FALSE,1.3358203432289883e-6,WARN_REVIEW,,,,,,,,,,NOT_APPLICABLE,2.6935865027419905e-19,3.3965121946984125,0.0140625,0.0109375,,,,,,,,WARN_GAUSSIAN_DIAGNOSTIC,0,0,0,,UPPER_BOUND_UNAVAILABLE,,,,NOT_APPLICABLE,
