path,type,sealed_sha256,live_sha256,sealed_bytes,live_bytes,exact
_build/nathealth/audit/hypotheses/H11/H11_analysis_preparation_files/libs/bootstrap/bootstrap-icons.woff,file,f55513b7b591cb84a3b87ff0e34ea24d4831d6fedc22e54b911ca64b5b544a15,f55513b7b591cb84a3b87ff0e34ea24d4831d6fedc22e54b911ca64b5b544a15,180288,180288,TRUE
_build/nathealth/audit/hypotheses/H11/H11_analysis_preparation_files/libs/bootstrap/bootstrap.min.js,file,d2ea6c1e0cabca20d18e924b25a1cd0187c38ba7c33f60ab06e1b0402b9bcdb5,d2ea6c1e0cabca20d18e924b25a1cd0187c38ba7c33f60ab06e1b0402b9bcdb5,80668,80668,TRUE
_build/nathealth/audit/hypotheses/H11/H11_analysis_preparation_files/libs/clipboard/clipboard.min.js,file,e17a1d816e13c0826e0ed7febfabc3277f45571234bde0bf9120829a7169edc9,e17a1d816e13c0826e0ed7febfabc3277f45571234bde0bf9120829a7169edc9,9160,9160,TRUE
_build/nathealth/audit/hypotheses/H11/H11_analysis_preparation_files/libs/quarto-diagram/mermaid-init.js,file,a68a1b7deabddb8dafadefbeec74f61f0e0c549539547843a3189a2665f3ea7a,a68a1b7deabddb8dafadefbeec74f61f0e0c549539547843a3189a2665f3ea7a,14113,14113,TRUE
_build/nathealth/audit/hypotheses/H11/H11_analysis_preparation_files/libs/quarto-diagram/mermaid.css,file,7cde9e49bfab3857c4bd590b86c15c2f46d4b4bdc4af4c9cc3e0480cbd249562,7cde9e49bfab3857c4bd590b86c15c2f46d4b4bdc4af4c9cc3e0480cbd249562,281,281,TRUE
_build/nathealth/audit/hypotheses/H11/H11_analysis_preparation_files/libs/quarto-diagram/mermaid.min.js,file,07e37dfa97b337ccc85365d57eddf99b9706f09db3b59b260d0333b23b343c4b,07e37dfa97b337ccc85365d57eddf99b9706f09db3b59b260d0333b23b343c4b,2748992,2748992,TRUE
_build/nathealth/audit/hypotheses/H11/H11_analysis_preparation_files/libs/quarto-html/anchor.min.js,file,69098e105d990f834cff1b7886d873444228ff63c590e5ff834d568f1115ed8b,69098e105d990f834cff1b7886d873444228ff63c590e5ff834d568f1115ed8b,5888,5888,TRUE
_build/nathealth/audit/hypotheses/H11/H11_analysis_preparation_files/libs/quarto-html/popper.min.js,file,4d50586b184724d39ddfe0f6582861664eddd5e806e5a79e0dbaa832361414d0,4d50586b184724d39ddfe0f6582861664eddd5e806e5a79e0dbaa832361414d0,20084,20084,TRUE
_build/nathealth/audit/hypotheses/H11/H11_analysis_preparation_files/libs/quarto-html/quarto-syntax-highlighting-7f8f88aac4f3542376d5c11b86a4c14d.css,file,96d688dbd4c2de66404fd9b0e75d5b62573cbece9ee7011ca24d8bce1bbe044c,96d688dbd4c2de66404fd9b0e75d5b62573cbece9ee7011ca24d8bce1bbe044c,3678,3678,TRUE
_build/nathealth/audit/hypotheses/H11/H11_analysis_preparation_files/libs/quarto-html/quarto.js,file,4ecb60f215d96b2af0fe9d985c71e32863b1c993a64725a416ac18b5991c59c6,4ecb60f215d96b2af0fe9d985c71e32863b1c993a64725a416ac18b5991c59c6,26830,26830,TRUE
_build/nathealth/audit/hypotheses/H11/H11_analysis_preparation_files/libs/quarto-html/tabsets/tabsets.js,file,a9c226bf70e82eaf5476f619cecfb70b4446b87ce4d1634d6404b0b2ba006d15,a9c226bf70e82eaf5476f619cecfb70b4446b87ce4d1634d6404b0b2ba006d15,2882,2882,TRUE
_build/nathealth/audit/hypotheses/H11/H11_analysis_preparation_files/libs/quarto-html/tippy.css,file,5969f497d9158d7682f8219c6f13fa67269cdf5bf50a3931d95327151dee5678,5969f497d9158d7682f8219c6f13fa67269cdf5bf50a3931d95327151dee5678,1409,1409,TRUE
_build/nathealth/audit/hypotheses/H11/H11_analysis_preparation_files/libs/quarto-html/tippy.umd.min.js,file,41181eeec6d7ba64cb9165f0e95563e34e026bde79e7c13aeec83270429b6fae,41181eeec6d7ba64cb9165f0e95563e34e026bde79e7c13aeec83270429b6fae,24033,24033,TRUE
_build/nathealth/audit/hypotheses/H11/H11_analysis_preparation.html,file,58518d708e4feb6145bd8eb773b6b9ae4937afdf4a9e44e19d4215d9ca86162c,58518d708e4feb6145bd8eb773b6b9ae4937afdf4a9e44e19d4215d9ca86162c,771221,771221,TRUE
_build/nathealth/audit/hypotheses/H11/H11_analysis_preparation.qmd,file,3f5a0d2ead03d2cb149451709110b59ba1387401f9ff633dfba1a0663f4b0816,3f5a0d2ead03d2cb149451709110b59ba1387401f9ff633dfba1a0663f4b0816,54527,54527,TRUE
_build/nathealth/artifacts/10_figures/H11/preparation/H11_preparation_activity_attrition.pdf,file,b85b8667c81efaee0a114872af8cfa7bc2199baee3c44935926aa6907c018f36,b85b8667c81efaee0a114872af8cfa7bc2199baee3c44935926aa6907c018f36,19116,19116,TRUE
_build/nathealth/artifacts/10_figures/H11/preparation/H11_preparation_activity_attrition.png,file,762ea8dad26f65f5581072bd072b59c45a598f4d4e1d90c7f54fb2d82a633160,762ea8dad26f65f5581072bd072b59c45a598f4d4e1d90c7f54fb2d82a633160,122442,122442,TRUE
_build/nathealth/artifacts/10_figures/H11/preparation/H11_preparation_melEDI_distribution.pdf,file,56634b531c94800f60cfc817db972217f300414576864e800589be654d63ad83,56634b531c94800f60cfc817db972217f300414576864e800589be654d63ad83,24772,24772,TRUE
_build/nathealth/artifacts/10_figures/H11/preparation/H11_preparation_melEDI_distribution.png,file,8f8ae99a2ded0c02a54027f575fa1745a5044c2bb1cb07098c85fd668b84ef6e,8f8ae99a2ded0c02a54027f575fa1745a5044c2bb1cb07098c85fd668b84ef6e,139776,139776,TRUE
_build/nathealth/artifacts/10_figures/H11/preparation/H11_preparation_site_sex_support.pdf,file,864f29b528d5477c441b3426000ecf49550446a2443eadb33d71bffe7f843661,864f29b528d5477c441b3426000ecf49550446a2443eadb33d71bffe7f843661,23778,23778,TRUE
_build/nathealth/artifacts/10_figures/H11/preparation/H11_preparation_site_sex_support.png,file,76644e2b672ae2f8196e5a8f41083486891a1ca98ceaa5a67338db9bb3c0085c,76644e2b672ae2f8196e5a8f41083486891a1ca98ceaa5a67338db9bb3c0085c,119653,119653,TRUE
_build/nathealth/artifacts/11_source_data/H11/preparation/H11_preparation_AR_boundary_support.csv,file,604c71d882e8ce9fa657e9a08ee415326e829c5fe2a995c1d3ff96b56e88c798,604c71d882e8ce9fa657e9a08ee415326e829c5fe2a995c1d3ff96b56e88c798,4629,4629,TRUE
_build/nathealth/artifacts/11_source_data/H11/preparation/H11_preparation_activity_attrition.csv,file,451cc5ea0429def9c2f9aaa9a96f2a6bfe083ef39b734177cb6332dfaf37bf16,451cc5ea0429def9c2f9aaa9a96f2a6bfe083ef39b734177cb6332dfaf37bf16,1535,1535,TRUE
_build/nathealth/artifacts/11_source_data/H11/preparation/H11_preparation_environment.csv,file,064cdfef11b40cc77dab57833148c5095de97dccb0885d564a1a95b79495c385,064cdfef11b40cc77dab57833148c5095de97dccb0885d564a1a95b79495c385,382,382,TRUE
_build/nathealth/artifacts/11_source_data/H11/preparation/H11_preparation_frame_integrity.csv,file,1660068e25c193b047af32fa85cc9972a2b5a5900866c4cac376cfba8d65bfd8,1660068e25c193b047af32fa85cc9972a2b5a5900866c4cac376cfba8d65bfd8,2955,2955,TRUE
_build/nathealth/artifacts/11_source_data/H11/preparation/H11_preparation_input_identities.csv,file,f5cf6b112187975ed56a4f2d4c0c03429c821ce059d957748f9ca758a3b5ad20,f5cf6b112187975ed56a4f2d4c0c03429c821ce059d957748f9ca758a3b5ad20,2295,2295,TRUE
_build/nathealth/artifacts/11_source_data/H11/preparation/H11_preparation_melEDI_distribution.csv,file,e95a835c6e8bddc16ce2e8baa4e68289c77599c5cd6a1a7cceece83f83c613f9,e95a835c6e8bddc16ce2e8baa4e68289c77599c5cd6a1a7cceece83f83c613f9,1129,1129,TRUE
_build/nathealth/artifacts/11_source_data/H11/preparation/H11_preparation_sample_support.csv,file,25896ddd7497ab433aef6370622c54588df53817ea58ce235d622f892bbe484f,25896ddd7497ab433aef6370622c54588df53817ea58ce235d622f892bbe484f,1238,1238,TRUE
_build/nathealth/artifacts/11_source_data/H11/preparation/H11_preparation_site_sex_support.csv,file,c84fc81d01624796b7832c64db176f7ac4dc48316c3926018b83faa7c53d52b4,c84fc81d01624796b7832c64db176f7ac4dc48316c3926018b83faa7c53d52b4,3392,3392,TRUE
audit/hypotheses/H11/H11_analysis_preparation.qmd,file,3f5a0d2ead03d2cb149451709110b59ba1387401f9ff633dfba1a0663f4b0816,3f5a0d2ead03d2cb149451709110b59ba1387401f9ff633dfba1a0663f4b0816,54527,54527,TRUE
artifacts/10_figures/H11/preparation/H11_preparation_activity_attrition.pdf,file,b85b8667c81efaee0a114872af8cfa7bc2199baee3c44935926aa6907c018f36,b85b8667c81efaee0a114872af8cfa7bc2199baee3c44935926aa6907c018f36,19116,19116,TRUE
artifacts/10_figures/H11/preparation/H11_preparation_activity_attrition.png,file,762ea8dad26f65f5581072bd072b59c45a598f4d4e1d90c7f54fb2d82a633160,762ea8dad26f65f5581072bd072b59c45a598f4d4e1d90c7f54fb2d82a633160,122442,122442,TRUE
artifacts/10_figures/H11/preparation/H11_preparation_melEDI_distribution.pdf,file,56634b531c94800f60cfc817db972217f300414576864e800589be654d63ad83,56634b531c94800f60cfc817db972217f300414576864e800589be654d63ad83,24772,24772,TRUE
artifacts/10_figures/H11/preparation/H11_preparation_melEDI_distribution.png,file,8f8ae99a2ded0c02a54027f575fa1745a5044c2bb1cb07098c85fd668b84ef6e,8f8ae99a2ded0c02a54027f575fa1745a5044c2bb1cb07098c85fd668b84ef6e,139776,139776,TRUE
artifacts/10_figures/H11/preparation/H11_preparation_site_sex_support.pdf,file,864f29b528d5477c441b3426000ecf49550446a2443eadb33d71bffe7f843661,864f29b528d5477c441b3426000ecf49550446a2443eadb33d71bffe7f843661,23778,23778,TRUE
artifacts/10_figures/H11/preparation/H11_preparation_site_sex_support.png,file,76644e2b672ae2f8196e5a8f41083486891a1ca98ceaa5a67338db9bb3c0085c,76644e2b672ae2f8196e5a8f41083486891a1ca98ceaa5a67338db9bb3c0085c,119653,119653,TRUE
artifacts/10_figures/H11/stage2/h11_chest_pointwise.pdf,file,5a93779ac143a01bb9cfbad2f437b23908fe91dc7efea1b34365f6ee9fa440c1,5a93779ac143a01bb9cfbad2f437b23908fe91dc7efea1b34365f6ee9fa440c1,30556,30556,TRUE
artifacts/10_figures/H11/stage2/h11_chest_pointwise.png,file,3ea581a7e43191f45957e63ed6e437a2dd0a0ede23835ef779a30c8d67601914,3ea581a7e43191f45957e63ed6e437a2dd0a0ede23835ef779a30c8d67601914,243138,243138,TRUE
artifacts/10_figures/H11/stage2/h11_chest_pointwise_residual_acf.png,file,93fafaa039aec3b9098839cb540b1a832cefae811ea62ce43d1c0c5e1d0a0c33,93fafaa039aec3b9098839cb540b1a832cefae811ea62ce43d1c0c5e1d0a0c33,98186,98186,TRUE
artifacts/10_figures/H11/stage2/h11_near_eye_pointwise.pdf,file,9ac3ee0387bbf173edab9fd43cb646c0e5329a4acf24415af80564aec61944ca,9ac3ee0387bbf173edab9fd43cb646c0e5329a4acf24415af80564aec61944ca,32175,32175,TRUE
artifacts/10_figures/H11/stage2/h11_near_eye_pointwise.png,file,8d590a27c78c7c2ac59fb01214b97d8d4c764b5c50b57721e181c3c23f6bff2a,8d590a27c78c7c2ac59fb01214b97d8d4c764b5c50b57721e181c3c23f6bff2a,305197,305197,TRUE
artifacts/10_figures/H11/stage2/h11_near_eye_pointwise_residual_acf.png,file,354c9e10706419f39ac04390af7fb426458b4835486330bb4f6c06d22d9ba11d,354c9e10706419f39ac04390af7fb426458b4835486330bb4f6c06d22d9ba11d,98018,98018,TRUE
artifacts/10_figures/H11/stage2/h11_v0_prepared_chest_pointwise.pdf,file,00f0847771040ba397c3a9aff87c17fa2bd804f7057d283bc31806306158ebd4,00f0847771040ba397c3a9aff87c17fa2bd804f7057d283bc31806306158ebd4,31288,31288,TRUE
artifacts/10_figures/H11/stage2/h11_v0_prepared_chest_pointwise.png,file,d56e9ef0128c44f45dc25bed34163cacaa2f929088f43ff1a3421dcae33e7d9e,d56e9ef0128c44f45dc25bed34163cacaa2f929088f43ff1a3421dcae33e7d9e,247157,247157,TRUE
artifacts/10_figures/H11/stage2/h11_v0_prepared_near_eye_pointwise.pdf,file,756f1ff7296d70e6b887c1e180b75b806b4c15dcb75a163b2224163bd0188e44,756f1ff7296d70e6b887c1e180b75b806b4c15dcb75a163b2224163bd0188e44,32832,32832,TRUE
artifacts/10_figures/H11/stage2/h11_v0_prepared_near_eye_pointwise.png,file,e72e1ca4b4e828a20e6e5048aa0fe4cd4dfa0e51489ac0a8d695e391e7d11af5,e72e1ca4b4e828a20e6e5048aa0fe4cd4dfa0e51489ac0a8d695e391e7d11af5,310326,310326,TRUE
artifacts/10_figures/H11/stage3/H11_reader_activity_context_female_to_male_curves.pdf,file,48fc69c740f0ee14ff5478371a9ab5e9dc22e88932b9772ab1a2032d50e67cb1,48fc69c740f0ee14ff5478371a9ab5e9dc22e88932b9772ab1a2032d50e67cb1,28402,28402,TRUE
artifacts/10_figures/H11/stage3/H11_reader_activity_context_female_to_male_curves.png,file,4afddd3bbc90fad34e6e5c6a7eaf529913bf91997e12fe98a764b816971951ac,4afddd3bbc90fad34e6e5c6a7eaf529913bf91997e12fe98a764b816971951ac,265489,265489,TRUE
artifacts/10_figures/H11/stage3/H11_reader_chest_residual_dependence.pdf,file,116a6c660e273cc60d931986692a7b6e820477db648b8c29f885bd541c0173ba,116a6c660e273cc60d931986692a7b6e820477db648b8c29f885bd541c0173ba,18585,18585,TRUE
artifacts/10_figures/H11/stage3/H11_reader_chest_residual_dependence.png,file,b8b9d2a516ba86061819a3d884a2b1a78838f4aa2cad1fefba74af1b0a514d84,b8b9d2a516ba86061819a3d884a2b1a78838f4aa2cad1fefba74af1b0a514d84,149241,149241,TRUE
artifacts/10_figures/H11/stage3/H11_reader_complementary_chest_curves.pdf,file,dcda583c2785572b1afc929645f24d425c18d05a5ea0dce43975960c5a907191,dcda583c2785572b1afc929645f24d425c18d05a5ea0dce43975960c5a907191,30751,30751,TRUE
artifacts/10_figures/H11/stage3/H11_reader_complementary_chest_curves.png,file,0e4c061f43a1beb30074f46faad4bbf59745f7e423104783ae35dfbd90ca6c57,0e4c061f43a1beb30074f46faad4bbf59745f7e423104783ae35dfbd90ca6c57,359918,359918,TRUE
artifacts/10_figures/H11/stage3/H11_reader_gap_timing_unaware_chest_curves.pdf,file,9d6046cb76188c3beaf3d9f9b406a749208eaff7cb0c74a393c1506d133fd752,9d6046cb76188c3beaf3d9f9b406a749208eaff7cb0c74a393c1506d133fd752,31486,31486,TRUE
artifacts/10_figures/H11/stage3/H11_reader_gap_timing_unaware_chest_curves.png,file,7b2b4089843b6981d79126fb5d929892dc0b8f9aca63e609e9f206f0240adfe6,7b2b4089843b6981d79126fb5d929892dc0b8f9aca63e609e9f206f0240adfe6,366299,366299,TRUE
artifacts/10_figures/H11/stage3/H11_reader_gap_timing_unaware_near_eye_curves.pdf,file,e35936b59aebcc4626ec0c32c26604c625ad4e9dfd55d803f6b31f65bb0af757,e35936b59aebcc4626ec0c32c26604c625ad4e9dfd55d803f6b31f65bb0af757,32894,32894,TRUE
artifacts/10_figures/H11/stage3/H11_reader_gap_timing_unaware_near_eye_curves.png,file,4a30b8df0193f1895b017005e3bcd40f6041ab9704e69f8b8f5c01abbdf40f97,4a30b8df0193f1895b017005e3bcd40f6041ab9704e69f8b8f5c01abbdf40f97,463882,463882,TRUE
artifacts/10_figures/H11/stage3/H11_reader_near_eye_residual_dependence.pdf,file,07180568150278d2fde5b975c367ed41b6791d54c88a2a05745115c9bfbd2f67,07180568150278d2fde5b975c367ed41b6791d54c88a2a05745115c9bfbd2f67,18338,18338,TRUE
artifacts/10_figures/H11/stage3/H11_reader_near_eye_residual_dependence.png,file,4e41d279c36a745aa450284bfa204d0d7d9e05d203f1cd72883021f7671a8456,4e41d279c36a745aa450284bfa204d0d7d9e05d203f1cd72883021f7671a8456,149679,149679,TRUE
artifacts/10_figures/H11/stage3/H11_reader_primary_near_eye_curves.pdf,file,ff99643a56830938de7c70cfb60acce43282c0de4a300a8e28231776c6a3616a,ff99643a56830938de7c70cfb60acce43282c0de4a300a8e28231776c6a3616a,32348,32348,TRUE
artifacts/10_figures/H11/stage3/H11_reader_primary_near_eye_curves.png,file,33ac814200fc1d69dcf462d0a156b2b950ef0588f47974881fb56f140a414f70,33ac814200fc1d69dcf462d0a156b2b950ef0588f47974881fb56f140a414f70,455662,455662,TRUE
artifacts/10_figures/H11/stage3/H11_reader_primary_residual_summary.pdf,file,6aa169bb66121b265ccd2530758c5802cdc85fcfbbbeab7f45beefce6180ea9c,6aa169bb66121b265ccd2530758c5802cdc85fcfbbbeab7f45beefce6180ea9c,27718,27718,TRUE
artifacts/10_figures/H11/stage3/H11_reader_primary_residual_summary.png,file,4476d9ae176b288ae228c7e6f48d8b486f21cf1abf0d0024f5701e0b84716231,4476d9ae176b288ae228c7e6f48d8b486f21cf1abf0d0024f5701e0b84716231,204780,204780,TRUE
artifacts/11_source_data/H11/activity_context/female_minus_male_pointwise_contrasts.csv,file,a19d02ede09a697ad0286a6e7dd960d01127e2c11b62606d67ab770e6b18f83a,a19d02ede09a697ad0286a6e7dd960d01127e2c11b62606d67ab770e6b18f83a,69759,69759,TRUE
artifacts/11_source_data/H11/activity_context/sex_specific_curves_pointwise.csv,file,051550946593c84b321190e05b025ff31cdff635b5392ada10a63f143b5f7523,051550946593c84b321190e05b025ff31cdff635b5392ada10a63f143b5f7523,121463,121463,TRUE
artifacts/11_source_data/H11/preparation/H11_preparation_AR_boundary_support.csv,file,604c71d882e8ce9fa657e9a08ee415326e829c5fe2a995c1d3ff96b56e88c798,604c71d882e8ce9fa657e9a08ee415326e829c5fe2a995c1d3ff96b56e88c798,4629,4629,TRUE
