path,sealed_sha256,live_sha256,sealed_bytes,live_bytes,exact
audit/hypotheses/H11/report018_order61a_no_rerender_completion/figure_3_170mm_642px.png,22b56c499198ab4010d2a5c954bc9af914352175471775f763cddb9c66023908,22b56c499198ab4010d2a5c954bc9af914352175471775f763cddb9c66023908,25029,25029,TRUE
audit/hypotheses/H11/report018_order61a_no_rerender_completion/finalize_order61a_no_drift.R,27bdda3ef3228e70ab001981906e082b94a77468dc7505aa43f57915368d4820,27bdda3ef3228e70ab001981906e082b94a77468dc7505aa43f57915368d4820,15525,15525,TRUE
audit/hypotheses/H11/report018_order61a_no_rerender_completion/finalizer_failure.txt,bbe0a725e2d2ca23e5206b278493a0abd5b311090e408acbe623e2a3efc3ba2d,bbe0a725e2d2ca23e5206b278493a0abd5b311090e408acbe623e2a3efc3ba2d,803,803,TRUE
audit/hypotheses/H11/report018_order61a_no_rerender_completion/fixed_identity_audit.csv,c69df2fe73e2dd02d41ad00831d6e9b664028e545984f2448e3cfe7c5f20bbdc,c69df2fe73e2dd02d41ad00831d6e9b664028e545984f2448e3cfe7c5f20bbdc,4474,4474,TRUE
audit/hypotheses/H11/report018_order61a_no_rerender_completion/independent_acceptance_manifest_audit.csv,83e4a244dad68909a9189e87f228ae9dd0b503183b8ae033a7d1181276a7794c,83e4a244dad68909a9189e87f228ae9dd0b503183b8ae033a7d1181276a7794c,6999,6999,TRUE
audit/hypotheses/H11/report018_order61a_no_rerender_completion/loopback_1440_figure1_section.png,b833069bd4eadb27f195b672177276619b4398d61f167b5adea370c4fdec6d8b,b833069bd4eadb27f195b672177276619b4398d61f167b5adea370c4fdec6d8b,60469,60469,TRUE
audit/hypotheses/H11/report018_order61a_no_rerender_completion/loopback_1440x1000_full.png,280d11d86150da1d3533624e61ad73acda0a3f9dec9ca3b16bfa2ed2fe0fa0e7,280d11d86150da1d3533624e61ad73acda0a3f9dec9ca3b16bfa2ed2fe0fa0e7,1785014,1785014,TRUE
audit/hypotheses/H11/report018_order61a_no_rerender_completion/loopback_708_activity_section.png,e232466be8ba8c5d097229f0bbf714fb500d012f479babf12996ab175d2e11f0,e232466be8ba8c5d097229f0bbf714fb500d012f479babf12996ab175d2e11f0,60836,60836,TRUE
audit/hypotheses/H11/report018_order61a_no_rerender_completion/loopback_708_bottom_tables.png,d0d253ae386a2a811e0fd4d5ae4d3053f1e9387207d4589dbb2697757a044700,d0d253ae386a2a811e0fd4d5ae4d3053f1e9387207d4589dbb2697757a044700,51144,51144,TRUE
audit/hypotheses/H11/report018_order61a_no_rerender_completion/loopback_708_main_tables.png,ae68e7c787c674981386e9316ec9e11a4702be2e1d15242dc99473572621d82c,ae68e7c787c674981386e9316ec9e11a4702be2e1d15242dc99473572621d82c,81791,81791,TRUE
audit/hypotheses/H11/report018_order61a_no_rerender_completion/loopback_708x1000_full.png,58d19c4002f9e2c453fee99f112b69d4b5aa10cf17535be1b68cd9b2065b5a25,58d19c4002f9e2c453fee99f112b69d4b5aa10cf17535be1b68cd9b2065b5a25,1432558,1432558,TRUE
audit/hypotheses/H11/report018_order61a_no_rerender_completion/loopback_708x1000_viewport.png,31d8e03ea50afc49c691b3baa3ed8d2cf8dce23eb0e94d27377d198fe117f63a,31d8e03ea50afc49c691b3baa3ed8d2cf8dce23eb0e94d27377d198fe117f63a,110663,110663,TRUE
audit/hypotheses/H11/report018_order61a_no_rerender_completion/loopback_720_navigation_open.png,37beb0093db71f2bca78828e94d02d2639cfff73c71c1b681af9cb211cb23f32,37beb0093db71f2bca78828e94d02d2639cfff73c71c1b681af9cb211cb23f32,44130,44130,TRUE
audit/hypotheses/H11/report018_order61a_no_rerender_completion/loopback_720x500_full.png,a09fe39522ffb61e09092ad0496969185f0d2de175e4b691f7c6c55d522a4a4e,a09fe39522ffb61e09092ad0496969185f0d2de175e4b691f7c6c55d522a4a4e,1427123,1427123,TRUE
audit/hypotheses/H11/report018_order61a_no_rerender_completion/loopback_720x500_viewport.png,c300748ce6ebac7a605e911481fe00cbfdfcc05234605375fc02ce7b12b0d217,c300748ce6ebac7a605e911481fe00cbfdfcc05234605375fc02ce7b12b0d217,57429,57429,TRUE
audit/hypotheses/H11/report018_order61a_no_rerender_completion/loopback_browser_metrics.json,76c30a6f56202146d22a34d636524b0bdc5a69eae6400324f9a0ecce62b3efb7,76c30a6f56202146d22a34d636524b0bdc5a69eae6400324f9a0ecce62b3efb7,12900,12900,TRUE
audit/hypotheses/H11/report018_order61a_no_rerender_completion/loopback_figure_642px_metrics.csv,f5f291c80db7abd4d8426c9de214a9d18a6fb1df4145ec2588e9b64e06db3d47,f5f291c80db7abd4d8426c9de214a9d18a6fb1df4145ec2588e9b64e06db3d47,672,672,TRUE
audit/hypotheses/H11/report018_order61a_no_rerender_completion/loopback_link_head_checks.csv,0e86ff3561e78336963227c470ce868f4647cab4d55b3683683cbb15b86f217e,0e86ff3561e78336963227c470ce868f4647cab4d55b3683683cbb15b86f217e,1151,1151,TRUE
audit/hypotheses/H11/report018_order61a_no_rerender_completion/loopback_server_lifecycle.md,3d8192824bbb3950fe7c4a19fa2d7c63df9fd1a71b729ace50c64be17fac3dd4,3d8192824bbb3950fe7c4a19fa2d7c63df9fd1a71b729ace50c64be17fac3dd4,1268,1268,TRUE
audit/hypotheses/H11/report018_order61a_no_rerender_completion/loopback_table_containment.csv,76b71fb04b8f9d980c7deac8175f3aad1e7946a73af17f00c159271ab9339a8a,76b71fb04b8f9d980c7deac8175f3aad1e7946a73af17f00c159271ab9339a8a,4713,4713,TRUE
audit/hypotheses/H11/report018_order61a_no_rerender_completion/loopback_visual_qa.md,408da6d3f8b3369b28ba0fc208a00540de384c602d38e287683e268e276cc112,408da6d3f8b3369b28ba0fc208a00540de384c602d38e287683e268e276cc112,2868,2868,TRUE
audit/hypotheses/H11/report018_order61a_no_rerender_completion/order61_owner_manifest_audit.csv,55c7a6bcfedd51b9ff9757fc0b0175772658447e72d51605a7f878568a676d86,55c7a6bcfedd51b9ff9757fc0b0175772658447e72d51605a7f878568a676d86,10352,10352,TRUE
audit/hypotheses/H11/report018_order61a_no_rerender_completion/order61a_fail_closed_checks.csv,96e26cf0e2d632b81fe6ed58ea2b4211834c1efdcb762cacb64751416e259bd0,96e26cf0e2d632b81fe6ed58ea2b4211834c1efdcb762cacb64751416e259bd0,556,556,TRUE
audit/hypotheses/H11/report018_order61a_no_rerender_completion/order61a_fail_closed_stop.md,e4a2371c6183e9ade3bb1b9d22afb3c57fc37a3c19a18e677ad442f800331ab8,e4a2371c6183e9ade3bb1b9d22afb3c57fc37a3c19a18e677ad442f800331ab8,2455,2455,TRUE
audit/hypotheses/H11/report018_order61a_no_rerender_completion/preparation_manifest_live_audit.csv,31e80005ccf0c46f0ba44ae80bca43bcf2026b73b11d57c711b895155f10c17f,31e80005ccf0c46f0ba44ae80bca43bcf2026b73b11d57c711b895155f10c17f,62469,62469,TRUE
audit/hypotheses/H11/report018_order61a_no_rerender_completion/preparation_test_execution.txt,c7d261abf6ef782084f5762054d07e871a0258f4bcea617728d6e6086bc5233d,c7d261abf6ef782084f5762054d07e871a0258f4bcea617728d6e6086bc5233d,470,470,TRUE
audit/hypotheses/H11/report018_order61a_no_rerender_completion/protected_inventory_postqa.csv,6b7fa1be1cf8890a4e3ba8f9d0bb2fd78cdff402a5545d03830ab8d32baf4359,6b7fa1be1cf8890a4e3ba8f9d0bb2fd78cdff402a5545d03830ab8d32baf4359,49127,49127,TRUE
audit/hypotheses/H11/report018_order61a_no_rerender_completion/protected_inventory_preqa.csv,6b7fa1be1cf8890a4e3ba8f9d0bb2fd78cdff402a5545d03830ab8d32baf4359,6b7fa1be1cf8890a4e3ba8f9d0bb2fd78cdff402a5545d03830ab8d32baf4359,49127,49127,TRUE
audit/hypotheses/H11/report018_order61a_no_rerender_completion/scientific_inventory_postqa.csv,b2842bed5159b2cdaa49a431b0b343da8653b262ba58056f5c2332b9a8dd18ce,b2842bed5159b2cdaa49a431b0b343da8653b262ba58056f5c2332b9a8dd18ce,28758,28758,TRUE
audit/hypotheses/H11/report018_order61a_no_rerender_completion/scientific_inventory_preqa.csv,b2842bed5159b2cdaa49a431b0b343da8653b262ba58056f5c2332b9a8dd18ce,b2842bed5159b2cdaa49a431b0b343da8653b262ba58056f5c2332b9a8dd18ce,28758,28758,TRUE
audit/hypotheses/H11/report018_order61a_no_rerender_completion/screenshot_representation_audit.csv,75b33b866d910f6d0360921de44664e5923d2d69dc07fb7a3c3e80b2ec3274d5,75b33b866d910f6d0360921de44664e5923d2d69dc07fb7a3c3e80b2ec3274d5,867,867,TRUE
audit/hypotheses/H11/report018_order61a_no_rerender_completion/seal_order61a_fail_closed_stop.R,129c904dff8e50000b88a126576bf8b0a02168e4d432cbedb742339c35284980,129c904dff8e50000b88a126576bf8b0a02168e4d432cbedb742339c35284980,5182,5182,TRUE
audit/hypotheses/H11/report018_order61a_no_rerender_completion/source_link_audit.csv,dea8003622b3a79fea56795c158963fbccc4648b237bc934a3b5438fa020a27b,dea8003622b3a79fea56795c158963fbccc4648b237bc934a3b5438fa020a27b,4444,4444,TRUE
audit/hypotheses/H11/report018_order61a_no_rerender_completion/source_transition_checks.csv,debac7cf809429400000402ccc806571aee9d147733880c0dff251a94d12e6c6,debac7cf809429400000402ccc806571aee9d147733880c0dff251a94d12e6c6,903,903,TRUE
audit/hypotheses/H11/report018_order61a_no_rerender_completion/static_acceptance_checks.csv,41590fbe5a28d4f3d6e6b6b9fcaf34d1491b5951eeb47e83e8de19da8cd4761b,41590fbe5a28d4f3d6e6b6b9fcaf34d1491b5951eeb47e83e8de19da8cd4761b,867,867,TRUE
audit/hypotheses/H11/report018_order61a_no_rerender_completion/table_header_resolution_audit.csv,c0d1acaa6bf49cd67fddfbd4d48f514f0e93b4d65ead45ee8454225b7fdc4d24,c0d1acaa6bf49cd67fddfbd4d48f514f0e93b4d65ead45ee8454225b7fdc4d24,51812,51812,TRUE
audit/hypotheses/H11/report018_order61a_no_rerender_completion/verify_order61a_static.R,f11fa1b363b7ceffd34f92af00a9697077aeaa52c2cc5195ee1c65ecfd5c6490,f11fa1b363b7ceffd34f92af00a9697077aeaa52c2cc5195ee1c65ecfd5c6490,21417,21417,TRUE
