"original_path","durable_path","sha256","bytes","exact"
"/private/tmp/order72k-svg-compat.AEdbYh/test_preservation_guards.py","audit/report_harmonization/report018_order72k_docx_svg_compatibility_recovery_001/prospective/test_preservation_guards.py","f0b13f74298bca463b0584a5c3ef129408aac74b600d2de0deef019549a31902",5630,TRUE
"/private/tmp/order72k-svg-compat.AEdbYh/verify_preservation.R","audit/report_harmonization/report018_order72k_docx_svg_compatibility_recovery_001/prospective/verify_preservation.R","5031ea340ce95b44d60e87956239a3647ae188f0aee9ec5b7750e12277a63eec",3027,TRUE
"/private/tmp/order72k-svg-compat.AEdbYh/zero_fuzz_reverse_receipt.json","audit/report_harmonization/report018_order72k_docx_svg_compatibility_recovery_001/prospective/zero_fuzz_reverse_receipt.json","cac610b11434a9a2c7cb493862e743d4133bfd1f390ef6db93b926ec8aa3c18c",673,TRUE
"/private/tmp/order72k-svg-compat.AEdbYh/zero_fuzz_reverse/embed_accepted_svg_figures.py","audit/report_harmonization/report018_order72k_docx_svg_compatibility_recovery_001/prospective/zero_fuzz_reverse/embed_accepted_svg_figures.py","23cf9ee0f46fc9b79962b76c19c6bc3af03d70af6fe580e0120294c2b5b726fe",9614,TRUE
"/private/tmp/order72k-svg-compat-independent.Rqzw3a/command_index_check_stop.md","audit/report_harmonization/report018_order72k_docx_svg_compatibility_recovery_001/proposal_replay/command_index_check_stop.md","83cbc6636a9af74d544b3f980cdb4db8873588fde8a2288f96b60d39ae03674a",852,TRUE
"/private/tmp/order72k-svg-compat-independent.Rqzw3a/command_mapping_checks.csv","audit/report_harmonization/report018_order72k_docx_svg_compatibility_recovery_001/proposal_replay/command_mapping_checks.csv","165b61a34502df1fd644379ce43199779ffe34df6c7759b01e871cbd9699002a",2704,TRUE
"/private/tmp/order72k-svg-compat-independent.Rqzw3a/embed_accepted_svg_figures.preimage.py","audit/report_harmonization/report018_order72k_docx_svg_compatibility_recovery_001/proposal_replay/embed_accepted_svg_figures.preimage.py","23cf9ee0f46fc9b79962b76c19c6bc3af03d70af6fe580e0120294c2b5b726fe",9614,TRUE
"/private/tmp/order72k-svg-compat-independent.Rqzw3a/embed_accepted_svg_figures.proposed.py","audit/report_harmonization/report018_order72k_docx_svg_compatibility_recovery_001/proposal_replay/embed_accepted_svg_figures.proposed.py","75432be9c10f042b9f46a0207c8fc898db274f483fd4065ab3a823bf6416c38b",16998,TRUE
"/private/tmp/order72k-svg-compat-independent.Rqzw3a/future_commands_NOT_EXECUTED.json","audit/report_harmonization/report018_order72k_docx_svg_compatibility_recovery_001/proposal_replay/future_commands_NOT_EXECUTED.json","1b4200b50c82dbf9fa41602ab31d3220625d4cebb86fc678bbf5d7fa37116b02",5455,TRUE
"/private/tmp/order72k-svg-compat-independent.Rqzw3a/independent_preservation.csv","audit/report_harmonization/report018_order72k_docx_svg_compatibility_recovery_001/proposal_replay/independent_preservation.csv","bf485a467cb70b4f9dda5b5ab5e57ea57157eb16fb8931f9653d4d08db83fca7",530014,TRUE
"/private/tmp/order72k-svg-compat-independent.Rqzw3a/independent_reverse.py","audit/report_harmonization/report018_order72k_docx_svg_compatibility_recovery_001/proposal_replay/independent_reverse.py","23cf9ee0f46fc9b79962b76c19c6bc3af03d70af6fe580e0120294c2b5b726fe",9614,TRUE
"/private/tmp/order72k-svg-compat-independent.Rqzw3a/isolated_test_results.csv","audit/report_harmonization/report018_order72k_docx_svg_compatibility_recovery_001/proposal_replay/isolated_test_results.csv","c7db77e0df683a40fd4c7dd1553e74fc3f7c47e2fc390ff9fbb5be14ea0baea2",4748,TRUE
"/private/tmp/order72k-svg-compat-independent.Rqzw3a/isolated_test_results.json","audit/report_harmonization/report018_order72k_docx_svg_compatibility_recovery_001/proposal_replay/isolated_test_results.json","c4928253a5aaed92dc0a8a5897c5ca142808a0955d14bb79cfba16b86777d2c0",10754,TRUE
"/private/tmp/order72k-svg-compat-independent.Rqzw3a/key_pins.csv","audit/report_harmonization/report018_order72k_docx_svg_compatibility_recovery_001/proposal_replay/key_pins.csv","60aa447509b68429f42ba9992e09f11b202ef8abf6cdb407c0a62072ed842677",2574,TRUE
"/private/tmp/order72k-svg-compat-independent.Rqzw3a/preservation_guard_results.json","audit/report_harmonization/report018_order72k_docx_svg_compatibility_recovery_001/proposal_replay/preservation_guard_results.json","9ef330268f8b28da5adbc6e633dc30cfaad2cfab820624a9c84044b580e226f6",2096,TRUE
"/private/tmp/order72k-svg-compat-independent.Rqzw3a/reverse_log.txt","audit/report_harmonization/report018_order72k_docx_svg_compatibility_recovery_001/proposal_replay/reverse_log.txt","729b58a9da8691f47664f25cd9b66b91a9dcc6cd4277c1c5162801c3af71c3a1",91,TRUE
"/private/tmp/order72k-svg-compat-independent.Rqzw3a/reverse.diff","audit/report_harmonization/report018_order72k_docx_svg_compatibility_recovery_001/proposal_replay/reverse.diff","7ff828fe4e58bc6195a19c10f98b8aeeba7cbc3cb18f800075d086aff188ad15",15590,TRUE
"/private/tmp/order72k-svg-compat-independent.Rqzw3a/session.txt","audit/report_harmonization/report018_order72k_docx_svg_compatibility_recovery_001/proposal_replay/session.txt","8cfdbddae57c807647d78792d74437d23b4ec28f25c3f8a95ed605bd562191bd",1647,TRUE
"/private/tmp/order72k-svg-compat-independent.Rqzw3a/test_isolated_compatibility.py","audit/report_harmonization/report018_order72k_docx_svg_compatibility_recovery_001/proposal_replay/test_isolated_compatibility.py","62b41e2bc95165455d1efdd6ebf8d3ab196f93a3d384f8f903fcb79f94282c3a",16091,TRUE
"/private/tmp/order72k-svg-compat-independent.Rqzw3a/test_preservation_guards.py","audit/report_harmonization/report018_order72k_docx_svg_compatibility_recovery_001/proposal_replay/test_preservation_guards.py","f0b13f74298bca463b0584a5c3ef129408aac74b600d2de0deef019549a31902",5630,TRUE
"/private/tmp/order72k-svg-compat-independent.Rqzw3a/verify_command_mapping.R","audit/report_harmonization/report018_order72k_docx_svg_compatibility_recovery_001/proposal_replay/verify_command_mapping.R","96577caa0b96a4772b6fa6a6e9ce27e6ca4460ceb590b69d15cc2a9948d97c6f",5650,TRUE
"/private/tmp/order72k-svg-compat-independent.Rqzw3a/verify.R","audit/report_harmonization/report018_order72k_docx_svg_compatibility_recovery_001/proposal_replay/verify.R","86778ad259f9419c6823461dc6746f769cf51b65384051ca1993a0b6b03d4b34",6037,TRUE
