run_id,metric_order,metric_id,manuscript_name,factor_order,factor_id,factor_label,omitted_sites,successful_refits,sign_reversal_sites,maximum_relative_absolute_change,minimum_estimate,maximum_estimate,stability_class
main__glasses__all_available,4,m10_mean_medi,Brightest 10 h mean,2,leba_f3,Using phones and smartwatches in bed before sleep,9,9,0,0.3589376128000486,-0.02252326488047133,-0.010895923251055074,stable
main__glasses__all_available,4,m10_mean_medi,Brightest 10 h mean,3,leba_f4,Controlling and using ambient light before bedtime,9,9,0,0.9091314529408737,-0.018266600610596217,-9.125920208089938e-4,direction_stable_magnitude_sensitive
main__glasses__all_available,4,m10_mean_medi,Brightest 10 h mean,4,leba_f5,Using light in the morning and during daytime,9,9,0,0.8014033433622453,-0.014639088475881757,-0.0017744033620312458,direction_stable_magnitude_sensitive
main__glasses__all_available,5,l10_mean_medi,Darkest 10 h mean,1,leba_f2,Spending time outdoors,9,9,4,14.192179515468045,-0.008084494846886368,0.002645545767438298,direction_unstable
main__glasses__all_available,5,l10_mean_medi,Darkest 10 h mean,2,leba_f3,Using phones and smartwatches in bed before sleep,9,9,0,0.8551853245871337,-0.009656381054407737,-9.079776933620285e-4,direction_stable_magnitude_sensitive
main__glasses__all_available,5,l10_mean_medi,Darkest 10 h mean,3,leba_f4,Controlling and using ambient light before bedtime,9,9,0,0.38278181911428333,-0.011086242280051409,-0.005173757740771073,stable
main__glasses__all_available,5,l10_mean_medi,Darkest 10 h mean,4,leba_f5,Using light in the morning and during daytime,9,9,1,1.2260912235757073,-0.005274456330949239,7.867805349352367e-4,direction_unstable
main__glasses__all_available,6,duration_above_1000,"Time above 1,000 lx melEDI",1,leba_f2,Spending time outdoors,9,9,0,0.22775422022361047,0.04183940354028619,0.06181843062170754,stable
main__glasses__all_available,6,duration_above_1000,"Time above 1,000 lx melEDI",2,leba_f3,Using phones and smartwatches in bed before sleep,9,9,0,0.687845930513475,-0.05183627647380656,-0.011118938210920788,direction_stable_magnitude_sensitive
main__glasses__all_available,6,duration_above_1000,"Time above 1,000 lx melEDI",3,leba_f4,Controlling and using ambient light before bedtime,9,9,0,0.6899747346248315,-0.03478604786375988,-0.006754911573266995,direction_stable_magnitude_sensitive
main__glasses__all_available,6,duration_above_1000,"Time above 1,000 lx melEDI",4,leba_f5,Using light in the morning and during daytime,9,9,0,0.24258588700237482,-0.05233906575527632,-0.036580552519851116,stable
main__glasses__all_available,7,duration_above_250_wake,Time above 250 lx melEDI during wake,1,leba_f2,Spending time outdoors,9,9,0,0.7642992660198882,0.013769406526673965,0.05218820048726428,direction_stable_magnitude_sensitive
main__glasses__all_available,7,duration_above_250_wake,Time above 250 lx melEDI during wake,2,leba_f3,Using phones and smartwatches in bed before sleep,9,9,0,0.6766144627555815,-0.04350619923736338,-0.010125631672056913,direction_stable_magnitude_sensitive
main__glasses__all_available,7,duration_above_250_wake,Time above 250 lx melEDI during wake,3,leba_f4,Controlling and using ambient light before bedtime,9,9,1,1.270716040019076,-0.023478674796263352,0.003067510095085753,direction_unstable
main__glasses__all_available,7,duration_above_250_wake,Time above 250 lx melEDI during wake,4,leba_f5,Using light in the morning and during daytime,9,9,0,0.53823880384891,-0.02171097357250789,-0.006740984774355196,direction_stable_magnitude_sensitive
main__glasses__all_available,8,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,1,leba_f2,Spending time outdoors,9,9,3,10.042512890269903,-0.012551296682851895,0.012500793864041616,direction_unstable
main__glasses__all_available,8,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,2,leba_f3,Using phones and smartwatches in bed before sleep,9,9,1,1.9797098316960493,-0.01639322923917223,0.032163198316785116,direction_unstable
main__glasses__all_available,8,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,3,leba_f4,Controlling and using ambient light before bedtime,9,9,1,2.0943226578323246,-0.002115428363077876,0.020006726155248893,direction_unstable
main__glasses__all_available,8,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,4,leba_f5,Using light in the morning and during daytime,9,9,1,1.6418331715743884,-0.02168131002696747,1.3188634678396433e-5,direction_unstable
main__glasses__all_available,9,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,1,leba_f2,Spending time outdoors,9,9,1,1.4910178737550381,-0.0010879639088733815,0.008277162599358418,direction_unstable
main__glasses__all_available,9,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,2,leba_f3,Using phones and smartwatches in bed before sleep,9,9,3,2.6849236064138524,-0.0018293536940038897,0.00407698116805843,direction_unstable
main__glasses__all_available,9,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,3,leba_f4,Controlling and using ambient light before bedtime,9,9,0,0.505251244183452,0.002224202167672077,0.006451511740125694,direction_stable_magnitude_sensitive
main__glasses__all_available,9,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,4,leba_f5,Using light in the morning and during daytime,9,9,3,5.840951513891453,-0.002851518704047503,0.0027536547408490474,direction_unstable
main__glasses__all_available,10,longest_bout_above_250,Longest continuous period above 250 lx melEDI,1,leba_f2,Spending time outdoors,9,9,0,0.5160498693176775,0.005979853992573462,0.018178023802649518,direction_stable_magnitude_sensitive
main__glasses__all_available,10,longest_bout_above_250,Longest continuous period above 250 lx melEDI,2,leba_f3,Using phones and smartwatches in bed before sleep,9,9,0,0.7368891458715064,-0.017022881918510577,-0.0028864476168824925,direction_stable_magnitude_sensitive
main__glasses__all_available,10,longest_bout_above_250,Longest continuous period above 250 lx melEDI,3,leba_f4,Controlling and using ambient light before bedtime,9,9,0,0.5291547914432131,-0.010449301791865857,-0.003313299926637399,direction_stable_magnitude_sensitive
main__glasses__all_available,10,longest_bout_above_250,Longest continuous period above 250 lx melEDI,4,leba_f5,Using light in the morning and during daytime,9,9,0,0.4552077130021269,-0.008810595843862104,-0.0035315610707723506,stable
main__glasses__all_available,11,m10_midpoint,Midpoint of the brightest 10 hours,1,leba_f2,Spending time outdoors,9,9,1,2.4384054184001425,-0.0013329231755893163,0.043137321811059795,direction_unstable
main__glasses__all_available,11,m10_midpoint,Midpoint of the brightest 10 hours,2,leba_f3,Using phones and smartwatches in bed before sleep,9,9,0,0.38913228722463716,0.026072989982538375,0.05560825572019844,stable
main__glasses__all_available,11,m10_midpoint,Midpoint of the brightest 10 hours,3,leba_f4,Controlling and using ambient light before bedtime,9,9,1,2.5949329836600983,-0.011275197092985155,0.01905863003254555,direction_unstable
main__glasses__all_available,11,m10_midpoint,Midpoint of the brightest 10 hours,4,leba_f5,Using light in the morning and during daytime,9,9,0,0.9386656197288653,-0.03447202636355104,-0.00132783340209645,direction_stable_magnitude_sensitive
main__glasses__all_available,12,l10_midpoint,Midpoint of the darkest 10 hours,1,leba_f2,Spending time outdoors,9,9,0,0.8779926195346232,-0.06021350240732969,-0.004272246011468378,direction_stable_magnitude_sensitive
main__glasses__all_available,12,l10_midpoint,Midpoint of the darkest 10 hours,2,leba_f3,Using phones and smartwatches in bed before sleep,9,9,0,0.7278898995738808,0.006996087090638338,0.04052978509707686,direction_stable_magnitude_sensitive
main__glasses__all_available,12,l10_midpoint,Midpoint of the darkest 10 hours,3,leba_f4,Controlling and using ambient light before bedtime,9,9,2,1.7644236212683344,-0.011264120703303187,0.0036159736774309665,direction_unstable
main__glasses__all_available,12,l10_midpoint,Midpoint of the darkest 10 hours,4,leba_f5,Using light in the morning and during daytime,9,9,0,0.7098698166113262,0.02075675707431281,0.05897018653289988,direction_stable_magnitude_sensitive
main__glasses__all_available,13,mean_timing_above_250,Mean timing of exposure above 250 lx melEDI,1,leba_f2,Spending time outdoors,9,9,3,3.229658727925054,-0.0067274750038868875,0.021616275803645744,direction_unstable
main__glasses__all_available,13,mean_timing_above_250,Mean timing of exposure above 250 lx melEDI,2,leba_f3,Using phones and smartwatches in bed before sleep,9,9,0,0.9277040599578662,0.001994258998329205,0.04227785047467331,direction_stable_magnitude_sensitive
main__glasses__all_available,13,mean_timing_above_250,Mean timing of exposure above 250 lx melEDI,3,leba_f4,Controlling and using ambient light before bedtime,9,9,0,0.41592100303888885,-0.031143133381353102,-0.0132748639634439,stable
main__glasses__all_available,13,mean_timing_above_250,Mean timing of exposure above 250 lx melEDI,4,leba_f5,Using light in the morning and during daytime,9,9,0,0.2259177532379427,-0.05221341749914541,-0.03355114615352896,stable
main__glasses__all_available,14,first_timing_above_250,First light timing above 250 lx melEDI,1,leba_f2,Spending time outdoors,9,9,0,0.9269537455412636,-0.10837104733149819,-0.011993700458716791,direction_stable_magnitude_sensitive
main__glasses__all_available,14,first_timing_above_250,First light timing above 250 lx melEDI,2,leba_f3,Using phones and smartwatches in bed before sleep,9,9,0,0.32918108565374343,0.08171175132715933,0.1371406955711507,stable
main__glasses__all_available,14,first_timing_above_250,First light timing above 250 lx melEDI,3,leba_f4,Controlling and using ambient light before bedtime,9,9,3,5.783508768111168,-0.021870964582716295,0.025377403739049596,direction_unstable
main__glasses__all_available,14,first_timing_above_250,First light timing above 250 lx melEDI,4,leba_f5,Using light in the morning and during daytime,9,9,0,0.8686766188974301,-0.04260777193487484,-0.003414613052366445,direction_stable_magnitude_sensitive
main__glasses__all_available,15,last_timing_above_250,Last light timing above 250 lx melEDI,1,leba_f2,Spending time outdoors,9,9,0,0.3657375532555729,0.0643187842737754,0.1081174192000192,stable
main__glasses__all_available,15,last_timing_above_250,Last light timing above 250 lx melEDI,2,leba_f3,Using phones and smartwatches in bed before sleep,9,9,1,1.8361124449893669,-0.04412973252059486,0.01769798365428314,direction_unstable
main__glasses__all_available,15,last_timing_above_250,Last light timing above 250 lx melEDI,3,leba_f4,Controlling and using ambient light before bedtime,9,9,4,16.583771207853736,-0.030503367227358996,0.039873110702696175,direction_unstable
main__glasses__all_available,15,last_timing_above_250,Last light timing above 250 lx melEDI,4,leba_f5,Using light in the morning and during daytime,9,9,0,0.9077505219401777,-0.04020125324797941,-0.002586210880102916,direction_stable_magnitude_sensitive
main__glasses__all_available,16,dose_time_sensitive_corrected_medi,melEDI dose,1,leba_f2,Spending time outdoors,9,9,0,0.22925207230661612,0.021153542435855356,0.03339026161110998,stable
main__glasses__all_available,16,dose_time_sensitive_corrected_medi,melEDI dose,2,leba_f3,Using phones and smartwatches in bed before sleep,9,9,0,0.6597708849188937,-0.023640846397556033,-0.005763047290833582,direction_stable_magnitude_sensitive
main__glasses__all_available,16,dose_time_sensitive_corrected_medi,melEDI dose,3,leba_f4,Controlling and using ambient light before bedtime,9,9,0,0.46212526570199963,-0.0204563800092159,-0.008300997117665288,stable
main__glasses__all_available,16,dose_time_sensitive_corrected_medi,melEDI dose,4,leba_f5,Using light in the morning and during daytime,9,9,0,0.4554984177280542,-0.019315921834584034,-0.007858235634341416,stable
main__glasses__all_available,17,mder_mean_of_viable_ratios,Melanopic daylight efficacy ratio,1,leba_f2,Spending time outdoors,9,9,1,1.073547618868156,-7.758335354586143e-5,0.002146885117052292,direction_unstable
main__glasses__all_available,17,mder_mean_of_viable_ratios,Melanopic daylight efficacy ratio,2,leba_f3,Using phones and smartwatches in bed before sleep,9,9,0,0.8488015954060575,-0.0020778109859899397,-1.8662717816838312e-4,direction_stable_magnitude_sensitive
main__glasses__all_available,17,mder_mean_of_viable_ratios,Melanopic daylight efficacy ratio,3,leba_f4,Controlling and using ambient light before bedtime,9,9,0,0.6220958542524134,-0.003937272025425792,-9.175510047809823e-4,direction_stable_magnitude_sensitive
main__glasses__all_available,17,mder_mean_of_viable_ratios,Melanopic daylight efficacy ratio,4,leba_f5,Using light in the morning and during daytime,9,9,0,0.2794846202385913,-0.006572096152427087,-0.0039056413928931747,stable
