"check","pass","detail"
"BA-LB-LOSO-IZTECH_manifest.csv_members",TRUE,""
"LOSO-IZTECH_exact_input",TRUE,""
"LOSO-IZTECH_counts",TRUE,""
"LOSO-IZTECH_exported_gate",TRUE,""
"LOSO-IZTECH_purpose",TRUE,""
"LOSO-IZTECH_gate_consistency",TRUE,""
"LOSO-IZTECH_selected_optimizer",TRUE,""
"LOSO-IZTECH_execution",TRUE,""
"BA-LB-LOSO-UCR_manifest.csv_columns",TRUE,""
"BA-LB-LOSO-UCR_manifest.csv_shape",TRUE,""
"BA-LB-LOSO-UCR_manifest.csv_members",TRUE,""
"LOSO-UCR_exact_input",TRUE,""
"LOSO-UCR_counts",TRUE,""
"LOSO-UCR_exported_gate",TRUE,""
"LOSO-UCR_purpose",TRUE,""
"LOSO-UCR_gate_consistency",TRUE,""
"LOSO-UCR_selected_optimizer",TRUE,""
"LOSO-UCR_execution",TRUE,""
"BA-LB-LOSO-KNUST_manifest.csv_columns",TRUE,""
"BA-LB-LOSO-KNUST_manifest.csv_shape",TRUE,""
"BA-LB-LOSO-KNUST_manifest.csv_members",TRUE,""
"LOSO-KNUST_exact_input",TRUE,""
"LOSO-KNUST_counts",TRUE,""
"LOSO-KNUST_exported_gate",TRUE,""
"LOSO-KNUST_purpose",TRUE,""
"LOSO-KNUST_gate_consistency",TRUE,""
"LOSO-KNUST_selected_optimizer",TRUE,""
"LOSO-KNUST_execution",TRUE,""
"BA-LB-INFLUENCE-1_manifest.csv_columns",TRUE,""
"BA-LB-INFLUENCE-1_manifest.csv_shape",TRUE,""
"BA-LB-INFLUENCE-1_manifest.csv_members",TRUE,""
"INFLUENCE-1_exact_input",TRUE,""
"INFLUENCE-1_counts",TRUE,""
"INFLUENCE-1_exported_gate",TRUE,""
"INFLUENCE-1_purpose",TRUE,""
"INFLUENCE-1_gate_consistency",TRUE,""
"INFLUENCE-1_selected_optimizer",TRUE,""
"INFLUENCE-1_execution",TRUE,""
"BA-LB-INFLUENCE-2_manifest.csv_columns",TRUE,""
"BA-LB-INFLUENCE-2_manifest.csv_shape",TRUE,""
"BA-LB-INFLUENCE-2_manifest.csv_members",TRUE,""
"INFLUENCE-2_exact_input",TRUE,""
"INFLUENCE-2_counts",TRUE,""
"INFLUENCE-2_exported_gate",TRUE,""
"INFLUENCE-2_purpose",TRUE,""
"INFLUENCE-2_gate_consistency",TRUE,""
"INFLUENCE-2_selected_optimizer",TRUE,""
"INFLUENCE-2_execution",TRUE,""
"BA-LB-INFLUENCE-3_manifest.csv_columns",TRUE,""
"BA-LB-INFLUENCE-3_manifest.csv_shape",TRUE,""
"BA-LB-INFLUENCE-3_manifest.csv_members",TRUE,""
"INFLUENCE-3_exact_input",TRUE,""
"INFLUENCE-3_counts",TRUE,""
"INFLUENCE-3_exported_gate",TRUE,""
"INFLUENCE-3_purpose",TRUE,""
"INFLUENCE-3_gate_consistency",TRUE,""
"INFLUENCE-3_selected_optimizer",TRUE,""
"INFLUENCE-3_execution",TRUE,""
"BA-LB-INFLUENCE-4_manifest.csv_columns",TRUE,""
"BA-LB-INFLUENCE-4_manifest.csv_shape",TRUE,""
"BA-LB-INFLUENCE-4_manifest.csv_members",TRUE,""
"INFLUENCE-4_exact_input",TRUE,""
"INFLUENCE-4_counts",TRUE,""
"INFLUENCE-4_exported_gate",TRUE,""
"INFLUENCE-4_purpose",TRUE,""
"INFLUENCE-4_gate_consistency",TRUE,""
"INFLUENCE-4_selected_optimizer",TRUE,""
"INFLUENCE-4_execution",TRUE,""
"BA-LB-INFLUENCE-5_manifest.csv_columns",TRUE,""
"BA-LB-INFLUENCE-5_manifest.csv_shape",TRUE,""
"BA-LB-INFLUENCE-5_manifest.csv_members",TRUE,""
"INFLUENCE-5_exact_input",TRUE,""
"INFLUENCE-5_counts",TRUE,""
"INFLUENCE-5_exported_gate",TRUE,""
"INFLUENCE-5_purpose",TRUE,""
"INFLUENCE-5_gate_consistency",TRUE,""
"INFLUENCE-5_selected_optimizer",TRUE,""
"INFLUENCE-5_execution",TRUE,""
"frozen_after",TRUE,""
