dataset_id,dataset_label,predictor_order,predictor_id,predictor_label,metric_slot,metric_id,manuscript_name,abbreviation,metric_label,raw_p_value,bh_adjusted_p_value,fdr_supported,h01_claim_eligible,participant_days,participants,sites,display_status,candidate_display_status,x,y,mark_type,style,encoded_status,cell_reconciled
gap_timing_unaware,Gap-timing-unaware sensitivity,1,work_free_day,Free vs Work,11,mean_timing_above_250,Mean timing of exposure above 250 lx melEDI,MLIT250,MLIT250 — Mean timing of exposure above 250 lx melEDI,0.02512758802917885,0.03769138204376827,TRUE,TRUE,751,141,9,FDR-supported with limitations,FDR-supported with limitations,437.71,626.44,circle,stroke-width: 1.63; stroke: none; fill: #0072B2;,FDR-supported with limitations,TRUE
gap_timing_unaware,Gap-timing-unaware sensitivity,1,work_free_day,Free vs Work,12,first_timing_above_250,First light timing above 250 lx melEDI,FLIT250,FLIT250 — First light timing above 250 lx melEDI,1.7320737949687588e-12,8.660368974843795e-12,TRUE,TRUE,751,141,9,FDR-supported with limitations,FDR-supported with limitations,437.71,650.02,circle,stroke-width: 1.63; stroke: none; fill: #0072B2;,FDR-supported with limitations,TRUE
gap_timing_unaware,Gap-timing-unaware sensitivity,1,work_free_day,Free vs Work,13,last_timing_above_250,Last light timing above 250 lx melEDI,LLIT250,LLIT250 — Last light timing above 250 lx melEDI,1.2660416156118254e-5,3.165104039029563e-5,TRUE,TRUE,751,141,9,FDR-supported with limitations,FDR-supported with limitations,437.71,673.59,circle,stroke-width: 1.63; stroke: none; fill: #0072B2;,FDR-supported with limitations,TRUE
gap_timing_unaware,Gap-timing-unaware sensitivity,1,work_free_day,Free vs Work,14,dose_time_sensitive_corrected_medi,melEDI dose,Dose,Dose — melEDI dose,1.7125942973238244e-5,3.669844922836767e-5,TRUE,TRUE,777,141,9,FDR-supported with limitations,FDR-supported with limitations,437.71,697.17,circle,stroke-width: 1.63; stroke: none; fill: #0072B2;,FDR-supported with limitations,TRUE
gap_timing_unaware,Gap-timing-unaware sensitivity,1,work_free_day,Free vs Work,15,mder_mean_of_viable_ratios,Melanopic daylight efficacy ratio,MDER,MDER — Melanopic daylight efficacy ratio,0.8038476378559103,0.8612653262741896,FALSE,FALSE,664,136,9,MDER result (not FDR-supported),Not FDR-supported,437.71,720.74,circle,stroke-width: 1.63; stroke: #7A7A7A;,Not FDR-supported,TRUE
gap_timing_unaware,Gap-timing-unaware sensitivity,3,activity_status,Active vs Sedentary,1,daily_geometric_mean_medi,Mean melEDI,Mean,Mean — Mean melEDI,0.01576701493696021,0.03941753734240052,TRUE,TRUE,729,137,9,FDR-supported with limitations,FDR-supported with limitations,581.47,390.68,circle,stroke-width: 1.63; stroke: none; fill: #0072B2;,FDR-supported with limitations,TRUE
gap_timing_unaware,Gap-timing-unaware sensitivity,3,activity_status,Active vs Sedentary,2,m10_mean_medi,Brightest 10 h mean,M10mean,M10mean — Brightest 10 h mean,6.440659979320612e-5,3.2203299896603e-4,TRUE,TRUE,729,137,9,FDR-supported with limitations,FDR-supported with limitations,581.47,414.26,circle,stroke-width: 1.63; stroke: none; fill: #0072B2;,FDR-supported with limitations,TRUE
gap_timing_unaware,Gap-timing-unaware sensitivity,3,activity_status,Active vs Sedentary,3,l10_mean_medi,Darkest 10 h mean,L10mean,L10mean — Darkest 10 h mean,,,FALSE,FALSE,729,137,9,L10 non-estimable,L10 non-estimable,581.4649999999999,437.83500000000004,cross,stroke-width: 1.63; stroke: #D55E00;,L10 non-estimable,TRUE
gap_timing_unaware,Gap-timing-unaware sensitivity,3,activity_status,Active vs Sedentary,4,duration_above_1000,"Time above 1,000 lx melEDI",TAT1000,"TAT1000 — Time above 1,000 lx melEDI",9.703685569462546e-10,7.277764177096909e-9,TRUE,TRUE,729,137,9,FDR-supported with limitations,FDR-supported with limitations,581.47,461.41,circle,stroke-width: 1.63; stroke: none; fill: #0072B2;,FDR-supported with limitations,TRUE
gap_timing_unaware,Gap-timing-unaware sensitivity,3,activity_status,Active vs Sedentary,5,duration_above_250_wake,Time above 250 lx melEDI during wake,TAT250,TAT250 — Time above 250 lx melEDI during wake,6.5275561793027e-4,0.0019582668537908,TRUE,TRUE,699,136,9,FDR-supported with limitations,FDR-supported with limitations,581.47,484.98,circle,stroke-width: 1.63; stroke: none; fill: #0072B2;,FDR-supported with limitations,TRUE
gap_timing_unaware,Gap-timing-unaware sensitivity,3,activity_status,Active vs Sedentary,6,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,TBT10,TBT10 — Time below 10 lx melEDI before sleep,0.6717859481070392,0.7197706586861133,FALSE,FALSE,713,136,9,Not FDR-supported,Not FDR-supported,581.47,508.56,circle,stroke-width: 1.63; stroke: #7A7A7A;,Not FDR-supported,TRUE
gap_timing_unaware,Gap-timing-unaware sensitivity,3,activity_status,Active vs Sedentary,7,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,TBT1,TBT1 — Time below 1 lx melEDI during sleep,0.1883371741850669,0.3138952903084449,FALSE,FALSE,719,137,9,Not FDR-supported,Not FDR-supported,581.47,532.14,circle,stroke-width: 1.63; stroke: #7A7A7A;,Not FDR-supported,TRUE
gap_timing_unaware,Gap-timing-unaware sensitivity,3,activity_status,Active vs Sedentary,8,longest_bout_above_250,Longest continuous period above 250 lx melEDI,PAT250,PAT250 — Longest continuous period above 250 lx melEDI,2.2277064454839584e-4,8.3538991705648e-4,TRUE,TRUE,729,137,9,FDR-supported with limitations,FDR-supported with limitations,581.47,555.71,circle,stroke-width: 1.63; stroke: none; fill: #0072B2;,FDR-supported with limitations,TRUE
gap_timing_unaware,Gap-timing-unaware sensitivity,3,activity_status,Active vs Sedentary,9,m10_midpoint,Midpoint of the brightest 10 hours,M10,M10 — Midpoint of the brightest 10 hours,0.23406685276935063,0.33472367317778573,FALSE,FALSE,729,137,9,Not FDR-supported,Not FDR-supported,581.47,579.29,circle,stroke-width: 1.63; stroke: #7A7A7A;,Not FDR-supported,TRUE
gap_timing_unaware,Gap-timing-unaware sensitivity,3,activity_status,Active vs Sedentary,10,l10_midpoint,Midpoint of the darkest 10 hours,L10,L10 — Midpoint of the darkest 10 hours,0.12098025071553416,0.22683797009162657,FALSE,FALSE,729,137,9,Not FDR-supported,Not FDR-supported,581.47,602.86,circle,stroke-width: 1.63; stroke: #7A7A7A;,Not FDR-supported,TRUE
gap_timing_unaware,Gap-timing-unaware sensitivity,3,activity_status,Active vs Sedentary,11,mean_timing_above_250,Mean timing of exposure above 250 lx melEDI,MLIT250,MLIT250 — Mean timing of exposure above 250 lx melEDI,0.40978877320770346,0.4728331998550424,FALSE,FALSE,708,137,9,Not FDR-supported,Not FDR-supported,581.47,626.44,circle,stroke-width: 1.63; stroke: #7A7A7A;,Not FDR-supported,TRUE
gap_timing_unaware,Gap-timing-unaware sensitivity,3,activity_status,Active vs Sedentary,12,first_timing_above_250,First light timing above 250 lx melEDI,FLIT250,FLIT250 — First light timing above 250 lx melEDI,0.28425348997017963,0.35531686246272454,FALSE,FALSE,708,137,9,Not FDR-supported,Not FDR-supported,581.47,650.02,circle,stroke-width: 1.63; stroke: #7A7A7A;,Not FDR-supported,TRUE
gap_timing_unaware,Gap-timing-unaware sensitivity,3,activity_status,Active vs Sedentary,13,last_timing_above_250,Last light timing above 250 lx melEDI,LLIT250,LLIT250 — Last light timing above 250 lx melEDI,0.04135604254269933,0.08862009116292714,FALSE,FALSE,708,137,9,Not FDR-supported,Not FDR-supported,581.47,673.59,circle,stroke-width: 1.63; stroke: #7A7A7A;,Not FDR-supported,TRUE
gap_timing_unaware,Gap-timing-unaware sensitivity,3,activity_status,Active vs Sedentary,14,dose_time_sensitive_corrected_medi,melEDI dose,Dose,Dose — melEDI dose,3.1332263580906103e-10,4.6998395371359155e-9,TRUE,TRUE,729,137,9,FDR-supported with limitations,FDR-supported with limitations,581.47,697.17,circle,stroke-width: 1.63; stroke: none; fill: #0072B2;,FDR-supported with limitations,TRUE
gap_timing_unaware,Gap-timing-unaware sensitivity,3,activity_status,Active vs Sedentary,15,mder_mean_of_viable_ratios,Melanopic daylight efficacy ratio,MDER,MDER — Melanopic daylight efficacy ratio,0.2454640269970429,0.33472367317778573,FALSE,FALSE,630,133,9,MDER result (not FDR-supported),Not FDR-supported,581.47,720.74,circle,stroke-width: 1.63; stroke: #7A7A7A;,Not FDR-supported,TRUE
gap_timing_unaware,Gap-timing-unaware sensitivity,11,previous_sleep_duration_centered_h,+1 h previous sleep,1,daily_geometric_mean_medi,Mean melEDI,Mean,Mean — Mean melEDI,5.806528414102128e-11,4.3548963105765957e-10,TRUE,TRUE,777,141,9,FDR-supported with limitations,FDR-supported with limitations,725.22,390.68,circle,stroke-width: 1.63; stroke: none; fill: #0072B2;,FDR-supported with limitations,TRUE
gap_timing_unaware,Gap-timing-unaware sensitivity,11,previous_sleep_duration_centered_h,+1 h previous sleep,2,m10_mean_medi,Brightest 10 h mean,M10mean,M10mean — Brightest 10 h mean,2.7926782141164596e-5,6.98169553529115e-5,TRUE,TRUE,777,141,9,FDR-supported with limitations,FDR-supported with limitations,725.22,414.26,circle,stroke-width: 1.63; stroke: none; fill: #0072B2;,FDR-supported with limitations,TRUE
gap_timing_unaware,Gap-timing-unaware sensitivity,11,previous_sleep_duration_centered_h,+1 h previous sleep,3,l10_mean_medi,Darkest 10 h mean,L10mean,L10mean — Darkest 10 h mean,,,FALSE,FALSE,777,141,9,L10 non-estimable,L10 non-estimable,725.2249999999999,437.83500000000004,cross,stroke-width: 1.63; stroke: #D55E00;,L10 non-estimable,TRUE
gap_timing_unaware,Gap-timing-unaware sensitivity,11,previous_sleep_duration_centered_h,+1 h previous sleep,4,duration_above_1000,"Time above 1,000 lx melEDI",TAT1000,"TAT1000 — Time above 1,000 lx melEDI",0.0068845590206925,0.00938803502821704,TRUE,TRUE,777,141,9,FDR-supported with limitations,FDR-supported with limitations,725.22,461.41,circle,stroke-width: 1.63; stroke: none; fill: #0072B2;,FDR-supported with limitations,TRUE
gap_timing_unaware,Gap-timing-unaware sensitivity,11,previous_sleep_duration_centered_h,+1 h previous sleep,5,duration_above_250_wake,Time above 250 lx melEDI during wake,TAT250,TAT250 — Time above 250 lx melEDI during wake,3.728978106855783e-5,7.99066737183382e-5,TRUE,TRUE,747,140,9,FDR-supported with limitations,FDR-supported with limitations,725.22,484.98,circle,stroke-width: 1.63; stroke: none; fill: #0072B2;,FDR-supported with limitations,TRUE
gap_timing_unaware,Gap-timing-unaware sensitivity,11,previous_sleep_duration_centered_h,+1 h previous sleep,6,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,TBT10,TBT10 — Time below 10 lx melEDI before sleep,9.92475679505614e-6,2.977427038516842e-5,TRUE,TRUE,753,140,9,FDR-supported with limitations,FDR-supported with limitations,725.22,508.56,circle,stroke-width: 1.63; stroke: none; fill: #0072B2;,FDR-supported with limitations,TRUE
gap_timing_unaware,Gap-timing-unaware sensitivity,11,previous_sleep_duration_centered_h,+1 h previous sleep,7,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,TBT1,TBT1 — Time below 1 lx melEDI during sleep,6.572444817987556e-42,9.858667226981334e-41,TRUE,TRUE,777,141,9,FDR-supported with limitations,FDR-supported with limitations,725.22,532.14,circle,stroke-width: 1.63; stroke: none; fill: #0072B2;,FDR-supported with limitations,TRUE
gap_timing_unaware,Gap-timing-unaware sensitivity,11,previous_sleep_duration_centered_h,+1 h previous sleep,8,longest_bout_above_250,Longest continuous period above 250 lx melEDI,PAT250,PAT250 — Longest continuous period above 250 lx melEDI,0.02809482116534866,0.03405194539495506,TRUE,TRUE,777,141,9,FDR-supported with limitations,FDR-supported with limitations,725.22,555.71,circle,stroke-width: 1.63; stroke: none; fill: #0072B2;,FDR-supported with limitations,TRUE
gap_timing_unaware,Gap-timing-unaware sensitivity,11,previous_sleep_duration_centered_h,+1 h previous sleep,9,m10_midpoint,Midpoint of the brightest 10 hours,M10,M10 — Midpoint of the brightest 10 hours,7.25204207423672e-8,2.71951577783877e-7,TRUE,TRUE,777,141,9,FDR-supported with limitations,FDR-supported with limitations,725.22,579.29,circle,stroke-width: 1.63; stroke: none; fill: #0072B2;,FDR-supported with limitations,TRUE
gap_timing_unaware,Gap-timing-unaware sensitivity,11,previous_sleep_duration_centered_h,+1 h previous sleep,10,l10_midpoint,Midpoint of the darkest 10 hours,L10,L10 — Midpoint of the darkest 10 hours,0.00190121202622871,0.00356477254917884,TRUE,TRUE,777,141,9,FDR-supported with limitations,FDR-supported with limitations,725.22,602.86,circle,stroke-width: 1.63; stroke: none; fill: #0072B2;,FDR-supported with limitations,TRUE
gap_timing_unaware,Gap-timing-unaware sensitivity,11,previous_sleep_duration_centered_h,+1 h previous sleep,11,mean_timing_above_250,Mean timing of exposure above 250 lx melEDI,MLIT250,MLIT250 — Mean timing of exposure above 250 lx melEDI,0.00301499810703817,0.00452249716055725,TRUE,TRUE,751,141,9,FDR-supported with limitations,FDR-supported with limitations,725.22,626.44,circle,stroke-width: 1.63; stroke: none; fill: #0072B2;,FDR-supported with limitations,TRUE
gap_timing_unaware,Gap-timing-unaware sensitivity,11,previous_sleep_duration_centered_h,+1 h previous sleep,12,first_timing_above_250,First light timing above 250 lx melEDI,FLIT250,FLIT250 — First light timing above 250 lx melEDI,1.7542855203834482e-8,8.771427601917241e-8,TRUE,TRUE,751,141,9,FDR-supported with limitations,FDR-supported with limitations,725.22,650.02,circle,stroke-width: 1.63; stroke: none; fill: #0072B2;,FDR-supported with limitations,TRUE
gap_timing_unaware,Gap-timing-unaware sensitivity,11,previous_sleep_duration_centered_h,+1 h previous sleep,13,last_timing_above_250,Last light timing above 250 lx melEDI,LLIT250,LLIT250 — Last light timing above 250 lx melEDI,0.02951168600896106,0.03405194539495506,TRUE,TRUE,751,141,9,FDR-supported with limitations,FDR-supported with limitations,725.22,673.59,circle,stroke-width: 1.63; stroke: none; fill: #0072B2;,FDR-supported with limitations,TRUE
gap_timing_unaware,Gap-timing-unaware sensitivity,11,previous_sleep_duration_centered_h,+1 h previous sleep,14,dose_time_sensitive_corrected_medi,melEDI dose,Dose,Dose — melEDI dose,0.00245237534322674,0.00408729223871123,TRUE,TRUE,777,141,9,FDR-supported with limitations,FDR-supported with limitations,725.22,697.17,circle,stroke-width: 1.63; stroke: none; fill: #0072B2;,FDR-supported with limitations,TRUE
gap_timing_unaware,Gap-timing-unaware sensitivity,11,previous_sleep_duration_centered_h,+1 h previous sleep,15,mder_mean_of_viable_ratios,Melanopic daylight efficacy ratio,MDER,MDER — Melanopic daylight efficacy ratio,0.4698088441549853,0.5033666187374842,FALSE,FALSE,664,136,9,MDER result (not FDR-supported),Not FDR-supported,725.22,720.74,circle,stroke-width: 1.63; stroke: #7A7A7A;,Not FDR-supported,TRUE
primary,Primary daily metrics,1,work_free_day,Free vs Work,1,daily_geometric_mean_medi,Mean melEDI,Mean,Mean — Mean melEDI,3.1420488219116e-14,2.3565366164336996e-13,TRUE,TRUE,784,141,9,FDR-supported with limitations,FDR-supported with limitations,437.71,26.1,circle,stroke-width: 1.63; stroke: none; fill: #0072B2;,FDR-supported with limitations,TRUE
primary,Primary daily metrics,1,work_free_day,Free vs Work,2,m10_mean_medi,Brightest 10 h mean,M10mean,M10mean — Brightest 10 h mean,5.5637844044217364e-15,8.345676606632604e-14,TRUE,TRUE,784,141,9,FDR-supported with limitations,FDR-supported with limitations,437.71,49.68,circle,stroke-width: 1.63; stroke: none; fill: #0072B2;,FDR-supported with limitations,TRUE
primary,Primary daily metrics,1,work_free_day,Free vs Work,3,l10_mean_medi,Darkest 10 h mean,L10mean,L10mean — Darkest 10 h mean,,,FALSE,FALSE,784,141,9,L10 non-estimable,L10 non-estimable,437.71500000000003,73.255,cross,stroke-width: 1.63; stroke: #D55E00;,L10 non-estimable,TRUE
primary,Primary daily metrics,1,work_free_day,Free vs Work,4,duration_above_1000,"Time above 1,000 lx melEDI",TAT1000,"TAT1000 — Time above 1,000 lx melEDI",0.5355620709844542,0.6694525887305678,FALSE,FALSE,784,141,9,Not FDR-supported,Not FDR-supported,437.71,96.83,circle,stroke-width: 1.63; stroke: #7A7A7A;,Not FDR-supported,TRUE
primary,Primary daily metrics,1,work_free_day,Free vs Work,5,duration_above_250_wake,Time above 250 lx melEDI during wake,TAT250,TAT250 — Time above 250 lx melEDI during wake,4.2108036814377005e-10,1.5790513805391375e-9,TRUE,TRUE,729,141,9,FDR-supported with limitations,FDR-supported with limitations,437.71,120.4,circle,stroke-width: 1.63; stroke: none; fill: #0072B2;,FDR-supported with limitations,TRUE
primary,Primary daily metrics,1,work_free_day,Free vs Work,6,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,TBT10,TBT10 — Time below 10 lx melEDI before sleep,0.01788647528952825,0.02981079214921376,TRUE,TRUE,648,139,9,FDR-supported with limitations,FDR-supported with limitations,437.71,143.98,circle,stroke-width: 1.63; stroke: none; fill: #0072B2;,FDR-supported with limitations,TRUE
primary,Primary daily metrics,1,work_free_day,Free vs Work,7,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,TBT1,TBT1 — Time below 1 lx melEDI during sleep,0.9200661343703208,0.9857851439682008,FALSE,FALSE,770,141,9,Not FDR-supported,Not FDR-supported,437.71,167.56,circle,stroke-width: 1.63; stroke: #7A7A7A;,Not FDR-supported,TRUE
primary,Primary daily metrics,1,work_free_day,Free vs Work,8,longest_bout_above_250,Longest continuous period above 250 lx melEDI,PAT250,PAT250 — Longest continuous period above 250 lx melEDI,0.02939751729246883,0.04409627593870324,TRUE,TRUE,784,141,9,FDR-supported with limitations,FDR-supported with limitations,437.71,191.13,circle,stroke-width: 1.63; stroke: none; fill: #0072B2;,FDR-supported with limitations,TRUE
primary,Primary daily metrics,1,work_free_day,Free vs Work,9,m10_midpoint,Midpoint of the brightest 10 hours,M10,M10 — Midpoint of the brightest 10 hours,1.071907868400944e-6,3.215723605202833e-6,TRUE,TRUE,784,141,9,FDR-supported with limitations,FDR-supported with limitations,437.71,214.71,circle,stroke-width: 1.63; stroke: none; fill: #0072B2;,FDR-supported with limitations,TRUE
primary,Primary daily metrics,1,work_free_day,Free vs Work,10,l10_midpoint,Midpoint of the darkest 10 hours,L10,L10 — Midpoint of the darkest 10 hours,2.1164640767517272e-5,4.5352801644679866e-5,TRUE,TRUE,784,141,9,FDR-supported with limitations,FDR-supported with limitations,437.71,238.28,circle,stroke-width: 1.63; stroke: none; fill: #0072B2;,FDR-supported with limitations,TRUE
primary,Primary daily metrics,1,work_free_day,Free vs Work,11,mean_timing_above_250,Mean timing of exposure above 250 lx melEDI,MLIT250,MLIT250 — Mean timing of exposure above 250 lx melEDI,0.05961598458084971,0.08129452442843142,FALSE,FALSE,715,141,9,Not FDR-supported,Not FDR-supported,437.71,261.86,circle,stroke-width: 1.63; stroke: #7A7A7A;,Not FDR-supported,TRUE
primary,Primary daily metrics,1,work_free_day,Free vs Work,12,first_timing_above_250,First light timing above 250 lx melEDI,FLIT250,FLIT250 — First light timing above 250 lx melEDI,2.5780613814808295e-10,1.2890306907404148e-9,TRUE,TRUE,701,140,9,FDR-supported with limitations,FDR-supported with limitations,437.71,285.44,circle,stroke-width: 1.63; stroke: none; fill: #0072B2;,FDR-supported with limitations,TRUE
primary,Primary daily metrics,1,work_free_day,Free vs Work,13,last_timing_above_250,Last light timing above 250 lx melEDI,LLIT250,LLIT250 — Last light timing above 250 lx melEDI,5.5146355649326473e-05,1.0339941684248714e-4,TRUE,TRUE,661,141,9,FDR-supported with limitations,FDR-supported with limitations,437.71,309.01,circle,stroke-width: 1.63; stroke: none; fill: #0072B2;,FDR-supported with limitations,TRUE
primary,Primary daily metrics,1,work_free_day,Free vs Work,14,dose_time_sensitive_corrected_medi,melEDI dose,Dose,Dose — melEDI dose,1.8972263699131898e-5,4.5352801644679866e-5,TRUE,TRUE,729,141,9,FDR-supported with limitations,FDR-supported with limitations,437.71,332.59,circle,stroke-width: 1.63; stroke: none; fill: #0072B2;,FDR-supported with limitations,TRUE
primary,Primary daily metrics,1,work_free_day,Free vs Work,15,mder_mean_of_viable_ratios,Melanopic daylight efficacy ratio,MDER,MDER — Melanopic daylight efficacy ratio,0.830325781196756,0.95806820907318,FALSE,FALSE,679,136,9,MDER result (not FDR-supported),Not FDR-supported,437.71,356.16,circle,stroke-width: 1.63; stroke: #7A7A7A;,Not FDR-supported,TRUE
primary,Primary daily metrics,3,activity_status,Active vs Sedentary,1,daily_geometric_mean_medi,Mean melEDI,Mean,Mean — Mean melEDI,0.01400775969179509,0.03501939922948774,TRUE,TRUE,734,137,9,FDR-supported with limitations,FDR-supported with limitations,581.47,26.1,circle,stroke-width: 1.63; stroke: none; fill: #0072B2;,FDR-supported with limitations,TRUE
primary,Primary daily metrics,3,activity_status,Active vs Sedentary,2,m10_mean_medi,Brightest 10 h mean,M10mean,M10mean — Brightest 10 h mean,8.841029288757148e-4,0.00265230878662714,TRUE,TRUE,734,137,9,FDR-supported with limitations,FDR-supported with limitations,581.47,49.68,circle,stroke-width: 1.63; stroke: none; fill: #0072B2;,FDR-supported with limitations,TRUE
primary,Primary daily metrics,3,activity_status,Active vs Sedentary,3,l10_mean_medi,Darkest 10 h mean,L10mean,L10mean — Darkest 10 h mean,,,FALSE,FALSE,734,137,9,L10 non-estimable,L10 non-estimable,581.4649999999999,73.255,cross,stroke-width: 1.63; stroke: #D55E00;,L10 non-estimable,TRUE
primary,Primary daily metrics,3,activity_status,Active vs Sedentary,4,duration_above_1000,"Time above 1,000 lx melEDI",TAT1000,"TAT1000 — Time above 1,000 lx melEDI",6.319698774827726e-10,4.739774081120794e-9,TRUE,TRUE,734,137,9,FDR-supported with limitations,FDR-supported with limitations,581.47,96.83,circle,stroke-width: 1.63; stroke: none; fill: #0072B2;,FDR-supported with limitations,TRUE
primary,Primary daily metrics,3,activity_status,Active vs Sedentary,5,duration_above_250_wake,Time above 250 lx melEDI during wake,TAT250,TAT250 — Time above 250 lx melEDI during wake,2.5328106721742293e-4,9.49804002065336e-4,TRUE,TRUE,675,136,9,FDR-supported with limitations,FDR-supported with limitations,581.47,120.4,circle,stroke-width: 1.63; stroke: none; fill: #0072B2;,FDR-supported with limitations,TRUE
primary,Primary daily metrics,3,activity_status,Active vs Sedentary,6,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,TBT10,TBT10 — Time below 10 lx melEDI before sleep,0.5864135603573065,0.6766310311815075,FALSE,FALSE,602,134,9,Not FDR-supported,Not FDR-supported,581.47,143.98,circle,stroke-width: 1.63; stroke: #7A7A7A;,Not FDR-supported,TRUE
primary,Primary daily metrics,3,activity_status,Active vs Sedentary,7,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,TBT1,TBT1 — Time below 1 lx melEDI during sleep,0.41563716724182337,0.5195464590522793,FALSE,FALSE,713,136,9,Not FDR-supported,Not FDR-supported,581.47,167.56,circle,stroke-width: 1.63; stroke: #7A7A7A;,Not FDR-supported,TRUE
primary,Primary daily metrics,3,activity_status,Active vs Sedentary,8,longest_bout_above_250,Longest continuous period above 250 lx melEDI,PAT250,PAT250 — Longest continuous period above 250 lx melEDI,1.62991761454974e-4,8.1495880727487e-4,TRUE,TRUE,734,137,9,FDR-supported with limitations,FDR-supported with limitations,581.47,191.13,circle,stroke-width: 1.63; stroke: none; fill: #0072B2;,FDR-supported with limitations,TRUE
