"table_index","table_endpoint","attribute","attribute_index","pre_value_start_byte","pre_value_end_byte","pre_value","post_value","intended_pre_ids","intended_post_ids","post_value_start_byte","post_value_end_byte","pre_value_bytes","post_value_bytes"
1,"tbl-h11-prep-frame-integrity","headers",9,48882,48889,"Analysis","tbl-h11-prep-frame-integrity--gt-0001","Analysis","tbl-h11-prep-frame-integrity--gt-0001",49283,49319,8,37
1,"tbl-h11-prep-frame-integrity","headers",10,48964,48976,"File identity","tbl-h11-prep-frame-integrity--gt-0002","File-identity","tbl-h11-prep-frame-integrity--gt-0002",49394,49430,13,37
1,"tbl-h11-prep-frame-integrity","headers",11,49036,49050,"Schema complete","tbl-h11-prep-frame-integrity--gt-0003","Schema-complete","tbl-h11-prep-frame-integrity--gt-0003",49490,49526,15,37
1,"tbl-h11-prep-frame-integrity","headers",12,49111,49124,"Duplicate keys","tbl-h11-prep-frame-integrity--gt-0004","Duplicate-keys","tbl-h11-prep-frame-integrity--gt-0004",49587,49623,14,37
1,"tbl-h11-prep-frame-integrity","headers",13,49181,49191,"48-bin grid","tbl-h11-prep-frame-integrity--gt-0005","a48-bin-grid","tbl-h11-prep-frame-integrity--gt-0005",49680,49716,11,37
1,"tbl-h11-prep-frame-integrity","headers",14,49252,49265,"Response error","tbl-h11-prep-frame-integrity--gt-0006","Response-error","tbl-h11-prep-frame-integrity--gt-0006",49777,49813,14,37
1,"tbl-h11-prep-frame-integrity","headers",15,49326,49338,"AR boundaries","tbl-h11-prep-frame-integrity--gt-0007","AR-boundaries","tbl-h11-prep-frame-integrity--gt-0007",49874,49910,13,37
1,"tbl-h11-prep-frame-integrity","headers",16,49398,49404,"Overall","tbl-h11-prep-frame-integrity--gt-0008","Overall","tbl-h11-prep-frame-integrity--gt-0008",49970,50006,7,37
1,"tbl-h11-prep-frame-integrity","headers",17,49476,49483,"Analysis","tbl-h11-prep-frame-integrity--gt-0001","Analysis","tbl-h11-prep-frame-integrity--gt-0001",50078,50114,8,37
1,"tbl-h11-prep-frame-integrity","headers",18,49555,49567,"File identity","tbl-h11-prep-frame-integrity--gt-0002","File-identity","tbl-h11-prep-frame-integrity--gt-0002",50186,50222,13,37
1,"tbl-h11-prep-frame-integrity","headers",19,49616,49630,"Schema complete","tbl-h11-prep-frame-integrity--gt-0003","Schema-complete","tbl-h11-prep-frame-integrity--gt-0003",50271,50307,15,37
1,"tbl-h11-prep-frame-integrity","headers",20,49680,49693,"Duplicate keys","tbl-h11-prep-frame-integrity--gt-0004","Duplicate-keys","tbl-h11-prep-frame-integrity--gt-0004",50357,50393,14,37
1,"tbl-h11-prep-frame-integrity","headers",21,49739,49749,"48-bin grid","tbl-h11-prep-frame-integrity--gt-0005","a48-bin-grid","tbl-h11-prep-frame-integrity--gt-0005",50439,50475,11,37
1,"tbl-h11-prep-frame-integrity","headers",22,49799,49812,"Response error","tbl-h11-prep-frame-integrity--gt-0006","Response-error","tbl-h11-prep-frame-integrity--gt-0006",50525,50561,14,37
1,"tbl-h11-prep-frame-integrity","headers",23,49862,49874,"AR boundaries","tbl-h11-prep-frame-integrity--gt-0007","AR-boundaries","tbl-h11-prep-frame-integrity--gt-0007",50611,50647,13,37
1,"tbl-h11-prep-frame-integrity","headers",24,49923,49929,"Overall","tbl-h11-prep-frame-integrity--gt-0008","Overall","tbl-h11-prep-frame-integrity--gt-0008",50696,50732,7,37
1,"tbl-h11-prep-frame-integrity","headers",25,50013,50020,"Analysis","tbl-h11-prep-frame-integrity--gt-0001","Analysis","tbl-h11-prep-frame-integrity--gt-0001",50816,50852,8,37
1,"tbl-h11-prep-frame-integrity","headers",26,50100,50112,"File identity","tbl-h11-prep-frame-integrity--gt-0002","File-identity","tbl-h11-prep-frame-integrity--gt-0002",50932,50968,13,37
1,"tbl-h11-prep-frame-integrity","headers",27,50172,50186,"Schema complete","tbl-h11-prep-frame-integrity--gt-0003","Schema-complete","tbl-h11-prep-frame-integrity--gt-0003",51028,51064,15,37
1,"tbl-h11-prep-frame-integrity","headers",28,50247,50260,"Duplicate keys","tbl-h11-prep-frame-integrity--gt-0004","Duplicate-keys","tbl-h11-prep-frame-integrity--gt-0004",51125,51161,14,37
1,"tbl-h11-prep-frame-integrity","headers",29,50317,50327,"48-bin grid","tbl-h11-prep-frame-integrity--gt-0005","a48-bin-grid","tbl-h11-prep-frame-integrity--gt-0005",51218,51254,11,37
1,"tbl-h11-prep-frame-integrity","headers",30,50388,50401,"Response error","tbl-h11-prep-frame-integrity--gt-0006","Response-error","tbl-h11-prep-frame-integrity--gt-0006",51315,51351,14,37
1,"tbl-h11-prep-frame-integrity","headers",31,50462,50474,"AR boundaries","tbl-h11-prep-frame-integrity--gt-0007","AR-boundaries","tbl-h11-prep-frame-integrity--gt-0007",51412,51448,13,37
1,"tbl-h11-prep-frame-integrity","headers",32,50534,50540,"Overall","tbl-h11-prep-frame-integrity--gt-0008","Overall","tbl-h11-prep-frame-integrity--gt-0008",51508,51544,7,37
1,"tbl-h11-prep-frame-integrity","headers",33,50612,50619,"Analysis","tbl-h11-prep-frame-integrity--gt-0001","Analysis","tbl-h11-prep-frame-integrity--gt-0001",51616,51652,8,37
1,"tbl-h11-prep-frame-integrity","headers",34,50690,50702,"File identity","tbl-h11-prep-frame-integrity--gt-0002","File-identity","tbl-h11-prep-frame-integrity--gt-0002",51723,51759,13,37
1,"tbl-h11-prep-frame-integrity","headers",35,50751,50765,"Schema complete","tbl-h11-prep-frame-integrity--gt-0003","Schema-complete","tbl-h11-prep-frame-integrity--gt-0003",51808,51844,15,37
1,"tbl-h11-prep-frame-integrity","headers",36,50815,50828,"Duplicate keys","tbl-h11-prep-frame-integrity--gt-0004","Duplicate-keys","tbl-h11-prep-frame-integrity--gt-0004",51894,51930,14,37
1,"tbl-h11-prep-frame-integrity","headers",37,50874,50884,"48-bin grid","tbl-h11-prep-frame-integrity--gt-0005","a48-bin-grid","tbl-h11-prep-frame-integrity--gt-0005",51976,52012,11,37
1,"tbl-h11-prep-frame-integrity","headers",38,50934,50947,"Response error","tbl-h11-prep-frame-integrity--gt-0006","Response-error","tbl-h11-prep-frame-integrity--gt-0006",52062,52098,14,37
1,"tbl-h11-prep-frame-integrity","headers",39,50997,51009,"AR boundaries","tbl-h11-prep-frame-integrity--gt-0007","AR-boundaries","tbl-h11-prep-frame-integrity--gt-0007",52148,52184,13,37
1,"tbl-h11-prep-frame-integrity","headers",40,51058,51064,"Overall","tbl-h11-prep-frame-integrity--gt-0008","Overall","tbl-h11-prep-frame-integrity--gt-0008",52233,52269,7,37
1,"tbl-h11-prep-frame-integrity","headers",41,51148,51155,"Analysis","tbl-h11-prep-frame-integrity--gt-0001","Analysis","tbl-h11-prep-frame-integrity--gt-0001",52353,52389,8,37
1,"tbl-h11-prep-frame-integrity","headers",42,51234,51246,"File identity","tbl-h11-prep-frame-integrity--gt-0002","File-identity","tbl-h11-prep-frame-integrity--gt-0002",52468,52504,13,37
1,"tbl-h11-prep-frame-integrity","headers",43,51306,51320,"Schema complete","tbl-h11-prep-frame-integrity--gt-0003","Schema-complete","tbl-h11-prep-frame-integrity--gt-0003",52564,52600,15,37
1,"tbl-h11-prep-frame-integrity","headers",44,51381,51394,"Duplicate keys","tbl-h11-prep-frame-integrity--gt-0004","Duplicate-keys","tbl-h11-prep-frame-integrity--gt-0004",52661,52697,14,37
1,"tbl-h11-prep-frame-integrity","headers",45,51451,51461,"48-bin grid","tbl-h11-prep-frame-integrity--gt-0005","a48-bin-grid","tbl-h11-prep-frame-integrity--gt-0005",52754,52790,11,37
1,"tbl-h11-prep-frame-integrity","headers",46,51522,51535,"Response error","tbl-h11-prep-frame-integrity--gt-0006","Response-error","tbl-h11-prep-frame-integrity--gt-0006",52851,52887,14,37
1,"tbl-h11-prep-frame-integrity","headers",47,51596,51608,"AR boundaries","tbl-h11-prep-frame-integrity--gt-0007","AR-boundaries","tbl-h11-prep-frame-integrity--gt-0007",52948,52984,13,37
1,"tbl-h11-prep-frame-integrity","headers",48,51668,51674,"Overall","tbl-h11-prep-frame-integrity--gt-0008","Overall","tbl-h11-prep-frame-integrity--gt-0008",53044,53080,7,37
2,"tbl-h11-prep-frame-content","id",1,64747,64754,"Analysis","tbl-h11-prep-frame-content--gt-0001","","",66153,66187,8,35
2,"tbl-h11-prep-frame-content","id",2,64880,64895,"Minimum-bins/day","tbl-h11-prep-frame-content--gt-0002","","",66313,66347,16,35
2,"tbl-h11-prep-frame-content","id",3,65030,65054,"Complete-participant-days","tbl-h11-prep-frame-content--gt-0003","","",66482,66516,25,35
2,"tbl-h11-prep-frame-content","id",4,65198,65218,"Minimum-valid-min/bin","tbl-h11-prep-frame-content--gt-0004","","",66660,66694,21,35
2,"tbl-h11-prep-frame-content","id",5,65358,65378,"Maximum-valid-min/bin","tbl-h11-prep-frame-content--gt-0005","","",66834,66868,21,35
2,"tbl-h11-prep-frame-content","id",6,65518,65533,"Gap-timing-field","tbl-h11-prep-frame-content--gt-0006","","",67008,67042,16,35
2,"tbl-h11-prep-frame-content","id",7,65667,65677,"Exact-zeros","tbl-h11-prep-frame-content--gt-0007","","",67176,67210,11,35
2,"tbl-h11-prep-frame-content","headers",1,65896,65903,"Analysis","tbl-h11-prep-frame-content--gt-0001","Analysis","tbl-h11-prep-frame-content--gt-0001",67429,67463,8,35
2,"tbl-h11-prep-frame-content","headers",2,65965,65980,"Minimum bins/day","tbl-h11-prep-frame-content--gt-0002","Minimum-bins/day","tbl-h11-prep-frame-content--gt-0002",67525,67559,16,35
2,"tbl-h11-prep-frame-content","headers",3,66028,66052,"Complete participant-days","tbl-h11-prep-frame-content--gt-0003","Complete-participant-days","tbl-h11-prep-frame-content--gt-0003",67607,67641,25,35
2,"tbl-h11-prep-frame-content","headers",4,66101,66121,"Minimum valid min/bin","tbl-h11-prep-frame-content--gt-0004","Minimum-valid-min/bin","tbl-h11-prep-frame-content--gt-0004",67690,67724,21,35
2,"tbl-h11-prep-frame-content","headers",5,66169,66189,"Maximum valid min/bin","tbl-h11-prep-frame-content--gt-0005","Maximum-valid-min/bin","tbl-h11-prep-frame-content--gt-0005",67772,67806,21,35
2,"tbl-h11-prep-frame-content","headers",6,66236,66251,"Gap-timing field","tbl-h11-prep-frame-content--gt-0006","Gap-timing-field","tbl-h11-prep-frame-content--gt-0006",67853,67887,16,35
2,"tbl-h11-prep-frame-content","headers",7,66318,66328,"Exact zeros","tbl-h11-prep-frame-content--gt-0007","Exact-zeros","tbl-h11-prep-frame-content--gt-0007",67954,67988,11,35
2,"tbl-h11-prep-frame-content","headers",8,66414,66421,"Analysis","tbl-h11-prep-frame-content--gt-0001","Analysis","tbl-h11-prep-frame-content--gt-0001",68074,68108,8,35
2,"tbl-h11-prep-frame-content","headers",9,66497,66512,"Minimum bins/day","tbl-h11-prep-frame-content--gt-0002","Minimum-bins/day","tbl-h11-prep-frame-content--gt-0002",68184,68218,16,35
2,"tbl-h11-prep-frame-content","headers",10,66571,66595,"Complete participant-days","tbl-h11-prep-frame-content--gt-0003","Complete-participant-days","tbl-h11-prep-frame-content--gt-0003",68277,68311,25,35
2,"tbl-h11-prep-frame-content","headers",11,66655,66675,"Minimum valid min/bin","tbl-h11-prep-frame-content--gt-0004","Minimum-valid-min/bin","tbl-h11-prep-frame-content--gt-0004",68371,68405,21,35
2,"tbl-h11-prep-frame-content","headers",12,66734,66754,"Maximum valid min/bin","tbl-h11-prep-frame-content--gt-0005","Maximum-valid-min/bin","tbl-h11-prep-frame-content--gt-0005",68464,68498,21,35
2,"tbl-h11-prep-frame-content","headers",13,66812,66827,"Gap-timing field","tbl-h11-prep-frame-content--gt-0006","Gap-timing-field","tbl-h11-prep-frame-content--gt-0006",68556,68590,16,35
2,"tbl-h11-prep-frame-content","headers",14,66905,66915,"Exact zeros","tbl-h11-prep-frame-content--gt-0007","Exact-zeros","tbl-h11-prep-frame-content--gt-0007",68668,68702,11,35
2,"tbl-h11-prep-frame-content","headers",15,66989,66996,"Analysis","tbl-h11-prep-frame-content--gt-0001","Analysis","tbl-h11-prep-frame-content--gt-0001",68776,68810,8,35
2,"tbl-h11-prep-frame-content","headers",16,67069,67084,"Minimum bins/day","tbl-h11-prep-frame-content--gt-0002","Minimum-bins/day","tbl-h11-prep-frame-content--gt-0002",68883,68917,16,35
2,"tbl-h11-prep-frame-content","headers",17,67132,67156,"Complete participant-days","tbl-h11-prep-frame-content--gt-0003","Complete-participant-days","tbl-h11-prep-frame-content--gt-0003",68965,68999,25,35
2,"tbl-h11-prep-frame-content","headers",18,67205,67225,"Minimum valid min/bin","tbl-h11-prep-frame-content--gt-0004","Minimum-valid-min/bin","tbl-h11-prep-frame-content--gt-0004",69048,69082,21,35
2,"tbl-h11-prep-frame-content","headers",19,67284,67304,"Maximum valid min/bin","tbl-h11-prep-frame-content--gt-0005","Maximum-valid-min/bin","tbl-h11-prep-frame-content--gt-0005",69141,69175,21,35
2,"tbl-h11-prep-frame-content","headers",20,67362,67377,"Gap-timing field","tbl-h11-prep-frame-content--gt-0006","Gap-timing-field","tbl-h11-prep-frame-content--gt-0006",69233,69267,16,35
2,"tbl-h11-prep-frame-content","headers",21,67445,67455,"Exact zeros","tbl-h11-prep-frame-content--gt-0007","Exact-zeros","tbl-h11-prep-frame-content--gt-0007",69335,69369,11,35
2,"tbl-h11-prep-frame-content","headers",22,67541,67548,"Analysis","tbl-h11-prep-frame-content--gt-0001","Analysis","tbl-h11-prep-frame-content--gt-0001",69455,69489,8,35
2,"tbl-h11-prep-frame-content","headers",23,67629,67644,"Minimum bins/day","tbl-h11-prep-frame-content--gt-0002","Minimum-bins/day","tbl-h11-prep-frame-content--gt-0002",69570,69604,16,35
2,"tbl-h11-prep-frame-content","headers",24,67703,67727,"Complete participant-days","tbl-h11-prep-frame-content--gt-0003","Complete-participant-days","tbl-h11-prep-frame-content--gt-0003",69663,69697,25,35
2,"tbl-h11-prep-frame-content","headers",25,67787,67807,"Minimum valid min/bin","tbl-h11-prep-frame-content--gt-0004","Minimum-valid-min/bin","tbl-h11-prep-frame-content--gt-0004",69757,69791,21,35
2,"tbl-h11-prep-frame-content","headers",26,67877,67897,"Maximum valid min/bin","tbl-h11-prep-frame-content--gt-0005","Maximum-valid-min/bin","tbl-h11-prep-frame-content--gt-0005",69861,69895,21,35
2,"tbl-h11-prep-frame-content","headers",27,67966,67981,"Gap-timing field","tbl-h11-prep-frame-content--gt-0006","Gap-timing-field","tbl-h11-prep-frame-content--gt-0006",69964,69998,16,35
2,"tbl-h11-prep-frame-content","headers",28,68060,68070,"Exact zeros","tbl-h11-prep-frame-content--gt-0007","Exact-zeros","tbl-h11-prep-frame-content--gt-0007",70077,70111,11,35
2,"tbl-h11-prep-frame-content","headers",29,68144,68151,"Analysis","tbl-h11-prep-frame-content--gt-0001","Analysis","tbl-h11-prep-frame-content--gt-0001",70185,70219,8,35
2,"tbl-h11-prep-frame-content","headers",30,68223,68238,"Minimum bins/day","tbl-h11-prep-frame-content--gt-0002","Minimum-bins/day","tbl-h11-prep-frame-content--gt-0002",70291,70325,16,35
2,"tbl-h11-prep-frame-content","headers",31,68285,68309,"Complete participant-days","tbl-h11-prep-frame-content--gt-0003","Complete-participant-days","tbl-h11-prep-frame-content--gt-0003",70372,70406,25,35
2,"tbl-h11-prep-frame-content","headers",32,68358,68378,"Minimum valid min/bin","tbl-h11-prep-frame-content--gt-0004","Minimum-valid-min/bin","tbl-h11-prep-frame-content--gt-0004",70455,70489,21,35
2,"tbl-h11-prep-frame-content","headers",33,68426,68446,"Maximum valid min/bin","tbl-h11-prep-frame-content--gt-0005","Maximum-valid-min/bin","tbl-h11-prep-frame-content--gt-0005",70537,70571,21,35
2,"tbl-h11-prep-frame-content","headers",34,68493,68508,"Gap-timing field","tbl-h11-prep-frame-content--gt-0006","Gap-timing-field","tbl-h11-prep-frame-content--gt-0006",70618,70652,16,35
2,"tbl-h11-prep-frame-content","headers",35,68575,68585,"Exact zeros","tbl-h11-prep-frame-content--gt-0007","Exact-zeros","tbl-h11-prep-frame-content--gt-0007",70719,70753,11,35
2,"tbl-h11-prep-frame-content","headers",36,68671,68678,"Analysis","tbl-h11-prep-frame-content--gt-0001","Analysis","tbl-h11-prep-frame-content--gt-0001",70839,70873,8,35
2,"tbl-h11-prep-frame-content","headers",37,68758,68773,"Minimum bins/day","tbl-h11-prep-frame-content--gt-0002","Minimum-bins/day","tbl-h11-prep-frame-content--gt-0002",70953,70987,16,35
2,"tbl-h11-prep-frame-content","headers",38,68832,68856,"Complete participant-days","tbl-h11-prep-frame-content--gt-0003","Complete-participant-days","tbl-h11-prep-frame-content--gt-0003",71046,71080,25,35
2,"tbl-h11-prep-frame-content","headers",39,68916,68936,"Minimum valid min/bin","tbl-h11-prep-frame-content--gt-0004","Minimum-valid-min/bin","tbl-h11-prep-frame-content--gt-0004",71140,71174,21,35
2,"tbl-h11-prep-frame-content","headers",40,68995,69015,"Maximum valid min/bin","tbl-h11-prep-frame-content--gt-0005","Maximum-valid-min/bin","tbl-h11-prep-frame-content--gt-0005",71233,71267,21,35
2,"tbl-h11-prep-frame-content","headers",41,69073,69088,"Gap-timing field","tbl-h11-prep-frame-content--gt-0006","Gap-timing-field","tbl-h11-prep-frame-content--gt-0006",71325,71359,16,35
2,"tbl-h11-prep-frame-content","headers",42,69166,69176,"Exact zeros","tbl-h11-prep-frame-content--gt-0007","Exact-zeros","tbl-h11-prep-frame-content--gt-0007",71437,71471,11,35
3,"tbl-h11-prep-ar-boundaries-primary","id",1,83473,83487,"Boundary-reason","tbl-h11-prep-ar-boundaries-primary--gt-0001","","",85768,85810,15,43
3,"tbl-h11-prep-ar-boundaries-primary","id",2,83620,83631,"Observations","tbl-h11-prep-ar-boundaries-primary--gt-0002","","",85943,85985,12,43
3,"tbl-h11-prep-ar-boundaries-primary","id",3,83762,83775,"Share-of-frame","tbl-h11-prep-ar-boundaries-primary--gt-0003","","",86116,86158,14,43
3,"tbl-h11-prep-ar-boundaries-primary","id",4,84002,84017,"Primary near eye","tbl-h11-prep-ar-boundaries-primary--gt-0004","","",86385,86427,16,43
3,"tbl-h11-prep-ar-boundaries-primary","headers",1,84196,84228,"Primary near eye  Boundary reason","tbl-h11-prep-ar-boundaries-primary--gt-0004 tbl-h11-prep-ar-boundaries-primary--gt-0001","Primary near eye|Boundary-reason","tbl-h11-prep-ar-boundaries-primary--gt-0004|tbl-h11-prep-ar-boundaries-primary--gt-0001",86606,86692,33,87
3,"tbl-h11-prep-ar-boundaries-primary","headers",2,84311,84340,"Primary near eye  Observations","tbl-h11-prep-ar-boundaries-primary--gt-0004 tbl-h11-prep-ar-boundaries-primary--gt-0002","Primary near eye|Observations","tbl-h11-prep-ar-boundaries-primary--gt-0004|tbl-h11-prep-ar-boundaries-primary--gt-0002",86775,86861,30,87
3,"tbl-h11-prep-ar-boundaries-primary","headers",3,84392,84423,"Primary near eye  Share of frame","tbl-h11-prep-ar-boundaries-primary--gt-0004 tbl-h11-prep-ar-boundaries-primary--gt-0003","Primary near eye|Share-of-frame","tbl-h11-prep-ar-boundaries-primary--gt-0004|tbl-h11-prep-ar-boundaries-primary--gt-0003",86913,86999,32,87
3,"tbl-h11-prep-ar-boundaries-primary","headers",4,84508,84540,"Primary near eye  Boundary reason","tbl-h11-prep-ar-boundaries-primary--gt-0004 tbl-h11-prep-ar-boundaries-primary--gt-0001","Primary near eye|Boundary-reason","tbl-h11-prep-ar-boundaries-primary--gt-0004|tbl-h11-prep-ar-boundaries-primary--gt-0001",87084,87170,33,87
3,"tbl-h11-prep-ar-boundaries-primary","headers",5,84618,84647,"Primary near eye  Observations","tbl-h11-prep-ar-boundaries-primary--gt-0004 tbl-h11-prep-ar-boundaries-primary--gt-0002","Primary near eye|Observations","tbl-h11-prep-ar-boundaries-primary--gt-0004|tbl-h11-prep-ar-boundaries-primary--gt-0002",87248,87334,30,87
3,"tbl-h11-prep-ar-boundaries-primary","headers",6,84707,84738,"Primary near eye  Share of frame","tbl-h11-prep-ar-boundaries-primary--gt-0004 tbl-h11-prep-ar-boundaries-primary--gt-0003","Primary near eye|Share-of-frame","tbl-h11-prep-ar-boundaries-primary--gt-0004|tbl-h11-prep-ar-boundaries-primary--gt-0003",87394,87480,32,87
3,"tbl-h11-prep-ar-boundaries-primary","headers",7,84812,84844,"Primary near eye  Boundary reason","tbl-h11-prep-ar-boundaries-primary--gt-0004 tbl-h11-prep-ar-boundaries-primary--gt-0001","Primary near eye|Boundary-reason","tbl-h11-prep-ar-boundaries-primary--gt-0004|tbl-h11-prep-ar-boundaries-primary--gt-0001",87554,87640,33,87
3,"tbl-h11-prep-ar-boundaries-primary","headers",8,84916,84945,"Primary near eye  Observations","tbl-h11-prep-ar-boundaries-primary--gt-0004 tbl-h11-prep-ar-boundaries-primary--gt-0002","Primary near eye|Observations","tbl-h11-prep-ar-boundaries-primary--gt-0004|tbl-h11-prep-ar-boundaries-primary--gt-0002",87712,87798,30,87
3,"tbl-h11-prep-ar-boundaries-primary","headers",9,84994,85025,"Primary near eye  Share of frame","tbl-h11-prep-ar-boundaries-primary--gt-0004 tbl-h11-prep-ar-boundaries-primary--gt-0003","Primary near eye|Share-of-frame","tbl-h11-prep-ar-boundaries-primary--gt-0004|tbl-h11-prep-ar-boundaries-primary--gt-0003",87847,87933,32,87
3,"tbl-h11-prep-ar-boundaries-primary","headers",10,85109,85141,"Primary near eye  Boundary reason","tbl-h11-prep-ar-boundaries-primary--gt-0004 tbl-h11-prep-ar-boundaries-primary--gt-0001","Primary near eye|Boundary-reason","tbl-h11-prep-ar-boundaries-primary--gt-0004|tbl-h11-prep-ar-boundaries-primary--gt-0001",88017,88103,33,87
3,"tbl-h11-prep-ar-boundaries-primary","headers",11,85231,85260,"Primary near eye  Observations","tbl-h11-prep-ar-boundaries-primary--gt-0004 tbl-h11-prep-ar-boundaries-primary--gt-0002","Primary near eye|Observations","tbl-h11-prep-ar-boundaries-primary--gt-0004|tbl-h11-prep-ar-boundaries-primary--gt-0002",88193,88279,30,87
3,"tbl-h11-prep-ar-boundaries-primary","headers",12,85318,85349,"Primary near eye  Share of frame","tbl-h11-prep-ar-boundaries-primary--gt-0004 tbl-h11-prep-ar-boundaries-primary--gt-0003","Primary near eye|Share-of-frame","tbl-h11-prep-ar-boundaries-primary--gt-0004|tbl-h11-prep-ar-boundaries-primary--gt-0003",88337,88423,32,87
3,"tbl-h11-prep-ar-boundaries-primary","headers",13,85423,85455,"Primary near eye  Boundary reason","tbl-h11-prep-ar-boundaries-primary--gt-0004 tbl-h11-prep-ar-boundaries-primary--gt-0001","Primary near eye|Boundary-reason","tbl-h11-prep-ar-boundaries-primary--gt-0004|tbl-h11-prep-ar-boundaries-primary--gt-0001",88497,88583,33,87
3,"tbl-h11-prep-ar-boundaries-primary","headers",14,85560,85589,"Primary near eye  Observations","tbl-h11-prep-ar-boundaries-primary--gt-0004 tbl-h11-prep-ar-boundaries-primary--gt-0002","Primary near eye|Observations","tbl-h11-prep-ar-boundaries-primary--gt-0004|tbl-h11-prep-ar-boundaries-primary--gt-0002",88688,88774,30,87
3,"tbl-h11-prep-ar-boundaries-primary","headers",15,85636,85667,"Primary near eye  Share of frame","tbl-h11-prep-ar-boundaries-primary--gt-0004 tbl-h11-prep-ar-boundaries-primary--gt-0003","Primary near eye|Share-of-frame","tbl-h11-prep-ar-boundaries-primary--gt-0004|tbl-h11-prep-ar-boundaries-primary--gt-0003",88821,88907,32,87
3,"tbl-h11-prep-ar-boundaries-primary","id",5,85745,85763,"Complementary chest","tbl-h11-prep-ar-boundaries-primary--gt-0005","","",88985,89027,19,43
3,"tbl-h11-prep-ar-boundaries-primary","headers",16,85956,85991,"Complementary chest  Boundary reason","tbl-h11-prep-ar-boundaries-primary--gt-0005 tbl-h11-prep-ar-boundaries-primary--gt-0001","Complementary chest|Boundary-reason","tbl-h11-prep-ar-boundaries-primary--gt-0005|tbl-h11-prep-ar-boundaries-primary--gt-0001",89220,89306,36,87
3,"tbl-h11-prep-ar-boundaries-primary","headers",17,86085,86117,"Complementary chest  Observations","tbl-h11-prep-ar-boundaries-primary--gt-0005 tbl-h11-prep-ar-boundaries-primary--gt-0002","Complementary chest|Observations","tbl-h11-prep-ar-boundaries-primary--gt-0005|tbl-h11-prep-ar-boundaries-primary--gt-0002",89400,89486,33,87
3,"tbl-h11-prep-ar-boundaries-primary","headers",18,86180,86214,"Complementary chest  Share of frame","tbl-h11-prep-ar-boundaries-primary--gt-0005 tbl-h11-prep-ar-boundaries-primary--gt-0003","Complementary chest|Share-of-frame","tbl-h11-prep-ar-boundaries-primary--gt-0005|tbl-h11-prep-ar-boundaries-primary--gt-0003",89549,89635,35,87
