"difference_id","run_id","unit","placement","scenario","outcome","quantity","baseline_value","repaired_value","absolute_difference","relative_difference","direction_or_status","rounding_changed","inference_changed","claim_changed","cause","decision_id","evidence_locator","status"
"RDIFF-P04-D06-GLASSES","PREP04-R461-ac0325716421","Preparation_04_participant_day_metric","glasses","primary_rule_A","m10_offset","paired_finite_mean; paired_MAE; n=809",18.9888957561,18.6565718995,0.354491141327,,"negative_mean_paired_difference","not_assessed_no_reported_scalar_mapping","not_assessed_no_model_or_p_value_comparison","pending_hypothesis_rerun_and_claim_audit","same_construct_modified_window_support; METRIC-007 all-candidate timing repair verified","METRIC-002|METRIC-005|METRIC-007","audit/reconciliation/preparation04/metric_paired_difference_summary.csv[D06,glasses]; audit/reconciliation/preparation04/metric_comparison_summary.csv[D06,glasses]; audit/reconciliation/preparation04/result_gate.md","verified_m10_all_candidate_tie_repair"
"RDIFF-P04-D06-CHEST","PREP04-R461-ac0325716421","Preparation_04_participant_day_metric","chest","primary_rule_A","m10_offset","paired_finite_mean; paired_MAE; n=894",18.7255965697,18.5028337062,0.313255033557,,"negative_mean_paired_difference","not_assessed_no_reported_scalar_mapping","not_assessed_no_model_or_p_value_comparison","pending_hypothesis_rerun_and_claim_audit","same_construct_modified_window_support; METRIC-007 all-candidate timing repair verified","METRIC-002|METRIC-005|METRIC-007","audit/reconciliation/preparation04/metric_paired_difference_summary.csv[D06,chest]; audit/reconciliation/preparation04/metric_comparison_summary.csv[D06,chest]; audit/reconciliation/preparation04/result_gate.md","verified_m10_all_candidate_tie_repair"
"RDIFF-P04-D07-GLASSES","PREP04-R461-ac0325716421","Preparation_04_participant_day_metric","glasses","primary_rule_A","l10_mean_medi","paired_finite_mean; paired_MAE; n=811",0.228756888404,0.244177676033,0.0154207876287,0.0674112492796,"positive_mean_paired_difference","not_assessed_no_reported_scalar_mapping","not_assessed_no_model_or_p_value_comparison","pending_hypothesis_rerun_and_claim_audit","same_construct_modified_window_support","METRIC-002|METRIC-005","audit/reconciliation/preparation04/metric_paired_difference_summary.csv[D07,glasses]; audit/reconciliation/preparation04/metric_comparison_summary.csv[D07,glasses]; audit/reconciliation/preparation04/result_gate.md","verified_preparation04_difference"
"RDIFF-P04-D07-CHEST","PREP04-R461-ac0325716421","Preparation_04_participant_day_metric","chest","primary_rule_A","l10_mean_medi","paired_finite_mean; paired_MAE; n=897",0.206028337006,0.21591282624,0.00988448923376,0.0479763579001,"positive_mean_paired_difference","not_assessed_no_reported_scalar_mapping","not_assessed_no_model_or_p_value_comparison","pending_hypothesis_rerun_and_claim_audit","same_construct_modified_window_support","METRIC-002|METRIC-005","audit/reconciliation/preparation04/metric_paired_difference_summary.csv[D07,chest]; audit/reconciliation/preparation04/metric_comparison_summary.csv[D07,chest]; audit/reconciliation/preparation04/result_gate.md","verified_preparation04_difference"
"RDIFF-P04-D08-GLASSES","PREP04-R461-ac0325716421","Preparation_04_participant_day_metric","glasses","primary_rule_A","l10_midpoint","paired_finite_mean; paired_MAE; n=809",2.7760815822,2.88063452822,0.196065100948,,"positive_mean_paired_difference","not_assessed_no_reported_scalar_mapping","not_assessed_no_model_or_p_value_comparison","pending_hypothesis_rerun_and_claim_audit","same_construct_modified_window_support","METRIC-002|METRIC-005","audit/reconciliation/preparation04/metric_paired_difference_summary.csv[D08,glasses]; audit/reconciliation/preparation04/metric_comparison_summary.csv[D08,glasses]; audit/reconciliation/preparation04/result_gate.md","verified_preparation04_difference"
"RDIFF-P04-D08-CHEST","PREP04-R461-ac0325716421","Preparation_04_participant_day_metric","chest","primary_rule_A","l10_midpoint","paired_finite_mean; paired_MAE; n=894",2.58680089485,2.7230611484,0.22250186428,,"positive_mean_paired_difference","not_assessed_no_reported_scalar_mapping","not_assessed_no_model_or_p_value_comparison","pending_hypothesis_rerun_and_claim_audit","same_construct_modified_window_support","METRIC-002|METRIC-005","audit/reconciliation/preparation04/metric_paired_difference_summary.csv[D08,chest]; audit/reconciliation/preparation04/metric_comparison_summary.csv[D08,chest]; audit/reconciliation/preparation04/result_gate.md","verified_preparation04_difference"
"RDIFF-P04-D09-GLASSES","PREP04-R461-ac0325716421","Preparation_04_participant_day_metric","glasses","primary_rule_A","l10_onset","paired_finite_mean; paired_MAE; n=809",-2.11334981459,-2.00070045323,0.180140090647,,"positive_mean_paired_difference","not_assessed_no_reported_scalar_mapping","not_assessed_no_model_or_p_value_comparison","pending_hypothesis_rerun_and_claim_audit","same_construct_modified_window_support","METRIC-002|METRIC-005","audit/reconciliation/preparation04/metric_paired_difference_summary.csv[D09,glasses]; audit/reconciliation/preparation04/metric_comparison_summary.csv[D09,glasses]; audit/reconciliation/preparation04/result_gate.md","verified_preparation04_difference"
"RDIFF-P04-D09-CHEST","PREP04-R461-ac0325716421","Preparation_04_participant_day_metric","chest","primary_rule_A","l10_onset","paired_finite_mean; paired_MAE; n=894",-2.31385160328,-2.25009321402,0.209358687547,,"positive_mean_paired_difference","not_assessed_no_reported_scalar_mapping","not_assessed_no_model_or_p_value_comparison","pending_hypothesis_rerun_and_claim_audit","same_construct_modified_window_support","METRIC-002|METRIC-005","audit/reconciliation/preparation04/metric_paired_difference_summary.csv[D09,chest]; audit/reconciliation/preparation04/metric_comparison_summary.csv[D09,chest]; audit/reconciliation/preparation04/result_gate.md","verified_preparation04_difference"
"RDIFF-P04-D10-GLASSES","PREP04-R461-ac0325716421","Preparation_04_participant_day_metric","glasses","primary_rule_A","l10_offset","paired_finite_mean; paired_MAE; n=809",7.53875154512,7.55430572724,0.196065100948,,"positive_mean_paired_difference","not_assessed_no_reported_scalar_mapping","not_assessed_no_model_or_p_value_comparison","pending_hypothesis_rerun_and_claim_audit","same_construct_modified_window_support","METRIC-002|METRIC-005","audit/reconciliation/preparation04/metric_paired_difference_summary.csv[D10,glasses]; audit/reconciliation/preparation04/metric_comparison_summary.csv[D10,glasses]; audit/reconciliation/preparation04/result_gate.md","verified_preparation04_difference"
"RDIFF-P04-D10-CHEST","PREP04-R461-ac0325716421","Preparation_04_participant_day_metric","chest","primary_rule_A","l10_offset","paired_finite_mean; paired_MAE; n=894",7.42563385533,7.50829604773,0.222445935869,,"positive_mean_paired_difference","not_assessed_no_reported_scalar_mapping","not_assessed_no_model_or_p_value_comparison","pending_hypothesis_rerun_and_claim_audit","same_construct_modified_window_support","METRIC-002|METRIC-005","audit/reconciliation/preparation04/metric_paired_difference_summary.csv[D10,chest]; audit/reconciliation/preparation04/metric_comparison_summary.csv[D10,chest]; audit/reconciliation/preparation04/result_gate.md","verified_preparation04_difference"
"RDIFF-P04-D11-GLASSES","PREP04-R461-ac0325716421","Preparation_04_participant_day_metric","glasses","primary_rule_A","duration_above_1000","paired_finite_mean; paired_MAE; n=811",1.16185778874,1.16115906289,0.000698725852857,0.000601386727041,"negative_mean_paired_difference","not_assessed_no_reported_scalar_mapping","not_assessed_no_model_or_p_value_comparison","pending_hypothesis_rerun_and_claim_audit","same_construct_modified_gap_handling","METRIC-001|METRIC-002","audit/reconciliation/preparation04/metric_paired_difference_summary.csv[D11,glasses]; audit/reconciliation/preparation04/metric_comparison_summary.csv[D11,glasses]; audit/reconciliation/preparation04/result_gate.md","verified_preparation04_difference"
"RDIFF-P04-D11-CHEST","PREP04-R461-ac0325716421","Preparation_04_participant_day_metric","chest","primary_rule_A","duration_above_1000","paired_finite_mean; paired_MAE; n=897",1.28950204385,1.28797844667,0.00152359717577,0.00118153917091,"negative_mean_paired_difference","not_assessed_no_reported_scalar_mapping","not_assessed_no_model_or_p_value_comparison","pending_hypothesis_rerun_and_claim_audit","same_construct_modified_gap_handling","METRIC-001|METRIC-002","audit/reconciliation/preparation04/metric_paired_difference_summary.csv[D11,chest]; audit/reconciliation/preparation04/metric_comparison_summary.csv[D11,chest]; audit/reconciliation/preparation04/result_gate.md","verified_preparation04_difference"
"RDIFF-P04-D12-GLASSES","PREP04-R461-ac0325716421","Preparation_04_participant_day_metric","glasses","primary_rule_A","duration_above_250_full_day","paired_finite_mean; paired_MAE; n=811",3.0349568434,3.03425811755,0.000698725852857,0.000230225960008,"negative_mean_paired_difference","not_assessed_no_reported_scalar_mapping","not_assessed_no_model_or_p_value_comparison","pending_hypothesis_rerun_and_claim_audit","same_construct_modified_gap_handling","METRIC-001|METRIC-002","audit/reconciliation/preparation04/metric_paired_difference_summary.csv[D12,glasses]; audit/reconciliation/preparation04/metric_comparison_summary.csv[D12,glasses]; audit/reconciliation/preparation04/result_gate.md","verified_preparation04_difference"
"RDIFF-P04-D12-CHEST","PREP04-R461-ac0325716421","Preparation_04_participant_day_metric","chest","primary_rule_A","duration_above_250_full_day","paired_finite_mean; paired_MAE; n=897",2.9220735786,2.92051282051,0.0015607580825,0.000534126893289,"negative_mean_paired_difference","not_assessed_no_reported_scalar_mapping","not_assessed_no_model_or_p_value_comparison","pending_hypothesis_rerun_and_claim_audit","same_construct_modified_gap_handling","METRIC-001|METRIC-002","audit/reconciliation/preparation04/metric_paired_difference_summary.csv[D12,chest]; audit/reconciliation/preparation04/metric_comparison_summary.csv[D12,chest]; audit/reconciliation/preparation04/result_gate.md","verified_preparation04_difference"
"RDIFF-P04-D13-GLASSES","PREP04-R461-ac0325716421","Preparation_04_participant_day_metric","glasses","primary_rule_A","longest_bout_above_250","paired_finite_mean; paired_MAE; n=811",0.937155774764,0.913131935882,0.024023838882,0.0256348405772,"negative_mean_paired_difference","not_assessed_no_reported_scalar_mapping","not_assessed_no_model_or_p_value_comparison","pending_hypothesis_rerun_and_claim_audit","same_construct_modified_gap_handling","METRIC-006","audit/reconciliation/preparation04/metric_paired_difference_summary.csv[D13,glasses]; audit/reconciliation/preparation04/metric_comparison_summary.csv[D13,glasses]; audit/reconciliation/preparation04/result_gate.md","verified_preparation04_difference"
"RDIFF-P04-D13-CHEST","PREP04-R461-ac0325716421","Preparation_04_participant_day_metric","chest","primary_rule_A","longest_bout_above_250","paired_finite_mean; paired_MAE; n=897",0.852861389818,0.828688219993,0.0241731698253,0.0283436090717,"negative_mean_paired_difference","not_assessed_no_reported_scalar_mapping","not_assessed_no_model_or_p_value_comparison","pending_hypothesis_rerun_and_claim_audit","same_construct_modified_gap_handling","METRIC-006","audit/reconciliation/preparation04/metric_paired_difference_summary.csv[D13,chest]; audit/reconciliation/preparation04/metric_comparison_summary.csv[D13,chest]; audit/reconciliation/preparation04/result_gate.md","verified_preparation04_difference"
"RDIFF-P04-D14-GLASSES","PREP04-R461-ac0325716421","Preparation_04_participant_day_metric","glasses","primary_rule_A","mean_timing_above_250","paired_finite_mean; paired_MAE; n=714",13.5074743231,13.5246794022,0.139402216779,,"positive_mean_paired_difference","not_assessed_no_reported_scalar_mapping","not_assessed_no_model_or_p_value_comparison","pending_hypothesis_rerun_and_claim_audit","same_construct_modified_gap_handling","METRIC-004","audit/reconciliation/preparation04/metric_paired_difference_summary.csv[D14,glasses]; audit/reconciliation/preparation04/metric_comparison_summary.csv[D14,glasses]; audit/reconciliation/preparation04/result_gate.md","verified_preparation04_difference"
"RDIFF-P04-D14-CHEST","PREP04-R461-ac0325716421","Preparation_04_participant_day_metric","chest","primary_rule_A","mean_timing_above_250","paired_finite_mean; paired_MAE; n=810",13.3205579561,13.3029021286,0.132302408361,,"negative_mean_paired_difference","not_assessed_no_reported_scalar_mapping","not_assessed_no_model_or_p_value_comparison","pending_hypothesis_rerun_and_claim_audit","same_construct_modified_gap_handling","METRIC-004","audit/reconciliation/preparation04/metric_paired_difference_summary.csv[D14,chest]; audit/reconciliation/preparation04/metric_comparison_summary.csv[D14,chest]; audit/reconciliation/preparation04/result_gate.md","verified_preparation04_difference"
"RDIFF-P04-D15-GLASSES","PREP04-R461-ac0325716421","Preparation_04_participant_day_metric","glasses","primary_rule_A","first_timing_above_250","paired_finite_mean; paired_MAE; n=717",9.44430497443,9.44430497443,0,,"no_mean_paired_difference","not_assessed_no_reported_scalar_mapping","not_assessed_no_model_or_p_value_comparison","pending_hypothesis_rerun_and_claim_audit","same_construct_modified_gap_handling","METRIC-004","audit/reconciliation/preparation04/metric_paired_difference_summary.csv[D15,glasses]; audit/reconciliation/preparation04/metric_comparison_summary.csv[D15,glasses]; audit/reconciliation/preparation04/result_gate.md","verified_preparation04_difference"
"RDIFF-P04-D15-CHEST","PREP04-R461-ac0325716421","Preparation_04_participant_day_metric","chest","primary_rule_A","first_timing_above_250","paired_finite_mean; paired_MAE; n=786",9.27203138253,9.27203138253,0,,"no_mean_paired_difference","not_assessed_no_reported_scalar_mapping","not_assessed_no_model_or_p_value_comparison","pending_hypothesis_rerun_and_claim_audit","same_construct_modified_gap_handling","METRIC-004","audit/reconciliation/preparation04/metric_paired_difference_summary.csv[D15,chest]; audit/reconciliation/preparation04/metric_comparison_summary.csv[D15,chest]; audit/reconciliation/preparation04/result_gate.md","verified_preparation04_difference"
"RDIFF-P04-D16-GLASSES","PREP04-R461-ac0325716421","Preparation_04_participant_day_metric","glasses","primary_rule_A","last_timing_above_250","paired_finite_mean; paired_MAE; n=679",17.9307805596,17.9307805596,0,,"no_mean_paired_difference","not_assessed_no_reported_scalar_mapping","not_assessed_no_model_or_p_value_comparison","pending_hypothesis_rerun_and_claim_audit","same_construct_modified_gap_handling","METRIC-004","audit/reconciliation/preparation04/metric_paired_difference_summary.csv[D16,glasses]; audit/reconciliation/preparation04/metric_comparison_summary.csv[D16,glasses]; audit/reconciliation/preparation04/result_gate.md","verified_preparation04_difference"
"RDIFF-P04-D16-CHEST","PREP04-R461-ac0325716421","Preparation_04_participant_day_metric","chest","primary_rule_A","last_timing_above_250","paired_finite_mean; paired_MAE; n=773",17.8999137559,17.8999137559,0,,"no_mean_paired_difference","not_assessed_no_reported_scalar_mapping","not_assessed_no_model_or_p_value_comparison","pending_hypothesis_rerun_and_claim_audit","same_construct_modified_gap_handling","METRIC-004","audit/reconciliation/preparation04/metric_paired_difference_summary.csv[D16,chest]; audit/reconciliation/preparation04/metric_comparison_summary.csv[D16,chest]; audit/reconciliation/preparation04/result_gate.md","verified_preparation04_difference"
"RDIFF-P04-D17-GLASSES","PREP04-R461-ac0325716421","Preparation_04_participant_day_metric","glasses","primary_rule_A","dose_observed_medi","paired_finite_mean; paired_MAE; n=811",9774.73697774,9701.66823164,73.0687460954,0.00747526468096,"negative_mean_paired_difference","not_assessed_no_reported_scalar_mapping","not_assessed_no_model_or_p_value_comparison","pending_hypothesis_rerun_and_claim_audit","same_construct_observed_integral_comparison","METRIC-001|METRIC-002","audit/reconciliation/preparation04/metric_paired_difference_summary.csv[D17,glasses]; audit/reconciliation/preparation04/metric_comparison_summary.csv[D17,glasses]; audit/reconciliation/preparation04/result_gate.md","verified_preparation04_difference"
"RDIFF-P04-D17-CHEST","PREP04-R461-ac0325716421","Preparation_04_participant_day_metric","chest","primary_rule_A","dose_observed_medi","paired_finite_mean; paired_MAE; n=897",12199.1727695,12041.15044,158.022329555,0.0129535282876,"negative_mean_paired_difference","not_assessed_no_reported_scalar_mapping","not_assessed_no_model_or_p_value_comparison","pending_hypothesis_rerun_and_claim_audit","same_construct_observed_integral_comparison","METRIC-001|METRIC-002","audit/reconciliation/preparation04/metric_paired_difference_summary.csv[D17,chest]; audit/reconciliation/preparation04/metric_comparison_summary.csv[D17,chest]; audit/reconciliation/preparation04/result_gate.md","verified_preparation04_difference"
"RDIFF-P04-D18-GLASSES","PREP04-R461-ac0325716421","Preparation_04_participant_day_metric","glasses","primary_rule_A","dose_time_sensitive_corrected_medi","paired_finite_mean; paired_MAE; n=736",10108.5665402,10329.766627,346.591227761,0.0342868819611,"positive_mean_paired_difference","not_assessed_no_reported_scalar_mapping","not_assessed_no_model_or_p_value_comparison","pending_hypothesis_rerun_and_claim_audit","related_construct_support_corrected_estimand","METRIC-001|METRIC-002","audit/reconciliation/preparation04/metric_paired_difference_summary.csv[D18,glasses]; audit/reconciliation/preparation04/metric_comparison_summary.csv[D18,glasses]; audit/reconciliation/preparation04/result_gate.md","verified_preparation04_difference"
"RDIFF-P04-D18-CHEST","PREP04-R461-ac0325716421","Preparation_04_participant_day_metric","chest","primary_rule_A","dose_time_sensitive_corrected_medi","paired_finite_mean; paired_MAE; n=827",12407.1042953,12596.2928673,474.950930817,0.0382805624513,"positive_mean_paired_difference","not_assessed_no_reported_scalar_mapping","not_assessed_no_model_or_p_value_comparison","pending_hypothesis_rerun_and_claim_audit","related_construct_support_corrected_estimand","METRIC-001|METRIC-002","audit/reconciliation/preparation04/metric_paired_difference_summary.csv[D18,chest]; audit/reconciliation/preparation04/metric_comparison_summary.csv[D18,chest]; audit/reconciliation/preparation04/result_gate.md","verified_preparation04_difference"
"RDIFF-P04-D19-GLASSES","PREP04-R461-ac0325716421","Preparation_04_participant_day_metric","glasses","primary_rule_A","duration_above_250_wake","paired_finite_mean; paired_MAE; n=699",3.02768240343,3.02701478302,0.00066762041011,0.000220505429946,"negative_mean_paired_difference","not_assessed_no_reported_scalar_mapping","not_assessed_no_model_or_p_value_comparison","pending_hypothesis_rerun_and_claim_audit","same_construct_metric_specific_support","STATE-004|STATE-005","audit/reconciliation/preparation04/metric_paired_difference_summary.csv[D19,glasses]; audit/reconciliation/preparation04/metric_comparison_summary.csv[D19,glasses]; audit/reconciliation/preparation04/result_gate.md","verified_preparation04_difference"
"RDIFF-P04-D19-CHEST","PREP04-R461-ac0325716421","Preparation_04_participant_day_metric","chest","primary_rule_A","duration_above_250_wake","paired_finite_mean; paired_MAE; n=783",2.91232439336,2.91108982546,0.00123456790123,0.000423911534048,"negative_mean_paired_difference","not_assessed_no_reported_scalar_mapping","not_assessed_no_model_or_p_value_comparison","pending_hypothesis_rerun_and_claim_audit","same_construct_metric_specific_support","STATE-004|STATE-005","audit/reconciliation/preparation04/metric_paired_difference_summary.csv[D19,chest]; audit/reconciliation/preparation04/metric_comparison_summary.csv[D19,chest]; audit/reconciliation/preparation04/result_gate.md","verified_preparation04_difference"
"RDIFF-P04-D20-GLASSES","PREP04-R461-ac0325716421","Preparation_04_participant_day_metric","glasses","primary_rule_A","duration_below_10_pre_sleep","paired_finite_mean; paired_MAE; n=645",1.85764857881,1.85762273902,2.58397932817e-05,1.39099470031e-05,"negative_mean_paired_difference","not_assessed_no_reported_scalar_mapping","not_assessed_no_model_or_p_value_comparison","pending_hypothesis_rerun_and_claim_audit","same_construct_metric_specific_support","STATE-004|STATE-005","audit/reconciliation/preparation04/metric_paired_difference_summary.csv[D20,glasses]; audit/reconciliation/preparation04/metric_comparison_summary.csv[D20,glasses]; audit/reconciliation/preparation04/result_gate.md","verified_preparation04_difference"
"RDIFF-P04-D20-CHEST","PREP04-R461-ac0325716421","Preparation_04_participant_day_metric","chest","primary_rule_A","duration_below_10_pre_sleep","paired_finite_mean; paired_MAE; n=736",1.93238224638,1.93229166667,9.05797101449e-05,4.68746337919e-05,"negative_mean_paired_difference","not_assessed_no_reported_scalar_mapping","not_assessed_no_model_or_p_value_comparison","pending_hypothesis_rerun_and_claim_audit","same_construct_metric_specific_support","STATE-004|STATE-005","audit/reconciliation/preparation04/metric_paired_difference_summary.csv[D20,chest]; audit/reconciliation/preparation04/metric_comparison_summary.csv[D20,chest]; audit/reconciliation/preparation04/result_gate.md","verified_preparation04_difference"
"RDIFF-P04-D21-GLASSES","PREP04-R461-ac0325716421","Preparation_04_participant_day_metric","glasses","primary_rule_A","duration_below_1_sleep_environment","paired_finite_mean; paired_MAE; n=771",7.06807176827,7.06785559879,0.00492866407263,0.000697313812624,"negative_mean_paired_difference","not_assessed_no_reported_scalar_mapping","not_assessed_no_model_or_p_value_comparison","pending_hypothesis_rerun_and_claim_audit","same_construct_metric_specific_support","STATE-004|STATE-005","audit/reconciliation/preparation04/metric_paired_difference_summary.csv[D21,glasses]; audit/reconciliation/preparation04/metric_comparison_summary.csv[D21,glasses]; audit/reconciliation/preparation04/result_gate.md","verified_preparation04_difference"
"RDIFF-P04-D21-CHEST","PREP04-R461-ac0325716421","Preparation_04_participant_day_metric","chest","primary_rule_A","duration_below_1_sleep_environment","paired_finite_mean; paired_MAE; n=854",7.18772443404,7.18961748634,0.00236143637783,0.00032853741118,"positive_mean_paired_difference","not_assessed_no_reported_scalar_mapping","not_assessed_no_model_or_p_value_comparison","pending_hypothesis_rerun_and_claim_audit","same_construct_metric_specific_support","STATE-004|STATE-005","audit/reconciliation/preparation04/metric_paired_difference_summary.csv[D21,chest]; audit/reconciliation/preparation04/metric_comparison_summary.csv[D21,chest]; audit/reconciliation/preparation04/result_gate.md","verified_preparation04_difference"
