frame_id,run_order,run_id,data_scenario_id,reader_scenario,placement,placement_label,sample_scenario,analytical_role,metric_id,instrument_id,availability,row_key_hash,participants,participant_days,observations,sites,derivation_hours,min_days_per_participant,median_days_per_participant,max_days_per_participant,primary_family_member,removed_site,remaining_participants,remaining_participant_days,refit_status,refit_error,estimate,std_error,conf_low,conf_high,estimate_change,sign_reversal,material_change
primary__glasses__all_available__first_timing_above_250__MEQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,first_timing_above_250,MEQ,ESTIMABLE,a653d075b20ac61bca35541b2f59a8912d278179633922b46087063aa2aeaf5a,140,727,727,9,16832.5,1,6,7,TRUE,TUM,130,671,FITTED,,-0.39065039411125047,0.1292706757285468,-0.6440162627963582,-0.13728452542614272,0.053256970298118544,FALSE,FALSE
primary__glasses__all_available__first_timing_above_250__MEQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,first_timing_above_250,MEQ,ESTIMABLE,a653d075b20ac61bca35541b2f59a8912d278179633922b46087063aa2aeaf5a,140,727,727,9,16832.5,1,6,7,TRUE,FUSPCEU,117,609,FITTED,,-0.5088020721633325,0.13528615613641098,-0.7739580657975604,-0.24364607852910464,-0.0648947077539635,FALSE,FALSE
primary__glasses__all_available__first_timing_above_250__MEQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,first_timing_above_250,MEQ,ESTIMABLE,a653d075b20ac61bca35541b2f59a8912d278179633922b46087063aa2aeaf5a,140,727,727,9,16832.5,1,6,7,TRUE,IZTECH,123,632,FITTED,,-0.3863383583039452,0.13928095739871524,-0.6593240185376845,-0.11335269807020587,0.057569006105423814,FALSE,FALSE
primary__glasses__all_available__first_timing_above_250__MEQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,first_timing_above_250,MEQ,ESTIMABLE,a653d075b20ac61bca35541b2f59a8912d278179633922b46087063aa2aeaf5a,140,727,727,9,16832.5,1,6,7,TRUE,UCR,134,698,FITTED,,-0.42982314215132106,0.1325092395822413,-0.6895364793513032,-0.17010980495133882,0.014084222258047951,FALSE,FALSE
primary__glasses__all_available__first_timing_above_250__MEQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,first_timing_above_250,MEQ,ESTIMABLE,a653d075b20ac61bca35541b2f59a8912d278179633922b46087063aa2aeaf5a,140,727,727,9,16832.5,1,6,7,TRUE,KNUST,125,666,FITTED,,-0.46024789134013266,0.1388191438027871,-0.7323284135582819,-0.1881673691219834,-0.016340526930763655,FALSE,FALSE
primary__glasses__all_available__l10_midpoint__MCTQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,l10_midpoint,MCTQ,ESTIMABLE,ab4c2d2a634dc21d4481bba842ae47f0c092b1b795fca3f506979d601cab8592,140,810,810,9,18711.683333333334,3,6,8,TRUE,RISE,127,732,FITTED,,0.2941568572280782,0.0890181294549374,0.11968452952527683,0.46862918493087957,0.01774800461678744,FALSE,FALSE
primary__glasses__all_available__l10_midpoint__MCTQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,l10_midpoint,MCTQ,ESTIMABLE,ab4c2d2a634dc21d4481bba842ae47f0c092b1b795fca3f506979d601cab8592,140,810,810,9,18711.683333333334,3,6,8,TRUE,THUAS,127,732,FITTED,,0.27701969169545687,0.08394222463425666,0.11249595463014297,0.4415434287607708,6.108390841660927e-4,FALSE,FALSE
primary__glasses__all_available__l10_midpoint__MCTQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,l10_midpoint,MCTQ,ESTIMABLE,ab4c2d2a634dc21d4481bba842ae47f0c092b1b795fca3f506979d601cab8592,140,810,810,9,18711.683333333334,3,6,8,TRUE,BAUA,122,703,FITTED,,0.23655992236055193,0.08871854948746659,0.06267476060448302,0.41044508411662084,-0.03984893025073885,FALSE,FALSE
primary__glasses__all_available__l10_midpoint__MCTQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,l10_midpoint,MCTQ,ESTIMABLE,ab4c2d2a634dc21d4481bba842ae47f0c092b1b795fca3f506979d601cab8592,140,810,810,9,18711.683333333334,3,6,8,TRUE,MPI,114,660,FITTED,,0.19144653247996682,0.08748675986620343,0.019975634018103927,0.3629174309418297,-0.08496232013132396,FALSE,FALSE
primary__glasses__all_available__l10_midpoint__MCTQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,l10_midpoint,MCTQ,ESTIMABLE,ab4c2d2a634dc21d4481bba842ae47f0c092b1b795fca3f506979d601cab8592,140,810,810,9,18711.683333333334,3,6,8,TRUE,TUM,130,750,FITTED,,0.2857716139537011,0.07671082664714991,0.13542115650099185,0.43612207140641035,0.00936276134241032,FALSE,FALSE
primary__glasses__all_available__l10_midpoint__MCTQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,l10_midpoint,MCTQ,ESTIMABLE,ab4c2d2a634dc21d4481bba842ae47f0c092b1b795fca3f506979d601cab8592,140,810,810,9,18711.683333333334,3,6,8,TRUE,FUSPCEU,118,687,FITTED,,0.367848676630169,0.09356175669527987,0.18447100317712126,0.5512263500832167,0.09143982401887824,FALSE,FALSE
primary__glasses__all_available__l10_midpoint__MCTQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,l10_midpoint,MCTQ,ESTIMABLE,ab4c2d2a634dc21d4481bba842ae47f0c092b1b795fca3f506979d601cab8592,140,810,810,9,18711.683333333334,3,6,8,TRUE,IZTECH,123,709,FITTED,,0.2949473486355211,0.08660161090934723,0.12521131025004953,0.46468338702099266,0.0185384960242303,FALSE,FALSE
primary__glasses__all_available__l10_midpoint__MCTQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,l10_midpoint,MCTQ,ESTIMABLE,ab4c2d2a634dc21d4481bba842ae47f0c092b1b795fca3f506979d601cab8592,140,810,810,9,18711.683333333334,3,6,8,TRUE,UCR,134,778,FITTED,,0.2605276638673616,0.08301078568684656,0.0978295135927694,0.4232258141419538,-0.015881188743929187,FALSE,FALSE
primary__glasses__all_available__l10_midpoint__MCTQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,l10_midpoint,MCTQ,ESTIMABLE,ab4c2d2a634dc21d4481bba842ae47f0c092b1b795fca3f506979d601cab8592,140,810,810,9,18711.683333333334,3,6,8,TRUE,KNUST,125,729,FITTED,,0.2883247995336333,0.08559550426097828,0.12056069394357122,0.45608890512369543,0.011915946922342546,FALSE,FALSE
primary__glasses__all_available__l10_midpoint__MEQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,l10_midpoint,MEQ,ESTIMABLE,25702bb348901735e44c17f7342b6653ed1f1e450a2700c269690472425bb0f1,141,816,816,9,18851,3,6,8,TRUE,RISE,128,738,FITTED,,-0.35956198467068756,0.09815058685954428,-0.5519335999768646,-0.16719036936451054,-0.04524029765473081,FALSE,FALSE
primary__glasses__all_available__l10_midpoint__MEQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,l10_midpoint,MEQ,ESTIMABLE,25702bb348901735e44c17f7342b6653ed1f1e450a2700c269690472425bb0f1,141,816,816,9,18851,3,6,8,TRUE,THUAS,128,738,FITTED,,-0.3154626356048278,0.09132036962527594,-0.4944472711252541,-0.1364780000844015,-0.001140948588871038,FALSE,FALSE
primary__glasses__all_available__l10_midpoint__MEQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,l10_midpoint,MEQ,ESTIMABLE,25702bb348901735e44c17f7342b6653ed1f1e450a2700c269690472425bb0f1,141,816,816,9,18851,3,6,8,TRUE,BAUA,123,709,FITTED,,-0.2860837380023889,0.0963388851881666,-0.4749044832819347,-0.09726299272284314,0.028237949013567853,FALSE,FALSE
primary__glasses__all_available__l10_midpoint__MEQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,l10_midpoint,MEQ,ESTIMABLE,25702bb348901735e44c17f7342b6653ed1f1e450a2700c269690472425bb0f1,141,816,816,9,18851,3,6,8,TRUE,MPI,115,666,FITTED,,-0.2654789634646149,0.10074592119753585,-0.4629373406010955,-0.06802058632813432,0.04884272355134184,FALSE,FALSE
primary__glasses__all_available__l10_midpoint__MEQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,l10_midpoint,MEQ,ESTIMABLE,25702bb348901735e44c17f7342b6653ed1f1e450a2700c269690472425bb0f1,141,816,816,9,18851,3,6,8,TRUE,TUM,131,756,FITTED,,-0.3124535043700607,0.08391619983077651,-0.4769262337578488,-0.1479807749822726,0.0018681826458960549,FALSE,FALSE
primary__glasses__all_available__l10_midpoint__MEQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,l10_midpoint,MEQ,ESTIMABLE,25702bb348901735e44c17f7342b6653ed1f1e450a2700c269690472425bb0f1,141,816,816,9,18851,3,6,8,TRUE,FUSPCEU,118,687,FITTED,,-0.3385784442703029,0.09402560734238655,-0.5228652482858853,-0.1542916402547205,-0.024256757254346173,FALSE,FALSE
primary__glasses__all_available__l10_midpoint__MEQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,l10_midpoint,MEQ,ESTIMABLE,25702bb348901735e44c17f7342b6653ed1f1e450a2700c269690472425bb0f1,141,816,816,9,18851,3,6,8,TRUE,IZTECH,124,715,FITTED,,-0.3111468229503428,0.09571246175794959,-0.4987398008675912,-0.12355384503309444,0.003174864065613958,FALSE,FALSE
primary__glasses__all_available__l10_midpoint__MEQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,l10_midpoint,MEQ,ESTIMABLE,25702bb348901735e44c17f7342b6653ed1f1e450a2700c269690472425bb0f1,141,816,816,9,18851,3,6,8,TRUE,UCR,135,784,FITTED,,-0.31174196778032226,0.08921681895702634,-0.48660371975132416,-0.13688021580932036,0.0025797192356344922,FALSE,FALSE
primary__glasses__all_available__l10_midpoint__MEQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,l10_midpoint,MEQ,ESTIMABLE,25702bb348901735e44c17f7342b6653ed1f1e450a2700c269690472425bb0f1,141,816,816,9,18851,3,6,8,TRUE,KNUST,126,735,FITTED,,-0.3214420907320936,0.09356946519710752,-0.5048348725710983,-0.13804930889308892,-0.007120403716136869,FALSE,FALSE
primary__glasses__all_available__last_timing_above_250__MCTQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,last_timing_above_250,MCTQ,ESTIMABLE,1a6f413dca085875bfa1088b9abe8757974a9424f1c646cfca1a056c57402ad1,140,683,683,9,15900.783333333333,1,5,7,TRUE,RISE,127,610,FITTED,,0.032776290632323464,0.1363240228592525,-0.2344138843994264,0.2999664656640733,0.05792539550262666,TRUE,FALSE
primary__glasses__all_available__last_timing_above_250__MCTQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,last_timing_above_250,MCTQ,ESTIMABLE,1a6f413dca085875bfa1088b9abe8757974a9424f1c646cfca1a056c57402ad1,140,683,683,9,15900.783333333333,1,5,7,TRUE,THUAS,127,621,FITTED,,-0.011367394881219413,0.12958933267391223,-0.265357819702667,0.24262302994022816,0.013781709989083783,FALSE,FALSE
primary__glasses__all_available__last_timing_above_250__MCTQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,last_timing_above_250,MCTQ,ESTIMABLE,1a6f413dca085875bfa1088b9abe8757974a9424f1c646cfca1a056c57402ad1,140,683,683,9,15900.783333333333,1,5,7,TRUE,BAUA,122,594,FITTED,,-0.016298398964591055,0.12265971321732157,-0.25670701922455286,0.22411022129537075,0.008850705905712141,FALSE,FALSE
primary__glasses__all_available__last_timing_above_250__MCTQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,last_timing_above_250,MCTQ,ESTIMABLE,1a6f413dca085875bfa1088b9abe8757974a9424f1c646cfca1a056c57402ad1,140,683,683,9,15900.783333333333,1,5,7,TRUE,MPI,114,562,FITTED,,-0.05731560821274119,0.12642785216937863,-0.30510964510747735,0.190478428681995,-0.032166503342437994,FALSE,FALSE
primary__glasses__all_available__last_timing_above_250__MCTQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,last_timing_above_250,MCTQ,ESTIMABLE,1a6f413dca085875bfa1088b9abe8757974a9424f1c646cfca1a056c57402ad1,140,683,683,9,15900.783333333333,1,5,7,TRUE,TUM,130,630,FITTED,,0.015367283187951889,0.12344162300210013,-0.2265738520893354,0.25730841846523916,0.04051638805825508,TRUE,FALSE
primary__glasses__all_available__last_timing_above_250__MCTQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,last_timing_above_250,MCTQ,ESTIMABLE,1a6f413dca085875bfa1088b9abe8757974a9424f1c646cfca1a056c57402ad1,140,683,683,9,15900.783333333333,1,5,7,TRUE,FUSPCEU,118,581,FITTED,,-0.06830711477663513,0.14789225998599817,-0.35817061794142563,0.22155638838815533,-0.04315800990633194,FALSE,FALSE
primary__glasses__all_available__last_timing_above_250__MCTQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,last_timing_above_250,MCTQ,ESTIMABLE,1a6f413dca085875bfa1088b9abe8757974a9424f1c646cfca1a056c57402ad1,140,683,683,9,15900.783333333333,1,5,7,TRUE,IZTECH,123,594,FITTED,,-0.062083626829311865,0.12966261883772293,-0.31621768989239346,0.19205043623376974,-0.03693452195900867,FALSE,FALSE
primary__glasses__all_available__last_timing_above_250__MCTQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,last_timing_above_250,MCTQ,ESTIMABLE,1a6f413dca085875bfa1088b9abe8757974a9424f1c646cfca1a056c57402ad1,140,683,683,9,15900.783333333333,1,5,7,TRUE,UCR,134,655,FITTED,,-0.039390768387152386,0.12416358372161743,-0.28274692067294616,0.2039653838986414,-0.01424166351684919,FALSE,FALSE
primary__glasses__all_available__last_timing_above_250__MCTQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,last_timing_above_250,MCTQ,ESTIMABLE,1a6f413dca085875bfa1088b9abe8757974a9424f1c646cfca1a056c57402ad1,140,683,683,9,15900.783333333333,1,5,7,TRUE,KNUST,125,617,FITTED,,-0.03050239771482618,0.1268711525541411,-0.27916528739802954,0.2181604919683772,-0.005353292844522985,FALSE,FALSE
primary__glasses__all_available__last_timing_above_250__MEQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,last_timing_above_250,MEQ,ESTIMABLE,19d69ac7ca5c0e39ec329b92242fe35f48e5f068139bfeb96592ff51579a2290,141,687,687,9,15995.05,1,5,7,TRUE,RISE,128,614,FITTED,,-0.05409702405202741,0.154220241495142,-0.35636314306957523,0.2481690949655204,-0.08312829363005751,TRUE,FALSE
primary__glasses__all_available__last_timing_above_250__MEQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,last_timing_above_250,MEQ,ESTIMABLE,19d69ac7ca5c0e39ec329b92242fe35f48e5f068139bfeb96592ff51579a2290,141,687,687,9,15995.05,1,5,7,TRUE,THUAS,128,625,FITTED,,-0.0018198913661619312,0.14383544748481333,-0.2837321881365983,0.2800924054042744,-0.030851160944192036,TRUE,FALSE
primary__glasses__all_available__last_timing_above_250__MEQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,last_timing_above_250,MEQ,ESTIMABLE,19d69ac7ca5c0e39ec329b92242fe35f48e5f068139bfeb96592ff51579a2290,141,687,687,9,15995.05,1,5,7,TRUE,BAUA,123,598,FITTED,,0.066395719654917,0.13648873887154273,-0.20111729282859872,0.33390873213843275,0.03736445007688689,FALSE,FALSE
primary__glasses__all_available__last_timing_above_250__MEQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,last_timing_above_250,MEQ,ESTIMABLE,19d69ac7ca5c0e39ec329b92242fe35f48e5f068139bfeb96592ff51579a2290,141,687,687,9,15995.05,1,5,7,TRUE,MPI,115,566,FITTED,,0.11135759700134573,0.14876384721270053,-0.18021418573716652,0.402929379739858,0.08232632742331562,FALSE,FALSE
primary__glasses__all_available__last_timing_above_250__MEQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,last_timing_above_250,MEQ,ESTIMABLE,19d69ac7ca5c0e39ec329b92242fe35f48e5f068139bfeb96592ff51579a2290,141,687,687,9,15995.05,1,5,7,TRUE,TUM,131,634,FITTED,,-4.3147407321295485e-4,0.1374431260256866,-0.2698150510061584,0.2689521028597324,-0.02946274365124306,TRUE,FALSE
primary__glasses__all_available__last_timing_above_250__MEQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,last_timing_above_250,MEQ,ESTIMABLE,19d69ac7ca5c0e39ec329b92242fe35f48e5f068139bfeb96592ff51579a2290,141,687,687,9,15995.05,1,5,7,TRUE,FUSPCEU,118,581,FITTED,,0.05563317137907299,0.14838997607532609,-0.23520583739532636,0.3464721801534723,0.026601901801042886,FALSE,FALSE
primary__glasses__all_available__last_timing_above_250__MEQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,last_timing_above_250,MEQ,ESTIMABLE,19d69ac7ca5c0e39ec329b92242fe35f48e5f068139bfeb96592ff51579a2290,141,687,687,9,15995.05,1,5,7,TRUE,IZTECH,124,598,FITTED,,0.01571936416369291,0.1456145950440186,-0.2696799977459681,0.30111872607335394,-0.013311905414337195,FALSE,FALSE
primary__glasses__all_available__last_timing_above_250__MEQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,last_timing_above_250,MEQ,ESTIMABLE,19d69ac7ca5c0e39ec329b92242fe35f48e5f068139bfeb96592ff51579a2290,141,687,687,9,15995.05,1,5,7,TRUE,UCR,135,659,FITTED,,0.04848323370522499,0.1368639553658662,-0.21976518959357016,0.3167316570040202,0.019451964127194885,FALSE,FALSE
primary__glasses__all_available__last_timing_above_250__MEQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,last_timing_above_250,MEQ,ESTIMABLE,19d69ac7ca5c0e39ec329b92242fe35f48e5f068139bfeb96592ff51579a2290,141,687,687,9,15995.05,1,5,7,TRUE,KNUST,126,621,FITTED,,0.03128947271693856,0.14168725254842374,-0.2464124393464029,0.30899138478028,0.002258203138908458,FALSE,FALSE
primary__glasses__all_available__longest_period_midpoint__MCTQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,longest_period_midpoint,MCTQ,ESTIMABLE,4a84638249c0cb5e0be8b0e5add1eff77115390fcdb24560ff63791921dd35bc,131,478,478,9,11325.55,1,4,7,TRUE,RISE,118,429,FITTED,,0.21831776856978924,0.14568613116796575,-0.06722180156640178,0.5038573387059803,0.05756190248032189,FALSE,FALSE
primary__glasses__all_available__longest_period_midpoint__MCTQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,longest_period_midpoint,MCTQ,ESTIMABLE,4a84638249c0cb5e0be8b0e5add1eff77115390fcdb24560ff63791921dd35bc,131,478,478,9,11325.55,1,4,7,TRUE,THUAS,118,432,FITTED,,0.09672471723311082,0.14290603203227029,-0.18336595872366612,0.37681539318988777,-0.06403114885635652,FALSE,FALSE
primary__glasses__all_available__longest_period_midpoint__MCTQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,longest_period_midpoint,MCTQ,ESTIMABLE,4a84638249c0cb5e0be8b0e5add1eff77115390fcdb24560ff63791921dd35bc,131,478,478,9,11325.55,1,4,7,TRUE,BAUA,113,410,FITTED,,0.22074177421128713,0.1448924304442926,-0.06324217109200111,0.5047257195145753,0.05998590812181978,FALSE,FALSE
primary__glasses__all_available__longest_period_midpoint__MCTQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,longest_period_midpoint,MCTQ,ESTIMABLE,4a84638249c0cb5e0be8b0e5add1eff77115390fcdb24560ff63791921dd35bc,131,478,478,9,11325.55,1,4,7,TRUE,MPI,108,394,FITTED,,0.09147765042536735,0.15496081011793156,-0.21223995642092838,0.39519525727166305,-0.0692782156641,FALSE,FALSE
