frame_id,run_order,run_id,data_scenario_id,reader_scenario,placement,placement_label,sample_scenario,analytical_role,metric_id,instrument_id,availability,row_key_hash,participants,participant_days,observations,sites,derivation_hours,min_days_per_participant,median_days_per_participant,max_days_per_participant,primary_family_member,participant_key,deletion_converged,deleted_estimate,estimate_change,dfbeta,cooks_distance,dfbeta_threshold,influence_error,dfbeta_flag,sign_reversal,material_change
primary__glasses__all_available__first_timing_above_250__MCTQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,first_timing_above_250,MCTQ,ESTIMABLE,09aca8c67d0f33e3561b5251db458fd11ffd0dd6caf4bc37d546714cd30c53a5,139,722,722,9,16716.266666666666,1,6,7,TRUE,RISE:RISE_S012,TRUE,0.3828938752743006,0.0016573323842590804,0.01373621255012755,3.676640297548473e-4,0.16963778593599418,,FALSE,FALSE,FALSE
primary__glasses__all_available__first_timing_above_250__MCTQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,first_timing_above_250,MCTQ,ESTIMABLE,09aca8c67d0f33e3561b5251db458fd11ffd0dd6caf4bc37d546714cd30c53a5,139,722,722,9,16716.266666666666,1,6,7,TRUE,RISE:RISE_S013,TRUE,0.3857387546796002,0.00450221178955873,0.03703781806760451,7.019927018132155e-4,0.16963778593599418,,FALSE,FALSE,FALSE
primary__glasses__all_available__first_timing_above_250__MCTQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,first_timing_above_250,MCTQ,ESTIMABLE,09aca8c67d0f33e3561b5251db458fd11ffd0dd6caf4bc37d546714cd30c53a5,139,722,722,9,16716.266666666666,1,6,7,TRUE,RISE:RISE_S016,TRUE,0.3824638380155941,0.0012272951255525855,0.010189387730326226,5.885333222528947e-4,0.16963778593599418,,FALSE,FALSE,FALSE
primary__glasses__all_available__first_timing_above_250__MCTQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,first_timing_above_250,MCTQ,ESTIMABLE,09aca8c67d0f33e3561b5251db458fd11ffd0dd6caf4bc37d546714cd30c53a5,139,722,722,9,16716.266666666666,1,6,7,TRUE,THUAS:THUAS_S001,TRUE,0.36199205008860785,-0.019244492801433644,-0.16461367918298309,0.06221760311763639,0.16963778593599418,,FALSE,FALSE,FALSE
primary__glasses__all_available__first_timing_above_250__MCTQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,first_timing_above_250,MCTQ,ESTIMABLE,09aca8c67d0f33e3561b5251db458fd11ffd0dd6caf4bc37d546714cd30c53a5,139,722,722,9,16716.266666666666,1,6,7,TRUE,THUAS:THUAS_S002,TRUE,0.37872667538578997,-0.0025098675042515284,-0.020802955236563222,6.533909930397358e-4,0.16963778593599418,,FALSE,FALSE,FALSE
primary__glasses__all_available__first_timing_above_250__MCTQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,first_timing_above_250,MCTQ,ESTIMABLE,09aca8c67d0f33e3561b5251db458fd11ffd0dd6caf4bc37d546714cd30c53a5,139,722,722,9,16716.266666666666,1,6,7,TRUE,THUAS:THUAS_S003,TRUE,0.3799521363654989,-0.0012844065245425917,-0.010659473120369403,3.270780836973434e-4,0.16963778593599418,,FALSE,FALSE,FALSE
primary__glasses__all_available__first_timing_above_250__MCTQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,first_timing_above_250,MCTQ,ESTIMABLE,09aca8c67d0f33e3561b5251db458fd11ffd0dd6caf4bc37d546714cd30c53a5,139,722,722,9,16716.266666666666,1,6,7,TRUE,THUAS:THUAS_S005,TRUE,0.3814725889499263,2.360460598848091e-4,0.001962740365343936,0.0018633117154432158,0.16963778593599418,,FALSE,FALSE,FALSE
primary__glasses__all_available__first_timing_above_250__MCTQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,first_timing_above_250,MCTQ,ESTIMABLE,09aca8c67d0f33e3561b5251db458fd11ffd0dd6caf4bc37d546714cd30c53a5,139,722,722,9,16716.266666666666,1,6,7,TRUE,THUAS:THUAS_S006,TRUE,0.40648609905661415,0.02524955616657265,0.21051220124202077,0.02466057095385953,0.16963778593599418,,TRUE,FALSE,FALSE
primary__glasses__all_available__first_timing_above_250__MCTQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,first_timing_above_250,MCTQ,ESTIMABLE,09aca8c67d0f33e3561b5251db458fd11ffd0dd6caf4bc37d546714cd30c53a5,139,722,722,9,16716.266666666666,1,6,7,TRUE,THUAS:THUAS_S007,TRUE,0.38016939761893637,-0.00106714527110513,-0.008873346316024466,7.169043811104996e-4,0.16963778593599418,,FALSE,FALSE,FALSE
primary__glasses__all_available__first_timing_above_250__MCTQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,first_timing_above_250,MCTQ,ESTIMABLE,09aca8c67d0f33e3561b5251db458fd11ffd0dd6caf4bc37d546714cd30c53a5,139,722,722,9,16716.266666666666,1,6,7,TRUE,THUAS:THUAS_S010,TRUE,0.3794352078519607,-0.0018013350380807758,-0.01497091034265229,0.0013757554556417335,0.16963778593599418,,FALSE,FALSE,FALSE
primary__glasses__all_available__first_timing_above_250__MCTQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,first_timing_above_250,MCTQ,ESTIMABLE,09aca8c67d0f33e3561b5251db458fd11ffd0dd6caf4bc37d546714cd30c53a5,139,722,722,9,16716.266666666666,1,6,7,TRUE,THUAS:THUAS_S011,TRUE,0.37560297776615964,-0.005633565123881856,-0.04627710588640716,9.955294172949328e-4,0.16963778593599418,,FALSE,FALSE,FALSE
primary__glasses__all_available__first_timing_above_250__MCTQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,first_timing_above_250,MCTQ,ESTIMABLE,09aca8c67d0f33e3561b5251db458fd11ffd0dd6caf4bc37d546714cd30c53a5,139,722,722,9,16716.266666666666,1,6,7,TRUE,THUAS:THUAS_S014,TRUE,0.3821213752567478,8.848323667062785e-4,0.007320402297752973,6.126761334373509e-5,0.16963778593599418,,FALSE,FALSE,FALSE
primary__glasses__all_available__first_timing_above_250__MCTQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,first_timing_above_250,MCTQ,ESTIMABLE,09aca8c67d0f33e3561b5251db458fd11ffd0dd6caf4bc37d546714cd30c53a5,139,722,722,9,16716.266666666666,1,6,7,TRUE,THUAS:THUAS_S015,TRUE,0.3813196907938328,8.31479037913252e-5,6.898935078559402e-4,2.622921543104604e-6,0.16963778593599418,,FALSE,FALSE,FALSE
primary__glasses__all_available__first_timing_above_250__MCTQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,first_timing_above_250,MCTQ,ESTIMABLE,09aca8c67d0f33e3561b5251db458fd11ffd0dd6caf4bc37d546714cd30c53a5,139,722,722,9,16716.266666666666,1,6,7,TRUE,THUAS:THUAS_S016,TRUE,0.3851823554252181,0.003945812535176618,0.032625436735991026,9.722793539556981e-4,0.16963778593599418,,FALSE,FALSE,FALSE
primary__glasses__all_available__first_timing_above_250__MCTQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,first_timing_above_250,MCTQ,ESTIMABLE,09aca8c67d0f33e3561b5251db458fd11ffd0dd6caf4bc37d546714cd30c53a5,139,722,722,9,16716.266666666666,1,6,7,TRUE,THUAS:THUAS_S017,TRUE,0.38207869624214047,8.421533520989732e-4,0.006982628816611996,1.2424291381930323e-4,0.16963778593599418,,FALSE,FALSE,FALSE
primary__glasses__all_available__first_timing_above_250__MCTQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,first_timing_above_250,MCTQ,ESTIMABLE,09aca8c67d0f33e3561b5251db458fd11ffd0dd6caf4bc37d546714cd30c53a5,139,722,722,9,16716.266666666666,1,6,7,TRUE,THUAS:THUAS_S018,TRUE,0.3785843639767973,-0.0026521789132442075,-0.022014333501159635,0.0012179268139899733,0.16963778593599418,,FALSE,FALSE,FALSE
primary__glasses__all_available__first_timing_above_250__MCTQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,first_timing_above_250,MCTQ,ESTIMABLE,09aca8c67d0f33e3561b5251db458fd11ffd0dd6caf4bc37d546714cd30c53a5,139,722,722,9,16716.266666666666,1,6,7,TRUE,BAUA:BAUA_S001,TRUE,0.37248770996650565,-0.008748832923535843,-0.07218862433767313,0.0025153805309081124,0.16963778593599418,,FALSE,FALSE,FALSE
primary__glasses__all_available__first_timing_above_250__MCTQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,first_timing_above_250,MCTQ,ESTIMABLE,09aca8c67d0f33e3561b5251db458fd11ffd0dd6caf4bc37d546714cd30c53a5,139,722,722,9,16716.266666666666,1,6,7,TRUE,BAUA:BAUA_S002,TRUE,0.37524776196561177,-0.005988780924429726,-0.049667428849532326,0.0026619806739344425,0.16963778593599418,,FALSE,FALSE,FALSE
primary__glasses__all_available__first_timing_above_250__MCTQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,first_timing_above_250,MCTQ,ESTIMABLE,09aca8c67d0f33e3561b5251db458fd11ffd0dd6caf4bc37d546714cd30c53a5,139,722,722,9,16716.266666666666,1,6,7,TRUE,BAUA:BAUA_S003,TRUE,0.378255523592563,-0.0029810192974785155,-0.02533620929686439,0.03090664335104692,0.16963778593599418,,FALSE,FALSE,FALSE
primary__glasses__all_available__first_timing_above_250__MCTQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,first_timing_above_250,MCTQ,ESTIMABLE,09aca8c67d0f33e3561b5251db458fd11ffd0dd6caf4bc37d546714cd30c53a5,139,722,722,9,16716.266666666666,1,6,7,TRUE,BAUA:BAUA_S004,TRUE,0.3826832061350845,0.0014466632450430006,0.012072348616302075,0.006902138221811859,0.16963778593599418,,FALSE,FALSE,FALSE
primary__glasses__all_available__first_timing_above_250__MCTQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,first_timing_above_250,MCTQ,ESTIMABLE,09aca8c67d0f33e3561b5251db458fd11ffd0dd6caf4bc37d546714cd30c53a5,139,722,722,9,16716.266666666666,1,6,7,TRUE,BAUA:BAUA_S005,TRUE,0.3769515064502347,-0.004285036439806822,-0.03553606486983877,0.0011441442033342346,0.16963778593599418,,FALSE,FALSE,FALSE
primary__glasses__all_available__first_timing_above_250__MCTQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,first_timing_above_250,MCTQ,ESTIMABLE,09aca8c67d0f33e3561b5251db458fd11ffd0dd6caf4bc37d546714cd30c53a5,139,722,722,9,16716.266666666666,1,6,7,TRUE,BAUA:BAUA_S006,TRUE,0.3818772656170102,6.407227269686899e-4,0.005323576969459445,0.001561206333644625,0.16963778593599418,,FALSE,FALSE,FALSE
primary__glasses__all_available__first_timing_above_250__MCTQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,first_timing_above_250,MCTQ,ESTIMABLE,09aca8c67d0f33e3561b5251db458fd11ffd0dd6caf4bc37d546714cd30c53a5,139,722,722,9,16716.266666666666,1,6,7,TRUE,BAUA:BAUA_S007,TRUE,0.3598794755701955,-0.02135706731984599,-0.17732689077574545,0.013925570548631219,0.16963778593599418,,TRUE,FALSE,FALSE
primary__glasses__all_available__first_timing_above_250__MCTQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,first_timing_above_250,MCTQ,ESTIMABLE,09aca8c67d0f33e3561b5251db458fd11ffd0dd6caf4bc37d546714cd30c53a5,139,722,722,9,16716.266666666666,1,6,7,TRUE,BAUA:BAUA_S009,TRUE,0.38183701074988763,6.004678598461322e-4,0.004983525609606157,9.65192088539064e-5,0.16963778593599418,,FALSE,FALSE,FALSE
primary__glasses__all_available__first_timing_above_250__MCTQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,first_timing_above_250,MCTQ,ESTIMABLE,09aca8c67d0f33e3561b5251db458fd11ffd0dd6caf4bc37d546714cd30c53a5,139,722,722,9,16716.266666666666,1,6,7,TRUE,BAUA:BAUA_S011,TRUE,0.40835700606967285,0.02712046317963135,0.23363104708212926,0.05498375763429761,0.16963778593599418,,TRUE,FALSE,FALSE
primary__glasses__all_available__first_timing_above_250__MCTQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,first_timing_above_250,MCTQ,ESTIMABLE,09aca8c67d0f33e3561b5251db458fd11ffd0dd6caf4bc37d546714cd30c53a5,139,722,722,9,16716.266666666666,1,6,7,TRUE,BAUA:BAUA_S012,TRUE,0.39496056778002864,0.013724024889987141,0.11486677225394441,0.01463973302080357,0.16963778593599418,,FALSE,FALSE,FALSE
primary__glasses__all_available__first_timing_above_250__MCTQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,first_timing_above_250,MCTQ,ESTIMABLE,09aca8c67d0f33e3561b5251db458fd11ffd0dd6caf4bc37d546714cd30c53a5,139,722,722,9,16716.266666666666,1,6,7,TRUE,BAUA:BAUA_S013,TRUE,0.3875240988508454,0.006287555960803881,0.052217949027167074,0.00330902812512919,0.16963778593599418,,FALSE,FALSE,FALSE
primary__glasses__all_available__first_timing_above_250__MCTQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,first_timing_above_250,MCTQ,ESTIMABLE,09aca8c67d0f33e3561b5251db458fd11ffd0dd6caf4bc37d546714cd30c53a5,139,722,722,9,16716.266666666666,1,6,7,TRUE,BAUA:BAUA_S014,TRUE,0.38435734875131145,0.0031208058612699485,0.026078799350190075,0.009044544694623667,0.16963778593599418,,FALSE,FALSE,FALSE
primary__glasses__all_available__first_timing_above_250__MCTQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,first_timing_above_250,MCTQ,ESTIMABLE,09aca8c67d0f33e3561b5251db458fd11ffd0dd6caf4bc37d546714cd30c53a5,139,722,722,9,16716.266666666666,1,6,7,TRUE,BAUA:BAUA_S015,TRUE,0.3911930920685828,0.00995654917854133,0.08261016639337004,0.00530591242128579,0.16963778593599418,,FALSE,FALSE,FALSE
primary__glasses__all_available__first_timing_above_250__MCTQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,first_timing_above_250,MCTQ,ESTIMABLE,09aca8c67d0f33e3561b5251db458fd11ffd0dd6caf4bc37d546714cd30c53a5,139,722,722,9,16716.266666666666,1,6,7,TRUE,BAUA:BAUA_S016,TRUE,0.3841818969232175,0.0029453540331760286,0.024395017111722626,5.958290464567687e-4,0.16963778593599418,,FALSE,FALSE,FALSE
primary__glasses__all_available__first_timing_above_250__MCTQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,first_timing_above_250,MCTQ,ESTIMABLE,09aca8c67d0f33e3561b5251db458fd11ffd0dd6caf4bc37d546714cd30c53a5,139,722,722,9,16716.266666666666,1,6,7,TRUE,BAUA:BAUA_S018,TRUE,0.3766682973203122,-0.00456824556972929,-0.037811083134504826,0.001006433107999499,0.16963778593599418,,FALSE,FALSE,FALSE
primary__glasses__all_available__first_timing_above_250__MCTQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,first_timing_above_250,MCTQ,ESTIMABLE,09aca8c67d0f33e3561b5251db458fd11ffd0dd6caf4bc37d546714cd30c53a5,139,722,722,9,16716.266666666666,1,6,7,TRUE,BAUA:BAUA_S022,TRUE,0.3811161858582046,-1.2035703183688184e-4,-9.999815548763663e-4,4.78595588648244e-5,0.16963778593599418,,FALSE,FALSE,FALSE
primary__glasses__all_available__first_timing_above_250__MCTQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,first_timing_above_250,MCTQ,ESTIMABLE,09aca8c67d0f33e3561b5251db458fd11ffd0dd6caf4bc37d546714cd30c53a5,139,722,722,9,16716.266666666666,1,6,7,TRUE,BAUA:BAUA_S024,TRUE,0.38106692388616953,-1.6961900387196804e-4,-0.0014116062852820457,3.546161272657185e-4,0.16963778593599418,,FALSE,FALSE,FALSE
primary__glasses__all_available__first_timing_above_250__MCTQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,first_timing_above_250,MCTQ,ESTIMABLE,09aca8c67d0f33e3561b5251db458fd11ffd0dd6caf4bc37d546714cd30c53a5,139,722,722,9,16716.266666666666,1,6,7,TRUE,BAUA:BAUA_S025,TRUE,0.37426201819783544,-0.006974524692206052,-0.05686049278466693,8.015246403569969e-4,0.16963778593599418,,FALSE,FALSE,FALSE
primary__glasses__all_available__first_timing_above_250__MCTQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,first_timing_above_250,MCTQ,ESTIMABLE,09aca8c67d0f33e3561b5251db458fd11ffd0dd6caf4bc37d546714cd30c53a5,139,722,722,9,16716.266666666666,1,6,7,TRUE,MPI:MPI_S201,TRUE,0.3745188587169597,-0.006717684173081773,-0.056103202238622814,0.005905417455769069,0.16963778593599418,,FALSE,FALSE,FALSE
primary__glasses__all_available__first_timing_above_250__MCTQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,first_timing_above_250,MCTQ,ESTIMABLE,09aca8c67d0f33e3561b5251db458fd11ffd0dd6caf4bc37d546714cd30c53a5,139,722,722,9,16716.266666666666,1,6,7,TRUE,MPI:MPI_S202,TRUE,0.38146460578803343,2.280628979919319e-4,0.0018928168553217536,1.8534911135964114e-5,0.16963778593599418,,FALSE,FALSE,FALSE
primary__glasses__all_available__first_timing_above_250__MCTQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,first_timing_above_250,MCTQ,ESTIMABLE,09aca8c67d0f33e3561b5251db458fd11ffd0dd6caf4bc37d546714cd30c53a5,139,722,722,9,16716.266666666666,1,6,7,TRUE,MPI:MPI_S204,TRUE,0.40363685336523225,0.022400310475190754,0.1895570929903229,0.02352514793302214,0.16963778593599418,,TRUE,FALSE,FALSE
primary__glasses__all_available__first_timing_above_250__MCTQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,first_timing_above_250,MCTQ,ESTIMABLE,09aca8c67d0f33e3561b5251db458fd11ffd0dd6caf4bc37d546714cd30c53a5,139,722,722,9,16716.266666666666,1,6,7,TRUE,MPI:MPI_S205,TRUE,0.38856651204475073,0.007329969154709237,0.06088627833899578,0.0030241735981426507,0.16963778593599418,,FALSE,FALSE,FALSE
primary__glasses__all_available__first_timing_above_250__MCTQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,first_timing_above_250,MCTQ,ESTIMABLE,09aca8c67d0f33e3561b5251db458fd11ffd0dd6caf4bc37d546714cd30c53a5,139,722,722,9,16716.266666666666,1,6,7,TRUE,MPI:MPI_S206,TRUE,0.3525693264179568,-0.0286672164720847,-0.24390072450315475,0.03125629807960755,0.16963778593599418,,TRUE,FALSE,FALSE
primary__glasses__all_available__first_timing_above_250__MCTQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,first_timing_above_250,MCTQ,ESTIMABLE,09aca8c67d0f33e3561b5251db458fd11ffd0dd6caf4bc37d546714cd30c53a5,139,722,722,9,16716.266666666666,1,6,7,TRUE,MPI:MPI_S208,TRUE,0.3809041916005103,-3.323512895311853e-4,-0.0027613256728825798,1.8625449204334495e-5,0.16963778593599418,,FALSE,FALSE,FALSE
primary__glasses__all_available__first_timing_above_250__MCTQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,first_timing_above_250,MCTQ,ESTIMABLE,09aca8c67d0f33e3561b5251db458fd11ffd0dd6caf4bc37d546714cd30c53a5,139,722,722,9,16716.266666666666,1,6,7,TRUE,MPI:MPI_S209,TRUE,0.3812510913906854,1.4548500643918327e-5,1.2090306974050737e-4,2.2600345394293618e-4,0.16963778593599418,,FALSE,FALSE,FALSE
primary__glasses__all_available__first_timing_above_250__MCTQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,first_timing_above_250,MCTQ,ESTIMABLE,09aca8c67d0f33e3561b5251db458fd11ffd0dd6caf4bc37d546714cd30c53a5,139,722,722,9,16716.266666666666,1,6,7,TRUE,MPI:MPI_S210,TRUE,0.364382274243355,-0.016854268646686488,-0.138871657923263,0.005128881670769665,0.16963778593599418,,FALSE,FALSE,FALSE
primary__glasses__all_available__first_timing_above_250__MCTQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,first_timing_above_250,MCTQ,ESTIMABLE,09aca8c67d0f33e3561b5251db458fd11ffd0dd6caf4bc37d546714cd30c53a5,139,722,722,9,16716.266666666666,1,6,7,TRUE,MPI:MPI_S212,TRUE,0.3572760414508746,-0.023960501439166892,-0.19732832524553895,0.009505863261334612,0.16963778593599418,,TRUE,FALSE,FALSE
primary__glasses__all_available__first_timing_above_250__MCTQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,first_timing_above_250,MCTQ,ESTIMABLE,09aca8c67d0f33e3561b5251db458fd11ffd0dd6caf4bc37d546714cd30c53a5,139,722,722,9,16716.266666666666,1,6,7,TRUE,MPI:MPI_S213,TRUE,0.37904715855907845,-0.002189384330963051,-0.018206552228110146,0.001358085203351915,0.16963778593599418,,FALSE,FALSE,FALSE
primary__glasses__all_available__first_timing_above_250__MCTQ,1,primary__glasses__all_available,primary,Primary dataset,glasses,Near eye,all_available,primary_near_eye,first_timing_above_250,MCTQ,ESTIMABLE,09aca8c67d0f33e3561b5251db458fd11ffd0dd6caf4bc37d546714cd30c53a5,139,722,722,9,16716.266666666666,1,6,7,TRUE,MPI:MPI_S214,TRUE,0.3845327018072269,0.0032961589171853767,0.02737961383005305,0.0012760137514200498,0.16963778593599418,,FALSE,FALSE,FALSE
