"index","kind","style","text","text_chars","drawings","drawing_alt","drawing_width_in","drawing_height_in","direct_spacing","direct_line_rule","keep_next","keep_lines","page_before","has_keep_next","has_keep_lines","has_page_before","section","section_type","section_width","section_height","orientation","margin_top","margin_bottom"
709,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
710,"p","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,TRUE,"nextPage","11901","16840","","1440","1440"
711,"p","Beschriftung","Supplementary Table S12. Visual light sensitivity",49,0,"",,,"","","","","0",TRUE,FALSE,TRUE,FALSE,"","","","","",""
712,"p","","",0,1,"Supplementary Table S12, part 1 of 1",10.55,5.69253062117235,"","","","","0",FALSE,TRUE,TRUE,FALSE,"","","","","",""
713,"p","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,TRUE,"nextPage","16840","11901","landscape","792","792"
714,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
723,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
724,"p","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,TRUE,"nextPage","11901","16840","","1440","1440"
725,"p","Beschriftung","Supplementary Table S13. Chronotype and timing",46,0,"",,,"","","","","0",TRUE,FALSE,TRUE,FALSE,"","","","","",""
726,"p","","",0,1,"Supplementary Table S13, part 1 of 1",10.55,5.62196194225722,"","","","","0",FALSE,TRUE,TRUE,FALSE,"","","","","",""
727,"p","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,TRUE,"nextPage","16840","11901","landscape","792","792"
728,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
735,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
736,"p","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,TRUE,"nextPage","11901","16840","","1440","1440"
737,"p","Beschriftung","Supplementary Table S14. Age and biological sex",47,0,"",,,"","","","","0",TRUE,FALSE,TRUE,FALSE,"","","","","",""
738,"p","","",0,1,"Supplementary Table S14, part 1 of 1",10.367969160105,6.2,"","","","","0",FALSE,TRUE,TRUE,FALSE,"","","","","",""
739,"p","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,TRUE,"nextPage","16840","11901","landscape","792","792"
740,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
747,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
748,"p","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,TRUE,"nextPage","11901","16840","","1440","1440"
749,"p","Beschriftung","Supplementary Table S15. Biological-sex-specific daily patterns and global tests",80,0,"",,,"","","","","0",TRUE,FALSE,TRUE,FALSE,"","","","","",""
750,"p","","",0,1,"Supplementary Table S15, part 1 of 1",10.55,2.72257983377078,"","","","","0",FALSE,TRUE,TRUE,FALSE,"","","","","",""
751,"p","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,TRUE,"nextPage","16840","11901","landscape","792","792"
752,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
759,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
760,"sectPr","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,TRUE,"","11901","16840","","1440","1440"
