"key","part","path","sha256","css_width","css_height","row_start","row_end","action"
"supp_table_s2",3,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/revision_2026_09_11/consolidated_display_repair_order72k/capture_s2_attempt5/supp_table_s2_part_03.png","2bfcf9f9725410446ffe24bd6dab6a47b5864662f9040d630b184e43731fa7b3",1490,740,17,23,"new_capture_same_rows_all_columns"
"supp_table_s3",1,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/revision_2026_09_11/consolidated_display_repair_order72k/resources/8139eb4ea512_supp_table_s3_part_01.png","8139eb4ea512629f6457ad4f5dc6c586304b65c14f3324f22b6707a118b1cb4b",899,732,0,11,"reuse_only_after_Brown_scope_reconfirmation"
"supp_table_s4",1,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/revision_2026_09_11/consolidated_display_repair_order72k/resources/dc86d71f8a47_supp_table_s4_part_01.png","dc86d71f8a4731871bba6638fe979b0a38ad6da32e15e4f1d28d77e6a3443872",898,441,0,3,"reuse_only_after_Brown_scope_reconfirmation"
"supp_table_s4",2,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/revision_2026_09_11/consolidated_display_repair_order72k/resources/fe8e98ad60b1_supp_table_s4_part_02.png","fe8e98ad60b10b6308253c2fa676137311b245796001b97d33aa6163ec364018",898,477,3,6,"reuse_only_after_Brown_scope_reconfirmation"
"supp_table_s5",1,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/revision_2026_09_11/consolidated_display_repair_order72k/capture_attempt1/supp_table_s5_part_01.png","da4420467049b14411cbf564300b6aff329816a75d489045a0abfb4c999083c6",902,396,0,9,"reuse_byte_exact"
"supp_table_s6",1,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/revision_2026_09_11/consolidated_display_repair_order72k/capture_attempt1/supp_table_s6_part_01.png","4aa092ae5b952c3508e049e4452e59ec68f34d94e68ae6c95b7ab9eb9688f5a4",902,396,0,9,"reuse_byte_exact"
"supp_table_s7",1,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/revision_2026_09_11/consolidated_display_repair_order72k/resources/99283fa8c24e_supp_table_s7_part_01.png","99283fa8c24ed435ff669e6b8328ff0b76ba28b4c88cc21dfa972464a9ed7a73",896,514,0,7,"reuse_byte_exact"
"supp_table_s7",2,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/revision_2026_09_11/consolidated_display_repair_order72k/resources/2f63ea9d1590_supp_table_s7_part_02.png","2f63ea9d1590953d6301f7672c0130c43ad7fa0b1f6aaae99f653420d8ab1445",896,505,7,13,"reuse_byte_exact"
"supp_table_s7",3,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/revision_2026_09_11/consolidated_display_repair_order72k/resources/6a96e5200bc4_supp_table_s7_part_03.png","6a96e5200bc4c58fa708605c7deea05f76f9b859df30390076e8e87fbffb36ff",896,767,13,23,"replace_old_tail_with_new_parts_3_and_4"
"supp_table_s8",1,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/revision_2026_09_11/consolidated_display_repair_order72k/resources/08ad149d4a85_supp_table_s8_part_01.png","08ad149d4a8538efec7173f73b1f0f2dc0ceb2e8b4fcb368f910d971f7c559e8",897,600,0,12,"reuse_byte_exact"
"supp_table_s9",1,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/revision_2026_09_11/consolidated_display_repair_order72k/resources/aa5bb0381f9f_supp_table_s9_part_01.png","aa5bb0381f9f8880757a46cfe210aa00b3723d3ccb587aa59dc475a75984c8f6",897,181,0,3,"reuse_byte_exact"
"supp_table_s10",1,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/revision_2026_09_11/consolidated_display_repair_order72k/capture_attempt1/supp_table_s10_part_01.png","c578a78077103fa0756fe2aefbc19c1dbb44fd694f76a395ca4849a802ecd1f5",904,493,0,4,"reuse_byte_exact"
"supp_table_s10",2,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/revision_2026_09_11/consolidated_display_repair_order72k/capture_attempt1/supp_table_s10_part_02.png","c070b82780bdfbc9b26d090b8f232fe5acfb3afc72d027bdc97174ff529d4629",904,506,4,7,"reuse_byte_exact"
"supp_table_s11a",1,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/revision_2026_09_11/consolidated_display_repair_order72k/resources/085266979acb_supp_table_s11a_part_01.png","085266979acbcf2081a0bc95d98050d7071b95def61ac7bb6f060cf20a935708",895,558,0,10,"reuse_byte_exact"
"supp_table_s11b",1,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/revision_2026_09_11/consolidated_display_repair_order72k/resources/18ea22e03f53_supp_table_s11b_part_01.png","18ea22e03f53a7ac6da7ce68144f544abf86e260ef0acfcd9f321c64b39a12e6",895,465,0,7,"reuse_byte_exact"
"supp_table_s12",1,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/revision_2026_09_11/consolidated_display_repair_order72k/resources/4be6ed86410a_supp_table_s12_part_01.png","4be6ed86410ab60a7c4ee030dc899d4c932eaaccd738f8fbb29f8822f343248f",897,484,0,9,"reuse_byte_exact"
"supp_table_s13",1,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/revision_2026_09_11/consolidated_display_repair_order72k/resources/1cbbf6ecead4_supp_table_s13_part_01.png","1cbbf6ecead455b33f0394abc28804d17bf5ae8063cac617b3f487cfb5da42e8",897,478,0,10,"reuse_byte_exact"
"supp_table_s14",1,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/revision_2026_09_11/consolidated_display_repair_order72k/resources/5a01c243e5bb_supp_table_s14_part_01.png","5a01c243e5bb113aa296a56c7f87a21df6567cbd10166bf2d9e3208e89e4f4ce",898,537,0,11,"reuse_byte_exact"
"supp_table_s15",1,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/revision_2026_09_11/consolidated_display_repair_order72k/resources/f69bfc0cd6f5_supp_table_s15_part_01.png","f69bfc0cd6f58e0e34adc2f2c41fb82ec92f9af79635436b9c34e45b1f8ce78c",899,232,0,2,"reuse_byte_exact"
