"index","kind","style","text","text_chars","drawings","drawing_alt","drawing_width_in","drawing_height_in","direct_spacing","direct_line_rule","keep_next","keep_lines","page_before","has_keep_next","has_keep_lines","has_page_before","section","section_type","section_width","section_height","orientation","margin_top","margin_bottom"
59,"p","","",0,1,"Main Table 3, part 2 of 4",10.55,4.48375,"","","","","",FALSE,TRUE,TRUE,FALSE,"","","","","",""
60,"p","","",0,1,"Main Table 3, part 3 of 4",10.55,5.35685258092738,"","","","","",FALSE,TRUE,TRUE,FALSE,"","","","","",""
61,"p","","",0,1,"Main Table 3, part 4 of 4",10.2742847769029,6.2,"","","","","",FALSE,TRUE,TRUE,FALSE,"","","","","",""
62,"p","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,TRUE,"nextPage","16840","11901","landscape","792","792"
63,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
64,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
68,"p","Textkrper","The primary analysis used a population-mean quasi-Tweedie model with participant-cluster-robust covariance for uncertainty; lag-one residual correlation remained 0.288. Fitted versus observe",942,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
69,"p","Textkrper","A sensitivity adjusted the population-average light-source comparisons for each participant’s overall category distribution, distinguishing hour-to-hour differences within participants from ",670,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
70,"p","Textkrper","Immediate setting combined behaviour and environment, with an FDR-supported activity-by-site interaction. Site-average near-eye estimates were 714.2 lx outdoors (95% CI 561.7 to 908.2), 331.",1808,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
71,"p","Compact","",0,1,"Main Figure 3",3.57929243219598,5.35,"","","","","",TRUE,TRUE,TRUE,FALSE,"","","","","",""
72,"p","ImageCaption","Figure 3: Personal light exposure by immediate setting across time of day and study sites. The diary variable labelled activity combines behaviour and environmental setting. A–C, Exploratory",1142,0,"",,,"","","","","",FALSE,TRUE,FALSE,FALSE,"","","","","",""
73,"p","Textkrper","Across models of free versus work day, active versus sedentary daily activity status and previous-night sleep duration, the site-average reference was a work, sedentary day following an aver",1660,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
74,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
503,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
504,"p","berschrift2","Study support and exposure definitions",38,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
505,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
506,"p","berschrift3","Supplementary Table S1. Descriptive sample flow",47,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
507,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
508,"p","","",0,1,"Supplementary Table S1, part 1 of 1",8.81777777777778,6.1999989063867,"","","","","0",FALSE,TRUE,TRUE,FALSE,"","","","","",""
509,"p","Textkrper","Supplementary Table S1. Participant, participant-day, and one-minute observation counts across the roster, sensor-specific completeness and all-zero screens, final descriptive datasets, and ",324,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
510,"p","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,TRUE,"nextPage","16840","11901","landscape","792","792"
511,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
512,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
513,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
514,"p","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,TRUE,"nextPage","11901","16840","","1440","1440"
515,"p","berschrift3","Supplementary Table S2. Full near-eye metric dictionary and distributions",73,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
516,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
517,"p","","",0,1,"Supplementary Table S2, part 1 of 3",15.2600688976378,8.9,"","","","","0",FALSE,TRUE,TRUE,FALSE,"","","","","",""
518,"p","","",0,1,"Supplementary Table S2, part 2 of 3",15.55,7.5767104111986,"","","","","",FALSE,TRUE,TRUE,FALSE,"","","","","",""
519,"p","","",0,1,"Supplementary Table S2, part 3 of 3",15.55,7.72281824146982,"","","","","",FALSE,TRUE,TRUE,FALSE,"","","","","",""
520,"p","Textkrper","Supplementary Table S2. Definitions, exact support, median (interquartile range) summaries, and density displays for the 17 near-eye personal light-exposure metrics overall and by site. Valu",325,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
521,"p","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,TRUE,"nextPage","23810","16838","landscape","792","792"
522,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
523,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
524,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
525,"p","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,TRUE,"nextPage","11901","16840","","1440","1440"
526,"p","berschrift3","Supplementary Table S3. Descriptive recommendation-range fractions",66,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
527,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
528,"p","","",0,1,"Supplementary Table S3, part 1 of 1",7.61448053368329,6.2,"","","","","0",FALSE,TRUE,TRUE,FALSE,"","","","","",""
529,"p","Textkrper","Supplementary Table S3. Fractions of valid near-eye minutes meeting each Brown et al. recommendation range, with explicit numerators and denominators. Daytime, Pre-sleep, and Sleep identify ",496,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
530,"p","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,TRUE,"nextPage","16840","11901","landscape","792","792"
531,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
532,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
614,"p","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,TRUE,"nextPage","11901","16840","","1440","1440"
615,"p","berschrift3","Supplementary Table S7. Geographic and photoperiod associations",63,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
616,"bookmarkStart","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
617,"p","","",0,1,"Supplementary Table S7, part 1 of 3",10.55,6.05212051618548,"","","","","0",FALSE,TRUE,TRUE,FALSE,"","","","","",""
618,"p","","",0,1,"Supplementary Table S7, part 2 of 3",10.55,5.94614938757655,"","","","","",FALSE,TRUE,TRUE,FALSE,"","","","","",""
619,"p","","",0,1,"Supplementary Table S7, part 3 of 3",7.2427635608049,6.2,"","","","","",FALSE,TRUE,TRUE,FALSE,"","","","","",""
620,"p","Textkrper","Supplementary Table S7. Overall-site, civil-photoperiod and absolute-latitude associations for the 17 near-eye personal light-exposure metrics. Each displayed p value is FDR-adjusted within ",342,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
621,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
622,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
