site,Id,position,local_date,day_expected_wall_minutes,day_observed_wall_minutes,day_source_real_minutes,day_valid_minutes_raw,day_zero_medi_minutes_raw,day_valid_fraction_raw,day_valid_minutes_after_hour,day_valid_fraction_after_hour,day_eligible_hours,day_dst_fold_minutes,day_all_finite_medi_zero,day_eligible_without_all_zero_screen,day_eligible_after_hour_without_all_zero_screen,day_all_zero_medi_excluded,day_eligible,day_eligible_after_hour
BAUA,BAUA_S002,chest,2025-06-12,1440,1440,1440,1392,512,0.9666666666666667,1392,0.9666666666666667,24,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S002,chest,2025-06-13,1440,1440,1440,1323,416,0.91875,1300,0.9027777777777778,22,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S002,chest,2025-06-14,1440,1440,1440,1346,486,0.9347222222222222,1346,0.9347222222222222,23,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S002,chest,2025-06-15,1440,1440,1440,1440,493,1,1440,1,24,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S002,chest,2025-06-16,1440,1440,1440,1401,473,0.9729166666666667,1401,0.9729166666666667,24,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S002,chest,2025-06-17,1440,1440,1440,870,302,0.6041666666666666,870,0.6041666666666666,15,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BAUA,BAUA_S003,chest,2025-06-10,1440,1440,1440,509,216,0.35347222222222224,480,0.3333333333333333,8,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BAUA,BAUA_S003,chest,2025-06-11,1440,1440,1440,1440,637,1,1440,1,24,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S003,chest,2025-06-12,1440,1440,1440,1440,562,1,1440,1,24,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S003,chest,2025-06-13,1440,1440,1440,1440,651,1,1440,1,24,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S003,chest,2025-06-14,1440,1440,1440,1439,637,0.9993055555555556,1439,0.9993055555555556,24,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S003,chest,2025-06-15,1440,1440,1440,1425,647,0.9895833333333334,1425,0.9895833333333334,24,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S003,chest,2025-06-16,1440,1440,1440,1416,1005,0.9833333333333333,1416,0.9833333333333333,24,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S003,chest,2025-06-17,1440,1440,1440,870,605,0.6041666666666666,870,0.6041666666666666,15,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BAUA,BAUA_S004,chest,2025-06-10,1440,1440,1440,419,164,0.29097222222222224,419,0.29097222222222224,7,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BAUA,BAUA_S004,chest,2025-06-11,1440,1440,1440,1351,503,0.9381944444444444,1351,0.9381944444444444,23,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S004,chest,2025-06-12,1440,1440,1440,1282,408,0.8902777777777777,1282,0.8902777777777777,22,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S004,chest,2025-06-13,1440,1440,1440,1378,393,0.9569444444444445,1372,0.9527777777777777,23,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S004,chest,2025-06-14,1440,1440,1440,1379,475,0.9576388888888889,1372,0.9527777777777777,23,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S004,chest,2025-06-15,1440,1440,1440,1304,531,0.9055555555555556,1304,0.9055555555555556,22,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S004,chest,2025-06-16,1440,1440,1440,1300,461,0.9027777777777778,1297,0.9006944444444445,22,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S004,chest,2025-06-17,1440,1440,1440,960,367,0.6666666666666666,960,0.6666666666666666,16,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BAUA,BAUA_S005,chest,2025-06-10,1440,1440,1440,329,229,0.22847222222222222,300,0.20833333333333334,5,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BAUA,BAUA_S005,chest,2025-06-11,1440,1440,1440,1306,807,0.9069444444444444,1259,0.8743055555555556,22,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S005,chest,2025-06-12,1440,1440,1440,1294,487,0.8986111111111111,1294,0.8986111111111111,22,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S005,chest,2025-06-13,1440,1440,1440,1297,366,0.9006944444444445,1296,0.9,22,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S005,chest,2025-06-14,1440,1440,1440,1440,345,1,1440,1,24,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S005,chest,2025-06-15,1440,1440,1440,1440,934,1,1440,1,24,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S005,chest,2025-06-16,1440,1440,1440,977,470,0.6784722222222223,950,0.6597222222222222,16,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BAUA,BAUA_S005,chest,2025-06-17,1440,1440,1440,675,367,0.46875,675,0.46875,12,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BAUA,BAUA_S006,chest,2025-06-10,1440,1440,1440,150,150,0.10416666666666667,150,0.10416666666666667,3,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
BAUA,BAUA_S006,chest,2025-06-11,1440,1440,1440,1410,612,0.9791666666666666,1410,0.9791666666666666,24,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S006,chest,2025-06-12,1440,1440,1440,1440,619,1,1440,1,24,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S006,chest,2025-06-13,1440,1440,1440,1376,538,0.9555555555555556,1354,0.9402777777777778,23,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S006,chest,2025-06-14,1440,1440,1440,860,434,0.5972222222222222,832,0.5777777777777777,14,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BAUA,BAUA_S006,chest,2025-06-15,1440,1440,1440,1440,896,1,1440,1,24,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S006,chest,2025-06-16,1440,1440,1440,1440,625,1,1440,1,24,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S006,chest,2025-06-17,1440,1440,1440,660,485,0.4583333333333333,651,0.45208333333333334,11,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BAUA,BAUA_S007,chest,2025-06-24,1440,1440,1440,462,0,0.32083333333333336,407,0.2826388888888889,7,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BAUA,BAUA_S008,chest,2025-06-24,1440,1440,1440,835,142,0.5798611111111112,835,0.5798611111111112,14,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BAUA,BAUA_S008,chest,2025-06-25,1440,1440,1440,1440,529,1,1440,1,24,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S008,chest,2025-06-26,1440,1440,1440,1440,639,1,1440,1,24,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S008,chest,2025-06-27,1440,1440,1440,1440,536,1,1440,1,24,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S008,chest,2025-06-28,1440,1440,1440,1440,509,1,1440,1,24,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S008,chest,2025-06-29,1440,1440,1440,1440,607,1,1440,1,24,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S008,chest,2025-06-30,1440,1440,1440,1440,575,1,1440,1,24,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S008,chest,2025-07-01,1440,1440,1440,1050,468,0.7291666666666666,1050,0.7291666666666666,18,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BAUA,BAUA_S009,chest,2025-06-24,1440,1440,1440,638,21,0.44305555555555554,596,0.41388888888888886,10,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BAUA,BAUA_S009,chest,2025-06-25,1440,1440,1440,1324,345,0.9194444444444444,1307,0.9076388888888889,22,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S009,chest,2025-06-26,1440,1440,1440,1345,483,0.9340277777777778,1317,0.9145833333333333,22,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S009,chest,2025-06-27,1440,1440,1440,1404,371,0.975,1404,0.975,24,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S009,chest,2025-06-28,1440,1440,1440,1440,417,1,1440,1,24,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S009,chest,2025-06-29,1440,1440,1440,1440,424,1,1440,1,24,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S009,chest,2025-06-30,1440,1440,1440,1440,359,1,1440,1,24,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S009,chest,2025-07-01,1440,1440,1440,630,319,0.4375,630,0.4375,11,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BAUA,BAUA_S010,chest,2025-06-24,1440,1440,1440,342,104,0.2375,339,0.23541666666666666,6,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BAUA,BAUA_S010,chest,2025-06-25,1440,1440,1440,968,398,0.6722222222222223,870,0.6041666666666666,16,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BAUA,BAUA_S010,chest,2025-06-26,1440,1440,1440,632,49,0.4388888888888889,566,0.39305555555555555,11,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BAUA,BAUA_S010,chest,2025-06-27,1440,1440,1440,830,184,0.5763888888888888,779,0.5409722222222222,14,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BAUA,BAUA_S010,chest,2025-06-28,1440,1440,1440,1343,492,0.9326388888888889,1339,0.9298611111111111,23,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S010,chest,2025-06-29,1440,1440,1440,1440,825,1,1440,1,24,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S010,chest,2025-06-30,1440,1440,1440,1117,533,0.7756944444444445,1066,0.7402777777777778,19,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BAUA,BAUA_S010,chest,2025-07-01,1440,1440,1440,745,383,0.5173611111111112,720,0.5,12,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BAUA,BAUA_S011,chest,2025-06-24,1440,1440,1440,330,113,0.22916666666666666,330,0.22916666666666666,6,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BAUA,BAUA_S011,chest,2025-06-25,1440,1440,1440,235,235,0.16319444444444445,235,0.16319444444444445,4,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
BAUA,BAUA_S012,chest,2025-07-15,1440,1440,1440,822,121,0.5708333333333333,820,0.5694444444444444,14,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BAUA,BAUA_S012,chest,2025-07-16,1440,1440,1440,1219,339,0.8465277777777778,1200,0.8333333333333334,20,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S012,chest,2025-07-17,1440,1440,1440,1392,444,0.9666666666666667,1380,0.9583333333333334,23,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S012,chest,2025-07-18,1440,1440,1440,1440,344,1,1440,1,24,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S012,chest,2025-07-19,1440,1440,1440,1243,316,0.8631944444444445,1243,0.8631944444444445,21,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S012,chest,2025-07-20,1440,1440,1440,1238,241,0.8597222222222223,1196,0.8305555555555556,20,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S012,chest,2025-07-21,1440,1440,1440,1309,592,0.9090277777777778,1309,0.9090277777777778,23,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S012,chest,2025-07-22,1440,1440,1440,450,343,0.3125,450,0.3125,8,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BAUA,BAUA_S013,chest,2025-07-15,1440,1440,1440,764,67,0.5305555555555556,737,0.5118055555555555,13,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BAUA,BAUA_S013,chest,2025-07-16,1440,1440,1440,1430,578,0.9930555555555556,1430,0.9930555555555556,24,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S013,chest,2025-07-17,1440,1440,1440,1420,519,0.9861111111111112,1420,0.9861111111111112,24,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S013,chest,2025-07-18,1440,1440,1440,1440,508,1,1440,1,24,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S013,chest,2025-07-19,1440,1440,1440,1438,724,0.9986111111111111,1438,0.9986111111111111,24,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S013,chest,2025-07-20,1440,1440,1440,1440,538,1,1440,1,24,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S013,chest,2025-07-21,1440,1440,1440,1338,576,0.9291666666666667,1302,0.9041666666666667,22,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S013,chest,2025-07-22,1440,1440,1440,540,386,0.375,540,0.375,9,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BAUA,BAUA_S014,chest,2025-07-15,1440,1440,1440,540,136,0.375,540,0.375,9,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BAUA,BAUA_S014,chest,2025-07-16,1440,1440,1440,1440,427,1,1440,1,24,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S014,chest,2025-07-17,1440,1440,1440,1440,430,1,1440,1,24,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S014,chest,2025-07-18,1440,1440,1440,1440,496,1,1440,1,24,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S014,chest,2025-07-19,1440,1440,1440,1440,922,1,1440,1,24,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S014,chest,2025-07-20,1440,1440,1440,1440,526,1,1440,1,24,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S014,chest,2025-07-21,1440,1440,1440,1440,500,1,1440,1,24,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S014,chest,2025-07-22,1440,1440,1440,630,321,0.4375,630,0.4375,11,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BAUA,BAUA_S015,chest,2025-07-22,1440,1440,1440,602,59,0.41805555555555557,598,0.4152777777777778,10,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BAUA,BAUA_S015,chest,2025-07-23,1440,1440,1440,1412,326,0.9805555555555555,1412,0.9805555555555555,24,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S015,chest,2025-07-24,1440,1440,1440,1377,360,0.95625,1357,0.9423611111111111,23,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S015,chest,2025-07-25,1440,1440,1440,1164,376,0.8083333333333333,1137,0.7895833333333333,19,0,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
BAUA,BAUA_S015,chest,2025-07-26,1440,1440,1440,1440,784,1,1440,1,24,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S015,chest,2025-07-27,1440,1440,1440,1383,330,0.9604166666666667,1376,0.9555555555555556,23,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S015,chest,2025-07-28,1440,1440,1440,1204,878,0.8361111111111111,1194,0.8291666666666667,21,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S015,chest,2025-07-29,1440,1440,1440,1050,361,0.7291666666666666,1050,0.7291666666666666,18,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BAUA,BAUA_S016,chest,2025-07-22,1440,1440,1440,324,214,0.225,324,0.225,6,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BAUA,BAUA_S016,chest,2025-07-23,1440,1440,1440,1271,580,0.8826388888888889,1262,0.8763888888888889,22,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S016,chest,2025-07-24,1440,1440,1440,1337,577,0.9284722222222223,1312,0.9111111111111111,22,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S016,chest,2025-07-25,1440,1440,1440,1421,487,0.9868055555555556,1421,0.9868055555555556,24,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S016,chest,2025-07-26,1440,1440,1440,1322,612,0.9180555555555555,1295,0.8993055555555556,22,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S016,chest,2025-07-27,1440,1440,1440,1343,800,0.9326388888888889,1320,0.9166666666666666,22,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S016,chest,2025-07-28,1440,1440,1440,1307,581,0.9076388888888889,1289,0.8951388888888889,22,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S016,chest,2025-07-29,1440,1440,1440,960,373,0.6666666666666666,960,0.6666666666666666,16,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BAUA,BAUA_S017,chest,2025-09-08,1440,1440,1440,535,31,0.3715277777777778,535,0.3715277777777778,9,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BAUA,BAUA_S017,chest,2025-09-09,1440,1440,1440,1440,600,1,1440,1,24,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S017,chest,2025-09-10,1440,1440,1440,1440,562,1,1440,1,24,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S017,chest,2025-09-11,1440,1440,1440,1440,600,1,1440,1,24,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S017,chest,2025-09-12,1440,1440,1440,1440,560,1,1440,1,24,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S017,chest,2025-09-13,1440,1440,1440,1356,463,0.9416666666666667,1356,0.9416666666666667,23,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S017,chest,2025-09-14,1440,1440,1440,1440,614,1,1440,1,24,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S017,chest,2025-09-15,1440,1440,1440,840,501,0.5833333333333334,840,0.5833333333333334,14,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BAUA,BAUA_S018,chest,2025-09-08,1440,1440,1440,240,49,0.16666666666666666,240,0.16666666666666666,4,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BAUA,BAUA_S018,chest,2025-09-09,1440,1440,1440,1440,524,1,1440,1,24,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S018,chest,2025-09-10,1440,1440,1440,1440,562,1,1440,1,24,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S018,chest,2025-09-11,1440,1440,1440,1406,559,0.9763888888888889,1380,0.9583333333333334,23,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S018,chest,2025-09-12,1440,1440,1440,1351,618,0.9381944444444444,1351,0.9381944444444444,23,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S018,chest,2025-09-13,1440,1440,1440,1389,874,0.9645833333333333,1369,0.9506944444444444,23,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S018,chest,2025-09-14,1440,1440,1440,1440,717,1,1440,1,24,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S018,chest,2025-09-15,1440,1440,1440,1064,629,0.7388888888888889,1054,0.7319444444444444,18,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BAUA,BAUA_S022,chest,2025-09-23,1440,1440,1440,750,119,0.5208333333333334,750,0.5208333333333334,13,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BAUA,BAUA_S022,chest,2025-09-24,1440,1440,1440,1430,505,0.9930555555555556,1430,0.9930555555555556,24,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S022,chest,2025-09-25,1440,1440,1440,1413,510,0.98125,1413,0.98125,24,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S022,chest,2025-09-26,1440,1440,1440,1440,477,1,1440,1,24,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S022,chest,2025-09-27,1440,1440,1440,1440,617,1,1440,1,24,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S022,chest,2025-09-28,1440,1440,1440,1440,652,1,1440,1,24,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S022,chest,2025-09-29,1440,1440,1440,1440,546,1,1440,1,24,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S022,chest,2025-09-30,1440,1440,1440,540,484,0.375,540,0.375,9,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BAUA,BAUA_S023,chest,2025-09-23,1440,1440,1440,750,240,0.5208333333333334,750,0.5208333333333334,13,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BAUA,BAUA_S023,chest,2025-09-24,1440,1440,1440,1440,828,1,1440,1,24,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S023,chest,2025-09-25,1440,1440,1440,1440,511,1,1440,1,24,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S023,chest,2025-09-26,1440,1440,1440,1440,600,1,1440,1,24,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S023,chest,2025-09-27,1440,1440,1440,1440,694,1,1440,1,24,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S023,chest,2025-09-28,1440,1440,1440,1440,565,1,1440,1,24,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S023,chest,2025-09-29,1440,1440,1440,1440,570,1,1440,1,24,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S023,chest,2025-09-30,1440,1440,1440,540,335,0.375,540,0.375,9,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BAUA,BAUA_S024,chest,2025-10-13,1440,1440,1440,440,121,0.3055555555555556,420,0.2916666666666667,7,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BAUA,BAUA_S024,chest,2025-10-14,1440,1440,1440,1440,593,1,1440,1,24,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S024,chest,2025-10-15,1440,1440,1440,1440,586,1,1440,1,24,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S024,chest,2025-10-16,1440,1440,1440,1277,601,0.8868055555555555,1238,0.8597222222222223,21,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S024,chest,2025-10-17,1440,1440,1440,1426,698,0.9902777777777778,1426,0.9902777777777778,24,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S024,chest,2025-10-18,1440,1440,1440,1426,663,0.9902777777777778,1426,0.9902777777777778,24,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S024,chest,2025-10-19,1440,1440,1440,1413,660,0.98125,1413,0.98125,24,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S024,chest,2025-10-20,1440,1440,1440,644,469,0.44722222222222224,644,0.44722222222222224,11,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BAUA,BAUA_S025,chest,2025-10-13,1440,1440,1440,449,102,0.31180555555555556,420,0.2916666666666667,7,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BAUA,BAUA_S025,chest,2025-10-14,1440,1440,1440,1440,726,1,1440,1,24,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S025,chest,2025-10-15,1440,1440,1440,1411,545,0.9798611111111111,1411,0.9798611111111111,24,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
