site,Id,position,local_date,gap_reason,reason_class,signal,run_number,start_clock_minute,end_clock_minute,start_clock,end_clock_exclusive,start_datetime_wall,end_datetime_wall_exclusive,wall_minutes,source_real_minutes,dst_fold_minutes,finite_medi_wall_minutes,finite_light_wall_minutes
BAUA,BAUA_S001,chest,2025-06-17,signal_invalidity,measurement,LIGHT,1,540,1439,09:00,24:00,2025-06-17T09:00:00Z,2025-06-18T00:00:00Z,900,900,0,0,0
BAUA,BAUA_S001,chest,2025-06-17,signal_invalidity,measurement,MEDI,1,540,1439,09:00,24:00,2025-06-17T09:00:00Z,2025-06-18T00:00:00Z,900,900,0,0,0
BAUA,BAUA_S002,chest,2025-06-10,day_failure,coverage,MEDI,1,0,1439,00:00,24:00,2025-06-10T00:00:00Z,2025-06-11T00:00:00Z,1440,1440,0,578,578
BAUA,BAUA_S002,chest,2025-06-10,signal_invalidity,measurement,LIGHT,1,0,840,00:00,14:01,2025-06-10T00:00:00Z,2025-06-10T14:01:00Z,841,841,0,0,0
BAUA,BAUA_S002,chest,2025-06-10,signal_invalidity,measurement,LIGHT,2,1264,1284,21:04,21:25,2025-06-10T21:04:00Z,2025-06-10T21:25:00Z,21,21,0,0,0
BAUA,BAUA_S002,chest,2025-06-10,signal_invalidity,measurement,MEDI,1,0,840,00:00,14:01,2025-06-10T00:00:00Z,2025-06-10T14:01:00Z,841,841,0,0,0
BAUA,BAUA_S002,chest,2025-06-10,signal_invalidity,measurement,MEDI,2,1264,1284,21:04,21:25,2025-06-10T21:04:00Z,2025-06-10T21:25:00Z,21,21,0,0,0
BAUA,BAUA_S002,chest,2025-06-11,signal_invalidity,measurement,MEDI,1,904,904,15:04,15:05,2025-06-11T15:04:00Z,2025-06-11T15:05:00Z,1,1,0,0,1
BAUA,BAUA_S002,chest,2025-06-12,signal_invalidity,measurement,LIGHT,1,942,989,15:42,16:30,2025-06-12T15:42:00Z,2025-06-12T16:30:00Z,48,48,0,0,0
BAUA,BAUA_S002,chest,2025-06-12,signal_invalidity,measurement,MEDI,1,942,989,15:42,16:30,2025-06-12T15:42:00Z,2025-06-12T16:30:00Z,48,48,0,0,0
BAUA,BAUA_S002,chest,2025-06-13,signal_invalidity,measurement,LIGHT,1,940,1056,15:40,17:37,2025-06-13T15:40:00Z,2025-06-13T17:37:00Z,117,117,0,0,0
BAUA,BAUA_S002,chest,2025-06-13,signal_invalidity,measurement,MEDI,1,940,1056,15:40,17:37,2025-06-13T15:40:00Z,2025-06-13T17:37:00Z,117,117,0,0,0
BAUA,BAUA_S002,chest,2025-06-14,signal_invalidity,measurement,LIGHT,1,764,857,12:44,14:18,2025-06-14T12:44:00Z,2025-06-14T14:18:00Z,94,94,0,0,0
BAUA,BAUA_S002,chest,2025-06-14,signal_invalidity,measurement,MEDI,1,764,857,12:44,14:18,2025-06-14T12:44:00Z,2025-06-14T14:18:00Z,94,94,0,0,0
BAUA,BAUA_S002,chest,2025-06-16,signal_invalidity,measurement,LIGHT,1,1184,1222,19:44,20:23,2025-06-16T19:44:00Z,2025-06-16T20:23:00Z,39,39,0,0,0
BAUA,BAUA_S002,chest,2025-06-16,signal_invalidity,measurement,MEDI,1,1184,1222,19:44,20:23,2025-06-16T19:44:00Z,2025-06-16T20:23:00Z,39,39,0,0,0
BAUA,BAUA_S002,chest,2025-06-17,day_failure,coverage,MEDI,1,0,1439,00:00,24:00,2025-06-17T00:00:00Z,2025-06-18T00:00:00Z,1440,1440,0,870,870
BAUA,BAUA_S002,chest,2025-06-17,signal_invalidity,measurement,LIGHT,1,870,1439,14:30,24:00,2025-06-17T14:30:00Z,2025-06-18T00:00:00Z,570,570,0,0,0
BAUA,BAUA_S002,chest,2025-06-17,signal_invalidity,measurement,MEDI,1,870,1439,14:30,24:00,2025-06-17T14:30:00Z,2025-06-18T00:00:00Z,570,570,0,0,0
BAUA,BAUA_S003,chest,2025-06-10,day_failure,coverage,MEDI,1,0,1439,00:00,24:00,2025-06-10T00:00:00Z,2025-06-11T00:00:00Z,1440,1440,0,509,509
BAUA,BAUA_S003,chest,2025-06-10,signal_invalidity,measurement,LIGHT,1,0,930,00:00,15:31,2025-06-10T00:00:00Z,2025-06-10T15:31:00Z,931,931,0,0,0
BAUA,BAUA_S003,chest,2025-06-10,signal_invalidity,measurement,MEDI,1,0,930,00:00,15:31,2025-06-10T00:00:00Z,2025-06-10T15:31:00Z,931,931,0,0,0
BAUA,BAUA_S003,chest,2025-06-14,signal_invalidity,measurement,LIGHT,1,1340,1340,22:20,22:21,2025-06-14T22:20:00Z,2025-06-14T22:21:00Z,1,1,0,0,0
BAUA,BAUA_S003,chest,2025-06-14,signal_invalidity,measurement,MEDI,1,1340,1340,22:20,22:21,2025-06-14T22:20:00Z,2025-06-14T22:21:00Z,1,1,0,0,0
BAUA,BAUA_S003,chest,2025-06-15,signal_invalidity,measurement,LIGHT,1,1350,1364,22:30,22:45,2025-06-15T22:30:00Z,2025-06-15T22:45:00Z,15,15,0,0,0
BAUA,BAUA_S003,chest,2025-06-15,signal_invalidity,measurement,MEDI,1,1350,1364,22:30,22:45,2025-06-15T22:30:00Z,2025-06-15T22:45:00Z,15,15,0,0,0
BAUA,BAUA_S003,chest,2025-06-16,signal_invalidity,measurement,LIGHT,1,465,484,07:45,08:05,2025-06-16T07:45:00Z,2025-06-16T08:05:00Z,20,20,0,0,0
BAUA,BAUA_S003,chest,2025-06-16,signal_invalidity,measurement,LIGHT,2,1350,1353,22:30,22:34,2025-06-16T22:30:00Z,2025-06-16T22:34:00Z,4,4,0,0,0
BAUA,BAUA_S003,chest,2025-06-16,signal_invalidity,measurement,MEDI,1,465,484,07:45,08:05,2025-06-16T07:45:00Z,2025-06-16T08:05:00Z,20,20,0,0,0
BAUA,BAUA_S003,chest,2025-06-16,signal_invalidity,measurement,MEDI,2,1350,1353,22:30,22:34,2025-06-16T22:30:00Z,2025-06-16T22:34:00Z,4,4,0,0,0
BAUA,BAUA_S003,chest,2025-06-17,day_failure,coverage,MEDI,1,0,1439,00:00,24:00,2025-06-17T00:00:00Z,2025-06-18T00:00:00Z,1440,1440,0,870,870
BAUA,BAUA_S003,chest,2025-06-17,signal_invalidity,measurement,LIGHT,1,870,1439,14:30,24:00,2025-06-17T14:30:00Z,2025-06-18T00:00:00Z,570,570,0,0,0
BAUA,BAUA_S003,chest,2025-06-17,signal_invalidity,measurement,MEDI,1,870,1439,14:30,24:00,2025-06-17T14:30:00Z,2025-06-18T00:00:00Z,570,570,0,0,0
BAUA,BAUA_S004,chest,2025-06-10,day_failure,coverage,MEDI,1,0,1439,00:00,24:00,2025-06-10T00:00:00Z,2025-06-11T00:00:00Z,1440,1440,0,419,419
BAUA,BAUA_S004,chest,2025-06-10,signal_invalidity,measurement,LIGHT,1,0,1020,00:00,17:01,2025-06-10T00:00:00Z,2025-06-10T17:01:00Z,1021,1021,0,0,0
BAUA,BAUA_S004,chest,2025-06-10,signal_invalidity,measurement,MEDI,1,0,1020,00:00,17:01,2025-06-10T00:00:00Z,2025-06-10T17:01:00Z,1021,1021,0,0,0
BAUA,BAUA_S004,chest,2025-06-11,signal_invalidity,measurement,LIGHT,1,1077,1165,17:57,19:26,2025-06-11T17:57:00Z,2025-06-11T19:26:00Z,89,89,0,0,0
BAUA,BAUA_S004,chest,2025-06-11,signal_invalidity,measurement,MEDI,1,1077,1165,17:57,19:26,2025-06-11T17:57:00Z,2025-06-11T19:26:00Z,89,89,0,0,0
BAUA,BAUA_S004,chest,2025-06-12,signal_invalidity,measurement,LIGHT,1,1111,1268,18:31,21:09,2025-06-12T18:31:00Z,2025-06-12T21:09:00Z,158,158,0,0,0
BAUA,BAUA_S004,chest,2025-06-12,signal_invalidity,measurement,MEDI,1,1111,1268,18:31,21:09,2025-06-12T18:31:00Z,2025-06-12T21:09:00Z,158,158,0,0,0
BAUA,BAUA_S004,chest,2025-06-13,signal_invalidity,measurement,LIGHT,1,712,773,11:52,12:54,2025-06-13T11:52:00Z,2025-06-13T12:54:00Z,62,62,0,0,0
BAUA,BAUA_S004,chest,2025-06-13,signal_invalidity,measurement,MEDI,1,712,773,11:52,12:54,2025-06-13T11:52:00Z,2025-06-13T12:54:00Z,62,62,0,0,0
BAUA,BAUA_S004,chest,2025-06-14,signal_invalidity,measurement,LIGHT,1,1372,1432,22:52,23:53,2025-06-14T22:52:00Z,2025-06-14T23:53:00Z,61,61,0,0,0
BAUA,BAUA_S004,chest,2025-06-14,signal_invalidity,measurement,MEDI,1,1372,1432,22:52,23:53,2025-06-14T22:52:00Z,2025-06-14T23:53:00Z,61,61,0,0,0
BAUA,BAUA_S004,chest,2025-06-15,signal_invalidity,measurement,LIGHT,1,1012,1147,16:52,19:08,2025-06-15T16:52:00Z,2025-06-15T19:08:00Z,136,136,0,0,0
BAUA,BAUA_S004,chest,2025-06-15,signal_invalidity,measurement,MEDI,1,1012,1147,16:52,19:08,2025-06-15T16:52:00Z,2025-06-15T19:08:00Z,136,136,0,0,0
BAUA,BAUA_S004,chest,2025-06-16,signal_invalidity,measurement,LIGHT,1,1057,1196,17:37,19:57,2025-06-16T17:37:00Z,2025-06-16T19:57:00Z,140,140,0,0,0
BAUA,BAUA_S004,chest,2025-06-16,signal_invalidity,measurement,MEDI,1,1057,1196,17:37,19:57,2025-06-16T17:37:00Z,2025-06-16T19:57:00Z,140,140,0,0,0
BAUA,BAUA_S004,chest,2025-06-17,day_failure,coverage,MEDI,1,0,1439,00:00,24:00,2025-06-17T00:00:00Z,2025-06-18T00:00:00Z,1440,1440,0,960,960
BAUA,BAUA_S004,chest,2025-06-17,signal_invalidity,measurement,LIGHT,1,960,1439,16:00,24:00,2025-06-17T16:00:00Z,2025-06-18T00:00:00Z,480,480,0,0,0
BAUA,BAUA_S004,chest,2025-06-17,signal_invalidity,measurement,MEDI,1,960,1439,16:00,24:00,2025-06-17T16:00:00Z,2025-06-18T00:00:00Z,480,480,0,0,0
BAUA,BAUA_S005,chest,2025-06-10,day_failure,coverage,MEDI,1,0,1439,00:00,24:00,2025-06-10T00:00:00Z,2025-06-11T00:00:00Z,1440,1440,0,329,329
BAUA,BAUA_S005,chest,2025-06-10,signal_invalidity,measurement,LIGHT,1,0,1110,00:00,18:31,2025-06-10T00:00:00Z,2025-06-10T18:31:00Z,1111,1111,0,0,0
BAUA,BAUA_S005,chest,2025-06-10,signal_invalidity,measurement,MEDI,1,0,1110,00:00,18:31,2025-06-10T00:00:00Z,2025-06-10T18:31:00Z,1111,1111,0,0,0
BAUA,BAUA_S005,chest,2025-06-11,signal_invalidity,measurement,LIGHT,1,495,517,08:15,08:38,2025-06-11T08:15:00Z,2025-06-11T08:38:00Z,23,23,0,0,0
BAUA,BAUA_S005,chest,2025-06-11,signal_invalidity,measurement,LIGHT,2,996,1003,16:36,16:44,2025-06-11T16:36:00Z,2025-06-11T16:44:00Z,8,8,0,0,0
BAUA,BAUA_S005,chest,2025-06-11,signal_invalidity,measurement,LIGHT,3,1010,1051,16:50,17:32,2025-06-11T16:50:00Z,2025-06-11T17:32:00Z,42,42,0,0,0
BAUA,BAUA_S005,chest,2025-06-11,signal_invalidity,measurement,LIGHT,4,1180,1240,19:40,20:41,2025-06-11T19:40:00Z,2025-06-11T20:41:00Z,61,61,0,0,0
BAUA,BAUA_S005,chest,2025-06-11,signal_invalidity,measurement,MEDI,1,495,517,08:15,08:38,2025-06-11T08:15:00Z,2025-06-11T08:38:00Z,23,23,0,0,0
BAUA,BAUA_S005,chest,2025-06-11,signal_invalidity,measurement,MEDI,2,996,1003,16:36,16:44,2025-06-11T16:36:00Z,2025-06-11T16:44:00Z,8,8,0,0,0
BAUA,BAUA_S005,chest,2025-06-11,signal_invalidity,measurement,MEDI,3,1010,1051,16:50,17:32,2025-06-11T16:50:00Z,2025-06-11T17:32:00Z,42,42,0,0,0
BAUA,BAUA_S005,chest,2025-06-11,signal_invalidity,measurement,MEDI,4,1180,1240,19:40,20:41,2025-06-11T19:40:00Z,2025-06-11T20:41:00Z,61,61,0,0,0
BAUA,BAUA_S005,chest,2025-06-12,signal_invalidity,measurement,LIGHT,1,780,845,13:00,14:06,2025-06-12T13:00:00Z,2025-06-12T14:06:00Z,66,66,0,0,0
BAUA,BAUA_S005,chest,2025-06-12,signal_invalidity,measurement,LIGHT,2,884,963,14:44,16:04,2025-06-12T14:44:00Z,2025-06-12T16:04:00Z,80,80,0,0,0
BAUA,BAUA_S005,chest,2025-06-12,signal_invalidity,measurement,MEDI,1,780,845,13:00,14:06,2025-06-12T13:00:00Z,2025-06-12T14:06:00Z,66,66,0,0,0
BAUA,BAUA_S005,chest,2025-06-12,signal_invalidity,measurement,MEDI,2,884,963,14:44,16:04,2025-06-12T14:44:00Z,2025-06-12T16:04:00Z,80,80,0,0,0
BAUA,BAUA_S005,chest,2025-06-13,signal_invalidity,measurement,LIGHT,1,781,841,13:01,14:02,2025-06-13T13:01:00Z,2025-06-13T14:02:00Z,61,61,0,0,0
BAUA,BAUA_S005,chest,2025-06-13,signal_invalidity,measurement,LIGHT,2,1005,1086,16:45,18:07,2025-06-13T16:45:00Z,2025-06-13T18:07:00Z,82,82,0,0,0
BAUA,BAUA_S005,chest,2025-06-13,signal_invalidity,measurement,MEDI,1,781,841,13:01,14:02,2025-06-13T13:01:00Z,2025-06-13T14:02:00Z,61,61,0,0,0
BAUA,BAUA_S005,chest,2025-06-13,signal_invalidity,measurement,MEDI,2,1005,1086,16:45,18:07,2025-06-13T16:45:00Z,2025-06-13T18:07:00Z,82,82,0,0,0
BAUA,BAUA_S005,chest,2025-06-16,day_failure,coverage,MEDI,1,0,1439,00:00,24:00,2025-06-16T00:00:00Z,2025-06-17T00:00:00Z,1440,1440,0,977,977
BAUA,BAUA_S005,chest,2025-06-16,signal_invalidity,measurement,LIGHT,1,627,669,10:27,11:10,2025-06-16T10:27:00Z,2025-06-16T11:10:00Z,43,43,0,0,0
BAUA,BAUA_S005,chest,2025-06-16,signal_invalidity,measurement,LIGHT,2,1020,1439,17:00,24:00,2025-06-16T17:00:00Z,2025-06-17T00:00:00Z,420,420,0,0,0
BAUA,BAUA_S005,chest,2025-06-16,signal_invalidity,measurement,MEDI,1,627,669,10:27,11:10,2025-06-16T10:27:00Z,2025-06-16T11:10:00Z,43,43,0,0,0
BAUA,BAUA_S005,chest,2025-06-16,signal_invalidity,measurement,MEDI,2,1020,1439,17:00,24:00,2025-06-16T17:00:00Z,2025-06-17T00:00:00Z,420,420,0,0,0
BAUA,BAUA_S005,chest,2025-06-17,day_failure,coverage,MEDI,1,0,1439,00:00,24:00,2025-06-17T00:00:00Z,2025-06-18T00:00:00Z,1440,1440,0,675,675
BAUA,BAUA_S005,chest,2025-06-17,signal_invalidity,measurement,LIGHT,1,0,4,00:00,00:05,2025-06-17T00:00:00Z,2025-06-17T00:05:00Z,5,5,0,0,0
BAUA,BAUA_S005,chest,2025-06-17,signal_invalidity,measurement,LIGHT,2,495,504,08:15,08:25,2025-06-17T08:15:00Z,2025-06-17T08:25:00Z,10,10,0,0,0
BAUA,BAUA_S005,chest,2025-06-17,signal_invalidity,measurement,LIGHT,3,690,1439,11:30,24:00,2025-06-17T11:30:00Z,2025-06-18T00:00:00Z,750,750,0,0,0
BAUA,BAUA_S005,chest,2025-06-17,signal_invalidity,measurement,MEDI,1,0,4,00:00,00:05,2025-06-17T00:00:00Z,2025-06-17T00:05:00Z,5,5,0,0,0
BAUA,BAUA_S005,chest,2025-06-17,signal_invalidity,measurement,MEDI,2,495,504,08:15,08:25,2025-06-17T08:15:00Z,2025-06-17T08:25:00Z,10,10,0,0,0
BAUA,BAUA_S005,chest,2025-06-17,signal_invalidity,measurement,MEDI,3,690,1439,11:30,24:00,2025-06-17T11:30:00Z,2025-06-18T00:00:00Z,750,750,0,0,0
BAUA,BAUA_S006,chest,2025-06-10,day_failure,coverage,MEDI,1,0,1439,00:00,24:00,2025-06-10T00:00:00Z,2025-06-11T00:00:00Z,1440,1440,0,150,150
BAUA,BAUA_S006,chest,2025-06-10,signal_invalidity,measurement,LIGHT,1,0,1289,00:00,21:30,2025-06-10T00:00:00Z,2025-06-10T21:30:00Z,1290,1290,0,0,0
BAUA,BAUA_S006,chest,2025-06-10,signal_invalidity,measurement,MEDI,1,0,1289,00:00,21:30,2025-06-10T00:00:00Z,2025-06-10T21:30:00Z,1290,1290,0,0,0
BAUA,BAUA_S006,chest,2025-06-11,signal_invalidity,measurement,LIGHT,1,701,701,11:41,11:42,2025-06-11T11:41:00Z,2025-06-11T11:42:00Z,1,1,0,0,0
BAUA,BAUA_S006,chest,2025-06-11,signal_invalidity,measurement,LIGHT,2,885,912,14:45,15:13,2025-06-11T14:45:00Z,2025-06-11T15:13:00Z,28,28,0,0,0
BAUA,BAUA_S006,chest,2025-06-11,signal_invalidity,measurement,MEDI,1,701,701,11:41,11:42,2025-06-11T11:41:00Z,2025-06-11T11:42:00Z,1,1,0,0,0
BAUA,BAUA_S006,chest,2025-06-11,signal_invalidity,measurement,MEDI,2,849,849,14:09,14:10,2025-06-11T14:09:00Z,2025-06-11T14:10:00Z,1,1,0,0,1
BAUA,BAUA_S006,chest,2025-06-11,signal_invalidity,measurement,MEDI,3,885,912,14:45,15:13,2025-06-11T14:45:00Z,2025-06-11T15:13:00Z,28,28,0,0,0
BAUA,BAUA_S006,chest,2025-06-13,signal_invalidity,measurement,LIGHT,1,614,617,10:14,10:18,2025-06-13T10:14:00Z,2025-06-13T10:18:00Z,4,4,0,0,0
BAUA,BAUA_S006,chest,2025-06-13,signal_invalidity,measurement,LIGHT,2,802,847,13:22,14:08,2025-06-13T13:22:00Z,2025-06-13T14:08:00Z,46,46,0,0,0
BAUA,BAUA_S006,chest,2025-06-13,signal_invalidity,measurement,LIGHT,3,1427,1439,23:47,24:00,2025-06-13T23:47:00Z,2025-06-14T00:00:00Z,13,13,0,0,0
BAUA,BAUA_S006,chest,2025-06-13,signal_invalidity,measurement,MEDI,1,614,617,10:14,10:18,2025-06-13T10:14:00Z,2025-06-13T10:18:00Z,4,4,0,0,0
BAUA,BAUA_S006,chest,2025-06-13,signal_invalidity,measurement,MEDI,2,802,847,13:22,14:08,2025-06-13T13:22:00Z,2025-06-13T14:08:00Z,46,46,0,0,0
BAUA,BAUA_S006,chest,2025-06-13,signal_invalidity,measurement,MEDI,3,902,902,15:02,15:03,2025-06-13T15:02:00Z,2025-06-13T15:03:00Z,1,1,0,0,1
BAUA,BAUA_S006,chest,2025-06-13,signal_invalidity,measurement,MEDI,4,1427,1439,23:47,24:00,2025-06-13T23:47:00Z,2025-06-14T00:00:00Z,13,13,0,0,0
BAUA,BAUA_S006,chest,2025-06-14,day_failure,coverage,MEDI,1,0,1439,00:00,24:00,2025-06-14T00:00:00Z,2025-06-15T00:00:00Z,1440,1440,0,860,860
BAUA,BAUA_S006,chest,2025-06-14,signal_invalidity,measurement,LIGHT,1,0,99,00:00,01:40,2025-06-14T00:00:00Z,2025-06-14T01:40:00Z,100,100,0,0,0
BAUA,BAUA_S006,chest,2025-06-14,signal_invalidity,measurement,LIGHT,2,535,591,08:55,09:52,2025-06-14T08:55:00Z,2025-06-14T09:52:00Z,57,57,0,0,0
BAUA,BAUA_S006,chest,2025-06-14,signal_invalidity,measurement,LIGHT,3,660,1082,11:00,18:03,2025-06-14T11:00:00Z,2025-06-14T18:03:00Z,423,423,0,0,0
BAUA,BAUA_S006,chest,2025-06-14,signal_invalidity,measurement,MEDI,1,0,99,00:00,01:40,2025-06-14T00:00:00Z,2025-06-14T01:40:00Z,100,100,0,0,0
BAUA,BAUA_S006,chest,2025-06-14,signal_invalidity,measurement,MEDI,2,535,591,08:55,09:52,2025-06-14T08:55:00Z,2025-06-14T09:52:00Z,57,57,0,0,0
BAUA,BAUA_S006,chest,2025-06-14,signal_invalidity,measurement,MEDI,3,660,1082,11:00,18:03,2025-06-14T11:00:00Z,2025-06-14T18:03:00Z,423,423,0,0,0
BAUA,BAUA_S006,chest,2025-06-17,day_failure,coverage,MEDI,1,0,1439,00:00,24:00,2025-06-17T00:00:00Z,2025-06-18T00:00:00Z,1440,1440,0,660,660
BAUA,BAUA_S006,chest,2025-06-17,signal_invalidity,measurement,LIGHT,1,651,1207,10:51,20:08,2025-06-17T10:51:00Z,2025-06-17T20:08:00Z,557,557,0,0,0
BAUA,BAUA_S006,chest,2025-06-17,signal_invalidity,measurement,LIGHT,2,1217,1439,20:17,24:00,2025-06-17T20:17:00Z,2025-06-18T00:00:00Z,223,223,0,0,0
BAUA,BAUA_S006,chest,2025-06-17,signal_invalidity,measurement,MEDI,1,651,1207,10:51,20:08,2025-06-17T10:51:00Z,2025-06-17T20:08:00Z,557,557,0,0,0
BAUA,BAUA_S006,chest,2025-06-17,signal_invalidity,measurement,MEDI,2,1217,1439,20:17,24:00,2025-06-17T20:17:00Z,2025-06-18T00:00:00Z,223,223,0,0,0
BAUA,BAUA_S007,chest,2025-06-24,day_failure,coverage,MEDI,1,0,1439,00:00,24:00,2025-06-24T00:00:00Z,2025-06-25T00:00:00Z,1440,1440,0,462,462
BAUA,BAUA_S007,chest,2025-06-24,signal_invalidity,measurement,LIGHT,1,0,511,00:00,08:32,2025-06-24T00:00:00Z,2025-06-24T08:32:00Z,512,512,0,0,0
BAUA,BAUA_S007,chest,2025-06-24,signal_invalidity,measurement,LIGHT,2,947,1032,15:47,17:13,2025-06-24T15:47:00Z,2025-06-24T17:13:00Z,86,86,0,0,0
BAUA,BAUA_S007,chest,2025-06-24,signal_invalidity,measurement,LIGHT,3,1060,1439,17:40,24:00,2025-06-24T17:40:00Z,2025-06-25T00:00:00Z,380,380,0,0,0
BAUA,BAUA_S007,chest,2025-06-24,signal_invalidity,measurement,MEDI,1,0,511,00:00,08:32,2025-06-24T00:00:00Z,2025-06-24T08:32:00Z,512,512,0,0,0
BAUA,BAUA_S007,chest,2025-06-24,signal_invalidity,measurement,MEDI,2,947,1032,15:47,17:13,2025-06-24T15:47:00Z,2025-06-24T17:13:00Z,86,86,0,0,0
BAUA,BAUA_S007,chest,2025-06-24,signal_invalidity,measurement,MEDI,3,1060,1439,17:40,24:00,2025-06-24T17:40:00Z,2025-06-25T00:00:00Z,380,380,0,0,0
BAUA,BAUA_S008,chest,2025-06-24,day_failure,coverage,MEDI,1,0,1439,00:00,24:00,2025-06-24T00:00:00Z,2025-06-25T00:00:00Z,1440,1440,0,835,835
BAUA,BAUA_S008,chest,2025-06-24,signal_invalidity,measurement,LIGHT,1,0,604,00:00,10:05,2025-06-24T00:00:00Z,2025-06-24T10:05:00Z,605,605,0,0,0
BAUA,BAUA_S008,chest,2025-06-24,signal_invalidity,measurement,MEDI,1,0,604,00:00,10:05,2025-06-24T00:00:00Z,2025-06-24T10:05:00Z,605,605,0,0,0
BAUA,BAUA_S008,chest,2025-07-01,day_failure,coverage,MEDI,1,0,1439,00:00,24:00,2025-07-01T00:00:00Z,2025-07-02T00:00:00Z,1440,1440,0,1050,1050
BAUA,BAUA_S008,chest,2025-07-01,signal_invalidity,measurement,LIGHT,1,1050,1439,17:30,24:00,2025-07-01T17:30:00Z,2025-07-02T00:00:00Z,390,390,0,0,0
BAUA,BAUA_S008,chest,2025-07-01,signal_invalidity,measurement,MEDI,1,1050,1439,17:30,24:00,2025-07-01T17:30:00Z,2025-07-02T00:00:00Z,390,390,0,0,0
BAUA,BAUA_S009,chest,2025-06-24,day_failure,coverage,MEDI,1,0,1439,00:00,24:00,2025-06-24T00:00:00Z,2025-06-25T00:00:00Z,1440,1440,0,638,638
BAUA,BAUA_S009,chest,2025-06-24,signal_invalidity,measurement,LIGHT,1,0,705,00:00,11:46,2025-06-24T00:00:00Z,2025-06-24T11:46:00Z,706,706,0,0,0
BAUA,BAUA_S009,chest,2025-06-24,signal_invalidity,measurement,LIGHT,2,1136,1231,18:56,20:32,2025-06-24T18:56:00Z,2025-06-24T20:32:00Z,96,96,0,0,0
BAUA,BAUA_S009,chest,2025-06-24,signal_invalidity,measurement,MEDI,1,0,705,00:00,11:46,2025-06-24T00:00:00Z,2025-06-24T11:46:00Z,706,706,0,0,0
