site,Id,position,local_date,gap_reason,reason_class,signal,run_number,start_clock_minute,end_clock_minute,start_clock,end_clock_exclusive,start_datetime_wall,end_datetime_wall_exclusive,wall_minutes,source_real_minutes,dst_fold_minutes,finite_medi_wall_minutes,finite_light_wall_minutes
BAUA,BAUA_S002,glasses,2025-06-16,signal_invalidity,measurement,MEDI,1,1184,1222,19:44,20:23,2025-06-16T19:44:00Z,2025-06-16T20:23:00Z,39,39,0,0,0
BAUA,BAUA_S002,glasses,2025-06-17,day_failure,coverage,MEDI,1,0,1439,00:00,24:00,2025-06-17T00:00:00Z,2025-06-18T00:00:00Z,1440,1440,0,870,870
BAUA,BAUA_S002,glasses,2025-06-17,signal_invalidity,measurement,LIGHT,1,870,1439,14:30,24:00,2025-06-17T14:30:00Z,2025-06-18T00:00:00Z,570,570,0,0,0
BAUA,BAUA_S002,glasses,2025-06-17,signal_invalidity,measurement,MEDI,1,870,1439,14:30,24:00,2025-06-17T14:30:00Z,2025-06-18T00:00:00Z,570,570,0,0,0
BAUA,BAUA_S003,glasses,2025-06-10,day_failure,coverage,MEDI,1,0,1439,00:00,24:00,2025-06-10T00:00:00Z,2025-06-11T00:00:00Z,1440,1440,0,510,510
BAUA,BAUA_S003,glasses,2025-06-10,signal_invalidity,measurement,LIGHT,1,0,929,00:00,15:30,2025-06-10T00:00:00Z,2025-06-10T15:30:00Z,930,930,0,0,0
BAUA,BAUA_S003,glasses,2025-06-10,signal_invalidity,measurement,MEDI,1,0,929,00:00,15:30,2025-06-10T00:00:00Z,2025-06-10T15:30:00Z,930,930,0,0,0
BAUA,BAUA_S003,glasses,2025-06-14,signal_invalidity,measurement,LIGHT,1,1340,1340,22:20,22:21,2025-06-14T22:20:00Z,2025-06-14T22:21:00Z,1,1,0,0,0
BAUA,BAUA_S003,glasses,2025-06-14,signal_invalidity,measurement,MEDI,1,1340,1340,22:20,22:21,2025-06-14T22:20:00Z,2025-06-14T22:21:00Z,1,1,0,0,0
BAUA,BAUA_S003,glasses,2025-06-15,signal_invalidity,measurement,LIGHT,1,1350,1364,22:30,22:45,2025-06-15T22:30:00Z,2025-06-15T22:45:00Z,15,15,0,0,0
BAUA,BAUA_S003,glasses,2025-06-15,signal_invalidity,measurement,MEDI,1,1350,1364,22:30,22:45,2025-06-15T22:30:00Z,2025-06-15T22:45:00Z,15,15,0,0,0
BAUA,BAUA_S003,glasses,2025-06-16,signal_invalidity,measurement,LIGHT,1,465,484,07:45,08:05,2025-06-16T07:45:00Z,2025-06-16T08:05:00Z,20,20,0,0,0
BAUA,BAUA_S003,glasses,2025-06-16,signal_invalidity,measurement,LIGHT,2,1350,1353,22:30,22:34,2025-06-16T22:30:00Z,2025-06-16T22:34:00Z,4,4,0,0,0
BAUA,BAUA_S003,glasses,2025-06-16,signal_invalidity,measurement,MEDI,1,465,484,07:45,08:05,2025-06-16T07:45:00Z,2025-06-16T08:05:00Z,20,20,0,0,0
BAUA,BAUA_S003,glasses,2025-06-16,signal_invalidity,measurement,MEDI,2,1350,1353,22:30,22:34,2025-06-16T22:30:00Z,2025-06-16T22:34:00Z,4,4,0,0,0
BAUA,BAUA_S003,glasses,2025-06-17,day_failure,coverage,MEDI,1,0,1439,00:00,24:00,2025-06-17T00:00:00Z,2025-06-18T00:00:00Z,1440,1440,0,870,870
BAUA,BAUA_S003,glasses,2025-06-17,signal_invalidity,measurement,LIGHT,1,870,1439,14:30,24:00,2025-06-17T14:30:00Z,2025-06-18T00:00:00Z,570,570,0,0,0
BAUA,BAUA_S003,glasses,2025-06-17,signal_invalidity,measurement,MEDI,1,870,1439,14:30,24:00,2025-06-17T14:30:00Z,2025-06-18T00:00:00Z,570,570,0,0,0
BAUA,BAUA_S004,glasses,2025-06-10,day_failure,coverage,MEDI,1,0,1439,00:00,24:00,2025-06-10T00:00:00Z,2025-06-11T00:00:00Z,1440,1440,0,420,420
BAUA,BAUA_S004,glasses,2025-06-10,signal_invalidity,measurement,LIGHT,1,0,1019,00:00,17:00,2025-06-10T00:00:00Z,2025-06-10T17:00:00Z,1020,1020,0,0,0
BAUA,BAUA_S004,glasses,2025-06-10,signal_invalidity,measurement,MEDI,1,0,1019,00:00,17:00,2025-06-10T00:00:00Z,2025-06-10T17:00:00Z,1020,1020,0,0,0
BAUA,BAUA_S004,glasses,2025-06-11,signal_invalidity,measurement,LIGHT,1,1077,1165,17:57,19:26,2025-06-11T17:57:00Z,2025-06-11T19:26:00Z,89,89,0,0,0
BAUA,BAUA_S004,glasses,2025-06-11,signal_invalidity,measurement,MEDI,1,1077,1165,17:57,19:26,2025-06-11T17:57:00Z,2025-06-11T19:26:00Z,89,89,0,0,0
BAUA,BAUA_S004,glasses,2025-06-12,signal_invalidity,measurement,LIGHT,1,1111,1268,18:31,21:09,2025-06-12T18:31:00Z,2025-06-12T21:09:00Z,158,158,0,0,0
BAUA,BAUA_S004,glasses,2025-06-12,signal_invalidity,measurement,MEDI,1,1111,1268,18:31,21:09,2025-06-12T18:31:00Z,2025-06-12T21:09:00Z,158,158,0,0,0
BAUA,BAUA_S004,glasses,2025-06-13,signal_invalidity,measurement,LIGHT,1,712,773,11:52,12:54,2025-06-13T11:52:00Z,2025-06-13T12:54:00Z,62,62,0,0,0
BAUA,BAUA_S004,glasses,2025-06-13,signal_invalidity,measurement,MEDI,1,712,773,11:52,12:54,2025-06-13T11:52:00Z,2025-06-13T12:54:00Z,62,62,0,0,0
BAUA,BAUA_S004,glasses,2025-06-14,signal_invalidity,measurement,LIGHT,1,1372,1432,22:52,23:53,2025-06-14T22:52:00Z,2025-06-14T23:53:00Z,61,61,0,0,0
BAUA,BAUA_S004,glasses,2025-06-14,signal_invalidity,measurement,MEDI,1,1372,1432,22:52,23:53,2025-06-14T22:52:00Z,2025-06-14T23:53:00Z,61,61,0,0,0
BAUA,BAUA_S004,glasses,2025-06-15,signal_invalidity,measurement,LIGHT,1,1012,1147,16:52,19:08,2025-06-15T16:52:00Z,2025-06-15T19:08:00Z,136,136,0,0,0
BAUA,BAUA_S004,glasses,2025-06-15,signal_invalidity,measurement,MEDI,1,1012,1147,16:52,19:08,2025-06-15T16:52:00Z,2025-06-15T19:08:00Z,136,136,0,0,0
BAUA,BAUA_S004,glasses,2025-06-16,signal_invalidity,measurement,LIGHT,1,1057,1196,17:37,19:57,2025-06-16T17:37:00Z,2025-06-16T19:57:00Z,140,140,0,0,0
BAUA,BAUA_S004,glasses,2025-06-16,signal_invalidity,measurement,MEDI,1,1057,1196,17:37,19:57,2025-06-16T17:37:00Z,2025-06-16T19:57:00Z,140,140,0,0,0
BAUA,BAUA_S004,glasses,2025-06-17,day_failure,coverage,MEDI,1,0,1439,00:00,24:00,2025-06-17T00:00:00Z,2025-06-18T00:00:00Z,1440,1440,0,960,960
BAUA,BAUA_S004,glasses,2025-06-17,signal_invalidity,measurement,LIGHT,1,960,1439,16:00,24:00,2025-06-17T16:00:00Z,2025-06-18T00:00:00Z,480,480,0,0,0
BAUA,BAUA_S004,glasses,2025-06-17,signal_invalidity,measurement,MEDI,1,960,1439,16:00,24:00,2025-06-17T16:00:00Z,2025-06-18T00:00:00Z,480,480,0,0,0
BAUA,BAUA_S005,glasses,2025-06-10,day_failure,coverage,MEDI,1,0,1439,00:00,24:00,2025-06-10T00:00:00Z,2025-06-11T00:00:00Z,1440,1440,0,330,330
BAUA,BAUA_S005,glasses,2025-06-10,signal_invalidity,measurement,LIGHT,1,0,1109,00:00,18:30,2025-06-10T00:00:00Z,2025-06-10T18:30:00Z,1110,1110,0,0,0
BAUA,BAUA_S005,glasses,2025-06-10,signal_invalidity,measurement,MEDI,1,0,1109,00:00,18:30,2025-06-10T00:00:00Z,2025-06-10T18:30:00Z,1110,1110,0,0,0
BAUA,BAUA_S005,glasses,2025-06-11,signal_invalidity,measurement,LIGHT,1,495,517,08:15,08:38,2025-06-11T08:15:00Z,2025-06-11T08:38:00Z,23,23,0,0,0
BAUA,BAUA_S005,glasses,2025-06-11,signal_invalidity,measurement,LIGHT,2,996,1003,16:36,16:44,2025-06-11T16:36:00Z,2025-06-11T16:44:00Z,8,8,0,0,0
BAUA,BAUA_S005,glasses,2025-06-11,signal_invalidity,measurement,LIGHT,3,1010,1051,16:50,17:32,2025-06-11T16:50:00Z,2025-06-11T17:32:00Z,42,42,0,0,0
BAUA,BAUA_S005,glasses,2025-06-11,signal_invalidity,measurement,LIGHT,4,1180,1240,19:40,20:41,2025-06-11T19:40:00Z,2025-06-11T20:41:00Z,61,61,0,0,0
BAUA,BAUA_S005,glasses,2025-06-11,signal_invalidity,measurement,MEDI,1,495,517,08:15,08:38,2025-06-11T08:15:00Z,2025-06-11T08:38:00Z,23,23,0,0,0
BAUA,BAUA_S005,glasses,2025-06-11,signal_invalidity,measurement,MEDI,2,996,1003,16:36,16:44,2025-06-11T16:36:00Z,2025-06-11T16:44:00Z,8,8,0,0,0
BAUA,BAUA_S005,glasses,2025-06-11,signal_invalidity,measurement,MEDI,3,1010,1051,16:50,17:32,2025-06-11T16:50:00Z,2025-06-11T17:32:00Z,42,42,0,0,0
BAUA,BAUA_S005,glasses,2025-06-11,signal_invalidity,measurement,MEDI,4,1180,1240,19:40,20:41,2025-06-11T19:40:00Z,2025-06-11T20:41:00Z,61,61,0,0,0
BAUA,BAUA_S005,glasses,2025-06-12,signal_invalidity,measurement,LIGHT,1,780,845,13:00,14:06,2025-06-12T13:00:00Z,2025-06-12T14:06:00Z,66,66,0,0,0
BAUA,BAUA_S005,glasses,2025-06-12,signal_invalidity,measurement,LIGHT,2,884,963,14:44,16:04,2025-06-12T14:44:00Z,2025-06-12T16:04:00Z,80,80,0,0,0
BAUA,BAUA_S005,glasses,2025-06-12,signal_invalidity,measurement,MEDI,1,780,845,13:00,14:06,2025-06-12T13:00:00Z,2025-06-12T14:06:00Z,66,66,0,0,0
BAUA,BAUA_S005,glasses,2025-06-12,signal_invalidity,measurement,MEDI,2,884,963,14:44,16:04,2025-06-12T14:44:00Z,2025-06-12T16:04:00Z,80,80,0,0,0
BAUA,BAUA_S005,glasses,2025-06-13,signal_invalidity,measurement,LIGHT,1,781,841,13:01,14:02,2025-06-13T13:01:00Z,2025-06-13T14:02:00Z,61,61,0,0,0
BAUA,BAUA_S005,glasses,2025-06-13,signal_invalidity,measurement,LIGHT,2,1005,1086,16:45,18:07,2025-06-13T16:45:00Z,2025-06-13T18:07:00Z,82,82,0,0,0
BAUA,BAUA_S005,glasses,2025-06-13,signal_invalidity,measurement,MEDI,1,781,841,13:01,14:02,2025-06-13T13:01:00Z,2025-06-13T14:02:00Z,61,61,0,0,0
BAUA,BAUA_S005,glasses,2025-06-13,signal_invalidity,measurement,MEDI,2,1005,1086,16:45,18:07,2025-06-13T16:45:00Z,2025-06-13T18:07:00Z,82,82,0,0,0
BAUA,BAUA_S005,glasses,2025-06-16,day_failure,coverage,MEDI,1,0,1439,00:00,24:00,2025-06-16T00:00:00Z,2025-06-17T00:00:00Z,1440,1440,0,977,977
BAUA,BAUA_S005,glasses,2025-06-16,signal_invalidity,measurement,LIGHT,1,627,669,10:27,11:10,2025-06-16T10:27:00Z,2025-06-16T11:10:00Z,43,43,0,0,0
BAUA,BAUA_S005,glasses,2025-06-16,signal_invalidity,measurement,LIGHT,2,1020,1439,17:00,24:00,2025-06-16T17:00:00Z,2025-06-17T00:00:00Z,420,420,0,0,0
BAUA,BAUA_S005,glasses,2025-06-16,signal_invalidity,measurement,MEDI,1,627,669,10:27,11:10,2025-06-16T10:27:00Z,2025-06-16T11:10:00Z,43,43,0,0,0
BAUA,BAUA_S005,glasses,2025-06-16,signal_invalidity,measurement,MEDI,2,1020,1439,17:00,24:00,2025-06-16T17:00:00Z,2025-06-17T00:00:00Z,420,420,0,0,0
BAUA,BAUA_S005,glasses,2025-06-17,day_failure,coverage,MEDI,1,0,1439,00:00,24:00,2025-06-17T00:00:00Z,2025-06-18T00:00:00Z,1440,1440,0,675,675
BAUA,BAUA_S005,glasses,2025-06-17,signal_invalidity,measurement,LIGHT,1,0,4,00:00,00:05,2025-06-17T00:00:00Z,2025-06-17T00:05:00Z,5,5,0,0,0
BAUA,BAUA_S005,glasses,2025-06-17,signal_invalidity,measurement,LIGHT,2,495,504,08:15,08:25,2025-06-17T08:15:00Z,2025-06-17T08:25:00Z,10,10,0,0,0
BAUA,BAUA_S005,glasses,2025-06-17,signal_invalidity,measurement,LIGHT,3,690,1439,11:30,24:00,2025-06-17T11:30:00Z,2025-06-18T00:00:00Z,750,750,0,0,0
BAUA,BAUA_S005,glasses,2025-06-17,signal_invalidity,measurement,MEDI,1,0,4,00:00,00:05,2025-06-17T00:00:00Z,2025-06-17T00:05:00Z,5,5,0,0,0
BAUA,BAUA_S005,glasses,2025-06-17,signal_invalidity,measurement,MEDI,2,495,504,08:15,08:25,2025-06-17T08:15:00Z,2025-06-17T08:25:00Z,10,10,0,0,0
BAUA,BAUA_S005,glasses,2025-06-17,signal_invalidity,measurement,MEDI,3,690,1439,11:30,24:00,2025-06-17T11:30:00Z,2025-06-18T00:00:00Z,750,750,0,0,0
BAUA,BAUA_S006,glasses,2025-06-10,day_failure,coverage,MEDI,1,0,1439,00:00,24:00,2025-06-10T00:00:00Z,2025-06-11T00:00:00Z,1440,1440,0,150,150
BAUA,BAUA_S006,glasses,2025-06-10,signal_invalidity,measurement,LIGHT,1,0,1289,00:00,21:30,2025-06-10T00:00:00Z,2025-06-10T21:30:00Z,1290,1290,0,0,0
BAUA,BAUA_S006,glasses,2025-06-10,signal_invalidity,measurement,MEDI,1,0,1289,00:00,21:30,2025-06-10T00:00:00Z,2025-06-10T21:30:00Z,1290,1290,0,0,0
BAUA,BAUA_S006,glasses,2025-06-11,signal_invalidity,measurement,LIGHT,1,701,701,11:41,11:42,2025-06-11T11:41:00Z,2025-06-11T11:42:00Z,1,1,0,0,0
BAUA,BAUA_S006,glasses,2025-06-11,signal_invalidity,measurement,LIGHT,2,885,912,14:45,15:13,2025-06-11T14:45:00Z,2025-06-11T15:13:00Z,28,28,0,0,0
BAUA,BAUA_S006,glasses,2025-06-11,signal_invalidity,measurement,MEDI,1,701,701,11:41,11:42,2025-06-11T11:41:00Z,2025-06-11T11:42:00Z,1,1,0,0,0
BAUA,BAUA_S006,glasses,2025-06-11,signal_invalidity,measurement,MEDI,2,885,912,14:45,15:13,2025-06-11T14:45:00Z,2025-06-11T15:13:00Z,28,28,0,0,0
BAUA,BAUA_S006,glasses,2025-06-13,signal_invalidity,measurement,LIGHT,1,614,617,10:14,10:18,2025-06-13T10:14:00Z,2025-06-13T10:18:00Z,4,4,0,0,0
BAUA,BAUA_S006,glasses,2025-06-13,signal_invalidity,measurement,LIGHT,2,802,847,13:22,14:08,2025-06-13T13:22:00Z,2025-06-13T14:08:00Z,46,46,0,0,0
BAUA,BAUA_S006,glasses,2025-06-13,signal_invalidity,measurement,LIGHT,3,1427,1439,23:47,24:00,2025-06-13T23:47:00Z,2025-06-14T00:00:00Z,13,13,0,0,0
BAUA,BAUA_S006,glasses,2025-06-13,signal_invalidity,measurement,MEDI,1,614,617,10:14,10:18,2025-06-13T10:14:00Z,2025-06-13T10:18:00Z,4,4,0,0,0
BAUA,BAUA_S006,glasses,2025-06-13,signal_invalidity,measurement,MEDI,2,802,847,13:22,14:08,2025-06-13T13:22:00Z,2025-06-13T14:08:00Z,46,46,0,0,0
BAUA,BAUA_S006,glasses,2025-06-13,signal_invalidity,measurement,MEDI,3,1427,1439,23:47,24:00,2025-06-13T23:47:00Z,2025-06-14T00:00:00Z,13,13,0,0,0
BAUA,BAUA_S006,glasses,2025-06-14,day_failure,coverage,MEDI,1,0,1439,00:00,24:00,2025-06-14T00:00:00Z,2025-06-15T00:00:00Z,1440,1440,0,860,860
BAUA,BAUA_S006,glasses,2025-06-14,signal_invalidity,measurement,LIGHT,1,0,99,00:00,01:40,2025-06-14T00:00:00Z,2025-06-14T01:40:00Z,100,100,0,0,0
BAUA,BAUA_S006,glasses,2025-06-14,signal_invalidity,measurement,LIGHT,2,535,591,08:55,09:52,2025-06-14T08:55:00Z,2025-06-14T09:52:00Z,57,57,0,0,0
BAUA,BAUA_S006,glasses,2025-06-14,signal_invalidity,measurement,LIGHT,3,660,1082,11:00,18:03,2025-06-14T11:00:00Z,2025-06-14T18:03:00Z,423,423,0,0,0
BAUA,BAUA_S006,glasses,2025-06-14,signal_invalidity,measurement,MEDI,1,0,99,00:00,01:40,2025-06-14T00:00:00Z,2025-06-14T01:40:00Z,100,100,0,0,0
BAUA,BAUA_S006,glasses,2025-06-14,signal_invalidity,measurement,MEDI,2,535,591,08:55,09:52,2025-06-14T08:55:00Z,2025-06-14T09:52:00Z,57,57,0,0,0
BAUA,BAUA_S006,glasses,2025-06-14,signal_invalidity,measurement,MEDI,3,660,1082,11:00,18:03,2025-06-14T11:00:00Z,2025-06-14T18:03:00Z,423,423,0,0,0
BAUA,BAUA_S006,glasses,2025-06-17,signal_invalidity,measurement,LIGHT,1,1205,1439,20:05,24:00,2025-06-17T20:05:00Z,2025-06-18T00:00:00Z,235,235,0,0,0
BAUA,BAUA_S006,glasses,2025-06-17,signal_invalidity,measurement,MEDI,1,1205,1439,20:05,24:00,2025-06-17T20:05:00Z,2025-06-18T00:00:00Z,235,235,0,0,0
BAUA,BAUA_S007,glasses,2025-06-24,day_failure,coverage,MEDI,1,0,1439,00:00,24:00,2025-06-24T00:00:00Z,2025-06-25T00:00:00Z,1440,1440,0,844,844
BAUA,BAUA_S007,glasses,2025-06-24,signal_invalidity,measurement,LIGHT,1,0,509,00:00,08:30,2025-06-24T00:00:00Z,2025-06-24T08:30:00Z,510,510,0,0,0
BAUA,BAUA_S007,glasses,2025-06-24,signal_invalidity,measurement,LIGHT,2,947,1032,15:47,17:13,2025-06-24T15:47:00Z,2025-06-24T17:13:00Z,86,86,0,0,0
BAUA,BAUA_S007,glasses,2025-06-24,signal_invalidity,measurement,MEDI,1,0,509,00:00,08:30,2025-06-24T00:00:00Z,2025-06-24T08:30:00Z,510,510,0,0,0
BAUA,BAUA_S007,glasses,2025-06-24,signal_invalidity,measurement,MEDI,2,947,1032,15:47,17:13,2025-06-24T15:47:00Z,2025-06-24T17:13:00Z,86,86,0,0,0
BAUA,BAUA_S007,glasses,2025-06-26,signal_invalidity,measurement,LIGHT,1,389,400,06:29,06:41,2025-06-26T06:29:00Z,2025-06-26T06:41:00Z,12,12,0,0,0
BAUA,BAUA_S007,glasses,2025-06-26,signal_invalidity,measurement,MEDI,1,389,400,06:29,06:41,2025-06-26T06:29:00Z,2025-06-26T06:41:00Z,12,12,0,0,0
BAUA,BAUA_S007,glasses,2025-06-27,signal_invalidity,measurement,LIGHT,1,292,307,04:52,05:08,2025-06-27T04:52:00Z,2025-06-27T05:08:00Z,16,16,0,0,0
BAUA,BAUA_S007,glasses,2025-06-27,signal_invalidity,measurement,LIGHT,2,1010,1095,16:50,18:16,2025-06-27T16:50:00Z,2025-06-27T18:16:00Z,86,86,0,0,0
BAUA,BAUA_S007,glasses,2025-06-27,signal_invalidity,measurement,MEDI,1,292,307,04:52,05:08,2025-06-27T04:52:00Z,2025-06-27T05:08:00Z,16,16,0,0,0
BAUA,BAUA_S007,glasses,2025-06-27,signal_invalidity,measurement,MEDI,2,1010,1095,16:50,18:16,2025-06-27T16:50:00Z,2025-06-27T18:16:00Z,86,86,0,0,0
BAUA,BAUA_S007,glasses,2025-06-28,signal_invalidity,measurement,LIGHT,1,461,477,07:41,07:58,2025-06-28T07:41:00Z,2025-06-28T07:58:00Z,17,17,0,0,0
BAUA,BAUA_S007,glasses,2025-06-28,signal_invalidity,measurement,LIGHT,2,528,566,08:48,09:27,2025-06-28T08:48:00Z,2025-06-28T09:27:00Z,39,39,0,0,0
BAUA,BAUA_S007,glasses,2025-06-28,signal_invalidity,measurement,MEDI,1,461,477,07:41,07:58,2025-06-28T07:41:00Z,2025-06-28T07:58:00Z,17,17,0,0,0
BAUA,BAUA_S007,glasses,2025-06-28,signal_invalidity,measurement,MEDI,2,528,566,08:48,09:27,2025-06-28T08:48:00Z,2025-06-28T09:27:00Z,39,39,0,0,0
BAUA,BAUA_S007,glasses,2025-06-29,signal_invalidity,measurement,LIGHT,1,440,443,07:20,07:24,2025-06-29T07:20:00Z,2025-06-29T07:24:00Z,4,4,0,0,0
BAUA,BAUA_S007,glasses,2025-06-29,signal_invalidity,measurement,LIGHT,2,541,574,09:01,09:35,2025-06-29T09:01:00Z,2025-06-29T09:35:00Z,34,34,0,0,0
BAUA,BAUA_S007,glasses,2025-06-29,signal_invalidity,measurement,LIGHT,3,1093,1172,18:13,19:33,2025-06-29T18:13:00Z,2025-06-29T19:33:00Z,80,80,0,0,0
BAUA,BAUA_S007,glasses,2025-06-29,signal_invalidity,measurement,MEDI,1,440,443,07:20,07:24,2025-06-29T07:20:00Z,2025-06-29T07:24:00Z,4,4,0,0,0
BAUA,BAUA_S007,glasses,2025-06-29,signal_invalidity,measurement,MEDI,2,541,574,09:01,09:35,2025-06-29T09:01:00Z,2025-06-29T09:35:00Z,34,34,0,0,0
BAUA,BAUA_S007,glasses,2025-06-29,signal_invalidity,measurement,MEDI,3,1093,1172,18:13,19:33,2025-06-29T18:13:00Z,2025-06-29T19:33:00Z,80,80,0,0,0
