site,Id,position,local_date,day_expected_wall_minutes,day_observed_wall_minutes,day_source_real_minutes,day_valid_minutes_raw,day_zero_medi_minutes_raw,day_valid_fraction_raw,day_valid_minutes_after_hour,day_valid_fraction_after_hour,day_eligible_hours,day_dst_fold_minutes,day_all_finite_medi_zero,day_eligible_without_all_zero_screen,day_eligible_after_hour_without_all_zero_screen,day_all_zero_medi_excluded,day_eligible,day_eligible_after_hour
BAUA,BAUA_S004,glasses,2025-06-13,1440,1440,1440,1378,378,0.9569444444444445,1372,0.9527777777777777,23,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S004,glasses,2025-06-14,1440,1440,1440,1379,475,0.9576388888888889,1372,0.9527777777777777,23,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S004,glasses,2025-06-15,1440,1440,1440,1304,557,0.9055555555555556,1304,0.9055555555555556,22,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S004,glasses,2025-06-16,1440,1440,1440,1300,464,0.9027777777777778,1297,0.9006944444444445,22,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S004,glasses,2025-06-17,1440,1440,1440,960,367,0.6666666666666666,960,0.6666666666666666,16,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BAUA,BAUA_S005,glasses,2025-06-10,1440,1440,1440,330,0,0.22916666666666666,330,0.22916666666666666,6,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BAUA,BAUA_S005,glasses,2025-06-11,1440,1440,1440,1306,283,0.9069444444444444,1259,0.8743055555555556,22,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S005,glasses,2025-06-12,1440,1440,1440,1294,374,0.8986111111111111,1294,0.8986111111111111,22,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S005,glasses,2025-06-13,1440,1440,1440,1297,224,0.9006944444444445,1296,0.9,22,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S005,glasses,2025-06-14,1440,1440,1440,1440,317,1,1440,1,24,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S005,glasses,2025-06-15,1440,1440,1440,1440,444,1,1440,1,24,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S005,glasses,2025-06-16,1440,1440,1440,977,278,0.6784722222222223,950,0.6597222222222222,16,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BAUA,BAUA_S005,glasses,2025-06-17,1440,1440,1440,675,299,0.46875,675,0.46875,12,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BAUA,BAUA_S006,glasses,2025-06-10,1440,1440,1440,150,0,0.10416666666666667,150,0.10416666666666667,3,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BAUA,BAUA_S006,glasses,2025-06-11,1440,1440,1440,1411,507,0.9798611111111111,1411,0.9798611111111111,24,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S006,glasses,2025-06-12,1440,1440,1440,1440,425,1,1440,1,24,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S006,glasses,2025-06-13,1440,1440,1440,1377,395,0.95625,1355,0.9409722222222222,23,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S006,glasses,2025-06-14,1440,1440,1440,860,581,0.5972222222222222,832,0.5777777777777777,14,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BAUA,BAUA_S006,glasses,2025-06-15,1440,1440,1440,1440,867,1,1440,1,24,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S006,glasses,2025-06-16,1440,1440,1440,1440,694,1,1440,1,24,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S006,glasses,2025-06-17,1440,1440,1440,1205,377,0.8368055555555556,1200,0.8333333333333334,20,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S007,glasses,2025-06-24,1440,1440,1440,844,158,0.5861111111111111,844,0.5861111111111111,15,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BAUA,BAUA_S007,glasses,2025-06-25,1440,1440,1440,1440,477,1,1440,1,24,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S007,glasses,2025-06-26,1440,1440,1440,1428,447,0.9916666666666667,1428,0.9916666666666667,24,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S007,glasses,2025-06-27,1440,1440,1440,1338,343,0.9291666666666667,1338,0.9291666666666667,23,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S007,glasses,2025-06-28,1440,1440,1440,1384,431,0.9611111111111111,1384,0.9611111111111111,24,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S007,glasses,2025-06-29,1440,1440,1440,1322,487,0.9180555555555555,1256,0.8722222222222222,21,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S007,glasses,2025-06-30,1440,1440,1440,1363,477,0.9465277777777777,1356,0.9416666666666667,23,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S007,glasses,2025-07-01,1440,1440,1440,1077,304,0.7479166666666667,1058,0.7347222222222223,18,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BAUA,BAUA_S008,glasses,2025-06-24,1440,1440,1440,522,15,0.3625,522,0.3625,9,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BAUA,BAUA_S009,glasses,2025-06-24,1440,1440,1440,638,21,0.44305555555555554,596,0.41388888888888886,10,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BAUA,BAUA_S009,glasses,2025-06-25,1440,1440,1440,1324,347,0.9194444444444444,1307,0.9076388888888889,22,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S009,glasses,2025-06-26,1440,1440,1440,1345,516,0.9340277777777778,1317,0.9145833333333333,22,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S009,glasses,2025-06-27,1440,1440,1440,1404,731,0.975,1404,0.975,24,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S009,glasses,2025-06-28,1440,1440,1440,1440,431,1,1440,1,24,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S009,glasses,2025-06-29,1440,1440,1440,1440,428,1,1440,1,24,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S009,glasses,2025-06-30,1440,1440,1440,1440,358,1,1440,1,24,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S009,glasses,2025-07-01,1440,1440,1440,630,303,0.4375,630,0.4375,11,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BAUA,BAUA_S011,glasses,2025-06-24,1440,1440,1440,330,126,0.22916666666666666,330,0.22916666666666666,6,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BAUA,BAUA_S011,glasses,2025-06-25,1440,1440,1440,1440,490,1,1440,1,24,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S011,glasses,2025-06-26,1440,1440,1440,1440,470,1,1440,1,24,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S011,glasses,2025-06-27,1440,1440,1440,1440,539,1,1440,1,24,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S011,glasses,2025-06-28,1440,1440,1440,1440,506,1,1440,1,24,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S011,glasses,2025-06-29,1440,1440,1440,1440,521,1,1440,1,24,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S011,glasses,2025-06-30,1440,1440,1440,1440,498,1,1440,1,24,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S011,glasses,2025-07-01,1440,1440,1440,1050,472,0.7291666666666666,1050,0.7291666666666666,18,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BAUA,BAUA_S012,glasses,2025-07-15,1440,1440,1440,826,101,0.5736111111111111,820,0.5694444444444444,14,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BAUA,BAUA_S012,glasses,2025-07-16,1440,1440,1440,1219,388,0.8465277777777778,1200,0.8333333333333334,20,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S012,glasses,2025-07-17,1440,1440,1440,1392,385,0.9666666666666667,1380,0.9583333333333334,23,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S012,glasses,2025-07-18,1440,1440,1440,1440,303,1,1440,1,24,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S012,glasses,2025-07-19,1440,1440,1440,1243,309,0.8631944444444445,1243,0.8631944444444445,21,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S012,glasses,2025-07-20,1440,1440,1440,1238,308,0.8597222222222223,1196,0.8305555555555556,20,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S012,glasses,2025-07-21,1440,1440,1440,1309,643,0.9090277777777778,1309,0.9090277777777778,23,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S012,glasses,2025-07-22,1440,1440,1440,450,387,0.3125,450,0.3125,8,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BAUA,BAUA_S013,glasses,2025-07-15,1440,1440,1440,762,51,0.5291666666666667,735,0.5104166666666666,13,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BAUA,BAUA_S013,glasses,2025-07-16,1440,1440,1440,1430,422,0.9930555555555556,1430,0.9930555555555556,24,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S013,glasses,2025-07-17,1440,1440,1440,1420,371,0.9861111111111112,1420,0.9861111111111112,24,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S013,glasses,2025-07-18,1440,1440,1440,1440,324,1,1440,1,24,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S013,glasses,2025-07-19,1440,1440,1440,1440,518,1,1440,1,24,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S013,glasses,2025-07-20,1440,1440,1440,1440,493,1,1440,1,24,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S013,glasses,2025-07-21,1440,1440,1440,1338,324,0.9291666666666667,1302,0.9041666666666667,22,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S013,glasses,2025-07-22,1440,1440,1440,540,348,0.375,540,0.375,9,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BAUA,BAUA_S014,glasses,2025-07-15,1440,1440,1440,540,134,0.375,540,0.375,9,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BAUA,BAUA_S014,glasses,2025-07-16,1440,1440,1440,1440,435,1,1440,1,24,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S014,glasses,2025-07-17,1440,1440,1440,1440,441,1,1440,1,24,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S014,glasses,2025-07-18,1440,1440,1440,1440,492,1,1440,1,24,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S014,glasses,2025-07-19,1440,1440,1440,1440,920,1,1440,1,24,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S014,glasses,2025-07-20,1440,1440,1440,1440,546,1,1440,1,24,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S014,glasses,2025-07-21,1440,1440,1440,1440,503,1,1440,1,24,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S014,glasses,2025-07-22,1440,1440,1440,630,317,0.4375,630,0.4375,11,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BAUA,BAUA_S015,glasses,2025-07-22,1440,1440,1440,603,19,0.41875,599,0.41597222222222224,10,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BAUA,BAUA_S015,glasses,2025-07-23,1440,1440,1440,1412,358,0.9805555555555555,1412,0.9805555555555555,24,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S015,glasses,2025-07-24,1440,1440,1440,1377,392,0.95625,1357,0.9423611111111111,23,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S015,glasses,2025-07-25,1440,1440,1440,1164,328,0.8083333333333333,1137,0.7895833333333333,19,0,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
BAUA,BAUA_S015,glasses,2025-07-26,1440,1440,1440,1440,321,1,1440,1,24,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S015,glasses,2025-07-27,1440,1440,1440,1383,264,0.9604166666666667,1376,0.9555555555555556,23,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S015,glasses,2025-07-28,1440,1440,1440,1204,315,0.8361111111111111,1194,0.8291666666666667,21,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S015,glasses,2025-07-29,1440,1440,1440,1050,308,0.7291666666666666,1050,0.7291666666666666,18,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BAUA,BAUA_S016,glasses,2025-07-22,1440,1440,1440,329,138,0.22847222222222222,329,0.22847222222222222,6,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BAUA,BAUA_S016,glasses,2025-07-23,1440,1440,1440,1271,489,0.8826388888888889,1262,0.8763888888888889,22,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S016,glasses,2025-07-24,1440,1440,1440,1337,494,0.9284722222222223,1312,0.9111111111111111,22,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S016,glasses,2025-07-25,1440,1440,1440,1421,454,0.9868055555555556,1421,0.9868055555555556,24,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S016,glasses,2025-07-26,1440,1440,1440,1322,507,0.9180555555555555,1295,0.8993055555555556,22,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S016,glasses,2025-07-27,1440,1440,1440,1343,609,0.9326388888888889,1320,0.9166666666666666,22,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S016,glasses,2025-07-28,1440,1440,1440,1307,492,0.9076388888888889,1289,0.8951388888888889,22,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S016,glasses,2025-07-29,1440,1440,1440,960,355,0.6666666666666666,960,0.6666666666666666,16,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BAUA,BAUA_S018,glasses,2025-09-08,1440,1440,1440,240,24,0.16666666666666666,240,0.16666666666666666,4,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BAUA,BAUA_S018,glasses,2025-09-09,1440,1440,1440,1440,471,1,1440,1,24,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S018,glasses,2025-09-10,1440,1440,1440,1440,397,1,1440,1,24,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S018,glasses,2025-09-11,1440,1440,1440,1406,484,0.9763888888888889,1380,0.9583333333333334,23,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S018,glasses,2025-09-12,1440,1440,1440,1351,380,0.9381944444444444,1351,0.9381944444444444,23,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S018,glasses,2025-09-13,1440,1440,1440,1389,743,0.9645833333333333,1369,0.9506944444444444,23,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S018,glasses,2025-09-14,1440,1440,1440,1440,586,1,1440,1,24,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S018,glasses,2025-09-15,1440,1440,1440,1064,593,0.7388888888888889,1054,0.7319444444444444,18,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BAUA,BAUA_S022,glasses,2025-09-23,1440,1440,1440,750,76,0.5208333333333334,750,0.5208333333333334,13,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BAUA,BAUA_S022,glasses,2025-09-24,1440,1440,1440,1430,499,0.9930555555555556,1430,0.9930555555555556,24,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S022,glasses,2025-09-25,1440,1440,1440,1413,508,0.98125,1413,0.98125,24,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S022,glasses,2025-09-26,1440,1440,1440,1440,448,1,1440,1,24,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S022,glasses,2025-09-27,1440,1440,1440,1440,585,1,1440,1,24,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S022,glasses,2025-09-28,1440,1440,1440,1440,652,1,1440,1,24,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S022,glasses,2025-09-29,1440,1440,1440,1440,531,1,1440,1,24,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S022,glasses,2025-09-30,1440,1440,1440,540,494,0.375,540,0.375,9,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BAUA,BAUA_S024,glasses,2025-10-13,1440,1440,1440,445,113,0.3090277777777778,420,0.2916666666666667,7,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BAUA,BAUA_S024,glasses,2025-10-14,1440,1440,1440,1440,538,1,1440,1,24,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S024,glasses,2025-10-15,1440,1440,1440,1440,586,1,1440,1,24,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S024,glasses,2025-10-16,1440,1440,1440,1277,549,0.8868055555555555,1238,0.8597222222222223,21,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S024,glasses,2025-10-17,1440,1440,1440,1426,678,0.9902777777777778,1426,0.9902777777777778,24,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S024,glasses,2025-10-18,1440,1440,1440,1426,616,0.9902777777777778,1426,0.9902777777777778,24,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S024,glasses,2025-10-19,1440,1440,1440,1413,636,0.98125,1413,0.98125,24,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S024,glasses,2025-10-20,1440,1440,1440,644,469,0.44722222222222224,644,0.44722222222222224,11,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BAUA,BAUA_S025,glasses,2025-10-13,1440,1440,1440,450,110,0.3125,450,0.3125,8,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BAUA,BAUA_S025,glasses,2025-10-14,1440,1440,1440,1440,714,1,1440,1,24,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S025,glasses,2025-10-15,1440,1440,1440,1411,567,0.9798611111111111,1411,0.9798611111111111,24,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S025,glasses,2025-10-16,1440,1440,1440,1406,716,0.9763888888888889,1406,0.9763888888888889,24,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S025,glasses,2025-10-17,1440,1440,1440,1440,556,1,1440,1,24,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S025,glasses,2025-10-18,1440,1440,1440,1440,571,1,1440,1,24,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S025,glasses,2025-10-19,1440,1440,1440,1440,770,1,1440,1,24,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BAUA,BAUA_S025,glasses,2025-10-20,1440,1440,1440,900,639,0.625,900,0.625,15,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FUSPCEU,FUSPCEU_S003,glasses,2024-10-07,1440,1440,1440,432,78,0.3,432,0.3,8,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FUSPCEU,FUSPCEU_S003,glasses,2024-10-08,1440,1440,1440,1221,584,0.8479166666666667,1199,0.8326388888888889,20,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
FUSPCEU,FUSPCEU_S003,glasses,2024-10-09,1440,1440,1440,1395,538,0.96875,1371,0.9520833333333333,23,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
FUSPCEU,FUSPCEU_S003,glasses,2024-10-10,1440,1440,1440,1440,579,1,1440,1,24,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
FUSPCEU,FUSPCEU_S003,glasses,2024-10-11,1440,1440,1440,1440,531,1,1440,1,24,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
FUSPCEU,FUSPCEU_S003,glasses,2024-10-12,1440,1440,1440,1440,542,1,1440,1,24,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
FUSPCEU,FUSPCEU_S003,glasses,2024-10-13,1440,1440,1440,1440,558,1,1440,1,24,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
FUSPCEU,FUSPCEU_S003,glasses,2024-10-14,1440,1440,1440,834,412,0.5791666666666667,834,0.5791666666666667,14,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FUSPCEU,FUSPCEU_S004,glasses,2024-10-07,1440,1440,1440,500,163,0.3472222222222222,480,0.3333333333333333,8,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FUSPCEU,FUSPCEU_S004,glasses,2024-10-08,1440,1440,1440,1440,627,1,1440,1,24,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
