"source","copy","sha256","bytes","role","final_source_sha256","final_copy_sha256","exact"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/figure_table_selection_assets/tbl-h09-near-eye-results.html","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/consolidated_display_repair_2026_09_11/integration_candidate_order72k/project/resources/5bccd351c73c_tbl-h09-near-eye-results.html","5bccd351c73c410a9dbef0823e012f9db741c055ad11e31eb85349cebe454fd9",16973,"table","5bccd351c73c410a9dbef0823e012f9db741c055ad11e31eb85349cebe454fd9","5bccd351c73c410a9dbef0823e012f9db741c055ad11e31eb85349cebe454fd9",TRUE
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/figure_table_selection_assets/tbl-h10-main-results.html","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/consolidated_display_repair_2026_09_11/integration_candidate_order72k/project/resources/b511c4fcc0a9_tbl-h10-main-results.html","b511c4fcc0a95c7e58d940816dd38fe63f9c6dffde782e6f736e285ba8e31193",18766,"table","b511c4fcc0a95c7e58d940816dd38fe63f9c6dffde782e6f736e285ba8e31193","b511c4fcc0a95c7e58d940816dd38fe63f9c6dffde782e6f736e285ba8e31193",TRUE
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/figure_table_selection_assets/tbl-h11-global-tests.html","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/consolidated_display_repair_2026_09_11/integration_candidate_order72k/project/resources/8230f1f41789_tbl-h11-global-tests.html","8230f1f41789ab7662b57ab3bdc6bef3bbd9dd6d2c0f1f8e125a844594269c76",14527,"table","8230f1f41789ab7662b57ab3bdc6bef3bbd9dd6d2c0f1f8e125a844594269c76","8230f1f41789ab7662b57ab3bdc6bef3bbd9dd6d2c0f1f8e125a844594269c76",TRUE
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/hypotheses/H11/report018_order72_svg_export/candidate/H11_reader_primary_near_eye_curves.svg","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/consolidated_display_repair_2026_09_11/integration_candidate_order72k/project/resources/ee82f8f1ef3f_H11_reader_primary_near_eye_curves.svg","ee82f8f1ef3f360a584a92712ea1e9e1e48341617d5d0e332743c72c956cdbfe",25379,"svg","ee82f8f1ef3f360a584a92712ea1e9e1e48341617d5d0e332743c72c956cdbfe","ee82f8f1ef3f360a584a92712ea1e9e1e48341617d5d0e332743c72c956cdbfe",TRUE
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/hypotheses/H10/report018_order72_svg_export/candidate/H10_age_site_significant_associations_selection_candidate.svg","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/consolidated_display_repair_2026_09_11/integration_candidate_order72k/project/resources/134049139070_H10_age_site_significant_associations_selection_candidate.svg","1340491390703f642e30b0284bd4e0416a704015bc717dd2a6e56a8073901799",88725,"svg","1340491390703f642e30b0284bd4e0416a704015bc717dd2a6e56a8073901799","1340491390703f642e30b0284bd4e0416a704015bc717dd2a6e56a8073901799",TRUE
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/hypotheses/H08/report018_order72_svg_export/candidate/H08_near_eye_effects.svg","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/consolidated_display_repair_2026_09_11/integration_candidate_order72k/project/resources/f0f77bbd8967_H08_near_eye_effects.svg","f0f77bbd896739941d8ae63bb24ed889528a410a963c2123b07ca3a825f7ddee",12850,"svg","f0f77bbd896739941d8ae63bb24ed889528a410a963c2123b07ca3a825f7ddee","f0f77bbd896739941d8ae63bb24ed889528a410a963c2123b07ca3a825f7ddee",TRUE
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/hypotheses/H05/report018_order72_svg_export/vector_legend_repair/candidate/H05_reader_near_eye_effects.svg","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/consolidated_display_repair_2026_09_11/integration_candidate_order72k/project/resources/e9d7d6010040_H05_reader_near_eye_effects.svg","e9d7d60100403aea3ac25282f9be33f981b182a09e74479cd160bdc296ae63b3",66573,"svg","e9d7d60100403aea3ac25282f9be33f981b182a09e74479cd160bdc296ae63b3","e9d7d60100403aea3ac25282f9be33f981b182a09e74479cd160bdc296ae63b3",TRUE
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/hypotheses/H06/report018_order72_svg_export/candidate/H06_stage3_site_specific_significance_screen.svg","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/consolidated_display_repair_2026_09_11/integration_candidate_order72k/project/resources/2b955196ce35_H06_stage3_site_specific_significance_screen.svg","2b955196ce35eae1c973201a00523e538a6535ac59c8abe240160611a74c8b83",29707,"svg","2b955196ce35eae1c973201a00523e538a6535ac59c8abe240160611a74c8b83","2b955196ce35eae1c973201a00523e538a6535ac59c8abe240160611a74c8b83",TRUE
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/10_figures/H06/H06_reader_temporal_activity.svg","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/consolidated_display_repair_2026_09_11/integration_candidate_order72k/project/resources/07b54b298f8c_H06_reader_temporal_activity.svg","07b54b298f8c159432f08fc81b0ca2025915c1eb2128d6b02783f14987c58fb0",58495,"svg","07b54b298f8c159432f08fc81b0ca2025915c1eb2128d6b02783f14987c58fb0","07b54b298f8c159432f08fc81b0ca2025915c1eb2128d6b02783f14987c58fb0",TRUE
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/10_figures/H06/H06_reader_temporal_day_type.svg","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/consolidated_display_repair_2026_09_11/integration_candidate_order72k/project/resources/3005cbcd8c8b_H06_reader_temporal_day_type.svg","3005cbcd8c8b7a40339542fbe776853567d0ff56ae4d98fa6d2ebee6118110d3",57982,"svg","3005cbcd8c8b7a40339542fbe776853567d0ff56ae4d98fa6d2ebee6118110d3","3005cbcd8c8b7a40339542fbe776853567d0ff56ae4d98fa6d2ebee6118110d3",TRUE
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/hypotheses/H06/report018_order72_svg_export/candidate/H06_paired_placement_effects.svg","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/consolidated_display_repair_2026_09_11/integration_candidate_order72k/project/resources/e9d44034ace6_H06_paired_placement_effects.svg","e9d44034ace69fc82f67079fdabb266827cc06e053f948bd47e90d6ce1a47e14",7423,"svg","e9d44034ace69fc82f67079fdabb266827cc06e053f948bd47e90d6ce1a47e14","e9d44034ace69fc82f67079fdabb266827cc06e053f948bd47e90d6ce1a47e14",TRUE
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/10_figures/H03/H03_manuscript_supplementary_figure_S7.svg","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/consolidated_display_repair_2026_09_11/integration_candidate_order72k/project/resources/a510c6bc356b_H03_manuscript_supplementary_figure_S7.svg","a510c6bc356bba1ed748d4f0f4a308669b218af36af0b06e0fc18f82014674b3",240560,"svg","a510c6bc356bba1ed748d4f0f4a308669b218af36af0b06e0fc18f82014674b3","a510c6bc356bba1ed748d4f0f4a308669b218af36af0b06e0fc18f82014674b3",TRUE
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/manuscript/R0_NatHealth/display_assets/brown_participant_state_raincloud.svg","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/consolidated_display_repair_2026_09_11/integration_candidate_order72k/project/resources/200e85cb494e_brown_participant_state_raincloud.svg","200e85cb494e28865cafe677c860ec8a6e4eb426c86c78b37819a4bd19e08653",108600,"svg","200e85cb494e28865cafe677c860ec8a6e4eb426c86c78b37819a4bd19e08653","200e85cb494e28865cafe677c860ec8a6e4eb426c86c78b37819a4bd19e08653",TRUE
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/figure_table_selection_assets/brown_supplementary_figure_s5.svg","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/consolidated_display_repair_2026_09_11/integration_candidate_order72k/project/resources/61e8d4671939_brown_supplementary_figure_s5.svg","61e8d4671939659ecf5eca6c6688c03414bb849d15b9d3f59f39c96ca7069cfd",83149,"svg","61e8d4671939659ecf5eca6c6688c03414bb849d15b9d3f59f39c96ca7069cfd","61e8d4671939659ecf5eca6c6688c03414bb849d15b9d3f59f39c96ca7069cfd",TRUE
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/figure_table_selection_assets/brown_adherence_levels.svg","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/consolidated_display_repair_2026_09_11/integration_candidate_order72k/project/resources/65c262ff90db_brown_adherence_levels.svg","65c262ff90dbf458549a417d722e625fba5d30ed892edabd34e81c37b55c1433",7775,"svg","65c262ff90dbf458549a417d722e625fba5d30ed892edabd34e81c37b55c1433","65c262ff90dbf458549a417d722e625fba5d30ed892edabd34e81c37b55c1433",TRUE
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/10_figures/descriptives/latitude_photoperiod_diagnostic.svg","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/consolidated_display_repair_2026_09_11/integration_candidate_order72k/project/resources/58b7263ac915_latitude_photoperiod_diagnostic.svg","58b7263ac915e910c268d840f00cb1a036fcc7036ed7b1ef0a201bb4202117fa",177168,"svg","58b7263ac915e910c268d840f00cb1a036fcc7036ed7b1ef0a201bb4202117fa","58b7263ac915e910c268d840f00cb1a036fcc7036ed7b1ef0a201bb4202117fa",TRUE
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/10_figures/descriptives/time_series_to_metrics.svg","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/consolidated_display_repair_2026_09_11/integration_candidate_order72k/project/resources/61de5a9df7dd_time_series_to_metrics.svg","61de5a9df7dda373d27935a9905bde99c2857c52787dafaedbb11a240efa7bbe",150676,"svg","61de5a9df7dda373d27935a9905bde99c2857c52787dafaedbb11a240efa7bbe","61de5a9df7dda373d27935a9905bde99c2857c52787dafaedbb11a240efa7bbe",TRUE
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/10_figures/descriptives/near_eye_metric_distributions.svg","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/consolidated_display_repair_2026_09_11/integration_candidate_order72k/project/resources/63c21b0d084b_near_eye_metric_distributions.svg","63c21b0d084b76e63e50d24f097ab3a881c7056ca4d73c7def5f7a064d1daf05",6313499,"svg","63c21b0d084b76e63e50d24f097ab3a881c7056ca4d73c7def5f7a064d1daf05","63c21b0d084b76e63e50d24f097ab3a881c7056ca4d73c7def5f7a064d1daf05",TRUE
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/figure_table_selection_assets/H04_manuscript_figure3_selection_candidate.svg","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/consolidated_display_repair_2026_09_11/integration_candidate_order72k/project/resources/012453debcd7_H04_manuscript_figure3_selection_candidate.svg","012453debcd7994ab8b8437bd1b829a4935b26d97803963c6621ee2093bd72dd",226671,"svg","012453debcd7994ab8b8437bd1b829a4935b26d97803963c6621ee2093bd72dd","012453debcd7994ab8b8437bd1b829a4935b26d97803963c6621ee2093bd72dd",TRUE
