"path","expected_sha256","observed_sha256","expected_bytes","observed_bytes","status"
"audit/hypotheses/H06_daily/H06_daily_analysis_preparation.html","7f3adfd0d80c9e083baa34f6aa056bc12e0a30e233f786fbc55a6ad6ac176259","7f3adfd0d80c9e083baa34f6aa056bc12e0a30e233f786fbc55a6ad6ac176259",4613650,4613650,"PASS"
"audit/hypotheses/H06_daily/H06_daily_analysis_preparation.qmd","ae0d270b18690e01a708f25c73dccbb0b42ac5bc8529db4d5001398255271252","cc0647d1519cd9b76313dafb3dcb3b77af38169f8c71ec278e210e6044854dc2",35432,35450,"PASS_AUTHORIZED_SOURCE_TRANSITION"
"audit/hypotheses/H06_daily/report018_order49_companion_render/order49_fail_closed_manifest.csv","929ea51950b7f409a03254106f53dc54becb6023e39edd618fee7bb2aab63ae8","929ea51950b7f409a03254106f53dc54becb6023e39edd618fee7bb2aab63ae8",9403,9403,"PASS"
"audit/hypotheses/H06_daily/report018_order49_companion_render/order49_fail_closed.md","0a15429a58c6e35a5dfd7227fe404d4b8116d181e52b7ae38d72f3945cf61f56","0a15429a58c6e35a5dfd7227fe404d4b8116d181e52b7ae38d72f3945cf61f56",2842,2842,"PASS"
"audit/hypotheses/H06_daily/report018_order49a_companion_render/build_inventory_postfailure.csv","18919368b40d589b7159aeb3ef41e2a881b2859fae74fa198d518859fea18eb6","18919368b40d589b7159aeb3ef41e2a881b2859fae74fa198d518859fea18eb6",155866,155866,"PASS"
"audit/hypotheses/H06_daily/report018_order49a_companion_render/build_inventory_prerender.csv","18919368b40d589b7159aeb3ef41e2a881b2859fae74fa198d518859fea18eb6","18919368b40d589b7159aeb3ef41e2a881b2859fae74fa198d518859fea18eb6",155866,155866,"PASS"
"audit/hypotheses/H06_daily/report018_order49a_companion_render/build_reconciliation_postfailure.csv","6aec42067f6ef1096dcc8ae7b8394e3f5be59099caf69416b2ae47362d6689fc","6aec42067f6ef1096dcc8ae7b8394e3f5be59099caf69416b2ae47362d6689fc",246554,246554,"PASS"
"audit/hypotheses/H06_daily/report018_order49a_companion_render/build_symlink_inventory_postfailure.csv","a1281b05fe84642748fa4c091a9f3a31de71a1da578d56f6893ff098ed9aa872","a1281b05fe84642748fa4c091a9f3a31de71a1da578d56f6893ff098ed9aa872",70,70,"PASS"
"audit/hypotheses/H06_daily/report018_order49a_companion_render/build_symlink_inventory_prerender.csv","a1281b05fe84642748fa4c091a9f3a31de71a1da578d56f6893ff098ed9aa872","a1281b05fe84642748fa4c091a9f3a31de71a1da578d56f6893ff098ed9aa872",70,70,"PASS"
"audit/hypotheses/H06_daily/report018_order49a_companion_render/dispatch_reconciliation_prerender.csv","71e1c5a567d5810098086c1a03feaf83835226c27c8e7a1006ecd624752eaadc","71e1c5a567d5810098086c1a03feaf83835226c27c8e7a1006ecd624752eaadc",8431,8431,"PASS"
"audit/hypotheses/H06_daily/report018_order49a_companion_render/endpoint_identity_postfailure.csv","97aa0ca9307ef82f435375940e54d230b8b153d500a13ff96069f9770444d435","97aa0ca9307ef82f435375940e54d230b8b153d500a13ff96069f9770444d435",1177,1177,"PASS"
"audit/hypotheses/H06_daily/report018_order49a_companion_render/fail_closed_summary.csv","39be32a74bb52a414abf0d465645192c5568e2ed02e5afc7b1ec97e1d3e13e4f","39be32a74bb52a414abf0d465645192c5568e2ed02e5afc7b1ec97e1d3e13e4f",864,864,"PASS"
"audit/hypotheses/H06_daily/report018_order49a_companion_render/historical_manifest_source_transition_audit.csv","0e1a1b7fa5820f0e074b7a084c3b625aabb4f57ef8475657e93b986c4c56a417","0e1a1b7fa5820f0e074b7a084c3b625aabb4f57ef8475657e93b986c4c56a417",839,839,"PASS"
"audit/hypotheses/H06_daily/report018_order49a_companion_render/include_graphics_path_diagnostic.csv","80c2dab624d090e9cfc20d4b159f7211edcf7dc1763a53585b13a30f40e86a26","80c2dab624d090e9cfc20d4b159f7211edcf7dc1763a53585b13a30f40e86a26",871,871,"PASS"
"audit/hypotheses/H06_daily/report018_order49a_companion_render/order49_owner_manifest_reconciliation_prerender.csv","efc431ded93795bcd5104573769f5c0326d6c48ce205afd12b7dce10c74402ae","efc431ded93795bcd5104573769f5c0326d6c48ce205afd12b7dce10c74402ae",11933,11933,"PASS"
"audit/hypotheses/H06_daily/report018_order49a_companion_render/order49a_fail_closed.md","c55bfdd9ef07c682940961bf21cbba495411123375388541e2c2ab80774dd8a2","c55bfdd9ef07c682940961bf21cbba495411123375388541e2c2ab80774dd8a2",2992,2992,"PASS"
"audit/hypotheses/H06_daily/report018_order49a_companion_render/prerender_gate_summary.csv","33e464604f8ef8f6ccdee5721f285400a98e23638c880a8dde4f979d26b65850","33e464604f8ef8f6ccdee5721f285400a98e23638c880a8dde4f979d26b65850",876,876,"PASS"
"audit/hypotheses/H06_daily/report018_order49a_companion_render/process_final_prerender.csv","e3244daa3cd0b5c69f782f99d3dd0764a4d1ff851f03ecba9d4851b0515f3b6c","e3244daa3cd0b5c69f782f99d3dd0764a4d1ff851f03ecba9d4851b0515f3b6c",141,141,"PASS"
"audit/hypotheses/H06_daily/report018_order49a_companion_render/process_preflight.csv","ebf4834ef0807c322dc87a7abfcd8a22b4f290fa93211bd8e4f7431e9dfa0bb2","ebf4834ef0807c322dc87a7abfcd8a22b4f290fa93211bd8e4f7431e9dfa0bb2",422,422,"PASS"
"audit/hypotheses/H06_daily/report018_order49a_companion_render/process_teardown.csv","5a6dfa1bca4e9c1ac27b8756bddf01e1bd8124c08abbe69cf50ecc0c81db0ff6","5a6dfa1bca4e9c1ac27b8756bddf01e1bd8124c08abbe69cf50ecc0c81db0ff6",457,457,"PASS"
"audit/hypotheses/H06_daily/report018_order49a_companion_render/protected_inventory_postfailure.csv","1ba4585b37e97231ab5994a22f8c62b88a097d315087f190c56478ca01e008e6","1ba4585b37e97231ab5994a22f8c62b88a097d315087f190c56478ca01e008e6",742110,742110,"PASS"
"audit/hypotheses/H06_daily/report018_order49a_companion_render/protected_inventory_prerender.csv","1ba4585b37e97231ab5994a22f8c62b88a097d315087f190c56478ca01e008e6","1ba4585b37e97231ab5994a22f8c62b88a097d315087f190c56478ca01e008e6",742110,742110,"PASS"
"audit/hypotheses/H06_daily/report018_order49a_companion_render/protected_reconciliation_postfailure.csv","78083b2f27fb614786da81a18740c80152f3a7fe9eac64ddcf4a743ae8695ebe","78083b2f27fb614786da81a18740c80152f3a7fe9eac64ddcf4a743ae8695ebe",1142356,1142356,"PASS"
"audit/hypotheses/H06_daily/report018_order49a_companion_render/render_execution.csv","9a7d0817a1a725b4ea037937879e3ed22423e088d561e34742fb7fa65e63232f","9a7d0817a1a725b4ea037937879e3ed22423e088d561e34742fb7fa65e63232f",495,495,"PASS"
"audit/hypotheses/H06_daily/report018_order49a_companion_render/render_failure_log.txt","3e5fa26724574f50194bda37cd4e154c22e5c08c31ee0445d0b0ee396c14ab2e","3e5fa26724574f50194bda37cd4e154c22e5c08c31ee0445d0b0ee396c14ab2e",586,586,"PASS"
"audit/hypotheses/H06_daily/report018_order49a_companion_render/required_checker_execution.csv","19513e0fdea4a06b3e168e25744509a30ff487e1b98261a627ca00ba6f353b78","19513e0fdea4a06b3e168e25744509a30ff487e1b98261a627ca00ba6f353b78",347,347,"PASS"
"audit/hypotheses/H06_daily/report018_order49a_companion_render/semantic_audit_directory_postfailure.csv","68858958bd9cd49bd591440ea60a1cf4854b7a42b18e6bc2c164e3672bb6dfd4","68858958bd9cd49bd591440ea60a1cf4854b7a42b18e6bc2c164e3672bb6dfd4",200,200,"PASS"
"audit/hypotheses/H06_daily/report018_order49a_companion_render/semantic_audit_directory_prerender.csv","b6b20a75180a68592abc32063803ac070499d1b52c05a6e0a8252ebe10fb6c15","b6b20a75180a68592abc32063803ac070499d1b52c05a6e0a8252ebe10fb6c15",118,118,"PASS"
"audit/hypotheses/H06_daily/report018_order49a_companion_render/software_versions_prerender.csv","a3dcbb57f8f16b0927b22bc4ff2ede34970eb1ef5a1d79cb0f66cc5802349896","a3dcbb57f8f16b0927b22bc4ff2ede34970eb1ef5a1d79cb0f66cc5802349896",167,167,"PASS"
"audit/hypotheses/H06_daily/report018_order49a_companion_render/source_contract_prerender.csv","f2cb8100936ff82e1e9ff4bbac404a8ec33780f0236003fc23d068baa777abc0","f2cb8100936ff82e1e9ff4bbac404a8ec33780f0236003fc23d068baa777abc0",217,217,"PASS"
"audit/hypotheses/H06_daily/report018_order49a_companion_render/source_endpoint_inventory_prerender.csv","afd70bc816e9475f873e6367bba247de29f933100bc656e0ae7143f909285e2e","afd70bc816e9475f873e6367bba247de29f933100bc656e0ae7143f909285e2e",914,914,"PASS"
"audit/hypotheses/H06_daily/report018_order49a_companion_render/source_transition_and_reverse_proof.csv","5430c6258d3f6ab857879850ca9f2c4197f612c167932f64295e1e22724b7caa","5430c6258d3f6ab857879850ca9f2c4197f612c167932f64295e1e22724b7caa",413,413,"PASS"
"audit/hypotheses/H06_daily/report018_order49a_companion_render/stopped_acceptance_manifest_reconciliation_prerender.csv","b9dba2a69e6ea59b30b4b0db82afa95756ca58143731f9c2947d3ef5fd514b5b","b9dba2a69e6ea59b30b4b0db82afa95756ca58143731f9c2947d3ef5fd514b5b",5343,5343,"PASS"
"audit/report_harmonization/owner_orders/49a_h06_daily_companion_path_repair_and_rerender.md","b1adf55b97c0232b9b6350d8247e270dce44d437fa3105373c807033586b002c","b1adf55b97c0232b9b6350d8247e270dce44d437fa3105373c807033586b002c",6293,6293,"PASS"
"audit/report_harmonization/phase4_corpus_manifest.csv","73f1a371f8352f1baf69d38f1613de1a662112642370b0cc89798b4d6d469334","73f1a371f8352f1baf69d38f1613de1a662112642370b0cc89798b4d6d469334",11937,11937,"PASS"
"audit/report_harmonization/report018_h06_daily_order49_stopped_independent_acceptance_manifest.csv","8e6482a9f1dbedcee8997c8d45ad8728d8744dd62fbf9449f210b09edfd79b9f","8e6482a9f1dbedcee8997c8d45ad8728d8744dd62fbf9449f210b09edfd79b9f",3895,3895,"PASS"
"audit/report_harmonization/report018_h06_daily_order49_stopped_independent_acceptance.md","004f86e988f2527afeb757c91e1f153482ccbf96fe7ce8a6b57dd32f1bc5a901","004f86e988f2527afeb757c91e1f153482ccbf96fe7ce8a6b57dd32f1bc5a901",2793,2793,"PASS"
"audit/report_harmonization/report018_h06_daily_order49a_dispatch_manifest.csv","b2614a67f1cc1a1434b13b48cfaf6a4121d541fb315c8bb6b0f7a2fed9b55307","b2614a67f1cc1a1434b13b48cfaf6a4121d541fb315c8bb6b0f7a2fed9b55307",5789,5789,"PASS"
"notebooks/hypotheses/H06_daily.qmd","8f696f3f89fe9ea18c8066b756a01fc5da6b41e86f8ac7d37d1e16f9c10ba639","8f696f3f89fe9ea18c8066b756a01fc5da6b41e86f8ac7d37d1e16f9c10ba639",65349,65349,"PASS"
"renv.lock","3bf99c633fb123626eb14d29f0847b91f71030c92e90331fe401e3204bca8350","3bf99c633fb123626eb14d29f0847b91f71030c92e90331fe401e3204bca8350",603493,603493,"PASS"
"scripts/report_harmonization/check_h06_daily_order49_stop_and_repair.R","4fbcc278fc89a1a5bf28e44866774f6d68962219306a756196829d200954c93e","4fbcc278fc89a1a5bf28e44866774f6d68962219306a756196829d200954c93e",6303,6303,"PASS"
"scripts/report_harmonization/post_render_gt_html_semantics.R","28c1105840834e95a37f84eaded9a2c595b9febd568fbc763daef247a53d7205","28c1105840834e95a37f84eaded9a2c595b9febd568fbc763daef247a53d7205",21453,21453,"PASS"
"scripts/report_harmonization/repair_gt_html_semantics.R","7c949930fec862a4ce783c28d0256d36cb45de7c017bd9fcbb7cb910599463d1","7c949930fec862a4ce783c28d0256d36cb45de7c017bd9fcbb7cb910599463d1",17747,17747,"PASS"
"tests/hypotheses/H06_daily/test_h06_daily_preparation_report.R","4fbf8ba28dc957295ec5c90e42247f644c0010b3097195652d1e260fb6bdc2a0","4fbf8ba28dc957295ec5c90e42247f644c0010b3097195652d1e260fb6bdc2a0",10471,10471,"PASS"
