"relative_path","role_pre","sha256_pre","bytes_pre","is_symlink_pre","symlink_target_pre","role_post","sha256_post","bytes_post","is_symlink_post","symlink_target_post","status"
"_build/nathealth/artifacts/06_model_data/H10/H10_input_audit.csv","build member","9c8aebbc232d8706a23b71f87e31b649078055e139f9f011bc8c0c3d4d557f3b",8083,FALSE,,"build member","9c8aebbc232d8706a23b71f87e31b649078055e139f9f011bc8c0c3d4d557f3b",8083,FALSE,"","UNCHANGED"
"_build/nathealth/artifacts/08_diagnostics/H01/main/glasses/all_available/daily_geometric_mean_medi_diagnostics.png","build member","9884f802d3a684860108c890a238a2c6da94115cec6e28af3792454903592076",165969,FALSE,,"build member","9884f802d3a684860108c890a238a2c6da94115cec6e28af3792454903592076",165969,FALSE,"","UNCHANGED"
"_build/nathealth/artifacts/08_diagnostics/H01/main/glasses/all_available/duration_above_250_wake_diagnostics.png","build member","57561680d936790688ed092d18bd4d5b3ffecd9593caf18dd9f7737afb2829d5",180891,FALSE,,"build member","57561680d936790688ed092d18bd4d5b3ffecd9593caf18dd9f7737afb2829d5",180891,FALSE,"","UNCHANGED"
"_build/nathealth/artifacts/08_diagnostics/H01/main/glasses/all_available/duration_below_1_sleep_environment_diagnostics.png","build member","de8e2f79918a509addc890578c916278efbbf9b803622e8025ef7a1f109a446a",180767,FALSE,,"build member","de8e2f79918a509addc890578c916278efbbf9b803622e8025ef7a1f109a446a",180767,FALSE,"","UNCHANGED"
"_build/nathealth/artifacts/08_diagnostics/H01/main/glasses/all_available/duration_below_10_pre_sleep_diagnostics.png","build member","bad792b679f53f26209b969a23286312ccc3a18bc1e95aff06f1b591d25b736a",166089,FALSE,,"build member","bad792b679f53f26209b969a23286312ccc3a18bc1e95aff06f1b591d25b736a",166089,FALSE,"","UNCHANGED"
"_build/nathealth/artifacts/08_diagnostics/H03/H03_influence_refit_registry.csv","build member","90efd11d8043af93cf1de5bbfae5c375bf1c5f3500ffaeda1a2674ed76e46ea9",687,FALSE,,"build member","90efd11d8043af93cf1de5bbfae5c375bf1c5f3500ffaeda1a2674ed76e46ea9",687,FALSE,"","UNCHANGED"
"_build/nathealth/artifacts/08_diagnostics/H03/H03_near_eye_participant_random_intercept_diagnostics.csv","build member","5c752f7aa5a2b1d0d301aa0d991b9880bca9b3935bf6d156d30ae04d08957880",1059,FALSE,,"build member","5c752f7aa5a2b1d0d301aa0d991b9880bca9b3935bf6d156d30ae04d08957880",1059,FALSE,"","UNCHANGED"
"_build/nathealth/artifacts/08_diagnostics/H03/H03_near_eye_participant_random_intercept_shapley_models.csv","build member","c4fcee2bf57342dddc65bbe96621be5c2076ddda1ac6cb64973a91908ec53fce",1455,FALSE,,"build member","c4fcee2bf57342dddc65bbe96621be5c2076ddda1ac6cb64973a91908ec53fce",1455,FALSE,"","UNCHANGED"
"_build/nathealth/artifacts/08_diagnostics/H03/H03_reader_latitude_leave_one_site_out.csv","build member","100b5bc929aeb03c07fd6355344bed48a04f12c9d3121d19488f72c914bed721",11230,FALSE,,"build member","100b5bc929aeb03c07fd6355344bed48a04f12c9d3121d19488f72c914bed721",11230,FALSE,"","UNCHANGED"
"_build/nathealth/artifacts/08_diagnostics/H03/H03_reader_latitude_model_diagnostics.csv","build member","4946711391fbc61a8f99aa6f1bcd2b4f611be54a7e5847af8684f731f1618034",1243,FALSE,,"build member","4946711391fbc61a8f99aa6f1bcd2b4f611be54a7e5847af8684f731f1618034",1243,FALSE,"","UNCHANGED"
"_build/nathealth/artifacts/08_diagnostics/H03/H03_reader_temporal_residual_acf.csv","build member","dcb3d4444d154a56553fbbe62fda550859ad524a23a1ac065767fd8cf2c37a7c",879,FALSE,,"build member","dcb3d4444d154a56553fbbe62fda550859ad524a23a1ac065767fd8cf2c37a7c",879,FALSE,"","UNCHANGED"
"_build/nathealth/artifacts/08_diagnostics/H04/H04_participant_random_intercept_diagnostics.csv","build member","b1dae2a0ba345c1ffc7eea5a3bf2c0df9753f6bbdbb79c175761ef5377ffe541",2026,FALSE,,"build member","b1dae2a0ba345c1ffc7eea5a3bf2c0df9753f6bbdbb79c175761ef5377ffe541",2026,FALSE,"","UNCHANGED"
"_build/nathealth/artifacts/08_diagnostics/H04/H04_participant_random_intercept_shapley_models.csv","build member","f68f4a0ef2ceed8455fc75854858094bf9a28b0981a53c1561bf73aae01dfe31",3516,FALSE,,"build member","f68f4a0ef2ceed8455fc75854858094bf9a28b0981a53c1561bf73aae01dfe31",3516,FALSE,"","UNCHANGED"
"_build/nathealth/artifacts/08_diagnostics/H04/H04_reader_primary_residual_acf.csv","build member","d04798ed062b7f4f5e12b84d95eb1a6cec56ec836e0816dd7dd36461f07ac1fc",501,FALSE,,"build member","d04798ed062b7f4f5e12b84d95eb1a6cec56ec836e0816dd7dd36461f07ac1fc",501,FALSE,"","UNCHANGED"
"_build/nathealth/artifacts/08_diagnostics/H04/H04_reader_temporal_residual_acf.csv","build member","833867397c67b4ac8ad694c75d97ce459409bc05f2cb13f10c1a9e4ded9d2ba8",848,FALSE,,"build member","833867397c67b4ac8ad694c75d97ce459409bc05f2cb13f10c1a9e4ded9d2ba8",848,FALSE,"","UNCHANGED"
"_build/nathealth/artifacts/08_diagnostics/H05/H05_mder_metric010_gap_influence_refits.csv","build member","63b86698a31437e8f90bb2aec45dc949d40670eebf7966a6c65fa40a9e0cd9e5",21320,FALSE,,"build member","63b86698a31437e8f90bb2aec45dc949d40670eebf7966a6c65fa40a9e0cd9e5",21320,FALSE,"","UNCHANGED"
"_build/nathealth/artifacts/08_diagnostics/H05/H05_mder_metric010_influence_refits.csv","build member","c5e4d72bc0aaf0dfb481aececede40af7a6bc86ed421895967a26340eab83ded",19294,FALSE,,"build member","c5e4d72bc0aaf0dfb481aececede40af7a6bc86ed421895967a26340eab83ded",19294,FALSE,"","UNCHANGED"
"_build/nathealth/artifacts/08_diagnostics/H05/H05_mder_metric010_upper_tail_summary.csv","build member","91eca42774e479b8983ff91b54501c0b8b4d73b74b381ccca23ea82fe1c1aadf",2878,FALSE,,"build member","91eca42774e479b8983ff91b54501c0b8b4d73b74b381ccca23ea82fe1c1aadf",2878,FALSE,"","UNCHANGED"
"_build/nathealth/artifacts/08_diagnostics/H08/H08_model_diagnostics.csv","build member","d6bc40b41094209c08d6bae6cb4cce38ebd45f85f95ee570ff33de9a123e4a68",79980,FALSE,,"build member","d6bc40b41094209c08d6bae6cb4cce38ebd45f85f95ee570ff33de9a123e4a68",79980,FALSE,"","UNCHANGED"
"_build/nathealth/artifacts/08_diagnostics/H08/H08_participant_influence_screen.csv","build member","f5845bb55bb40716b948937ce33785a51790edbd66f775ab09ff5518bfe2f4f9",29833,FALSE,,"build member","f5845bb55bb40716b948937ce33785a51790edbd66f775ab09ff5518bfe2f4f9",29833,FALSE,"","UNCHANGED"
"_build/nathealth/artifacts/08_diagnostics/H09/H09_diagnostic_assessment_registry.csv","build member","ff46eb58ab51141a5f13d5650444cc4f23ac63277340f2564b2cd4649d424ea4",127076,FALSE,,"build member","ff46eb58ab51141a5f13d5650444cc4f23ac63277340f2564b2cd4649d424ea4",127076,FALSE,"","UNCHANGED"
"_build/nathealth/artifacts/08_diagnostics/H09/H09_diagnostic_author_adjudication.csv","build member","d3810b038ae450f4c32b8e62f9597b67635c50ddfd92d2b374670b9c804bddd7",21037,FALSE,,"build member","d3810b038ae450f4c32b8e62f9597b67635c50ddfd92d2b374670b9c804bddd7",21037,FALSE,"","UNCHANGED"
"_build/nathealth/artifacts/08_diagnostics/H09/H09_leave_one_site_out_summary.csv","build member","6a45eec5b9313e7f4e191a6e949b3a19de351f4b48829bfe56fb7ed015d202df",10145,FALSE,,"build member","6a45eec5b9313e7f4e191a6e949b3a19de351f4b48829bfe56fb7ed015d202df",10145,FALSE,"","UNCHANGED"
"_build/nathealth/artifacts/08_diagnostics/H09/H09_participant_influence_summary.csv","build member","267674750eb7d3c41548915d4dac5ba65a6e6adc6d5ed59c27a6b01143b8649e",10757,FALSE,,"build member","267674750eb7d3c41548915d4dac5ba65a6e6adc6d5ed59c27a6b01143b8649e",10757,FALSE,"","UNCHANGED"
"_build/nathealth/artifacts/08_diagnostics/H10/H10_leave_one_site_out_summary.csv","build member","bcf7865bb5c73874c0da7c9f98fb0318e74ca283e6a8196d854a7f6b1c01486d",9590,FALSE,,"build member","bcf7865bb5c73874c0da7c9f98fb0318e74ca283e6a8196d854a7f6b1c01486d",9590,FALSE,"","UNCHANGED"
"_build/nathealth/artifacts/08_diagnostics/H10/H10_participant_deletion_influence.csv","build member","bc92d57150e869f732ae4e87dcd6032bcceea21b2927417ec553cae8fecaf6f0",26971,FALSE,,"build member","bc92d57150e869f732ae4e87dcd6032bcceea21b2927417ec553cae8fecaf6f0",26971,FALSE,"","UNCHANGED"
"_build/nathealth/artifacts/08_diagnostics/H10/H10_primary_diagnostic_assessment.csv","build member","82667572d98ad0dd35772272b5975ec152ab9fe7dd1f2ee26b86e25c091d3c95",70559,FALSE,,"build member","82667572d98ad0dd35772272b5975ec152ab9fe7dd1f2ee26b86e25c091d3c95",70559,FALSE,"","UNCHANGED"
"_build/nathealth/artifacts/08_diagnostics/H10/sensitivity/H10_paired_placement_main_effects.csv","build member","07756f76736ed7dd26610bfd06367b6112918f554da9f73c27068473d0fdb395",114571,FALSE,,"build member","07756f76736ed7dd26610bfd06367b6112918f554da9f73c27068473d0fdb395",114571,FALSE,"","UNCHANGED"
"_build/nathealth/artifacts/08_diagnostics/H10/sensitivity/H10_preregistered_exclusion_effects.csv","build member","7f95584d14a4f05963b9a32ea39cd5a21295d60557fbd4f3b17cc87f2a55ffe1",63037,FALSE,,"build member","7f95584d14a4f05963b9a32ea39cd5a21295d60557fbd4f3b17cc87f2a55ffe1",63037,FALSE,"","UNCHANGED"
"_build/nathealth/artifacts/08_diagnostics/H10/sensitivity/H10_primary_gap_common_sample_effects.csv","build member","8007b1dd38e389b5113cfd8474927926ca16c3f6b7021d90ef935634d69e4682",123379,FALSE,,"build member","8007b1dd38e389b5113cfd8474927926ca16c3f6b7021d90ef935634d69e4682",123379,FALSE,"","UNCHANGED"
"_build/nathealth/artifacts/08_diagnostics/H11/stage3/H11_reader_activity_diagnostic_assessment.csv","build member","6f581e2fc76437878a84256728aeeef67d7837c7c4987f0d736950e50edff02e",2553,FALSE,,"build member","6f581e2fc76437878a84256728aeeef67d7837c7c4987f0d736950e50edff02e",2553,FALSE,"","UNCHANGED"
"_build/nathealth/artifacts/08_diagnostics/H11/stage3/H11_reader_diagnostic_assessment.csv","build member","37d3d49074652dc30d307940649f2ab9ed72bd4670e0979f396468534faec7bd",2178,FALSE,,"build member","37d3d49074652dc30d307940649f2ab9ed72bd4670e0979f396468534faec7bd",2178,FALSE,"","UNCHANGED"
"_build/nathealth/artifacts/08_diagnostics/H11/stage3/H11_reader_primary_residual_summary.csv","build member","7a435a3184f8b348b1106e30afc0b56272c203da6fba497190bed6da0c81296e",2285,FALSE,,"build member","7a435a3184f8b348b1106e30afc0b56272c203da6fba497190bed6da0c81296e",2285,FALSE,"","UNCHANGED"
"_build/nathealth/artifacts/08_diagnostics/mder_METRIC-010/verification_summary.csv","build member","dfb1389c6e56919ba096a33c5ea8dca37e77952bb225becfedf69ea8b5228852",534,FALSE,,"build member","dfb1389c6e56919ba096a33c5ea8dca37e77952bb225becfedf69ea8b5228852",534,FALSE,"","UNCHANGED"
"_build/nathealth/artifacts/08_diagnostics/mder_support_gate/mder_support_candidate_summary.csv","build member","2a34c52731d619f2db8811b455b4e7ec37cbbe3f72fa0b11164286c03f833c6f",2533,FALSE,,"build member","2a34c52731d619f2db8811b455b4e7ec37cbbe3f72fa0b11164286c03f833c6f",2533,FALSE,"","UNCHANGED"
"_build/nathealth/artifacts/08_diagnostics/preanalysis_comparison/categorical_distribution_overview.png","build member","2f77996cb8e8d708702f7391afaa0d39331f3be3a87e98624c099ee53f25c3a0",537764,FALSE,,"build member","2f77996cb8e8d708702f7391afaa0d39331f3be3a87e98624c099ee53f25c3a0",537764,FALSE,"","UNCHANGED"
"_build/nathealth/artifacts/08_diagnostics/preanalysis_comparison/categorical_levels.csv","build member","809d109d3647ef4ac1798ef9eb59c06e2c7db41f5b9ce1dade4d0a8b583f0a22",21916,FALSE,,"build member","809d109d3647ef4ac1798ef9eb59c06e2c7db41f5b9ce1dade4d0a8b583f0a22",21916,FALSE,"","UNCHANGED"
"_build/nathealth/artifacts/08_diagnostics/preanalysis_comparison/comparison_overview.csv","build member","7269679e9f1450285df52f4edc7e71039e9d93ce434baf1426c8c8b3dbca264f",161946,FALSE,,"build member","7269679e9f1450285df52f4edc7e71039e9d93ce434baf1426c8c8b3dbca264f",161946,FALSE,"","UNCHANGED"
"_build/nathealth/artifacts/08_diagnostics/preanalysis_comparison/numeric_distribution_overview.png","build member","65fa01808dee73d64b4734b2b2502f348f7cee25c8152034a4e4fd12292e2550",294536,FALSE,,"build member","65fa01808dee73d64b4734b2b2502f348f7cee25c8152034a4e4fd12292e2550",294536,FALSE,"","UNCHANGED"
"_build/nathealth/artifacts/08_diagnostics/preanalysis_comparison/numeric_quantiles.csv","build member","de14f0addd8f4559d2f38da9027547b1037c50c96626a5a394ec33c04c373ba4",174995,FALSE,,"build member","de14f0addd8f4559d2f38da9027547b1037c50c96626a5a394ec33c04c373ba4",174995,FALSE,"","UNCHANGED"
"_build/nathealth/artifacts/08_figures/H07/H07_revised_smooth_derivative_pairs_chest.png","build member","2a714e192bd5c266d03c6f74bdabae9424f5a3663940f0bc3ae5a9ae4e066cd5",650084,FALSE,,"build member","2a714e192bd5c266d03c6f74bdabae9424f5a3663940f0bc3ae5a9ae4e066cd5",650084,FALSE,"","UNCHANGED"
"_build/nathealth/artifacts/08_figures/H07/H07_revised_smooth_derivative_pairs_near_eye.png","build member","f19763fe3c14c723ac38846bf735c0465ba2ee18765777a4f7304c677be71113",643848,FALSE,,"build member","f19763fe3c14c723ac38846bf735c0465ba2ee18765777a4f7304c677be71113",643848,FALSE,"","UNCHANGED"
"_build/nathealth/artifacts/09_tables/H01/H01_exact_samples_by_site.csv","build member","938e8eda2c9a05fa32e073fe70e4e94e71b0565463e964f70d6172e063a203c6",200885,FALSE,,"build member","938e8eda2c9a05fa32e073fe70e4e94e71b0565463e964f70d6172e063a203c6",200885,FALSE,"","UNCHANGED"
"_build/nathealth/artifacts/09_tables/H01/stage3/H01_stage3_diagnostic_details.csv","build member","98a24e259e1e7bf827b5c02b73beed75c4f01c9bde1d4981b143f9ee38e02ff9",12729,FALSE,,"build member","98a24e259e1e7bf827b5c02b73beed75c4f01c9bde1d4981b143f9ee38e02ff9",12729,FALSE,"","UNCHANGED"
"_build/nathealth/artifacts/09_tables/H01/stage3/H01_stage3_exact_samples.csv","build member","8c5b5430f7250693693201dd23925c76877a15bcf17c696bfd8f62f499948982",75990,FALSE,,"build member","8c5b5430f7250693693201dd23925c76877a15bcf17c696bfd8f62f499948982",75990,FALSE,"","UNCHANGED"
"_build/nathealth/artifacts/09_tables/H01/stage3/H01_stage3_figure_display_registry.csv","build member","5463775d8738fad71cc92357122d0c6969f48e6e324579e46b7e679feb2a71e5",2148,FALSE,,"build member","5463775d8738fad71cc92357122d0c6969f48e6e324579e46b7e679feb2a71e5",2148,FALSE,"","UNCHANGED"
"_build/nathealth/artifacts/09_tables/H01/stage3/H01_stage3_model_results.csv","build member","979c6b00540724b457a55d0b238a0a8b768ac11eaab8c9ba1bad4b56dbf37dc4",37522,FALSE,,"build member","979c6b00540724b457a55d0b238a0a8b768ac11eaab8c9ba1bad4b56dbf37dc4",37522,FALSE,"","UNCHANGED"
"_build/nathealth/artifacts/09_tables/H01/stage3/H01_stage3_primary_publication_summary.csv","build member","0ab8408d1fabf4be96e793b0aa5d693d98540c3cbc835f55cba17863c3c0bd00",5598,FALSE,,"build member","0ab8408d1fabf4be96e793b0aa5d693d98540c3cbc835f55cba17863c3c0bd00",5598,FALSE,"","UNCHANGED"
"_build/nathealth/artifacts/09_tables/H01/stage3/H01_stage3_r2_table.csv","build member","f3e52bec6640d43717c49b3a7e55f2d0cc646d4f693dd3b1b455a303c1a9ac74",53100,FALSE,,"build member","f3e52bec6640d43717c49b3a7e55f2d0cc646d4f693dd3b1b455a303c1a9ac74",53100,FALSE,"","UNCHANGED"
"_build/nathealth/artifacts/09_tables/H01/stage3/H01_stage3_site_contrasts.csv","build member","4b0bf98cc94562e5f4b935889f0b24a41b22bc61b5c1d5c51e5255ac6284a6b0",163523,FALSE,,"build member","4b0bf98cc94562e5f4b935889f0b24a41b22bc61b5c1d5c51e5255ac6284a6b0",163523,FALSE,"","UNCHANGED"
"_build/nathealth/artifacts/09_tables/H02/dominance_summary.csv","build member","c50589ee53541845cee1a104ae4aabb0bb45296a94e3ab7547fd1142ded4e84f",9051,FALSE,,"build member","c50589ee53541845cee1a104ae4aabb0bb45296a94e3ab7547fd1142ded4e84f",9051,FALSE,"","UNCHANGED"
"_build/nathealth/artifacts/09_tables/H02/variation_summary.csv","build member","a07296c2e64e15a0217b9efc21b83acd578574f5b456a79eb2401382b0b4d3b0",22180,FALSE,,"build member","a07296c2e64e15a0217b9efc21b83acd578574f5b456a79eb2401382b0b4d3b0",22180,FALSE,"","UNCHANGED"
"_build/nathealth/artifacts/09_tables/H03/H03_influence_category_refits.csv","build member","7531b91818f88b15ba28000f13e2eec21811787f08a5c0c585082a51714c3129",103418,FALSE,,"build member","7531b91818f88b15ba28000f13e2eec21811787f08a5c0c585082a51714c3129",103418,FALSE,"","UNCHANGED"
"_build/nathealth/artifacts/09_tables/H03/H03_influence_site_context_refits.csv","build member","ac1b0c09dc0a12c5b350419d62d00adb89ee8f3a883303e352a0f6e90e3c5654",520755,FALSE,,"build member","ac1b0c09dc0a12c5b350419d62d00adb89ee8f3a883303e352a0f6e90e3c5654",520755,FALSE,"","UNCHANGED"
"_build/nathealth/artifacts/09_tables/H03/H03_near_eye_participant_random_intercept_marginal_r2_shapley.csv","build member","c52d4bea68679a41b5c5d2e1056efe915a74a8f8330eb2e4959c88b6c94ee806",2025,FALSE,,"build member","c52d4bea68679a41b5c5d2e1056efe915a74a8f8330eb2e4959c88b6c94ee806",2025,FALSE,"","UNCHANGED"
"_build/nathealth/artifacts/09_tables/H03/H03_near_eye_participant_random_intercept_summary.csv","build member","0c32e9db4f4f9411cb72bdf88b8ee844ac6337eea49ceebd9041d31e1604746a",1123,FALSE,,"build member","0c32e9db4f4f9411cb72bdf88b8ee844ac6337eea49ceebd9041d31e1604746a",1123,FALSE,"","UNCHANGED"
"_build/nathealth/artifacts/09_tables/H03/H03_paired_placement_comparison.csv","build member","3e9eeeb94c9ad47c0ae00a9b146418196cf9493cc11c9df44b565219674a841e",1403,FALSE,,"build member","3e9eeeb94c9ad47c0ae00a9b146418196cf9493cc11c9df44b565219674a841e",1403,FALSE,"","UNCHANGED"
"_build/nathealth/artifacts/09_tables/H03/H03_primary_category_estimands.csv","build member","ed9c89b7a8a7c95127bbdeed35f05a755d2f5f595978ecd39dabaa1d80781c33",5384,FALSE,,"build member","ed9c89b7a8a7c95127bbdeed35f05a755d2f5f595978ecd39dabaa1d80781c33",5384,FALSE,"","UNCHANGED"
"_build/nathealth/artifacts/09_tables/H03/H03_reader_heterogeneity_category_estimands.csv","build member","b4ecfc9b9196c86865ae474dfbcfd9e4ef22b4112817d439520b57f1713d4d5a",6280,FALSE,,"build member","b4ecfc9b9196c86865ae474dfbcfd9e4ef22b4112817d439520b57f1713d4d5a",6280,FALSE,"","UNCHANGED"
"_build/nathealth/artifacts/09_tables/H03/H03_reader_latitude_category_slopes.csv","build member","30bb81bb176440368a45d8b3fd6e3fdc443a53d10eb440995cb0c904954536b2",7121,FALSE,,"build member","30bb81bb176440368a45d8b3fd6e3fdc443a53d10eb440995cb0c904954536b2",7121,FALSE,"","UNCHANGED"
"_build/nathealth/artifacts/09_tables/H03/H03_sensitivity_comparison.csv","build member","8e530336d6c98e3f9dc9c1e49eb229090e205620fde3d1280d6bf43cec6689a1",47957,FALSE,,"build member","8e530336d6c98e3f9dc9c1e49eb229090e205620fde3d1280d6bf43cec6689a1",47957,FALSE,"","UNCHANGED"
"_build/nathealth/artifacts/09_tables/H03/H03_site_context_estimands.csv","build member","cfc977c1251d95ca158cfb6cedc778c6a81c2215a7aa13981f6b44f976e71903",64670,FALSE,,"build member","cfc977c1251d95ca158cfb6cedc778c6a81c2215a7aa13981f6b44f976e71903",64670,FALSE,"","UNCHANGED"
"_build/nathealth/artifacts/09_tables/H04/H04_mundlak_between_participant_estimands.csv","build member","ae2be97d5caf8b43d9cc93cc1c9247263e367fd857500d0d3e8db0185c2112ef",3165,FALSE,,"build member","ae2be97d5caf8b43d9cc93cc1c9247263e367fd857500d0d3e8db0185c2112ef",3165,FALSE,"","UNCHANGED"
"_build/nathealth/artifacts/09_tables/H04/H04_mundlak_between_participant_omnibus.csv","build member","6203bafdca2009b83af68022a5bc940c54551aaa0b63cf61293ed0809c89a499",781,FALSE,,"build member","6203bafdca2009b83af68022a5bc940c54551aaa0b63cf61293ed0809c89a499",781,FALSE,"","UNCHANGED"
"_build/nathealth/artifacts/09_tables/H04/H04_paired_placement_estimands.csv","build member","905f535dac48526559b00d9f966dd4c5dd35134f0ad5045c75f4a8e9436139e5",4585,FALSE,,"build member","905f535dac48526559b00d9f966dd4c5dd35134f0ad5045c75f4a8e9436139e5",4585,FALSE,"","UNCHANGED"
"_build/nathealth/artifacts/09_tables/H04/H04_participant_random_intercept_marginal_r2_shapley.csv","build member","87d56a1b482e471e162171af4a6b2c3182eba08e915b7e1bca7025385e229fda",4067,FALSE,,"build member","87d56a1b482e471e162171af4a6b2c3182eba08e915b7e1bca7025385e229fda",4067,FALSE,"","UNCHANGED"
"_build/nathealth/artifacts/09_tables/H04/H04_participant_random_intercept_summary.csv","build member","44ce688f51b023f827ccf6fbb12d8dcc506e1c824c98d0e7d4e9bf046ec38c65",2702,FALSE,,"build member","44ce688f51b023f827ccf6fbb12d8dcc506e1c824c98d0e7d4e9bf046ec38c65",2702,FALSE,"","UNCHANGED"
"_build/nathealth/artifacts/09_tables/H04/H04_primary_category_estimands.csv","build member","1e4521df4026346cff6a04d2b7fbc0e942f7eed2136c313a73e37fdefaea9c75",4469,FALSE,,"build member","1e4521df4026346cff6a04d2b7fbc0e942f7eed2136c313a73e37fdefaea9c75",4469,FALSE,"","UNCHANGED"
"_build/nathealth/artifacts/09_tables/H04/H04_reader_category_estimands.csv","build member","e27bc81e0c6dd2ff50dd0c6ffa4e95d9c7e9c16e5b20ce45fb4df7d1e89f3652",5994,FALSE,,"build member","e27bc81e0c6dd2ff50dd0c6ffa4e95d9c7e9c16e5b20ce45fb4df7d1e89f3652",5994,FALSE,"","UNCHANGED"
"_build/nathealth/artifacts/09_tables/H04/H04_sensitivity_comparison.csv","build member","54bd04a0a39027aa883ba053d05e0ef13cc2b1e5ab457be126bf260d49125b01",47991,FALSE,,"build member","54bd04a0a39027aa883ba053d05e0ef13cc2b1e5ab457be126bf260d49125b01",47991,FALSE,"","UNCHANGED"
"_build/nathealth/artifacts/09_tables/H04/H04_site_activity_estimands.csv","build member","f07f54bc288bd660b0e3a107016c7852a64ce72c0f1594df052519062a2c5caf",27807,FALSE,,"build member","f07f54bc288bd660b0e3a107016c7852a64ce72c0f1594df052519062a2c5caf",27807,FALSE,"","UNCHANGED"
"_build/nathealth/artifacts/09_tables/H05/H05_exactly_identified_longest_bout_sensitivity.csv","build member","307cb5926592159593a992f7d62ecf28e1d7f837e0dfa20d8d3176a5c4bd59b6",6363,FALSE,,"build member","307cb5926592159593a992f7d62ecf28e1d7f837e0dfa20d8d3176a5c4bd59b6",6363,FALSE,"","UNCHANGED"
"_build/nathealth/artifacts/09_tables/H05/H05_leave_one_site_out_summary.csv","build member","096e7fcf9aa4ded9115d7ce7b5858f6f389758347219f1b401bb9e8a9c0a6e70",15550,FALSE,,"build member","096e7fcf9aa4ded9115d7ce7b5858f6f389758347219f1b401bb9e8a9c0a6e70",15550,FALSE,"","UNCHANGED"
"_build/nathealth/artifacts/09_tables/H05/H05_manuscript_prepared_comparison.csv","build member","995f0e4ea9349ea4aa5c523357900c4feb9a39bca039b936075582f58ca554ec",18079,FALSE,,"build member","995f0e4ea9349ea4aa5c523357900c4feb9a39bca039b936075582f58ca554ec",18079,FALSE,"","UNCHANGED"
