"relative_path","role","sha256","bytes","is_symlink","symlink_target"
"artifacts/06_model_data/H06_daily/H06_daily_l10_metric011__gap_timing_unaware__near_eye__all_available__activity_status__positive_magnitude__frame.rds","scientific artifact","fce9cdd040a5a8c52f0fa1cafc1cd762b4306efce4db2215c5bdbe3a18f331cf",18288,FALSE,""
"artifacts/06_model_data/H06_daily/H06_daily_l10_metric011__gap_timing_unaware__near_eye__all_available__activity_status__zero_occurrence__frame.rds","scientific artifact","0d7e6faebb20e0fe4d083e188863470ad7499829907155928c5f7c63ef37d64f",14312,FALSE,""
"artifacts/06_model_data/H06_daily/H06_daily_l10_metric011__gap_timing_unaware__near_eye__all_available__previous_sleep_duration_centered_h__positive_magnitude__frame.rds","scientific artifact","c14dbaefaa2ad55b5c7af1b815ef17f75a82787f3c84c94cd7bf67544bd349ce",19204,FALSE,""
"artifacts/06_model_data/H06_daily/H06_daily_l10_metric011__gap_timing_unaware__near_eye__all_available__previous_sleep_duration_centered_h__zero_occurrence__frame.rds","scientific artifact","7c696eb6994eeeb7cfe17a237351e19ab20ceb50855aae2ce44cc0911c975d07",14836,FALSE,""
"artifacts/06_model_data/H06_daily/H06_daily_l10_metric011__gap_timing_unaware__near_eye__all_available__work_free_day__positive_magnitude__frame.rds","scientific artifact","805146003ef411871a04d066671570bce39a99fbcc90320983e4ffbae43fb90f",19048,FALSE,""
"artifacts/06_model_data/H06_daily/H06_daily_l10_metric011__gap_timing_unaware__near_eye__all_available__work_free_day__zero_occurrence__frame.rds","scientific artifact","63f2d4d67574cf2ac92860fcdd2ba1bd7b306e11483390a170d671c2a4b70068",14832,FALSE,""
"artifacts/06_model_data/H06_daily/H06_daily_l10_metric011__primary__chest__all_available__activity_status__positive_magnitude__frame.rds","scientific artifact","3d6a2be6bca021fe787c6898fc0097ac25c0c7a97a49f86e1ea36257fdddc414",20084,FALSE,""
"artifacts/06_model_data/H06_daily/H06_daily_l10_metric011__primary__chest__all_available__activity_status__zero_occurrence__frame.rds","scientific artifact","700a00786cbeefbd57a131f04d08d2c0b016e52de5388abb790344a54aadad7a",15276,FALSE,""
"artifacts/06_model_data/H06_daily/H06_daily_l10_metric011__primary__chest__all_available__previous_sleep_duration_centered_h__positive_magnitude__frame.rds","scientific artifact","647b3336a9693ef4d94ed103bb299e324ab59fdfa6dd146e124ae4b7110d8255",20976,FALSE,""
"artifacts/06_model_data/H06_daily/H06_daily_l10_metric011__primary__chest__all_available__previous_sleep_duration_centered_h__zero_occurrence__frame.rds","scientific artifact","49c0bb50ad04008546fe6c27abbc0bb99de546cdd3164f4264554a9dbb5ec7b1",15928,FALSE,""
"artifacts/06_model_data/H06_daily/H06_daily_l10_metric011__primary__chest__all_available__work_free_day__positive_magnitude__frame.rds","scientific artifact","f8deb5e250647e4def68a1dc7d0f2e2ce3b7958bd584c744c89c2080a918b116",20968,FALSE,""
"artifacts/06_model_data/H06_daily/H06_daily_l10_metric011__primary__chest__all_available__work_free_day__zero_occurrence__frame.rds","scientific artifact","a74f62ff91ec98d4a4182850358c1a3fc4cd40841ab2199ca95b18a84bba87c4",15932,FALSE,""
"artifacts/06_model_data/H06_daily/H06_daily_l10_metric011__primary__chest__paired_common__activity_status__positive_magnitude__frame.rds","scientific artifact","3f6609d6f6b4af11cd6a1d111bd9f671c5677ab9bbb3022848e8596a7030e176",15340,FALSE,""
"artifacts/06_model_data/H06_daily/H06_daily_l10_metric011__primary__chest__paired_common__activity_status__zero_occurrence__frame.rds","scientific artifact","10e635db261a92b98af99d5eb6f8092221004d3bc92079631e2bf391e3039395",12164,FALSE,""
"artifacts/06_model_data/H06_daily/H06_daily_l10_metric011__primary__chest__paired_common__previous_sleep_duration_centered_h__positive_magnitude__frame.rds","scientific artifact","fc74a32756cb60d447f89e135eb27ffd85b6f9c5e06da2966696d1354983d373",15952,FALSE,""
"artifacts/06_model_data/H06_daily/H06_daily_l10_metric011__primary__chest__paired_common__previous_sleep_duration_centered_h__zero_occurrence__frame.rds","scientific artifact","c5f0516de1845c87efde4152c2a7117845dd5cbfe913d636a2a6cac2e58fbe6f",12620,FALSE,""
"artifacts/06_model_data/H06_daily/H06_daily_l10_metric011__primary__chest__paired_common__work_free_day__positive_magnitude__frame.rds","scientific artifact","c0d43701bc7e6e534c0088ad4d78fbcfc06ba294a31b55d39d6a93d61347776e",15944,FALSE,""
"artifacts/06_model_data/H06_daily/H06_daily_l10_metric011__primary__chest__paired_common__work_free_day__zero_occurrence__frame.rds","scientific artifact","07806ea9011a092a70907a3421343dc6d5cdb78e1046b3aa1530b8186af0e3c4",12616,FALSE,""
"artifacts/06_model_data/H06_daily/H06_daily_l10_metric011__primary__near_eye__all_available__activity_status__positive_magnitude__frame.rds","scientific artifact","9c455cfe6a26b6f13888c0f3997a68e4ea596a914b5bb42f777e5084c7ccf5d8",18400,FALSE,""
"artifacts/06_model_data/H06_daily/H06_daily_l10_metric011__primary__near_eye__all_available__activity_status__zero_occurrence__frame.rds","scientific artifact","2b0ac10dbe547674192129f08ed64587e3f5ee8f56a3bec2822f7a0d5a9aad59",14372,FALSE,""
"artifacts/06_model_data/H06_daily/H06_daily_l10_metric011__primary__near_eye__all_available__previous_sleep_duration_centered_h__positive_magnitude__frame.rds","scientific artifact","8bf0c9d954f8b8333da5c03b6e0e4f0907d34d360a464b34e7e14963545f3354",19276,FALSE,""
"artifacts/06_model_data/H06_daily/H06_daily_l10_metric011__primary__near_eye__all_available__previous_sleep_duration_centered_h__zero_occurrence__frame.rds","scientific artifact","68feb0d76da0f92f63ea62d35b4a9f7af8f2d651f3d52e8a99a9b51d8843d48d",14948,FALSE,""
"artifacts/06_model_data/H06_daily/H06_daily_l10_metric011__primary__near_eye__all_available__work_free_day__positive_magnitude__frame.rds","scientific artifact","2f852860f51296930852bf4c802133c64022c78ba3196c6d33268a91e7bd3f29",19284,FALSE,""
"artifacts/06_model_data/H06_daily/H06_daily_l10_metric011__primary__near_eye__all_available__work_free_day__zero_occurrence__frame.rds","scientific artifact","c674ab22cd08786ecaa074b548d0475be0a8c20f5098cae96d3fc5ab75dc1ecd",14940,FALSE,""
"artifacts/06_model_data/H06_daily/H06_daily_l10_metric011__primary__near_eye__paired_common__activity_status__positive_magnitude__frame.rds","scientific artifact","1b76d5fe7eeeced03427dd0d1c39945d3f1e617deb9109d01a5a70e638ff68b6",14972,FALSE,""
"artifacts/06_model_data/H06_daily/H06_daily_l10_metric011__primary__near_eye__paired_common__activity_status__zero_occurrence__frame.rds","scientific artifact","852228378badd7b05f85f35554335192a48f68c7bb52868b98b6f3e41c98b8ea",12104,FALSE,""
"artifacts/06_model_data/H06_daily/H06_daily_l10_metric011__primary__near_eye__paired_common__previous_sleep_duration_centered_h__positive_magnitude__frame.rds","scientific artifact","f67ea4b2e407c67cc3a4fa7d719393a24d90eb586392a8684dd6c10e464c7908",15680,FALSE,""
"artifacts/06_model_data/H06_daily/H06_daily_l10_metric011__primary__near_eye__paired_common__previous_sleep_duration_centered_h__zero_occurrence__frame.rds","scientific artifact","93c60ec30c07ff76ecc1b6431956726c9d6384e601709b59b9a6c974f4177232",12588,FALSE,""
"artifacts/06_model_data/H06_daily/H06_daily_l10_metric011__primary__near_eye__paired_common__work_free_day__positive_magnitude__frame.rds","scientific artifact","a6272d2c040da7be5694dbd9341912fdbddde6bde7b186af3fd19e0c749bc366",15680,FALSE,""
"artifacts/06_model_data/H06_daily/H06_daily_l10_metric011__primary__near_eye__paired_common__work_free_day__zero_occurrence__frame.rds","scientific artifact","f564caa392c8a93b55fb77e8b92b1d4c30eac1a149973388360db7f1fef5d786",12576,FALSE,""
"artifacts/06_model_data/H06_daily/H06_daily_l10_metric011_frame_registry.csv","scientific artifact","ff771012e7b81a16aa0e311660f425548bbbb9404b441de26c9bda6b5ca04475",22995,FALSE,""
"artifacts/06_model_data/H06_daily/H06_daily_l10_metric011_metric_contract.csv","scientific artifact","c2c0ba46163050e40efe31d409af8233eaa4b5b30f8c4a61631a354f2326a2f5",461,FALSE,""
"artifacts/06_model_data/H06_daily/H06_daily_l10_metric011_metric_slot_registry.csv","scientific artifact","7cf6041131f2f8c98f5c2ed87aed6adebf098017b6d1b4d70e96cc8597400160",859,FALSE,""
"artifacts/06_model_data/H06_daily/H06_daily_l10_shiftlog_pilot__activity_status__frame.rds","scientific artifact","fcb52b653aea3c4ca106c3fd1b92a477651b83b2a8ea976f3ed258b4a62d5c4e",19056,FALSE,""
"artifacts/06_model_data/H06_daily/H06_daily_l10_shiftlog_pilot__previous_sleep_duration_centered_h__frame.rds","scientific artifact","ef254fbdd01e20c3b6fe19f3043b7e39f181d6100c6449091568d4b36292568f",19888,FALSE,""
"artifacts/06_model_data/H06_daily/H06_daily_l10_shiftlog_pilot__work_free_day__frame.rds","scientific artifact","49591cedba3d0e822b677235985d7c4dc274a3030c84ad05b23bf71bff04444e",19876,FALSE,""
"artifacts/06_model_data/H06_daily/H06_daily_l10_shiftlog_pilot_frame_registry.csv","scientific artifact","19797b82c4a1ae4c654c5bf453b15fb6075b7d0a00317144d83a778daa8ee695",2640,FALSE,""
"artifacts/06_model_data/H06_daily/H06_daily_mder_metric010__gap_timing_unaware__chest__all_available__activity_status__frame.rds","scientific artifact","8aaae0d530e976c7b21e36c770e93968594207c163edb8499bbf4466522039b4",30697,FALSE,""
"artifacts/06_model_data/H06_daily/H06_daily_mder_metric010__gap_timing_unaware__chest__all_available__previous_sleep_duration_centered_h__frame.rds","scientific artifact","6393f4ba1074b22c8f7391822c74d470896ea829a93146bb79603ffb94b16da2",32253,FALSE,""
"artifacts/06_model_data/H06_daily/H06_daily_mder_metric010__gap_timing_unaware__chest__all_available__work_free_day__frame.rds","scientific artifact","17ed13318905c50f1afc5c81670b4a8a82c4753081d20238868312e32758125b",32172,FALSE,""
"artifacts/06_model_data/H06_daily/H06_daily_mder_metric010__gap_timing_unaware__chest__dataset_common__activity_status__frame.rds","scientific artifact","8aaae0d530e976c7b21e36c770e93968594207c163edb8499bbf4466522039b4",30697,FALSE,""
"artifacts/06_model_data/H06_daily/H06_daily_mder_metric010__gap_timing_unaware__chest__dataset_common__previous_sleep_duration_centered_h__frame.rds","scientific artifact","6393f4ba1074b22c8f7391822c74d470896ea829a93146bb79603ffb94b16da2",32253,FALSE,""
"artifacts/06_model_data/H06_daily/H06_daily_mder_metric010__gap_timing_unaware__chest__dataset_common__work_free_day__frame.rds","scientific artifact","17ed13318905c50f1afc5c81670b4a8a82c4753081d20238868312e32758125b",32172,FALSE,""
"artifacts/06_model_data/H06_daily/H06_daily_mder_metric010__gap_timing_unaware__chest__paired_common__activity_status__frame.rds","scientific artifact","0f028c4c04d2c5a5918dc703e13cafaebec949ec0d72e8b3dc4e9af039a9ef7c",21835,FALSE,""
"artifacts/06_model_data/H06_daily/H06_daily_mder_metric010__gap_timing_unaware__chest__paired_common__previous_sleep_duration_centered_h__frame.rds","scientific artifact","c3ffa92fc671fb6f37a6458cfc524151471b6a961d669041a1801a09d68bb7fd",22799,FALSE,""
"artifacts/06_model_data/H06_daily/H06_daily_mder_metric010__gap_timing_unaware__chest__paired_common__work_free_day__frame.rds","scientific artifact","b62c2bd5ce6117f376f4418a676ead224e615594cc913c70dd3bd3b741269687",22740,FALSE,""
"artifacts/06_model_data/H06_daily/H06_daily_mder_metric010__gap_timing_unaware__near_eye__all_available__activity_status__frame.rds","scientific artifact","924327671e797624782b4bb116299f60ef9acc2e799bcd15bf1c5cc02d77a176",29320,FALSE,""
"artifacts/06_model_data/H06_daily/H06_daily_mder_metric010__gap_timing_unaware__near_eye__all_available__previous_sleep_duration_centered_h__frame.rds","scientific artifact","d941761d2d07bd74f3817f279e13b9a59c5cae358f79acbabe1e950ca5707748",30621,FALSE,""
"artifacts/06_model_data/H06_daily/H06_daily_mder_metric010__gap_timing_unaware__near_eye__all_available__work_free_day__frame.rds","scientific artifact","6e759b6606f6308bb8fd2f03b82a87f99aac90c6cdd79ba75592cd559769d5d8",30542,FALSE,""
"artifacts/06_model_data/H06_daily/H06_daily_mder_metric010__gap_timing_unaware__near_eye__dataset_common__activity_status__frame.rds","scientific artifact","924327671e797624782b4bb116299f60ef9acc2e799bcd15bf1c5cc02d77a176",29320,FALSE,""
"artifacts/06_model_data/H06_daily/H06_daily_mder_metric010__gap_timing_unaware__near_eye__dataset_common__previous_sleep_duration_centered_h__frame.rds","scientific artifact","d941761d2d07bd74f3817f279e13b9a59c5cae358f79acbabe1e950ca5707748",30621,FALSE,""
"artifacts/06_model_data/H06_daily/H06_daily_mder_metric010__gap_timing_unaware__near_eye__dataset_common__work_free_day__frame.rds","scientific artifact","6e759b6606f6308bb8fd2f03b82a87f99aac90c6cdd79ba75592cd559769d5d8",30542,FALSE,""
"artifacts/06_model_data/H06_daily/H06_daily_mder_metric010__gap_timing_unaware__near_eye__paired_common__activity_status__frame.rds","scientific artifact","592655dc819ba0539960a61f2c8e686d437b966759ecbf3b285e2ca05b78a745",21774,FALSE,""
"artifacts/06_model_data/H06_daily/H06_daily_mder_metric010__gap_timing_unaware__near_eye__paired_common__previous_sleep_duration_centered_h__frame.rds","scientific artifact","fe0dfef067b73979e85b4c3afdefb89ee174b5322c14b7e2907861f3a92b267e",22752,FALSE,""
"artifacts/06_model_data/H06_daily/H06_daily_mder_metric010__gap_timing_unaware__near_eye__paired_common__work_free_day__frame.rds","scientific artifact","635541c87e25e0023600056bc5ffcfc58ad7b3248e39cef6e8dfbc1cd2209450",22692,FALSE,""
"artifacts/06_model_data/H06_daily/H06_daily_mder_metric010__primary__chest__all_available__activity_status__frame.rds","scientific artifact","1b15f618829b472495883c50ff4215a67346610ae379cfcf61c88e6bc9cffd91",37670,FALSE,""
"artifacts/06_model_data/H06_daily/H06_daily_mder_metric010__primary__chest__all_available__previous_sleep_duration_centered_h__frame.rds","scientific artifact","3aee0b94df611c9c972206c7ebb83bbd0a82f343297b7f2ad75b0955443b237c",39660,FALSE,""
"artifacts/06_model_data/H06_daily/H06_daily_mder_metric010__primary__chest__all_available__work_free_day__frame.rds","scientific artifact","d686804e13c88398839edd127fc15fc5ff5c2ae36d615101f6b3e2d1a7d59631",39567,FALSE,""
"artifacts/06_model_data/H06_daily/H06_daily_mder_metric010__primary__chest__dataset_common__activity_status__frame.rds","scientific artifact","4d28914be7c8c6bcd6470fe4602b61c12373f3afdb0fe976c2f5cf237f8c54b2",37261,FALSE,""
"artifacts/06_model_data/H06_daily/H06_daily_mder_metric010__primary__chest__dataset_common__previous_sleep_duration_centered_h__frame.rds","scientific artifact","49bba99f391b77e091bbc97d97cb14d46c87e83f7fb821e6d70cfd8ebed0828d",39266,FALSE,""
"artifacts/06_model_data/H06_daily/H06_daily_mder_metric010__primary__chest__dataset_common__work_free_day__frame.rds","scientific artifact","4d8e6d38b9bb37807c9adec52dde62a0d754f92de5449bac3e499764a7c94079",39172,FALSE,""
"artifacts/06_model_data/H06_daily/H06_daily_mder_metric010__primary__chest__paired_common__activity_status__frame.rds","scientific artifact","ba64a5a72a55866bdded16cff7b2d340f1f4c2c22b27732e6e82ae532911f139",23180,FALSE,""
"artifacts/06_model_data/H06_daily/H06_daily_mder_metric010__primary__chest__paired_common__previous_sleep_duration_centered_h__frame.rds","scientific artifact","88a947e8db3f48371781c5e909b1b643002141d35585f0f4f85bcfc1fc98a02d",24230,FALSE,""
"artifacts/06_model_data/H06_daily/H06_daily_mder_metric010__primary__chest__paired_common__work_free_day__frame.rds","scientific artifact","8368c1476f660af4a4049ca58feae48cd0b0e2e5ca55e727b856bd2b339d318e",24169,FALSE,""
"artifacts/06_model_data/H06_daily/H06_daily_mder_metric010__primary__near_eye__all_available__activity_status__frame.rds","scientific artifact","be8cca9362ead6c2a9763fed3d00f8755c530517717cb045be76bbac4a8bb150",36190,FALSE,""
"artifacts/06_model_data/H06_daily/H06_daily_mder_metric010__primary__near_eye__all_available__previous_sleep_duration_centered_h__frame.rds","scientific artifact","c93d33634cf895730e11e6dd8cea5f3622af1e023028fa9c01a75bd5b945a48f",37898,FALSE,""
"artifacts/06_model_data/H06_daily/H06_daily_mder_metric010__primary__near_eye__all_available__work_free_day__frame.rds","scientific artifact","0aa3437cd0e1c66e2f25ea035c176feb5b0b7d4c43781d6bb6dd25d191287160",37810,FALSE,""
"artifacts/06_model_data/H06_daily/H06_daily_mder_metric010__primary__near_eye__dataset_common__activity_status__frame.rds","scientific artifact","c477abfc728bccb798778c23e3a33aeaf77384369d711a67460fa1d17554e970",35518,FALSE,""
"artifacts/06_model_data/H06_daily/H06_daily_mder_metric010__primary__near_eye__dataset_common__previous_sleep_duration_centered_h__frame.rds","scientific artifact","718202be0468bad92f0500caac9a21939a757a1353033fe2fef21c46ff5659a0",37224,FALSE,""
"artifacts/06_model_data/H06_daily/H06_daily_mder_metric010__primary__near_eye__dataset_common__work_free_day__frame.rds","scientific artifact","171ba625c0399f9e01c40eec7287b20b7214dad3ae79b2e637bfe4148fd16c74",37137,FALSE,""
"artifacts/06_model_data/H06_daily/H06_daily_mder_metric010__primary__near_eye__paired_common__activity_status__frame.rds","scientific artifact","0f0cb67f24c4c0f51c4a4557a17ba48f49d78a9554879cc6423984aa182a4662",23116,FALSE,""
"artifacts/06_model_data/H06_daily/H06_daily_mder_metric010__primary__near_eye__paired_common__previous_sleep_duration_centered_h__frame.rds","scientific artifact","ee0612a84bd3e09379b77e022eceeaaaf778cd45926802c40e19997d87f202e1",24193,FALSE,""
"artifacts/06_model_data/H06_daily/H06_daily_mder_metric010__primary__near_eye__paired_common__work_free_day__frame.rds","scientific artifact","87d6f0f32215592269194e3197a1fc7723e4704363fe4db3c2f1565c475ab7d8",24133,FALSE,""
"artifacts/06_model_data/H06_daily/H06_daily_mder_metric010_frame_registry.csv","scientific artifact","8aa1b4ab545466538192679e8524dea14279e2e6bbe4af2c3a8b776d9779f95e",21808,FALSE,""
"artifacts/06_model_data/H06_daily/H06_daily_mder_metric010_metric_contract.csv","scientific artifact","056c7970b46b31a938caf9e8927c931f8bdad748523ab1b14aa333a6eb09b1d8",353,FALSE,""
"artifacts/06_model_data/H06_daily/H06_daily_mder_metric010_metric_slot_registry.csv","scientific artifact","f362ad5924c39d9133502062cd9ae9d77d79b048a751cab0fdeb9f0245344845",883,FALSE,""
"artifacts/06_model_data/H06_daily/H06_daily_non_l10_pilot_frame_inventory.csv","scientific artifact","639eaa04595f5fc83ef9633da4b66bd14123480a1322c43e5e6ac4d80eb40bce",247693,FALSE,""
"artifacts/06_model_data/H06_daily/H06_daily_non_l10_pilot_timing_frames.rds","scientific artifact","89a6db7ce1de5d08ebf854d44ac292a9c4c1143c7d2f68aa850eb114e012a751",269541,FALSE,""
"artifacts/06_model_data/H06_daily/H06_daily_non_l10_production_exact_samples.csv","scientific artifact","73cb3011c27c55d7437337c8c518d346bbf50623a210a7b2fa37c00a80180f3f",192852,FALSE,""
"artifacts/06_model_data/H06_daily/H06_daily_non_l10_production_frame_identity_check.csv","scientific artifact","f416d0097ac2a756ceefcb8090928260bdabe3b940bacc2fa210c35b7cc5355d",461171,FALSE,""
"artifacts/06_model_data/H06_daily/H06_daily_non_l10_production_influence_task_inventory.csv","scientific artifact","fd0bab4a92b3d52ddb708e230700c2acc78ea2e38341a0efdac016eb76f35c1f",19344809,FALSE,""
"artifacts/06_model_data/H06_daily/H06_daily_stage2_daily_ar_repair__l10_positive_magnitude__frame.rds","scientific artifact","e189f5ec729021dfcae218540e7cfa32945d244158aa36aa39a22cac1a3de420",25315,FALSE,""
"artifacts/06_model_data/H06_daily/H06_daily_stage2_daily_ar_repair__pre_sleep_identity__frame.rds","scientific artifact","e96176090cdaea27c80c91ee5ff7099f0ec1419bf5d66b172f3c09dc89419f05",16806,FALSE,""
"artifacts/06_model_data/H06_daily/H06_daily_stage2_daily_ar_repair_pilot_frame_registry.csv","scientific artifact","09bcdbc076d06c21338591bdcd9fdc24e98982c04cb0b7fff7aa18522d125392",1402,FALSE,""
"artifacts/06_model_data/H06_daily/H06_daily_stage2_pilot_registry.csv","scientific artifact","11177f8ab3a78da34502f5e3466fdf6e2e3b7b0561d9524faa41cc81dcb81cc1",584,FALSE,""
"artifacts/06_model_data/H06_daily/H06_daily_temporal_h02_formula_registry.csv","scientific artifact","a5d9d339c3e9deb6f80fc07fef1f9eb8ed61cee7637f246fc81e4f644fa65b1b",996,FALSE,""
"artifacts/06_model_data/H06_daily/H06_daily_temporal_h02_near_eye_frame.rds","scientific artifact","b774a4b36dca8d61940a78c08c89ec42592bef6c5d3596466f33f40c2f36bcb1",553257,FALSE,""
"artifacts/06_model_data/H06_daily/H06_daily_temporal_h02_production__gap_timing_unaware__chest__all_available__frame.rds","scientific artifact","708ab17845087f9f641f6cfc23741e0719ae971001da0f045cb3a254bb8e5869",615357,FALSE,""
"artifacts/06_model_data/H06_daily/H06_daily_temporal_h02_production__gap_timing_unaware__near_eye__all_available__frame.rds","scientific artifact","e1ac73a22f177276e6e2bdea7b4582fbe96e8c4ca452e7d0e2444abec2bee6ee",572218,FALSE,""
"artifacts/06_model_data/H06_daily/H06_daily_temporal_h02_production__primary__chest__all_available__frame.rds","scientific artifact","1c9376f5c5a3c9e413ac089120bc01e2364630c1fddc2fa00a0921c79a5ca099",619036,FALSE,""
"artifacts/06_model_data/H06_daily/H06_daily_temporal_h02_production__primary__chest__paired_common__frame.rds","scientific artifact","732e734719fa4cd70eddfa51829ab2da07311a3fea8edb02524287935f5d81db",456378,FALSE,""
"artifacts/06_model_data/H06_daily/H06_daily_temporal_h02_production__primary__near_eye__all_available__frame.rds","scientific artifact","2adb3f77b883b189bddd1f7032cda363b7830cbb74bb95fb47cb349fa6b6cfb2",574639,FALSE,""
"artifacts/06_model_data/H06_daily/H06_daily_temporal_h02_production__primary__near_eye__paired_common__frame.rds","scientific artifact","9e611369e805b6b270c1b788bcaa14df56cb96319c4719ad54ee4fb3fed83064",459465,FALSE,""
"artifacts/06_model_data/H06_daily/H06_daily_temporal_h02_production_run_registry.csv","scientific artifact","aae12c5ce907d6802d0497bc380517bb439e821ba9601a1b890f4a3566b28b72",1105,FALSE,""
"artifacts/06_model_data/H06_daily/H06_daily_temporal_h02_specification.csv","scientific artifact","9b3f9a2ba55f50b2011234fcbfa85fd877de4a558350b9d53251acdcfbca0621",1567,FALSE,""
"artifacts/06_model_data/H06_daily/H06_daily_timing_repair_frame_contract.csv","scientific artifact","05a225a5e70703cfcb17abcb574e51c92936df595aa76cdca506c39bf414f4ce",5097,FALSE,""
"artifacts/06_model_data/H06_daily/H06_daily_timing_repair_predictor_support.csv","scientific artifact","4277cdcc19eb9d0a2515a08ef22fa9e77d448a3c7c3f72bacca685f20ea59a4c",19520,FALSE,""
"artifacts/07_models/H06_daily/H06_daily_30_minute_temporal_family_pilot.rds","scientific artifact","1b99d1a04d3b4a7f1c81cf83fbee13a6940418474b0c684977e1e658b58d34bd",278577248,FALSE,""
"artifacts/07_models/H06_daily/H06_daily_gap_clock_repair_cells/cell_001_c95a8120bd65a91076f5538589a38b8a13a62382fe03096c0662cded95d93c46.rds","scientific artifact","9e2f84e1e0173cdb7d53a85a02cfb46d960e2cdeb1b35956124125b897f2745f",1491882,FALSE,""
"artifacts/07_models/H06_daily/H06_daily_gap_clock_repair_cells/cell_002_ba876e127b4908173e877b22057ac52c0b3c5b1e309bb2431b7ff870d9661673.rds","scientific artifact","02f0a7c61a5e8d77c381ec496b5ab967f52c23d06d0a246d0db39a2ba8a63408",1553701,FALSE,""
"artifacts/07_models/H06_daily/H06_daily_gap_clock_repair_cells/cell_003_67dc63792a3a34c2c4ddfd1a5901923f00ccd8900531b4e9ee57da8b2f4ff4aa.rds","scientific artifact","c881f8d24cf24c6cead9560e54836536f1f888546f808e627389138a85f44832",1272537,FALSE,""
"artifacts/07_models/H06_daily/H06_daily_gap_clock_repair_cells/cell_004_1c055aa70c28ef739d4238b4e6e1b07c07315f7422c29473bbf72bd1888511fb.rds","scientific artifact","3c625217ccc0a9142409a970f7f1096214933e5a3e8dfd02638363c475a7a394",1273902,FALSE,""
