placement,state_domain,signal,clock_bin,reference_value,observations,participant_days,participants,participant_observations,profile_variant,profile_scope,profile_site,held_out_site,bin_minutes,participant_day_count_basis,minimum_participants,profile_supported,support_reason,supported_reference_value,reference_total,reference_weight,supported_bins,profile_complete,profile_estimable,training_sites,training_site_count
chest,full_day,LIGHT,420,2.3375,22648,772,134,22648,leave_one_site_out::BAUA,leave_one_site_out,,BAUA,30,.profile_participant_day,20,TRUE,supported,2.3375,2618.6820833333336,8.926245819899544e-4,48,TRUE,TRUE,FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM|UCR,7
chest,full_day,LIGHT,450,10.3225,22560,772,134,22560,leave_one_site_out::BAUA,leave_one_site_out,,BAUA,30,.profile_participant_day,20,TRUE,supported,10.3225,2618.6820833333336,0.003941868341215532,48,TRUE,TRUE,FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM|UCR,7
chest,full_day,LIGHT,480,29.6925,22568,771,134,22568,leave_one_site_out::BAUA,leave_one_site_out,,BAUA,30,.profile_participant_day,20,TRUE,supported,29.6925,2618.6820833333336,0.01133871888801571,48,TRUE,TRUE,FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM|UCR,7
chest,full_day,LIGHT,510,45.81333333333333,22683,771,134,22683,leave_one_site_out::BAUA,leave_one_site_out,,BAUA,30,.profile_participant_day,20,TRUE,supported,45.81333333333333,2618.6820833333336,0.01749480535453823,48,TRUE,TRUE,FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM|UCR,7
chest,full_day,LIGHT,540,79.89250000000001,22613,773,134,22613,leave_one_site_out::BAUA,leave_one_site_out,,BAUA,30,.profile_participant_day,20,TRUE,supported,79.89250000000001,2618.6820833333336,0.030508667130110138,48,TRUE,TRUE,FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM|UCR,7
chest,full_day,LIGHT,570,103.52791666666667,22756,773,134,22756,leave_one_site_out::BAUA,leave_one_site_out,,BAUA,30,.profile_participant_day,20,TRUE,supported,103.52791666666667,2618.6820833333336,0.039534358647646706,48,TRUE,TRUE,FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM|UCR,7
chest,full_day,LIGHT,600,120.03916666666667,22948,775,134,22948,leave_one_site_out::BAUA,leave_one_site_out,,BAUA,30,.profile_participant_day,20,TRUE,supported,120.03916666666667,2618.6820833333336,0.04583953410406666,48,TRUE,TRUE,FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM|UCR,7
chest,full_day,LIGHT,630,117.00999999999999,22925,774,134,22925,leave_one_site_out::BAUA,leave_one_site_out,,BAUA,30,.profile_participant_day,20,TRUE,supported,117.00999999999999,2618.6820833333336,0.04468278174915275,48,TRUE,TRUE,FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM|UCR,7
chest,full_day,LIGHT,660,144.5079166666667,22873,774,134,22873,leave_one_site_out::BAUA,leave_one_site_out,,BAUA,30,.profile_participant_day,20,TRUE,supported,144.5079166666667,2618.6820833333336,0.05518345185404172,48,TRUE,TRUE,FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM|UCR,7
chest,full_day,LIGHT,690,157.22791666666666,22799,775,134,22799,leave_one_site_out::BAUA,leave_one_site_out,,BAUA,30,.profile_participant_day,20,TRUE,supported,157.22791666666666,2618.6820833333336,0.06004085706598277,48,TRUE,TRUE,FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM|UCR,7
chest,full_day,LIGHT,720,158.78458333333333,22829,774,134,22829,leave_one_site_out::BAUA,leave_one_site_out,,BAUA,30,.profile_participant_day,20,TRUE,supported,158.78458333333333,2618.6820833333336,0.06063530366817786,48,TRUE,TRUE,FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM|UCR,7
chest,full_day,LIGHT,750,188.52541666666667,22684,767,134,22684,leave_one_site_out::BAUA,leave_one_site_out,,BAUA,30,.profile_participant_day,20,TRUE,supported,188.52541666666667,2618.6820833333336,0.07199247967767501,48,TRUE,TRUE,FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM|UCR,7
chest,full_day,LIGHT,780,194.05374999999998,22759,774,134,22759,leave_one_site_out::BAUA,leave_one_site_out,,BAUA,30,.profile_participant_day,20,TRUE,supported,194.05374999999998,2618.6820833333336,0.07410359250367192,48,TRUE,TRUE,FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM|UCR,7
chest,full_day,LIGHT,810,194.16291666666666,22747,769,134,22747,leave_one_site_out::BAUA,leave_one_site_out,,BAUA,30,.profile_participant_day,20,TRUE,supported,194.16291666666666,2618.6820833333336,0.07414528014012137,48,TRUE,TRUE,FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM|UCR,7
chest,full_day,LIGHT,840,162.45916666666668,22665,765,134,22665,leave_one_site_out::BAUA,leave_one_site_out,,BAUA,30,.profile_participant_day,20,TRUE,supported,162.45916666666668,2618.6820833333336,0.06203852224011537,48,TRUE,TRUE,FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM|UCR,7
chest,full_day,LIGHT,870,141.8675,22715,768,134,22715,leave_one_site_out::BAUA,leave_one_site_out,,BAUA,30,.profile_participant_day,20,TRUE,supported,141.8675,2618.6820833333336,0.05417515203656037,48,TRUE,TRUE,FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM|UCR,7
chest,full_day,LIGHT,900,141.45166666666665,22677,768,134,22677,leave_one_site_out::BAUA,leave_one_site_out,,BAUA,30,.profile_participant_day,20,TRUE,supported,141.45166666666665,2618.6820833333336,0.05401635714657356,48,TRUE,TRUE,FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM|UCR,7
chest,full_day,LIGHT,930,142.75083333333333,22605,770,134,22605,leave_one_site_out::BAUA,leave_one_site_out,,BAUA,30,.profile_participant_day,20,TRUE,supported,142.75083333333333,2618.6820833333336,0.054512471842945165,48,TRUE,TRUE,FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM|UCR,7
chest,full_day,LIGHT,960,128.12041666666667,22429,766,134,22429,leave_one_site_out::BAUA,leave_one_site_out,,BAUA,30,.profile_participant_day,20,TRUE,supported,128.12041666666667,2618.6820833333336,0.04892553299313888,48,TRUE,TRUE,FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM|UCR,7
chest,full_day,LIGHT,990,95.84708333333333,22462,761,134,22462,leave_one_site_out::BAUA,leave_one_site_out,,BAUA,30,.profile_participant_day,20,TRUE,supported,95.84708333333333,2618.6820833333336,0.03660126746326117,48,TRUE,TRUE,FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM|UCR,7
chest,full_day,LIGHT,1020,71.03541666666666,22459,765,134,22459,leave_one_site_out::BAUA,leave_one_site_out,,BAUA,30,.profile_participant_day,20,TRUE,supported,71.03541666666666,2618.6820833333336,0.027126399618637678,48,TRUE,TRUE,FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM|UCR,7
chest,full_day,LIGHT,1050,50.55666666666667,22238,760,134,22238,leave_one_site_out::BAUA,leave_one_site_out,,BAUA,30,.profile_participant_day,20,TRUE,supported,50.55666666666667,2618.6820833333336,0.0193061490695781,48,TRUE,TRUE,FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM|UCR,7
chest,full_day,LIGHT,1080,26.66,22344,761,134,22344,leave_one_site_out::BAUA,leave_one_site_out,,BAUA,30,.profile_participant_day,20,TRUE,supported,26.66,2618.6820833333336,0.010180693628172059,48,TRUE,TRUE,FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM|UCR,7
chest,full_day,LIGHT,1110,23.871249999999996,22211,757,134,22211,leave_one_site_out::BAUA,leave_one_site_out,,BAUA,30,.profile_participant_day,20,TRUE,supported,23.871249999999996,2618.6820833333336,0.009115749541316663,48,TRUE,TRUE,FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM|UCR,7
chest,full_day,LIGHT,1140,19.719583333333333,21978,755,134,21978,leave_one_site_out::BAUA,leave_one_site_out,,BAUA,30,.profile_participant_day,20,TRUE,supported,19.719583333333333,2618.6820833333336,0.007530346451308124,48,TRUE,TRUE,FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM|UCR,7
chest,full_day,LIGHT,1170,17.37,22208,759,134,22208,leave_one_site_out::BAUA,leave_one_site_out,,BAUA,30,.profile_participant_day,20,TRUE,supported,17.37,2618.6820833333336,0.006633107588947812,48,TRUE,TRUE,FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM|UCR,7
chest,full_day,LIGHT,1200,14.690833333333334,22046,755,134,22046,leave_one_site_out::BAUA,leave_one_site_out,,BAUA,30,.profile_participant_day,20,TRUE,supported,14.690833333333334,2618.6820833333336,0.0056100102516580775,48,TRUE,TRUE,FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM|UCR,7
chest,full_day,LIGHT,1230,11.703333333333333,22026,753,134,22026,leave_one_site_out::BAUA,leave_one_site_out,,BAUA,30,.profile_participant_day,20,TRUE,supported,11.703333333333333,2618.6820833333336,0.004469169208366103,48,TRUE,TRUE,FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM|UCR,7
chest,full_day,LIGHT,1260,10.164166666666667,22278,759,134,22278,leave_one_site_out::BAUA,leave_one_site_out,,BAUA,30,.profile_participant_day,20,TRUE,supported,10.164166666666667,2618.6820833333336,0.003881405357052219,48,TRUE,TRUE,FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM|UCR,7
chest,full_day,LIGHT,1290,7.599583333333333,22478,761,134,22478,leave_one_site_out::BAUA,leave_one_site_out,,BAUA,30,.profile_participant_day,20,TRUE,supported,7.599583333333333,2618.6820833333336,0.002902064126722777,48,TRUE,TRUE,FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM|UCR,7
chest,full_day,LIGHT,1320,5.16875,22415,760,134,22415,leave_one_site_out::BAUA,leave_one_site_out,,BAUA,30,.profile_participant_day,20,TRUE,supported,5.16875,2618.6820833333336,0.001973798206699712,48,TRUE,TRUE,FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM|UCR,7
chest,full_day,LIGHT,1350,1.7479166666666668,22300,756,134,22300,leave_one_site_out::BAUA,leave_one_site_out,,BAUA,30,.profile_participant_day,20,TRUE,supported,1.7479166666666668,2618.6820833333336,6.674795225397254e-4,48,TRUE,TRUE,FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM|UCR,7
chest,full_day,LIGHT,1380,0,22454,765,134,22454,leave_one_site_out::BAUA,leave_one_site_out,,BAUA,30,.profile_participant_day,20,TRUE,supported,0,2618.6820833333336,0,48,TRUE,TRUE,FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM|UCR,7
chest,full_day,LIGHT,1410,0,22814,770,134,22814,leave_one_site_out::BAUA,leave_one_site_out,,BAUA,30,.profile_participant_day,20,TRUE,supported,0,2618.6820833333336,0,48,TRUE,TRUE,FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM|UCR,7
chest,full_day,MEDI,0,0,23334,783,134,23334,leave_one_site_out::BAUA,leave_one_site_out,,BAUA,30,.profile_participant_day,20,TRUE,supported,0,1958.95375,0,48,TRUE,TRUE,FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM|UCR,7
chest,full_day,MEDI,30,0,23427,782,134,23427,leave_one_site_out::BAUA,leave_one_site_out,,BAUA,30,.profile_participant_day,20,TRUE,supported,0,1958.95375,0,48,TRUE,TRUE,FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM|UCR,7
chest,full_day,MEDI,60,0,23493,786,134,23493,leave_one_site_out::BAUA,leave_one_site_out,,BAUA,30,.profile_participant_day,20,TRUE,supported,0,1958.95375,0,48,TRUE,TRUE,FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM|UCR,7
chest,full_day,MEDI,90,0,23569,786,134,23569,leave_one_site_out::BAUA,leave_one_site_out,,BAUA,30,.profile_participant_day,20,TRUE,supported,0,1958.95375,0,48,TRUE,TRUE,FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM|UCR,7
chest,full_day,MEDI,120,0,23545,785,134,23545,leave_one_site_out::BAUA,leave_one_site_out,,BAUA,30,.profile_participant_day,20,TRUE,supported,0,1958.95375,0,48,TRUE,TRUE,FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM|UCR,7
chest,full_day,MEDI,150,0,23576,786,134,23576,leave_one_site_out::BAUA,leave_one_site_out,,BAUA,30,.profile_participant_day,20,TRUE,supported,0,1958.95375,0,48,TRUE,TRUE,FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM|UCR,7
chest,full_day,MEDI,180,0,23575,786,134,23575,leave_one_site_out::BAUA,leave_one_site_out,,BAUA,30,.profile_participant_day,20,TRUE,supported,0,1958.95375,0,48,TRUE,TRUE,FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM|UCR,7
chest,full_day,MEDI,210,0,23576,786,134,23576,leave_one_site_out::BAUA,leave_one_site_out,,BAUA,30,.profile_participant_day,20,TRUE,supported,0,1958.95375,0,48,TRUE,TRUE,FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM|UCR,7
chest,full_day,MEDI,240,0,23582,787,134,23582,leave_one_site_out::BAUA,leave_one_site_out,,BAUA,30,.profile_participant_day,20,TRUE,supported,0,1958.95375,0,48,TRUE,TRUE,FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM|UCR,7
chest,full_day,MEDI,270,0,23558,787,134,23558,leave_one_site_out::BAUA,leave_one_site_out,,BAUA,30,.profile_participant_day,20,TRUE,supported,0,1958.95375,0,48,TRUE,TRUE,FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM|UCR,7
chest,full_day,MEDI,300,0,23448,787,134,23448,leave_one_site_out::BAUA,leave_one_site_out,,BAUA,30,.profile_participant_day,20,TRUE,supported,0,1958.95375,0,48,TRUE,TRUE,FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM|UCR,7
chest,full_day,MEDI,330,0,23328,787,134,23328,leave_one_site_out::BAUA,leave_one_site_out,,BAUA,30,.profile_participant_day,20,TRUE,supported,0,1958.95375,0,48,TRUE,TRUE,FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM|UCR,7
chest,full_day,MEDI,360,0,23185,783,134,23185,leave_one_site_out::BAUA,leave_one_site_out,,BAUA,30,.profile_participant_day,20,TRUE,supported,0,1958.95375,0,48,TRUE,TRUE,FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM|UCR,7
chest,full_day,MEDI,390,0,22998,775,134,22998,leave_one_site_out::BAUA,leave_one_site_out,,BAUA,30,.profile_participant_day,20,TRUE,supported,0,1958.95375,0,48,TRUE,TRUE,FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM|UCR,7
chest,full_day,MEDI,420,1.05625,22648,772,134,22648,leave_one_site_out::BAUA,leave_one_site_out,,BAUA,30,.profile_participant_day,20,TRUE,supported,1.05625,1958.95375,5.391908818674254e-4,48,TRUE,TRUE,FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM|UCR,7
chest,full_day,MEDI,450,6.5375,22560,772,134,22560,leave_one_site_out::BAUA,leave_one_site_out,,BAUA,30,.profile_participant_day,20,TRUE,supported,6.5375,1958.95375,0.003337240606114361,48,TRUE,TRUE,FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM|UCR,7
chest,full_day,MEDI,480,23.064999999999998,22568,771,134,22568,leave_one_site_out::BAUA,leave_one_site_out,,BAUA,30,.profile_participant_day,20,TRUE,supported,23.064999999999998,1958.95375,0.011774142191973648,48,TRUE,TRUE,FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM|UCR,7
chest,full_day,MEDI,510,37.88875,22683,771,134,22683,leave_one_site_out::BAUA,leave_one_site_out,,BAUA,30,.profile_participant_day,20,TRUE,supported,37.88875,1958.95375,0.019341319313945008,48,TRUE,TRUE,FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM|UCR,7
chest,full_day,MEDI,540,64.29291666666667,22613,773,134,22613,leave_one_site_out::BAUA,leave_one_site_out,,BAUA,30,.profile_participant_day,20,TRUE,supported,64.29291666666667,1958.95375,0.032820027867767006,48,TRUE,TRUE,FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM|UCR,7
chest,full_day,MEDI,570,77.49875,22756,773,134,22756,leave_one_site_out::BAUA,leave_one_site_out,,BAUA,30,.profile_participant_day,20,TRUE,supported,77.49875,1958.95375,0.03956129643183256,48,TRUE,TRUE,FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM|UCR,7
chest,full_day,MEDI,600,92.02083333333334,22947,775,134,22947,leave_one_site_out::BAUA,leave_one_site_out,,BAUA,30,.profile_participant_day,20,TRUE,supported,92.02083333333334,1958.95375,0.04697447978714829,48,TRUE,TRUE,FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM|UCR,7
chest,full_day,MEDI,630,87.88041666666666,22925,774,134,22925,leave_one_site_out::BAUA,leave_one_site_out,,BAUA,30,.profile_participant_day,20,TRUE,supported,87.88041666666666,1958.95375,0.04486089406994252,48,TRUE,TRUE,FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM|UCR,7
chest,full_day,MEDI,660,104.04833333333333,22866,774,134,22866,leave_one_site_out::BAUA,leave_one_site_out,,BAUA,30,.profile_participant_day,20,TRUE,supported,104.04833333333333,1958.95375,0.053114236787536885,48,TRUE,TRUE,FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM|UCR,7
chest,full_day,MEDI,690,117.15166666666667,22799,775,134,22799,leave_one_site_out::BAUA,leave_one_site_out,,BAUA,30,.profile_participant_day,20,TRUE,supported,117.15166666666667,1958.95375,0.05980318150271117,48,TRUE,TRUE,FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM|UCR,7
chest,full_day,MEDI,720,132.36291666666665,22824,774,134,22824,leave_one_site_out::BAUA,leave_one_site_out,,BAUA,30,.profile_participant_day,20,TRUE,supported,132.36291666666665,1958.95375,0.06756816829732026,48,TRUE,TRUE,FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM|UCR,7
chest,full_day,MEDI,750,141.60791666666665,22664,767,134,22664,leave_one_site_out::BAUA,leave_one_site_out,,BAUA,30,.profile_participant_day,20,TRUE,supported,141.60791666666665,1958.95375,0.07228752422902616,48,TRUE,TRUE,FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM|UCR,7
chest,full_day,MEDI,780,138.1583333333333,22758,774,134,22758,leave_one_site_out::BAUA,leave_one_site_out,,BAUA,30,.profile_participant_day,20,TRUE,supported,138.1583333333333,1958.95375,0.0705265927454047,48,TRUE,TRUE,FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM|UCR,7
chest,full_day,MEDI,810,134.29916666666668,22737,769,134,22737,leave_one_site_out::BAUA,leave_one_site_out,,BAUA,30,.profile_participant_day,20,TRUE,supported,134.29916666666668,1958.95375,0.06855657856479086,48,TRUE,TRUE,FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM|UCR,7
chest,full_day,MEDI,840,128.88458333333332,22654,765,134,22654,leave_one_site_out::BAUA,leave_one_site_out,,BAUA,30,.profile_participant_day,20,TRUE,supported,128.88458333333332,1958.95375,0.06579256061218053,48,TRUE,TRUE,FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM|UCR,7
chest,full_day,MEDI,870,112.01333333333334,22710,768,134,22710,leave_one_site_out::BAUA,leave_one_site_out,,BAUA,30,.profile_participant_day,20,TRUE,supported,112.01333333333334,1958.95375,0.057180182703820005,48,TRUE,TRUE,FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM|UCR,7
chest,full_day,MEDI,900,110.13499999999999,22667,768,134,22667,leave_one_site_out::BAUA,leave_one_site_out,,BAUA,30,.profile_participant_day,20,TRUE,supported,110.13499999999999,1958.95375,0.056221337537958715,48,TRUE,TRUE,FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM|UCR,7
chest,full_day,MEDI,930,109.10125,22599,770,134,22599,leave_one_site_out::BAUA,leave_one_site_out,,BAUA,30,.profile_participant_day,20,TRUE,supported,109.10125,1958.95375,0.05569363237901865,48,TRUE,TRUE,FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM|UCR,7
chest,full_day,MEDI,960,89.26125,22428,766,134,22428,leave_one_site_out::BAUA,leave_one_site_out,,BAUA,30,.profile_participant_day,20,TRUE,supported,89.26125,1958.95375,0.04556577713996566,48,TRUE,TRUE,FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM|UCR,7
chest,full_day,MEDI,990,75.18166666666667,22462,761,134,22462,leave_one_site_out::BAUA,leave_one_site_out,,BAUA,30,.profile_participant_day,20,TRUE,supported,75.18166666666667,1958.95375,0.03837847966888788,48,TRUE,TRUE,FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM|UCR,7
chest,full_day,MEDI,1020,50.198750000000004,22459,765,134,22459,leave_one_site_out::BAUA,leave_one_site_out,,BAUA,30,.profile_participant_day,20,TRUE,supported,50.198750000000004,1958.95375,0.025625285946643716,48,TRUE,TRUE,FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM|UCR,7
chest,full_day,MEDI,1050,40.89583333333333,22238,760,134,22238,leave_one_site_out::BAUA,leave_one_site_out,,BAUA,30,.profile_participant_day,20,TRUE,supported,40.89583333333333,1958.95375,0.020876364913328522,48,TRUE,TRUE,FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM|UCR,7
chest,full_day,MEDI,1080,18.61541666666667,22344,761,134,22344,leave_one_site_out::BAUA,leave_one_site_out,,BAUA,30,.profile_participant_day,20,TRUE,supported,18.61541666666667,1958.95375,0.009502734133803143,48,TRUE,TRUE,FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM|UCR,7
chest,full_day,MEDI,1110,15.817916666666667,22211,757,134,22211,leave_one_site_out::BAUA,leave_one_site_out,,BAUA,30,.profile_participant_day,20,TRUE,supported,15.817916666666667,1958.95375,0.008074675916502199,48,TRUE,TRUE,FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM|UCR,7
chest,full_day,MEDI,1140,12.713333333333335,21978,755,134,21978,leave_one_site_out::BAUA,leave_one_site_out,,BAUA,30,.profile_participant_day,20,TRUE,supported,12.713333333333335,1958.95375,0.006489858851100152,48,TRUE,TRUE,FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM|UCR,7
chest,full_day,MEDI,1170,9.932916666666667,22208,759,134,22208,leave_one_site_out::BAUA,leave_one_site_out,,BAUA,30,.profile_participant_day,20,TRUE,supported,9.932916666666667,1958.95375,0.005070521275281087,48,TRUE,TRUE,FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM|UCR,7
chest,full_day,MEDI,1200,8.26125,22046,755,134,22046,leave_one_site_out::BAUA,leave_one_site_out,,BAUA,30,.profile_participant_day,20,TRUE,supported,8.26125,1958.95375,0.004217174601493272,48,TRUE,TRUE,FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM|UCR,7
chest,full_day,MEDI,1230,7.2683333333333335,22026,753,134,22026,leave_one_site_out::BAUA,leave_one_site_out,,BAUA,30,.profile_participant_day,20,TRUE,supported,7.2683333333333335,1958.95375,0.0037103139026806193,48,TRUE,TRUE,FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM|UCR,7
chest,full_day,MEDI,1260,6.2375,22278,759,134,22278,leave_one_site_out::BAUA,leave_one_site_out,,BAUA,30,.profile_participant_day,20,TRUE,supported,6.2375,1958.95375,0.003184097633749648,48,TRUE,TRUE,FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM|UCR,7
