placement,placement_label,site,metric_id,manuscript_name,metric_label,abbreviation,manuscript_category,analysis_unit,display_unit,analytical_role,variant_label,n_possible_observations,n_observations,n_participants,n_participant_days,mean,sd,q1,median,q3,circular_resultant,mean_display,median_middle_50_display
near_eye,Near-eye (primary),MPI,one_hour_geometric_mean_medi,Mean melEDI,Mean melEDI ; Hourly geometric mean,Mean,level-based,participant-hour,lx,primary_outcome,Hourly geometric mean,3600,3470,26,150,142.31871639491857,644.1533079768666,0,8.460897858443523,73.48570519774007,,142.3,"8.461 [0, 73.49]"
near_eye,Near-eye (primary),TUM,one_hour_geometric_mean_medi,Mean melEDI,Mean melEDI ; Hourly geometric mean,Mean,level-based,participant-hour,lx,primary_outcome,Hourly geometric mean,1440,1390,10,60,166.58490906202914,704.5437579762529,0.07939847140787719,15.145131457257355,115.84003584867246,,166.6,"15.15 [0.0794, 115.8]"
near_eye,Near-eye (primary),FUSPCEU,one_hour_geometric_mean_medi,Mean melEDI,Mean melEDI ; Hourly geometric mean,Mean,level-based,participant-hour,lx,primary_outcome,Hourly geometric mean,3096,3029,23,129,113.61483379970235,578.1029861958077,0,1.9825703826690475,81.76171098736616,,113.6,"1.983 [0, 81.76]"
near_eye,Near-eye (primary),IZTECH,one_hour_geometric_mean_medi,Mean melEDI,Mean melEDI ; Hourly geometric mean,Mean,level-based,participant-hour,lx,primary_outcome,Hourly geometric mean,2424,2352,17,101,108.41883658611286,614.1257536935907,0,13.560298369928315,72.61258586324446,,108.4,"13.56 [0, 72.61]"
near_eye,Near-eye (primary),UCR,one_hour_geometric_mean_medi,Mean melEDI,Mean melEDI ; Hourly geometric mean,Mean,level-based,participant-hour,lx,primary_outcome,Hourly geometric mean,768,740,6,32,70.19643147785439,205.72121201253512,0.013253179796235186,8.806395746462787,62.193917678700515,,70.2,"8.806 [0.01325, 62.19]"
near_eye,Near-eye (primary),KNUST,one_hour_geometric_mean_medi,Mean melEDI,Mean melEDI ; Hourly geometric mean,Mean,level-based,participant-hour,lx,primary_outcome,Hourly geometric mean,1944,1863,15,81,94.22608299823678,468.39225204318825,0,0.9505970627932449,29.05197317220916,,94.23,"0.9506 [0, 29.05]"
near_eye,Near-eye (primary),Overall,daily_geometric_mean_medi,Mean melEDI,Mean melEDI ; Daily geometric mean,Mean,level-based,participant-day,lx,primary_outcome,Daily geometric mean,816,816,141,816,7.5873291018065965,9.495589226344153,2.8310551959612797,5.15447793332358,9.22531377941019,,7.587,"5.154 [2.831, 9.225]"
near_eye,Near-eye (primary),RISE,daily_geometric_mean_medi,Mean melEDI,Mean melEDI ; Daily geometric mean,Mean,level-based,participant-day,lx,primary_outcome,Daily geometric mean,78,78,13,78,9.171214527869111,7.110848985602353,4.549772796289494,7.568624065439719,11.613314977008546,,9.171,"7.569 [4.55, 11.61]"
near_eye,Near-eye (primary),THUAS,daily_geometric_mean_medi,Mean melEDI,Mean melEDI ; Daily geometric mean,Mean,level-based,participant-day,lx,primary_outcome,Daily geometric mean,78,78,13,78,8.273686987390704,6.558044589353961,4.179552151306178,6.658523257978127,11.67365593135624,,8.274,"6.659 [4.18, 11.67]"
near_eye,Near-eye (primary),BAUA,daily_geometric_mean_medi,Mean melEDI,Mean melEDI ; Daily geometric mean,Mean,level-based,participant-day,lx,primary_outcome,Daily geometric mean,107,107,18,107,12.017107090019115,18.864786788289088,3.080569182020117,7.704108582118485,13.924246402454479,,12.02,"7.704 [3.081, 13.92]"
near_eye,Near-eye (primary),MPI,daily_geometric_mean_medi,Mean melEDI,Mean melEDI ; Daily geometric mean,Mean,level-based,participant-day,lx,primary_outcome,Daily geometric mean,150,150,26,150,7.2210060594298,6.330279707036333,3.2236665223611793,5.232285474524706,8.187759928379077,,7.221,"5.232 [3.224, 8.188]"
near_eye,Near-eye (primary),TUM,daily_geometric_mean_medi,Mean melEDI,Mean melEDI ; Daily geometric mean,Mean,level-based,participant-day,lx,primary_outcome,Daily geometric mean,60,60,10,60,12.101836913290505,12.013146891116033,4.010731241205644,9.01313778608311,15.088903572349897,,12.1,"9.013 [4.011, 15.09]"
near_eye,Near-eye (primary),FUSPCEU,daily_geometric_mean_medi,Mean melEDI,Mean melEDI ; Daily geometric mean,Mean,level-based,participant-day,lx,primary_outcome,Daily geometric mean,129,129,23,129,4.165682146829454,3.2717118974560235,1.4692039784378197,3.5045859098506646,6.211191561975379,,4.166,"3.505 [1.469, 6.211]"
near_eye,Near-eye (primary),IZTECH,daily_geometric_mean_medi,Mean melEDI,Mean melEDI ; Daily geometric mean,Mean,level-based,participant-day,lx,primary_outcome,Daily geometric mean,101,101,17,101,7.778106990916269,6.946096999070209,3.726206476570736,5.857356535399789,7.985796157270064,,7.778,"5.857 [3.726, 7.986]"
near_eye,Near-eye (primary),UCR,daily_geometric_mean_medi,Mean melEDI,Mean melEDI ; Daily geometric mean,Mean,level-based,participant-day,lx,primary_outcome,Daily geometric mean,32,32,6,32,5.247898717826548,2.8496597046807928,3.5849333047513943,4.3253503344976725,6.7704054991224725,,5.248,"4.325 [3.585, 6.77]"
near_eye,Near-eye (primary),KNUST,daily_geometric_mean_medi,Mean melEDI,Mean melEDI ; Daily geometric mean,Mean,level-based,participant-day,lx,primary_outcome,Daily geometric mean,81,81,15,81,3.019408451184928,2.8955026842887985,0.7442141698949346,2.1442675835737055,4.042351356395183,,3.019,"2.144 [0.7442, 4.042]"
near_eye,Near-eye (primary),Overall,m10_mean_medi,Brightest 10 h mean,Brightest 10 h mean,M10mean,level-based,participant-day,lx,primary_outcome,Supported 10-hour window,816,816,141,816,214.86618652753097,508.5602758483912,41.51263577050514,110.56628011878851,243.21171747146462,,214.9,"110.6 [41.51, 243.2]"
near_eye,Near-eye (primary),RISE,m10_mean_medi,Brightest 10 h mean,Brightest 10 h mean,M10mean,level-based,participant-day,lx,primary_outcome,Supported 10-hour window,78,78,13,78,399.302145705205,518.1024273608163,104.51423748156128,252.68899197650234,461.9532732532582,,399.3,"252.7 [104.5, 462]"
near_eye,Near-eye (primary),THUAS,m10_mean_medi,Brightest 10 h mean,Brightest 10 h mean,M10mean,level-based,participant-day,lx,primary_outcome,Supported 10-hour window,78,78,13,78,262.20621513902626,329.2007747335267,78.62472493203975,175.9740598155915,299.10598857256645,,262.2,"176 [78.62, 299.1]"
near_eye,Near-eye (primary),BAUA,m10_mean_medi,Brightest 10 h mean,Brightest 10 h mean,M10mean,level-based,participant-day,lx,primary_outcome,Supported 10-hour window,107,107,18,107,422.53956381353026,1209.615869681233,67.78322461874427,156.1842988170162,339.7308090607721,,422.5,"156.2 [67.78, 339.7]"
near_eye,Near-eye (primary),MPI,m10_mean_medi,Brightest 10 h mean,Brightest 10 h mean,M10mean,level-based,participant-day,lx,primary_outcome,Supported 10-hour window,150,150,26,150,179.37218134354907,241.52994571484749,33.254794767384936,100.05744450681635,209.9041173972846,,179.4,"100.1 [33.25, 209.9]"
near_eye,Near-eye (primary),TUM,m10_mean_medi,Brightest 10 h mean,Brightest 10 h mean,M10mean,level-based,participant-day,lx,primary_outcome,Supported 10-hour window,60,60,10,60,201.94670957615674,194.04201209808534,54.043684978664615,130.77982715355864,259.7260525904151,,201.9,"130.8 [54.04, 259.7]"
near_eye,Near-eye (primary),FUSPCEU,m10_mean_medi,Brightest 10 h mean,Brightest 10 h mean,M10mean,level-based,participant-day,lx,primary_outcome,Supported 10-hour window,129,129,23,129,136.31220942595252,134.06965906686372,24.35534534563954,101.10229332149171,218.457380268682,,136.3,"101.1 [24.36, 218.5]"
near_eye,Near-eye (primary),IZTECH,m10_mean_medi,Brightest 10 h mean,Brightest 10 h mean,M10mean,level-based,participant-day,lx,primary_outcome,Supported 10-hour window,101,101,17,101,120.17219889574618,101.54514693357844,53.1700904853076,83.23990922475328,151.78584291188832,,120.2,"83.24 [53.17, 151.8]"
near_eye,Near-eye (primary),UCR,m10_mean_medi,Brightest 10 h mean,Brightest 10 h mean,M10mean,level-based,participant-day,lx,primary_outcome,Supported 10-hour window,32,32,6,32,96.73493032266826,72.31130160382496,45.33082873678474,68.14259228765505,132.45799437445058,,96.73,"68.14 [45.33, 132.5]"
near_eye,Near-eye (primary),KNUST,m10_mean_medi,Brightest 10 h mean,Brightest 10 h mean,M10mean,level-based,participant-day,lx,primary_outcome,Supported 10-hour window,81,81,15,81,82.4889886632364,115.06986405542433,9.241670381663036,46.66001438528885,103.17454713309584,,82.49,"46.66 [9.242, 103.2]"
near_eye,Near-eye (primary),Overall,l10_mean_medi,Darkest 10 h mean,Darkest 10 h mean,L10mean,level-based,participant-day,lx,primary_outcome,Supported 10-hour window,816,816,141,816,0.24337850402448383,0.5128027997099345,0.020115217700580824,0.10250743148540206,0.2533830225702579,,0.2434,"0.1025 [0.02012, 0.2534]"
near_eye,Near-eye (primary),RISE,l10_mean_medi,Darkest 10 h mean,Darkest 10 h mean,L10mean,level-based,participant-day,lx,primary_outcome,Supported 10-hour window,78,78,13,78,0.18317267598055403,0.29933580198565024,0.016182548912023774,0.08021371458010296,0.1908165891322119,,0.1832,"0.08021 [0.01618, 0.1908]"
near_eye,Near-eye (primary),THUAS,l10_mean_medi,Darkest 10 h mean,Darkest 10 h mean,L10mean,level-based,participant-day,lx,primary_outcome,Supported 10-hour window,78,78,13,78,0.20026748101784486,0.33226870466130476,0.03523847878464211,0.100118526085668,0.2300557677955958,,0.2003,"0.1001 [0.03524, 0.2301]"
near_eye,Near-eye (primary),BAUA,l10_mean_medi,Darkest 10 h mean,Darkest 10 h mean,L10mean,level-based,participant-day,lx,primary_outcome,Supported 10-hour window,107,107,18,107,0.22328747864216777,0.29913665490683294,0.03643234726283956,0.1396563321197556,0.28223311268775775,,0.2233,"0.1397 [0.03643, 0.2822]"
near_eye,Near-eye (primary),MPI,l10_mean_medi,Darkest 10 h mean,Darkest 10 h mean,L10mean,level-based,participant-day,lx,primary_outcome,Supported 10-hour window,150,150,26,150,0.2732712146684821,0.46522077076256035,0.07387716801789632,0.14949458643732344,0.30860648805559865,,0.2733,"0.1495 [0.07388, 0.3086]"
near_eye,Near-eye (primary),TUM,l10_mean_medi,Darkest 10 h mean,Darkest 10 h mean,L10mean,level-based,participant-day,lx,primary_outcome,Supported 10-hour window,60,60,10,60,0.5154779228732361,0.6529480583687862,0.11855447812495919,0.3253668879400816,0.7101694375271438,,0.5155,"0.3254 [0.1186, 0.7102]"
near_eye,Near-eye (primary),FUSPCEU,l10_mean_medi,Darkest 10 h mean,Darkest 10 h mean,L10mean,level-based,participant-day,lx,primary_outcome,Supported 10-hour window,129,129,23,129,0.05360966070920336,0.07490782693379149,0,0.02170804399561728,0.07961074370661775,,0.05361,"0.02171 [0, 0.07961]"
near_eye,Near-eye (primary),IZTECH,l10_mean_medi,Darkest 10 h mean,Darkest 10 h mean,L10mean,level-based,participant-day,lx,primary_outcome,Supported 10-hour window,101,101,17,101,0.4753719934751619,0.8822993212248209,0.05193079547655344,0.15196541883284195,0.481391482316906,,0.4754,"0.152 [0.05193, 0.4814]"
near_eye,Near-eye (primary),UCR,l10_mean_medi,Darkest 10 h mean,Darkest 10 h mean,L10mean,level-based,participant-day,lx,primary_outcome,Supported 10-hour window,32,32,6,32,0.4113267334401226,1.0444451759982105,0.055413422084315156,0.13271189784234727,0.3086254632258014,,0.4113,"0.1327 [0.05541, 0.3086]"
near_eye,Near-eye (primary),KNUST,l10_mean_medi,Darkest 10 h mean,Darkest 10 h mean,L10mean,level-based,participant-day,lx,primary_outcome,Supported 10-hour window,81,81,15,81,0.059095508742750304,0.10414740066455078,0,0.01021452065466628,0.09174090965726324,,0.0591,"0.01021 [0, 0.09174]"
near_eye,Near-eye (primary),Overall,duration_above_1000,"Time above 1,000 lx melEDI","Time above 1,000 lx melEDI",TAT1000,duration-based,participant-day,h,primary_outcome,Full 24-hour cycle,816,816,141,816,1.1721405228758164,1.4688786977239459,0.18333333333333332,0.6833333333333333,1.5583333333333333,,1.172,"0.6833 [0.1833, 1.558]"
near_eye,Near-eye (primary),RISE,duration_above_1000,"Time above 1,000 lx melEDI","Time above 1,000 lx melEDI",TAT1000,duration-based,participant-day,h,primary_outcome,Full 24-hour cycle,78,78,13,78,2.008119658119658,1.902809390265766,0.5125,1.3083333333333333,3.3916666666666666,,2.008,"1.308 [0.5125, 3.392]"
near_eye,Near-eye (primary),THUAS,duration_above_1000,"Time above 1,000 lx melEDI","Time above 1,000 lx melEDI",TAT1000,duration-based,participant-day,h,primary_outcome,Full 24-hour cycle,78,78,13,78,1.5487179487179488,1.460432365042179,0.48333333333333334,1.3000000000000003,2.191666666666667,,1.549,"1.3 [0.4833, 2.192]"
near_eye,Near-eye (primary),BAUA,duration_above_1000,"Time above 1,000 lx melEDI","Time above 1,000 lx melEDI",TAT1000,duration-based,participant-day,h,primary_outcome,Full 24-hour cycle,107,107,18,107,1.7995327102803738,2.2279474364491447,0.3333333333333333,1.05,2.533333333333333,,1.8,"1.05 [0.3333, 2.533]"
near_eye,Near-eye (primary),MPI,duration_above_1000,"Time above 1,000 lx melEDI","Time above 1,000 lx melEDI",TAT1000,duration-based,participant-day,h,primary_outcome,Full 24-hour cycle,150,150,26,150,1.0994444444444447,1.3631200457078922,0.12083333333333335,0.675,1.4125,,1.099,"0.675 [0.1208, 1.413]"
near_eye,Near-eye (primary),TUM,duration_above_1000,"Time above 1,000 lx melEDI","Time above 1,000 lx melEDI",TAT1000,duration-based,participant-day,h,primary_outcome,Full 24-hour cycle,60,60,10,60,1.1558333333333333,1.305351959522701,0.15833333333333333,0.65,1.7583333333333333,,1.156,"0.65 [0.1583, 1.758]"
near_eye,Near-eye (primary),FUSPCEU,duration_above_1000,"Time above 1,000 lx melEDI","Time above 1,000 lx melEDI",TAT1000,duration-based,participant-day,h,primary_outcome,Full 24-hour cycle,129,129,23,129,0.6410852713178294,0.7793227520568003,0.1,0.45,0.8833333333333333,,0.6411,"0.45 [0.1, 0.8833]"
near_eye,Near-eye (primary),IZTECH,duration_above_1000,"Time above 1,000 lx melEDI","Time above 1,000 lx melEDI",TAT1000,duration-based,participant-day,h,primary_outcome,Full 24-hour cycle,101,101,17,101,0.7414191419141913,0.8455458915904437,0.1,0.5,1.0666666666666669,,0.7414,"0.5 [0.1, 1.067]"
near_eye,Near-eye (primary),UCR,duration_above_1000,"Time above 1,000 lx melEDI","Time above 1,000 lx melEDI",TAT1000,duration-based,participant-day,h,primary_outcome,Full 24-hour cycle,32,32,6,32,0.5270833333333333,0.5574800894912852,0.14583333333333331,0.31666666666666665,0.7166666666666667,,0.5271,"0.3167 [0.1458, 0.7167]"
near_eye,Near-eye (primary),KNUST,duration_above_1000,"Time above 1,000 lx melEDI","Time above 1,000 lx melEDI",TAT1000,duration-based,participant-day,h,primary_outcome,Full 24-hour cycle,81,81,15,81,0.960082304526749,0.9515436253367827,0.2833333333333333,0.7166666666666667,1.2333333333333334,,0.9601,"0.7167 [0.2833, 1.233]"
near_eye,Near-eye (primary),Overall,duration_above_250_full_day,Time above 250 lx melEDI,Time above 250 lx melEDI,TAT250,duration-based,participant-day,h,descriptive_only,Full 24-hour cycle,816,816,141,816,3.055106209150327,2.5879817277031276,0.8833333333333333,2.3833333333333333,4.683333333333334,,3.055,"2.383 [0.8833, 4.683]"
near_eye,Near-eye (primary),RISE,duration_above_250_full_day,Time above 250 lx melEDI,Time above 250 lx melEDI,TAT250,duration-based,participant-day,h,descriptive_only,Full 24-hour cycle,78,78,13,78,4.46965811965812,2.6532586944701984,2.3791666666666664,4.166666666666667,6.612499999999999,,4.47,"4.167 [2.379, 6.612]"
near_eye,Near-eye (primary),THUAS,duration_above_250_full_day,Time above 250 lx melEDI,Time above 250 lx melEDI,TAT250,duration-based,participant-day,h,descriptive_only,Full 24-hour cycle,78,78,13,78,3.719230769230769,2.405526760723937,2.0208333333333335,3.4916666666666667,5.324999999999999,,3.719,"3.492 [2.021, 5.325]"
near_eye,Near-eye (primary),BAUA,duration_above_250_full_day,Time above 250 lx melEDI,Time above 250 lx melEDI,TAT250,duration-based,participant-day,h,descriptive_only,Full 24-hour cycle,107,107,18,107,4.06183800623053,3.1816164896381345,1.5,3.6666666666666665,5.6416666666666675,,4.062,"3.667 [1.5, 5.642]"
near_eye,Near-eye (primary),MPI,duration_above_250_full_day,Time above 250 lx melEDI,Time above 250 lx melEDI,TAT250,duration-based,participant-day,h,descriptive_only,Full 24-hour cycle,150,150,26,150,2.8257777777777777,2.6374352745125997,0.7916666666666667,2.0083333333333333,4.095833333333333,,2.826,"2.008 [0.7917, 4.096]"
near_eye,Near-eye (primary),TUM,duration_above_250_full_day,Time above 250 lx melEDI,Time above 250 lx melEDI,TAT250,duration-based,participant-day,h,descriptive_only,Full 24-hour cycle,60,60,10,60,3.3155555555555556,2.6757769286699724,1.1791666666666665,2.8499999999999996,4.775,,3.316,"2.85 [1.179, 4.775]"
near_eye,Near-eye (primary),FUSPCEU,duration_above_250_full_day,Time above 250 lx melEDI,Time above 250 lx melEDI,TAT250,duration-based,participant-day,h,descriptive_only,Full 24-hour cycle,129,129,23,129,2.9209302325581397,2.3055660675408687,0.9166666666666666,2.45,4.583333333333333,,2.921,"2.45 [0.9167, 4.583]"
near_eye,Near-eye (primary),IZTECH,duration_above_250_full_day,Time above 250 lx melEDI,Time above 250 lx melEDI,TAT250,duration-based,participant-day,h,descriptive_only,Full 24-hour cycle,101,101,17,101,2.2293729372937294,1.942196849667995,0.7166666666666667,1.7333333333333334,3.433333333333333,,2.229,"1.733 [0.7167, 3.433]"
near_eye,Near-eye (primary),UCR,duration_above_250_full_day,Time above 250 lx melEDI,Time above 250 lx melEDI,TAT250,duration-based,participant-day,h,descriptive_only,Full 24-hour cycle,32,32,6,32,1.7281250000000001,1.348598353076685,0.5125000000000001,1.4,2.6208333333333336,,1.728,"1.4 [0.5125, 2.621]"
near_eye,Near-eye (primary),KNUST,duration_above_250_full_day,Time above 250 lx melEDI,Time above 250 lx melEDI,TAT250,duration-based,participant-day,h,descriptive_only,Full 24-hour cycle,81,81,15,81,1.7228395061728394,1.7424448908160237,0.4666666666666667,1.2166666666666666,2.6,,1.723,"1.217 [0.4667, 2.6]"
near_eye,Near-eye (primary),Overall,duration_above_250_wake,Time above 250 lx melEDI during wake,Time above 250 lx melEDI during wake,TAT250,duration-based,participant-day,h,primary_outcome,Waking near-eye measurement,816,737,141,737,3.0074626865671643,2.4788839686894764,0.85,2.4166666666666665,4.616666666666666,,3.007,"2.417 [0.85, 4.617]"
near_eye,Near-eye (primary),RISE,duration_above_250_wake,Time above 250 lx melEDI during wake,Time above 250 lx melEDI during wake,TAT250,duration-based,participant-day,h,primary_outcome,Waking near-eye measurement,78,73,13,73,4.347488584474886,2.4069771768513526,2.5,4.1,6.25,,4.347,"4.1 [2.5, 6.25]"
near_eye,Near-eye (primary),THUAS,duration_above_250_wake,Time above 250 lx melEDI during wake,Time above 250 lx melEDI during wake,TAT250,duration-based,participant-day,h,primary_outcome,Waking near-eye measurement,78,64,13,64,3.6450520833333333,2.4218611928547658,2.0541666666666667,3.4833333333333334,5.275,,3.645,"3.483 [2.054, 5.275]"
near_eye,Near-eye (primary),BAUA,duration_above_250_wake,Time above 250 lx melEDI during wake,Time above 250 lx melEDI during wake,TAT250,duration-based,participant-day,h,primary_outcome,Waking near-eye measurement,107,90,18,90,4.080185185185186,2.8571393532120877,2.079166666666667,3.6916666666666664,5.975,,4.08,"3.692 [2.079, 5.975]"
near_eye,Near-eye (primary),MPI,duration_above_250_wake,Time above 250 lx melEDI during wake,Time above 250 lx melEDI during wake,TAT250,duration-based,participant-day,h,primary_outcome,Waking near-eye measurement,150,141,26,141,2.862529550827423,2.6421147704878454,0.7833333333333333,2.0166666666666666,4.333333333333333,,2.863,"2.017 [0.7833, 4.333]"
near_eye,Near-eye (primary),TUM,duration_above_250_wake,Time above 250 lx melEDI during wake,Time above 250 lx melEDI during wake,TAT250,duration-based,participant-day,h,primary_outcome,Waking near-eye measurement,60,54,10,54,2.9546296296296295,2.3198202974452253,0.9166666666666667,2.6333333333333333,4.3125,,2.955,"2.633 [0.9167, 4.312]"
near_eye,Near-eye (primary),FUSPCEU,duration_above_250_wake,Time above 250 lx melEDI during wake,Time above 250 lx melEDI during wake,TAT250,duration-based,participant-day,h,primary_outcome,Waking near-eye measurement,129,113,23,113,3.033333333333333,2.3187094881584867,0.9,2.716666666666667,4.716666666666667,,3.033,"2.717 [0.9, 4.717]"
near_eye,Near-eye (primary),IZTECH,duration_above_250_wake,Time above 250 lx melEDI during wake,Time above 250 lx melEDI during wake,TAT250,duration-based,participant-day,h,primary_outcome,Waking near-eye measurement,101,94,17,94,2.149468085106383,1.9418479111920877,0.6875,1.4916666666666667,3.425,,2.149,"1.492 [0.6875, 3.425]"
near_eye,Near-eye (primary),UCR,duration_above_250_wake,Time above 250 lx melEDI during wake,Time above 250 lx melEDI during wake,TAT250,duration-based,participant-day,h,primary_outcome,Waking near-eye measurement,32,30,6,30,1.8,1.3574189503968743,0.5416666666666667,1.65,2.6624999999999996,,1.8,"1.65 [0.5417, 2.662]"
near_eye,Near-eye (primary),KNUST,duration_above_250_wake,Time above 250 lx melEDI during wake,Time above 250 lx melEDI during wake,TAT250,duration-based,participant-day,h,primary_outcome,Waking near-eye measurement,81,78,15,78,1.751923076923077,1.7687033526178289,0.41666666666666674,1.2333333333333334,2.6125,,1.752,"1.233 [0.4167, 2.612]"
near_eye,Near-eye (primary),Overall,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,Time below 10 lx melEDI before sleep,TBT10,duration-based,participant-day,h,primary_outcome,Three hours before attempted sleep,816,655,139,655,1.853969465648855,1.0328582409291311,1.025,1.8833333333333333,2.5833333333333335,,1.854,"1.883 [1.025, 2.583]"
near_eye,Near-eye (primary),RISE,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,Time below 10 lx melEDI before sleep,TBT10,duration-based,participant-day,h,primary_outcome,Three hours before attempted sleep,78,67,13,67,2.07636815920398,0.89016393362970625,1.5083333333333333,2.2666666666666666,2.65,,2.076,"2.267 [1.508, 2.65]"
near_eye,Near-eye (primary),THUAS,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,Time below 10 lx melEDI before sleep,TBT10,duration-based,participant-day,h,primary_outcome,Three hours before attempted sleep,78,50,12,50,1.9893333333333334,0.9497508922710284,1.3458333333333334,1.8416666666666668,2.8625,,1.989,"1.842 [1.346, 2.862]"
near_eye,Near-eye (primary),BAUA,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,Time below 10 lx melEDI before sleep,TBT10,duration-based,participant-day,h,primary_outcome,Three hours before attempted sleep,107,84,18,84,1.6757936507936508,0.9589164622316448,0.8791666666666667,1.6999999999999997,2.2874999999999996,,1.676,"1.7 [0.8792, 2.287]"
