placement,placement_label,site,metric_id,manuscript_name,metric_label,abbreviation,manuscript_category,analysis_unit,display_unit,analytical_role,variant_label,n_possible_observations,n_observations,n_participants,n_participant_days,mean,sd,q1,median,q3,circular_resultant,mean_display,median_middle_50_display,category,metric_order,table_name,unit,scaling,meaning_and_relevance,reader_site,median_formatted,q1_formatted,q3_formatted,mean_formatted,sd_formatted,display
near_eye,Near-eye (primary),Overall,duration_above_250_wake,Time above 250 lx melEDI during wake,Time above 250 lx melEDI during wake,TAT250,duration-based,participant-day,h,primary_outcome,Waking near-eye measurement,816,737,141,737,3.0074626865671643,2.4788839686894764,0.85,2.4166666666666665,4.616666666666666,,3.007,"2.417 [0.85, 4.617]",Duration,2,Time above 250 lx melEDI during wake,HH:MM,Symlog,"Waking time in recommended daytime light; relevant to alertness, entrainment, and subsequent sleep.",Overall,02:25,00:51,04:37,03:00,02:29,02:25 (00:51–04:37); mean 03:00 ± 02:29; n=737 obs / 141 participants / 737 participant-days
near_eye,Near-eye (primary),RISE,duration_above_250_wake,Time above 250 lx melEDI during wake,Time above 250 lx melEDI during wake,TAT250,duration-based,participant-day,h,primary_outcome,Waking near-eye measurement,78,73,13,73,4.347488584474886,2.4069771768513526,2.5,4.1,6.25,,4.347,"4.1 [2.5, 6.25]",Duration,2,Time above 250 lx melEDI during wake,HH:MM,Symlog,"Waking time in recommended daytime light; relevant to alertness, entrainment, and subsequent sleep.",Borås (SE),04:06,02:30,06:15,04:21,02:24,04:06 (02:30–06:15); mean 04:21 ± 02:24; n=73 obs / 13 participants / 73 participant-days
near_eye,Near-eye (primary),THUAS,duration_above_250_wake,Time above 250 lx melEDI during wake,Time above 250 lx melEDI during wake,TAT250,duration-based,participant-day,h,primary_outcome,Waking near-eye measurement,78,64,13,64,3.6450520833333333,2.4218611928547658,2.0541666666666667,3.4833333333333334,5.275,,3.645,"3.483 [2.054, 5.275]",Duration,2,Time above 250 lx melEDI during wake,HH:MM,Symlog,"Waking time in recommended daytime light; relevant to alertness, entrainment, and subsequent sleep.",Delft (NL),03:29,02:03,05:16,03:39,02:25,03:29 (02:03–05:16); mean 03:39 ± 02:25; n=64 obs / 13 participants / 64 participant-days
near_eye,Near-eye (primary),BAUA,duration_above_250_wake,Time above 250 lx melEDI during wake,Time above 250 lx melEDI during wake,TAT250,duration-based,participant-day,h,primary_outcome,Waking near-eye measurement,107,90,18,90,4.080185185185186,2.8571393532120877,2.079166666666667,3.6916666666666664,5.975,,4.08,"3.692 [2.079, 5.975]",Duration,2,Time above 250 lx melEDI during wake,HH:MM,Symlog,"Waking time in recommended daytime light; relevant to alertness, entrainment, and subsequent sleep.",Dortmund (DE),03:42,02:05,05:58,04:05,02:51,03:42 (02:05–05:58); mean 04:05 ± 02:51; n=90 obs / 18 participants / 90 participant-days
near_eye,Near-eye (primary),MPI,duration_above_250_wake,Time above 250 lx melEDI during wake,Time above 250 lx melEDI during wake,TAT250,duration-based,participant-day,h,primary_outcome,Waking near-eye measurement,150,141,26,141,2.862529550827423,2.6421147704878454,0.7833333333333333,2.0166666666666666,4.333333333333333,,2.863,"2.017 [0.7833, 4.333]",Duration,2,Time above 250 lx melEDI during wake,HH:MM,Symlog,"Waking time in recommended daytime light; relevant to alertness, entrainment, and subsequent sleep.",Tübingen (DE),02:01,00:47,04:20,02:52,02:39,02:01 (00:47–04:20); mean 02:52 ± 02:39; n=141 obs / 26 participants / 141 participant-days
near_eye,Near-eye (primary),TUM,duration_above_250_wake,Time above 250 lx melEDI during wake,Time above 250 lx melEDI during wake,TAT250,duration-based,participant-day,h,primary_outcome,Waking near-eye measurement,60,54,10,54,2.9546296296296295,2.3198202974452253,0.9166666666666667,2.6333333333333333,4.3125,,2.955,"2.633 [0.9167, 4.312]",Duration,2,Time above 250 lx melEDI during wake,HH:MM,Symlog,"Waking time in recommended daytime light; relevant to alertness, entrainment, and subsequent sleep.",Munich (DE),02:38,00:55,04:19,02:57,02:19,02:38 (00:55–04:19); mean 02:57 ± 02:19; n=54 obs / 10 participants / 54 participant-days
near_eye,Near-eye (primary),FUSPCEU,duration_above_250_wake,Time above 250 lx melEDI during wake,Time above 250 lx melEDI during wake,TAT250,duration-based,participant-day,h,primary_outcome,Waking near-eye measurement,129,113,23,113,3.033333333333333,2.3187094881584867,0.9,2.716666666666667,4.716666666666667,,3.033,"2.717 [0.9, 4.717]",Duration,2,Time above 250 lx melEDI during wake,HH:MM,Symlog,"Waking time in recommended daytime light; relevant to alertness, entrainment, and subsequent sleep.",Madrid (ES),02:43,00:54,04:43,03:02,02:19,02:43 (00:54–04:43); mean 03:02 ± 02:19; n=113 obs / 23 participants / 113 participant-days
near_eye,Near-eye (primary),IZTECH,duration_above_250_wake,Time above 250 lx melEDI during wake,Time above 250 lx melEDI during wake,TAT250,duration-based,participant-day,h,primary_outcome,Waking near-eye measurement,101,94,17,94,2.149468085106383,1.9418479111920877,0.6875,1.4916666666666667,3.425,,2.149,"1.492 [0.6875, 3.425]",Duration,2,Time above 250 lx melEDI during wake,HH:MM,Symlog,"Waking time in recommended daytime light; relevant to alertness, entrainment, and subsequent sleep.",Izmir (TR),01:30,00:41,03:26,02:09,01:57,01:30 (00:41–03:26); mean 02:09 ± 01:57; n=94 obs / 17 participants / 94 participant-days
near_eye,Near-eye (primary),UCR,duration_above_250_wake,Time above 250 lx melEDI during wake,Time above 250 lx melEDI during wake,TAT250,duration-based,participant-day,h,primary_outcome,Waking near-eye measurement,32,30,6,30,1.8,1.3574189503968743,0.5416666666666667,1.65,2.6624999999999996,,1.8,"1.65 [0.5417, 2.662]",Duration,2,Time above 250 lx melEDI during wake,HH:MM,Symlog,"Waking time in recommended daytime light; relevant to alertness, entrainment, and subsequent sleep.",San José (CR),01:39,00:32,02:40,01:48,01:21,01:39 (00:32–02:40); mean 01:48 ± 01:21; n=30 obs / 6 participants / 30 participant-days
near_eye,Near-eye (primary),KNUST,duration_above_250_wake,Time above 250 lx melEDI during wake,Time above 250 lx melEDI during wake,TAT250,duration-based,participant-day,h,primary_outcome,Waking near-eye measurement,81,78,15,78,1.751923076923077,1.7687033526178289,0.41666666666666674,1.2333333333333334,2.6125,,1.752,"1.233 [0.4167, 2.612]",Duration,2,Time above 250 lx melEDI during wake,HH:MM,Symlog,"Waking time in recommended daytime light; relevant to alertness, entrainment, and subsequent sleep.",Kumasi (GH),01:14,00:25,02:37,01:45,01:46,01:14 (00:25–02:37); mean 01:45 ± 01:46; n=78 obs / 15 participants / 78 participant-days
near_eye,Near-eye (primary),Overall,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,Time below 10 lx melEDI before sleep,TBT10,duration-based,participant-day,h,primary_outcome,Three hours before attempted sleep,816,655,139,655,1.853969465648855,1.0328582409291311,1.025,1.8833333333333333,2.5833333333333335,,1.854,"1.883 [1.025, 2.583]",Duration,3,Time below 10 lx melEDI before sleep,HH:MM,Symlog,Low-light time before bed; limits evening melatonin suppression and circadian delay.,Overall,01:53,01:02,02:35,01:51,01:02,01:53 (01:02–02:35); mean 01:51 ± 01:02; n=655 obs / 139 participants / 655 participant-days
near_eye,Near-eye (primary),RISE,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,Time below 10 lx melEDI before sleep,TBT10,duration-based,participant-day,h,primary_outcome,Three hours before attempted sleep,78,67,13,67,2.07636815920398,0.89016393362970625,1.5083333333333333,2.2666666666666666,2.65,,2.076,"2.267 [1.508, 2.65]",Duration,3,Time below 10 lx melEDI before sleep,HH:MM,Symlog,Low-light time before bed; limits evening melatonin suppression and circadian delay.,Borås (SE),02:16,01:30,02:39,02:05,00:53,02:16 (01:30–02:39); mean 02:05 ± 00:53; n=67 obs / 13 participants / 67 participant-days
near_eye,Near-eye (primary),THUAS,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,Time below 10 lx melEDI before sleep,TBT10,duration-based,participant-day,h,primary_outcome,Three hours before attempted sleep,78,50,12,50,1.9893333333333334,0.9497508922710284,1.3458333333333334,1.8416666666666668,2.8625,,1.989,"1.842 [1.346, 2.862]",Duration,3,Time below 10 lx melEDI before sleep,HH:MM,Symlog,Low-light time before bed; limits evening melatonin suppression and circadian delay.,Delft (NL),01:50,01:21,02:52,01:59,00:57,01:50 (01:21–02:52); mean 01:59 ± 00:57; n=50 obs / 12 participants / 50 participant-days
near_eye,Near-eye (primary),BAUA,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,Time below 10 lx melEDI before sleep,TBT10,duration-based,participant-day,h,primary_outcome,Three hours before attempted sleep,107,84,18,84,1.6757936507936508,0.9589164622316448,0.8791666666666667,1.6999999999999997,2.2874999999999996,,1.676,"1.7 [0.8792, 2.287]",Duration,3,Time below 10 lx melEDI before sleep,HH:MM,Symlog,Low-light time before bed; limits evening melatonin suppression and circadian delay.,Dortmund (DE),01:42,00:53,02:17,01:41,00:58,01:42 (00:53–02:17); mean 01:41 ± 00:58; n=84 obs / 18 participants / 84 participant-days
near_eye,Near-eye (primary),MPI,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,Time below 10 lx melEDI before sleep,TBT10,duration-based,participant-day,h,primary_outcome,Three hours before attempted sleep,150,132,26,132,1.8592171717171717,1.1000391588255853,1.0708333333333333,1.8583333333333334,2.4166666666666665,,1.859,"1.858 [1.071, 2.417]",Duration,3,Time below 10 lx melEDI before sleep,HH:MM,Symlog,Low-light time before bed; limits evening melatonin suppression and circadian delay.,Tübingen (DE),01:52,01:04,02:25,01:52,01:06,01:52 (01:04–02:25); mean 01:52 ± 01:06; n=132 obs / 26 participants / 132 participant-days
near_eye,Near-eye (primary),TUM,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,Time below 10 lx melEDI before sleep,TBT10,duration-based,participant-day,h,primary_outcome,Three hours before attempted sleep,60,52,10,52,1.7576923076923077,1.168021909108529,0.6916666666666667,1.7166666666666666,2.5416666666666665,,1.758,"1.717 [0.6917, 2.542]",Duration,3,Time below 10 lx melEDI before sleep,HH:MM,Symlog,Low-light time before bed; limits evening melatonin suppression and circadian delay.,Munich (DE),01:43,00:42,02:32,01:45,01:10,01:43 (00:42–02:32); mean 01:45 ± 01:10; n=52 obs / 10 participants / 52 participant-days
near_eye,Near-eye (primary),FUSPCEU,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,Time below 10 lx melEDI before sleep,TBT10,duration-based,participant-day,h,primary_outcome,Three hours before attempted sleep,129,105,23,105,1.8273015873015872,1.086671690176183,0.9666666666666668,1.7166666666666666,2.8333333333333335,,1.827,"1.717 [0.9667, 2.833]",Duration,3,Time below 10 lx melEDI before sleep,HH:MM,Symlog,Low-light time before bed; limits evening melatonin suppression and circadian delay.,Madrid (ES),01:43,00:58,02:50,01:50,01:05,01:43 (00:58–02:50); mean 01:50 ± 01:05; n=105 obs / 23 participants / 105 participant-days
near_eye,Near-eye (primary),IZTECH,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,Time below 10 lx melEDI before sleep,TBT10,duration-based,participant-day,h,primary_outcome,Three hours before attempted sleep,101,82,17,82,1.626219512195122,1.0021445813449779,0.8083333333333335,1.5166666666666666,2.25,,1.626,"1.517 [0.8083, 2.25]",Duration,3,Time below 10 lx melEDI before sleep,HH:MM,Symlog,Low-light time before bed; limits evening melatonin suppression and circadian delay.,Izmir (TR),01:31,00:48,02:15,01:38,01:00,01:31 (00:48–02:15); mean 01:38 ± 01:00; n=82 obs / 17 participants / 82 participant-days
near_eye,Near-eye (primary),UCR,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,Time below 10 lx melEDI before sleep,TBT10,duration-based,participant-day,h,primary_outcome,Three hours before attempted sleep,32,25,6,25,1.9333333333333333,0.9996642955030971,1.25,2.2666666666666666,2.65,,1.933,"2.267 [1.25, 2.65]",Duration,3,Time below 10 lx melEDI before sleep,HH:MM,Symlog,Low-light time before bed; limits evening melatonin suppression and circadian delay.,San José (CR),02:16,01:15,02:39,01:56,01:00,02:16 (01:15–02:39); mean 01:56 ± 01:00; n=25 obs / 6 participants / 25 participant-days
near_eye,Near-eye (primary),KNUST,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,Time below 10 lx melEDI before sleep,TBT10,duration-based,participant-day,h,primary_outcome,Three hours before attempted sleep,81,58,14,58,2.1488505747126436,0.9525223622439071,1.4583333333333333,2.5,2.8666666666666667,,2.149,"2.5 [1.458, 2.867]",Duration,3,Time below 10 lx melEDI before sleep,HH:MM,Symlog,Low-light time before bed; limits evening melatonin suppression and circadian delay.,Kumasi (GH),02:30,01:28,02:52,02:09,00:57,02:30 (01:28–02:52); mean 02:09 ± 00:57; n=58 obs / 14 participants / 58 participant-days
near_eye,Near-eye (primary),Overall,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,Time below 1 lx melEDI during sleep,TBT1,duration-based,participant-day,h,primary_outcome,Bedside sleep-environment measurement,816,778,141,778,7.071979434447301,1.9537602067243194,5.966666666666667,7.133333333333334,8.25,,7.072,"7.133 [5.967, 8.25]",Duration,4,Time below 1 lx melEDI during sleep,HH:MM,Symlog,Darkness during sleep; supports nocturnal melatonin and an undisturbed sleep environment.,Overall,07:08,05:58,08:15,07:04,01:57,07:08 (05:58–08:15); mean 07:04 ± 01:57; n=778 obs / 141 participants / 778 participant-days
near_eye,Near-eye (primary),RISE,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,Time below 1 lx melEDI during sleep,TBT1,duration-based,participant-day,h,primary_outcome,Bedside sleep-environment measurement,78,76,13,76,7.198245614035088,1.765185078843887,6.05,7.133333333333334,8.308333333333334,,7.198,"7.133 [6.05, 8.308]",Duration,4,Time below 1 lx melEDI during sleep,HH:MM,Symlog,Darkness during sleep; supports nocturnal melatonin and an undisturbed sleep environment.,Borås (SE),07:08,06:03,08:18,07:12,01:46,07:08 (06:03–08:18); mean 07:12 ± 01:46; n=76 obs / 13 participants / 76 participant-days
near_eye,Near-eye (primary),THUAS,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,Time below 1 lx melEDI during sleep,TBT1,duration-based,participant-day,h,primary_outcome,Bedside sleep-environment measurement,78,68,13,68,7.011764705882353,1.825121951952413,5.925000000000001,7.233333333333333,8.108333333333333,,7.012,"7.233 [5.925, 8.108]",Duration,4,Time below 1 lx melEDI during sleep,HH:MM,Symlog,Darkness during sleep; supports nocturnal melatonin and an undisturbed sleep environment.,Delft (NL),07:14,05:56,08:06,07:01,01:50,07:14 (05:56–08:06); mean 07:01 ± 01:50; n=68 obs / 13 participants / 68 participant-days
near_eye,Near-eye (primary),BAUA,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,Time below 1 lx melEDI during sleep,TBT1,duration-based,participant-day,h,primary_outcome,Bedside sleep-environment measurement,107,95,18,95,7.08719298245614,1.8331100003099328,5.941666666666666,7.133333333333334,8.258333333333333,,7.087,"7.133 [5.942, 8.258]",Duration,4,Time below 1 lx melEDI during sleep,HH:MM,Symlog,Darkness during sleep; supports nocturnal melatonin and an undisturbed sleep environment.,Dortmund (DE),07:08,05:56,08:16,07:05,01:50,07:08 (05:56–08:16); mean 07:05 ± 01:50; n=95 obs / 18 participants / 95 participant-days
near_eye,Near-eye (primary),MPI,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,Time below 1 lx melEDI during sleep,TBT1,duration-based,participant-day,h,primary_outcome,Bedside sleep-environment measurement,150,150,26,150,6.780777777777778,1.5073913551196438,5.8583333333333325,6.908333333333333,7.7625,,6.781,"6.908 [5.858, 7.763]",Duration,4,Time below 1 lx melEDI during sleep,HH:MM,Symlog,Darkness during sleep; supports nocturnal melatonin and an undisturbed sleep environment.,Tübingen (DE),06:54,05:52,07:46,06:47,01:30,06:54 (05:52–07:46); mean 06:47 ± 01:30; n=150 obs / 26 participants / 150 participant-days
near_eye,Near-eye (primary),TUM,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,Time below 1 lx melEDI during sleep,TBT1,duration-based,participant-day,h,primary_outcome,Bedside sleep-environment measurement,60,60,10,60,5.967777777777778,1.974369351901401,4.683333333333334,5.858333333333333,7.05,,5.968,"5.858 [4.683, 7.05]",Duration,4,Time below 1 lx melEDI during sleep,HH:MM,Symlog,Darkness during sleep; supports nocturnal melatonin and an undisturbed sleep environment.,Munich (DE),05:52,04:41,07:03,05:58,01:58,05:52 (04:41–07:03); mean 05:58 ± 01:58; n=60 obs / 10 participants / 60 participant-days
near_eye,Near-eye (primary),FUSPCEU,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,Time below 1 lx melEDI during sleep,TBT1,duration-based,participant-day,h,primary_outcome,Bedside sleep-environment measurement,129,118,23,118,8.039689265536722,1.9580160311428434,7.170833333333333,8.091666666666667,9.166666666666668,,8.04,"8.092 [7.171, 9.167]",Duration,4,Time below 1 lx melEDI during sleep,HH:MM,Symlog,Darkness during sleep; supports nocturnal melatonin and an undisturbed sleep environment.,Madrid (ES),08:06,07:10,09:10,08:02,01:57,08:06 (07:10–09:10); mean 08:02 ± 01:57; n=118 obs / 23 participants / 118 participant-days
near_eye,Near-eye (primary),IZTECH,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,Time below 1 lx melEDI during sleep,TBT1,duration-based,participant-day,h,primary_outcome,Bedside sleep-environment measurement,101,99,17,99,6.664309764309764,2.115604492854733,5.125,6.75,8.25,,6.664,"6.75 [5.125, 8.25]",Duration,4,Time below 1 lx melEDI during sleep,HH:MM,Symlog,Darkness during sleep; supports nocturnal melatonin and an undisturbed sleep environment.,Izmir (TR),06:45,05:08,08:15,06:40,02:07,06:45 (05:08–08:15); mean 06:40 ± 02:07; n=99 obs / 17 participants / 99 participant-days
near_eye,Near-eye (primary),UCR,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,Time below 1 lx melEDI during sleep,TBT1,duration-based,participant-day,h,primary_outcome,Bedside sleep-environment measurement,32,31,6,31,6.655913978494624,1.716470044765089,6.1,6.933333333333334,7.6,,6.656,"6.933 [6.1, 7.6]",Duration,4,Time below 1 lx melEDI during sleep,HH:MM,Symlog,Darkness during sleep; supports nocturnal melatonin and an undisturbed sleep environment.,San José (CR),06:56,06:06,07:36,06:39,01:43,06:56 (06:06–07:36); mean 06:39 ± 01:43; n=31 obs / 6 participants / 31 participant-days
near_eye,Near-eye (primary),KNUST,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,Time below 1 lx melEDI during sleep,TBT1,duration-based,participant-day,h,primary_outcome,Bedside sleep-environment measurement,81,81,15,81,7.591152263374486,2.2571354240185495,6.516666666666667,7.516666666666667,9,,7.591,"7.517 [6.517, 9]",Duration,4,Time below 1 lx melEDI during sleep,HH:MM,Symlog,Darkness during sleep; supports nocturnal melatonin and an undisturbed sleep environment.,Kumasi (GH),07:31,06:31,09:00,07:35,02:15,07:31 (06:31–09:00); mean 07:35 ± 02:15; n=81 obs / 15 participants / 81 participant-days
near_eye,Near-eye (primary),Overall,longest_bout_above_250,Longest period above 250 lx melEDI,Longest period above 250 lx melEDI,PAT250,duration-based,participant-day,h,primary_outcome,Observed lower bound,816,816,141,816,0.9163807189542486,1.002126872461014,0.2833333333333333,0.6333333333333333,1.2041666666666666,,0.9164,"0.6333 [0.2833, 1.204]",Duration,5,Longest period above 250 lx melEDI,HH:MM,Symlog,Longest sustained bright-light bout; captures continuity of daytime circadian stimulation.,Overall,00:38,00:17,01:12,00:55,01:00,00:38 (00:17–01:12); mean 00:55 ± 01:00; n=816 obs / 141 participants / 816 participant-days
near_eye,Near-eye (primary),RISE,longest_bout_above_250,Longest period above 250 lx melEDI,Longest period above 250 lx melEDI,PAT250,duration-based,participant-day,h,primary_outcome,Observed lower bound,78,78,13,78,1.2014957264957264,1.0357330949588528,0.45833333333333337,0.9416666666666667,1.4458333333333333,,1.201,"0.9417 [0.4583, 1.446]",Duration,5,Longest period above 250 lx melEDI,HH:MM,Symlog,Longest sustained bright-light bout; captures continuity of daytime circadian stimulation.,Borås (SE),00:56,00:28,01:27,01:12,01:02,00:56 (00:28–01:27); mean 01:12 ± 01:02; n=78 obs / 13 participants / 78 participant-days
near_eye,Near-eye (primary),THUAS,longest_bout_above_250,Longest period above 250 lx melEDI,Longest period above 250 lx melEDI,PAT250,duration-based,participant-day,h,primary_outcome,Observed lower bound,78,78,13,78,1.15,1.2456475451096938,0.38750000000000007,0.7916666666666667,1.3416666666666666,,1.15,"0.7917 [0.3875, 1.342]",Duration,5,Longest period above 250 lx melEDI,HH:MM,Symlog,Longest sustained bright-light bout; captures continuity of daytime circadian stimulation.,Delft (NL),00:48,00:23,01:20,01:09,01:15,00:48 (00:23–01:20); mean 01:09 ± 01:15; n=78 obs / 13 participants / 78 participant-days
near_eye,Near-eye (primary),BAUA,longest_bout_above_250,Longest period above 250 lx melEDI,Longest period above 250 lx melEDI,PAT250,duration-based,participant-day,h,primary_outcome,Observed lower bound,107,107,18,107,1.327570093457944,1.5120776916257495,0.35,1,1.6583333333333332,,1.328,"1 [0.35, 1.658]",Duration,5,Longest period above 250 lx melEDI,HH:MM,Symlog,Longest sustained bright-light bout; captures continuity of daytime circadian stimulation.,Dortmund (DE),01:00,00:21,01:40,01:20,01:31,01:00 (00:21–01:40); mean 01:20 ± 01:31; n=107 obs / 18 participants / 107 participant-days
