Data collection,Collection dates,23/08/14–25/10/20<br><span style='display:inline-block;white-space:nowrap;color:grey;font-size:9px'>(n=1478 d)</span>,25/03/03–25/10/20<br><span style='display:inline-block;white-space:nowrap;color:grey;font-size:9px'>(n=137 d)</span>,25/02/21–25/10/14<br><span style='display:inline-block;white-space:nowrap;color:grey;font-size:9px'>(n=125 d)</span>,25/06/10–25/10/20<br><span style='display:inline-block;white-space:nowrap;color:grey;font-size:9px'>(n=176 d)</span>,23/08/14–23/11/13<br><span style='display:inline-block;white-space:nowrap;color:grey;font-size:9px'>(n=208 d)</span>,24/05/13–24/07/29<br><span style='display:inline-block;white-space:nowrap;color:grey;font-size:9px'>(n=80 d)</span>,24/10/07–25/02/10<br><span style='display:inline-block;white-space:nowrap;color:grey;font-size:9px'>(n=182 d)</span>,24/12/23–25/06/02<br><span style='display:inline-block;white-space:nowrap;color:grey;font-size:9px'>(n=138 d)</span>,25/06/16–25/09/07<br><span style='display:inline-block;white-space:nowrap;color:grey;font-size:9px'>(n=312 d)</span>,24/10/07–25/02/03<br><span style='display:inline-block;white-space:nowrap;color:grey;font-size:9px'>(n=120 d)</span>
Data collection,Civil photoperiod,13.25 h <span style='white-space:nowrap'>(10.62–18.20)</span><br><span style='display:inline-block;white-space:nowrap;color:grey;font-size:9px'>(n=1478 d)</span>,14.81 h <span style='white-space:nowrap'>(11.80–20.49)</span><br><span style='display:inline-block;white-space:nowrap;color:grey;font-size:9px'>(n=137 d)</span>,14.00 h <span style='white-space:nowrap'>(11.88–18.09)</span><br><span style='display:inline-block;white-space:nowrap;color:grey;font-size:9px'>(n=125 d)</span>,17.88 h <span style='white-space:nowrap'>(11.76–18.22)</span><br><span style='display:inline-block;white-space:nowrap;color:grey;font-size:9px'>(n=176 d)</span>,12.07 h <span style='white-space:nowrap'>(10.55–15.41)</span><br><span style='display:inline-block;white-space:nowrap;color:grey;font-size:9px'>(n=208 d)</span>,17.20 h <span style='white-space:nowrap'>(16.45–17.45)</span><br><span style='display:inline-block;white-space:nowrap;color:grey;font-size:9px'>(n=80 d)</span>,11.01 h <span style='white-space:nowrap'>(10.35–12.22)</span><br><span style='display:inline-block;white-space:nowrap;color:grey;font-size:9px'>(n=182 d)</span>,13.13 h <span style='white-space:nowrap'>(10.52–15.57)</span><br><span style='display:inline-block;white-space:nowrap;color:grey;font-size:9px'>(n=138 d)</span>,13.34 h <span style='white-space:nowrap'>(13.01–13.47)</span><br><span style='display:inline-block;white-space:nowrap;color:grey;font-size:9px'>(n=312 d)</span>,12.54 h <span style='white-space:nowrap'>(12.49–12.68)</span><br><span style='display:inline-block;white-space:nowrap;color:grey;font-size:9px'>(n=120 d)</span>
Participant information,Age,28 y <span style='white-space:nowrap'>(21 y–52 y)</span><br><span style='display:inline-block;white-space:nowrap;color:grey;font-size:9px'>(n=191 N)</span>,38 y <span style='white-space:nowrap'>(22.6 y–64.8 y)</span><br><span style='display:inline-block;white-space:nowrap;color:grey;font-size:9px'>(n=17 N)</span>,30.5 y <span style='white-space:nowrap'>(19.9 y–57.1 y)</span><br><span style='display:inline-block;white-space:nowrap;color:grey;font-size:9px'>(n=20 N)</span>,35.5 y <span style='white-space:nowrap'>(20.1 y–58.5 y)</span><br><span style='display:inline-block;white-space:nowrap;color:grey;font-size:9px'>(n=24 N)</span>,27 y <span style='white-space:nowrap'>(22 y–37 y)</span><br><span style='display:inline-block;white-space:nowrap;color:grey;font-size:9px'>(n=26 N)</span>,27.5 y <span style='white-space:nowrap'>(22.2 y–29 y)</span><br><span style='display:inline-block;white-space:nowrap;color:grey;font-size:9px'>(n=10 N)</span>,31 y <span style='white-space:nowrap'>(20.2 y–54.3 y)</span><br><span style='display:inline-block;white-space:nowrap;color:grey;font-size:9px'>(n=23 N)</span>,24 y <span style='white-space:nowrap'>(21 y–29.6 y)</span><br><span style='display:inline-block;white-space:nowrap;color:grey;font-size:9px'>(n=17 N)</span>,34 y <span style='white-space:nowrap'>(22 y–48.1 y)</span><br><span style='display:inline-block;white-space:nowrap;color:grey;font-size:9px'>(n=39 N)</span>,23 y <span style='white-space:nowrap'>(20.1 y–25 y)</span><br><span style='display:inline-block;white-space:nowrap;color:grey;font-size:9px'>(n=15 N)</span>
Participant information,Sex,F:105 / M:86<br><span style='display:inline-block;white-space:nowrap;color:grey;font-size:9px'>(n=191)</span>,F:6 / M:11<br><span style='display:inline-block;white-space:nowrap;color:grey;font-size:9px'>(n=17)</span>,F:8 / M:12<br><span style='display:inline-block;white-space:nowrap;color:grey;font-size:9px'>(n=20)</span>,F:13 / M:11<br><span style='display:inline-block;white-space:nowrap;color:grey;font-size:9px'>(n=24)</span>,F:14 / M:12<br><span style='display:inline-block;white-space:nowrap;color:grey;font-size:9px'>(n=26)</span>,F:6 / M:4<br><span style='display:inline-block;white-space:nowrap;color:grey;font-size:9px'>(n=10)</span>,F:15 / M:8<br><span style='display:inline-block;white-space:nowrap;color:grey;font-size:9px'>(n=23)</span>,F:11 / M:6<br><span style='display:inline-block;white-space:nowrap;color:grey;font-size:9px'>(n=17)</span>,F:24 / M:15<br><span style='display:inline-block;white-space:nowrap;color:grey;font-size:9px'>(n=39)</span>,F:8 / M:7<br><span style='display:inline-block;white-space:nowrap;color:grey;font-size:9px'>(n=15)</span>
Participant information,Gender,W:106 / M:84 / NB:1<br><span style='display:inline-block;white-space:nowrap;color:grey;font-size:9px'>(n=191)</span>,W:6 / M:11 / NB:0<br><span style='display:inline-block;white-space:nowrap;color:grey;font-size:9px'>(n=17)</span>,W:9 / M:10 / NB:1<br><span style='display:inline-block;white-space:nowrap;color:grey;font-size:9px'>(n=20)</span>,W:13 / M:11 / NB:0<br><span style='display:inline-block;white-space:nowrap;color:grey;font-size:9px'>(n=24)</span>,W:14 / M:12 / NB:0<br><span style='display:inline-block;white-space:nowrap;color:grey;font-size:9px'>(n=26)</span>,W:6 / M:4 / NB:0<br><span style='display:inline-block;white-space:nowrap;color:grey;font-size:9px'>(n=10)</span>,W:15 / M:8 / NB:0<br><span style='display:inline-block;white-space:nowrap;color:grey;font-size:9px'>(n=23)</span>,W:11 / M:6 / NB:0<br><span style='display:inline-block;white-space:nowrap;color:grey;font-size:9px'>(n=17)</span>,W:24 / M:15 / NB:0<br><span style='display:inline-block;white-space:nowrap;color:grey;font-size:9px'>(n=39)</span>,W:8 / M:7 / NB:0<br><span style='display:inline-block;white-space:nowrap;color:grey;font-size:9px'>(n=15)</span>
Participant information,Employment status,F:163 / P:26 / N:2<br><span style='display:inline-block;white-space:nowrap;color:grey;font-size:9px'>(n=191)</span>,F:16 / P:0 / N:1<br><span style='display:inline-block;white-space:nowrap;color:grey;font-size:9px'>(n=17)</span>,F:11 / P:9 / N:0<br><span style='display:inline-block;white-space:nowrap;color:grey;font-size:9px'>(n=20)</span>,F:21 / P:3 / N:0<br><span style='display:inline-block;white-space:nowrap;color:grey;font-size:9px'>(n=24)</span>,F:23 / P:3 / N:0<br><span style='display:inline-block;white-space:nowrap;color:grey;font-size:9px'>(n=26)</span>,F:9 / P:1 / N:0<br><span style='display:inline-block;white-space:nowrap;color:grey;font-size:9px'>(n=10)</span>,F:21 / P:2 / N:0<br><span style='display:inline-block;white-space:nowrap;color:grey;font-size:9px'>(n=23)</span>,F:15 / P:2 / N:0<br><span style='display:inline-block;white-space:nowrap;color:grey;font-size:9px'>(n=17)</span>,F:34 / P:5 / N:0<br><span style='display:inline-block;white-space:nowrap;color:grey;font-size:9px'>(n=39)</span>,F:13 / P:1 / N:1<br><span style='display:inline-block;white-space:nowrap;color:grey;font-size:9px'>(n=15)</span>
Participant information,Chronotype group,m:62 / i:94 / e:30<br><span style='display:inline-block;white-space:nowrap;color:grey;font-size:9px'>(n=186)</span>,m:8 / i:4 / e:5<br><span style='display:inline-block;white-space:nowrap;color:grey;font-size:9px'>(n=17)</span>,m:3 / i:9 / e:3<br><span style='display:inline-block;white-space:nowrap;color:grey;font-size:9px'>(n=15)</span>,m:8 / i:13 / e:3<br><span style='display:inline-block;white-space:nowrap;color:grey;font-size:9px'>(n=24)</span>,m:9 / i:9 / e:8<br><span style='display:inline-block;white-space:nowrap;color:grey;font-size:9px'>(n=26)</span>,m:0 / i:8 / e:2<br><span style='display:inline-block;white-space:nowrap;color:grey;font-size:9px'>(n=10)</span>,m:5 / i:17 / e:1<br><span style='display:inline-block;white-space:nowrap;color:grey;font-size:9px'>(n=23)</span>,m:2 / i:10 / e:5<br><span style='display:inline-block;white-space:nowrap;color:grey;font-size:9px'>(n=17)</span>,m:16 / i:20 / e:3<br><span style='display:inline-block;white-space:nowrap;color:grey;font-size:9px'>(n=39)</span>,m:11 / i:4 / e:0<br><span style='display:inline-block;white-space:nowrap;color:grey;font-size:9px'>(n=15)</span>
Participant information,Sleep-corrected midsleep on free days,04:03 <span style='white-space:nowrap'>(02:08–06:15)</span><br><span style='display:inline-block;white-space:nowrap;color:grey;font-size:9px'>(n=185 N)</span>,02:55 <span style='white-space:nowrap'>(02:04–05:09)</span><br><span style='display:inline-block;white-space:nowrap;color:grey;font-size:9px'>(n=17 N)</span>,04:31 <span style='white-space:nowrap'>(03:05–05:37)</span><br><span style='display:inline-block;white-space:nowrap;color:grey;font-size:9px'>(n=15 N)</span>,03:47 <span style='white-space:nowrap'>(02:17–04:49)</span><br><span style='display:inline-block;white-space:nowrap;color:grey;font-size:9px'>(n=24 N)</span>,04:33 <span style='white-space:nowrap'>(02:41–06:04)</span><br><span style='display:inline-block;white-space:nowrap;color:grey;font-size:9px'>(n=26 N)</span>,05:08 <span style='white-space:nowrap'>(04:12–06:04)</span><br><span style='display:inline-block;white-space:nowrap;color:grey;font-size:9px'>(n=10 N)</span>,04:48 <span style='white-space:nowrap'>(03:10–06:52)</span><br><span style='display:inline-block;white-space:nowrap;color:grey;font-size:9px'>(n=22 N)</span>,05:29 <span style='white-space:nowrap'>(03:35–06:49)</span><br><span style='display:inline-block;white-space:nowrap;color:grey;font-size:9px'>(n=17 N)</span>,03:42 <span style='white-space:nowrap'>(02:17–05:31)</span><br><span style='display:inline-block;white-space:nowrap;color:grey;font-size:9px'>(n=39 N)</span>,02:19 <span style='white-space:nowrap'>(01:22–03:26)</span><br><span style='display:inline-block;white-space:nowrap;color:grey;font-size:9px'>(n=15 N)</span>
Participant information,Morningness–Eveningness Questionnaire score,54 <span style='white-space:nowrap'>(35–69.8)</span><br><span style='display:inline-block;white-space:nowrap;color:grey;font-size:9px'>(n=186 N)</span>,58 <span style='white-space:nowrap'>(34–71.4)</span><br><span style='display:inline-block;white-space:nowrap;color:grey;font-size:9px'>(n=17 N)</span>,49 <span style='white-space:nowrap'>(38.4–61.3)</span><br><span style='display:inline-block;white-space:nowrap;color:grey;font-size:9px'>(n=15 N)</span>,51.5 <span style='white-space:nowrap'>(40.1–70.2)</span><br><span style='display:inline-block;white-space:nowrap;color:grey;font-size:9px'>(n=24 N)</span>,49 <span style='white-space:nowrap'>(33–68.2)</span><br><span style='display:inline-block;white-space:nowrap;color:grey;font-size:9px'>(n=26 N)</span>,44.5 <span style='white-space:nowrap'>(37.7–57.5)</span><br><span style='display:inline-block;white-space:nowrap;color:grey;font-size:9px'>(n=10 N)</span>,52 <span style='white-space:nowrap'>(42–66.8)</span><br><span style='display:inline-block;white-space:nowrap;color:grey;font-size:9px'>(n=23 N)</span>,52 <span style='white-space:nowrap'>(31.6–60.4)</span><br><span style='display:inline-block;white-space:nowrap;color:grey;font-size:9px'>(n=17 N)</span>,58 <span style='white-space:nowrap'>(40.5–69.2)</span><br><span style='display:inline-block;white-space:nowrap;color:grey;font-size:9px'>(n=39 N)</span>,62 <span style='white-space:nowrap'>(50.6–72.3)</span><br><span style='display:inline-block;white-space:nowrap;color:grey;font-size:9px'>(n=15 N)</span>
Participant information,Social jetlag,1 h <span style='white-space:nowrap'>(0 h–2.75 h)</span><br><span style='display:inline-block;white-space:nowrap;color:grey;font-size:9px'>(n=185 N)</span>,0.625 h <span style='white-space:nowrap'>(-0.0167 h–3.08 h)</span><br><span style='display:inline-block;white-space:nowrap;color:grey;font-size:9px'>(n=17 N)</span>,0.75 h <span style='white-space:nowrap'>(0.0875 h–1.82 h)</span><br><span style='display:inline-block;white-space:nowrap;color:grey;font-size:9px'>(n=15 N)</span>,1.27 h <span style='white-space:nowrap'>(0.5 h–2.16 h)</span><br><span style='display:inline-block;white-space:nowrap;color:grey;font-size:9px'>(n=24 N)</span>,0.896 h <span style='white-space:nowrap'>(0 h–1.85 h)</span><br><span style='display:inline-block;white-space:nowrap;color:grey;font-size:9px'>(n=26 N)</span>,0.938 h <span style='white-space:nowrap'>(0.5 h–2.41 h)</span><br><span style='display:inline-block;white-space:nowrap;color:grey;font-size:9px'>(n=10 N)</span>,1.38 h <span style='white-space:nowrap'>(0.0683 h–3.31 h)</span><br><span style='display:inline-block;white-space:nowrap;color:grey;font-size:9px'>(n=22 N)</span>,1.08 h <span style='white-space:nowrap'>(0.333 h–2.04 h)</span><br><span style='display:inline-block;white-space:nowrap;color:grey;font-size:9px'>(n=17 N)</span>,1.08 h <span style='white-space:nowrap'>(0 h–2.6 h)</span><br><span style='display:inline-block;white-space:nowrap;color:grey;font-size:9px'>(n=39 N)</span>,0.25 h <span style='white-space:nowrap'>(0 h–1.3 h)</span><br><span style='display:inline-block;white-space:nowrap;color:grey;font-size:9px'>(n=15 N)</span>
Participant information,Sleep duration,7.58 h <span style='white-space:nowrap'>(5.16–10.27)</span><br><span style='display:inline-block;white-space:nowrap;color:grey;font-size:9px'>(n=1275 diaries / 184 N)</span>,7.42 h <span style='white-space:nowrap'>(5.65–9.74)</span><br><span style='display:inline-block;white-space:nowrap;color:grey;font-size:9px'>(n=117 diaries / 17 N)</span>,7.88 h <span style='white-space:nowrap'>(5.75–10.00)</span><br><span style='display:inline-block;white-space:nowrap;color:grey;font-size:9px'>(n=101 diaries / 15 N)</span>,7.92 h <span style='white-space:nowrap'>(5.67–10.28)</span><br><span style='display:inline-block;white-space:nowrap;color:grey;font-size:9px'>(n=149 diaries / 22 N)</span>,7.43 h <span style='white-space:nowrap'>(4.52–9.25)</span><br><span style='display:inline-block;white-space:nowrap;color:grey;font-size:9px'>(n=181 diaries / 26 N)</span>,7.80 h <span style='white-space:nowrap'>(5.00–10.77)</span><br><span style='display:inline-block;white-space:nowrap;color:grey;font-size:9px'>(n=70 diaries / 10 N)</span>,7.82 h <span style='white-space:nowrap'>(5.87–11.67)</span><br><span style='display:inline-block;white-space:nowrap;color:grey;font-size:9px'>(n=149 diaries / 23 N)</span>,7.83 h <span style='white-space:nowrap'>(4.73–11.07)</span><br><span style='display:inline-block;white-space:nowrap;color:grey;font-size:9px'>(n=137 diaries / 17 N)</span>,7.08 h <span style='white-space:nowrap'>(5.08–9.30)</span><br><span style='display:inline-block;white-space:nowrap;color:grey;font-size:9px'>(n=267 diaries / 39 N)</span>,7.62 h <span style='white-space:nowrap'>(5.01–10.73)</span><br><span style='display:inline-block;white-space:nowrap;color:grey;font-size:9px'>(n=104 diaries / 15 N)</span>
