clock_hour,activity_status,expected_melEDI_lx,expected_low_melEDI_lx,expected_high_melEDI_lx,positive_probability,conditional_positive_mean_melEDI_lx,participants,participant_days,observations,positive_observations,zero_observations,zero_fraction,sites_with_support,sites_standardized,standardization,population_prediction,display_scale,interval_scope,inferential_role
3.25,Active,0.03167529898437754,0.01587551702672403,0.06319948912912654,0.04022719649073834,0.7470409781936282,131,500,500,24,476,0.952,9,9,Response-scale predictions give equal weight to work and free days and to each of the nine study sites,Participant and participant-day random-effect smooths are excluded,"LightLogR::symlog_trans(base = 10, thr = 1, scale = 1)",Approximate pointwise 95% interval; smoothing parameters treated as fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous,exploratory_time_of_day_context_not_primary_inference; standardized population prediction excluding random-effect smooths
3.5,Sedentary,0.21217662790758177,0.1014106146869234,0.4439271132436736,0.07686887284786172,2.5766381761953556,92,213,213,19,194,0.9107981220657276,9,9,Response-scale predictions give equal weight to work and free days and to each of the nine study sites,Participant and participant-day random-effect smooths are excluded,"LightLogR::symlog_trans(base = 10, thr = 1, scale = 1)",Approximate pointwise 95% interval; smoothing parameters treated as fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous,exploratory_time_of_day_context_not_primary_inference; standardized population prediction excluding random-effect smooths
3.5,Active,0.02772047430795258,0.01411437959502577,0.05444268312924422,0.03929236905846123,0.6785376080165102,131,500,500,24,476,0.952,9,9,Response-scale predictions give equal weight to work and free days and to each of the nine study sites,Participant and participant-day random-effect smooths are excluded,"LightLogR::symlog_trans(base = 10, thr = 1, scale = 1)",Approximate pointwise 95% interval; smoothing parameters treated as fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous,exploratory_time_of_day_context_not_primary_inference; standardized population prediction excluding random-effect smooths
3.75,Sedentary,0.1867649169727428,0.08995047071600316,0.3877815639449429,0.07579889968309549,2.3065833630267565,92,213,213,19,194,0.9107981220657276,9,9,Response-scale predictions give equal weight to work and free days and to each of the nine study sites,Participant and participant-day random-effect smooths are excluded,"LightLogR::symlog_trans(base = 10, thr = 1, scale = 1)",Approximate pointwise 95% interval; smoothing parameters treated as fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous,exploratory_time_of_day_context_not_primary_inference; standardized population prediction excluding random-effect smooths
3.75,Active,0.02651841213830174,0.01372137336968582,0.05125042248981022,0.0407590669403076,0.6342495561359043,131,500,500,24,476,0.952,9,9,Response-scale predictions give equal weight to work and free days and to each of the nine study sites,Participant and participant-day random-effect smooths are excluded,"LightLogR::symlog_trans(base = 10, thr = 1, scale = 1)",Approximate pointwise 95% interval; smoothing parameters treated as fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous,exploratory_time_of_day_context_not_primary_inference; standardized population prediction excluding random-effect smooths
4,Sedentary,0.17499592688312557,0.08481994309407476,0.3610421477378178,0.07797867413701577,2.106517734008514,92,214,214,19,195,0.911214953271028,9,9,Response-scale predictions give equal weight to work and free days and to each of the nine study sites,Participant and participant-day random-effect smooths are excluded,"LightLogR::symlog_trans(base = 10, thr = 1, scale = 1)",Approximate pointwise 95% interval; smoothing parameters treated as fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous,exploratory_time_of_day_context_not_primary_inference; standardized population prediction excluding random-effect smooths
4,Active,0.02798558537908675,0.01468059334022663,0.05334886478083343,0.04481625333782884,0.6156822694025013,131,501,501,24,477,0.9520958083832336,9,9,Response-scale predictions give equal weight to work and free days and to each of the nine study sites,Participant and participant-day random-effect smooths are excluded,"LightLogR::symlog_trans(base = 10, thr = 1, scale = 1)",Approximate pointwise 95% interval; smoothing parameters treated as fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous,exploratory_time_of_day_context_not_primary_inference; standardized population prediction excluding random-effect smooths
4.25,Sedentary,0.1763083918150734,0.0862112493713137,0.3605637228447437,0.08370671564510057,1.9819129298208076,92,214,214,19,195,0.911214953271028,9,9,Response-scale predictions give equal weight to work and free days and to each of the nine study sites,Participant and participant-day random-effect smooths are excluded,"LightLogR::symlog_trans(base = 10, thr = 1, scale = 1)",Approximate pointwise 95% interval; smoothing parameters treated as fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous,exploratory_time_of_day_context_not_primary_inference; standardized population prediction excluding random-effect smooths
4.25,Active,0.0328490035061945,0.01748544754042794,0.06171171935148359,0.05210420674769538,0.6260668713100348,131,501,501,24,477,0.9520958083832336,9,9,Response-scale predictions give equal weight to work and free days and to each of the nine study sites,Participant and participant-day random-effect smooths are excluded,"LightLogR::symlog_trans(base = 10, thr = 1, scale = 1)",Approximate pointwise 95% interval; smoothing parameters treated as fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous,exploratory_time_of_day_context_not_primary_inference; standardized population prediction excluding random-effect smooths
4.5,Sedentary,0.19268425943964507,0.09595337823655264,0.3869298248601021,0.09367490658917103,1.9398642963064048,92,214,214,19,195,0.911214953271028,9,9,Response-scale predictions give equal weight to work and free days and to each of the nine study sites,Participant and participant-day random-effect smooths are excluded,"LightLogR::symlog_trans(base = 10, thr = 1, scale = 1)",Approximate pointwise 95% interval; smoothing parameters treated as fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous,exploratory_time_of_day_context_not_primary_inference; standardized population prediction excluding random-effect smooths
4.5,Active,0.04318612047617054,0.02352022346864337,0.07929520755909258,0.06385577634539191,0.6724895562504586,131,501,501,24,477,0.9520958083832336,9,9,Response-scale predictions give equal weight to work and free days and to each of the nine study sites,Participant and participant-day random-effect smooths are excluded,"LightLogR::symlog_trans(base = 10, thr = 1, scale = 1)",Approximate pointwise 95% interval; smoothing parameters treated as fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous,exploratory_time_of_day_context_not_primary_inference; standardized population prediction excluding random-effect smooths
4.75,Sedentary,0.22942493957841376,0.118063927807887,0.4458245958596898,0.108945968096896,1.990669938229585,92,214,214,19,195,0.911214953271028,9,9,Response-scale predictions give equal weight to work and free days and to each of the nine study sites,Participant and participant-day random-effect smooths are excluded,"LightLogR::symlog_trans(base = 10, thr = 1, scale = 1)",Approximate pointwise 95% interval; smoothing parameters treated as fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous,exploratory_time_of_day_context_not_primary_inference; standardized population prediction excluding random-effect smooths
4.75,Active,0.06365962518790261,0.03599622763800008,0.1125825717022107,0.08205199332885166,0.7676985049941583,131,501,501,24,477,0.9520958083832336,9,9,Response-scale predictions give equal weight to work and free days and to each of the nine study sites,Participant and participant-day random-effect smooths are excluded,"LightLogR::symlog_trans(base = 10, thr = 1, scale = 1)",Approximate pointwise 95% interval; smoothing parameters treated as fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous,exploratory_time_of_day_context_not_primary_inference; standardized population prediction excluding random-effect smooths
5,Sedentary,0.2950289570542003,0.1584124119785903,0.5494650603025542,0.13061177020243883,2.1410700026593115,92,214,214,57,157,0.7336448598130841,9,9,Response-scale predictions give equal weight to work and free days and to each of the nine study sites,Participant and participant-day random-effect smooths are excluded,"LightLogR::symlog_trans(base = 10, thr = 1, scale = 1)",Approximate pointwise 95% interval; smoothing parameters treated as fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous,exploratory_time_of_day_context_not_primary_inference; standardized population prediction excluding random-effect smooths
5,Active,0.10338814008450062,0.06137920135670346,0.1741486900100391,0.10919177811173124,0.9288446643609524,131,501,501,111,390,0.7784431137724551,9,9,Response-scale predictions give equal weight to work and free days and to each of the nine study sites,Participant and participant-day random-effect smooths are excluded,"LightLogR::symlog_trans(base = 10, thr = 1, scale = 1)",Approximate pointwise 95% interval; smoothing parameters treated as fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous,exploratory_time_of_day_context_not_primary_inference; standardized population prediction excluding random-effect smooths
5.25,Sedentary,0.4047790926747243,0.2270081267646145,0.7217632082241076,0.1598006209043044,2.4078673652940563,92,214,214,57,157,0.7336448598130841,9,9,Response-scale predictions give equal weight to work and free days and to each of the nine study sites,Participant and participant-day random-effect smooths are excluded,"LightLogR::symlog_trans(base = 10, thr = 1, scale = 1)",Approximate pointwise 95% interval; smoothing parameters treated as fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous,exploratory_time_of_day_context_not_primary_inference; standardized population prediction excluding random-effect smooths
5.25,Active,0.1807937273231933,0.11307340961906814,0.28907213419609395,0.14818947664516544,1.185380813999781,131,501,501,111,390,0.7784431137724551,9,9,Response-scale predictions give equal weight to work and free days and to each of the nine study sites,Participant and participant-day random-effect smooths are excluded,"LightLogR::symlog_trans(base = 10, thr = 1, scale = 1)",Approximate pointwise 95% interval; smoothing parameters treated as fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous,exploratory_time_of_day_context_not_primary_inference; standardized population prediction excluding random-effect smooths
5.5,Sedentary,0.5852726914682397,0.3407656994091194,1.0052189054603842,0.1974476910060717,2.824593187964526,92,214,214,57,157,0.7336448598130841,9,9,Response-scale predictions give equal weight to work and free days and to each of the nine study sites,Participant and participant-day random-effect smooths are excluded,"LightLogR::symlog_trans(base = 10, thr = 1, scale = 1)",Approximate pointwise 95% interval; smoothing parameters treated as fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous,exploratory_time_of_day_context_not_primary_inference; standardized population prediction excluding random-effect smooths
5.5,Active,0.33241079209070584,0.2180581339273217,0.5067315431361017,0.20164932330308863,1.587956090881967,131,501,501,111,390,0.7784431137724551,9,9,Response-scale predictions give equal weight to work and free days and to each of the nine study sites,Participant and participant-day random-effect smooths are excluded,"LightLogR::symlog_trans(base = 10, thr = 1, scale = 1)",Approximate pointwise 95% interval; smoothing parameters treated as fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous,exploratory_time_of_day_context_not_primary_inference; standardized population prediction excluding random-effect smooths
5.75,Sedentary,0.8813199743929927,0.5281890120038728,1.4705434600339058,0.24389030885263768,3.448020364677047,92,214,214,57,157,0.7336448598130841,9,9,Response-scale predictions give equal weight to work and free days and to each of the nine study sites,Participant and participant-day random-effect smooths are excluded,"LightLogR::symlog_trans(base = 10, thr = 1, scale = 1)",Approximate pointwise 95% interval; smoothing parameters treated as fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous,exploratory_time_of_day_context_not_primary_inference; standardized population prediction excluding random-effect smooths
5.75,Active,0.6278869123675531,0.42796511929491593,0.9212011842740444,0.27037228192437374,2.2220275118455586,131,501,501,111,390,0.7784431137724551,9,9,Response-scale predictions give equal weight to work and free days and to each of the nine study sites,Participant and participant-day random-effect smooths are excluded,"LightLogR::symlog_trans(base = 10, thr = 1, scale = 1)",Approximate pointwise 95% interval; smoothing parameters treated as fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous,exploratory_time_of_day_context_not_primary_inference; standardized population prediction excluding random-effect smooths
6,Sedentary,1.3673710616129635,0.8389886624586047,2.228520722386774,0.298487687505325,4.370404393625961,92,214,214,93,121,0.5654205607476636,9,9,Response-scale predictions give equal weight to work and free days and to each of the nine study sites,Participant and participant-day random-effect smooths are excluded,"LightLogR::symlog_trans(base = 10, thr = 1, scale = 1)",Approximate pointwise 95% interval; smoothing parameters treated as fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous,exploratory_time_of_day_context_not_primary_inference; standardized population prediction excluding random-effect smooths
6,Active,1.1942851269379249,0.8377900752907953,1.702475365239989,0.3517650251740922,3.2321165884876475,130,492,492,256,236,0.4796747967479675,9,9,Response-scale predictions give equal weight to work and free days and to each of the nine study sites,Participant and participant-day random-effect smooths are excluded,"LightLogR::symlog_trans(base = 10, thr = 1, scale = 1)",Approximate pointwise 95% interval; smoothing parameters treated as fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous,exploratory_time_of_day_context_not_primary_inference; standardized population prediction excluding random-effect smooths
6.25,Sedentary,2.166435319077674,1.362644572542681,3.4443625919187917,0.35945504634332176,5.741212780837247,92,214,214,93,121,0.5654205607476636,9,9,Response-scale predictions give equal weight to work and free days and to each of the nine study sites,Participant and participant-day random-effect smooths are excluded,"LightLogR::symlog_trans(base = 10, thr = 1, scale = 1)",Approximate pointwise 95% interval; smoothing parameters treated as fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous,exploratory_time_of_day_context_not_primary_inference; standardized population prediction excluding random-effect smooths
6.25,Active,2.255480633889123,1.6206518820305833,3.138979410849738,0.43956430655128087,4.865458068978909,130,492,492,256,236,0.4796747967479675,9,9,Response-scale predictions give equal weight to work and free days and to each of the nine study sites,Participant and participant-day random-effect smooths are excluded,"LightLogR::symlog_trans(base = 10, thr = 1, scale = 1)",Approximate pointwise 95% interval; smoothing parameters treated as fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous,exploratory_time_of_day_context_not_primary_inference; standardized population prediction excluding random-effect smooths
6.5,Sedentary,3.4743932910441204,2.2501423100519844,5.364731238076008,0.4245445720492539,7.780859592940578,92,214,214,93,121,0.5654205607476636,9,9,Response-scale predictions give equal weight to work and free days and to each of the nine study sites,Participant and participant-day random-effect smooths are excluded,"LightLogR::symlog_trans(base = 10, thr = 1, scale = 1)",Approximate pointwise 95% interval; smoothing parameters treated as fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous,exploratory_time_of_day_context_not_primary_inference; standardized population prediction excluding random-effect smooths
6.5,Active,4.1939496550604565,3.084842636105687,5.701818790791347,0.5265238904958048,7.528796617847239,130,492,492,256,236,0.4796747967479675,9,9,Response-scale predictions give equal weight to work and free days and to each of the nine study sites,Participant and participant-day random-effect smooths are excluded,"LightLogR::symlog_trans(base = 10, thr = 1, scale = 1)",Approximate pointwise 95% interval; smoothing parameters treated as fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous,exploratory_time_of_day_context_not_primary_inference; standardized population prediction excluding random-effect smooths
