route,reference,target,inside,target_exists,fragment,fragment_matches,resolved
index.html,site_libs/bootstrap/bootstrap-icons.css,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/site_libs/bootstrap/bootstrap-icons.css,TRUE,TRUE,,,TRUE
index.html,site_libs/bootstrap/bootstrap-972c31c23100bce3c5dc8576c7cea842.min.css,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/site_libs/bootstrap/bootstrap-972c31c23100bce3c5dc8576c7cea842.min.css,TRUE,TRUE,,,TRUE
index.html,site_libs/quarto-contrib/glightbox/glightbox.min.js,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/site_libs/quarto-contrib/glightbox/glightbox.min.js,TRUE,TRUE,,,TRUE
index.html,site_libs/quarto-contrib/glightbox/glightbox.min.css,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/site_libs/quarto-contrib/glightbox/glightbox.min.css,TRUE,TRUE,,,TRUE
index.html,site_libs/quarto-contrib/glightbox/lightbox.css,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/site_libs/quarto-contrib/glightbox/lightbox.css,TRUE,TRUE,,,TRUE
index.html,styles.css,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/styles.css,TRUE,TRUE,,,TRUE
index.html,styles-nathealth.css,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/styles-nathealth.css,TRUE,TRUE,,,TRUE
index.html,./index.html,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/index.html,TRUE,TRUE,,,TRUE
index.html,./index.html,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/index.html,TRUE,TRUE,,,TRUE
index.html,#,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/index.html,TRUE,TRUE,,,TRUE
index.html,./notebooks/preparation/01_import_state_alignment.html,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/notebooks/preparation/01_import_state_alignment.html,TRUE,TRUE,,,TRUE
index.html,./notebooks/preparation/02_coverage_sample_flow.html,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/notebooks/preparation/02_coverage_sample_flow.html,TRUE,TRUE,,,TRUE
index.html,./notebooks/preparation/03_reference_profiles.html,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/notebooks/preparation/03_reference_profiles.html,TRUE,TRUE,,,TRUE
index.html,./notebooks/preparation/04_metric_derivation.html,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/notebooks/preparation/04_metric_derivation.html,TRUE,TRUE,,,TRUE
index.html,./notebooks/preparation/05_model_input_acquisition.html,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/notebooks/preparation/05_model_input_acquisition.html,TRUE,TRUE,,,TRUE
index.html,./notebooks/preparation/06_model_ready_datasets.html,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/notebooks/preparation/06_model_ready_datasets.html,TRUE,TRUE,,,TRUE
index.html,./notebooks/preparation/07_example_days.html,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/notebooks/preparation/07_example_days.html,TRUE,TRUE,,,TRUE
index.html,./notebooks/placement_decision.html,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/notebooks/placement_decision.html,TRUE,TRUE,,,TRUE
index.html,./notebooks/descriptives.html,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/notebooks/descriptives.html,TRUE,TRUE,,,TRUE
index.html,./notebooks/preregistration_deviations.html,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/notebooks/preregistration_deviations.html,TRUE,TRUE,,,TRUE
index.html,#,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/index.html,TRUE,TRUE,,,TRUE
index.html,./notebooks/hypotheses/H01.html,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/notebooks/hypotheses/H01.html,TRUE,TRUE,,,TRUE
index.html,./audit/hypotheses/H01/H01_analysis_preparation.html,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/audit/hypotheses/H01/H01_analysis_preparation.html,TRUE,TRUE,,,TRUE
index.html,./notebooks/hypotheses/H02.html,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/notebooks/hypotheses/H02.html,TRUE,TRUE,,,TRUE
index.html,./audit/hypotheses/H02/H02_analysis_preparation.html,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/audit/hypotheses/H02/H02_analysis_preparation.html,TRUE,TRUE,,,TRUE
index.html,#,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/index.html,TRUE,TRUE,,,TRUE
index.html,./notebooks/hypotheses/H03.html,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/notebooks/hypotheses/H03.html,TRUE,TRUE,,,TRUE
index.html,./audit/hypotheses/H03/H03_analysis_preparation.html,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/audit/hypotheses/H03/H03_analysis_preparation.html,TRUE,TRUE,,,TRUE
index.html,./notebooks/hypotheses/H04.html,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/notebooks/hypotheses/H04.html,TRUE,TRUE,,,TRUE
index.html,./audit/hypotheses/H04/H04_analysis_preparation.html,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/audit/hypotheses/H04/H04_analysis_preparation.html,TRUE,TRUE,,,TRUE
index.html,./notebooks/hypotheses/H05.html,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/notebooks/hypotheses/H05.html,TRUE,TRUE,,,TRUE
index.html,./audit/hypotheses/H05/H05_analysis_preparation.html,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/audit/hypotheses/H05/H05_analysis_preparation.html,TRUE,TRUE,,,TRUE
index.html,./notebooks/hypotheses/H06.html,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/notebooks/hypotheses/H06.html,TRUE,TRUE,,,TRUE
index.html,./audit/hypotheses/H06/H06_analysis_preparation.html,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/audit/hypotheses/H06/H06_analysis_preparation.html,TRUE,TRUE,,,TRUE
index.html,./notebooks/hypotheses/H06_daily.html,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/notebooks/hypotheses/H06_daily.html,TRUE,TRUE,,,TRUE
index.html,./audit/hypotheses/H06_daily/H06_daily_analysis_preparation.html,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/audit/hypotheses/H06_daily/H06_daily_analysis_preparation.html,TRUE,TRUE,,,TRUE
index.html,./notebooks/hypotheses/H07.html,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/notebooks/hypotheses/H07.html,TRUE,TRUE,,,TRUE
index.html,./audit/hypotheses/H07/H07_analysis_preparation.html,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/audit/hypotheses/H07/H07_analysis_preparation.html,TRUE,TRUE,,,TRUE
index.html,#,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/index.html,TRUE,TRUE,,,TRUE
index.html,./notebooks/hypotheses/H08.html,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/notebooks/hypotheses/H08.html,TRUE,TRUE,,,TRUE
index.html,./audit/hypotheses/H08/H08_analysis_preparation.html,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/audit/hypotheses/H08/H08_analysis_preparation.html,TRUE,TRUE,,,TRUE
index.html,./notebooks/hypotheses/H09.html,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/notebooks/hypotheses/H09.html,TRUE,TRUE,,,TRUE
index.html,./audit/hypotheses/H09/H09_analysis_preparation.html,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/audit/hypotheses/H09/H09_analysis_preparation.html,TRUE,TRUE,,,TRUE
index.html,./notebooks/hypotheses/H10.html,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/notebooks/hypotheses/H10.html,TRUE,TRUE,,,TRUE
index.html,./audit/hypotheses/H10/H10_analysis_preparation.html,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/audit/hypotheses/H10/H10_analysis_preparation.html,TRUE,TRUE,,,TRUE
index.html,./notebooks/hypotheses/H11.html,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/notebooks/hypotheses/H11.html,TRUE,TRUE,,,TRUE
index.html,./audit/hypotheses/H11/H11_analysis_preparation.html,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/audit/hypotheses/H11/H11_analysis_preparation.html,TRUE,TRUE,,,TRUE
index.html,#,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/index.html,TRUE,TRUE,,,TRUE
index.html,./supplementary_information.html,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/supplementary_information.html,TRUE,TRUE,,,TRUE
index.html,./notebooks/sensitivity_battery.html,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/notebooks/sensitivity_battery.html,TRUE,TRUE,,,TRUE
index.html,./LICENSE.md,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/LICENSE.md,TRUE,TRUE,,,TRUE
index.html,#results,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/index.html,TRUE,TRUE,results,1,TRUE
index.html,#a-multisite-baseline-and-recommendation-adherence,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/index.html,TRUE,TRUE,a-multisite-baseline-and-recommendation-adherence,1,TRUE
index.html,#personal-and-day-to-day-differences-exceed-site-differences,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/index.html,TRUE,TRUE,personal-and-day-to-day-differences-exceed-site-differences,1,TRUE
index.html,#geography-and-photoperiod-provide-partial-context,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/index.html,TRUE,TRUE,geography-and-photoperiod-provide-partial-context,1,TRUE
index.html,#immediate-environments-and-routines-reorganise-exposure,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/index.html,TRUE,TRUE,immediate-environments-and-routines-reorganise-exposure,1,TRUE
index.html,#person-level-correlates-are-selective,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/index.html,TRUE,TRUE,person-level-correlates-are-selective,1,TRUE
index.html,#measurement-position-and-robustness-constrain-interpretation,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/index.html,TRUE,TRUE,measurement-position-and-robustness-constrain-interpretation,1,TRUE
index.html,#discussion,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/index.html,TRUE,TRUE,discussion,1,TRUE
index.html,#methods,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/index.html,TRUE,TRUE,methods,1,TRUE
index.html,#study-design-and-sites,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/index.html,TRUE,TRUE,study-design-and-sites,1,TRUE
index.html,#participants-recruitment-and-ethics,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/index.html,TRUE,TRUE,participants-recruitment-and-ethics,1,TRUE
index.html,#personal-light-measurements,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/index.html,TRUE,TRUE,personal-light-measurements,1,TRUE
index.html,#contextual-and-person-level-measures,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/index.html,TRUE,TRUE,contextual-and-person-level-measures,1,TRUE
index.html,#time-sleepwake-status-and-coverage-preparation,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/index.html,TRUE,TRUE,time-sleepwake-status-and-coverage-preparation,1,TRUE
index.html,#exposure-metrics,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/index.html,TRUE,TRUE,exposure-metrics,1,TRUE
index.html,#recommendation-window-and-adherence-analyses,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/index.html,TRUE,TRUE,recommendation-window-and-adherence-analyses,1,TRUE
index.html,#daily-temporal-architecture,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/index.html,TRUE,TRUE,daily-temporal-architecture,1,TRUE
index.html,#geographic-and-photoperiod-analyses,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/index.html,TRUE,TRUE,geographic-and-photoperiod-analyses,1,TRUE
index.html,#immediate-context-and-routine-analyses,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/index.html,TRUE,TRUE,immediate-context-and-routine-analyses,1,TRUE
index.html,#person-level-analyses,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/index.html,TRUE,TRUE,person-level-analyses,1,TRUE
index.html,#multiplicity-uncertainty-model-checks-and-sensitivities,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/index.html,TRUE,TRUE,multiplicity-uncertainty-model-checks-and-sensitivities,1,TRUE
index.html,#preregistration-and-deviations,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/index.html,TRUE,TRUE,preregistration-and-deviations,1,TRUE
index.html,#artificial-intelligence-assistance,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/index.html,TRUE,TRUE,artificial-intelligence-assistance,1,TRUE
index.html,#data-availability,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/index.html,TRUE,TRUE,data-availability,1,TRUE
index.html,#code-availability,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/index.html,TRUE,TRUE,code-availability,1,TRUE
index.html,#references,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/index.html,TRUE,TRUE,references,1,TRUE
index.html,#acknowledgements,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/index.html,TRUE,TRUE,acknowledgements,1,TRUE
index.html,#funding,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/index.html,TRUE,TRUE,funding,1,TRUE
index.html,#author-contributions,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/index.html,TRUE,TRUE,author-contributions,1,TRUE
index.html,#competing-interests,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/index.html,TRUE,TRUE,competing-interests,1,TRUE
index.html,#supplementary-information,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/index.html,TRUE,TRUE,supplementary-information,1,TRUE
index.html,#study-support-and-exposure-definitions,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/index.html,TRUE,TRUE,study-support-and-exposure-definitions,1,TRUE
index.html,#recommendation-adherence,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/index.html,TRUE,TRUE,recommendation-adherence,1,TRUE
index.html,#daily-architecture,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/index.html,TRUE,TRUE,daily-architecture,1,TRUE
index.html,#geographic-and-civil-photoperiod-context,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/index.html,TRUE,TRUE,geographic-and-civil-photoperiod-context,1,TRUE
index.html,#immediate-environments-and-routines,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/index.html,TRUE,TRUE,immediate-environments-and-routines,1,TRUE
index.html,#hourly-routine-analyses,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/index.html,TRUE,TRUE,hourly-routine-analyses,1,TRUE
index.html,#person-level-findings,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/index.html,TRUE,TRUE,person-level-findings,1,TRUE
index.html,#measurement-position-robustness-and-reproducibility,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/index.html,TRUE,TRUE,measurement-position-robustness-and-reproducibility,1,TRUE
index.html,ZaunerEtAl2026_NatHealth_phase3_brown.docx,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/ZaunerEtAl2026_NatHealth_phase3_brown.docx,TRUE,TRUE,,,TRUE
index.html,#ref-czeisler2007,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/index.html,TRUE,TRUE,ref-czeisler2007,1,TRUE
