"comparison_order","mapping_id","focus_group","position","baseline_metric","current_metric","series","scope","comparison_unit","n_total","n_finite","n_na","n_nan","n_positive_infinity","n_negative_infinity","mean","sd","minimum","q025","q25","median","q75","q975","maximum"
1,"D01","MDER","glasses","MDER","mder_ratio_of_integrals","baseline","paired_finite","dimensionless",662,662,0,0,0,0,0.70330680144089,0.122826733589917,0.00242849433351322,0.493674583449586,0.627555526476296,0.70859040124906,0.777108611439818,0.913183591305538,1.82195234857656
1,"D01","MDER","glasses","MDER","mder_ratio_of_integrals","current","paired_finite","dimensionless",662,662,0,0,0,0,0.840698376219922,0.10949637475045,0.001852487135506,0.589441572733996,0.794207890769783,0.866129211763566,0.908778435344763,0.987757610599486,1.3966401287731
2,"D02","mapped_daily_metric","chest","Mean","daily_geometric_mean_medi","baseline","all_available_keys","lx",897,897,0,0,0,0,6.39800151262704,7.52917401629565,0,0.23741356337683,2.41467610495518,4.6195023565428,8.29138326195133,21.4672816705656,81.2713299166527
2,"D02","mapped_daily_metric","chest","Mean","daily_geometric_mean_medi","current","all_available_keys","lx",897,897,0,0,0,0,6.38991542048998,7.51924781303242,0,0.23741356337683,2.41467610495518,4.6195023565428,8.29138326195133,21.4672816705656,81.2713299166527
2,"D02","mapped_daily_metric","chest","Mean","daily_geometric_mean_medi","baseline","matched_keys","lx",897,897,0,0,0,0,6.39800151262704,7.52917401629565,0,0.23741356337683,2.41467610495518,4.6195023565428,8.29138326195133,21.4672816705656,81.2713299166527
2,"D02","mapped_daily_metric","chest","Mean","daily_geometric_mean_medi","current","matched_keys","lx",897,897,0,0,0,0,6.38991542048998,7.51924781303242,0,0.23741356337683,2.41467610495518,4.6195023565428,8.29138326195133,21.4672816705656,81.2713299166527
2,"D02","mapped_daily_metric","chest","Mean","daily_geometric_mean_medi","baseline","paired_finite","lx",897,897,0,0,0,0,6.39800151262704,7.52917401629565,0,0.23741356337683,2.41467610495518,4.6195023565428,8.29138326195133,21.4672816705656,81.2713299166527
2,"D02","mapped_daily_metric","chest","Mean","daily_geometric_mean_medi","current","paired_finite","lx",897,897,0,0,0,0,6.38991542048998,7.51924781303242,0,0.23741356337683,2.41467610495518,4.6195023565428,8.29138326195133,21.4672816705656,81.2713299166527
2,"D02","mapped_daily_metric","glasses","Mean","daily_geometric_mean_medi","baseline","all_available_keys","lx",811,811,0,0,0,0,7.54927072634596,9.41962377890424,0,0.368060309173549,2.76582005083438,5.13014796025889,9.19731128770578,29.0206930289611,151.690206290182
2,"D02","mapped_daily_metric","glasses","Mean","daily_geometric_mean_medi","current","all_available_keys","lx",811,811,0,0,0,0,7.5448192561361,9.41418478070438,0,0.368060309173549,2.76582005083438,5.13014796025889,9.19731128770578,29.0206930289611,151.690206290182
2,"D02","mapped_daily_metric","glasses","Mean","daily_geometric_mean_medi","baseline","matched_keys","lx",811,811,0,0,0,0,7.54927072634596,9.41962377890424,0,0.368060309173549,2.76582005083438,5.13014796025889,9.19731128770578,29.0206930289611,151.690206290182
2,"D02","mapped_daily_metric","glasses","Mean","daily_geometric_mean_medi","current","matched_keys","lx",811,811,0,0,0,0,7.5448192561361,9.41418478070438,0,0.368060309173549,2.76582005083438,5.13014796025889,9.19731128770578,29.0206930289611,151.690206290182
2,"D02","mapped_daily_metric","glasses","Mean","daily_geometric_mean_medi","baseline","paired_finite","lx",811,811,0,0,0,0,7.54927072634596,9.41962377890424,0,0.368060309173549,2.76582005083438,5.13014796025889,9.19731128770578,29.0206930289611,151.690206290182
2,"D02","mapped_daily_metric","glasses","Mean","daily_geometric_mean_medi","current","paired_finite","lx",811,811,0,0,0,0,7.5448192561361,9.41418478070438,0,0.368060309173549,2.76582005083438,5.13014796025889,9.19731128770578,29.0206930289611,151.690206290182
3,"D03","mapped_daily_metric","chest","brightest_10h_mean","m10_mean_medi","baseline","all_available_keys","lx",897,897,0,0,0,0,201.667789553049,405.114282026422,0,1.29719342939095,38.9239885461796,102.804737877352,209.981681888179,978.637875549378,6650.05925398077
3,"D03","mapped_daily_metric","chest","brightest_10h_mean","m10_mean_medi","current","all_available_keys","lx",897,897,0,0,0,0,191.81237359387,398.001463303569,0,0.893420060759078,32.4148109257157,97.7884227661383,203.875004767908,940.617966376127,6650.05925398071
3,"D03","mapped_daily_metric","chest","brightest_10h_mean","m10_mean_medi","baseline","matched_keys","lx",897,897,0,0,0,0,201.667789553049,405.114282026422,0,1.29719342939095,38.9239885461796,102.804737877352,209.981681888179,978.637875549378,6650.05925398077
3,"D03","mapped_daily_metric","chest","brightest_10h_mean","m10_mean_medi","current","matched_keys","lx",897,897,0,0,0,0,191.81237359387,398.001463303569,0,0.893420060759078,32.4148109257157,97.7884227661383,203.875004767908,940.617966376127,6650.05925398071
3,"D03","mapped_daily_metric","chest","brightest_10h_mean","m10_mean_medi","baseline","paired_finite","lx",897,897,0,0,0,0,201.667789553049,405.114282026422,0,1.29719342939095,38.9239885461796,102.804737877352,209.981681888179,978.637875549378,6650.05925398077
3,"D03","mapped_daily_metric","chest","brightest_10h_mean","m10_mean_medi","current","paired_finite","lx",897,897,0,0,0,0,191.81237359387,398.001463303569,0,0.893420060759078,32.4148109257157,97.7884227661383,203.875004767908,940.617966376127,6650.05925398071
3,"D03","mapped_daily_metric","glasses","brightest_10h_mean","m10_mean_medi","baseline","all_available_keys","lx",811,811,0,0,0,0,222.697000763009,515.377221295312,0,2.56203526543256,45.1237346580555,114.367547432872,250.798516909448,994.415852506286,10013.6124630019
3,"D03","mapped_daily_metric","glasses","brightest_10h_mean","m10_mean_medi","current","all_available_keys","lx",811,811,0,0,0,0,214.333871262816,512.344813150273,0,1.47485508919975,39.3155178776678,110.041801613605,243.305701619161,968.481011070069,10013.6124630017
3,"D03","mapped_daily_metric","glasses","brightest_10h_mean","m10_mean_medi","baseline","matched_keys","lx",811,811,0,0,0,0,222.697000763009,515.377221295312,0,2.56203526543256,45.1237346580555,114.367547432872,250.798516909448,994.415852506286,10013.6124630019
3,"D03","mapped_daily_metric","glasses","brightest_10h_mean","m10_mean_medi","current","matched_keys","lx",811,811,0,0,0,0,214.333871262816,512.344813150273,0,1.47485508919975,39.3155178776678,110.041801613605,243.305701619161,968.481011070069,10013.6124630017
3,"D03","mapped_daily_metric","glasses","brightest_10h_mean","m10_mean_medi","baseline","paired_finite","lx",811,811,0,0,0,0,222.697000763009,515.377221295312,0,2.56203526543256,45.1237346580555,114.367547432872,250.798516909448,994.415852506286,10013.6124630019
3,"D03","mapped_daily_metric","glasses","brightest_10h_mean","m10_mean_medi","current","paired_finite","lx",811,811,0,0,0,0,214.333871262816,512.344813150273,0,1.47485508919975,39.3155178776678,110.041801613605,243.305701619161,968.481011070069,10013.6124630017
4,"D04","mapped_daily_metric","chest","brightest_10h_midpoint","m10_midpoint","baseline","all_available_keys","decimal_hour",897,897,0,0,0,0,13.6963582311408,2.00158474949827,4.98333333333333,10.53,12.4666666666667,13.4666666666667,14.85,18.0933333333333,18.9833333333333
4,"D04","mapped_daily_metric","chest","brightest_10h_midpoint","m10_midpoint","current","all_available_keys","decimal_hour",897,894,3,0,0,0,13.6639075316928,2.0257052758918,5.11666666666667,10.03875,12.3666666666667,13.45,14.8625,18.1058333333333,19
4,"D04","mapped_daily_metric","chest","brightest_10h_midpoint","m10_midpoint","baseline","matched_keys","decimal_hour",897,897,0,0,0,0,13.6963582311408,2.00158474949827,4.98333333333333,10.53,12.4666666666667,13.4666666666667,14.85,18.0933333333333,18.9833333333333
4,"D04","mapped_daily_metric","chest","brightest_10h_midpoint","m10_midpoint","current","matched_keys","decimal_hour",897,894,3,0,0,0,13.6639075316928,2.0257052758918,5.11666666666667,10.03875,12.3666666666667,13.45,14.8625,18.1058333333333,19
4,"D04","mapped_daily_metric","chest","brightest_10h_midpoint","m10_midpoint","baseline","paired_finite","decimal_hour",894,894,0,0,0,0,13.7255965697241,1.94007865159552,4.98333333333333,10.58875,12.4833333333333,13.475,14.85,18.0945833333333,18.9833333333333
4,"D04","mapped_daily_metric","chest","brightest_10h_midpoint","m10_midpoint","current","paired_finite","decimal_hour",894,894,0,0,0,0,13.6639075316928,2.0257052758918,5.11666666666667,10.03875,12.3666666666667,13.45,14.8625,18.1058333333333,19
4,"D04","mapped_daily_metric","glasses","brightest_10h_midpoint","m10_midpoint","baseline","all_available_keys","decimal_hour",811,811,0,0,0,0,13.966687217427,1.84579760332602,4.98333333333333,10.7625,12.9,13.75,14.9833333333333,17.9791666666667,18.9833333333333
4,"D04","mapped_daily_metric","glasses","brightest_10h_midpoint","m10_midpoint","current","all_available_keys","decimal_hour",811,809,2,0,0,0,13.9235681911825,1.95830351421694,5,10.3066666666667,12.7666666666667,13.7333333333333,15.0166666666667,18.3233333333333,19
4,"D04","mapped_daily_metric","glasses","brightest_10h_midpoint","m10_midpoint","baseline","matched_keys","decimal_hour",811,811,0,0,0,0,13.966687217427,1.84579760332602,4.98333333333333,10.7625,12.9,13.75,14.9833333333333,17.9791666666667,18.9833333333333
4,"D04","mapped_daily_metric","glasses","brightest_10h_midpoint","m10_midpoint","current","matched_keys","decimal_hour",811,809,2,0,0,0,13.9235681911825,1.95830351421694,5,10.3066666666667,12.7666666666667,13.7333333333333,15.0166666666667,18.3233333333333,19
4,"D04","mapped_daily_metric","glasses","brightest_10h_midpoint","m10_midpoint","baseline","paired_finite","decimal_hour",809,809,0,0,0,0,13.9888957560775,1.79308504459662,4.98333333333333,10.9033333333333,12.9166666666667,13.7666666666667,14.9833333333333,17.98,18.9833333333333
4,"D04","mapped_daily_metric","glasses","brightest_10h_midpoint","m10_midpoint","current","paired_finite","decimal_hour",809,809,0,0,0,0,13.9235681911825,1.95830351421694,5,10.3066666666667,12.7666666666667,13.7333333333333,15.0166666666667,18.3233333333333,19
5,"D05","mapped_daily_metric","chest","brightest_10h_onset","m10_onset","baseline","all_available_keys","decimal_hour",897,897,0,0,0,0,8.7130248978075,2.00158474949827,0,5.54666666666667,7.48333333333333,8.48333333333333,9.86666666666667,13.11,14
5,"D05","mapped_daily_metric","chest","brightest_10h_onset","m10_onset","current","all_available_keys","decimal_hour",897,894,3,0,0,0,8.66390753169277,2.0257052758918,0.116666666666667,5.03875,7.36666666666667,8.45,9.8625,13.1058333333333,14
5,"D05","mapped_daily_metric","chest","brightest_10h_onset","m10_onset","baseline","matched_keys","decimal_hour",897,897,0,0,0,0,8.7130248978075,2.00158474949827,0,5.54666666666667,7.48333333333333,8.48333333333333,9.86666666666667,13.11,14
5,"D05","mapped_daily_metric","chest","brightest_10h_onset","m10_onset","current","matched_keys","decimal_hour",897,894,3,0,0,0,8.66390753169277,2.0257052758918,0.116666666666667,5.03875,7.36666666666667,8.45,9.8625,13.1058333333333,14
5,"D05","mapped_daily_metric","chest","brightest_10h_onset","m10_onset","baseline","paired_finite","decimal_hour",894,894,0,0,0,0,8.74226323639075,1.94007865159552,0,5.60541666666667,7.5,8.49166666666667,9.86666666666667,13.11125,14
5,"D05","mapped_daily_metric","chest","brightest_10h_onset","m10_onset","current","paired_finite","decimal_hour",894,894,0,0,0,0,8.66390753169277,2.0257052758918,0.116666666666667,5.03875,7.36666666666667,8.45,9.8625,13.1058333333333,14
5,"D05","mapped_daily_metric","glasses","brightest_10h_onset","m10_onset","baseline","all_available_keys","decimal_hour",811,811,0,0,0,0,8.98335388409371,1.84579760332602,0,5.77916666666667,7.91666666666667,8.76666666666667,10,12.9958333333333,14
5,"D05","mapped_daily_metric","glasses","brightest_10h_onset","m10_onset","current","all_available_keys","decimal_hour",811,809,2,0,0,0,8.92356819118253,1.95830351421694,0,5.30666666666667,7.76666666666667,8.73333333333333,10.0166666666667,13.3233333333333,14
5,"D05","mapped_daily_metric","glasses","brightest_10h_onset","m10_onset","baseline","matched_keys","decimal_hour",811,811,0,0,0,0,8.98335388409371,1.84579760332602,0,5.77916666666667,7.91666666666667,8.76666666666667,10,12.9958333333333,14
5,"D05","mapped_daily_metric","glasses","brightest_10h_onset","m10_onset","current","matched_keys","decimal_hour",811,809,2,0,0,0,8.92356819118253,1.95830351421694,0,5.30666666666667,7.76666666666667,8.73333333333333,10.0166666666667,13.3233333333333,14
5,"D05","mapped_daily_metric","glasses","brightest_10h_onset","m10_onset","baseline","paired_finite","decimal_hour",809,809,0,0,0,0,9.00556242274413,1.79308504459662,0,5.92,7.93333333333333,8.78333333333333,10,12.9966666666667,14
5,"D05","mapped_daily_metric","glasses","brightest_10h_onset","m10_onset","current","paired_finite","decimal_hour",809,809,0,0,0,0,8.92356819118253,1.95830351421694,0,5.30666666666667,7.76666666666667,8.73333333333333,10.0166666666667,13.3233333333333,14
6,"D06","mapped_daily_metric","chest","brightest_10h_offset","m10_offset","baseline","all_available_keys","decimal_hour",897,897,0,0,0,0,18.6963582311408,2.00158474949827,9.98333333333333,15.53,17.4666666666667,18.4666666666667,19.85,23.0933333333333,23.9833333333333
6,"D06","mapped_daily_metric","chest","brightest_10h_offset","m10_offset","current","all_available_keys","decimal_hour",897,894,3,0,0,0,18.5028337061894,2.49533047527796,0,14.8554166666667,17.3333333333333,18.4166666666667,19.7958333333333,22.9725,23.95
6,"D06","mapped_daily_metric","chest","brightest_10h_offset","m10_offset","baseline","matched_keys","decimal_hour",897,897,0,0,0,0,18.6963582311408,2.00158474949827,9.98333333333333,15.53,17.4666666666667,18.4666666666667,19.85,23.0933333333333,23.9833333333333
6,"D06","mapped_daily_metric","chest","brightest_10h_offset","m10_offset","current","matched_keys","decimal_hour",897,894,3,0,0,0,18.5028337061894,2.49533047527796,0,14.8554166666667,17.3333333333333,18.4166666666667,19.7958333333333,22.9725,23.95
6,"D06","mapped_daily_metric","chest","brightest_10h_offset","m10_offset","baseline","paired_finite","decimal_hour",894,894,0,0,0,0,18.7255965697241,1.94007865159552,9.98333333333333,15.58875,17.4833333333333,18.475,19.85,23.0945833333333,23.9833333333333
6,"D06","mapped_daily_metric","chest","brightest_10h_offset","m10_offset","current","paired_finite","decimal_hour",894,894,0,0,0,0,18.5028337061894,2.49533047527796,0,14.8554166666667,17.3333333333333,18.4166666666667,19.7958333333333,22.9725,23.95
6,"D06","mapped_daily_metric","glasses","brightest_10h_offset","m10_offset","baseline","all_available_keys","decimal_hour",811,811,0,0,0,0,18.966687217427,1.84579760332602,9.98333333333333,15.7625,17.9,18.75,19.9833333333333,22.9791666666667,23.9833333333333
6,"D06","mapped_daily_metric","glasses","brightest_10h_offset","m10_offset","current","all_available_keys","decimal_hour",811,809,2,0,0,0,18.6565718994644,2.73226776386801,0,14.2833333333333,17.7166666666667,18.6833333333333,20,22.9633333333333,23.9833333333333
6,"D06","mapped_daily_metric","glasses","brightest_10h_offset","m10_offset","baseline","matched_keys","decimal_hour",811,811,0,0,0,0,18.966687217427,1.84579760332602,9.98333333333333,15.7625,17.9,18.75,19.9833333333333,22.9791666666667,23.9833333333333
6,"D06","mapped_daily_metric","glasses","brightest_10h_offset","m10_offset","current","matched_keys","decimal_hour",811,809,2,0,0,0,18.6565718994644,2.73226776386801,0,14.2833333333333,17.7166666666667,18.6833333333333,20,22.9633333333333,23.9833333333333
6,"D06","mapped_daily_metric","glasses","brightest_10h_offset","m10_offset","baseline","paired_finite","decimal_hour",809,809,0,0,0,0,18.9888957560775,1.79308504459662,9.98333333333333,15.9033333333333,17.9166666666667,18.7666666666667,19.9833333333333,22.98,23.9833333333333
6,"D06","mapped_daily_metric","glasses","brightest_10h_offset","m10_offset","current","paired_finite","decimal_hour",809,809,0,0,0,0,18.6565718994644,2.73226776386801,0,14.2833333333333,17.7166666666667,18.6833333333333,20,22.9633333333333,23.9833333333333
7,"D07","mapped_daily_metric","chest","darkest_10h_mean","l10_mean_medi","baseline","all_available_keys","lx",897,897,0,0,0,0,0.206028337006115,0.731309350748559,0,0,0.00896361276944541,0.0652351579067303,0.200821731969658,0.978617860488272,18.2302730686903
7,"D07","mapped_daily_metric","chest","darkest_10h_mean","l10_mean_medi","current","all_available_keys","lx",897,897,0,0,0,0,0.215912826239873,0.736937410323166,-5.55111512312578e-17,0,0.00912189194611751,0.0698701130234649,0.214960110885815,1.12007219864429,18.2302730686905
7,"D07","mapped_daily_metric","chest","darkest_10h_mean","l10_mean_medi","baseline","matched_keys","lx",897,897,0,0,0,0,0.206028337006115,0.731309350748559,0,0,0.00896361276944541,0.0652351579067303,0.200821731969658,0.978617860488272,18.2302730686903
7,"D07","mapped_daily_metric","chest","darkest_10h_mean","l10_mean_medi","current","matched_keys","lx",897,897,0,0,0,0,0.215912826239873,0.736937410323166,-5.55111512312578e-17,0,0.00912189194611751,0.0698701130234649,0.214960110885815,1.12007219864429,18.2302730686905
7,"D07","mapped_daily_metric","chest","darkest_10h_mean","l10_mean_medi","baseline","paired_finite","lx",897,897,0,0,0,0,0.206028337006115,0.731309350748559,0,0,0.00896361276944541,0.0652351579067303,0.200821731969658,0.978617860488272,18.2302730686903
7,"D07","mapped_daily_metric","chest","darkest_10h_mean","l10_mean_medi","current","paired_finite","lx",897,897,0,0,0,0,0.215912826239873,0.736937410323166,-5.55111512312578e-17,0,0.00912189194611751,0.0698701130234649,0.214960110885815,1.12007219864429,18.2302730686905
7,"D07","mapped_daily_metric","glasses","darkest_10h_mean","l10_mean_medi","baseline","all_available_keys","lx",811,811,0,0,0,0,0.228756888404363,0.498619059182217,0,0,0.0185797238983788,0.0948055995238761,0.239766345549379,1.16788844693839,5.90720429348676
7,"D07","mapped_daily_metric","glasses","darkest_10h_mean","l10_mean_medi","current","all_available_keys","lx",811,811,0,0,0,0,0.244177676033022,0.514705981511567,-5.55111512312578e-17,0,0.0203475936170285,0.0997987239534629,0.25384167535418,1.44249268490547,5.90720429348675
7,"D07","mapped_daily_metric","glasses","darkest_10h_mean","l10_mean_medi","baseline","matched_keys","lx",811,811,0,0,0,0,0.228756888404363,0.498619059182217,0,0,0.0185797238983788,0.0948055995238761,0.239766345549379,1.16788844693839,5.90720429348676
7,"D07","mapped_daily_metric","glasses","darkest_10h_mean","l10_mean_medi","current","matched_keys","lx",811,811,0,0,0,0,0.244177676033022,0.514705981511567,-5.55111512312578e-17,0,0.0203475936170285,0.0997987239534629,0.25384167535418,1.44249268490547,5.90720429348675
7,"D07","mapped_daily_metric","glasses","darkest_10h_mean","l10_mean_medi","baseline","paired_finite","lx",811,811,0,0,0,0,0.228756888404363,0.498619059182217,0,0,0.0185797238983788,0.0948055995238761,0.239766345549379,1.16788844693839,5.90720429348676
7,"D07","mapped_daily_metric","glasses","darkest_10h_mean","l10_mean_medi","current","paired_finite","lx",811,811,0,0,0,0,0.244177676033022,0.514705981511567,-5.55111512312578e-17,0,0.0203475936170285,0.0997987239534629,0.25384167535418,1.44249268490547,5.90720429348675
8,"D08","mapped_daily_metric","chest","darkest_10h_midpoint","l10_midpoint","baseline","all_available_keys","centered_decimal_hour",897,897,0,0,0,0,2.59481605351171,1.87520288425625,-11.9,-0.536666666666665,1.55,2.63333333333333,3.7,5.55,8.7
8,"D08","mapped_daily_metric","chest","darkest_10h_midpoint","l10_midpoint","current","all_available_keys","centered_decimal_hour",897,894,3,0,0,0,2.72306114839672,1.72543706710182,-9.1,0.0495833333333335,1.66666666666667,2.7,3.7125,6.15,8.78333333333333
8,"D08","mapped_daily_metric","chest","darkest_10h_midpoint","l10_midpoint","baseline","matched_keys","centered_decimal_hour",897,897,0,0,0,0,2.59481605351171,1.87520288425625,-11.9,-0.536666666666665,1.55,2.63333333333333,3.7,5.55,8.7
8,"D08","mapped_daily_metric","chest","darkest_10h_midpoint","l10_midpoint","current","matched_keys","centered_decimal_hour",897,894,3,0,0,0,2.72306114839672,1.72543706710182,-9.1,0.0495833333333335,1.66666666666667,2.7,3.7125,6.15,8.78333333333333
8,"D08","mapped_daily_metric","chest","darkest_10h_midpoint","l10_midpoint","baseline","paired_finite","centered_decimal_hour",894,894,0,0,0,0,2.58680089485459,1.87322420590764,-11.9,-0.545416666666665,1.55,2.625,3.68333333333333,5.55,8.7
8,"D08","mapped_daily_metric","chest","darkest_10h_midpoint","l10_midpoint","current","paired_finite","centered_decimal_hour",894,894,0,0,0,0,2.72306114839672,1.72543706710182,-9.1,0.0495833333333335,1.66666666666667,2.7,3.7125,6.15,8.78333333333333
8,"D08","mapped_daily_metric","glasses","darkest_10h_midpoint","l10_midpoint","baseline","all_available_keys","centered_decimal_hour",811,811,0,0,0,0,2.78152486642006,1.92413043542863,-11.8833333333333,-0.658333333333332,1.85,2.8,3.78333333333333,6.22916666666667,11.9833333333333
8,"D08","mapped_daily_metric","glasses","darkest_10h_midpoint","l10_midpoint","current","all_available_keys","centered_decimal_hour",811,809,2,0,0,0,2.88063452822415,1.90962472584938,-11.4833333333333,-0.256666666666665,2,2.86666666666667,3.86666666666667,6.47666666666666,8.81666666666667
8,"D08","mapped_daily_metric","glasses","darkest_10h_midpoint","l10_midpoint","baseline","matched_keys","centered_decimal_hour",811,811,0,0,0,0,2.78152486642006,1.92413043542863,-11.8833333333333,-0.658333333333332,1.85,2.8,3.78333333333333,6.22916666666667,11.9833333333333
8,"D08","mapped_daily_metric","glasses","darkest_10h_midpoint","l10_midpoint","current","matched_keys","centered_decimal_hour",811,809,2,0,0,0,2.88063452822415,1.90962472584938,-11.4833333333333,-0.256666666666665,2,2.86666666666667,3.86666666666667,6.47666666666666,8.81666666666667
8,"D08","mapped_daily_metric","glasses","darkest_10h_midpoint","l10_midpoint","baseline","paired_finite","centered_decimal_hour",809,809,0,0,0,0,2.77608158220025,1.9233856655722,-11.8833333333333,-0.669999999999998,1.85,2.8,3.78333333333333,6.23,11.9833333333333
8,"D08","mapped_daily_metric","glasses","darkest_10h_midpoint","l10_midpoint","current","paired_finite","centered_decimal_hour",809,809,0,0,0,0,2.88063452822415,1.90962472584938,-11.4833333333333,-0.256666666666665,2,2.86666666666667,3.86666666666667,6.47666666666666,8.81666666666667
9,"D09","mapped_daily_metric","chest","darkest_10h_onset","l10_onset","baseline","all_available_keys","centered_decimal_hour",897,897,0,0,0,0,-2.30611296915645,1.81023397021111,-11.9166666666667,-5.30333333333333,-3.4,-2.33333333333333,-1.26666666666667,0.733333333333335,9.48333333333333
9,"D09","mapped_daily_metric","chest","darkest_10h_onset","l10_onset","current","all_available_keys","centered_decimal_hour",897,894,3,0,0,0,-2.25009321401939,1.72798214347787,-11.9,-4.91125,-3.33333333333333,-2.3,-1.28333333333333,1.16125,9.9
9,"D09","mapped_daily_metric","chest","darkest_10h_onset","l10_onset","baseline","matched_keys","centered_decimal_hour",897,897,0,0,0,0,-2.30611296915645,1.81023397021111,-11.9166666666667,-5.30333333333333,-3.4,-2.33333333333333,-1.26666666666667,0.733333333333335,9.48333333333333
9,"D09","mapped_daily_metric","chest","darkest_10h_onset","l10_onset","current","matched_keys","centered_decimal_hour",897,894,3,0,0,0,-2.25009321401939,1.72798214347787,-11.9,-4.91125,-3.33333333333333,-2.3,-1.28333333333333,1.16125,9.9
9,"D09","mapped_daily_metric","chest","darkest_10h_onset","l10_onset","baseline","paired_finite","centered_decimal_hour",894,894,0,0,0,0,-2.31385160328113,1.80832234542581,-11.9166666666667,-5.30583333333333,-3.4125,-2.35,-1.28333333333333,0.73958333333333,9.48333333333333
9,"D09","mapped_daily_metric","chest","darkest_10h_onset","l10_onset","current","paired_finite","centered_decimal_hour",894,894,0,0,0,0,-2.25009321401939,1.72798214347787,-11.9,-4.91125,-3.33333333333333,-2.3,-1.28333333333333,1.16125,9.9
9,"D09","mapped_daily_metric","glasses","darkest_10h_onset","l10_onset","baseline","all_available_keys","centered_decimal_hour",811,811,0,0,0,0,-2.10813810110974,1.82648126919515,-10.5166666666667,-5.32916666666667,-3.11666666666667,-2.16666666666667,-1.175,1.44166666666667,8.36666666666667
9,"D09","mapped_daily_metric","glasses","darkest_10h_onset","l10_onset","current","all_available_keys","centered_decimal_hour",811,809,2,0,0,0,-2.00070045323445,1.78346119447281,-10.35,-4.95,-2.98333333333333,-2.1,-1.11666666666667,1.67999999999999,8.36666666666667
9,"D09","mapped_daily_metric","glasses","darkest_10h_onset","l10_onset","baseline","matched_keys","centered_decimal_hour",811,811,0,0,0,0,-2.10813810110974,1.82648126919515,-10.5166666666667,-5.32916666666667,-3.11666666666667,-2.16666666666667,-1.175,1.44166666666667,8.36666666666667
9,"D09","mapped_daily_metric","glasses","darkest_10h_onset","l10_onset","current","matched_keys","centered_decimal_hour",811,809,2,0,0,0,-2.00070045323445,1.78346119447281,-10.35,-4.95,-2.98333333333333,-2.1,-1.11666666666667,1.67999999999999,8.36666666666667
9,"D09","mapped_daily_metric","glasses","darkest_10h_onset","l10_onset","baseline","paired_finite","centered_decimal_hour",809,809,0,0,0,0,-2.11334981458591,1.82572274211644,-10.5166666666667,-5.33,-3.11666666666667,-2.18333333333333,-1.18333333333333,1.44333333333333,8.36666666666667
9,"D09","mapped_daily_metric","glasses","darkest_10h_onset","l10_onset","current","paired_finite","centered_decimal_hour",809,809,0,0,0,0,-2.00070045323445,1.78346119447281,-10.35,-4.95,-2.98333333333333,-2.1,-1.11666666666667,1.67999999999999,8.36666666666667
