"manifest","manifest_path","row","path","recorded_sha256","observed_sha256","recorded_bytes","observed_bytes","exists","sha256_exact","bytes_exact","row_exact"
"reporting","artifacts/12_manifests/H01_reporting_artifacts.csv",11,"artifacts/09_tables/H01/H01_term_effects.csv","3b8653601594463a49ac70f44bcbc558e71934cc9fd590766e2d10f80478aa17","3b8653601594463a49ac70f44bcbc558e71934cc9fd590766e2d10f80478aa17",105081,105081,TRUE,TRUE,TRUE,TRUE
"reporting","artifacts/12_manifests/H01_reporting_artifacts.csv",12,"artifacts/09_tables/H01/bootstrap_pilot/response_family_change/H01_response_family_bootstrap_pilot_r2_summaries.csv","bbfde564671690ec7ede194160158cc3e0451c5ae257b3aaadb9f3081c198122","bbfde564671690ec7ede194160158cc3e0451c5ae257b3aaadb9f3081c198122",26632,26632,TRUE,TRUE,TRUE,TRUE
"reporting","artifacts/12_manifests/H01_reporting_artifacts.csv",13,"artifacts/09_tables/H01/reporting/H01_reporting_candidate_scorecard.csv","9224e4a2d8fab6e95cec047c0d26bc15ada7255919c426bac8e0ed17669cd252","9224e4a2d8fab6e95cec047c0d26bc15ada7255919c426bac8e0ed17669cd252",2964,2964,TRUE,TRUE,TRUE,TRUE
"reporting","artifacts/12_manifests/H01_reporting_artifacts.csv",14,"artifacts/09_tables/H01/reporting/H01_reporting_candidate_selection.csv","37e38ed7715c3c5e364557a79795c321548ee8f14efcca91204adbf26a1bf0e0","37e38ed7715c3c5e364557a79795c321548ee8f14efcca91204adbf26a1bf0e0",1110,1110,TRUE,TRUE,TRUE,TRUE
"reporting","artifacts/12_manifests/H01_reporting_artifacts.csv",15,"artifacts/09_tables/H01/reporting/H01_reporting_claim_summary.csv","3d5c0757a925459f4013731ecfe7f2a287008fbc0ce4a2fe035b27a26fc08780","3d5c0757a925459f4013731ecfe7f2a287008fbc0ce4a2fe035b27a26fc08780",1037,1037,TRUE,TRUE,TRUE,TRUE
"reporting","artifacts/12_manifests/H01_reporting_artifacts.csv",16,"artifacts/09_tables/H01/reporting/H01_reporting_exact_samples.csv","2c8976c66d19445270d0847a930f8b144e824619dad065ebc620b843b2828501","2c8976c66d19445270d0847a930f8b144e824619dad065ebc620b843b2828501",7172,7172,TRUE,TRUE,TRUE,TRUE
"reporting","artifacts/12_manifests/H01_reporting_artifacts.csv",17,"artifacts/09_tables/H01/reporting/H01_reporting_model_overview.csv","cdfebbc6e149b41af5c667b7e49581c43888b1780cdcfbe602447bb831edc648","cdfebbc6e149b41af5c667b7e49581c43888b1780cdcfbe602447bb831edc648",13920,13920,TRUE,TRUE,TRUE,TRUE
"reporting","artifacts/12_manifests/H01_reporting_artifacts.csv",18,"artifacts/09_tables/H01/reporting/H01_reporting_pilot_summary.csv","2ac6530e6f07bdde19b56b6524b173304b16c9b4ac592d544cbd0d1b016317ff","2ac6530e6f07bdde19b56b6524b173304b16c9b4ac592d544cbd0d1b016317ff",539,539,TRUE,TRUE,TRUE,TRUE
"reporting","artifacts/12_manifests/H01_reporting_artifacts.csv",19,"artifacts/09_tables/H01/reporting/H01_reporting_r2_preview_long.csv","ca8806e04e2ddfe3d1d2dfcffea78e35011e0a5da98d9c5964dfdb519fd80164","ca8806e04e2ddfe3d1d2dfcffea78e35011e0a5da98d9c5964dfdb519fd80164",55299,55299,TRUE,TRUE,TRUE,TRUE
"reporting","artifacts/12_manifests/H01_reporting_artifacts.csv",20,"artifacts/09_tables/H01/reporting/H01_reporting_r2_preview_wide.csv","8127cb24f621fa864261ce1784e742ab2a2343a45a20d3ab653301358cfd2a8b","8127cb24f621fa864261ce1784e742ab2a2343a45a20d3ab653301358cfd2a8b",11079,11079,TRUE,TRUE,TRUE,TRUE
"reporting","artifacts/12_manifests/H01_reporting_artifacts.csv",21,"artifacts/09_tables/H01/reporting/H01_reporting_scenario_support.csv","83c2c7d741852116450de59e34a6ecf15ee1dad0f9d02ffb0dda256928767c19","83c2c7d741852116450de59e34a6ecf15ee1dad0f9d02ffb0dda256928767c19",6621,6621,TRUE,TRUE,TRUE,TRUE
"reporting","artifacts/12_manifests/H01_reporting_artifacts.csv",22,"artifacts/09_tables/H01/reporting/H01_reporting_site_followups.csv","ba370777caa971f0142c4eb7aabcb4b9898b2c96beee9afd552c270b89f4ce0e","ba370777caa971f0142c4eb7aabcb4b9898b2c96beee9afd552c270b89f4ce0e",18019,18019,TRUE,TRUE,TRUE,TRUE
"reporting","artifacts/12_manifests/H01_reporting_artifacts.csv",23,"artifacts/09_tables/H01/reporting/H01_reporting_v0_new_r2.csv","15fa3fd0612d0e6bf99ac9b918f5cd1226c198c0157614c579c63620b4375650","15fa3fd0612d0e6bf99ac9b918f5cd1226c198c0157614c579c63620b4375650",36926,36926,TRUE,TRUE,TRUE,TRUE
"reporting","artifacts/12_manifests/H01_reporting_artifacts.csv",24,"artifacts/09_tables/H01/reporting/H01_reporting_v0_new_tests.csv","b442b1d61c8288812590c29072aefd0b8abc9a7ffb65b52fd9ab6be6a8a1b42f","b442b1d61c8288812590c29072aefd0b8abc9a7ffb65b52fd9ab6be6a8a1b42f",8479,8479,TRUE,TRUE,TRUE,TRUE
"reporting","artifacts/12_manifests/H01_reporting_artifacts.csv",25,"artifacts/09_tables/H01/reporting/H01_submitted_table_s2_exact_render.csv","dd34ee1ff3ad4ecc829314d4c5720e49de94050ddf91d576c1f04116e390db5c","dd34ee1ff3ad4ecc829314d4c5720e49de94050ddf91d576c1f04116e390db5c",3702,3702,TRUE,TRUE,TRUE,TRUE
"reporting","artifacts/12_manifests/H01_reporting_artifacts.csv",26,"artifacts/09_tables/H01/reporting/H01_submitted_table_s3_exact_render.csv","17cd64e979d1ce36c4d1946e949e5ba2d750671a0a35350c6ea8cfa40f097256","17cd64e979d1ce36c4d1946e949e5ba2d750671a0a35350c6ea8cfa40f097256",2464,2464,TRUE,TRUE,TRUE,TRUE
"reporting","artifacts/12_manifests/H01_reporting_artifacts.csv",27,"artifacts/09_tables/H01/v0/H01_v0_exact_samples.csv","413be704ac8adaedc86975edeb8a241f43cf55c249571f8941e80dbfb7c99aa9","413be704ac8adaedc86975edeb8a241f43cf55c249571f8941e80dbfb7c99aa9",3761,3761,TRUE,TRUE,TRUE,TRUE
"reporting","artifacts/12_manifests/H01_reporting_artifacts.csv",28,"artifacts/09_tables/H01/v0/H01_v0_model_results.csv","06e496d4d7b4d98e5afd677ffe98b6795d79127cc037a63e43a8228f6c26c8a5","06e496d4d7b4d98e5afd677ffe98b6795d79127cc037a63e43a8228f6c26c8a5",15059,15059,TRUE,TRUE,TRUE,TRUE
"reporting","artifacts/12_manifests/H01_reporting_artifacts.csv",29,"artifacts/10_figures/H01/reporting/H01_figure_s10_photoperiod_latitude.png","78f8e3d1ac7815c5c5ff1857da09a5733d1d3346708f6771be3e678e21644ff2","78f8e3d1ac7815c5c5ff1857da09a5733d1d3346708f6771be3e678e21644ff2",265064,265064,TRUE,TRUE,TRUE,TRUE
"reporting","artifacts/12_manifests/H01_reporting_artifacts.csv",30,"artifacts/10_figures/H01/reporting/H01_figure_s10_photoperiod_latitude.svg","dca75a104718abb8d65b2be7b894a5b461528f8d5f6cefa5d90c1154d180e2ba","dca75a104718abb8d65b2be7b894a5b461528f8d5f6cefa5d90c1154d180e2ba",176996,176996,TRUE,TRUE,TRUE,TRUE
"reporting","artifacts/12_manifests/H01_reporting_artifacts.csv",31,"artifacts/11_source_data/H01/reporting/H01_figure_s10_observed_photoperiod_source.csv","5d17eaf6ee3c1ecceca38a5d57153d1f38f0374efcf85218450990063569997f","5d17eaf6ee3c1ecceca38a5d57153d1f38f0374efcf85218450990063569997f",106024,106024,TRUE,TRUE,TRUE,TRUE
"reporting","artifacts/12_manifests/H01_reporting_artifacts.csv",32,"artifacts/11_source_data/H01/reporting/H01_figure_s10_theoretical_bounds_source.csv","073fa2fdae1e4a97c76409d2fc62136dddce0f4c16359b21d855cf7bf0b36f4a","073fa2fdae1e4a97c76409d2fc62136dddce0f4c16359b21d855cf7bf0b36f4a",3001,3001,TRUE,TRUE,TRUE,TRUE
"reporting","artifacts/12_manifests/H01_reporting_artifacts.csv",33,"artifacts/11_source_data/descriptives/latitude_photoperiod.csv","cb0db01ffad971eb23b9f8fbfa4c84546cc94e98df0ad727400286d92387b5c8","cb0db01ffad971eb23b9f8fbfa4c84546cc94e98df0ad727400286d92387b5c8",78282,78282,TRUE,TRUE,TRUE,TRUE
"reporting","artifacts/12_manifests/H01_reporting_artifacts.csv",34,"audit/hypotheses/H01/02_implementation_and_v0_comparison.qmd","c5edcecf7e6288eae47eb19b71d8e6fd7a0a072a3fd2eb34c264577f943f0eb2","c5edcecf7e6288eae47eb19b71d8e6fd7a0a072a3fd2eb34c264577f943f0eb2",38409,38409,TRUE,TRUE,TRUE,TRUE
"reporting","artifacts/12_manifests/H01_reporting_artifacts.csv",35,"audit/hypotheses/H01/H01_analysis_preparation.qmd","962b28663d115c2da216e313f6eff22afb8ed2198d4441d7b0864d207ec231a8","962b28663d115c2da216e313f6eff22afb8ed2198d4441d7b0864d207ec231a8",54405,54405,TRUE,TRUE,TRUE,TRUE
"reporting","artifacts/12_manifests/H01_reporting_artifacts.csv",36,"audit/hypotheses/H01/l10_METRIC-011/production_integration/H01_METRIC-011_integration_summary.csv","b60caac20771230d4e371e79158c7da2ff2c7ae64d6f21b1027c49168667fbda","b60caac20771230d4e371e79158c7da2ff2c7ae64d6f21b1027c49168667fbda",393,393,TRUE,TRUE,TRUE,TRUE
"reporting","artifacts/12_manifests/H01_reporting_artifacts.csv",37,"audit/hypotheses/H01/l10_METRIC-011/production_integration/H01_METRIC-011_production_integration_manifest.csv","f3755db338695515564bc3b60e4321bf4139eb0dffacab4ece7a86718cffb77d","f3755db338695515564bc3b60e4321bf4139eb0dffacab4ece7a86718cffb77d",18569,18569,TRUE,TRUE,TRUE,TRUE
"reporting","artifacts/12_manifests/H01_reporting_artifacts.csv",38,"audit/hypotheses/H01/l10_METRIC-011/production_integration/H01_METRIC-011_reporting_non_l10_baseline.csv","4765d51d6ca975fb42b1b6b914a91290fd57a83cc29927d3b84d3122329e4812","4765d51d6ca975fb42b1b6b914a91290fd57a83cc29927d3b84d3122329e4812",3493,3493,TRUE,TRUE,TRUE,TRUE
"reporting","artifacts/12_manifests/H01_reporting_artifacts.csv",39,"audit/hypotheses/H01/l10_METRIC-011/production_integration/reporting/H01_METRIC-011_figure_readability_qa.md","424b879f593d502d8634c65f98f22ef649b2632001ac116d28447ea022f1200e","424b879f593d502d8634c65f98f22ef649b2632001ac116d28447ea022f1200e",1474,1474,TRUE,TRUE,TRUE,TRUE
"reporting","artifacts/12_manifests/H01_reporting_artifacts.csv",40,"audit/hypotheses/H01/l10_METRIC-011/production_integration/reporting/H01_METRIC-011_reporting_integration_incident.md","b4dec88642955666000352c55ecfb6c31ccd160ceffa9b3f47d0e36ce4f0b09a","b4dec88642955666000352c55ecfb6c31ccd160ceffa9b3f47d0e36ce4f0b09a",1561,1561,TRUE,TRUE,TRUE,TRUE
"reporting","artifacts/12_manifests/H01_reporting_artifacts.csv",41,"config/site_display_registry.csv","3d669d459ecc27d3154bbb5ff5b0d64cb510805d486b45264443228c44a6d809","3d669d459ecc27d3154bbb5ff5b0d64cb510805d486b45264443228c44a6d809",295,295,TRUE,TRUE,TRUE,TRUE
"reporting","artifacts/12_manifests/H01_reporting_artifacts.csv",42,"docs/RQ1.html","989a961ebcea5707dc68a9dd3379c7ed914fa0bdf81e7e69100be1d47ce49480","989a961ebcea5707dc68a9dd3379c7ed914fa0bdf81e7e69100be1d47ce49480",805529,805529,TRUE,TRUE,TRUE,TRUE
"reporting","artifacts/12_manifests/H01_reporting_artifacts.csv",43,"manuscript/R0_NatMed/Supplements/FigureS10.png","056e217c682ac8ad43b9974f1601eb4c05e6c4373f74fb5e9fd33002149832f0","056e217c682ac8ad43b9974f1601eb4c05e6c4373f74fb5e9fd33002149832f0",396472,396472,TRUE,TRUE,TRUE,TRUE
"reporting","artifacts/12_manifests/H01_reporting_artifacts.csv",44,"manuscript/R0_NatMed/Supplements/TableS2.png","3eebff001c7031deb6c92dd259373e956524122a3c27d4e2f9222e1ff3cc5321","3eebff001c7031deb6c92dd259373e956524122a3c27d4e2f9222e1ff3cc5321",749431,749431,TRUE,TRUE,TRUE,TRUE
"reporting","artifacts/12_manifests/H01_reporting_artifacts.csv",45,"manuscript/R0_NatMed/Supplements/TableS3.png","650f2bb26b2bedcd52acada6236fe799ee4e5fc74c2f38d8e68281785427a03f","650f2bb26b2bedcd52acada6236fe799ee4e5fc74c2f38d8e68281785427a03f",297328,297328,TRUE,TRUE,TRUE,TRUE
"reporting","artifacts/12_manifests/H01_reporting_artifacts.csv",46,"notebooks/hypotheses/H01.qmd","31c477fae21e0506521d27147cd3f1ea33941dac4c0a6e3a6d485f5acbc129a6","31c477fae21e0506521d27147cd3f1ea33941dac4c0a6e3a6d485f5acbc129a6",90640,90640,TRUE,TRUE,TRUE,TRUE
"reporting","artifacts/12_manifests/H01_reporting_artifacts.csv",47,"scripts/hypotheses/H01/build_h01_reporting_inputs.R","8d331dd3c8c1c5f2bc70c074d482481a7667b20d215f31a8e1248530da2096b3","8d331dd3c8c1c5f2bc70c074d482481a7667b20d215f31a8e1248530da2096b3",38210,38210,TRUE,TRUE,TRUE,TRUE
"reporting","artifacts/12_manifests/H01_reporting_artifacts.csv",48,"scripts/hypotheses/H01/integrate_h01_l10_METRIC011_reporting.R","3b4249b57d57242e887bfab18dd86efd177e1979911678ac5df2e199680d4a5b","3b4249b57d57242e887bfab18dd86efd177e1979911678ac5df2e199680d4a5b",61648,61648,TRUE,TRUE,TRUE,TRUE
"reporting","artifacts/12_manifests/H01_reporting_artifacts.csv",49,"tests/hypotheses/H01/test_h01_l10_METRIC011_reporting.R","37dacbeabab2190fecf161b9dd360e37d71a5a1856793ed409fe87147d5e334e","37dacbeabab2190fecf161b9dd360e37d71a5a1856793ed409fe87147d5e334e",9880,9880,TRUE,TRUE,TRUE,TRUE
"stage3","artifacts/12_manifests/H01_stage3_reporting_artifacts.csv",1,"artifacts/06_model_data/H01.rds","0328fe1a698bc13965feb0b68b03ccf0fd20f32b55d6148635811b0d674e0a00","0328fe1a698bc13965feb0b68b03ccf0fd20f32b55d6148635811b0d674e0a00",253472,253472,TRUE,TRUE,TRUE,TRUE
"stage3","artifacts/12_manifests/H01_stage3_reporting_artifacts.csv",2,"artifacts/06_model_data/H01/metric_contract.csv","006042e8589fc1892a5e26e6f148fe3a2a31e33be7406502bc682048b6cb3307","006042e8589fc1892a5e26e6f148fe3a2a31e33be7406502bc682048b6cb3307",4215,4215,TRUE,TRUE,TRUE,TRUE
"stage3","artifacts/12_manifests/H01_stage3_reporting_artifacts.csv",3,"artifacts/08_diagnostics/H01/H01_latitude_leave_one_site_out.csv","d3162274325fb22641d1948ab986590e30e7137feaddfcdaabe5b9280878e80d","d3162274325fb22641d1948ab986590e30e7137feaddfcdaabe5b9280878e80d",463159,463159,TRUE,TRUE,TRUE,TRUE
"stage3","artifacts/12_manifests/H01_stage3_reporting_artifacts.csv",4,"artifacts/08_diagnostics/H01/H01_model_diagnostics.csv","240940aeaea41141788d401dfbd86a79d70ecb5d71aeb7a654d53ea8bc9bb34e","240940aeaea41141788d401dfbd86a79d70ecb5d71aeb7a654d53ea8bc9bb34e",53769,53769,TRUE,TRUE,TRUE,TRUE
"stage3","artifacts/12_manifests/H01_stage3_reporting_artifacts.csv",5,"artifacts/08_diagnostics/H01/H01_participant_influence.csv","e5980d7947132c6465383dd06073037b5d81cafd530a4bb9ccc6fef062b21d07","e5980d7947132c6465383dd06073037b5d81cafd530a4bb9ccc6fef062b21d07",154921,154921,TRUE,TRUE,TRUE,TRUE
"stage3","artifacts/12_manifests/H01_stage3_reporting_artifacts.csv",6,"artifacts/08_diagnostics/H01/H01_r2_bootstrap_audit.csv","dc229b82c5a27747c477c00aa7f8452d94e2e97905d1a9d54960b875a6347ac1","dc229b82c5a27747c477c00aa7f8452d94e2e97905d1a9d54960b875a6347ac1",28867,28867,TRUE,TRUE,TRUE,TRUE
"stage3","artifacts/12_manifests/H01_stage3_reporting_artifacts.csv",7,"artifacts/08_diagnostics/H01/main/glasses/all_available/daily_geometric_mean_medi_diagnostics.png","9884f802d3a684860108c890a238a2c6da94115cec6e28af3792454903592076","9884f802d3a684860108c890a238a2c6da94115cec6e28af3792454903592076",165969,165969,TRUE,TRUE,TRUE,TRUE
"stage3","artifacts/12_manifests/H01_stage3_reporting_artifacts.csv",8,"artifacts/08_diagnostics/H01/main/glasses/all_available/duration_above_250_wake_diagnostics.png","57561680d936790688ed092d18bd4d5b3ffecd9593caf18dd9f7737afb2829d5","57561680d936790688ed092d18bd4d5b3ffecd9593caf18dd9f7737afb2829d5",180891,180891,TRUE,TRUE,TRUE,TRUE
"stage3","artifacts/12_manifests/H01_stage3_reporting_artifacts.csv",9,"artifacts/08_diagnostics/H01/main/glasses/all_available/duration_below_10_pre_sleep_diagnostics.png","bad792b679f53f26209b969a23286312ccc3a18bc1e95aff06f1b591d25b736a","bad792b679f53f26209b969a23286312ccc3a18bc1e95aff06f1b591d25b736a",166089,166089,TRUE,TRUE,TRUE,TRUE
"stage3","artifacts/12_manifests/H01_stage3_reporting_artifacts.csv",10,"artifacts/08_diagnostics/H01/main/glasses/all_available/duration_below_1_sleep_environment_diagnostics.png","de8e2f79918a509addc890578c916278efbbf9b803622e8025ef7a1f109a446a","de8e2f79918a509addc890578c916278efbbf9b803622e8025ef7a1f109a446a",180767,180767,TRUE,TRUE,TRUE,TRUE
"stage3","artifacts/12_manifests/H01_stage3_reporting_artifacts.csv",11,"artifacts/08_diagnostics/H01/stage3/H01_stage3_reporting_provenance.csv","9463be81373ec3f6b6a973ea6481cfc8a45c5a3c7558ca0c1bf029d0c5a66a03","9463be81373ec3f6b6a973ea6481cfc8a45c5a3c7558ca0c1bf029d0c5a66a03",934,934,TRUE,TRUE,TRUE,TRUE
"stage3","artifacts/12_manifests/H01_stage3_reporting_artifacts.csv",12,"artifacts/09_tables/H01/H01_exact_samples.csv","24145d978cf42fc4cbad5150e022493e7c33b4dea785b5a3b8137a74b3299558","24145d978cf42fc4cbad5150e022493e7c33b4dea785b5a3b8137a74b3299558",33811,33811,TRUE,TRUE,TRUE,TRUE
"stage3","artifacts/12_manifests/H01_stage3_reporting_artifacts.csv",13,"artifacts/09_tables/H01/H01_exact_samples_by_site.csv","938e8eda2c9a05fa32e073fe70e4e94e71b0565463e964f70d6172e063a203c6","938e8eda2c9a05fa32e073fe70e4e94e71b0565463e964f70d6172e063a203c6",200885,200885,TRUE,TRUE,TRUE,TRUE
"stage3","artifacts/12_manifests/H01_stage3_reporting_artifacts.csv",14,"artifacts/09_tables/H01/H01_exactly_identified_period_sensitivity.csv","1d487c3d6fcfb27418d70572be57b64d2b94a7cfb4018b1472aea41b57987a95","1d487c3d6fcfb27418d70572be57b64d2b94a7cfb4018b1472aea41b57987a95",9821,9821,TRUE,TRUE,TRUE,TRUE
"stage3","artifacts/12_manifests/H01_stage3_reporting_artifacts.csv",15,"artifacts/09_tables/H01/H01_l10_noon_conversion_model_tests.csv","828ba8575822fdd7cf17edcec4ae463447bf7027c12ba837ca6f989c8cc2cefa","828ba8575822fdd7cf17edcec4ae463447bf7027c12ba837ca6f989c8cc2cefa",12013,12013,TRUE,TRUE,TRUE,TRUE
"stage3","artifacts/12_manifests/H01_stage3_reporting_artifacts.csv",16,"artifacts/09_tables/H01/H01_l10_noon_conversion_samples.csv","12210b69708bf7402b57d3e156b4fe15f9b316c2a0a95fd2b69d28604841e0dc","12210b69708bf7402b57d3e156b4fe15f9b316c2a0a95fd2b69d28604841e0dc",2701,2701,TRUE,TRUE,TRUE,TRUE
"stage3","artifacts/12_manifests/H01_stage3_reporting_artifacts.csv",17,"artifacts/09_tables/H01/H01_l10_noon_conversion_term_effects.csv","835c4a55ddb837473b17d5751551f1ed515692040139f3a6bfa02fbd93f29454","835c4a55ddb837473b17d5751551f1ed515692040139f3a6bfa02fbd93f29454",7586,7586,TRUE,TRUE,TRUE,TRUE
"stage3","artifacts/12_manifests/H01_stage3_reporting_artifacts.csv",18,"artifacts/09_tables/H01/H01_marginalization_comparison.csv","1427170a7dee6e3aa22cf61ffc613f7ae620ea736f48fe8b3859b2bbc89b33bd","1427170a7dee6e3aa22cf61ffc613f7ae620ea736f48fe8b3859b2bbc89b33bd",51553,51553,TRUE,TRUE,TRUE,TRUE
"stage3","artifacts/12_manifests/H01_stage3_reporting_artifacts.csv",19,"artifacts/09_tables/H01/H01_model_level_tests.csv","947bc2ea33866480c9c2bf71080ec2f249877e46f9457e770b7dcc459a5847c6","947bc2ea33866480c9c2bf71080ec2f249877e46f9457e770b7dcc459a5847c6",230414,230414,TRUE,TRUE,TRUE,TRUE
"stage3","artifacts/12_manifests/H01_stage3_reporting_artifacts.csv",20,"artifacts/09_tables/H01/H01_model_manifest.csv","dfe18969b526e2e5082165012fe1bf8e2df4badce282facaec6cc5ed11bf9f6c","dfe18969b526e2e5082165012fe1bf8e2df4badce282facaec6cc5ed11bf9f6c",479277,479277,TRUE,TRUE,TRUE,TRUE
"stage3","artifacts/12_manifests/H01_stage3_reporting_artifacts.csv",21,"artifacts/09_tables/H01/H01_preregistered_scope_sensitivity.csv","ecbe7f5d1c105f6e2eb7374846cc27eed5d13d291f1e244c80419ef1427cbbd5","ecbe7f5d1c105f6e2eb7374846cc27eed5d13d291f1e244c80419ef1427cbbd5",23058,23058,TRUE,TRUE,TRUE,TRUE
"stage3","artifacts/12_manifests/H01_stage3_reporting_artifacts.csv",22,"artifacts/09_tables/H01/H01_r2_bootstrap_summaries.csv","5e7b2a8a66fa310d7326adbf99349e139c88262457353c6b149ba06d54494aaa","5e7b2a8a66fa310d7326adbf99349e139c88262457353c6b149ba06d54494aaa",357953,357953,TRUE,TRUE,TRUE,TRUE
"stage3","artifacts/12_manifests/H01_stage3_reporting_artifacts.csv",23,"artifacts/09_tables/H01/H01_site_deviations.csv","f6840e0c4bb099585721dd63ba4f332412d4c12ff1d35f6a95566c1a04628d6f","f6840e0c4bb099585721dd63ba4f332412d4c12ff1d35f6a95566c1a04628d6f",490776,490776,TRUE,TRUE,TRUE,TRUE
"stage3","artifacts/12_manifests/H01_stage3_reporting_artifacts.csv",24,"artifacts/09_tables/H01/H01_term_effects.csv","3b8653601594463a49ac70f44bcbc558e71934cc9fd590766e2d10f80478aa17","3b8653601594463a49ac70f44bcbc558e71934cc9fd590766e2d10f80478aa17",105081,105081,TRUE,TRUE,TRUE,TRUE
"stage3","artifacts/12_manifests/H01_stage3_reporting_artifacts.csv",25,"artifacts/09_tables/H01/stage3/H01_stage3_deviations.csv","2671fc9af9d6764a8b64c1417c8c84b3eb63a2f0a0c2c4ff4adb4eddeb03a347","2671fc9af9d6764a8b64c1417c8c84b3eb63a2f0a0c2c4ff4adb4eddeb03a347",5916,5916,TRUE,TRUE,TRUE,TRUE
"stage3","artifacts/12_manifests/H01_stage3_reporting_artifacts.csv",26,"artifacts/09_tables/H01/stage3/H01_stage3_diagnostic_details.csv","98a24e259e1e7bf827b5c02b73beed75c4f01c9bde1d4981b143f9ee38e02ff9","98a24e259e1e7bf827b5c02b73beed75c4f01c9bde1d4981b143f9ee38e02ff9",12729,12729,TRUE,TRUE,TRUE,TRUE
"stage3","artifacts/12_manifests/H01_stage3_reporting_artifacts.csv",27,"artifacts/09_tables/H01/stage3/H01_stage3_exact_period_sensitivity.csv","537062d9ca339220fff4f9ce570dfc4c9dd7823b0c50765cfd43843db3db2be9","537062d9ca339220fff4f9ce570dfc4c9dd7823b0c50765cfd43843db3db2be9",6198,6198,TRUE,TRUE,TRUE,TRUE
"stage3","artifacts/12_manifests/H01_stage3_reporting_artifacts.csv",28,"artifacts/09_tables/H01/stage3/H01_stage3_exact_samples.csv","8c5b5430f7250693693201dd23925c76877a15bcf17c696bfd8f62f499948982","8c5b5430f7250693693201dd23925c76877a15bcf17c696bfd8f62f499948982",75990,75990,TRUE,TRUE,TRUE,TRUE
