data_scenario,placement,sample_scenario,metric_order,metric_id,manuscript_name,abbreviation,predictor,comparison_status,p_raw,observations,participants,participant_days,unavailable_reason,statistic,degrees_freedom,comparison_method,estimand,term,estimate_model,standard_error,conf_low_model,conf_high_model,interval_distribution,estimate_status,estimate_practical,conf_low_practical,conf_high_practical,practical_effect_type,practical_unit,estimate_model_per_year,conf_low_model_per_year,conf_high_model_per_year,estimate_minutes,conf_low_minutes,conf_high_minutes,estimate_practical_per_year,conf_low_practical_per_year,conf_high_practical_per_year,response_model_scale_sd,standardized_estimate,standardized_conf_low,standardized_conf_high,contributing_participant_days,metric_support_valid_hours,metric_support_expected_hours,sites,female_participants,male_participants,age_min,age_max,final_converged,final_positive_definite_hessian,final_singular,final_max_gradient,final_convergence_message,reduced_formula,full_formula,reduced_warnings,full_ml_warnings,final_warnings,fit_errors,p_adjusted,raw_significant,adjusted_significant,p_raw_display,p_adjusted_display
gap_timing_unaware,chest,paired_common_sample,11,m10_midpoint,Midpoint of the brightest 10 hours,M10,age,ESTIMABLE,0.9666127438434531,640,112,640,,0.0017520033579785377,1,maximum-likelihood likelihood-ratio test,per 10-year increase,age_decade,-0.28227558971892475,6.346078807483788,-12.72036149544004,12.15581031600219,normal,ESTIMABLE,-0.28227558971892475,-12.72036149544004,12.15581031600219,difference,min,-0.028227558971892476,-1.272036149544004,1.2155810316002191,-0.28227558971892475,-12.72036149544004,12.15581031600219,-0.028227558971892476,-1.272036149544004,1.2155810316002191,120.94783824037354,-0.002333862215527375,-0.10517229311828959,0.10050456868723483,640,,,8,63,49,18,68,TRUE,TRUE,FALSE,4.8476067604497075e-6,,response ~ site + (1 | site:Id),response ~ site + age_decade + (1 | site:Id),,,,,1,FALSE,FALSE,0.967,1.000
gap_timing_unaware,chest,paired_common_sample,12,l10_midpoint,Midpoint of the darkest 10 hours,L10,age,ESTIMABLE,0.6367415747520105,640,112,640,,0.22302903507988958,1,maximum-likelihood likelihood-ratio test,per 10-year increase,age_decade,2.732437227875702,6.078362337558813,-9.180934038724264,14.645808494475666,normal,ESTIMABLE,2.732437227875702,-9.180934038724264,14.645808494475666,difference,min,0.2732437227875702,-0.9180934038724263,1.4645808494475667,2.732437227875702,-9.180934038724264,14.645808494475666,0.2732437227875702,-0.9180934038724263,1.4645808494475667,111.63127056859915,0.024477345943998523,-0.0822433892578732,0.13119808114587023,640,,,8,63,49,18,68,TRUE,TRUE,FALSE,5.165929906070232e-6,,response ~ site + (1 | site:Id),response ~ site + age_decade + (1 | site:Id),,,,,0.902050564232015,FALSE,FALSE,0.637,0.902
gap_timing_unaware,chest,paired_common_sample,13,mean_timing_above_250,Mean timing of exposure above 250 lx melEDI,MLIT250,age,ESTIMABLE,0.935042206569929,603,112,603,,0.006642684196776827,1,maximum-likelihood likelihood-ratio test,per 10-year increase,age_decade,-0.4595754320873471,5.409033876075941,-11.061087020353277,10.141936156178584,normal,ESTIMABLE,-0.4595754320873471,-11.061087020353277,10.141936156178584,difference,min,-0.04595754320873471,-1.1061087020353277,1.0141936156178584,-0.4595754320873471,-11.061087020353277,10.141936156178584,-0.04595754320873471,-1.1061087020353277,1.0141936156178584,110.28448248813658,-0.004167181290774829,-0.10029595071585098,0.09196158813430133,603,,,8,63,49,18,68,TRUE,TRUE,FALSE,3.4560798667371273e-6,,response ~ site + (1 | site:Id),response ~ site + age_decade + (1 | site:Id),,,,,1,FALSE,FALSE,0.935,1.000
gap_timing_unaware,chest,paired_common_sample,14,first_timing_above_250,First light timing above 250 lx melEDI,FLIT250,age,ESTIMABLE,0.31816147832907365,603,112,603,,0.9964893408759963,1,maximum-likelihood likelihood-ratio test,per 10-year increase,age_decade,-8.25349284267353,8.56849384479087,-25.047432180216767,8.540446494869705,normal,ESTIMABLE,-8.25349284267353,-25.047432180216767,8.540446494869705,difference,min,-0.8253492842673531,-2.5047432180216767,0.8540446494869706,-8.25349284267353,-25.047432180216767,8.540446494869705,-0.8253492842673531,-2.5047432180216767,0.8540446494869706,142.28848383969802,-0.05800534674311312,-0.176032743510256,0.060022050024029765,603,,,8,63,49,18,68,TRUE,TRUE,FALSE,1.0459189070388675e-6,,response ~ site + (1 | site:Id),response ~ site + age_decade + (1 | site:Id),,,,,0.49170410287220473,FALSE,FALSE,0.318,0.492
gap_timing_unaware,chest,paired_common_sample,15,last_timing_above_250,Last light timing above 250 lx melEDI,LLIT250,age,ESTIMABLE,0.13350474498415094,603,112,603,,2.2512705749059023,1,maximum-likelihood likelihood-ratio test,per 10-year increase,age_decade,10.474270836568584,7.242197805586973,-3.720176031296891,24.66871770443406,normal,ESTIMABLE,10.474270836568584,-3.720176031296891,24.66871770443406,difference,min,1.0474270836568584,-0.37201760312968907,2.4668717704434058,10.474270836568584,-3.720176031296891,24.66871770443406,1.0474270836568584,-0.37201760312968907,2.4668717704434058,137.8704743720139,0.0759718198133272,-0.026983123458752988,0.1789267630854074,603,,,8,63,49,18,68,TRUE,TRUE,FALSE,9.231371222995222e-7,,response ~ site + (1 | site:Id),response ~ site + age_decade + (1 | site:Id),,,,,0.28369758309132076,FALSE,FALSE,0.134,0.284
gap_timing_unaware,chest,paired_common_sample,16,dose_time_sensitive_corrected_medi,melEDI dose,Dose,age,ESTIMABLE,9.384570192870612e-4,640,112,640,,10.945214100073827,1,maximum-likelihood likelihood-ratio test,per 10-year increase,age_decade,0.13776356604262452,0.042346251487434164,0.0547664382469779,0.22076069383827113,normal,ESTIMABLE,1.3732941373582137,1.134400575717385,1.6624963245543054,ratio,ratio,0.013776356604262453,0.00547664382469779,0.022076069383827113,,,,1.0322297139771077,1.0126902852907245,1.0521461476362213,0.7795066867818984,0.17673173095071856,0.07025781712415412,0.283205644777283,640,,,8,63,49,18,68,TRUE,TRUE,FALSE,1.1427800927776843e-5,,response ~ site + (1 | site:Id),response ~ site + age_decade + (1 | site:Id),,,,,0.0053179231092933465,TRUE,TRUE,<0.001,0.005
gap_timing_unaware,chest,paired_common_sample,17,mder_mean_of_viable_ratios,Melanopic daylight efficacy ratio,MDER,age,ESTIMABLE,0.17255016021820935,478,107,478,,1.8606468746769451,1,maximum-likelihood likelihood-ratio test,per 10-year increase,age_decade,0.01198166794782052,0.009125691174316806,-0.005904358087875447,0.029867693983516484,normal,ESTIMABLE,0.01198166794782052,-0.005904358087875447,0.029867693983516484,difference,dimensionless,0.0011981667947820519,-5.904358087875447e-4,0.0029867693983516483,,,,0.0011981667947820519,-5.904358087875447e-4,0.0029867693983516483,0.11564032529540898,0.10361150331610319,-0.051057951218940884,0.25828095785114724,478,,,8,60,47,18,68,TRUE,TRUE,FALSE,3.974491846747696e-6,,response ~ site + (1 | site:Id),response ~ site + age_decade + (1 | site:Id),,,,,0.3259280804121732,FALSE,FALSE,0.173,0.326
gap_timing_unaware,chest,paired_common_sample,1,interdaily_stability,Interdaily stability,IS,biological_sex,UNAVAILABLE,,,,,This analysis does not recompute participant-level IS or IV on identical paired participant-day sets; no approximation was made,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,—,—
gap_timing_unaware,chest,paired_common_sample,2,intradaily_variability,Intradaily variability,IV,biological_sex,UNAVAILABLE,,,,,This analysis does not recompute participant-level IS or IV on identical paired participant-day sets; no approximation was made,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,—,—
gap_timing_unaware,chest,paired_common_sample,3,daily_geometric_mean_medi,Mean melEDI,Mean,biological_sex,ESTIMABLE,7.401725164765539e-4,640,112,640,,11.385559595126438,1,maximum-likelihood likelihood-ratio test,Female minus Male,biological_sexFemale,-0.20553537643041112,0.061920137278154666,-0.32689661541337023,-0.084174137447452,normal,ESTIMABLE,0.6229664002378382,0.47108945674692443,0.8238077296511775,ratio,ratio,,,,,,,,,,0.484410850370828,-0.42429969575014453,-0.6748333881520678,-0.17376600334822126,640,,,8,63,49,18,68,TRUE,TRUE,FALSE,1.3710632629226893e-6,,response ~ site + (1 | site:Id),response ~ site + biological_sex + (1 | site:Id),,,,,0.012582932780101416,TRUE,TRUE,<0.001,0.013
gap_timing_unaware,chest,paired_common_sample,4,m10_mean_medi,Brightest 10 h mean,M10mean,biological_sex,ESTIMABLE,0.006641793032609233,640,112,640,,7.367371966739029,1,maximum-likelihood likelihood-ratio test,Female minus Male,biological_sexFemale,-0.23452012337219655,0.08864925216886894,-0.40826946487958893,-0.060770781864804196,normal,ESTIMABLE,0.5827467721463903,0.39059846759450867,0.8694191826670933,ratio,ratio,,,,,,,,,,0.7414293124199547,-0.31630813544010716,-0.5506519071211742,-0.08196436375904016,640,,,8,63,49,18,68,TRUE,TRUE,FALSE,1.1937117960769683e-6,,response ~ site + (1 | site:Id),response ~ site + biological_sex + (1 | site:Id),,,,,0.03763682718478566,TRUE,TRUE,0.007,0.038
gap_timing_unaware,chest,paired_common_sample,5,l10_mean_medi,Darkest 10 h mean,L10mean,biological_sex,ESTIMABLE,0.001707026751644791,640,112,640,,9.840590670384785,1,maximum-likelihood likelihood-ratio test,Female minus Male,biological_sexFemale,-0.13122930643680747,0.04267263486152841,-0.21486613389083148,-0.04759247898278346,normal,ESTIMABLE,0.7392148683365165,0.6097248086990308,0.8962053270158205,ratio,ratio,,,,,,,,,,0.3206857516502914,-0.40921464630556253,-0.670020831250225,-0.14840846136090005,640,,,8,63,49,18,68,TRUE,TRUE,FALSE,9.572154624493123e-5,,response ~ site + (1 | site:Id),response ~ site + biological_sex + (1 | site:Id),,,,,0.014509727388980724,TRUE,TRUE,0.002,0.015
gap_timing_unaware,chest,paired_common_sample,6,duration_above_1000,"Time above 1,000 lx melEDI",TAT1000,biological_sex,ESTIMABLE,0.025953931732537242,640,112,640,,4.959085350197256,1,maximum-likelihood likelihood-ratio test,Female minus Male,biological_sexFemale,-0.3119884282138287,0.13872104067641208,-0.5838766718375121,-0.04010018459014525,normal,ESTIMABLE,0.7319899986110473,0.5577320261444043,0.9606931876776836,ratio,ratio,,,,,,,,,,1.5117590436363686,-0.20637444143438044,-0.38622336958743214,-0.026525513281328687,640,,,8,63,49,18,68,TRUE,TRUE,FALSE,,,response ~ site + (1 | site:Id),response ~ site + biological_sex + (1 | site:Id),,,,,0.0630309770647333,TRUE,FALSE,0.026,0.063
gap_timing_unaware,chest,paired_common_sample,7,duration_above_250_wake,Time above 250 lx melEDI during wake,TAT250,biological_sex,ESTIMABLE,0.023221242078906683,592,111,592,,5.151878257733188,1,maximum-likelihood likelihood-ratio test,Female minus Male,biological_sexFemale,-0.23823997108035172,0.10363014699358775,-0.4413513269003754,-0.03512861526032804,normal,ESTIMABLE,0.7880135679354044,0.6431667051101531,0.9654812326517049,ratio,ratio,,,,,,,,,,2.2726598553940227,-0.10482869687467895,-0.1942003445226765,-0.0154570492266814,592,,,8,62,49,18,68,TRUE,TRUE,FALSE,,,response ~ site + (1 | site:Id),response ~ site + biological_sex + (1 | site:Id),,,,,0.0630309770647333,TRUE,FALSE,0.023,0.063
gap_timing_unaware,chest,paired_common_sample,8,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,TBT10,biological_sex,ESTIMABLE,0.8813499787984644,615,112,615,,0.022277979435330053,1,maximum-likelihood likelihood-ratio test,Female minus Male,biological_sexFemale,0.017602016823726002,0.12440542853592224,-0.226228142587953,0.26143217623540504,normal,ESTIMABLE,0.017602016823726002,-0.226228142587953,0.26143217623540504,difference,h,,,,1.0561210094235602,-13.573688555277181,15.685930574124303,,,,1.014137715110269,0.017356633681464163,-0.2230743805473745,0.25778764791030284,615,,,8,63,49,18,68,TRUE,TRUE,FALSE,1.4381384971784428e-6,,response ~ site + (1 | site:Id),response ~ site + biological_sex + (1 | site:Id),,,,,1,FALSE,FALSE,0.881,1.000
gap_timing_unaware,chest,paired_common_sample,9,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,TBT1,biological_sex,ESTIMABLE,0.03639738901581777,621,112,621,,4.378388726681351,1,maximum-likelihood likelihood-ratio test,Female minus Male,biological_sexFemale,0.07701192848637588,0.03640554135796751,0.005658378587076171,0.1483654783856756,normal,ESTIMABLE,1.0800549597366331,1.00567441744824,1.1599367507145908,ratio,ratio,,,,,,,,,,2.1143937403400113,0.036422699810864816,0.0026761234102813127,0.07016927621144832,621,,,8,63,49,18,68,TRUE,TRUE,FALSE,,,response ~ site + (1 | site:Id),response ~ site + biological_sex + (1 | site:Id),,,,,0.07382842764023428,TRUE,FALSE,0.036,0.074
gap_timing_unaware,chest,paired_common_sample,10,longest_bout_above_250,Longest continuous period above 250 lx melEDI,PAT250,biological_sex,ESTIMABLE,0.02471167384435441,640,112,640,,5.043978476075381,1,maximum-likelihood likelihood-ratio test,Female minus Male,biological_sexFemale,-0.09658924761559193,0.04429239926474534,-0.18340075496336114,-0.009777740267822715,normal,ESTIMABLE,0.8005910899484066,0.6555400728286288,0.9777374715463559,ratio,ratio,,,,,,,,,,0.3945873449103506,-0.24478546730264955,-0.4647912745529875,-0.024779660052311605,640,,,8,63,49,18,68,TRUE,TRUE,FALSE,1.4438228390645236e-6,,response ~ site + (1 | site:Id),response ~ site + biological_sex + (1 | site:Id),,,,,0.0630309770647333,TRUE,FALSE,0.025,0.063
gap_timing_unaware,chest,paired_common_sample,11,m10_midpoint,Midpoint of the brightest 10 hours,M10,biological_sex,ESTIMABLE,0.6426588084854497,640,112,640,,0.215281670954937,1,maximum-likelihood likelihood-ratio test,Female minus Male,biological_sexFemale,5.695227487874835,12.598708442268695,-18.997787310692527,30.388242286442196,normal,ESTIMABLE,5.695227487874835,-18.997787310692527,30.388242286442196,difference,min,,,,5.695227487874835,-18.997787310692527,30.388242286442196,,,,120.94783824037354,0.047088295009920345,-0.15707421965604743,0.25125080967588814,640,,,8,63,49,18,68,TRUE,TRUE,FALSE,4.997673386242241e-6,,response ~ site + (1 | site:Id),response ~ site + biological_sex + (1 | site:Id),,,,,0.9104333120210537,FALSE,FALSE,0.643,0.910
gap_timing_unaware,chest,paired_common_sample,12,l10_midpoint,Midpoint of the darkest 10 hours,L10,biological_sex,ESTIMABLE,0.4118285938368077,640,112,640,,0.6735155816613769,1,maximum-likelihood likelihood-ratio test,Female minus Male,biological_sexFemale,9.529390281456232,12.046125677395759,-14.080582199482608,33.13936276239507,normal,ESTIMABLE,9.529390281456232,-14.080582199482608,33.13936276239507,difference,min,,,,9.529390281456232,-14.080582199482608,33.13936276239507,,,,111.63127056859915,0.08536488237496387,-0.12613474815580344,0.2968645129057312,640,,,8,63,49,18,68,TRUE,TRUE,FALSE,1.5415935195051134e-6,,response ~ site + (1 | site:Id),response ~ site + biological_sex + (1 | site:Id),,,,,0.6364623722932482,FALSE,FALSE,0.412,0.636
gap_timing_unaware,chest,paired_common_sample,13,mean_timing_above_250,Mean timing of exposure above 250 lx melEDI,MLIT250,biological_sex,ESTIMABLE,0.11399089178250686,603,112,603,,2.4980011796869803,1,maximum-likelihood likelihood-ratio test,Female minus Male,biological_sexFemale,-16.37361254525908,10.701709483436058,-37.34857770580449,4.601352615286334,normal,ESTIMABLE,-16.37361254525908,-37.34857770580449,4.601352615286334,difference,min,,,,-16.37361254525908,-37.34857770580449,4.601352615286334,,,,110.28448248813658,-0.14846705697712645,-0.3386566891658771,0.04172257521162424,603,,,8,63,49,18,68,TRUE,TRUE,FALSE,2.637534635141492e-7,,response ~ site + (1 | site:Id),response ~ site + biological_sex + (1 | site:Id),,,,,0.19378451603026167,FALSE,FALSE,0.114,0.194
gap_timing_unaware,chest,paired_common_sample,14,first_timing_above_250,First light timing above 250 lx melEDI,FLIT250,biological_sex,ESTIMABLE,0.8149028665901016,603,112,603,,0.05480551154050772,1,maximum-likelihood likelihood-ratio test,Female minus Male,biological_sexFemale,3.8683524814950725,17.109927990113412,-29.666490157200997,37.40319512019114,normal,ESTIMABLE,3.8683524814950725,-29.666490157200997,37.40319512019114,difference,min,,,,3.8683524814950725,-29.666490157200997,37.40319512019114,,,,142.28848383969802,0.027186687053698262,-0.20849537050815173,0.26286874461554827,603,,,8,63,49,18,68,TRUE,TRUE,FALSE,6.539266905747354e-6,,response ~ site + (1 | site:Id),response ~ site + biological_sex + (1 | site:Id),,,,,1,FALSE,FALSE,0.815,1.000
gap_timing_unaware,chest,paired_common_sample,15,last_timing_above_250,Last light timing above 250 lx melEDI,LLIT250,biological_sex,ESTIMABLE,0.023481732685141195,603,112,603,,5.132511046531363,1,maximum-likelihood likelihood-ratio test,Female minus Male,biological_sexFemale,-31.391246303753316,14.267751228211779,-59.355524851425514,-3.426967756081119,normal,ESTIMABLE,-31.391246303753316,-59.355524851425514,-3.426967756081119,difference,min,,,,-31.391246303753316,-59.355524851425514,-3.426967756081119,,,,137.8704743720139,-0.22768650392143264,-0.430516578127289,-0.024856429715576243,603,,,8,63,49,18,68,TRUE,TRUE,FALSE,1.1505107977427542e-6,,response ~ site + (1 | site:Id),response ~ site + biological_sex + (1 | site:Id),,,,,0.0630309770647333,TRUE,FALSE,0.023,0.063
gap_timing_unaware,chest,paired_common_sample,16,dose_time_sensitive_corrected_medi,melEDI dose,Dose,biological_sex,ESTIMABLE,0.039085638162476975,640,112,640,,4.257141523198015,1,maximum-likelihood likelihood-ratio test,Female minus Male,biological_sexFemale,-0.17314567859659452,0.0866162270706264,-0.34291036413176545,-0.0033809930614235595,normal,ESTIMABLE,0.6712036683705862,0.4540353172426685,0.9922452005938236,ratio,ratio,,,,,,,,,,0.7795066867818984,-0.22212212099347867,-0.4399068923288273,-0.0043373496581300556,640,,,8,63,49,18,68,TRUE,TRUE,FALSE,1.5450041246367618e-6,,response ~ site + (1 | site:Id),response ~ site + biological_sex + (1 | site:Id),,,,,0.07382842764023428,TRUE,FALSE,0.039,0.074
gap_timing_unaware,chest,paired_common_sample,17,mder_mean_of_viable_ratios,Melanopic daylight efficacy ratio,MDER,biological_sex,ESTIMABLE,0.9057723822119577,478,107,478,,0.014012088248819055,1,maximum-likelihood likelihood-ratio test,Female minus Male,biological_sexFemale,0.00186851946010184,0.01856909837987838,-0.03452624458984085,0.03826328351004452,normal,ESTIMABLE,0.00186851946010184,-0.03452624458984085,0.03826328351004452,difference,dimensionless,,,,,,,,,,0.11564032529540898,0.016158026668712785,-0.2985657857814031,0.3308818391188286,478,,,8,60,47,18,68,TRUE,TRUE,FALSE,6.9786665335414e-6,,response ~ site + (1 | site:Id),response ~ site + biological_sex + (1 | site:Id),,,,,1,FALSE,FALSE,0.906,1.000
gap_timing_unaware,glasses,paired_common_sample,1,interdaily_stability,Interdaily stability,IS,age,UNAVAILABLE,,,,,This analysis does not recompute participant-level IS or IV on identical paired participant-day sets; no approximation was made,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,—,—
gap_timing_unaware,glasses,paired_common_sample,2,intradaily_variability,Intradaily variability,IV,age,UNAVAILABLE,,,,,This analysis does not recompute participant-level IS or IV on identical paired participant-day sets; no approximation was made,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,—,—
