run_id,placement,bin,observations,fitted_mean_lx,residual_mean,residual_q25,residual_q75
reader_temporal_raw_mean__chest,Chest,8,813,2.6297682137105904,-0.7480914650055949,-2.287536680704824,0.24177103536300645
reader_temporal_raw_mean__chest,Chest,9,813,4.912435490596768,-0.728561098759986,-2.4398889863184103,0.41476035679546286
reader_temporal_raw_mean__chest,Chest,10,813,8.31985181512172,-0.8035135210352281,-2.59321188295822,0.38329791851467154
reader_temporal_raw_mean__chest,Chest,11,813,12.913297501151959,-0.9477537432697479,-2.611670422648723,0.19721125168684953
reader_temporal_raw_mean__chest,Chest,12,813,18.720591426172888,-1.080056595303587,-2.9883799190757676,0.33901217070818535
reader_temporal_raw_mean__chest,Chest,13,813,26.852494870659378,-0.9877507420266206,-2.832160379849125,0.32967879146475615
reader_temporal_raw_mean__chest,Chest,14,813,38.284978543215246,-1.0217772025760177,-2.918583068502006,0.47237243031781895
reader_temporal_raw_mean__chest,Chest,15,813,51.550823754591555,-0.9194360305266249,-3.0005507590802023,0.7354596618319318
reader_temporal_raw_mean__chest,Chest,16,813,69.69530750898264,-0.9242815854555099,-2.597453195487312,0.5831907873542144
reader_temporal_raw_mean__chest,Chest,17,813,92.1587797978802,-0.6540863088180214,-2.645433325139362,0.9521668556633647
reader_temporal_raw_mean__chest,Chest,18,813,118.38377193131258,-0.724439578940898,-2.75894909231209,0.9551193411540301
reader_temporal_raw_mean__chest,Chest,19,813,153.2207129456712,-0.7739928076721426,-2.829176994172882,0.8802832968739539
reader_temporal_raw_mean__chest,Chest,20,813,199.35324396904457,-0.7991825792290431,-2.8405597450918108,0.8000296023338276
reader_temporal_raw_mean__chest,Chest,21,813,266.24335498061555,-1.0428558065566287,-3.2885965343532937,0.6590927293292728
reader_temporal_raw_mean__chest,Chest,22,813,380.7580863259232,-0.8895312235523937,-3.596899204808424,1.1420714110038368
reader_temporal_raw_mean__chest,Chest,23,813,636.2454273363787,-1.441581480916299,-4.686573835100766,0.8464051989343311
reader_temporal_raw_mean__chest,Chest,24,813,2504.673339916139,-1.0395688850613356,-5.818630042082632,3.006675666380996
