metric_slot,metric_id,manuscript_name,predictor_order,predictor_id,predictor,contrast,effect_scale,estimate_common_sample_predictor_specific,estimate_mutually_adjusted_joint,standard_error_common_sample_predictor_specific,standard_error_mutually_adjusted_joint,lower_95_common_sample_predictor_specific,lower_95_mutually_adjusted_joint,upper_95_common_sample_predictor_specific,upper_95_mutually_adjusted_joint,display_estimate_common_sample_predictor_specific,display_estimate_mutually_adjusted_joint,display_lower_95_common_sample_predictor_specific,display_lower_95_mutually_adjusted_joint,display_upper_95_common_sample_predictor_specific,display_upper_95_mutually_adjusted_joint,effect_status_common_sample_predictor_specific,effect_status_mutually_adjusted_joint,original_participant_days,original_participants,original_estimate,original_standard_error,original_display_estimate,original_display_lower_95,original_display_upper_95,common_participant_days,common_participants,common_sites,exact_source_zeros,sample_change_shift_in_original_se,sample_change_direction_reversal,covariate_shift_in_common_se,covariate_direction_reversal,covariate_stability,sample_stability,conditional_association_raw_p,conditional_association_bh_q,conditional_association_fdr_supported,conditional_association_status,conditional_heterogeneity_raw_p,conditional_heterogeneity_bh_q,conditional_heterogeneity_fdr_supported,conditional_heterogeneity_status
4,duration_above_1000,"Time above 1,000 lx melEDI",3,activity_status,Daily activity status,Active minus Sedentary,ratio of expected duration,0.5651296410307185,0.5781233741524979,0.09064974037983481,0.09045591675741632,0.3874594146783361,0.4008330351194088,0.7427998673831009,0.755413713185587,1.7596758941318422,1.7826898478676227,1.473233160763952,1.4930679577741872,2.1018120789400467,2.128491926400934,ESTIMABLE,ESTIMABLE,734,137,0.5513812091653636,0.08835661688834397,1.7356486568799938,1.459662759315382,2.0638166185333473,715,137,9,83,0.15560161026455735,FALSE,0.1433399926721677,FALSE,STABLE_LT_1_SE,STABLE_LT_1_SE,2.502236415607236e-10,1.8766773117054268e-09,TRUE,ESTIMABLE_EXPLORATORY,0.3946660723170443,0.6076250182049159,FALSE,ESTIMABLE_EXPLORATORY
4,duration_above_1000,"Time above 1,000 lx melEDI",11,previous_sleep_duration_centered_h,Previous-night sleep duration,Per 1 h greater previous-night sleep duration,ratio of expected duration,-0.07038166366732686,-0.07777355480425605,0.027636289596827214,0.02787066195684523,-0.12454779594342716,-0.1323990484649633,-0.016215531391226563,-0.02314806114354879,0.9320380269621888,0.9251739040108521,0.8828960615076973,0.875991362315351,0.9839152325814247,0.9771177998836776,ESTIMABLE,ESTIMABLE,784,141,-0.07047382501758734,0.02620209275098835,0.9319521330372408,0.8852997567514918,0.9810629356317164,715,137,9,83,0.0035173278385179484,FALSE,0.26747046165624977,FALSE,STABLE_LT_1_SE,STABLE_LT_1_SE,0.005283148595892138,0.00880524765982023,TRUE,ESTIMABLE_EXPLORATORY,0.14735583244729147,0.36838958111822867,FALSE,ESTIMABLE_EXPLORATORY
5,duration_above_250_wake,Time above 250 lx melEDI during wake,1,work_free_day,Work/free day,Free day minus Work day,ratio of expected duration,-0.3474864318644746,-0.2995292149016329,0.058328076180621365,0.059443356928824374,-0.461807360466001,-0.4160360536022881,-0.23316550326294816,-0.18302237620097772,0.7064615992312577,0.7411670689704584,0.6301437188426997,0.6596564870630213,0.7920224803716112,0.8327495217579499,ESTIMABLE,ESTIMABLE,729,141,-0.35705667708769434,0.05652598166326483,0.6997328377913065,0.6263502463769952,0.7817128629159552,669,136,9,19,0.16930701496227665,FALSE,0.8221978179828042,FALSE,STABLE_LT_1_SE,STABLE_LT_1_SE,5.673384774728461e-7,2.8366923873642304e-6,TRUE,ESTIMABLE_EXPLORATORY,0.002866428305163364,0.010140560432792076,TRUE,ESTIMABLE_EXPLORATORY
5,duration_above_250_wake,Time above 250 lx melEDI during wake,3,activity_status,Daily activity status,Active minus Sedentary,ratio of expected duration,0.2636737890687963,0.27114050257557504,0.07141423452152318,0.06958481904897369,0.12370446142311389,0.13475676336884995,0.4036431167144787,0.4075242417823001,1.3017034971239554,1.3114593208527938,1.1316813660716374,1.1442584249346373,1.4972695011375443,1.5030918827186415,ESTIMABLE,ESTIMABLE,675,136,0.261512387114802,0.07118413642280703,1.2988930310093545,1.1297473723697955,1.4933631600007196,669,136,9,19,0.030363534104794976,FALSE,0.10455497502431939,FALSE,STABLE_LT_1_SE,STABLE_LT_1_SE,1.0503047187107499e-4,5.110294040801448e-4,TRUE,ESTIMABLE_EXPLORATORY,0.14315970900547156,0.42947912701641466,FALSE,ESTIMABLE_EXPLORATORY
5,duration_above_250_wake,Time above 250 lx melEDI during wake,11,previous_sleep_duration_centered_h,Previous-night sleep duration,Per 1 h greater previous-night sleep duration,ratio of expected duration,-0.08546185026952245,-0.06218026555902267,0.02166841302041921,0.02189983721538615,-0.12793115939168287,-0.10510315776846946,-0.04299254114736205,-0.019257373349575883,0.9180881672022071,0.939713473547231,0.8799139508713674,0.9002316519078656,0.9579185350135759,0.9809268653181943,ESTIMABLE,ESTIMABLE,729,141,-0.09172800290127316,0.02079719479998946,0.9123532732424336,0.875911907174476,0.9503107428706028,669,136,9,19,0.3012979727320667,FALSE,1.0744480774185172,FALSE,SUBSTANTIAL_LIMITATION_1_TO_LT_2_SE,STABLE_LT_1_SE,0.004610914021478239,0.008645463790271698,TRUE,ESTIMABLE_EXPLORATORY,0.02528415115263526,0.1264207557631763,FALSE,ESTIMABLE_EXPLORATORY
6,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,1,work_free_day,Work/free day,Free day minus Work day,absolute difference,0.14962610990888,0.24634906422097957,0.07392866053559338,0.07464702658725549,0.0047285978338293955,0.100043580556955,0.2945236219839306,0.39265454788500415,0.14962610990888,0.24634906422097957,0.0047285978338293955,0.100043580556955,0.2945236219839306,0.39265454788500415,ESTIMABLE,ESTIMABLE,648,139,0.16553310450831613,0.07094616802698851,0.16553310450831613,0.02648117033429159,0.30458503868234066,597,134,9,10,0.22421217441067381,FALSE,1.308328239837806,FALSE,SUBSTANTIAL_LIMITATION_1_TO_LT_2_SE,STABLE_LT_1_SE,9.421903956204461e-4,0.0017666069917883363,TRUE,ESTIMABLE_EXPLORATORY,0.8874748542184069,0.9508659152340073,FALSE,ESTIMABLE_EXPLORATORY
6,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,3,activity_status,Daily activity status,Active minus Sedentary,absolute difference,-0.04971729067271339,-0.012304625063982753,0.09004406459662072,0.08811550232609405,-0.2262004143036881,-0.1850078361027824,0.12676583295826133,0.1603985859748169,-0.04971729067271339,-0.012304625063982753,-0.2262004143036881,-0.1850078361027824,0.12676583295826133,0.1603985859748169,ESTIMABLE,ESTIMABLE,602,134,-0.05196197105474369,0.08964284221972292,-0.05196197105474369,-0.22765871327720716,0.12373477116771976,597,134,9,10,0.025040263410305335,FALSE,0.415492856484565,FALSE,STABLE_LT_1_SE,STABLE_LT_1_SE,0.9045115015448764,0.9691194659409389,FALSE,ESTIMABLE_EXPLORATORY,0.33239304907517314,0.6076250182049159,FALSE,ESTIMABLE_EXPLORATORY
6,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,11,previous_sleep_duration_centered_h,Previous-night sleep duration,Per 1 h greater previous-night sleep duration,absolute difference,-0.1171575460383589,-0.14062496468750746,0.02661491476889171,0.0274130858004253,-0.16932182043698982,-0.1943536255614474,-0.06499327163972798,-0.08689630381356753,-0.1171575460383589,-0.14062496468750746,-0.16932182043698982,-0.1943536255614474,-0.06499327163972798,-0.08689630381356753,ESTIMABLE,ESTIMABLE,648,139,-0.11105880566550864,0.02512562679917195,-0.11105880566550864,-0.16030412928088006,-0.06181348205013724,597,134,9,10,0.24272987979950608,FALSE,0.8817393875924774,FALSE,STABLE_LT_1_SE,STABLE_LT_1_SE,5.083280478147768e-7,2.541640239073884e-6,TRUE,ESTIMABLE_EXPLORATORY,0.31848685715089725,0.6529580286445285,FALSE,ESTIMABLE_EXPLORATORY
7,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,1,work_free_day,Work/free day,Free day minus Work day,ratio of expected duration,0.006552886254286341,-0.0478239680046176,0.016146734348913727,0.014880592587923935,-0.025094131537520353,-0.07698939354556218,0.03819990404609304,-0.01865854246367302,1.0065744033875161,0.9533015838882808,0.9752181089276059,0.9258996740671221,1.0389389002108318,0.9815144505364881,ESTIMABLE,ESTIMABLE,770,141,0.00154020626050111,0.01534673502591658,1.0015413929873531,0.9718645445705296,1.0321244534240266,707,136,9,4,0.3266284317361406,FALSE,3.3676688476987393,TRUE,UNSTABLE_GE_2_SE_OR_DIRECTION_REVERSAL,STABLE_LT_1_SE,0.0013409651885281824,0.0020114477827922737,TRUE,ESTIMABLE_EXPLORATORY,0.08633533640455734,0.16187875575854502,FALSE,ESTIMABLE_EXPLORATORY
7,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,3,activity_status,Daily activity status,Active minus Sedentary,ratio of expected duration,0.01237721452919475,0.0025073799949871804,0.019633623683889097,0.017389427319681267,-0.026103980777240486,-0.03157527126336498,0.05085840983562998,0.03659003125333934,1.0124541292513762,1.0025105261011518,0.9742337827559131,0.9689180220252259,1.052173905259642,1.0372676863238717,ESTIMABLE,ESTIMABLE,713,136,0.01827231831228989,0.02245557225534462,1.0184402785686772,0.974588649886488,1.0642650118404846,707,136,9,4,0.2625229816484439,FALSE,0.5027006065266765,FALSE,STABLE_LT_1_SE,STABLE_LT_1_SE,0.8853411008631104,0.9691194659409389,FALSE,ESTIMABLE_EXPLORATORY,0.18681174555323984,0.4670293638830996,FALSE,ESTIMABLE_EXPLORATORY
7,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,11,previous_sleep_duration_centered_h,Previous-night sleep duration,Per 1 h greater previous-night sleep duration,ratio of expected duration,0.07405274892545025,0.07875555933243723,0.005403992782189947,0.005576431313171131,0.06346111769964355,0.06782595479636042,0.08464438015125694,0.08968516386851405,1.0768636073962337,1.0819398196522794,1.065518055202956,1.070179032741361,1.088329966134217,1.0938298523291232,ESTIMABLE,ESTIMABLE,770,141,0.07373235339692412,0.00510408283875589,1.0765186403774876,1.0658030311163915,1.0873419846313397,707,136,9,4,0.06277239979205011,FALSE,0.8702473516408347,FALSE,STABLE_LT_1_SE,STABLE_LT_1_SE,1.6077520568531914e-40,2.4116280852797872e-39,TRUE,ESTIMABLE_EXPLORATORY,0.3482442819437485,0.6529580286445285,FALSE,ESTIMABLE_EXPLORATORY
8,longest_bout_above_250,Longest continuous period above 250 lx melEDI,1,work_free_day,Work/free day,Free day minus Work day,ratio for fitted period + 0.1 h,-0.05315908690063325,-0.035132571682782936,0.024611617471738317,0.025139564559767867,-0.10139697074651707,-0.08440521280694747,-0.004921203054749419,0.014140069441381603,0.8847914415121124,0.9222898482122844,0.7917772685356848,0.8233695223027897,0.9887324707122469,1.0330945475567752,ESTIMABLE,ESTIMABLE,784,141,-0.05229831279709525,0.02414238356752719,0.8865468421533623,0.795029941587205,0.9885983687142528,715,137,9,20,0.0356540646092537,FALSE,0.7324392733858422,FALSE,STABLE_LT_1_SE,STABLE_LT_1_SE,0.15685191064872842,0.21388896906644783,FALSE,ESTIMABLE_EXPLORATORY,0.0033801868109306923,0.010140560432792076,TRUE,ESTIMABLE_EXPLORATORY
8,longest_bout_above_250,Longest continuous period above 250 lx melEDI,3,activity_status,Daily activity status,Active minus Sedentary,ratio for fitted period + 0.1 h,0.11416279410280084,0.11373513837885423,0.0295998552076149,0.029551448298029994,0.05614814394827529,0.05581536402371798,0.1721774442573264,0.17165491273399047,1.300657034410931,1.2993768900080922,1.1380154126647755,1.1371437377012215,1.486542890663787,1.484755397501661,ESTIMABLE,ESTIMABLE,734,137,0.1106995034781347,0.02913080080698924,1.2903261637234336,1.1313687612316996,1.471617094126448,715,137,9,20,0.11888758732081262,FALSE,0.01444789918555381,FALSE,STABLE_LT_1_SE,STABLE_LT_1_SE,1.3627450775470526e-4,5.110294040801448e-4,TRUE,ESTIMABLE_EXPLORATORY,0.37283120081980137,0.6076250182049159,FALSE,ESTIMABLE_EXPLORATORY
8,longest_bout_above_250,Longest continuous period above 250 lx melEDI,11,previous_sleep_duration_centered_h,Previous-night sleep duration,Per 1 h greater previous-night sleep duration,ratio for fitted period + 0.1 h,-0.020171200517587824,-0.0180257838064226,0.008841491941751519,0.009047475812017328,-0.03750020629302191,-0.03575851054897383,-0.002842194742153744,-2.930570638713624e-4,0.9546161985450838,0.9593436741588874,0.9172754996771754,0.9209615300708163,0.9934769726711176,0.9993254387921124,ESTIMABLE,ESTIMABLE,784,141,-0.01947253912737154,0.00860400614916048,0.9561531516244904,0.9197375520519137,0.9940105710828288,715,137,9,20,0.08120187016422033,FALSE,0.24265324509702746,FALSE,STABLE_LT_1_SE,STABLE_LT_1_SE,0.04618217482063057,0.06297569293722349,FALSE,ESTIMABLE_EXPLORATORY,0.06782980340902192,0.2543617627838322,FALSE,ESTIMABLE_EXPLORATORY
9,m10_midpoint,Midpoint of the brightest 10 hours,1,work_free_day,Work/free day,Free day minus Work day,absolute clock-hour difference,0.7240431383555,0.6048326476860635,0.1411364681402503,0.14964451511141896,0.4449371948192826,0.3089015241745419,1.0031490818917175,0.9007637711975851,0.7240431383555,0.6048326476860635,0.4449371948192826,0.3089015241745419,1.0031490818917175,0.9007637711975851,ESTIMABLE,ESTIMABLE,784,141,0.711715302380886,0.13948339856670344,0.711715302380886,0.4359491304141725,0.9874814743475996,715,137,9,0,0.0883821021088662,FALSE,0.8446469735304314,FALSE,STABLE_LT_1_SE,STABLE_LT_1_SE,8.833297997241847e-5,2.649989399172554e-4,TRUE,ESTIMABLE_EXPLORATORY,0.788680158266137,0.910015567230158,FALSE,ESTIMABLE_EXPLORATORY
9,m10_midpoint,Midpoint of the brightest 10 hours,3,activity_status,Daily activity status,Active minus Sedentary,absolute clock-hour difference,-0.22814501417451383,-0.1783298214877198,0.1758474674506129,0.17477670830162548,-0.5758940684620683,-0.5239613844810951,0.1196040401130406,0.16730174150565547,-0.22814501417451383,-0.1783298214877198,-0.5758940684620683,-0.5239613844810951,0.1196040401130406,0.16730174150565547,ESTIMABLE,ESTIMABLE,734,137,-0.28931602780293697,0.17310555967856492,-0.28931602780293697,-0.6316427928275472,0.05301073722167332,715,137,9,0,0.35337405535680055,FALSE,0.2832863811404319,FALSE,STABLE_LT_1_SE,STABLE_LT_1_SE,0.3093838489796597,0.4640757734694896,FALSE,ESTIMABLE_EXPLORATORY,0.4701395873778166,0.6076250182049159,FALSE,ESTIMABLE_EXPLORATORY
9,m10_midpoint,Midpoint of the brightest 10 hours,11,previous_sleep_duration_centered_h,Previous-night sleep duration,Per 1 h greater previous-night sleep duration,absolute clock-hour difference,0.19227591296234292,0.14758063873502952,0.047152283406019194,0.050725545672763946,0.09902940677340906,0.0472677892430232,0.2855224191512768,0.24789348822703583,0.19227591296234292,0.14758063873502952,0.09902940677340906,0.0472677892430232,0.2855224191512768,0.24789348822703583,ESTIMABLE,ESTIMABLE,784,141,0.23374193552220665,0.0487204409663973,0.23374193552220665,0.13741900648625716,0.33006486455815615,715,137,9,0,0.8511011340899609,FALSE,0.94789204252212,FALSE,STABLE_LT_1_SE,STABLE_LT_1_SE,0.004231685678459841,0.008645463790271698,TRUE,ESTIMABLE_EXPLORATORY,0.9930735846953442,1,FALSE,ESTIMABLE_EXPLORATORY
10,l10_midpoint,Midpoint of the darkest 10 hours,1,work_free_day,Work/free day,Free day minus Work day,absolute unwrapped clock-hour difference,0.6209276807597119,0.5263452190861119,0.13329211071743016,0.13968852738586182,0.35733443078017246,0.25010266639255424,0.8845209307392514,0.8025877717796694,0.6209276807597119,0.5263452190861119,0.35733443078017246,0.25010266639255424,0.8845209307392514,0.8025877717796694,ESTIMABLE,ESTIMABLE,784,141,0.5731152650819543,0.1302066593837801,0.5731152650819543,0.31568970482312814,0.8305408253407804,715,137,9,0,0.3672040731559821,FALSE,0.7095878455560524,FALSE,STABLE_LT_1_SE,STABLE_LT_1_SE,2.4430527003685664e-4,6.107631750921416e-4,TRUE,ESTIMABLE_EXPLORATORY,0.41360008342658117,0.5640001137635198,FALSE,ESTIMABLE_EXPLORATORY
10,l10_midpoint,Midpoint of the darkest 10 hours,3,activity_status,Daily activity status,Active minus Sedentary,absolute unwrapped clock-hour difference,-0.2852116652184573,-0.24370948664104097,0.17036779414346226,0.171551400194067,-0.6221243325054338,-0.5829628068285911,0.051701002068519075,0.0955438335465092,-0.2852116652184573,-0.24370948664104097,-0.6221243325054338,-0.5829628068285911,0.051701002068519075,0.0955438335465092,ESTIMABLE,ESTIMABLE,734,137,-0.31041865550941833,0.1639814806990918,-0.31041865550941833,-0.6347019998219967,0.0138646888031601,715,137,9,0,0.1537185186003789,FALSE,0.24360342743223193,FALSE,STABLE_LT_1_SE,STABLE_LT_1_SE,0.1577156484384194,0.29571684082203636,FALSE,ESTIMABLE_EXPLORATORY,0.4152568198082063,0.6076250182049159,FALSE,ESTIMABLE_EXPLORATORY
10,l10_midpoint,Midpoint of the darkest 10 hours,11,previous_sleep_duration_centered_h,Previous-night sleep duration,Per 1 h greater previous-night sleep duration,absolute unwrapped clock-hour difference,0.15029658160476725,0.11067521664298728,0.04667785828751936,0.04932530424956006,0.057988279921592986,0.013131429667222014,0.2426048832879415,0.20821900361875256,0.15029658160476725,0.11067521664298728,0.057988279921592986,0.013131429667222014,0.2426048832879415,0.20821900361875256,ESTIMABLE,ESTIMABLE,784,141,0.17434956327715562,0.04730726489969056,0.17434956327715562,0.08082055924041907,0.26787856731389215,715,137,9,0,0.5084416045482625,FALSE,0.8488256834263078,FALSE,STABLE_LT_1_SE,STABLE_LT_1_SE,0.026462819229061862,0.03969422884359279,TRUE,ESTIMABLE_EXPLORATORY,0.6253364656245645,0.8527315440334969,FALSE,ESTIMABLE_EXPLORATORY
11,mean_timing_above_250,Mean timing of exposure above 250 lx melEDI,1,work_free_day,Work/free day,Free day minus Work day,absolute clock-hour difference,0.22863770722066507,0.16610894614657046,0.13245556337310233,0.13686459230924208,-0.030970426542578144,-0.10214072553830161,0.4882458409839083,0.43435861783144253,0.22863770722066507,0.16610894614657046,-0.030970426542578144,-0.10214072553830161,0.4882458409839083,0.43435861783144253,ESTIMABLE,ESTIMABLE,715,141,0.2445269232188019,0.13010449443358513,0.2445269232188019,-0.01047320009781679,0.49952704653542057,658,137,9,0,0.12212657270074445,FALSE,0.47207349756961803,FALSE,STABLE_LT_1_SE,STABLE_LT_1_SE,0.2188714509911359,0.27358931373891987,FALSE,ESTIMABLE_EXPLORATORY,0.5439704925580775,0.6799631156975969,FALSE,ESTIMABLE_EXPLORATORY
