data_scenario,placement,sample_scenario,metric_order,metric_id,manuscript_name,abbreviation,predictor,comparison_status,p_raw,observations,participants,participant_days,unavailable_reason,statistic,degrees_freedom,comparison_method,estimand,term,estimate_model,standard_error,conf_low_model,conf_high_model,interval_distribution,estimate_status,estimate_practical,conf_low_practical,conf_high_practical,practical_effect_type,practical_unit,estimate_model_per_year,conf_low_model_per_year,conf_high_model_per_year,estimate_minutes,conf_low_minutes,conf_high_minutes,estimate_practical_per_year,conf_low_practical_per_year,conf_high_practical_per_year,response_model_scale_sd,standardized_estimate,standardized_conf_low,standardized_conf_high,contributing_participant_days,metric_support_valid_hours,metric_support_expected_hours,sites,female_participants,male_participants,age_min,age_max,row_key_hash,model_frame_sha256,final_converged,final_positive_definite_hessian,final_singular,final_max_gradient,final_convergence_message,reduced_formula,full_formula,reduced_warnings,full_ml_warnings,final_warnings,fit_errors,p_adjusted,raw_significant,adjusted_significant,p_raw_display,p_adjusted_display
gap_timing_unaware,chest,paired_common_sample,11,m10_midpoint,Midpoint of the brightest 10 hours,M10,age,ESTIMABLE,0.9666127438434532,640,112,640,,0.00175200335797853,1,maximum-likelihood likelihood-ratio test,per 10-year increase,age_decade,-0.28227558971892475,6.346078807483788,-12.72036149544004,12.15581031600219,normal,ESTIMABLE,-0.28227558971892475,-12.72036149544004,12.15581031600219,difference,min,-0.02822755897189247,-1.272036149544004,1.2155810316002191,-0.28227558971892475,-12.72036149544004,12.15581031600219,-0.02822755897189247,-1.272036149544004,1.2155810316002191,120.94783824037354,-0.00233386221552737,-0.1051722931182896,0.10050456868723484,640,,,8,63,49,18,68,9561ae39dbb2b08f80ca589be6828ed11bd83fdb448aca5d2cd7bef29ae2888f,9f0d37609aeb77609556e1431371ee93011a6d96d60376ae06e3c063d13f103e,TRUE,TRUE,FALSE,4.8476067604497075e-6,,response ~ site + (1 | site:Id),response ~ site + age_decade + (1 | site:Id),,,,,1,FALSE,FALSE,0.967,1.000
gap_timing_unaware,chest,paired_common_sample,12,l10_midpoint,Midpoint of the darkest 10 hours,L10,age,ESTIMABLE,0.6367415747520105,640,112,640,,0.2230290350798896,1,maximum-likelihood likelihood-ratio test,per 10-year increase,age_decade,2.732437227875702,6.078362337558813,-9.180934038724264,14.645808494475666,normal,ESTIMABLE,2.732437227875702,-9.180934038724264,14.645808494475666,difference,min,0.2732437227875702,-0.9180934038724264,1.4645808494475667,2.732437227875702,-9.180934038724264,14.645808494475666,0.2732437227875702,-0.9180934038724264,1.4645808494475667,111.63127056859916,0.02447734594399852,-0.0822433892578732,0.13119808114587023,640,,,8,63,49,18,68,0b05f1f28b3474f70d5d336a7f99335290a5c091d084be976d7c8c1d4a13cb81,9907c97267948fd51855bdaf0aa4abd22fa9ebd5b289392620fd33c2f5342da8,TRUE,TRUE,FALSE,5.165929906070232e-6,,response ~ site + (1 | site:Id),response ~ site + age_decade + (1 | site:Id),,,,,0.902050564232015,FALSE,FALSE,0.637,0.902
gap_timing_unaware,chest,paired_common_sample,13,mean_timing_above_250,Mean timing of exposure above 250 lx melEDI,MLIT250,age,ESTIMABLE,0.935042206569929,603,112,603,,0.00664268419677682,1,maximum-likelihood likelihood-ratio test,per 10-year increase,age_decade,-0.4595754320873471,5.409033876075941,-11.061087020353275,10.141936156178584,normal,ESTIMABLE,-0.4595754320873471,-11.061087020353275,10.141936156178584,difference,min,-0.04595754320873471,-1.1061087020353275,1.0141936156178584,-0.4595754320873471,-11.061087020353275,10.141936156178584,-0.04595754320873471,-1.1061087020353275,1.0141936156178584,110.28448248813658,-0.00416718129077482,-0.10029595071585098,0.09196158813430132,603,,,8,63,49,18,68,f9b7ce66f8bb5cad866e007cf6d0196922af866771f19cb8c5b6f4280e3a15da,d5c34d99f35f31bd64e551438cbacf532eda95c116ae9b8d9b0cca4ead88b878,TRUE,TRUE,FALSE,3.4560798667371273e-6,,response ~ site + (1 | site:Id),response ~ site + age_decade + (1 | site:Id),,,,,1,FALSE,FALSE,0.935,1.000
gap_timing_unaware,chest,paired_common_sample,14,first_timing_above_250,First light timing above 250 lx melEDI,FLIT250,age,ESTIMABLE,0.31816147832907365,603,112,603,,0.9964893408759964,1,maximum-likelihood likelihood-ratio test,per 10-year increase,age_decade,-8.25349284267353,8.56849384479087,-25.047432180216767,8.540446494869705,normal,ESTIMABLE,-8.25349284267353,-25.047432180216767,8.540446494869705,difference,min,-0.8253492842673531,-2.5047432180216767,0.8540446494869706,-8.25349284267353,-25.047432180216767,8.540446494869705,-0.8253492842673531,-2.5047432180216767,0.8540446494869706,142.28848383969802,-0.05800534674311312,-0.176032743510256,0.06002205002402976,603,,,8,63,49,18,68,16d47740595085119f22b912baa02b0df514a85a8ad2baa28e85439fcaa09387,e0da6080e7a37377f6e4bb3245c525be612ee5a524e5de18f3776c257049c25f,TRUE,TRUE,FALSE,1.0459189070388677e-6,,response ~ site + (1 | site:Id),response ~ site + age_decade + (1 | site:Id),,,,,0.49170410287220473,FALSE,FALSE,0.318,0.492
gap_timing_unaware,chest,paired_common_sample,15,last_timing_above_250,Last light timing above 250 lx melEDI,LLIT250,age,ESTIMABLE,0.13350474498415094,603,112,603,,2.2512705749059023,1,maximum-likelihood likelihood-ratio test,per 10-year increase,age_decade,10.474270836568584,7.242197805586973,-3.720176031296891,24.66871770443406,normal,ESTIMABLE,10.474270836568584,-3.720176031296891,24.66871770443406,difference,min,1.0474270836568584,-0.37201760312968907,2.4668717704434058,10.474270836568584,-3.720176031296891,24.66871770443406,1.0474270836568584,-0.37201760312968907,2.4668717704434058,137.8704743720139,0.0759718198133272,-0.02698312345875298,0.1789267630854074,603,,,8,63,49,18,68,3e98a6a253fe17e7b986cc18fc30b57a18a6d2c55db05821de808beba4f0f2fa,466df78b7637451adecd1c74633e72181477630bb6bd9542f31b940a76a0a250,TRUE,TRUE,FALSE,9.231371222995222e-7,,response ~ site + (1 | site:Id),response ~ site + age_decade + (1 | site:Id),,,,,0.28369758309132076,FALSE,FALSE,0.134,0.284
gap_timing_unaware,chest,paired_common_sample,16,dose_time_sensitive_corrected_medi,melEDI dose,Dose,age,ESTIMABLE,9.384570192870612e-4,640,112,640,,10.945214100073828,1,maximum-likelihood likelihood-ratio test,per 10-year increase,age_decade,0.13776356604262452,0.04234625148743416,0.0547664382469779,0.22076069383827113,normal,ESTIMABLE,1.3732941373582137,1.134400575717385,1.6624963245543054,ratio,ratio,0.01377635660426245,0.00547664382469779,0.02207606938382711,,,,1.0322297139771075,1.0126902852907245,1.0521461476362213,0.7795066867818984,0.17673173095071856,0.07025781712415412,0.283205644777283,640,,,8,63,49,18,68,31f2da289cb1a14f027cab06aaf8635ba130589442180eaf797e6a3a4af05054,a47ac02716627326541f8875573549db54468ccb1d2fbf309582256e9f74b87b,TRUE,TRUE,FALSE,1.1427800927776843e-5,,response ~ site + (1 | site:Id),response ~ site + age_decade + (1 | site:Id),,,,,0.00531792310929334,TRUE,TRUE,<0.001,0.005
gap_timing_unaware,chest,paired_common_sample,17,mder_mean_of_viable_ratios,Melanopic daylight efficacy ratio,MDER,age,ESTIMABLE,0.17255016021820935,478,107,478,,1.8606468746769451,1,maximum-likelihood likelihood-ratio test,per 10-year increase,age_decade,0.01198166794782052,0.0091256911743168,-0.00590435808787544,0.02986769398351648,normal,ESTIMABLE,0.01198166794782052,-0.00590435808787544,0.02986769398351648,difference,dimensionless,0.00119816679478205,-5.904358087875447e-4,0.00298676939835164,,,,0.00119816679478205,-5.904358087875447e-4,0.00298676939835164,0.11564032529540898,0.1036115033161032,-0.05105795121894088,0.25828095785114724,478,,,8,60,47,18,68,724991e21a2f96708616b140ff2dd25e15b391d88d0587d6382bf874bf4f7e67,1fa5e6c27e5ec77466c6cfa41898475aa4018e9783180df84aca0c6530207343,TRUE,TRUE,FALSE,3.974491846747696e-6,,response ~ site + (1 | site:Id),response ~ site + age_decade + (1 | site:Id),,,,,0.3259280804121732,FALSE,FALSE,0.173,0.326
gap_timing_unaware,chest,paired_common_sample,1,interdaily_stability,Interdaily stability,IS,biological_sex,UNAVAILABLE,,,,,No current artifact recomputes participant-level IS or IV on identical paired participant-day sets; no approximation was made,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,—,—
gap_timing_unaware,chest,paired_common_sample,2,intradaily_variability,Intradaily variability,IV,biological_sex,UNAVAILABLE,,,,,No current artifact recomputes participant-level IS or IV on identical paired participant-day sets; no approximation was made,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,—,—
gap_timing_unaware,chest,paired_common_sample,3,daily_geometric_mean_medi,Mean melEDI,Mean,biological_sex,ESTIMABLE,7.401725164765539e-4,640,112,640,,11.385559595126438,1,maximum-likelihood likelihood-ratio test,Female minus Male,biological_sexFemale,-0.20553537643041112,0.06192013727815466,-0.32689661541337023,-0.084174137447452,normal,ESTIMABLE,0.6229664002378382,0.4710894567469244,0.8238077296511775,ratio,ratio,,,,,,,,,,0.484410850370828,-0.42429969575014453,-0.6748333881520678,-0.17376600334822126,640,,,8,63,49,18,68,245e5e4c43f2e7511fdd5093e39f47a6f74e6ac8664e51fe80806f249661bf16,3fb940f249a024513b0392e75d8f8fa30fa197b2cf79f3c00b82ecd3a21faee6,TRUE,TRUE,FALSE,1.3710632629226891e-6,,response ~ site + (1 | site:Id),response ~ site + biological_sex + (1 | site:Id),,,,,0.01258293278010141,TRUE,TRUE,<0.001,0.013
gap_timing_unaware,chest,paired_common_sample,4,m10_mean_medi,Brightest 10 h mean,M10mean,biological_sex,ESTIMABLE,0.00664179303260923,640,112,640,,7.367371966739029,1,maximum-likelihood likelihood-ratio test,Female minus Male,biological_sexFemale,-0.23452012337219655,0.08864925216886894,-0.408269464879589,-0.06077078186480419,normal,ESTIMABLE,0.5827467721463903,0.3905984675945086,0.8694191826670933,ratio,ratio,,,,,,,,,,0.7414293124199547,-0.31630813544010716,-0.5506519071211742,-0.08196436375904016,640,,,8,63,49,18,68,7580566a337ce2fa14453f463debcda1e260174fa3d3857d08b24e22671f0471,f4d6a050ac64f86271fca9c467ffaa03d7a3a8df2133bfc1aa1172176041c3db,TRUE,TRUE,FALSE,1.1937117960769683e-6,,response ~ site + (1 | site:Id),response ~ site + biological_sex + (1 | site:Id),,,,,0.03763682718478564,TRUE,TRUE,0.007,0.038
gap_timing_unaware,chest,paired_common_sample,5,l10_mean_medi,Darkest 10 h mean,L10mean,biological_sex,ESTIMABLE,0.00170702675164479,640,112,640,,9.840590670384785,1,maximum-likelihood likelihood-ratio test,Female minus Male,biological_sexFemale,-0.13122930643680747,0.04267263486152841,-0.21486613389083148,-0.04759247898278346,normal,ESTIMABLE,0.7392148683365165,0.6097248086990308,0.8962053270158205,ratio,ratio,,,,,,,,,,0.3206857516502914,-0.40921464630556253,-0.670020831250225,-0.14840846136090005,640,,,8,63,49,18,68,412612d1cbe0be6b0a670aa4172fa1ad30cce53b88d7d878beb0f37bf4f7a3f2,41dc0f882e9ccd27042b15ac368b47cff46978b7ab84f902622d7a6d0176f099,TRUE,TRUE,FALSE,9.572154624493125e-5,,response ~ site + (1 | site:Id),response ~ site + biological_sex + (1 | site:Id),,,,,0.01450972738898071,TRUE,TRUE,0.002,0.015
gap_timing_unaware,chest,paired_common_sample,6,duration_above_1000,"Time above 1,000 lx melEDI",TAT1000,biological_sex,ESTIMABLE,0.02595393173253724,640,112,640,,4.959085350197256,1,maximum-likelihood likelihood-ratio test,Female minus Male,biological_sexFemale,-0.3119884282138287,0.13872104067641208,-0.5838766718375121,-0.04010018459014525,normal,ESTIMABLE,0.7319899986110473,0.5577320261444043,0.9606931876776836,ratio,ratio,,,,,,,,,,1.5117590436363686,-0.20637444143438044,-0.38622336958743214,-0.02652551328132868,640,,,8,63,49,18,68,4bf446556426b2b6e6f24b44b7fbc97f86471653b5f57c92b13742003d074dff,b21f884513555b741e3954851a0db155b1717ee2e25e38dcaf07e8b8086a651f,TRUE,TRUE,FALSE,,,response ~ site + (1 | site:Id),response ~ site + biological_sex + (1 | site:Id),,,,,0.06303097706473329,TRUE,FALSE,0.026,0.063
gap_timing_unaware,chest,paired_common_sample,7,duration_above_250_wake,Time above 250 lx melEDI during wake,TAT250,biological_sex,ESTIMABLE,0.02322124207890668,592,111,592,,5.151878257733188,1,maximum-likelihood likelihood-ratio test,Female minus Male,biological_sexFemale,-0.23823997108035172,0.10363014699358776,-0.4413513269003754,-0.03512861526032804,normal,ESTIMABLE,0.7880135679354044,0.6431667051101531,0.9654812326517048,ratio,ratio,,,,,,,,,,2.2726598553940227,-0.10482869687467895,-0.1942003445226765,-0.0154570492266814,592,,,8,62,49,18,68,231813b4fde709bb46901a150f03f2fbbea57596db2b0c68e6bb4e86c9b867ad,03dac46eed6e639391fb4f36c82af18f0a0deae7e8b87721131d664f4f2f6547,TRUE,TRUE,FALSE,,,response ~ site + (1 | site:Id),response ~ site + biological_sex + (1 | site:Id),,,,,0.06303097706473329,TRUE,FALSE,0.023,0.063
gap_timing_unaware,chest,paired_common_sample,8,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,TBT10,biological_sex,ESTIMABLE,0.8813499787984644,615,112,615,,0.02227797943533005,1,maximum-likelihood likelihood-ratio test,Female minus Male,biological_sexFemale,0.017602016823726,0.12440542853592224,-0.226228142587953,0.26143217623540504,normal,ESTIMABLE,0.017602016823726,-0.226228142587953,0.26143217623540504,difference,h,,,,1.0561210094235602,-13.57368855527718,15.685930574124304,,,,1.014137715110269,0.01735663368146416,-0.2230743805473745,0.25778764791030284,615,,,8,63,49,18,68,c920df2d511aeea4cf2acc72f83a38625d41c4665300404dd4480f45a64e60f5,0305c21075b01ef0b4a3f77ebe37fd1c2450bd6c8a6ae94a9359b4d78bf33626,TRUE,TRUE,FALSE,1.4381384971784428e-6,,response ~ site + (1 | site:Id),response ~ site + biological_sex + (1 | site:Id),,,,,1,FALSE,FALSE,0.881,1.000
gap_timing_unaware,chest,paired_common_sample,9,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,TBT1,biological_sex,ESTIMABLE,0.03639738901581777,621,112,621,,4.378388726681351,1,maximum-likelihood likelihood-ratio test,Female minus Male,biological_sexFemale,0.07701192848637588,0.03640554135796751,0.00565837858707617,0.1483654783856756,normal,ESTIMABLE,1.0800549597366331,1.00567441744824,1.1599367507145908,ratio,ratio,,,,,,,,,,2.1143937403400113,0.03642269981086481,0.00267612341028131,0.07016927621144832,621,,,8,63,49,18,68,25ef243386c4aa7b2b1ddafb2b830ed5e8b11e7bd114d7eb48398b06d7eedcb4,1eb995f425b3c734091f4ed474ea8acc6061db52dada5a46530a0323d489f753,TRUE,TRUE,FALSE,,,response ~ site + (1 | site:Id),response ~ site + biological_sex + (1 | site:Id),,,,,0.07382842764023427,TRUE,FALSE,0.036,0.074
gap_timing_unaware,chest,paired_common_sample,10,longest_bout_above_250,Longest continuous period above 250 lx melEDI,PAT250,biological_sex,ESTIMABLE,0.02471167384435441,640,112,640,,5.043978476075381,1,maximum-likelihood likelihood-ratio test,Female minus Male,biological_sexFemale,-0.09658924761559191,0.04429239926474534,-0.1834007549633611,-0.00977774026782271,normal,ESTIMABLE,0.8005910899484066,0.6555400728286288,0.977737471546356,ratio,ratio,,,,,,,,,,0.3945873449103506,-0.24478546730264955,-0.4647912745529875,-0.0247796600523116,640,,,8,63,49,18,68,6a9d26c74972256377689ff97a93309a24b9700fb6140d3ee210fbf6f01d0d32,7fb63443b2a71d5ec0c18c6c175700c973d7e92139ed1d7df5dc2151a63fe807,TRUE,TRUE,FALSE,1.4438228390645236e-6,,response ~ site + (1 | site:Id),response ~ site + biological_sex + (1 | site:Id),,,,,0.06303097706473329,TRUE,FALSE,0.025,0.063
gap_timing_unaware,chest,paired_common_sample,11,m10_midpoint,Midpoint of the brightest 10 hours,M10,biological_sex,ESTIMABLE,0.6426588084854497,640,112,640,,0.215281670954937,1,maximum-likelihood likelihood-ratio test,Female minus Male,biological_sexFemale,5.695227487874835,12.598708442268697,-18.997787310692527,30.388242286442196,normal,ESTIMABLE,5.695227487874835,-18.997787310692527,30.388242286442196,difference,min,,,,5.695227487874835,-18.997787310692527,30.388242286442196,,,,120.94783824037354,0.04708829500992034,-0.15707421965604745,0.25125080967588814,640,,,8,63,49,18,68,9561ae39dbb2b08f80ca589be6828ed11bd83fdb448aca5d2cd7bef29ae2888f,9f0d37609aeb77609556e1431371ee93011a6d96d60376ae06e3c063d13f103e,TRUE,TRUE,FALSE,4.997673386242241e-6,,response ~ site + (1 | site:Id),response ~ site + biological_sex + (1 | site:Id),,,,,0.9104333120210536,FALSE,FALSE,0.643,0.910
gap_timing_unaware,chest,paired_common_sample,12,l10_midpoint,Midpoint of the darkest 10 hours,L10,biological_sex,ESTIMABLE,0.4118285938368077,640,112,640,,0.6735155816613769,1,maximum-likelihood likelihood-ratio test,Female minus Male,biological_sexFemale,9.529390281456232,12.04612567739576,-14.080582199482608,33.13936276239507,normal,ESTIMABLE,9.529390281456232,-14.080582199482608,33.13936276239507,difference,min,,,,9.529390281456232,-14.080582199482608,33.13936276239507,,,,111.63127056859916,0.08536488237496387,-0.12613474815580344,0.2968645129057312,640,,,8,63,49,18,68,0b05f1f28b3474f70d5d336a7f99335290a5c091d084be976d7c8c1d4a13cb81,9907c97267948fd51855bdaf0aa4abd22fa9ebd5b289392620fd33c2f5342da8,TRUE,TRUE,FALSE,1.5415935195051134e-6,,response ~ site + (1 | site:Id),response ~ site + biological_sex + (1 | site:Id),,,,,0.6364623722932482,FALSE,FALSE,0.412,0.636
