"relative_path","role_pre","sha256_pre","bytes_pre","modified_utc_pre","is_symlink_pre","symlink_target_pre","role_post","sha256_post","bytes_post","modified_utc_post","is_symlink_post","symlink_target_post","delta","classification","status"
"artifacts/06_model_data/H06_daily/H06_daily_joint_context_exploratory_frame_registry.csv","h06_daily_protected","34679dd10561ab4ca8a442d6a765daa7705f059bd4f6e0f07cb29b1b61f9a1fb",3613,"2026-08-13T05:24:59.697202Z UTC",FALSE,,"h06_daily_protected","34679dd10561ab4ca8a442d6a765daa7705f059bd4f6e0f07cb29b1b61f9a1fb",3613,"2026-08-13T05:24:59.697202Z UTC",FALSE,,"UNCHANGED","BYTE_IDENTICAL","PASS"
"artifacts/06_model_data/H06_daily/H06_daily_joint_context_exploratory_frames.rds","h06_daily_protected","9276c0ff0450c2a6dca603f38a4e9f24a957b84a936a1f68ec35ae3f593e4fb8",261074,"2026-08-13T05:24:59.695927Z UTC",FALSE,,"h06_daily_protected","9276c0ff0450c2a6dca603f38a4e9f24a957b84a936a1f68ec35ae3f593e4fb8",261074,"2026-08-13T05:24:59.695927Z UTC",FALSE,,"UNCHANGED","BYTE_IDENTICAL","PASS"
"artifacts/06_model_data/H06_daily/H06_daily_l10_metric011__gap_timing_unaware__chest__all_available__activity_status__positive_magnitude__frame.rds","h06_daily_protected","d86edc91d73f8a5715e2c91adc0dfd5f05b87dc302894f243064b57ba752d1e3",20044,"2026-08-11T23:51:48.364800Z UTC",FALSE,,"h06_daily_protected","d86edc91d73f8a5715e2c91adc0dfd5f05b87dc302894f243064b57ba752d1e3",20044,"2026-08-11T23:51:48.364800Z UTC",FALSE,,"UNCHANGED","BYTE_IDENTICAL","PASS"
"artifacts/06_model_data/H06_daily/H06_daily_l10_metric011__gap_timing_unaware__chest__all_available__activity_status__zero_occurrence__frame.rds","h06_daily_protected","660180a125ef0a06dbcf91a54c47eb74529157cbbe3310dab85d19796ae4d04d",15152,"2026-08-11T23:51:48.466383Z UTC",FALSE,,"h06_daily_protected","660180a125ef0a06dbcf91a54c47eb74529157cbbe3310dab85d19796ae4d04d",15152,"2026-08-11T23:51:48.466383Z UTC",FALSE,,"UNCHANGED","BYTE_IDENTICAL","PASS"
"artifacts/06_model_data/H06_daily/H06_daily_l10_metric011__gap_timing_unaware__chest__all_available__previous_sleep_duration_centered_h__positive_magnitude__frame.rds","h06_daily_protected","c9a968464160b7d36237f06868fb8b14b170ab04c15b317ab2b3551151fe60de",20872,"2026-08-11T23:51:49.178750Z UTC",FALSE,,"h06_daily_protected","c9a968464160b7d36237f06868fb8b14b170ab04c15b317ab2b3551151fe60de",20872,"2026-08-11T23:51:49.178750Z UTC",FALSE,,"UNCHANGED","BYTE_IDENTICAL","PASS"
"artifacts/06_model_data/H06_daily/H06_daily_l10_metric011__gap_timing_unaware__chest__all_available__previous_sleep_duration_centered_h__zero_occurrence__frame.rds","h06_daily_protected","ddaa762f14c8433ea00264408d235034138b8d48b9e70fbac8f93a0c96350702",15844,"2026-08-11T23:51:49.248623Z UTC",FALSE,,"h06_daily_protected","ddaa762f14c8433ea00264408d235034138b8d48b9e70fbac8f93a0c96350702",15844,"2026-08-11T23:51:49.248623Z UTC",FALSE,,"UNCHANGED","BYTE_IDENTICAL","PASS"
"artifacts/06_model_data/H06_daily/H06_daily_l10_metric011__gap_timing_unaware__chest__all_available__work_free_day__positive_magnitude__frame.rds","h06_daily_protected","c79f5c8d6b01ad653209fe36325c49f6146e459d7e7fb15598a57195fa9abed1",20720,"2026-08-11T23:51:47.743075Z UTC",FALSE,,"h06_daily_protected","c79f5c8d6b01ad653209fe36325c49f6146e459d7e7fb15598a57195fa9abed1",20720,"2026-08-11T23:51:47.743075Z UTC",FALSE,,"UNCHANGED","BYTE_IDENTICAL","PASS"
"artifacts/06_model_data/H06_daily/H06_daily_l10_metric011__gap_timing_unaware__chest__all_available__work_free_day__zero_occurrence__frame.rds","h06_daily_protected","cc22b2ec08fc896c52584fe091ab31e676e46c1c21ed62b063ed3da2f4cbf596",15848,"2026-08-11T23:51:47.806326Z UTC",FALSE,,"h06_daily_protected","cc22b2ec08fc896c52584fe091ab31e676e46c1c21ed62b063ed3da2f4cbf596",15848,"2026-08-11T23:51:47.806326Z UTC",FALSE,,"UNCHANGED","BYTE_IDENTICAL","PASS"
"artifacts/06_model_data/H06_daily/H06_daily_l10_metric011__gap_timing_unaware__near_eye__all_available__activity_status__positive_magnitude__frame.rds","h06_daily_protected","fce9cdd040a5a8c52f0fa1cafc1cd762b4306efce4db2215c5bdbe3a18f331cf",18288,"2026-08-11T23:51:48.234602Z UTC",FALSE,,"h06_daily_protected","fce9cdd040a5a8c52f0fa1cafc1cd762b4306efce4db2215c5bdbe3a18f331cf",18288,"2026-08-11T23:51:48.234602Z UTC",FALSE,,"UNCHANGED","BYTE_IDENTICAL","PASS"
"artifacts/06_model_data/H06_daily/H06_daily_l10_metric011__gap_timing_unaware__near_eye__all_available__activity_status__zero_occurrence__frame.rds","h06_daily_protected","0d7e6faebb20e0fe4d083e188863470ad7499829907155928c5f7c63ef37d64f",14312,"2026-08-11T23:51:48.281922Z UTC",FALSE,,"h06_daily_protected","0d7e6faebb20e0fe4d083e188863470ad7499829907155928c5f7c63ef37d64f",14312,"2026-08-11T23:51:48.281922Z UTC",FALSE,,"UNCHANGED","BYTE_IDENTICAL","PASS"
"artifacts/06_model_data/H06_daily/H06_daily_l10_metric011__gap_timing_unaware__near_eye__all_available__previous_sleep_duration_centered_h__positive_magnitude__frame.rds","h06_daily_protected","c14dbaefaa2ad55b5c7af1b815ef17f75a82787f3c84c94cd7bf67544bd349ce",19204,"2026-08-11T23:51:49.019919Z UTC",FALSE,,"h06_daily_protected","c14dbaefaa2ad55b5c7af1b815ef17f75a82787f3c84c94cd7bf67544bd349ce",19204,"2026-08-11T23:51:49.019919Z UTC",FALSE,,"UNCHANGED","BYTE_IDENTICAL","PASS"
"artifacts/06_model_data/H06_daily/H06_daily_l10_metric011__gap_timing_unaware__near_eye__all_available__previous_sleep_duration_centered_h__zero_occurrence__frame.rds","h06_daily_protected","7c696eb6994eeeb7cfe17a237351e19ab20ceb50855aae2ce44cc0911c975d07",14836,"2026-08-11T23:51:49.109177Z UTC",FALSE,,"h06_daily_protected","7c696eb6994eeeb7cfe17a237351e19ab20ceb50855aae2ce44cc0911c975d07",14836,"2026-08-11T23:51:49.109177Z UTC",FALSE,,"UNCHANGED","BYTE_IDENTICAL","PASS"
"artifacts/06_model_data/H06_daily/H06_daily_l10_metric011__gap_timing_unaware__near_eye__all_available__work_free_day__positive_magnitude__frame.rds","h06_daily_protected","805146003ef411871a04d066671570bce39a99fbcc90320983e4ffbae43fb90f",19048,"2026-08-11T23:51:47.636254Z UTC",FALSE,,"h06_daily_protected","805146003ef411871a04d066671570bce39a99fbcc90320983e4ffbae43fb90f",19048,"2026-08-11T23:51:47.636254Z UTC",FALSE,,"UNCHANGED","BYTE_IDENTICAL","PASS"
"artifacts/06_model_data/H06_daily/H06_daily_l10_metric011__gap_timing_unaware__near_eye__all_available__work_free_day__zero_occurrence__frame.rds","h06_daily_protected","63f2d4d67574cf2ac92860fcdd2ba1bd7b306e11483390a170d671c2a4b70068",14832,"2026-08-11T23:51:47.684614Z UTC",FALSE,,"h06_daily_protected","63f2d4d67574cf2ac92860fcdd2ba1bd7b306e11483390a170d671c2a4b70068",14832,"2026-08-11T23:51:47.684614Z UTC",FALSE,,"UNCHANGED","BYTE_IDENTICAL","PASS"
"artifacts/06_model_data/H06_daily/H06_daily_l10_metric011__primary__chest__all_available__activity_status__positive_magnitude__frame.rds","h06_daily_protected","3d6a2be6bca021fe787c6898fc0097ac25c0c7a97a49f86e1ea36257fdddc414",20084,"2026-08-11T23:51:47.975707Z UTC",FALSE,,"h06_daily_protected","3d6a2be6bca021fe787c6898fc0097ac25c0c7a97a49f86e1ea36257fdddc414",20084,"2026-08-11T23:51:47.975707Z UTC",FALSE,,"UNCHANGED","BYTE_IDENTICAL","PASS"
"artifacts/06_model_data/H06_daily/H06_daily_l10_metric011__primary__chest__all_available__activity_status__zero_occurrence__frame.rds","h06_daily_protected","700a00786cbeefbd57a131f04d08d2c0b016e52de5388abb790344a54aadad7a",15276,"2026-08-11T23:51:48.056226Z UTC",FALSE,,"h06_daily_protected","700a00786cbeefbd57a131f04d08d2c0b016e52de5388abb790344a54aadad7a",15276,"2026-08-11T23:51:48.056226Z UTC",FALSE,,"UNCHANGED","BYTE_IDENTICAL","PASS"
"artifacts/06_model_data/H06_daily/H06_daily_l10_metric011__primary__chest__all_available__previous_sleep_duration_centered_h__positive_magnitude__frame.rds","h06_daily_protected","647b3336a9693ef4d94ed103bb299e324ab59fdfa6dd146e124ae4b7110d8255",20976,"2026-08-11T23:51:48.719621Z UTC",FALSE,,"h06_daily_protected","647b3336a9693ef4d94ed103bb299e324ab59fdfa6dd146e124ae4b7110d8255",20976,"2026-08-11T23:51:48.719621Z UTC",FALSE,,"UNCHANGED","BYTE_IDENTICAL","PASS"
"artifacts/06_model_data/H06_daily/H06_daily_l10_metric011__primary__chest__all_available__previous_sleep_duration_centered_h__zero_occurrence__frame.rds","h06_daily_protected","49c0bb50ad04008546fe6c27abbc0bb99de546cdd3164f4264554a9dbb5ec7b1",15928,"2026-08-11T23:51:48.809992Z UTC",FALSE,,"h06_daily_protected","49c0bb50ad04008546fe6c27abbc0bb99de546cdd3164f4264554a9dbb5ec7b1",15928,"2026-08-11T23:51:48.809992Z UTC",FALSE,,"UNCHANGED","BYTE_IDENTICAL","PASS"
"artifacts/06_model_data/H06_daily/H06_daily_l10_metric011__primary__chest__all_available__work_free_day__positive_magnitude__frame.rds","h06_daily_protected","f8deb5e250647e4def68a1dc7d0f2e2ce3b7958bd584c744c89c2080a918b116",20968,"2026-08-11T23:51:47.294462Z UTC",FALSE,,"h06_daily_protected","f8deb5e250647e4def68a1dc7d0f2e2ce3b7958bd584c744c89c2080a918b116",20968,"2026-08-11T23:51:47.294462Z UTC",FALSE,,"UNCHANGED","BYTE_IDENTICAL","PASS"
"artifacts/06_model_data/H06_daily/H06_daily_l10_metric011__primary__chest__all_available__work_free_day__zero_occurrence__frame.rds","h06_daily_protected","a74f62ff91ec98d4a4182850358c1a3fc4cd40841ab2199ca95b18a84bba87c4",15932,"2026-08-11T23:51:47.370583Z UTC",FALSE,,"h06_daily_protected","a74f62ff91ec98d4a4182850358c1a3fc4cd40841ab2199ca95b18a84bba87c4",15932,"2026-08-11T23:51:47.370583Z UTC",FALSE,,"UNCHANGED","BYTE_IDENTICAL","PASS"
"artifacts/06_model_data/H06_daily/H06_daily_l10_metric011__primary__chest__paired_common__activity_status__positive_magnitude__frame.rds","h06_daily_protected","3f6609d6f6b4af11cd6a1d111bd9f671c5677ab9bbb3022848e8596a7030e176",15340,"2026-08-11T23:51:48.163736Z UTC",FALSE,,"h06_daily_protected","3f6609d6f6b4af11cd6a1d111bd9f671c5677ab9bbb3022848e8596a7030e176",15340,"2026-08-11T23:51:48.163736Z UTC",FALSE,,"UNCHANGED","BYTE_IDENTICAL","PASS"
"artifacts/06_model_data/H06_daily/H06_daily_l10_metric011__primary__chest__paired_common__activity_status__zero_occurrence__frame.rds","h06_daily_protected","10e635db261a92b98af99d5eb6f8092221004d3bc92079631e2bf391e3039395",12164,"2026-08-11T23:51:48.197701Z UTC",FALSE,,"h06_daily_protected","10e635db261a92b98af99d5eb6f8092221004d3bc92079631e2bf391e3039395",12164,"2026-08-11T23:51:48.197701Z UTC",FALSE,,"UNCHANGED","BYTE_IDENTICAL","PASS"
"artifacts/06_model_data/H06_daily/H06_daily_l10_metric011__primary__chest__paired_common__previous_sleep_duration_centered_h__positive_magnitude__frame.rds","h06_daily_protected","fc74a32756cb60d447f89e135eb27ffd85b6f9c5e06da2966696d1354983d373",15952,"2026-08-11T23:51:48.941480Z UTC",FALSE,,"h06_daily_protected","fc74a32756cb60d447f89e135eb27ffd85b6f9c5e06da2966696d1354983d373",15952,"2026-08-11T23:51:48.941480Z UTC",FALSE,,"UNCHANGED","BYTE_IDENTICAL","PASS"
"artifacts/06_model_data/H06_daily/H06_daily_l10_metric011__primary__chest__paired_common__previous_sleep_duration_centered_h__zero_occurrence__frame.rds","h06_daily_protected","c5f0516de1845c87efde4152c2a7117845dd5cbfe913d636a2a6cac2e58fbe6f",12620,"2026-08-11T23:51:48.981917Z UTC",FALSE,,"h06_daily_protected","c5f0516de1845c87efde4152c2a7117845dd5cbfe913d636a2a6cac2e58fbe6f",12620,"2026-08-11T23:51:48.981917Z UTC",FALSE,,"UNCHANGED","BYTE_IDENTICAL","PASS"
"artifacts/06_model_data/H06_daily/H06_daily_l10_metric011__primary__chest__paired_common__work_free_day__positive_magnitude__frame.rds","h06_daily_protected","c0d43701bc7e6e534c0088ad4d78fbcfc06ba294a31b55d39d6a93d61347776e",15944,"2026-08-11T23:51:47.522864Z UTC",FALSE,,"h06_daily_protected","c0d43701bc7e6e534c0088ad4d78fbcfc06ba294a31b55d39d6a93d61347776e",15944,"2026-08-11T23:51:47.522864Z UTC",FALSE,,"UNCHANGED","BYTE_IDENTICAL","PASS"
"artifacts/06_model_data/H06_daily/H06_daily_l10_metric011__primary__chest__paired_common__work_free_day__zero_occurrence__frame.rds","h06_daily_protected","07806ea9011a092a70907a3421343dc6d5cdb78e1046b3aa1530b8186af0e3c4",12616,"2026-08-11T23:51:47.567531Z UTC",FALSE,,"h06_daily_protected","07806ea9011a092a70907a3421343dc6d5cdb78e1046b3aa1530b8186af0e3c4",12616,"2026-08-11T23:51:47.567531Z UTC",FALSE,,"UNCHANGED","BYTE_IDENTICAL","PASS"
"artifacts/06_model_data/H06_daily/H06_daily_l10_metric011__primary__near_eye__all_available__activity_status__positive_magnitude__frame.rds","h06_daily_protected","9c455cfe6a26b6f13888c0f3997a68e4ea596a914b5bb42f777e5084c7ccf5d8",18400,"2026-08-11T23:51:47.869259Z UTC",FALSE,,"h06_daily_protected","9c455cfe6a26b6f13888c0f3997a68e4ea596a914b5bb42f777e5084c7ccf5d8",18400,"2026-08-11T23:51:47.869259Z UTC",FALSE,,"UNCHANGED","BYTE_IDENTICAL","PASS"
"artifacts/06_model_data/H06_daily/H06_daily_l10_metric011__primary__near_eye__all_available__activity_status__zero_occurrence__frame.rds","h06_daily_protected","2b0ac10dbe547674192129f08ed64587e3f5ee8f56a3bec2822f7a0d5a9aad59",14372,"2026-08-11T23:51:47.917880Z UTC",FALSE,,"h06_daily_protected","2b0ac10dbe547674192129f08ed64587e3f5ee8f56a3bec2822f7a0d5a9aad59",14372,"2026-08-11T23:51:47.917880Z UTC",FALSE,,"UNCHANGED","BYTE_IDENTICAL","PASS"
"artifacts/06_model_data/H06_daily/H06_daily_l10_metric011__primary__near_eye__all_available__previous_sleep_duration_centered_h__positive_magnitude__frame.rds","h06_daily_protected","8bf0c9d954f8b8333da5c03b6e0e4f0907d34d360a464b34e7e14963545f3354",19276,"2026-08-11T23:51:48.539672Z UTC",FALSE,,"h06_daily_protected","8bf0c9d954f8b8333da5c03b6e0e4f0907d34d360a464b34e7e14963545f3354",19276,"2026-08-11T23:51:48.539672Z UTC",FALSE,,"UNCHANGED","BYTE_IDENTICAL","PASS"
"artifacts/06_model_data/H06_daily/H06_daily_l10_metric011__primary__near_eye__all_available__previous_sleep_duration_centered_h__zero_occurrence__frame.rds","h06_daily_protected","68feb0d76da0f92f63ea62d35b4a9f7af8f2d651f3d52e8a99a9b51d8843d48d",14948,"2026-08-11T23:51:48.594823Z UTC",FALSE,,"h06_daily_protected","68feb0d76da0f92f63ea62d35b4a9f7af8f2d651f3d52e8a99a9b51d8843d48d",14948,"2026-08-11T23:51:48.594823Z UTC",FALSE,,"UNCHANGED","BYTE_IDENTICAL","PASS"
"artifacts/06_model_data/H06_daily/H06_daily_l10_metric011__primary__near_eye__all_available__work_free_day__positive_magnitude__frame.rds","h06_daily_protected","2f852860f51296930852bf4c802133c64022c78ba3196c6d33268a91e7bd3f29",19284,"2026-08-11T23:51:47.187903Z UTC",FALSE,,"h06_daily_protected","2f852860f51296930852bf4c802133c64022c78ba3196c6d33268a91e7bd3f29",19284,"2026-08-11T23:51:47.187903Z UTC",FALSE,,"UNCHANGED","BYTE_IDENTICAL","PASS"
"artifacts/06_model_data/H06_daily/H06_daily_l10_metric011__primary__near_eye__all_available__work_free_day__zero_occurrence__frame.rds","h06_daily_protected","c674ab22cd08786ecaa074b548d0475be0a8c20f5098cae96d3fc5ab75dc1ecd",14940,"2026-08-11T23:51:47.247795Z UTC",FALSE,,"h06_daily_protected","c674ab22cd08786ecaa074b548d0475be0a8c20f5098cae96d3fc5ab75dc1ecd",14940,"2026-08-11T23:51:47.247795Z UTC",FALSE,,"UNCHANGED","BYTE_IDENTICAL","PASS"
"artifacts/06_model_data/H06_daily/H06_daily_l10_metric011__primary__near_eye__paired_common__activity_status__positive_magnitude__frame.rds","h06_daily_protected","1b76d5fe7eeeced03427dd0d1c39945d3f1e617deb9109d01a5a70e638ff68b6",14972,"2026-08-11T23:51:48.090470Z UTC",FALSE,,"h06_daily_protected","1b76d5fe7eeeced03427dd0d1c39945d3f1e617deb9109d01a5a70e638ff68b6",14972,"2026-08-11T23:51:48.090470Z UTC",FALSE,,"UNCHANGED","BYTE_IDENTICAL","PASS"
"artifacts/06_model_data/H06_daily/H06_daily_l10_metric011__primary__near_eye__paired_common__activity_status__zero_occurrence__frame.rds","h06_daily_protected","852228378badd7b05f85f35554335192a48f68c7bb52868b98b6f3e41c98b8ea",12104,"2026-08-11T23:51:48.130012Z UTC",FALSE,,"h06_daily_protected","852228378badd7b05f85f35554335192a48f68c7bb52868b98b6f3e41c98b8ea",12104,"2026-08-11T23:51:48.130012Z UTC",FALSE,,"UNCHANGED","BYTE_IDENTICAL","PASS"
"artifacts/06_model_data/H06_daily/H06_daily_l10_metric011__primary__near_eye__paired_common__previous_sleep_duration_centered_h__positive_magnitude__frame.rds","h06_daily_protected","f67ea4b2e407c67cc3a4fa7d719393a24d90eb586392a8684dd6c10e464c7908",15680,"2026-08-11T23:51:48.850309Z UTC",FALSE,,"h06_daily_protected","f67ea4b2e407c67cc3a4fa7d719393a24d90eb586392a8684dd6c10e464c7908",15680,"2026-08-11T23:51:48.850309Z UTC",FALSE,,"UNCHANGED","BYTE_IDENTICAL","PASS"
"artifacts/06_model_data/H06_daily/H06_daily_l10_metric011__primary__near_eye__paired_common__previous_sleep_duration_centered_h__zero_occurrence__frame.rds","h06_daily_protected","93c60ec30c07ff76ecc1b6431956726c9d6384e601709b59b9a6c974f4177232",12588,"2026-08-11T23:51:48.909926Z UTC",FALSE,,"h06_daily_protected","93c60ec30c07ff76ecc1b6431956726c9d6384e601709b59b9a6c974f4177232",12588,"2026-08-11T23:51:48.909926Z UTC",FALSE,,"UNCHANGED","BYTE_IDENTICAL","PASS"
"artifacts/06_model_data/H06_daily/H06_daily_l10_metric011__primary__near_eye__paired_common__work_free_day__positive_magnitude__frame.rds","h06_daily_protected","a6272d2c040da7be5694dbd9341912fdbddde6bde7b186af3fd19e0c749bc366",15680,"2026-08-11T23:51:47.417314Z UTC",FALSE,,"h06_daily_protected","a6272d2c040da7be5694dbd9341912fdbddde6bde7b186af3fd19e0c749bc366",15680,"2026-08-11T23:51:47.417314Z UTC",FALSE,,"UNCHANGED","BYTE_IDENTICAL","PASS"
"artifacts/06_model_data/H06_daily/H06_daily_l10_metric011__primary__near_eye__paired_common__work_free_day__zero_occurrence__frame.rds","h06_daily_protected","f564caa392c8a93b55fb77e8b92b1d4c30eac1a149973388360db7f1fef5d786",12576,"2026-08-11T23:51:47.475663Z UTC",FALSE,,"h06_daily_protected","f564caa392c8a93b55fb77e8b92b1d4c30eac1a149973388360db7f1fef5d786",12576,"2026-08-11T23:51:47.475663Z UTC",FALSE,,"UNCHANGED","BYTE_IDENTICAL","PASS"
"artifacts/06_model_data/H06_daily/H06_daily_l10_metric011_frame_registry.csv","h06_daily_protected","ff771012e7b81a16aa0e311660f425548bbbb9404b441de26c9bda6b5ca04475",22995,"2026-08-11T23:51:53.452131Z UTC",FALSE,,"h06_daily_protected","ff771012e7b81a16aa0e311660f425548bbbb9404b441de26c9bda6b5ca04475",22995,"2026-08-11T23:51:53.452131Z UTC",FALSE,,"UNCHANGED","BYTE_IDENTICAL","PASS"
"artifacts/06_model_data/H06_daily/H06_daily_l10_metric011_metric_contract.csv","h06_daily_protected","c2c0ba46163050e40efe31d409af8233eaa4b5b30f8c4a61631a354f2326a2f5",461,"2026-08-11T23:51:53.458426Z UTC",FALSE,,"h06_daily_protected","c2c0ba46163050e40efe31d409af8233eaa4b5b30f8c4a61631a354f2326a2f5",461,"2026-08-11T23:51:53.458426Z UTC",FALSE,,"UNCHANGED","BYTE_IDENTICAL","PASS"
"artifacts/06_model_data/H06_daily/H06_daily_l10_metric011_metric_slot_registry.csv","h06_daily_protected","7cf6041131f2f8c98f5c2ed87aed6adebf098017b6d1b4d70e96cc8597400160",859,"2026-08-11T23:51:53.528584Z UTC",FALSE,,"h06_daily_protected","7cf6041131f2f8c98f5c2ed87aed6adebf098017b6d1b4d70e96cc8597400160",859,"2026-08-11T23:51:53.528584Z UTC",FALSE,,"UNCHANGED","BYTE_IDENTICAL","PASS"
"artifacts/06_model_data/H06_daily/H06_daily_l10_shiftlog_pilot__activity_status__frame.rds","h06_daily_protected","fcb52b653aea3c4ca106c3fd1b92a477651b83b2a8ea976f3ed258b4a62d5c4e",19056,"2026-08-12T06:31:29.918490Z UTC",FALSE,,"h06_daily_protected","fcb52b653aea3c4ca106c3fd1b92a477651b83b2a8ea976f3ed258b4a62d5c4e",19056,"2026-08-12T06:31:29.918490Z UTC",FALSE,,"UNCHANGED","BYTE_IDENTICAL","PASS"
"artifacts/06_model_data/H06_daily/H06_daily_l10_shiftlog_pilot__previous_sleep_duration_centered_h__frame.rds","h06_daily_protected","ef254fbdd01e20c3b6fe19f3043b7e39f181d6100c6449091568d4b36292568f",19888,"2026-08-12T06:31:30.023622Z UTC",FALSE,,"h06_daily_protected","ef254fbdd01e20c3b6fe19f3043b7e39f181d6100c6449091568d4b36292568f",19888,"2026-08-12T06:31:30.023622Z UTC",FALSE,,"UNCHANGED","BYTE_IDENTICAL","PASS"
"artifacts/06_model_data/H06_daily/H06_daily_l10_shiftlog_pilot__work_free_day__frame.rds","h06_daily_protected","49591cedba3d0e822b677235985d7c4dc274a3030c84ad05b23bf71bff04444e",19876,"2026-08-12T06:31:29.798617Z UTC",FALSE,,"h06_daily_protected","49591cedba3d0e822b677235985d7c4dc274a3030c84ad05b23bf71bff04444e",19876,"2026-08-12T06:31:29.798617Z UTC",FALSE,,"UNCHANGED","BYTE_IDENTICAL","PASS"
