"relative_path","role_pre","sha256_pre","bytes_pre","modified_utc_pre","is_symlink_pre","symlink_target_pre","role_post","sha256_post","bytes_post","modified_utc_post","is_symlink_post","symlink_target_post","delta","classification","source_relative_path","source_identical","status"
"_build/nathealth/artifacts/11_source_data/H06_daily/H06_daily_stage3_family_summary.csv",,,,,,,"build_member","20c14bd64a4f12b3f00e65c903e9537bcc8076d29f6a7e6f0de8914a901e25be",1598,"2026-08-12T19:47:12.566999Z UTC",FALSE,,"ADDED","TARGET_OWNED_SOURCE_IDENTICAL_RESOURCE_COPY","artifacts/11_source_data/H06_daily/H06_daily_stage3_family_summary.csv",TRUE,"PASS"
"_build/nathealth/artifacts/11_source_data/H06_daily/H06_daily_stage3_fdr_overview_figure.csv",,,,,,,"build_member","4a9a7c3f0877872e2efe7bfddd73afac1c50299f60474bd8d328ce945f17ddf1",24744,"2026-08-12T19:47:12.569999Z UTC",FALSE,,"ADDED","TARGET_OWNED_SOURCE_IDENTICAL_RESOURCE_COPY","artifacts/11_source_data/H06_daily/H06_daily_stage3_fdr_overview_figure.csv",TRUE,"PASS"
"_build/nathealth/artifacts/11_source_data/H06_daily/H06_daily_stage3_gap_decision_changes.csv",,,,,,,"build_member","206cfad8f669a4c3d9ba0f0712e52c4fb2a44eb7630b6464f79b3400a1427ffd",1533,"2026-08-12T19:47:12.565999Z UTC",FALSE,,"ADDED","TARGET_OWNED_SOURCE_IDENTICAL_RESOURCE_COPY","artifacts/11_source_data/H06_daily/H06_daily_stage3_gap_decision_changes.csv",TRUE,"PASS"
"_build/nathealth/artifacts/11_source_data/H06_daily/H06_daily_stage3_gap_results.csv",,,,,,,"build_member","d6cce7a92bb357a98785a58f1f1ff85415f6f275293bba37eec34083a43a4faf",44105,"2026-08-12T19:47:12.565000Z UTC",FALSE,,"ADDED","TARGET_OWNED_SOURCE_IDENTICAL_RESOURCE_COPY","artifacts/11_source_data/H06_daily/H06_daily_stage3_gap_results.csv",TRUE,"PASS"
"_build/nathealth/artifacts/11_source_data/H06_daily/H06_daily_stage3_joint_site_interaction_summary.csv",,,,,,,"build_member","4db3fe18bf25e2db21c535bc08858058be757ad8d6970d94f76577c188aec130",8706,"2026-08-13T07:20:00.286000Z UTC",FALSE,,"ADDED","TARGET_OWNED_SOURCE_IDENTICAL_RESOURCE_COPY","artifacts/11_source_data/H06_daily/H06_daily_stage3_joint_site_interaction_summary.csv",TRUE,"PASS"
"_build/nathealth/artifacts/11_source_data/H06_daily/H06_daily_stage3_main_hourly_comparison.csv",,,,,,,"build_member","933840342a8bbc97a579eeb27efcbdc5c26f608b280c2b3aae124b9c8d9246d3",5011,"2026-08-13T07:20:00.316999Z UTC",FALSE,,"ADDED","TARGET_OWNED_SOURCE_IDENTICAL_RESOURCE_COPY","artifacts/11_source_data/H06_daily/H06_daily_stage3_main_hourly_comparison.csv",TRUE,"PASS"
"_build/nathealth/artifacts/11_source_data/H06_daily/H06_daily_stage3_placement_results.csv",,,,,,,"build_member","55fc295f3d5ad4e4e19fc0dce745d64c1c954ada15e99ca7e28086058dd9769b",112128,"2026-08-12T19:47:12.563999Z UTC",FALSE,,"ADDED","TARGET_OWNED_SOURCE_IDENTICAL_RESOURCE_COPY","artifacts/11_source_data/H06_daily/H06_daily_stage3_placement_results.csv",TRUE,"PASS"
"_build/nathealth/artifacts/11_source_data/H06_daily/H06_daily_stage3_primary_results.csv",,,,,,,"build_member","c81af8827137259ab6bd6c8188971039ddd8e2aca71827a50a0ae94f2ea19e9a",42211,"2026-08-12T19:47:12.562000Z UTC",FALSE,,"ADDED","TARGET_OWNED_SOURCE_IDENTICAL_RESOURCE_COPY","artifacts/11_source_data/H06_daily/H06_daily_stage3_primary_results.csv",TRUE,"PASS"
"_build/nathealth/artifacts/11_source_data/H06_daily/H06_daily_stage3_primary_site_deviation_figure_alt_text.csv",,,,,,,"build_member","a8be1b85d4c0c98922b98080148dcd87b43a28a3ee1fe6a1c55b979c1791200f",794,"2026-08-13T07:19:59.954999Z UTC",FALSE,,"ADDED","TARGET_OWNED_SOURCE_IDENTICAL_RESOURCE_COPY","artifacts/11_source_data/H06_daily/H06_daily_stage3_primary_site_deviation_figure_alt_text.csv",TRUE,"PASS"
"_build/nathealth/artifacts/11_source_data/H06_daily/H06_daily_stage3_primary_site_deviation_figure.csv",,,,,,,"build_member","12193a0a1795fe478bf4829a3986c2b1290510038e4c4aed59aa7e61714bcbcc",85705,"2026-08-13T07:19:59.243999Z UTC",FALSE,,"ADDED","TARGET_OWNED_SOURCE_IDENTICAL_RESOURCE_COPY","artifacts/11_source_data/H06_daily/H06_daily_stage3_primary_site_deviation_figure.csv",TRUE,"PASS"
"_build/nathealth/artifacts/11_source_data/H06_daily/H06_daily_stage3_primary_site_interaction_estimates.csv",,,,,,,"build_member","d4809ef5b023d895200c4591bb8530434e43223b9b2c9fcedae2302dbb69e3cd",103219,"2026-08-13T07:19:59.236000Z UTC",FALSE,,"ADDED","TARGET_OWNED_SOURCE_IDENTICAL_RESOURCE_COPY","artifacts/11_source_data/H06_daily/H06_daily_stage3_primary_site_interaction_estimates.csv",TRUE,"PASS"
"_build/nathealth/artifacts/11_source_data/H06_daily/H06_daily_stage3_primary_site_interaction_summary.csv",,,,,,,"build_member","fcf06bc9247f318d6db5fa7e82c6a4cf4524a7a75dd24193fe6aa1391bcd8a0a",24630,"2026-08-13T07:19:59.236999Z UTC",FALSE,,"ADDED","TARGET_OWNED_SOURCE_IDENTICAL_RESOURCE_COPY","artifacts/11_source_data/H06_daily/H06_daily_stage3_primary_site_interaction_summary.csv",TRUE,"PASS"
"_build/nathealth/artifacts/11_source_data/H06_daily/H06_daily_stage3_sample_role_summary.csv",,,,,,,"build_member","62d5d2d7b718bdca8c2e34dee576c9bdfdf21e456b31c560f8daa2bf1cf9b678",602,"2026-08-12T19:47:12.569000Z UTC",FALSE,,"ADDED","TARGET_OWNED_SOURCE_IDENTICAL_RESOURCE_COPY","artifacts/11_source_data/H06_daily/H06_daily_stage3_sample_role_summary.csv",TRUE,"PASS"
"_build/nathealth/artifacts/11_source_data/H06_daily/H06_daily_stage3_temporal_gamm_summary.csv",,,,,,,"build_member","e65b6ddafaaf200ae90890a7cecc211527cfc00fab96812951828809718b7829",3758,"2026-08-13T07:20:00.322999Z UTC",FALSE,,"ADDED","TARGET_OWNED_SOURCE_IDENTICAL_RESOURCE_COPY","artifacts/11_source_data/H06_daily/H06_daily_stage3_temporal_gamm_summary.csv",TRUE,"PASS"
"_build/nathealth/artifacts/11_source_data/H06_daily/H06_daily_temporal_h02_primary_context_functions_figure_source.csv",,,,,,,"build_member","4c104c16734f5b23d02b864fdc90aee445538823e41fb0119e2de7ac9bd4ef63",98304,"2026-08-11T10:47:36.444000Z UTC",FALSE,,"ADDED","TARGET_OWNED_SOURCE_IDENTICAL_RESOURCE_COPY","artifacts/11_source_data/H06_daily/H06_daily_temporal_h02_primary_context_functions_figure_source.csv",TRUE,"PASS"
"_build/nathealth/notebooks/hypotheses/H06_daily.html","build_member","5a20c0680011be17111f72bb6b15aed6a4f4700c8866a13ea6dcf49a589fcce3",3617976,"2026-08-13T07:23:11.627000Z UTC",FALSE,,"build_member","15c537269ac0be96ce06c6b574946dc0b98d46afe36c3c696f804a216a7d0c76",11691631,"2026-08-21T04:10:36.220121Z UTC",FALSE,,"CHANGED_CONTENT","EXPECTED_RESULT_HTML_TRANSITION","",,"PASS"
"_build/nathealth/search.json","build_member","53f96dad696e9cac97c06052d7200548e8ae3170050362a1420fbc4e8164d6f9",2223746,"2026-08-21T02:16:40.492071Z UTC",FALSE,,"build_member","378c40a2fb177d35a010d19ac46d0158e1fe7586df0df747bcb61e17c433a883",2321151,"2026-08-21T04:07:13.329980Z UTC",FALSE,,"CHANGED_CONTENT","EXPECTED_SITE_INTEGRATION","",,"PASS"
"_build/nathealth/site_libs/bootstrap/bootstrap-a2a938b4dd5711f7a799c87bd16ba44c.min.css","build_member","b3d78f1077461003efc2b21acc3f81ee6ba80468fe09df310b4c339e2e19133c",498438,"2026-08-21T02:15:15.898999Z UTC",FALSE,,"build_member","b3d78f1077461003efc2b21acc3f81ee6ba80468fe09df310b4c339e2e19133c",498438,"2026-08-21T04:05:45.255000Z UTC",FALSE,,"MTIME_ONLY","EXPECTED_BUILD_MTIME_ONLY","",,"PASS"
"_build/nathealth/sitemap.xml","build_member","c2aa9ad9e8c878f4d9984974d5cf6035a00b481693b248b338c5d0f7cf42a3af",5742,"2026-08-21T02:16:39.968920Z UTC",FALSE,,"build_member","f0010bf115bc957db6343ecc80bdc07d8d6d7e416da823aae4a04a46711628cb",5908,"2026-08-21T04:07:13.018486Z UTC",FALSE,,"CHANGED_CONTENT","EXPECTED_SITE_INTEGRATION","",,"PASS"
