path,sha256,bytes,producer,r_version
audit/hypotheses/H01/mder_METRIC-010/author_gate_post_repair/H01_METRIC-010_gate_summary.csv,0d7876c800b4862b22a4ab92c4cc7dde3b4aa77273137eb74f9d883bbe1e1b92,514,scripts/hypotheses/H01/audit_h01_mder_METRIC010.R,4.6.1
audit/hypotheses/H01/mder_METRIC-010/author_gate_post_repair/H01_METRIC-010_influence_sensitivity.csv,be7ee0b4acbcc8f3d82d74583640e6e355ed8f4cce9bef7838641c53dd8eb51f,8645,scripts/hypotheses/H01/audit_h01_mder_METRIC010.R,4.6.1
audit/hypotheses/H01/mder_METRIC-010/author_gate_post_repair/H01_METRIC-010_mder_test_comparison.csv,6fa1df6f09b507e0866e422713e0541b4f38df63cb2f00843c0b704b25f9b44e,7669,scripts/hypotheses/H01/audit_h01_mder_METRIC010.R,4.6.1
audit/hypotheses/H01/mder_METRIC-010/author_gate_post_repair/H01_METRIC-010_paired_placement_point_comparison.csv,c165ccc91e8dc70ac3169c12bb76e8c64fa450c772b81b5a3665f877f3dcb93f,2192,scripts/hypotheses/H01/audit_h01_mder_METRIC010.R,4.6.1
audit/hypotheses/H01/mder_METRIC-010/author_gate_post_repair/H01_METRIC-010_paired_placement_point_comparison.png,3ed4a21f236279a7ba3359cef004ae30867291755ed2c68948f3627c1ee2cecf,116214,scripts/hypotheses/H01/audit_h01_mder_METRIC010.R,4.6.1
audit/hypotheses/H01/mder_METRIC-010/author_gate_post_repair/H01_METRIC-010_provisional_exact_samples_by_site.csv,ba20e83daad472cc7ad9a413b6b88864f23ebafff5cdff5700469ff91880baa6,201047,scripts/hypotheses/H01/audit_h01_mder_METRIC010.R,4.6.1
audit/hypotheses/H01/mder_METRIC-010/author_gate_post_repair/H01_METRIC-010_provisional_exact_samples.csv,03c2f61050bd8b3f101136c5c231f47294aef54c010e48177ee38fa1884e060c,33832,scripts/hypotheses/H01/audit_h01_mder_METRIC010.R,4.6.1
audit/hypotheses/H01/mder_METRIC-010/author_gate_post_repair/H01_METRIC-010_provisional_latitude_loo.csv,78ecc0a43316c1d178ca3e2cbb9ba829f9c7df825ea42b89ce4881a3c18fedc0,460805,scripts/hypotheses/H01/audit_h01_mder_METRIC010.R,4.6.1
audit/hypotheses/H01/mder_METRIC-010/author_gate_post_repair/H01_METRIC-010_provisional_marginalization.csv,f0a3d458dc18d71ce5185fa110ab649a1aad5abaf5b48e44bad5ac9c09099ab7,51581,scripts/hypotheses/H01/audit_h01_mder_METRIC010.R,4.6.1
audit/hypotheses/H01/mder_METRIC-010/author_gate_post_repair/H01_METRIC-010_provisional_model_diagnostics.csv,7c694c63b83cf0c3addb2bc51774711b744fec88a0f2c3769ee9b7e7130df5e0,53456,scripts/hypotheses/H01/audit_h01_mder_METRIC010.R,4.6.1
audit/hypotheses/H01/mder_METRIC-010/author_gate_post_repair/H01_METRIC-010_provisional_model_level_tests.csv,0250edb51ad1fceaee8cf7ffdee2f88b684fb1cb4b0c66a06cd22c6385f36541,230715,scripts/hypotheses/H01/audit_h01_mder_METRIC010.R,4.6.1
audit/hypotheses/H01/mder_METRIC-010/author_gate_post_repair/H01_METRIC-010_provisional_model_manifest.csv,8daafe9eebc96685bccba6a2eff1be2404d7ebeac1555b9f2bfbd1e4b456727e,479505,scripts/hypotheses/H01/audit_h01_mder_METRIC010.R,4.6.1
audit/hypotheses/H01/mder_METRIC-010/author_gate_post_repair/H01_METRIC-010_provisional_participant_influence.csv,a1c6c61b258a9e75a901f022496bf16303d588065d7a9b74f428dd0e40eac2d6,155717,scripts/hypotheses/H01/audit_h01_mder_METRIC010.R,4.6.1
audit/hypotheses/H01/mder_METRIC-010/author_gate_post_repair/H01_METRIC-010_provisional_preregistered_scope.csv,751247d2a355b54813baa5d388137a07a5383db95612ad99a30a0d40233aa0f5,22483,scripts/hypotheses/H01/audit_h01_mder_METRIC010.R,4.6.1
audit/hypotheses/H01/mder_METRIC-010/author_gate_post_repair/H01_METRIC-010_provisional_r2_point.csv,96c5219775a7b20d5e123bec359bc4c60594fc00ee6a02f3bf7bbf9c58782f2d,51943,scripts/hypotheses/H01/audit_h01_mder_METRIC010.R,4.6.1
audit/hypotheses/H01/mder_METRIC-010/author_gate_post_repair/H01_METRIC-010_provisional_random_site.csv,db2cd82f05c28534ace798e8106fee90f12a4a77a94c456b3d682e74da209a37,33274,scripts/hypotheses/H01/audit_h01_mder_METRIC010.R,4.6.1
audit/hypotheses/H01/mder_METRIC-010/author_gate_post_repair/H01_METRIC-010_provisional_site_deviations.csv,02fa63ba9c784b7cfc8981524b878da17393adb04aaf1116fc9815a1768c2604,491408,scripts/hypotheses/H01/audit_h01_mder_METRIC010.R,4.6.1
audit/hypotheses/H01/mder_METRIC-010/author_gate_post_repair/H01_METRIC-010_provisional_site_estimates.csv,18fabe0e4e78f7bacfe70c2dfa90d8921290e6d26f27d76409479878f77fbe29,445472,scripts/hypotheses/H01/audit_h01_mder_METRIC010.R,4.6.1
audit/hypotheses/H01/mder_METRIC-010/author_gate_post_repair/H01_METRIC-010_provisional_term_effects.csv,1caf87c09624928049610e68ececa21b59fc05d3c12fa03f00f6d8003d6f6cbd,105144,scripts/hypotheses/H01/audit_h01_mder_METRIC010.R,4.6.1
audit/hypotheses/H01/mder_METRIC-010/author_gate_post_repair/H01_METRIC-010_r2_point_comparison.csv,4f7b7938757f03366dced96ba53e22d0c55ce9cb6f6fb862dd2fef569781624a,5772,scripts/hypotheses/H01/audit_h01_mder_METRIC010.R,4.6.1
audit/hypotheses/H01/mder_METRIC-010/author_gate_post_repair/H01_METRIC-010_term_effect_comparison.csv,3104823023c31dc6a69440774a872fe956e939ff6e879ff2494fc721dab46d60,12936,scripts/hypotheses/H01/audit_h01_mder_METRIC010.R,4.6.1
audit/hypotheses/H01/mder_METRIC-010/author_gate_post_repair/H01_METRIC-010_upper_tail_rows.csv,701b3be35a05ac0717eb497b3cffb19e38f0a411f60201b010b79581b89b1e9a,6892,scripts/hypotheses/H01/audit_h01_mder_METRIC010.R,4.6.1
audit/hypotheses/H01/mder_METRIC-010/H01_METRIC-010_author_gate.md,c4d9842dc59b51afcc7fc50426903ab9b656fc29beac9e9cba2dcf4372f142cc,12227,scripts/hypotheses/H01/audit_h01_mder_METRIC010.R,4.6.1
audit/hypotheses/H01/mder_METRIC-010/point_refit_repaired_gap/artifacts/12_manifests/H01_model_results_artifacts.csv,f9e8d2414b1242d3d71510837c9c086791bfd72292b5af615131291e491bd41e,24266,scripts/hypotheses/H01/audit_h01_mder_METRIC010.R,4.6.1
scripts/hypotheses/H01/audit_h01_mder_METRIC010.R,f87e674a7da27165676170afb9dbeeb8d0cfb5cf441dc1a74815435b5db8f329,36568,scripts/hypotheses/H01/audit_h01_mder_METRIC010.R,4.6.1
scripts/hypotheses/H01/build_h01_reporting_inputs.R,8d331dd3c8c1c5f2bc70c074d482481a7667b20d215f31a8e1248530da2096b3,38210,scripts/hypotheses/H01/audit_h01_mder_METRIC010.R,4.6.1
scripts/hypotheses/H01/h01_contract.R,9151f2ca8ef549d16df1465768ed5b33c0aa33b37dc315a13e06d795ba20de2e,10553,scripts/hypotheses/H01/audit_h01_mder_METRIC010.R,4.6.1
scripts/hypotheses/H01/h01_modeling.R,a8879209e0d7c42f2e0de0d459e3cfbf7218cec27afd8f39a50c846ed43f9388,54282,scripts/hypotheses/H01/audit_h01_mder_METRIC010.R,4.6.1
scripts/hypotheses/H01/run_h01_models.R,c0d2df783c02aaa1c85515d729e15012369d160c112f8b9217f9216b3c58383b,34276,scripts/hypotheses/H01/audit_h01_mder_METRIC010.R,4.6.1
tests/hypotheses/H01/test_h01_contract.R,e8837bef79e83a125ffcd3aaf3944624118f693f408a6b9776cae167382a59d8,2939,scripts/hypotheses/H01/audit_h01_mder_METRIC010.R,4.6.1
tests/hypotheses/H01/test_h01_mder_METRIC010_gate.R,5e95525ba827dcb7b44ed292db575a2a964d7c36c9011924473b6dfa87051e4c,6924,scripts/hypotheses/H01/audit_h01_mder_METRIC010.R,4.6.1
