run_id,data_scenario_id,placement,sample_scenario,analytical_role,metric_order,metric_id,analysis_unit,response_family,response_transform,model_name,estimation_stage,formula,engine,estimation_method,family,link,observations,log_likelihood,aic,converged,positive_definite_hessian,singular,max_gradient,warnings,error,status
main__chest__all_available,main,chest,all_available,complementary_chest,3,daily_geometric_mean_medi,participant_day,gaussian,log10_offset_0.1,random_site,comparison,response_value ~ photoperiod_centered_hours + (1 | site) + (1 |      participant_key),lmer,maximum_likelihood,Gaussian,identity_after_declared_transformation,902,-404.1201231373916,818.2402462747832,TRUE,TRUE,FALSE,4.002356490673265e-4,,,FITTED
main__chest__all_available,main,chest,all_available,complementary_chest,3,daily_geometric_mean_medi,participant_day,gaussian,log10_offset_0.1,site_full,final,response_value ~ site + photoperiod_centered_hours + (1 | participant_key),lmer,restricted_maximum_likelihood,Gaussian,identity_after_declared_transformation,902,-415.6353716584173,853.2707433168346,TRUE,TRUE,FALSE,3.0690330277138855e-5,,,FITTED
main__chest__all_available,main,chest,all_available,complementary_chest,3,daily_geometric_mean_medi,participant_day,gaussian,log10_offset_0.1,no_site,final,response_value ~ photoperiod_centered_hours + (1 | participant_key),lmer,restricted_maximum_likelihood,Gaussian,identity_after_declared_transformation,902,-414.8296261478562,837.6592522957123,TRUE,TRUE,FALSE,2.3317170416703448e-6,,,FITTED
main__chest__all_available,main,chest,all_available,complementary_chest,3,daily_geometric_mean_medi,participant_day,gaussian,log10_offset_0.1,no_photoperiod,final,response_value ~ site + (1 | participant_key),lmer,restricted_maximum_likelihood,Gaussian,identity_after_declared_transformation,902,-420.4196254431928,860.8392508863856,TRUE,TRUE,FALSE,1.1815018297056668e-4,,,FITTED
main__chest__all_available,main,chest,all_available,complementary_chest,3,daily_geometric_mean_medi,participant_day,gaussian,log10_offset_0.1,latitude_full,final,response_value ~ absolute_latitude_10deg_centered + photoperiod_centered_hours +      (1 | participant_key),lmer,restricted_maximum_likelihood,Gaussian,identity_after_declared_transformation,902,-417.89259308178595,845.7851861635719,TRUE,TRUE,FALSE,2.0975221559638157e-6,,,FITTED
main__chest__all_available,main,chest,all_available,complementary_chest,4,m10_mean_medi,participant_day,gaussian,log10_offset_0.1,site_full,comparison,response_value ~ site + photoperiod_centered_hours + (1 | participant_key),lmer,maximum_likelihood,Gaussian,identity_after_declared_transformation,902,-849.3851718212592,1720.7703436425184,TRUE,TRUE,FALSE,1.1432348401285708e-5,,,FITTED
main__chest__all_available,main,chest,all_available,complementary_chest,4,m10_mean_medi,participant_day,gaussian,log10_offset_0.1,no_site,comparison,response_value ~ photoperiod_centered_hours + (1 | participant_key),lmer,maximum_likelihood,Gaussian,identity_after_declared_transformation,902,-860.3557912186316,1728.7115824372631,TRUE,TRUE,FALSE,2.353317540837452e-7,,,FITTED
main__chest__all_available,main,chest,all_available,complementary_chest,4,m10_mean_medi,participant_day,gaussian,log10_offset_0.1,no_photoperiod,comparison,response_value ~ site + (1 | participant_key),lmer,maximum_likelihood,Gaussian,identity_after_declared_transformation,902,-855.8812050664883,1731.7624101329766,TRUE,TRUE,FALSE,1.1845031622215174e-5,,,FITTED
main__chest__all_available,main,chest,all_available,complementary_chest,4,m10_mean_medi,participant_day,gaussian,log10_offset_0.1,latitude_full,comparison,response_value ~ absolute_latitude_10deg_centered + photoperiod_centered_hours +      (1 | participant_key),lmer,maximum_likelihood,Gaussian,identity_after_declared_transformation,902,-859.8660087610436,1729.7320175220873,TRUE,TRUE,FALSE,2.933120413217694e-7,,,FITTED
main__chest__all_available,main,chest,all_available,complementary_chest,4,m10_mean_medi,participant_day,gaussian,log10_offset_0.1,random_site,comparison,response_value ~ photoperiod_centered_hours + (1 | site) + (1 |      participant_key),lmer,maximum_likelihood,Gaussian,identity_after_declared_transformation,902,-857.8740018540063,1725.748003708013,TRUE,TRUE,FALSE,1.2119016901124269e-6,,,FITTED
main__chest__all_available,main,chest,all_available,complementary_chest,4,m10_mean_medi,participant_day,gaussian,log10_offset_0.1,site_full,final,response_value ~ site + photoperiod_centered_hours + (1 | participant_key),lmer,restricted_maximum_likelihood,Gaussian,identity_after_declared_transformation,902,-865.9493063047078,1753.8986126094155,TRUE,TRUE,FALSE,1.4711758922203444e-4,,,FITTED
main__chest__all_available,main,chest,all_available,complementary_chest,4,m10_mean_medi,participant_day,gaussian,log10_offset_0.1,no_site,final,response_value ~ photoperiod_centered_hours + (1 | participant_key),lmer,restricted_maximum_likelihood,Gaussian,identity_after_declared_transformation,902,-866.1458330861467,1740.2916661722934,TRUE,TRUE,FALSE,6.964455678826198e-6,,,FITTED
main__chest__all_available,main,chest,all_available,complementary_chest,4,m10_mean_medi,participant_day,gaussian,log10_offset_0.1,no_photoperiod,final,response_value ~ site + (1 | participant_key),lmer,restricted_maximum_likelihood,Gaussian,identity_after_declared_transformation,902,-869.076043022901,1758.152086045802,TRUE,TRUE,FALSE,9.475797924096696e-6,,,FITTED
main__chest__all_available,main,chest,all_available,complementary_chest,4,m10_mean_medi,participant_day,gaussian,log10_offset_0.1,latitude_full,final,response_value ~ absolute_latitude_10deg_centered + photoperiod_centered_hours +      (1 | participant_key),lmer,restricted_maximum_likelihood,Gaussian,identity_after_declared_transformation,902,-868.6844218677713,1747.368843735543,TRUE,TRUE,FALSE,6.858726919745095e-6,,,FITTED
main__chest__all_available,main,chest,all_available,complementary_chest,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,site_full,comparison,response_value ~ site + photoperiod_centered_hours + (1 | participant_key),lmer,maximum_likelihood,Gaussian,identity_after_declared_transformation,902,-68.4618910219455,158.923782043891,TRUE,TRUE,FALSE,1.0001883765653474e-5,,,FITTED
main__chest__all_available,main,chest,all_available,complementary_chest,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,no_site,comparison,response_value ~ photoperiod_centered_hours + (1 | participant_key),lmer,maximum_likelihood,Gaussian,identity_after_declared_transformation,902,-86.87953596049041,181.75907192098083,TRUE,TRUE,FALSE,4.1936232264561113e-7,,,FITTED
main__chest__all_available,main,chest,all_available,complementary_chest,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,no_photoperiod,comparison,response_value ~ site + (1 | participant_key),lmer,maximum_likelihood,Gaussian,identity_after_declared_transformation,902,-72.30919118294018,164.61838236588036,TRUE,TRUE,FALSE,1.289919282498886e-6,,,FITTED
main__chest__all_available,main,chest,all_available,complementary_chest,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,latitude_full,comparison,response_value ~ absolute_latitude_10deg_centered + photoperiod_centered_hours +      (1 | participant_key),lmer,maximum_likelihood,Gaussian,identity_after_declared_transformation,902,-81.2844736019983,172.5689472039966,TRUE,TRUE,FALSE,4.476419235288631e-8,,,FITTED
main__chest__all_available,main,chest,all_available,complementary_chest,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,random_site,comparison,response_value ~ photoperiod_centered_hours + (1 | site) + (1 |      participant_key),lmer,maximum_likelihood,Gaussian,identity_after_declared_transformation,902,-78.57843107485742,167.15686214971484,TRUE,TRUE,FALSE,1.0691920238059538e-4,,,FITTED
main__chest__all_available,main,chest,all_available,complementary_chest,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,site_full,final,response_value ~ site + photoperiod_centered_hours + (1 | participant_key),lmer,restricted_maximum_likelihood,Gaussian,identity_after_declared_transformation,902,-90.5237139866661,203.0474279733322,TRUE,TRUE,FALSE,7.983658179000486e-7,,,FITTED
main__chest__all_available,main,chest,all_available,complementary_chest,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,no_site,final,response_value ~ photoperiod_centered_hours + (1 | participant_key),lmer,restricted_maximum_likelihood,Gaussian,identity_after_declared_transformation,902,-93.80289224449832,195.60578448899665,TRUE,TRUE,FALSE,1.542829863865336e-5,,,FITTED
main__chest__all_available,main,chest,all_available,complementary_chest,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,no_photoperiod,final,response_value ~ site + (1 | participant_key),lmer,restricted_maximum_likelihood,Gaussian,identity_after_declared_transformation,902,-90.5966644448168,201.1933288896336,TRUE,TRUE,FALSE,1.0491305602045031e-5,,,FITTED
main__chest__all_available,main,chest,all_available,complementary_chest,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,latitude_full,final,response_value ~ absolute_latitude_10deg_centered + photoperiod_centered_hours +      (1 | participant_key),lmer,restricted_maximum_likelihood,Gaussian,identity_after_declared_transformation,902,-91.89571328201302,193.79142656402604,TRUE,TRUE,FALSE,4.718003765447065e-8,,,FITTED
main__chest__all_available,main,chest,all_available,complementary_chest,6,duration_above_1000,participant_day,tweedie_log,identity,site_full,comparison,response_value ~ site + photoperiod_centered_hours + (1 | participant_key),glmmTMB,maximum_likelihood,Tweedie,log,902,-1268.7174481416332,2561.4348962832664,TRUE,TRUE,FALSE,,,,FITTED
main__chest__all_available,main,chest,all_available,complementary_chest,6,duration_above_1000,participant_day,tweedie_log,identity,no_site,comparison,response_value ~ photoperiod_centered_hours + (1 | participant_key),glmmTMB,maximum_likelihood,Tweedie,log,902,-1280.056053022984,2570.112106045968,TRUE,TRUE,FALSE,,,,FITTED
main__chest__all_available,main,chest,all_available,complementary_chest,6,duration_above_1000,participant_day,tweedie_log,identity,no_photoperiod,comparison,response_value ~ site + (1 | participant_key),glmmTMB,maximum_likelihood,Tweedie,log,902,-1279.613121167936,2581.226242335872,TRUE,TRUE,FALSE,,,,FITTED
main__chest__all_available,main,chest,all_available,complementary_chest,6,duration_above_1000,participant_day,tweedie_log,identity,latitude_full,comparison,response_value ~ absolute_latitude_10deg_centered + photoperiod_centered_hours +      (1 | participant_key),glmmTMB,maximum_likelihood,Tweedie,log,902,-1277.1566506031832,2566.3133012063663,TRUE,TRUE,FALSE,,,,FITTED
main__chest__all_available,main,chest,all_available,complementary_chest,6,duration_above_1000,participant_day,tweedie_log,identity,random_site,comparison,response_value ~ photoperiod_centered_hours + (1 | site) + (1 |      participant_key),glmmTMB,maximum_likelihood,Tweedie,log,902,-1277.2004756249803,2566.4009512499606,TRUE,TRUE,FALSE,,,,FITTED
main__chest__all_available,main,chest,all_available,complementary_chest,6,duration_above_1000,participant_day,tweedie_log,identity,site_full,final,response_value ~ site + photoperiod_centered_hours + (1 | participant_key),glmmTMB,maximum_likelihood,Tweedie,log,902,-1268.7174481416332,2561.4348962832664,TRUE,TRUE,FALSE,,,,FITTED
main__chest__all_available,main,chest,all_available,complementary_chest,6,duration_above_1000,participant_day,tweedie_log,identity,no_site,final,response_value ~ photoperiod_centered_hours + (1 | participant_key),glmmTMB,maximum_likelihood,Tweedie,log,902,-1280.056053022984,2570.112106045968,TRUE,TRUE,FALSE,,,,FITTED
main__chest__all_available,main,chest,all_available,complementary_chest,6,duration_above_1000,participant_day,tweedie_log,identity,no_photoperiod,final,response_value ~ site + (1 | participant_key),glmmTMB,maximum_likelihood,Tweedie,log,902,-1279.613121167936,2581.226242335872,TRUE,TRUE,FALSE,,,,FITTED
main__chest__all_available,main,chest,all_available,complementary_chest,6,duration_above_1000,participant_day,tweedie_log,identity,latitude_full,final,response_value ~ absolute_latitude_10deg_centered + photoperiod_centered_hours +      (1 | participant_key),glmmTMB,maximum_likelihood,Tweedie,log,902,-1277.1566506031832,2566.3133012063663,TRUE,TRUE,FALSE,,,,FITTED
main__chest__all_available,main,chest,all_available,complementary_chest,7,duration_above_250_wake,participant_day,tweedie_log,identity,site_full,comparison,response_value ~ site + photoperiod_centered_hours + (1 | participant_key),glmmTMB,maximum_likelihood,Tweedie,log,818,-1640.2280099204606,3304.4560198409213,TRUE,TRUE,FALSE,,,,FITTED
main__chest__all_available,main,chest,all_available,complementary_chest,7,duration_above_250_wake,participant_day,tweedie_log,identity,no_site,comparison,response_value ~ photoperiod_centered_hours + (1 | participant_key),glmmTMB,maximum_likelihood,Tweedie,log,818,-1652.488692654951,3314.977385309902,TRUE,TRUE,FALSE,,,,FITTED
main__chest__all_available,main,chest,all_available,complementary_chest,7,duration_above_250_wake,participant_day,tweedie_log,identity,no_photoperiod,comparison,response_value ~ site + (1 | participant_key),glmmTMB,maximum_likelihood,Tweedie,log,818,-1648.4674141727985,3318.9348283455965,TRUE,TRUE,FALSE,,,,FITTED
main__chest__all_available,main,chest,all_available,complementary_chest,7,duration_above_250_wake,participant_day,tweedie_log,identity,latitude_full,comparison,response_value ~ absolute_latitude_10deg_centered + photoperiod_centered_hours +      (1 | participant_key),glmmTMB,maximum_likelihood,Tweedie,log,818,-1652.4823246282551,3316.9646492565103,TRUE,TRUE,FALSE,,,,FITTED
main__chest__all_available,main,chest,all_available,complementary_chest,7,duration_above_250_wake,participant_day,tweedie_log,identity,random_site,comparison,response_value ~ photoperiod_centered_hours + (1 | site) + (1 |      participant_key),glmmTMB,maximum_likelihood,Tweedie,log,818,-1649.131762801197,3310.263525602394,TRUE,TRUE,FALSE,,,,FITTED
main__chest__all_available,main,chest,all_available,complementary_chest,7,duration_above_250_wake,participant_day,tweedie_log,identity,site_full,final,response_value ~ site + photoperiod_centered_hours + (1 | participant_key),glmmTMB,maximum_likelihood,Tweedie,log,818,-1640.2280099204606,3304.4560198409213,TRUE,TRUE,FALSE,,,,FITTED
main__chest__all_available,main,chest,all_available,complementary_chest,7,duration_above_250_wake,participant_day,tweedie_log,identity,no_site,final,response_value ~ photoperiod_centered_hours + (1 | participant_key),glmmTMB,maximum_likelihood,Tweedie,log,818,-1652.488692654951,3314.977385309902,TRUE,TRUE,FALSE,,,,FITTED
main__chest__all_available,main,chest,all_available,complementary_chest,7,duration_above_250_wake,participant_day,tweedie_log,identity,no_photoperiod,final,response_value ~ site + (1 | participant_key),glmmTMB,maximum_likelihood,Tweedie,log,818,-1648.4674141727985,3318.9348283455965,TRUE,TRUE,FALSE,,,,FITTED
main__chest__all_available,main,chest,all_available,complementary_chest,7,duration_above_250_wake,participant_day,tweedie_log,identity,latitude_full,final,response_value ~ absolute_latitude_10deg_centered + photoperiod_centered_hours +      (1 | participant_key),glmmTMB,maximum_likelihood,Tweedie,log,818,-1652.4823246282551,3316.9646492565103,TRUE,TRUE,FALSE,,,,FITTED
main__chest__all_available,main,chest,all_available,complementary_chest,8,duration_below_10_pre_sleep,participant_day,gaussian,identity,site_full,comparison,response_value ~ site + photoperiod_centered_hours + (1 | participant_key),lmer,maximum_likelihood,Gaussian,identity_after_declared_transformation,743,-1000.039724022865,2022.07944804573,TRUE,TRUE,FALSE,1.2687451089732349e-6,,,FITTED
main__chest__all_available,main,chest,all_available,complementary_chest,8,duration_below_10_pre_sleep,participant_day,gaussian,identity,no_site,comparison,response_value ~ photoperiod_centered_hours + (1 | participant_key),lmer,maximum_likelihood,Gaussian,identity_after_declared_transformation,743,-1005.2235570539356,2018.4471141078711,TRUE,TRUE,FALSE,1.4870238373987377e-6,,,FITTED
main__chest__all_available,main,chest,all_available,complementary_chest,8,duration_below_10_pre_sleep,participant_day,gaussian,identity,no_photoperiod,comparison,response_value ~ site + (1 | participant_key),lmer,maximum_likelihood,Gaussian,identity_after_declared_transformation,743,-1003.3486613116968,2026.6973226233936,TRUE,TRUE,FALSE,1.4722445484949276e-6,,,FITTED
main__chest__all_available,main,chest,all_available,complementary_chest,8,duration_below_10_pre_sleep,participant_day,gaussian,identity,latitude_full,comparison,response_value ~ absolute_latitude_10deg_centered + photoperiod_centered_hours +      (1 | participant_key),lmer,maximum_likelihood,Gaussian,identity_after_declared_transformation,743,-1005.0790584157608,2020.1581168315215,TRUE,TRUE,FALSE,1.4517809177050367e-6,,,FITTED
main__chest__all_available,main,chest,all_available,complementary_chest,8,duration_below_10_pre_sleep,participant_day,gaussian,identity,random_site,comparison,response_value ~ photoperiod_centered_hours + (1 | site) + (1 |      participant_key),lmer,maximum_likelihood,Gaussian,identity_after_declared_transformation,743,-1005.2235570540468,2020.4471141080935,FALSE,TRUE,TRUE,4.852267920796294e-4,,,FITTED
main__chest__all_available,main,chest,all_available,complementary_chest,8,duration_below_10_pre_sleep,participant_day,gaussian,identity,site_full,final,response_value ~ site + photoperiod_centered_hours + (1 | participant_key),lmer,restricted_maximum_likelihood,Gaussian,identity_after_declared_transformation,743,-1012.3904989693048,2046.7809979386095,TRUE,TRUE,FALSE,2.1157120499992743e-6,,,FITTED
main__chest__all_available,main,chest,all_available,complementary_chest,8,duration_below_10_pre_sleep,participant_day,gaussian,identity,no_site,final,response_value ~ photoperiod_centered_hours + (1 | participant_key),lmer,restricted_maximum_likelihood,Gaussian,identity_after_declared_transformation,743,-1010.1676825977872,2028.3353651955745,TRUE,TRUE,FALSE,1.510898073320277e-6,,,FITTED
main__chest__all_available,main,chest,all_available,complementary_chest,8,duration_below_10_pre_sleep,participant_day,gaussian,identity,no_photoperiod,final,response_value ~ site + (1 | participant_key),lmer,restricted_maximum_likelihood,Gaussian,identity_after_declared_transformation,743,-1012.9974900298452,2045.9949800596903,TRUE,TRUE,FALSE,5.60476109967567e-7,,,FITTED
main__chest__all_available,main,chest,all_available,complementary_chest,8,duration_below_10_pre_sleep,participant_day,gaussian,identity,latitude_full,final,response_value ~ absolute_latitude_10deg_centered + photoperiod_centered_hours +      (1 | participant_key),lmer,restricted_maximum_likelihood,Gaussian,identity_after_declared_transformation,743,-1012.6241684070338,2035.2483368140677,TRUE,TRUE,FALSE,1.5404566511278972e-6,,,FITTED
main__chest__all_available,main,chest,all_available,complementary_chest,9,duration_below_1_sleep_environment,participant_day,tweedie_log,identity,site_full,comparison,response_value ~ site + photoperiod_centered_hours + (1 | participant_key),glmmTMB,maximum_likelihood,Tweedie,log,861,-1746.1608016340333,3516.3216032680666,TRUE,TRUE,FALSE,,,,FITTED
main__chest__all_available,main,chest,all_available,complementary_chest,9,duration_below_1_sleep_environment,participant_day,tweedie_log,identity,no_site,comparison,response_value ~ photoperiod_centered_hours + (1 | participant_key),glmmTMB,maximum_likelihood,Tweedie,log,861,-1758.6681683887,3527.3363367774,TRUE,TRUE,FALSE,,,,FITTED
main__chest__all_available,main,chest,all_available,complementary_chest,9,duration_below_1_sleep_environment,participant_day,tweedie_log,identity,no_photoperiod,comparison,response_value ~ site + (1 | participant_key),glmmTMB,maximum_likelihood,Tweedie,log,861,-1747.43092464418,3516.86184928836,TRUE,TRUE,FALSE,,,,FITTED
main__chest__all_available,main,chest,all_available,complementary_chest,9,duration_below_1_sleep_environment,participant_day,tweedie_log,identity,latitude_full,comparison,response_value ~ absolute_latitude_10deg_centered + photoperiod_centered_hours +      (1 | participant_key),glmmTMB,maximum_likelihood,Tweedie,log,861,-1753.587050340803,3519.174100681606,TRUE,TRUE,FALSE,,,,FITTED
main__chest__all_available,main,chest,all_available,complementary_chest,9,duration_below_1_sleep_environment,participant_day,tweedie_log,identity,random_site,comparison,response_value ~ photoperiod_centered_hours + (1 | site) + (1 |      participant_key),glmmTMB,maximum_likelihood,Tweedie,log,861,-1754.5957169747262,3521.1914339494524,TRUE,TRUE,FALSE,,,,FITTED
main__chest__all_available,main,chest,all_available,complementary_chest,9,duration_below_1_sleep_environment,participant_day,tweedie_log,identity,site_full,final,response_value ~ site + photoperiod_centered_hours + (1 | participant_key),glmmTMB,maximum_likelihood,Tweedie,log,861,-1746.1608016340333,3516.3216032680666,TRUE,TRUE,FALSE,,,,FITTED
main__chest__all_available,main,chest,all_available,complementary_chest,9,duration_below_1_sleep_environment,participant_day,tweedie_log,identity,no_site,final,response_value ~ photoperiod_centered_hours + (1 | participant_key),glmmTMB,maximum_likelihood,Tweedie,log,861,-1758.6681683887,3527.3363367774,TRUE,TRUE,FALSE,,,,FITTED
main__chest__all_available,main,chest,all_available,complementary_chest,9,duration_below_1_sleep_environment,participant_day,tweedie_log,identity,no_photoperiod,final,response_value ~ site + (1 | participant_key),glmmTMB,maximum_likelihood,Tweedie,log,861,-1747.43092464418,3516.86184928836,TRUE,TRUE,FALSE,,,,FITTED
main__chest__all_available,main,chest,all_available,complementary_chest,9,duration_below_1_sleep_environment,participant_day,tweedie_log,identity,latitude_full,final,response_value ~ absolute_latitude_10deg_centered + photoperiod_centered_hours +      (1 | participant_key),glmmTMB,maximum_likelihood,Tweedie,log,861,-1753.587050340803,3519.174100681606,TRUE,TRUE,FALSE,,,,FITTED
main__chest__all_available,main,chest,all_available,complementary_chest,10,longest_bout_above_250,participant_day,gaussian,log10_offset_0.1,site_full,comparison,response_value ~ site + photoperiod_centered_hours + (1 | participant_key),lmer,maximum_likelihood,Gaussian,identity_after_declared_transformation,902,-321.5481400848557,665.0962801697113,TRUE,TRUE,FALSE,1.213322775583947e-5,,,FITTED
