"path","expected_sha256","observed_sha256","expected_bytes","observed_bytes","status"
"scripts/report_harmonization/post_render_gt_html_semantics.R","28c1105840834e95a37f84eaded9a2c595b9febd568fbc763daef247a53d7205","28c1105840834e95a37f84eaded9a2c595b9febd568fbc763daef247a53d7205",21453,21453,"PASS"
"scripts/report_harmonization/repair_gt_html_semantics.R","7c949930fec862a4ce783c28d0256d36cb45de7c017bd9fcbb7cb910599463d1","7c949930fec862a4ce783c28d0256d36cb45de7c017bd9fcbb7cb910599463d1",17747,17747,"PASS"
"_quarto-nathealth.yml","80dd05573b6c764272d0d0aa1c82571bdaab3cb2bee9ee34441e2456318708e3","80dd05573b6c764272d0d0aa1c82571bdaab3cb2bee9ee34441e2456318708e3",7480,7480,"PASS"
"renv.lock","3bf99c633fb123626eb14d29f0847b91f71030c92e90331fe401e3204bca8350","3bf99c633fb123626eb14d29f0847b91f71030c92e90331fe401e3204bca8350",603493,603493,"PASS"
"audit/report_harmonization/phase4_corpus_manifest.csv","73f1a371f8352f1baf69d38f1613de1a662112642370b0cc89798b4d6d469334","73f1a371f8352f1baf69d38f1613de1a662112642370b0cc89798b4d6d469334",11937,11937,"PASS"
"audit/handoffs/H06_daily_worker_handoff.md","70482aaaa6c7de7554d54e2c193c3f4de1b6a2fb959ff64993e91cfb89550095","70482aaaa6c7de7554d54e2c193c3f4de1b6a2fb959ff64993e91cfb89550095",34395,34395,"PASS"
"audit/report_harmonization/h06_daily_order20_source_verification.md","d2fdf11a6e0d5542c98e8b7757f6d1ee90d1cdf71590361f0a5e3930c1bd4485","d2fdf11a6e0d5542c98e8b7757f6d1ee90d1cdf71590361f0a5e3930c1bd4485",5432,5432,"PASS"
"audit/report_harmonization/h06_daily_order20_source_manifest.csv","b93b30bd0ae7248bc26af1e8f7788064aef9185b09afc1f93f84ccddf3ec31f0","b93b30bd0ae7248bc26af1e8f7788064aef9185b09afc1f93f84ccddf3ec31f0",1147,1147,"PASS"
"audit/hypotheses/H06_daily/H06_daily_stage4_preparation_acceptance.md","8af64ee0f658f188bab55a06652ce91741a6909e08f6f4353a740d0daf069fad","8af64ee0f658f188bab55a06652ce91741a6909e08f6f4353a740d0daf069fad",3787,3787,"PASS"
"audit/hypotheses/H06_daily/H06_daily_stage4_preparation_gate.md","075d5e4b749d0e4f814dd925b54bea6a9619245b202e5d8f1f01a6a7debee974","075d5e4b749d0e4f814dd925b54bea6a9619245b202e5d8f1f01a6a7debee974",5268,5268,"PASS"
