"path","expected_sha256","observed_sha256","expected_bytes","observed_bytes","status"
"audit/hypotheses/H06_daily/report018_order48a_display_repair/001__build__nathealth__notebooks__hypotheses__H06_daily.html_gt_semantic_ledger.csv","09fde59b3495da6e3bac7b6e0d389d09fa7ded61c5a5c72283913945e4ea310e","09fde59b3495da6e3bac7b6e0d389d09fa7ded61c5a5c72283913945e4ea310e",249113,249113,"PASS"
"audit/hypotheses/H06_daily/report018_order48a_display_repair/semantic_reverse_audit.csv","ad34e4bd128448d90354bdb65d527a0681648d71f6c53c578804b4993fc85e2c","ad34e4bd128448d90354bdb65d527a0681648d71f6c53c578804b4993fc85e2c",690,690,"PASS"
"audit/hypotheses/H06_daily/report018_order48a_display_repair/postrender_nonvisual_summary.csv","ad6a48b13878aedd79459499dfb4e1f4c0c5f8d4d5b5be7b65f4faa632bb1d80","ad6a48b13878aedd79459499dfb4e1f4c0c5f8d4d5b5be7b65f4faa632bb1d80",276,276,"PASS"
"audit/hypotheses/H06_daily/report018_order48a_display_repair/table_endpoint_audit.csv","30b2842d4c9b214eb5d69a7728d4945930916d7c2878f695d65bcb8bc5f92fe2","30b2842d4c9b214eb5d69a7728d4945930916d7c2878f695d65bcb8bc5f92fe2",2961,2961,"PASS"
"audit/hypotheses/H06_daily/report018_order48a_display_repair/placement_table_reconciliation.csv","98ec671a7a7d23d697725cb11d5bd79564f1e02be541fb6023569a4913633397","98ec671a7a7d23d697725cb11d5bd79564f1e02be541fb6023569a4913633397",595,595,"PASS"
"audit/hypotheses/H06_daily/report018_order48a_display_repair/figure_endpoint_audit.csv","8ed375a4e0dbffb73477b69c6910a2c81170b976de89154fd192a0163ee594ba","8ed375a4e0dbffb73477b69c6910a2c81170b976de89154fd192a0163ee594ba",4823,4823,"PASS"
"audit/hypotheses/H06_daily/report018_order48a_display_repair/reader_contract_audit.csv","25e53970c026209b5ebf7525f91900c04f550738918276907f73d6e4b80720ea","25e53970c026209b5ebf7525f91900c04f550738918276907f73d6e4b80720ea",453,453,"PASS"
"audit/hypotheses/H06_daily/report018_order48a_display_repair/final_visual_qa.csv","325456f38428b7d50791ae709060fd1c2defcaf843d10171d4b63b9ff5107318","325456f38428b7d50791ae709060fd1c2defcaf843d10171d4b63b9ff5107318",2113,2113,"PASS"
"audit/hypotheses/H06_daily/report018_order48a_display_repair/loopback_lifecycle.csv","f7a1f6536e763da9062f7263deb30808eea6349c01ec43f76dadac9c597de5ef","f7a1f6536e763da9062f7263deb30808eea6349c01ec43f76dadac9c597de5ef",1034,1034,"PASS"
"audit/hypotheses/H06_daily/report018_order48a_display_repair/browser_console_warn_error.json","37517e5f3dc66819f61f5a7bb8ace1921282415f10551d2defa5c3eb0985b570","37517e5f3dc66819f61f5a7bb8ace1921282415f10551d2defa5c3eb0985b570",3,3,"PASS"
"audit/hypotheses/H06_daily/report018_order48a_display_repair/build_inventory_postrender.csv","2902886ce3992d8e9a008ea105b78f7e84af7793408b2fc9e49aab867cf75432","2902886ce3992d8e9a008ea105b78f7e84af7793408b2fc9e49aab867cf75432",176171,176171,"PASS"
"audit/hypotheses/H06_daily/report018_order48a_display_repair/build_inventory_postqa.csv","2902886ce3992d8e9a008ea105b78f7e84af7793408b2fc9e49aab867cf75432","2902886ce3992d8e9a008ea105b78f7e84af7793408b2fc9e49aab867cf75432",176171,176171,"PASS"
"audit/hypotheses/H06_daily/report018_order48a_display_repair/protected_reconciliation_postqa.csv","1800614845b87fb2791438c7dcd6a7d96ae0d06f100184fd11f705dc7472d6dc","1800614845b87fb2791438c7dcd6a7d96ae0d06f100184fd11f705dc7472d6dc",1273283,1273283,"PASS"
