placement,placement_label,metric_order,metric_id,manuscript_name,omitted_site,observations,participants,sites,estimate_model_per_point,conf_low_model_per_point,conf_high_model_per_point,estimate_practical_per_sd,conf_low_practical_per_sd,conf_high_practical_per_sd,estimate_change_from_full,relative_absolute_change,sign_reversal,converged,positive_definite_hessian,singular,warnings,error,refit_status,omitted_site_display_order,omitted_site_name
chest,Chest,5,duration_above_250_wake,Time above 250 lx melEDI during wake,BAUA,720,134,7,-0.01305739813908441,-0.030159985995817068,0.004045189717648246,0.9302183817403934,0.8461306421543372,1.0226626889726578,0.0019533175490210764,0.1301282090479462,FALSE,TRUE,TRUE,FALSE,,,PASS,3,Dortmund (DE)
chest,Chest,5,duration_above_250_wake,Time above 250 lx melEDI during wake,TUM,764,144,7,-0.016919077281587456,-0.03315337814541049,-6.847764177644183e-4,0.9105294938343101,0.8322150295138242,0.9962136343854544,-0.0019083615934819692,0.12713328485690778,FALSE,TRUE,TRUE,FALSE,,,PASS,5,Munich (DE)
chest,Chest,5,duration_above_250_wake,Time above 250 lx melEDI during wake,FUSPCEU,707,132,7,-0.013812853062248855,-0.03190040874415068,0.004274702619652966,0.9263334601508019,0.8380117374052098,1.0239637956049739,0.0011978626258566313,0.07980050057212258,FALSE,TRUE,TRUE,FALSE,,,PASS,6,Madrid (ES)
chest,Chest,5,duration_above_250_wake,Time above 250 lx melEDI during wake,IZTECH,723,137,7,-0.015422513717763096,-0.033095777074471824,0.0022507496389456306,0.9181098216545809,0.8324806323187576,1.0125468532171802,-4.117980296576094e-4,0.02743360398091603,FALSE,TRUE,TRUE,FALSE,,,PASS,7,Izmir (TR)
chest,Chest,5,duration_above_250_wake,Time above 250 lx melEDI during wake,UCR,607,115,7,-0.018436143355890413,-0.038433288168854995,0.001561001457074166,0.9029091937875233,0.808225414270439,1.0086851982524363,-0.0034254276677849263,0.22819882402404307,FALSE,TRUE,TRUE,FALSE,,,PASS,8,San José (CR)
chest,Chest,5,duration_above_250_wake,Time above 250 lx melEDI during wake,KNUST,737,139,7,-0.014600951552472095,-0.03181576074437661,0.002613857639432419,0.9222979597865442,0.8384048037721497,1.0145857022756224,4.0976413563339163e-4,0.027298107841592745,FALSE,TRUE,TRUE,FALSE,,,PASS,9,Kumasi (GH)
chest,Chest,6,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,RISE,662,137,7,0.009137205273083343,-0.010728433680798306,0.029002844226964992,0.05061865863154241,-0.0594338100008797,0.16067112726396454,-0.0029381143453277372,0.24331565856426965,FALSE,TRUE,TRUE,FALSE,,,PASS,1,Borås (SE)
chest,Chest,6,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,THUAS,680,139,7,0.009308827891103334,-0.010597791839036157,0.029215447621242827,0.05156942053908069,-0.05871007505200701,0.16184891613016839,-0.0027664917273077464,0.2291029815136084,FALSE,TRUE,TRUE,FALSE,,,PASS,2,Delft (NL)
chest,Chest,6,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,BAUA,651,133,7,0.025499643847941986,0.0059103821559066405,0.04508890553997733,0.14126395638360445,0.03274257366342842,0.24978533910378048,0.013424324229530906,1.1117158513190009,FALSE,TRUE,TRUE,FALSE,,,PASS,3,Dortmund (DE)
chest,Chest,6,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,TUM,691,143,7,0.011290386175210356,-0.007506847894394996,0.03008762024481571,0.06254693711487617,-0.04158673900920988,0.16668061323896222,-7.849334432007242e-4,0.06500311942086788,FALSE,TRUE,TRUE,FALSE,,,PASS,5,Munich (DE)
chest,Chest,6,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,FUSPCEU,640,131,7,0.004660204659757476,-0.014767912645605917,0.024088321965120868,0.025816789901862952,-0.08181187863979225,0.13344545844351816,-0.007415114958653604,0.6140719411971404,FALSE,TRUE,TRUE,FALSE,,,PASS,6,Madrid (ES)
chest,Chest,6,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,IZTECH,660,136,7,0.00997235132766469,-0.010294884777225082,0.030239587432554463,0.05524523445871187,-0.057032018282934964,0.1675224872003587,-0.0021029682907463907,0.17415425489359493,FALSE,TRUE,TRUE,FALSE,,,PASS,7,Izmir (TR)
chest,Chest,6,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,UCR,535,114,7,0.013289106512855071,-0.009795196988178252,0.03637341001388839,0.07361952872767447,-0.0542638276972838,0.20150288515263273,0.0012137868944439908,0.10051799312983367,FALSE,TRUE,TRUE,FALSE,,,PASS,8,San José (CR)
chest,Chest,6,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,KNUST,682,138,7,0.014202217479846775,-0.005469669583490563,0.03387410454318411,0.07867801772397931,-0.03030109636363798,0.1876571318115966,0.0021268978614356945,0.17613594742393746,FALSE,TRUE,TRUE,FALSE,,,PASS,9,Kumasi (GH)
chest,Chest,7,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,RISE,769,138,7,2.1261446289717436e-4,-0.005134088357815453,0.005559317283609802,1.0011785441225416,0.9719586370110292,1.0312768867343869,6.76209262829706e-4,1.4586213282118712,TRUE,TRUE,TRUE,FALSE,,,PASS,1,Borås (SE)
chest,Chest,7,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,THUAS,778,139,7,-6.216025733294496e-4,-0.00590574146892976,0.004662536322270861,0.9965623432891281,0.9678125424059068,1.0261661846136627,-1.5800777339691795e-4,0.3408316344788882,FALSE,TRUE,TRUE,FALSE,,,PASS,2,Delft (NL)
chest,Chest,7,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,BAUA,759,134,7,-9.728190443527464e-4,-0.006575441264377778,0.004629803175672286,0.9946252338073359,0.9642285812885169,1.0259801201954675,-5.092242444202147e-4,1.0984252724455141,FALSE,TRUE,TRUE,FALSE,,,PASS,3,Dortmund (DE)
chest,Chest,7,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,TUM,801,144,7,5.3836454994522654e-5,-0.004870211857196617,0.004977884767185662,1.000298289846273,0.973380517915935,1.0279604432721898,5.174312549270543e-4,1.1161282546792104,TRUE,TRUE,TRUE,FALSE,,,PASS,5,Munich (DE)
chest,Chest,7,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,FUSPCEU,746,132,7,-0.002094420446877828,-0.007754543468416234,0.003565702574660578,0.9884642974385403,0.9579507294703357,1.0199498129208566,-0.0016308256469452966,3.517782441008043,FALSE,TRUE,TRUE,FALSE,,,PASS,6,Madrid (ES)
chest,Chest,7,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,IZTECH,761,137,7,0.0010961725741008065,-0.003965215556330224,0.006157560704531837,1.0060910968205499,0.9782728489399508,1.034700386705417,0.0015597673740333383,3.3645057586071627,TRUE,TRUE,TRUE,FALSE,,,PASS,7,Izmir (TR)
chest,Chest,7,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,UCR,636,115,7,-0.0017617474451388977,-0.008108631804991981,0.004585136914714186,0.9902876726622355,0.9560734619772832,1.0257262790231993,-0.001298152645206366,2.8001881069315058,FALSE,TRUE,TRUE,FALSE,,,PASS,8,San José (CR)
chest,Chest,7,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,KNUST,777,139,7,5.586209119952011e-5,-0.0049889739048459185,0.005100698087244959,1.000309514957796,0.972740319317591,1.028660070775177,5.194568911320518e-4,1.1204976656503693,TRUE,TRUE,TRUE,FALSE,,,PASS,9,Kumasi (GH)
chest,Chest,8,longest_bout_above_250,Longest continuous period above 250 lx melEDI,RISE,806,138,7,-0.004427142359166508,-0.010974750672016285,0.002120465953683269,0.9450925463611359,0.8693639617928978,1.0274176989638735,0.0016940206042398709,0.2767481627865633,FALSE,TRUE,TRUE,FALSE,,,PASS,1,Borås (SE)
chest,Chest,8,longest_bout_above_250,Longest continuous period above 250 lx melEDI,THUAS,809,139,7,-0.0059075057788353326,-0.012586970433083159,7.71958875412493e-4,0.9274133879820916,0.8516677321378315,1.009895713730324,2.1365718457104672e-4,0.0349046718488521,FALSE,TRUE,TRUE,FALSE,,,PASS,2,Delft (NL)
chest,Chest,8,longest_bout_above_250,Longest continuous period above 250 lx melEDI,BAUA,788,134,7,-0.005917263258438894,-0.01265138415233443,8.168576354566411e-4,0.92729796376822,0.8509682395773643,1.0104742734414502,2.03899704967485e-4,0.03331061534980216,FALSE,TRUE,TRUE,FALSE,,,PASS,3,Dortmund (DE)
chest,Chest,8,longest_bout_above_250,Longest continuous period above 250 lx melEDI,TUM,842,144,7,-0.007090982383441633,-0.013203117153003045,-9.788476138802207e-4,0.913517958783797,0.8450002522573293,0.9875914933648787,-9.698194200352533e-4,0.15843711821316328,FALSE,TRUE,TRUE,FALSE,,,PASS,5,Munich (DE)
chest,Chest,8,longest_bout_above_250,Longest continuous period above 250 lx melEDI,FUSPCEU,779,132,7,-0.006884595418729471,-0.013797058631956235,2.7867794497292604e-5,0.9159261118823048,0.8386224756650802,1.0003555434911515,-7.634324553230914e-4,0.12472016508742763,FALSE,TRUE,TRUE,FALSE,,,PASS,6,Madrid (ES)
chest,Chest,8,longest_bout_above_250,Longest continuous period above 250 lx melEDI,IZTECH,800,137,7,-0.005613392506029856,-0.012542494456573763,0.0013157094445140497,0.9308992954059049,0.8521510488643356,1.0169247568750814,5.077704573765232e-4,0.08295326564773452,FALSE,TRUE,TRUE,FALSE,,,PASS,7,Izmir (TR)
chest,Chest,8,longest_bout_above_250,Longest continuous period above 250 lx melEDI,UCR,672,115,7,-0.006751347540386132,-0.014296075258050496,7.933801772782327e-4,0.917484238765171,0.8333012344091006,1.010171704569015,-6.301845769797528e-4,0.10295177252217118,FALSE,TRUE,TRUE,FALSE,,,PASS,8,San José (CR)
chest,Chest,8,longest_bout_above_250,Longest continuous period above 250 lx melEDI,KNUST,818,139,7,-0.006386351735832742,-0.013035585014618892,2.6288154295340833e-4,0.9217658854363727,0.8468079759211166,1.003358933446617,-2.6518877242636286e-4,0.04332326618515436,FALSE,TRUE,TRUE,FALSE,,,PASS,9,Kumasi (GH)
chest,Chest,9,dose_time_sensitive_corrected_medi,melEDI dose,RISE,761,138,7,-0.006194580379000367,-0.017992988177073028,0.005603827419072293,0.9240234938288037,0.7949168771551381,1.0740989928447013,0.004821925081799381,0.43770005824054947,FALSE,TRUE,TRUE,FALSE,,,PASS,1,Borås (SE)
chest,Chest,9,dose_time_sensitive_corrected_medi,melEDI dose,THUAS,762,139,7,-0.010694926004491607,-0.02233599811892354,9.461461099403243e-4,0.8724726408796134,0.7520767032543786,1.0121421203310157,3.2157945630814123e-4,0.02919069549345061,FALSE,TRUE,TRUE,FALSE,,,PASS,2,Delft (NL)
chest,Chest,9,dose_time_sensitive_corrected_medi,melEDI dose,BAUA,746,134,7,-0.011972273135890875,-0.02401307249292241,6.852622114066065e-5,0.8583719514230596,0.7361586366549298,1.0008744994663472,-9.557676750911268e-4,0.08675779070704899,FALSE,TRUE,TRUE,FALSE,,,PASS,3,Dortmund (DE)
chest,Chest,9,dose_time_sensitive_corrected_medi,melEDI dose,TUM,796,144,7,-0.011679101754885837,-0.023109631128178182,-2.4857238159349364e-4,0.8615879981086583,0.7446913898852431,0.9968342437788611,-6.625962940860885e-4,0.06014577820923506,FALSE,TRUE,TRUE,FALSE,,,PASS,5,Munich (DE)
chest,Chest,9,dose_time_sensitive_corrected_medi,melEDI dose,FUSPCEU,733,132,7,-0.01114429330695035,-0.02342205162933353,0.001133465015432827,0.8674858390746308,0.7417295354941049,1.0145634560631531,-1.277878461506017e-4,0.011599671656798224,FALSE,TRUE,TRUE,FALSE,,,PASS,6,Madrid (ES)
chest,Chest,9,dose_time_sensitive_corrected_medi,melEDI dose,IZTECH,753,137,7,-0.00952045671943929,-0.021609149302315334,0.0025682358634367547,0.8856419704926616,0.7590821208971139,1.033302824958035,0.001496048741360459,0.1358006626224513,FALSE,TRUE,TRUE,FALSE,,,PASS,7,Izmir (TR)
chest,Chest,9,dose_time_sensitive_corrected_medi,melEDI dose,UCR,634,115,7,-0.015384386037097466,-0.029438078646555496,-0.0013306934276394334,0.8218129058249357,0.6869383198395923,0.9831689871925219,-0.004367880576297717,0.3964851278692716,FALSE,TRUE,TRUE,FALSE,,,PASS,8,San José (CR)
chest,Chest,9,dose_time_sensitive_corrected_medi,melEDI dose,KNUST,772,139,7,-0.01223657058907878,-0.02409255577516095,-3.805854029966093e-4,0.855482938008603,0.7354126346406437,0.9951570353172505,-0.0012200651282790308,0.11074883343183671,FALSE,TRUE,TRUE,FALSE,,,PASS,9,Kumasi (GH)
glasses,Near eye,1,daily_geometric_mean_medi,Mean melEDI,RISE,738,128,8,-0.006339395223682827,-0.01664178771037278,0.003962997263007128,0.9223181656361523,0.8087367019399415,1.05185135857184,6.397094619458596e-4,0.0916606772302963,FALSE,TRUE,TRUE,FALSE,,,PASS,1,Borås (SE)
glasses,Near eye,1,daily_geometric_mean_medi,Mean melEDI,THUAS,738,128,8,-0.006802559744030412,-0.016407957100040567,0.002802837611979742,0.9168850782720802,0.8111525482846386,1.0363996865149454,1.7654494159827488e-4,0.025296216284277084,FALSE,TRUE,TRUE,FALSE,,,PASS,2,Delft (NL)
glasses,Near eye,1,daily_geometric_mean_medi,Mean melEDI,BAUA,709,123,8,-0.009442152070273655,-0.01948405820213043,5.997540615831163e-4,0.8865270363604711,0.7799404196653824,1.0076797744823478,-0.002463047384644969,0.35291738633994924,FALSE,TRUE,TRUE,FALSE,,,PASS,3,Dortmund (DE)
glasses,Near eye,1,daily_geometric_mean_medi,Mean melEDI,MPI,666,115,8,-0.006805370420329121,-0.01735810582292197,0.0037473649822637274,0.9168522059116271,0.8013806736375779,1.0489621164300547,1.7373426529956534e-4,0.02489348893953654,FALSE,TRUE,TRUE,FALSE,,,PASS,4,Tübingen (DE)
glasses,Near eye,1,daily_geometric_mean_medi,Mean melEDI,TUM,756,131,8,-0.007562452086114096,-0.01697310257358382,0.001848198401355628,0.9080405072997193,0.8053260011733894,1.0238556332413833,-5.833474004854093e-4,0.08358484744993629,FALSE,TRUE,TRUE,FALSE,,,PASS,5,Munich (DE)
glasses,Near eye,1,daily_geometric_mean_medi,Mean melEDI,FUSPCEU,687,118,8,-0.0026580489245563613,-0.013092955899633881,0.007776858050521158,0.9666624155271764,0.8461884913053024,1.1042885068684931,0.004321055761072326,0.6191418463703815,FALSE,TRUE,TRUE,FALSE,,,PASS,6,Madrid (ES)
glasses,Near eye,1,daily_geometric_mean_medi,Mean melEDI,IZTECH,715,124,8,-0.007571264077357091,-0.01795867466227815,0.0028161465075639703,0.9079384444216978,0.7952648897103076,1.0365756485982682,-5.921593917284041e-4,0.08484747233377567,FALSE,TRUE,TRUE,FALSE,,,PASS,7,Izmir (TR)
glasses,Near eye,1,daily_geometric_mean_medi,Mean melEDI,UCR,784,135,8,-0.0070600906815181524,-0.016800855921767097,0.0026806745587307935,0.9138780043232722,0.8070973848817368,1.034785916086525,-8.098599588946594e-5,0.011604066644283416,FALSE,TRUE,TRUE,FALSE,,,PASS,8,San José (CR)
glasses,Near eye,1,daily_geometric_mean_medi,Mean melEDI,KNUST,735,126,8,-0.00835728615846777,-0.017725878599196363,0.0010113062822608224,0.8988805200090755,0.7976299671536846,1.012983742492847,-0.0013781814728390839,0.19747253192476444,FALSE,TRUE,TRUE,FALSE,,,PASS,9,Kumasi (GH)
glasses,Near eye,2,m10_mean_medi,Brightest 10 h mean,RISE,738,128,8,-0.010058023089946092,-0.024930806933586177,0.004814760753693994,0.879589745623097,0.727590984815581,1.0633420929499353,0.0025519595483534836,0.20237613496806597,FALSE,TRUE,TRUE,FALSE,,,PASS,1,Borås (SE)
glasses,Near eye,2,m10_mean_medi,Brightest 10 h mean,THUAS,738,128,8,-0.011312880551750122,-0.02539407302233187,0.002768311918831626,0.8656223229413023,0.7233040371537366,1.035943348142869,0.001297102086549453,0.10286311438763122,FALSE,TRUE,TRUE,FALSE,,,PASS,2,Delft (NL)
glasses,Near eye,2,m10_mean_medi,Brightest 10 h mean,BAUA,709,123,8,-0.016825579582441633,-0.031422824439214764,-0.0022283347256685047,0.8068428875852982,0.6697651848356253,0.9719756415925834,-0.004215596944142058,0.33430632420843054,FALSE,TRUE,TRUE,FALSE,,,PASS,3,Dortmund (DE)
glasses,Near eye,2,m10_mean_medi,Brightest 10 h mean,MPI,666,115,8,-0.011837264719547791,-0.02679066507768991,0.003116135638594324,0.8598514798590153,0.7105325729591891,1.0405498573225922,7.727179187517839e-4,0.06127826983717267,FALSE,TRUE,TRUE,FALSE,,,PASS,4,Tübingen (DE)
glasses,Near eye,2,m10_mean_medi,Brightest 10 h mean,TUM,756,131,8,-0.013238815547991029,-0.027161300242528347,6.836691465462903e-4,0.8446155545566623,0.7071812419290071,1.0087589894963205,-6.288329096914534e-4,0.04986786482810336,FALSE,TRUE,TRUE,FALSE,,,PASS,5,Munich (DE)
