run_order,run_id,run_label,metric_order,metric_id,manuscript_name,analysis_unit,display_order,site,site_name,site_color,observations,participants,participant_days,represented_days
1,main__glasses__all_available,Primary near-eye dataset,13,mean_timing_above_250,Mean timing of exposure above 250 lx melEDI,participant_day,1,RISE,Borås (SE),#88CCEE,72,13,72,72
1,main__glasses__all_available,Primary near-eye dataset,13,mean_timing_above_250,Mean timing of exposure above 250 lx melEDI,participant_day,2,THUAS,Delft (NL),#117733,71,13,71,71
1,main__glasses__all_available,Primary near-eye dataset,13,mean_timing_above_250,Mean timing of exposure above 250 lx melEDI,participant_day,3,BAUA,Dortmund (DE),#DDCC77,93,18,93,93
1,main__glasses__all_available,Primary near-eye dataset,13,mean_timing_above_250,Mean timing of exposure above 250 lx melEDI,participant_day,4,MPI,Tübingen (DE),#DDCC77,138,26,138,138
1,main__glasses__all_available,Primary near-eye dataset,13,mean_timing_above_250,Mean timing of exposure above 250 lx melEDI,participant_day,5,TUM,Munich (DE),#DDCC77,55,10,55,55
1,main__glasses__all_available,Primary near-eye dataset,13,mean_timing_above_250,Mean timing of exposure above 250 lx melEDI,participant_day,6,FUSPCEU,Madrid (ES),#CC6677,117,23,117,117
1,main__glasses__all_available,Primary near-eye dataset,13,mean_timing_above_250,Mean timing of exposure above 250 lx melEDI,participant_day,7,IZTECH,Izmir (TR),#332288,94,17,94,94
1,main__glasses__all_available,Primary near-eye dataset,13,mean_timing_above_250,Mean timing of exposure above 250 lx melEDI,participant_day,8,UCR,San José (CR),#44AA99,31,6,31,31
1,main__glasses__all_available,Primary near-eye dataset,13,mean_timing_above_250,Mean timing of exposure above 250 lx melEDI,participant_day,9,KNUST,Kumasi (GH),#AA4499,71,15,71,71
1,main__glasses__all_available,Primary near-eye dataset,14,first_timing_above_250,First light timing above 250 lx melEDI,participant_day,1,RISE,Borås (SE),#88CCEE,74,13,74,74
1,main__glasses__all_available,Primary near-eye dataset,14,first_timing_above_250,First light timing above 250 lx melEDI,participant_day,2,THUAS,Delft (NL),#117733,68,13,68,68
1,main__glasses__all_available,Primary near-eye dataset,14,first_timing_above_250,First light timing above 250 lx melEDI,participant_day,3,BAUA,Dortmund (DE),#DDCC77,93,18,93,93
1,main__glasses__all_available,Primary near-eye dataset,14,first_timing_above_250,First light timing above 250 lx melEDI,participant_day,4,MPI,Tübingen (DE),#DDCC77,133,25,133,133
1,main__glasses__all_available,Primary near-eye dataset,14,first_timing_above_250,First light timing above 250 lx melEDI,participant_day,5,TUM,Munich (DE),#DDCC77,56,10,56,56
1,main__glasses__all_available,Primary near-eye dataset,14,first_timing_above_250,First light timing above 250 lx melEDI,participant_day,6,FUSPCEU,Madrid (ES),#CC6677,118,23,118,118
1,main__glasses__all_available,Primary near-eye dataset,14,first_timing_above_250,First light timing above 250 lx melEDI,participant_day,7,IZTECH,Izmir (TR),#332288,95,17,95,95
1,main__glasses__all_available,Primary near-eye dataset,14,first_timing_above_250,First light timing above 250 lx melEDI,participant_day,8,UCR,San José (CR),#44AA99,29,6,29,29
1,main__glasses__all_available,Primary near-eye dataset,14,first_timing_above_250,First light timing above 250 lx melEDI,participant_day,9,KNUST,Kumasi (GH),#AA4499,61,15,61,61
1,main__glasses__all_available,Primary near-eye dataset,15,last_timing_above_250,Last light timing above 250 lx melEDI,participant_day,1,RISE,Borås (SE),#88CCEE,73,13,73,73
1,main__glasses__all_available,Primary near-eye dataset,15,last_timing_above_250,Last light timing above 250 lx melEDI,participant_day,2,THUAS,Delft (NL),#117733,62,13,62,62
1,main__glasses__all_available,Primary near-eye dataset,15,last_timing_above_250,Last light timing above 250 lx melEDI,participant_day,3,BAUA,Dortmund (DE),#DDCC77,89,18,89,89
1,main__glasses__all_available,Primary near-eye dataset,15,last_timing_above_250,Last light timing above 250 lx melEDI,participant_day,4,MPI,Tübingen (DE),#DDCC77,121,26,121,121
1,main__glasses__all_available,Primary near-eye dataset,15,last_timing_above_250,Last light timing above 250 lx melEDI,participant_day,5,TUM,Munich (DE),#DDCC77,53,10,53,53
1,main__glasses__all_available,Primary near-eye dataset,15,last_timing_above_250,Last light timing above 250 lx melEDI,participant_day,6,FUSPCEU,Madrid (ES),#CC6677,106,23,106,106
1,main__glasses__all_available,Primary near-eye dataset,15,last_timing_above_250,Last light timing above 250 lx melEDI,participant_day,7,IZTECH,Izmir (TR),#332288,89,17,89,89
1,main__glasses__all_available,Primary near-eye dataset,15,last_timing_above_250,Last light timing above 250 lx melEDI,participant_day,8,UCR,San José (CR),#44AA99,28,6,28,28
1,main__glasses__all_available,Primary near-eye dataset,15,last_timing_above_250,Last light timing above 250 lx melEDI,participant_day,9,KNUST,Kumasi (GH),#AA4499,66,15,66,66
1,main__glasses__all_available,Primary near-eye dataset,16,dose_time_sensitive_corrected_medi,melEDI dose,participant_day,1,RISE,Borås (SE),#88CCEE,71,13,71,71
1,main__glasses__all_available,Primary near-eye dataset,16,dose_time_sensitive_corrected_medi,melEDI dose,participant_day,2,THUAS,Delft (NL),#117733,74,13,74,74
1,main__glasses__all_available,Primary near-eye dataset,16,dose_time_sensitive_corrected_medi,melEDI dose,participant_day,3,BAUA,Dortmund (DE),#DDCC77,97,18,97,97
1,main__glasses__all_available,Primary near-eye dataset,16,dose_time_sensitive_corrected_medi,melEDI dose,participant_day,4,MPI,Tübingen (DE),#DDCC77,137,26,137,137
1,main__glasses__all_available,Primary near-eye dataset,16,dose_time_sensitive_corrected_medi,melEDI dose,participant_day,5,TUM,Munich (DE),#DDCC77,55,10,55,55
1,main__glasses__all_available,Primary near-eye dataset,16,dose_time_sensitive_corrected_medi,melEDI dose,participant_day,6,FUSPCEU,Madrid (ES),#CC6677,125,23,125,125
1,main__glasses__all_available,Primary near-eye dataset,16,dose_time_sensitive_corrected_medi,melEDI dose,participant_day,7,IZTECH,Izmir (TR),#332288,96,17,96,96
1,main__glasses__all_available,Primary near-eye dataset,16,dose_time_sensitive_corrected_medi,melEDI dose,participant_day,8,UCR,San José (CR),#44AA99,30,6,30,30
1,main__glasses__all_available,Primary near-eye dataset,16,dose_time_sensitive_corrected_medi,melEDI dose,participant_day,9,KNUST,Kumasi (GH),#AA4499,76,15,76,76
1,main__glasses__all_available,Primary near-eye dataset,17,mder_mean_of_viable_ratios,Melanopic daylight efficacy ratio,participant_day,1,RISE,Borås (SE),#88CCEE,75,13,75,75
1,main__glasses__all_available,Primary near-eye dataset,17,mder_mean_of_viable_ratios,Melanopic daylight efficacy ratio,participant_day,2,THUAS,Delft (NL),#117733,66,13,66,66
1,main__glasses__all_available,Primary near-eye dataset,17,mder_mean_of_viable_ratios,Melanopic daylight efficacy ratio,participant_day,3,BAUA,Dortmund (DE),#DDCC77,100,18,100,100
1,main__glasses__all_available,Primary near-eye dataset,17,mder_mean_of_viable_ratios,Melanopic daylight efficacy ratio,participant_day,4,MPI,Tübingen (DE),#DDCC77,145,26,145,145
1,main__glasses__all_available,Primary near-eye dataset,17,mder_mean_of_viable_ratios,Melanopic daylight efficacy ratio,participant_day,5,TUM,Munich (DE),#DDCC77,56,10,56,56
1,main__glasses__all_available,Primary near-eye dataset,17,mder_mean_of_viable_ratios,Melanopic daylight efficacy ratio,participant_day,6,FUSPCEU,Madrid (ES),#CC6677,84,22,84,84
1,main__glasses__all_available,Primary near-eye dataset,17,mder_mean_of_viable_ratios,Melanopic daylight efficacy ratio,participant_day,7,IZTECH,Izmir (TR),#332288,95,17,95,95
1,main__glasses__all_available,Primary near-eye dataset,17,mder_mean_of_viable_ratios,Melanopic daylight efficacy ratio,participant_day,8,UCR,San José (CR),#44AA99,31,6,31,31
1,main__glasses__all_available,Primary near-eye dataset,17,mder_mean_of_viable_ratios,Melanopic daylight efficacy ratio,participant_day,9,KNUST,Kumasi (GH),#AA4499,50,12,50,50
2,main__chest__all_available,Complementary chest dataset,1,interdaily_stability,Interdaily stability,participant,1,RISE,Borås (SE),#88CCEE,16,16,,96
2,main__chest__all_available,Complementary chest dataset,1,interdaily_stability,Interdaily stability,participant,2,THUAS,Delft (NL),#117733,15,15,,93
2,main__chest__all_available,Complementary chest dataset,1,interdaily_stability,Interdaily stability,participant,3,BAUA,Dortmund (DE),#DDCC77,19,19,,112
2,main__chest__all_available,Complementary chest dataset,1,interdaily_stability,Interdaily stability,participant,5,TUM,Munich (DE),#DDCC77,10,10,,60
2,main__chest__all_available,Complementary chest dataset,1,interdaily_stability,Interdaily stability,participant,6,FUSPCEU,Madrid (ES),#CC6677,22,22,,123
2,main__chest__all_available,Complementary chest dataset,1,interdaily_stability,Interdaily stability,participant,7,IZTECH,Izmir (TR),#332288,17,17,,102
2,main__chest__all_available,Complementary chest dataset,1,interdaily_stability,Interdaily stability,participant,8,UCR,San José (CR),#44AA99,39,39,,230
2,main__chest__all_available,Complementary chest dataset,1,interdaily_stability,Interdaily stability,participant,9,KNUST,Kumasi (GH),#AA4499,15,15,,84
2,main__chest__all_available,Complementary chest dataset,2,intradaily_variability,Intradaily variability,participant,1,RISE,Borås (SE),#88CCEE,16,16,,96
2,main__chest__all_available,Complementary chest dataset,2,intradaily_variability,Intradaily variability,participant,2,THUAS,Delft (NL),#117733,15,15,,93
2,main__chest__all_available,Complementary chest dataset,2,intradaily_variability,Intradaily variability,participant,3,BAUA,Dortmund (DE),#DDCC77,19,19,,112
2,main__chest__all_available,Complementary chest dataset,2,intradaily_variability,Intradaily variability,participant,5,TUM,Munich (DE),#DDCC77,10,10,,60
2,main__chest__all_available,Complementary chest dataset,2,intradaily_variability,Intradaily variability,participant,6,FUSPCEU,Madrid (ES),#CC6677,22,22,,123
2,main__chest__all_available,Complementary chest dataset,2,intradaily_variability,Intradaily variability,participant,7,IZTECH,Izmir (TR),#332288,17,17,,102
2,main__chest__all_available,Complementary chest dataset,2,intradaily_variability,Intradaily variability,participant,8,UCR,San José (CR),#44AA99,39,39,,230
2,main__chest__all_available,Complementary chest dataset,2,intradaily_variability,Intradaily variability,participant,9,KNUST,Kumasi (GH),#AA4499,15,15,,84
2,main__chest__all_available,Complementary chest dataset,3,daily_geometric_mean_medi,Mean melEDI,participant_day,1,RISE,Borås (SE),#88CCEE,96,16,96,96
