run_id,placement,site,display_name,display_order,color_hex,clock_bin,time_hour,eta,standard_error,pointwise_lower_eta,pointwise_upper_eta,estimate_melEDI_lx,pointwise_lower_melEDI_lx,pointwise_upper_melEDI_lx,paired_participants,paired_participant_days,paired_observations_30_minute,paired_sites
main__glasses__paired_common_sample,Near eye,RISE,Borås (SE),1,#88CCEE,480,8.25,1.8120816359268963,0.1521137615188563,1.5139441417970232,2.110219130056769,64.7756371202289,32.554582971302935,128.78997221169175,112,643,29786,8
main__chest__paired_common_sample,Chest,RISE,Borås (SE),1,#88CCEE,480,8.25,1.7567742099147678,0.14897740624403522,1.4647838591662663,2.0487645606632694,57.01816016443222,29.059754224053457,111.78311792691848,112,643,29786,8
main__glasses__paired_common_sample,Near eye,RISE,Borås (SE),1,#88CCEE,510,8.75,2.138978857293277,0.16101838160313017,1.8233886285022152,2.454569086084339,137.61424240007943,66.48687424563994,284.71908446197506,112,643,29786,8
main__chest__paired_common_sample,Chest,RISE,Borås (SE),1,#88CCEE,510,8.75,2.097386728822765,0.1545259856964892,1.7945213621820948,2.4002520954634354,125.03728517479132,62.20477933010124,251.23449326497453,112,643,29786,8
main__glasses__paired_common_sample,Near eye,RISE,Borås (SE),1,#88CCEE,540,9.25,2.3403678286309586,0.16848647461081817,2.010140406511633,2.670595250750284,218.86153482653364,102.26238742816884,468.27666586504097,112,643,29786,8
main__chest__paired_common_sample,Chest,RISE,Borås (SE),1,#88CCEE,540,9.25,2.3187565372667462,0.1589302454991599,2.007258980034284,2.6302540944992083,208.2322658203622,101.58548866413543,426.72917250073755,112,643,29786,8
main__glasses__paired_common_sample,Near eye,RISE,Borås (SE),1,#88CCEE,570,9.75,2.4437546924961566,0.17503411420066034,2.1006941325969914,2.786815252395322,277.7143613965679,125.99391603450442,611.9899550543188,112,643,29786,8
main__chest__paired_common_sample,Chest,RISE,Borås (SE),1,#88CCEE,570,9.75,2.4450378821435352,0.16280104763661868,2.125953692130373,2.7641220721566975,278.5364203827533,133.54530058912022,580.8276826156865,112,643,29786,8
main__glasses__paired_common_sample,Near eye,RISE,Borås (SE),1,#88CCEE,600,10.25,2.486523082279044,0.18098676161689548,2.131795547831393,2.841250616726695,306.4653611248825,135.3551581989945,693.7260741873121,112,643,29786,8
main__chest__paired_common_sample,Chest,RISE,Borås (SE),1,#88CCEE,600,10.25,2.5097255767179067,0.16655286942965988,2.1832879511139716,2.836163202321842,323.28924820032734,152.4063584524677,685.6458725838504,112,643,29786,8
main__glasses__paired_common_sample,Near eye,RISE,Borås (SE),1,#88CCEE,630,10.75,2.5051586154503034,0.18587230209858271,2.1408555976135326,2.869461633287074,319.90636413614766,138.21064213072222,740.2918564043039,112,643,29786,8
main__chest__paired_common_sample,Chest,RISE,Borås (SE),1,#88CCEE,630,10.75,2.5454507901842804,0.169636936361944,2.212968504467157,2.877933075901404,351.01613736707134,163.193352139244,754.8758781021671,112,643,29786,8
main__glasses__paired_common_sample,Near eye,RISE,Borås (SE),1,#88CCEE,660,11.25,2.5292322617536795,0.18902426381434911,2.1587515124733576,2.8997130110340015,338.145682463417,144.02904615146366,793.7035029032966,112,643,29786,8
main__chest__paired_common_sample,Chest,RISE,Borås (SE),1,#88CCEE,660,11.25,2.578580384158625,0.1712319945832008,2.242971841774594,2.914188926542656,378.8486673839198,174.87332380001703,820.6084908335897,112,643,29786,8
main__glasses__paired_common_sample,Near eye,RISE,Borås (SE),1,#88CCEE,690,11.75,2.5666777884395353,0.19067363077539976,2.192964339318264,2.9403912375608066,368.603948407209,155.84244504925974,871.6485577972293,112,643,29786,8
main__chest__paired_common_sample,Chest,RISE,Borås (SE),1,#88CCEE,690,11.75,2.617931889684115,0.1715949198235042,2.2816120269000084,2.9542517524682212,414.7889705784143,191.1546605188774,899.9191547783294,112,643,29786,8
main__glasses__paired_common_sample,Near eye,RISE,Borås (SE),1,#88CCEE,720,12.25,2.6106867160739298,0.191442377592715,2.2354665508774905,2.985906881270369,407.9249460887415,171.8754881560722,967.9702663837276,112,643,29786,8
main__chest__paired_common_sample,Chest,RISE,Borås (SE),1,#88CCEE,720,12.25,2.6598313215376788,0.1714720225474452,2.3237523329884464,2.995910310086911,456.8106926278004,210.64259961573123,990.5273407383388,112,643,29786,8
main__glasses__paired_common_sample,Near eye,RISE,Borås (SE),1,#88CCEE,750,12.75,2.650268001900737,0.19133808685063983,2.275252242802686,3.025283760998788,446.8593244047638,188.37434504692598,1059.8460506023987,112,643,29786,8
main__chest__paired_common_sample,Chest,RISE,Borås (SE),1,#88CCEE,750,12.75,2.6964136923308617,0.17085784079784536,2.3615384778908064,3.031288906770917,496.96558169203416,229.7997388231922,1074.6041026125583,112,643,29786,8
main__glasses__paired_common_sample,Near eye,RISE,Borås (SE),1,#88CCEE,780,13.25,2.674378107927464,0.18977211889507065,2.3024315896232728,3.0463246262316557,472.3742104298739,200.54650053243304,1112.463034635381,112,643,29786,8
main__chest__paired_common_sample,Chest,RISE,Borås (SE),1,#88CCEE,780,13.25,2.719560484706298,0.1689982161646343,2.3883300675721,3.050790901840496,524.1766125482319,244.42882869591452,1123.9636448917863,112,643,29786,8
main__glasses__paired_common_sample,Near eye,RISE,Borås (SE),1,#88CCEE,810,13.75,2.6772843490711873,0.186568152046556,2.3116174903977447,3.04295120774463,475.5465478519043,204.83563907128473,1103.8545854917836,112,643,29786,8
main__chest__paired_common_sample,Chest,RISE,Borås (SE),1,#88CCEE,810,13.75,2.7245623172308036,0.16563560842134187,2.399922490167594,3.049202144294013,530.2496874316813,251.04381676437114,1119.8590520788205,112,643,29786,8
main__glasses__paired_common_sample,Near eye,RISE,Borås (SE),1,#88CCEE,840,14.25,2.6615694777782224,0.1824240610282249,2.304024888249365,3.01911406730708,458.6430289482004,201.28396542929403,1044.894650691079,112,643,29786,8
main__chest__paired_common_sample,Chest,RISE,Borås (SE),1,#88CCEE,840,14.25,2.711887031537797,0.16159033008510332,2.3951758043210556,3.028598258754539,514.9946409950921,248.3138492003352,1067.9664143161024,112,643,29786,8
main__glasses__paired_common_sample,Near eye,RISE,Borås (SE),1,#88CCEE,870,14.75,2.633676205986402,0.17781808331579063,2.2851591668875098,2.9821932450852944,430.1057452921558,192.72314714842693,959.7276245326241,112,643,29786,8
main__chest__paired_common_sample,Chest,RISE,Borås (SE),1,#88CCEE,870,14.75,2.6858180851339677,0.15739433283568532,2.3773308614053144,2.994305308862621,484.98526777169286,238.3135098898391,986.8730835214029,112,643,29786,8
main__glasses__paired_common_sample,Near eye,RISE,Borås (SE),1,#88CCEE,900,15.25,2.6006206352680814,0.17245812752387885,2.262608916480063,2.9386323540560997,398.5764984893638,182.9665160278866,868.1251342103865,112,643,29786,8
main__chest__paired_common_sample,Chest,RISE,Borås (SE),1,#88CCEE,900,15.25,2.6517780050816633,0.1525971075938834,2.3526931700526683,2.9508628401106582,448.41606687263607,225.16471499628094,892.9234024721546,112,643,29786,8
main__glasses__paired_common_sample,Near eye,RISE,Borås (SE),1,#88CCEE,930,15.75,2.5660335712317077,0.16590885424580498,2.240858192193625,2.8912089502697906,368.05743133946584,174.0238223545835,778.3109745446653,112,643,29786,8
main__chest__paired_common_sample,Chest,RISE,Borås (SE),1,#88CCEE,930,15.75,2.612556146475336,0.1465468079222309,2.3253296808984545,2.8997826120522174,409.685084239624,211.4094037204991,793.8307298467923,112,643,29786,8
main__glasses__paired_common_sample,Near eye,RISE,Borås (SE),1,#88CCEE,960,16.25,2.523900612084834,0.15879068561105206,2.2126765872067495,2.835124636962919,334.01856853187576,163.08362905235415,684.0079493456641,112,643,29786,8
main__chest__paired_common_sample,Chest,RISE,Borås (SE),1,#88CCEE,960,16.25,2.5623614398081016,0.13990025674372933,2.2881619751624855,2.8365609044537177,364.9576382630149,194.06098884903093,686.2741271826317,112,643,29786,8
main__glasses__paired_common_sample,Near eye,RISE,Borås (SE),1,#88CCEE,990,16.75,2.4614157334103486,0.15215455786718948,2.163198279907042,2.7596331869136552,289.244834393935,145.512373139303,574.8541154058443,112,643,29786,8
main__chest__paired_common_sample,Chest,RISE,Borås (SE),1,#88CCEE,990,16.75,2.4889882219753,0.13381912686362923,2.22670755287999,2.75126889107061,308.2104335621638,168.44177092220352,563.8867370752005,112,643,29786,8
main__glasses__paired_common_sample,Near eye,RISE,Borås (SE),1,#88CCEE,1020,17.25,2.3633421032423874,0.14629461591243906,2.0766099249218866,2.650074281562888,230.75649796909332,119.1916168431348,446.6599992766892,112,643,29786,8
main__chest__paired_common_sample,Chest,RISE,Borås (SE),1,#88CCEE,1020,17.25,2.377466754710575,0.1284605760467447,2.1256886522256866,2.6292448571954634,238.38812255623165,133.46376482711736,425.73843510263515,112,643,29786,8
main__glasses__paired_common_sample,Near eye,RISE,Borås (SE),1,#88CCEE,1050,17.75,2.2157828156395203,0.140853135822936,1.9397157423170373,2.4918498889620033,164.25496023899123,86.93937068544571,310.2486702906194,112,643,29786,8
main__chest__paired_common_sample,Chest,RISE,Borås (SE),1,#88CCEE,1050,17.75,2.213463720051654,0.12309968074762588,1.9721927792779286,2.454734660825379,163.37965783312268,93.69782743553327,284.8276924202026,112,643,29786,8
main__glasses__paired_common_sample,Near eye,RISE,Borås (SE),1,#88CCEE,1080,18.25,2.015389944828838,0.13637361547161164,1.748102570062965,2.282677319594711,103.50720187041802,55.88898185858493,191.6243701007149,112,643,29786,8
main__chest__paired_common_sample,Chest,RISE,Borås (SE),1,#88CCEE,1080,18.25,1.9933830643007888,0.11808936503336535,1.7619321618781891,2.2248339667233883,98.38794239837182,57.70057540932948,167.71623243666468,112,643,29786,8
main__glasses__paired_common_sample,Near eye,RISE,Borås (SE),1,#88CCEE,1110,18.75,1.7738682685008476,0.13467338498354275,1.5099132842570064,2.0378232527446887,59.31119234794423,32.252905131223606,108.99962372429867,112,643,29786,8
main__chest__paired_common_sample,Chest,RISE,Borås (SE),1,#88CCEE,1110,18.75,1.7295403346320397,0.11540013350317824,1.5033602291546964,1.955720440109383,53.54636926141104,31.768397763995008,90.20679723042629,112,643,29786,8
main__glasses__paired_common_sample,Near eye,RISE,Borås (SE),1,#88CCEE,1140,19.25,1.5100390461139392,0.13681830396857267,1.2418800979096833,1.7781979943181951,32.26227515723945,17.353402245499197,59.90645826076433,112,643,29786,8
main__chest__paired_common_sample,Chest,RISE,Borås (SE),1,#88CCEE,1140,19.25,1.4413690553130527,0.11613731285009005,1.2137441048656155,1.66899400576049,27.529247405837012,16.258523599499824,46.5652939410921,112,643,29786,8
main__glasses__paired_common_sample,Near eye,RISE,Borås (SE),1,#88CCEE,1170,19.75,1.246776783510282,0.14234268055476865,0.9677902561600458,1.5257633108605184,17.551303546922306,9.185178479604136,33.45546881408744,112,643,29786,8
main__chest__paired_common_sample,Chest,RISE,Borås (SE),1,#88CCEE,1170,19.75,1.1528396707559092,0.11955260881007634,0.9185208632303536,1.3871584782814648,14.118038004586056,8.189357368615566,24.28700561580634,112,643,29786,8
main__glasses__paired_common_sample,Near eye,RISE,Borås (SE),1,#88CCEE,1200,20.25,1.0042942130034724,0.15078002979540586,0.7087707850166007,1.2998176409903441,9.999368365698576,5.014118477716803,19.844246859061773,112,643,29786,8
main__chest__paired_common_sample,Chest,RISE,Borås (SE),1,#88CCEE,1200,20.25,0.8861583065742233,0.12502255465635093,0.6411186021925852,1.1311980109558615,7.594108504788806,4.276416051042428,13.426891637590675,112,643,29786,8
main__glasses__paired_common_sample,Near eye,RISE,Borås (SE),1,#88CCEE,1230,20.75,0.783448114910019,0.1630769467482988,0.46382317257459715,1.1030730572454408,5.9736269700791595,2.809532231156579,12.578651288564377,112,643,29786,8
main__chest__paired_common_sample,Chest,RISE,Borås (SE),1,#88CCEE,1230,20.75,0.6450523267777281,0.13393965206583452,0.3825354326268666,0.9075692209285895,4.316236539945454,2.3128783831975572,7.982937504253213,112,643,29786,8
main__glasses__paired_common_sample,Near eye,RISE,Borås (SE),1,#88CCEE,1260,21.25,0.5746632287971986,0.1797445250222017,0.22237043333542478,0.9269560242589723,3.655460762652071,1.5686699048498047,8.35193258344808,112,643,29786,8
main__chest__paired_common_sample,Chest,RISE,Borås (SE),1,#88CCEE,1260,21.25,0.4234169159687811,0.14718312331514485,0.1349432951389798,0.7118905367985824,2.5510438784541503,1.2644049776461197,5.050987984237666,112,643,29786,8
main__glasses__paired_common_sample,Near eye,RISE,Borås (SE),1,#88CCEE,1290,21.75,0.3630801314077672,0.19963535442041805,-0.028197973297141132,0.7543582361126755,2.207172844492758,0.837134716342551,5.580129485693996,112,643,29786,8
main__chest__paired_common_sample,Chest,RISE,Borås (SE),1,#88CCEE,1290,21.75,0.20982567981095865,0.16336596411736495,-0.11036572615873932,0.5300170857806566,1.5211592543866863,0.6755937019853152,3.2885748702654602,112,643,29786,8
main__glasses__paired_common_sample,Near eye,RISE,Borås (SE),1,#88CCEE,1320,22.25,0.1305877158551028,0.221342458241735,-0.3032355305482586,0.5644109622584641,1.250789623635731,0.39746722084319197,3.5678448968542327,112,643,29786,8
main__chest__paired_common_sample,Chest,RISE,Borås (SE),1,#88CCEE,1320,22.25,-0.01125687144227765,0.18072173127944552,-0.3654649559737165,0.34295121308916116,0.8744131327104304,0.3310573394169479,2.1026790089755374,112,643,29786,8
main__glasses__paired_common_sample,Near eye,RISE,Borås (SE),1,#88CCEE,1350,22.75,-0.12481353039816948,0.2450168305863398,-0.6050376939535472,0.35541063315720833,0.6502162546361342,0.14829175947467568,2.1667865816854617,112,643,29786,8
main__chest__paired_common_sample,Chest,RISE,Borås (SE),1,#88CCEE,1350,22.75,-0.24278508015982947,0.19971554987716697,-0.6342203650716894,0.1486502047520305,0.4717615149904916,0.13215585169978677,1.3081541672572985,112,643,29786,8
main__glasses__paired_common_sample,Near eye,RISE,Borås (SE),1,#88CCEE,1380,23.25,-0.38470437543952624,0.2716762532165892,-0.917180047198825,0.14777129631977243,0.31237812966461986,0.021009635506398894,1.3053072808131678,112,643,29786,8
main__chest__paired_common_sample,Chest,RISE,Borås (SE),1,#88CCEE,1380,23.25,-0.4711132926037072,0.22218076486689356,-0.9065795898003806,-0.03564699540703381,0.23797665813342375,0.023999635972505137,0.821198038584286,112,643,29786,8
main__glasses__paired_common_sample,Near eye,RISE,Borås (SE),1,#88CCEE,1410,23.75,-0.6279256921071201,0.3013123352138823,-1.218487017223989,-0.03736436699025114,0.1355452267883202,0,0.8175624514073107,112,643,29786,8
main__chest__paired_common_sample,Chest,RISE,Borås (SE),1,#88CCEE,1410,23.75,-0.680678200531573,0.24853985960348415,-1.1678073740770434,-0.19354902698610277,0.10860360020536897,0,0.5403994835546714,112,643,29786,8
main__glasses__paired_common_sample,Near eye,THUAS,Delft (NL),2,#117733,0,0.25,-0.5441225443310993,0.12288060830450936,-0.784964111006311,-0.3032809776558876,0.18567843343720955,0.06407253529762746,0.397415165695427,112,643,29786,8
main__chest__paired_common_sample,Chest,THUAS,Delft (NL),2,#117733,0,0.25,-0.602908071348872,0.2222197872129234,-1.0384508509383563,-0.16736529175938786,0.1495122822533889,0,0.5801969938758545,112,643,29786,8
main__glasses__paired_common_sample,Near eye,THUAS,Delft (NL),2,#117733,30,0.75,-0.6824664444658559,0.11732639019736373,-0.9124219436887819,-0.45251094524292984,0.10774642335502756,0.02234269874119467,0.2527678959257271,112,643,29786,8
main__chest__paired_common_sample,Chest,THUAS,Delft (NL),2,#117733,30,0.75,-0.7309470053812126,0.2039037654421881,-1.130591041960004,-0.33130296880242116,0.08580311668048562,0,0.3663339469144501,112,643,29786,8
main__glasses__paired_common_sample,Near eye,THUAS,Delft (NL),2,#117733,60,1.25,-0.784835179270977,0.110094822070371,-1.0006170654132496,-0.5690532931287045,0.06412125177451758,0,0.16974084078523308,112,643,29786,8
main__chest__paired_common_sample,Chest,THUAS,Delft (NL),2,#117733,60,1.25,-0.8268273285132883,0.18653499627765777,-1.1924292030738104,-0.4612254539527662,0.04899533516938537,0,0.24575983799160026,112,643,29786,8
main__glasses__paired_common_sample,Near eye,THUAS,Delft (NL),2,#117733,90,1.75,-0.8618724537676165,0.1028360122517534,-1.0634273340947729,-0.66031757344046,0.03744455712396899,0,0.11861624301925852,112,643,29786,8
main__chest__paired_common_sample,Chest,THUAS,Delft (NL),2,#117733,90,1.75,-0.9003592504871862,0.170796700372764,-1.2351146318960824,-0.5656038690782901,0.02578844532323107,0,0.171891813177353,112,643,29786,8
main__glasses__paired_common_sample,Near eye,THUAS,Delft (NL),2,#117733,120,2.25,-0.9237638041162662,0.09605559159296356,-1.1120293041521632,-0.7354983040803693,0.0191890054448791,0,0.0838661133820375,112,643,29786,8
main__chest__paired_common_sample,Chest,THUAS,Delft (NL),2,#117733,120,2.25,-0.9612110843742524,0.1565649197972649,-1.2680726884192937,-0.6543494803292111,0.00934247892056033,0,0.12164121369699163,112,643,29786,8
main__glasses__paired_common_sample,Near eye,THUAS,Delft (NL),2,#117733,150,2.75,-0.9721042078157316,0.0899325785358815,-1.1483688227828792,-0.795839592848584,0.006634022500554,0,0.06001489362765852,112,643,29786,8
main__chest__paired_common_sample,Chest,THUAS,Delft (NL),2,#117733,150,2.75,-1.0113493060930825,0.14385192166857527,-1.293293891670367,-0.7294047205157981,0,0,0.08646412153770527,112,643,29786,8
main__glasses__paired_common_sample,Near eye,THUAS,Delft (NL),2,#117733,180,3.25,-1.0008591533638205,0.08512692231030113,-1.16770485520675,-0.8340134515208911,0,0,0.04655024488477383,112,643,29786,8
main__chest__paired_common_sample,Chest,THUAS,Delft (NL),2,#117733,180,3.25,-1.0457719686106506,0.1333610527134299,-1.3071548288693209,-0.7843891083519804,0,0,0.06428990997990347,112,643,29786,8
main__glasses__paired_common_sample,Near eye,THUAS,Delft (NL),2,#117733,210,3.75,-1.003728896024071,0.08188882181964045,-1.1642280375269838,-0.8432297545211579,0,0,0.043473021817391794,112,643,29786,8
main__chest__paired_common_sample,Chest,THUAS,Delft (NL),2,#117733,210,3.75,-1.0590858288259846,0.12552424962885303,-1.3051088372849518,-0.8130628203670175,0,0,0.05379321634932807,112,643,29786,8
main__glasses__paired_common_sample,Near eye,THUAS,Delft (NL),2,#117733,240,4.25,-0.974412950286064,0.07949497081522255,-1.130220230035963,-0.8186056705361652,0.00606865204085145,0,0.05184284400555725,112,643,29786,8
main__chest__paired_common_sample,Chest,THUAS,Delft (NL),2,#117733,240,4.25,-1.0454426769503091,0.11988644862071908,-1.28041579848133,-0.8104695554192882,0,0,0.054714295678272046,112,643,29786,8
main__glasses__paired_common_sample,Near eye,THUAS,Delft (NL),2,#117733,270,4.75,-0.905616048649822,0.07724105790986643,-1.0570057402809327,-0.7542263570187112,0.0242750513758114,0,0.07610579326852251,112,643,29786,8
main__chest__paired_common_sample,Chest,THUAS,Delft (NL),2,#117733,270,4.75,-0.9968527829170742,0.11582832840316992,-1.223872134976765,-0.7698334308573835,7.273056266984268e-4,0,0.0698895121118965,112,643,29786,8
main__glasses__paired_common_sample,Near eye,THUAS,Delft (NL),2,#117733,300,5.25,-0.7870077520647587,0.07588013551346934,-0.9357300848131773,-0.6382854193163401,0.0633022798522197,0.015949776323821094,0.12999298015423594,112,643,29786,8
main__chest__paired_common_sample,Chest,THUAS,Delft (NL),2,#117733,300,5.25,-0.9001361252912784,0.11378715444182422,-1.1231548499005506,-0.6771174006820062,0.02585308759643032,0,0.11032098125934486,112,643,29786,8
main__glasses__paired_common_sample,Near eye,THUAS,Delft (NL),2,#117733,330,5.75,-0.6076806093540467,0.07606567220546583,-0.7567665873365891,-0.45859463137150425,0.14678535891342104,0.07507874009072715,0.2478607016618102,112,643,29786,8
main__chest__paired_common_sample,Chest,THUAS,Delft (NL),2,#117733,330,5.75,-0.7408728773356453,0.11409292910177776,-0.9644909092658115,-0.5172548454054792,0.08160471615118198,0.008519826497025276,0.20391011479598545,112,643,29786,8
main__glasses__paired_common_sample,Near eye,THUAS,Delft (NL),2,#117733,360,6.25,-0.35672721175112004,0.07734184525870531,-0.5083144429560523,-0.20513998054618773,0.33981778623140624,0.21023126022288788,0.5235338274631539,112,643,29786,8
main__chest__paired_common_sample,Chest,THUAS,Delft (NL),2,#117733,360,6.25,-0.5046754857175018,0.11611968171802001,-0.732265879781075,-0.2770850916539285,0.2128416114542768,0.08523972185818324,0.4283417232305953,112,643,29786,8
