run_id,data_scenario_id,placement,sample_scenario,analytical_role,metric_order,metric_id,analysis_unit,response_family,response_transform,omitted_site,observations,participants,sites,refit_error,refit_warnings,term,term_label,estimate_model,std_error,conf_low_model,conf_high_model,p_raw,effect_type,estimate_practical,conf_low_practical,conf_high_practical,interval_method,status
main__chest__all_available,main,chest,all_available,complementary_chest,2,intradaily_variability,participant,gaussian,identity,IZTECH,136,136,7,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,0.02237333690192888,0.01756417940336734,-0.01205182214667131,0.05679849595052907,0.2027325860776874,difference,0.02237333690192888,-0.01205182214667131,0.05679849595052907,wald_normal,PASS
main__chest__all_available,main,chest,all_available,complementary_chest,2,intradaily_variability,participant,gaussian,identity,KNUST,138,138,7,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,0.04128812162868797,0.01930784942171501,0.00344543214320404,0.07913081111417189,0.03248338351657849,difference,0.04128812162868797,0.00344543214320404,0.07913081111417189,wald_normal,PASS
main__chest__all_available,main,chest,all_available,complementary_chest,2,intradaily_variability,participant,gaussian,identity,RISE,137,137,7,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,0.02326341181182309,0.01984159395241322,-0.01562539773077454,0.06215222135442073,0.24101370537022448,difference,0.02326341181182309,-0.01562539773077454,0.06215222135442073,wald_normal,PASS
main__chest__all_available,main,chest,all_available,complementary_chest,2,intradaily_variability,participant,gaussian,identity,THUAS,138,138,7,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,0.0176271117123791,0.01882993574387828,-0.01927888417682576,0.05453310760158397,0.3492105245948719,difference,0.0176271117123791,-0.01927888417682576,0.05453310760158397,wald_normal,PASS
main__chest__all_available,main,chest,all_available,complementary_chest,2,intradaily_variability,participant,gaussian,identity,TUM,143,143,7,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,0.01982072316693729,0.01774248211692483,-0.01495390277858135,0.05459534911245593,0.26393720007315646,difference,0.01982072316693729,-0.01495390277858135,0.05459534911245593,wald_normal,PASS
main__chest__all_available,main,chest,all_available,complementary_chest,2,intradaily_variability,participant,gaussian,identity,UCR,114,114,7,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,-0.03082084295474598,0.02687779983852159,-0.08350036262192478,0.0218586767124328,0.25150455558595125,difference,-0.03082084295474598,-0.08350036262192478,0.0218586767124328,wald_normal,PASS
main__chest__all_available,main,chest,all_available,complementary_chest,3,daily_geometric_mean_medi,participant_day,gaussian,log10_offset_0.1,BAUA,788,134,7,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,-0.00425104196765575,0.01369602954550276,-0.03109476660803765,0.02259268267272615,0.7562682085802014,ratio,0.9902593644579698,0.9309047222795392,1.0533984686375195,wald_normal,PASS
main__chest__all_available,main,chest,all_available,complementary_chest,3,daily_geometric_mean_medi,participant_day,gaussian,log10_offset_0.1,FUSPCEU,779,132,7,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,-0.00331008797084104,0.01458866482231891,-0.03190334560511254,0.02528316966343045,0.8205057703533463,ratio,0.9924072127361524,0.9291731558730908,1.059944607380861,wald_normal,PASS
main__chest__all_available,main,chest,all_available,complementary_chest,3,daily_geometric_mean_medi,participant_day,gaussian,log10_offset_0.1,IZTECH,800,137,7,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,-0.01363265907932136,0.01360418697944442,-0.04029637559798117,0.01303105743933844,0.3162987303491807,ratio,0.969097204797616,0.9113886680862732,1.030459808457539,wald_normal,PASS
main__chest__all_available,main,chest,all_available,complementary_chest,3,daily_geometric_mean_medi,participant_day,gaussian,log10_offset_0.1,KNUST,818,139,7,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,-0.03545445151379407,0.01389189925984816,-0.06268207373995509,-0.00822682928763305,0.01070550885027044,ratio,0.9216065410834224,0.8656013523265046,0.98123531610123,wald_normal,PASS
main__chest__all_available,main,chest,all_available,complementary_chest,3,daily_geometric_mean_medi,participant_day,gaussian,log10_offset_0.1,RISE,806,138,7,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,-0.01513469229241617,0.01515168974386412,-0.04483145849531476,0.01456207391048242,0.317853707026477,ratio,0.9657513139773368,0.9019210882757088,1.034098894651682,wald_normal,PASS
main__chest__all_available,main,chest,all_available,complementary_chest,3,daily_geometric_mean_medi,participant_day,gaussian,log10_offset_0.1,THUAS,809,139,7,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,-0.01520327070448422,0.01425632475473476,-0.04314515377567118,0.01273861236670273,0.28623252969805574,ratio,0.9655988265166088,0.9054299294527386,1.0297661513506664,wald_normal,PASS
main__chest__all_available,main,chest,all_available,complementary_chest,3,daily_geometric_mean_medi,participant_day,gaussian,log10_offset_0.1,TUM,842,144,7,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,-0.0106438240616092,0.01290016451390572,-0.03592768190350606,0.01464003378028765,0.40931929423102226,ratio,0.9757895794715228,0.9206028564625036,1.0342845416143822,wald_normal,PASS
main__chest__all_available,main,chest,all_available,complementary_chest,3,daily_geometric_mean_medi,participant_day,gaussian,log10_offset_0.1,UCR,672,115,7,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,0.04055128254501283,0.0211973104410052,-9.94682488472197e-4,0.08209724757849787,0.05574305399781375,ratio,1.0978709218792964,0.997712279759644,1.2080843200591518,wald_normal,PASS
main__chest__all_available,main,chest,all_available,complementary_chest,4,m10_mean_medi,participant_day,gaussian,log10_offset_0.1,BAUA,788,134,7,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,0.0244898883726717,0.01956703167526393,-0.01386078899520002,0.06284056574054342,0.21071953882064143,ratio,1.0580102821805315,0.9685882828154776,1.155687898624909,wald_normal,PASS
main__chest__all_available,main,chest,all_available,complementary_chest,4,m10_mean_medi,participant_day,gaussian,log10_offset_0.1,FUSPCEU,779,132,7,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,0.02324872608758764,0.0211794994805632,-0.018262330104901,0.06475978228007628,0.2723357261656751,ratio,1.0549909304069154,0.9588212926522603,1.160806368997176,wald_normal,PASS
main__chest__all_available,main,chest,all_available,complementary_chest,4,m10_mean_medi,participant_day,gaussian,log10_offset_0.1,IZTECH,800,137,7,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,0.0190232490224098,0.0202980487614281,-0.02076019550642712,0.05880669355124673,0.34865777445013835,ratio,1.0447761475711124,0.9533224149984688,1.1450031818828972,wald_normal,PASS
main__chest__all_available,main,chest,all_available,complementary_chest,4,m10_mean_medi,participant_day,gaussian,log10_offset_0.1,KNUST,818,139,7,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,-0.01213616256090859,0.02004459857386351,-0.051422853850244,0.0271505287284268,0.544874723344036,ratio,0.972442290149512,0.8883357623380398,1.0645119196623996,wald_normal,PASS
main__chest__all_available,main,chest,all_available,complementary_chest,4,m10_mean_medi,participant_day,gaussian,log10_offset_0.1,RISE,806,138,7,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,0.01033246431075898,0.02149231921366634,-0.03179170729226525,0.05245663591378322,0.6306931369470259,ratio,1.024076650987507,0.9294120367738316,1.128383263399668,wald_normal,PASS
main__chest__all_available,main,chest,all_available,complementary_chest,4,m10_mean_medi,participant_day,gaussian,log10_offset_0.1,THUAS,809,139,7,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,0.01324225714023879,0.02079386311783637,-0.02751296567017624,0.05399747995065383,0.5242324093770276,ratio,1.0309610483741785,0.9386140143464942,1.1323937923565006,wald_normal,PASS
main__chest__all_available,main,chest,all_available,complementary_chest,4,m10_mean_medi,participant_day,gaussian,log10_offset_0.1,TUM,842,144,7,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,0.02099921419796821,0.01879487903324294,-0.01583807180097492,0.05783650019691136,0.2638729923527776,ratio,1.0495405296371123,0.9641884576115268,1.1424481538387803,wald_normal,PASS
main__chest__all_available,main,chest,all_available,complementary_chest,4,m10_mean_medi,participant_day,gaussian,log10_offset_0.1,UCR,672,115,7,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,0.09750721067928476,0.03009653555283277,0.03851908493630326,0.15649533642226626,0.00119607227097184,ratio,1.2517200554209156,1.0927456465023064,1.4338223191810564,wald_normal,PASS
main__chest__all_available,main,chest,all_available,complementary_chest,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,BAUA,788,134,7,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,-0.0307549318824095,0.01149726913041323,-0.05328916529858359,-0.00822069846623542,0.00747343500505411,ratio,0.9316334387829888,0.8845264714889396,0.9812491680408344,wald_normal,PASS
main__chest__all_available,main,chest,all_available,complementary_chest,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,FUSPCEU,779,132,7,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,-0.02875507954943071,0.01217615723710099,-0.0526199092042454,-0.00489024989461603,0.01819680126883903,ratio,0.9359333451204954,0.8858905944813042,0.9888029424461022,wald_normal,PASS
main__chest__all_available,main,chest,all_available,complementary_chest,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,IZTECH,800,137,7,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,-0.03842093461059788,0.00963749036544548,-0.05731006862822278,-0.01953180059297297,6.702350025836465e-5,ratio,0.9153328848467176,0.8763749016297108,0.956022689061238,wald_normal,PASS
main__chest__all_available,main,chest,all_available,complementary_chest,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,KNUST,818,139,7,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,-0.04771070843537382,0.01178592356684444,-0.07081069415093078,-0.02461072271981687,5.163300439736103e-5,ratio,0.8959613832212034,0.8495507073983855,0.9449074590049336,wald_normal,PASS
main__chest__all_available,main,chest,all_available,complementary_chest,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,RISE,806,138,7,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,-0.03518794136649052,0.01196255912750893,-0.05863412641933892,-0.01174175631364211,0.00326620346021732,ratio,0.9221722698314808,0.8737071174025388,0.9733258185813128,wald_normal,PASS
main__chest__all_available,main,chest,all_available,complementary_chest,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,THUAS,809,139,7,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,-0.03853150771000119,0.0112047630692599,-0.06049243978105506,-0.01657057563894731,5.84189245459755e-4,ratio,0.9150998671249004,0.869976577526985,0.9625635775073909,wald_normal,PASS
main__chest__all_available,main,chest,all_available,complementary_chest,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,TUM,842,144,7,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,-0.03719379405548114,0.0103885081158019,-0.05755489581555492,-0.01683269229540736,3.432229035141211e-4,ratio,0.917922902820602,0.8758809972747974,0.9619828014812496,wald_normal,PASS
main__chest__all_available,main,chest,all_available,complementary_chest,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,UCR,672,115,7,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,-0.02304444502257069,0.01660090893978337,-0.05558162865517511,0.00949273861003372,0.16509333109605223,ratio,0.948321408595097,0.8798697185380995,1.0220984710031786,wald_normal,PASS
main__chest__all_available,main,chest,all_available,complementary_chest,6,duration_above_1000,participant_day,tweedie_log,identity,BAUA,788,134,7,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,-0.08249728561973221,0.03188450190601612,-0.1449897610205225,-0.02000481021894193,0.00967091993093699,ratio,0.920813937292594,0.8650311501015913,0.9801939583478702,wald_normal,PASS
main__chest__all_available,main,chest,all_available,complementary_chest,6,duration_above_1000,participant_day,tweedie_log,identity,FUSPCEU,779,132,7,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,-0.06048033261426596,0.03396474368845315,-0.12705000698776822,0.0060893417592363,0.07496477679249096,ratio,0.9413122819881002,0.8806896308603708,1.0061079194903415,wald_normal,PASS
main__chest__all_available,main,chest,all_available,complementary_chest,6,duration_above_1000,participant_day,tweedie_log,identity,IZTECH,800,137,7,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,-0.06599559729179086,0.03191689990943952,-0.128551571612462,-0.0034396229711197,0.03866522516117975,ratio,0.9361349858117328,0.8793682108124188,0.9965662857554336,wald_normal,PASS
main__chest__all_available,main,chest,all_available,complementary_chest,6,duration_above_1000,participant_day,tweedie_log,identity,KNUST,818,139,7,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,-0.073869488531143307,0.03619961063279076,-0.14481942162578637,-0.00291955543650024,0.04128905485840207,ratio,0.9287929040576256,0.8651785115344998,0.997084702320879,wald_normal,PASS
main__chest__all_available,main,chest,all_available,complementary_chest,6,duration_above_1000,participant_day,tweedie_log,identity,RISE,806,138,7,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,-0.09558507139991931,0.03513570569763178,-0.16444978913867636,-0.02672035366116226,0.00651923399243267,ratio,0.9088410419851258,0.8483603527789696,0.973633476494878,wald_normal,PASS
main__chest__all_available,main,chest,all_available,complementary_chest,6,duration_above_1000,participant_day,tweedie_log,identity,THUAS,809,139,7,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,-0.0987692873206717,0.03395966017863904,-0.16532899819802324,-0.03220957644332015,0.00363248732203889,ratio,0.9059516984579432,0.8476147944700523,0.9683036271824188,wald_normal,PASS
main__chest__all_available,main,chest,all_available,complementary_chest,6,duration_above_1000,participant_day,tweedie_log,identity,TUM,842,144,7,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,-0.07192957527678534,0.02948990600599659,-0.12972872895601006,-0.0141304215975606,0.01472286307821322,ratio,0.93059643049959,0.8783336650963858,0.9859689442320816,wald_normal,PASS
main__chest__all_available,main,chest,all_available,complementary_chest,6,duration_above_1000,participant_day,tweedie_log,identity,UCR,672,115,7,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,-0.03626594770227526,0.04772492792037108,-0.12980508759097262,0.0572731921864221,0.4473171802310484,ratio,0.9643837837241516,0.8782665992972364,1.0589450664004516,wald_normal,PASS
main__chest__all_available,main,chest,all_available,complementary_chest,7,duration_above_250_wake,participant_day,tweedie_log,identity,BAUA,720,134,7,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,0.00443048912969807,0.02629394744494516,-0.0471047008737834,0.05596567913317955,0.8661911707122374,ratio,1.0044403182572488,0.9539875090354784,1.0575613866902347,wald_normal,PASS
main__chest__all_available,main,chest,all_available,complementary_chest,7,duration_above_250_wake,participant_day,tweedie_log,identity,FUSPCEU,707,132,7,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,-0.01567123275673026,0.02896982572568744,-0.07245104781747957,0.04110858230401904,0.588541914759662,ratio,0.984450922073283,0.930111276522849,1.041965238389548,wald_normal,PASS
main__chest__all_available,main,chest,all_available,complementary_chest,7,duration_above_250_wake,participant_day,tweedie_log,identity,IZTECH,723,137,7,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,0.01488220617452245,0.02587740581563941,-0.03583657723745812,0.06560098958650304,0.5652207908988035,ratio,1.0149934976068116,0.9647979505467688,1.0678005686063787,wald_normal,PASS
main__chest__all_available,main,chest,all_available,complementary_chest,7,duration_above_250_wake,participant_day,tweedie_log,identity,KNUST,737,139,7,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,-0.0285768458956271,0.02845417429404932,-0.08434600272178919,0.02719231093053497,0.3152286374361568,ratio,0.9718276103134906,0.9191131854078528,1.0275653958206838,wald_normal,PASS
main__chest__all_available,main,chest,all_available,complementary_chest,7,duration_above_250_wake,participant_day,tweedie_log,identity,RISE,729,138,7,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,0.00571261281203922,0.0291562228185318,-0.051432533837508,0.06285775946158645,0.8446640409571015,ratio,1.005728960899883,0.9498677317312346,1.0648753600137664,wald_normal,PASS
main__chest__all_available,main,chest,all_available,complementary_chest,7,duration_above_250_wake,participant_day,tweedie_log,identity,THUAS,739,139,7,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,-0.0108951122125632,0.02847433491295963,-0.06670378312569553,0.04491355870056911,0.7019947106292133,ratio,0.9891640245603888,0.9354722629693206,1.0459374438091644,wald_normal,PASS
main__chest__all_available,main,chest,all_available,complementary_chest,7,duration_above_250_wake,participant_day,tweedie_log,identity,TUM,764,144,7,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,0.00550415227772883,0.02528043867583673,-0.0440445970402846,0.05505290159574227,0.8276443464058192,ratio,1.0055193279541794,0.9569112811104816,1.0565965088384093,wald_normal,PASS
main__chest__all_available,main,chest,all_available,complementary_chest,7,duration_above_250_wake,participant_day,tweedie_log,identity,UCR,607,115,7,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,0.09483089473880868,0.03912837832857302,0.01814068244134803,0.17152110703626933,0.01536821694675563,ratio,1.0994729127505456,1.0183062241189864,1.1871091988247722,wald_normal,PASS
main__chest__all_available,main,chest,all_available,complementary_chest,8,duration_below_10_pre_sleep,participant_day,gaussian,identity,BAUA,651,133,7,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,0.00328500837365771,0.03054847917821467,-0.05658891059811477,0.0631589273454302,0.914365140300966,difference,0.00328500837365771,-0.05658891059811477,0.0631589273454302,wald_normal,PASS
main__chest__all_available,main,chest,all_available,complementary_chest,8,duration_below_10_pre_sleep,participant_day,gaussian,identity,FUSPCEU,640,131,7,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,0.03304945006261473,0.03085842398036533,-0.02743194955856844,0.0935308496837979,0.28416829340423083,difference,0.03304945006261473,-0.02743194955856844,0.0935308496837979,wald_normal,PASS
main__chest__all_available,main,chest,all_available,complementary_chest,8,duration_below_10_pre_sleep,participant_day,gaussian,identity,IZTECH,660,136,7,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,0.02410324744502099,0.03003371454542282,-0.03476175138596447,0.08296824627600646,0.4222408489996918,difference,0.02410324744502099,-0.03476175138596447,0.08296824627600646,wald_normal,PASS
main__chest__all_available,main,chest,all_available,complementary_chest,8,duration_below_10_pre_sleep,participant_day,gaussian,identity,KNUST,682,138,7,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,0.04259870002492756,0.03299337894831416,-0.02206713444205017,0.1072645344919053,0.1966590372941187,difference,0.04259870002492756,-0.02206713444205017,0.1072645344919053,wald_normal,PASS
main__chest__all_available,main,chest,all_available,complementary_chest,8,duration_below_10_pre_sleep,participant_day,gaussian,identity,RISE,662,137,7,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,-0.00281695780130465,0.03274154691416668,-0.06698921055119988,0.06135529494859057,0.9314376520533388,difference,-0.00281695780130465,-0.06698921055119988,0.06135529494859057,wald_normal,PASS
main__chest__all_available,main,chest,all_available,complementary_chest,8,duration_below_10_pre_sleep,participant_day,gaussian,identity,THUAS,680,139,7,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,0.01830910003861189,0.03180413009241666,-0.0440258495021513,0.08064404957937507,0.5648294039694051,difference,0.01830910003861189,-0.0440258495021513,0.08064404957937507,wald_normal,PASS
main__chest__all_available,main,chest,all_available,complementary_chest,8,duration_below_10_pre_sleep,participant_day,gaussian,identity,TUM,691,143,7,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,0.0138138564681397,0.02943910843210489,-0.0438857357957553,0.0715134487320347,0.6389017573685654,difference,0.0138138564681397,-0.0438857357957553,0.0715134487320347,wald_normal,PASS
main__chest__all_available,main,chest,all_available,complementary_chest,8,duration_below_10_pre_sleep,participant_day,gaussian,identity,UCR,535,114,7,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,-0.01804810052516756,0.04697894753022311,-0.11012514571600174,0.07402894466566662,0.7008493243971653,difference,-0.01804810052516756,-0.11012514571600174,0.07402894466566662,wald_normal,PASS
main__chest__all_available,main,chest,all_available,complementary_chest,9,duration_below_1_sleep_environment,participant_day,tweedie_log,identity,BAUA,759,134,7,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,0.02380105566194853,0.00854909144499433,0.00704514432922016,0.04055696699467691,0.00536855781118153,ratio,1.0240865614001284,1.0070700197411733,1.0413906329074103,wald_normal,PASS
main__chest__all_available,main,chest,all_available,complementary_chest,9,duration_below_1_sleep_environment,participant_day,tweedie_log,identity,FUSPCEU,746,132,7,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,0.01827475206778374,0.00906407224341015,5.094969174306678e-4,0.03604000721813681,0.04378172332814288,ratio,1.0184427572063166,1.0005096267330311,1.0366973210371422,wald_normal,PASS
main__chest__all_available,main,chest,all_available,complementary_chest,9,duration_below_1_sleep_environment,participant_day,tweedie_log,identity,IZTECH,761,137,7,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,0.02732281124217337,0.00765807032666921,0.01231326921082683,0.04233235327351992,3.5992870966648506e-4,ratio,1.0276995021753377,1.0123893896196687,1.0432411457494768,wald_normal,PASS
main__chest__all_available,main,chest,all_available,complementary_chest,9,duration_below_1_sleep_environment,participant_day,tweedie_log,identity,KNUST,777,139,7,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,0.02969538913185141,0.00876258074127228,0.01252104646733344,0.04686973179636938,7.017712313002988e-4,ratio,1.0301406941052826,1.0125997629642016,1.047985481001174,wald_normal,PASS
main__chest__all_available,main,chest,all_available,complementary_chest,9,duration_below_1_sleep_environment,participant_day,tweedie_log,identity,RISE,769,138,7,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,0.0275498971356951,0.00879760528630171,0.01030690762434456,0.04479288664704564,0.00173902578901424,ratio,1.0279329047352723,1.0103602067557529,1.0458112360049934,wald_normal,PASS
main__chest__all_available,main,chest,all_available,complementary_chest,9,duration_below_1_sleep_environment,participant_day,tweedie_log,identity,THUAS,778,139,7,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,0.0280918996677445,0.00857827600781092,0.01127878764299105,0.04490501169249794,0.00105747213744069,ratio,1.028490197985949,1.011342632975211,1.0459285042115938,wald_normal,PASS
main__chest__all_available,main,chest,all_available,complementary_chest,9,duration_below_1_sleep_environment,participant_day,tweedie_log,identity,TUM,801,144,7,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,0.0273684212895207,0.00778083757079541,0.01211825988120556,0.04261858269783585,4.357747396180018e-4,ratio,1.0277463766672563,1.0121919834921271,1.0435397948010814,wald_normal,PASS
main__chest__all_available,main,chest,all_available,complementary_chest,9,duration_below_1_sleep_environment,participant_day,tweedie_log,identity,UCR,636,115,7,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,0.02313754055629362,0.01291106036076262,-0.00216767275302382,0.04844275386561106,0.07312154761460785,ratio,1.0234072898755209,0.9978346749528992,1.0496352825379585,wald_normal,PASS
main__chest__all_available,main,chest,all_available,complementary_chest,10,longest_bout_above_250,participant_day,gaussian,log10_offset_0.1,BAUA,788,134,7,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,-0.01280424711529955,0.00998674166745879,-0.03237790110642426,0.00676940687582515,0.19979894243408464,ratio,0.9709475112523112,0.9281583987715804,1.0157092483942118,wald_normal,PASS
main__chest__all_available,main,chest,all_available,complementary_chest,10,longest_bout_above_250,participant_day,gaussian,log10_offset_0.1,FUSPCEU,779,132,7,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,-0.0139341931525068,0.01081308412100026,-0.03512744859146925,0.00725906228645565,0.1975226133428165,ratio,0.9684245865184348,0.922300727933708,1.0168550792261877,wald_normal,PASS
