"check","pass","detail"
"table_2_a.html no active/fetched tag link",TRUE,""
"table_2_a.html no active/fetched tag base",TRUE,""
"table_2_a.html no active/fetched tag video",TRUE,""
"table_2_a.html no active/fetched tag audio",TRUE,""
"table_2_a.html no active/fetched tag source",TRUE,""
"table_2_a.html no event handlers",TRUE,""
"table_2_a.html no CSS network fetch",TRUE,""
"table_2_a.html only inline PNG resources",TRUE,""
"table_2_a.html CSP blocks automatic network",TRUE,""
"table_2_a.html instructions outside capture",TRUE,""
"identity tbl-main-primary-results.html",TRUE,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/brown_final_integration_2026_09_13/source/brown_assets/tbl-main-primary-results.html"
"identity table_2_b.html",TRUE,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_manual_table_sources_2026_09_13/attempt_01/table_2_b.html"
"table_2_b.html one table in rectangle",TRUE,""
"table_2_b.html fixed rectangle width",TRUE,""
"table_2_b.html row count",TRUE,""
"table_2_b.html exact repeated thead",TRUE,""
"table_2_b.html source styles exact",TRUE,""
"table_2_b.html source font declaration",TRUE,""
"table_2_b.html no capture font override",TRUE,""
"table_2_b.html whole mean-SD unit count",TRUE,""
"table_2_b.html exact source body row 0",TRUE,""
"table_2_b.html complete column span 0",TRUE,""
"table_2_b.html exact image tags 0",TRUE,""
"table_2_b.html exact source body row 1",TRUE,""
"table_2_b.html complete column span 1",TRUE,""
"table_2_b.html exact image tags 1",TRUE,""
"table_2_b.html exact source body row 2",TRUE,""
"table_2_b.html complete column span 2",TRUE,""
"table_2_b.html exact image tags 2",TRUE,""
"table_2_b.html exact source body row 3",TRUE,""
"table_2_b.html complete column span 3",TRUE,""
"table_2_b.html exact image tags 3",TRUE,""
"table_2_b.html exact source body row 4",TRUE,""
"table_2_b.html complete column span 4",TRUE,""
"table_2_b.html exact image tags 4",TRUE,""
"table_2_b.html exact source body row 5",TRUE,""
"table_2_b.html complete column span 5",TRUE,""
"table_2_b.html exact image tags 5",TRUE,""
"table_2_b.html notes exact and on specified part",TRUE,""
"table_2_b.html unique standalone IDs",TRUE,""
"table_2_b.html headers resolve inside table",TRUE,""
"table_2_b.html no active/fetched tag script",TRUE,""
"table_2_b.html no active/fetched tag iframe",TRUE,""
"table_2_b.html no active/fetched tag object",TRUE,""
"table_2_b.html no active/fetched tag embed",TRUE,""
"table_2_b.html no active/fetched tag form",TRUE,""
"table_2_b.html no active/fetched tag link",TRUE,""
"table_2_b.html no active/fetched tag base",TRUE,""
"table_2_b.html no active/fetched tag video",TRUE,""
"table_2_b.html no active/fetched tag audio",TRUE,""
"table_2_b.html no active/fetched tag source",TRUE,""
"table_2_b.html no event handlers",TRUE,""
"table_2_b.html no CSS network fetch",TRUE,""
"table_2_b.html only inline PNG resources",TRUE,""
"table_2_b.html CSP blocks automatic network",TRUE,""
"table_2_b.html instructions outside capture",TRUE,""
"identity tbl-near-eye-metrics.html",TRUE,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/figure_table_selection_assets/tbl-near-eye-metrics.html"
"identity table_s2_part_01.html",TRUE,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_manual_table_sources_2026_09_13/attempt_01/table_s2_part_01.html"
"table_s2_part_01.html one table in rectangle",TRUE,""
"table_s2_part_01.html fixed rectangle width",TRUE,""
"table_s2_part_01.html row count",TRUE,""
"table_s2_part_01.html exact repeated thead",TRUE,""
"table_s2_part_01.html source styles exact",TRUE,""
"table_s2_part_01.html source font declaration",TRUE,""
"table_s2_part_01.html no capture font override",TRUE,""
"table_s2_part_01.html whole mean-SD unit count",TRUE,""
"table_s2_part_01.html exact fourteen column widths",TRUE,""
"table_s2_part_01.html whole-unit descendant nowrap protection",TRUE,""
"table_s2_part_01.html no numeric clipping",TRUE,""
"table_s2_part_01.html image width containment without resampling",TRUE,""
"table_s2_part_01.html exact source body row 0",TRUE,""
"table_s2_part_01.html complete column span 0",TRUE,""
"table_s2_part_01.html exact image tags 0",TRUE,""
"table_s2_part_01.html exact source body row 1",TRUE,""
"table_s2_part_01.html complete column span 1",TRUE,""
"table_s2_part_01.html exact image tags 1",TRUE,""
"table_s2_part_01.html PNG-only source image 1",TRUE,""
"table_s2_part_01.html PNG signature 1",TRUE,""
"table_s2_part_01.html exact source body row 2",TRUE,""
"table_s2_part_01.html complete column span 2",TRUE,""
"table_s2_part_01.html exact image tags 2",TRUE,""
"table_s2_part_01.html PNG-only source image 2",TRUE,""
"table_s2_part_01.html PNG signature 2",TRUE,""
"table_s2_part_01.html exact source body row 3",TRUE,""
"table_s2_part_01.html complete column span 3",TRUE,""
"table_s2_part_01.html exact image tags 3",TRUE,""
"table_s2_part_01.html PNG-only source image 3",TRUE,""
"table_s2_part_01.html PNG signature 3",TRUE,""
"table_s2_part_01.html exact source body row 4",TRUE,""
"table_s2_part_01.html complete column span 4",TRUE,""
"table_s2_part_01.html exact image tags 4",TRUE,""
"table_s2_part_01.html PNG-only source image 4",TRUE,""
"table_s2_part_01.html PNG signature 4",TRUE,""
"table_s2_part_01.html exact source body row 5",TRUE,""
"table_s2_part_01.html complete column span 5",TRUE,""
"table_s2_part_01.html exact image tags 5",TRUE,""
"table_s2_part_01.html PNG-only source image 5",TRUE,""
"table_s2_part_01.html PNG signature 5",TRUE,""
"table_s2_part_01.html exact source body row 6",TRUE,""
"table_s2_part_01.html complete column span 6",TRUE,""
"table_s2_part_01.html exact image tags 6",TRUE,""
"table_s2_part_01.html exact source body row 7",TRUE,""
"table_s2_part_01.html complete column span 7",TRUE,""
"table_s2_part_01.html exact image tags 7",TRUE,""
"table_s2_part_01.html PNG-only source image 7",TRUE,""
"table_s2_part_01.html PNG signature 7",TRUE,""
"table_s2_part_01.html exact source body row 8",FALSE,""
