"manifest","path","expected_sha256","observed_sha256","expected_bytes","observed_bytes","pass"
"release_manifest.csv","audit/report_harmonization/report018_order72d_writer_svg_integration/combined_accepted_svg_manifest.json","0e0618520fedb387ef030b685e11597e7332ae46fa7ad9ad76d865c24b1c91b2","0e0618520fedb387ef030b685e11597e7332ae46fa7ad9ad76d865c24b1c91b2",5539,5539,TRUE
"release_manifest.csv","artifacts/10_figures/descriptives/descriptive_overview.svg","4304aa487b3c7f6b27b533952315fc9b790d4d00334aeb519a97d28c50d98936","4304aa487b3c7f6b27b533952315fc9b790d4d00334aeb519a97d28c50d98936",2463966,2463966,TRUE
"release_manifest.csv","audit/hypotheses/H02/report018_order72_svg_export/candidate/figure4_exact_layout_replication.svg","2f9493540f12c9c660d213ee619bc726f1e3a0e34ce52c0e59bdf6bd8102a5cd","2f9493540f12c9c660d213ee619bc726f1e3a0e34ce52c0e59bdf6bd8102a5cd",2982460,2982460,TRUE
"release_manifest.csv","audit/manuscript_nature_health/figure_table_selection_assets/H04_manuscript_figure3_selection_candidate.svg","012453debcd7994ab8b8437bd1b829a4935b26d97803963c6621ee2093bd72dd","012453debcd7994ab8b8437bd1b829a4935b26d97803963c6621ee2093bd72dd",226671,226671,TRUE
"release_manifest.csv","artifacts/10_figures/descriptives/near_eye_metric_distributions.svg","63c21b0d084b76e63e50d24f097ab3a881c7056ca4d73c7def5f7a064d1daf05","63c21b0d084b76e63e50d24f097ab3a881c7056ca4d73c7def5f7a064d1daf05",6313499,6313499,TRUE
"release_manifest.csv","artifacts/10_figures/descriptives/time_series_to_metrics.svg","61de5a9df7dda373d27935a9905bde99c2857c52787dafaedbb11a240efa7bbe","61de5a9df7dda373d27935a9905bde99c2857c52787dafaedbb11a240efa7bbe",150676,150676,TRUE
"release_manifest.csv","artifacts/10_figures/descriptives/latitude_photoperiod_diagnostic.svg","58b7263ac915e910c268d840f00cb1a036fcc7036ed7b1ef0a201bb4202117fa","58b7263ac915e910c268d840f00cb1a036fcc7036ed7b1ef0a201bb4202117fa",177168,177168,TRUE
"release_manifest.csv","audit/manuscript_nature_health/figure_table_selection_assets/brown_adherence_levels.svg","65c262ff90dbf458549a417d722e625fba5d30ed892edabd34e81c37b55c1433","65c262ff90dbf458549a417d722e625fba5d30ed892edabd34e81c37b55c1433",7775,7775,TRUE
"release_manifest.csv","audit/manuscript_nature_health/figure_table_selection_assets/brown_supplementary_figure_s5.svg","61e8d4671939659ecf5eca6c6688c03414bb849d15b9d3f59f39c96ca7069cfd","61e8d4671939659ecf5eca6c6688c03414bb849d15b9d3f59f39c96ca7069cfd",83149,83149,TRUE
"release_manifest.csv","manuscript/R0_NatHealth/display_assets/brown_participant_state_raincloud.svg","200e85cb494e28865cafe677c860ec8a6e4eb426c86c78b37819a4bd19e08653","200e85cb494e28865cafe677c860ec8a6e4eb426c86c78b37819a4bd19e08653",108600,108600,TRUE
"release_manifest.csv","audit/manuscript_nature_health/figure_table_selection_assets/supplementary_figure_s6.svg","2dde6fd681f21feecf2acb6d693679bc56f68f809691172bb755e7aac47fa032","2dde6fd681f21feecf2acb6d693679bc56f68f809691172bb755e7aac47fa032",1303748,1303748,TRUE
"release_manifest.csv","artifacts/10_figures/H03/H03_manuscript_supplementary_figure_S7.svg","a510c6bc356bba1ed748d4f0f4a308669b218af36af0b06e0fc18f82014674b3","a510c6bc356bba1ed748d4f0f4a308669b218af36af0b06e0fc18f82014674b3",240560,240560,TRUE
"release_manifest.csv","audit/hypotheses/H06/report018_order72_svg_export/candidate/H06_paired_placement_effects.svg","e9d44034ace69fc82f67079fdabb266827cc06e053f948bd47e90d6ce1a47e14","e9d44034ace69fc82f67079fdabb266827cc06e053f948bd47e90d6ce1a47e14",7423,7423,TRUE
"release_manifest.csv","artifacts/10_figures/H06/H06_reader_temporal_day_type.svg","3005cbcd8c8b7a40339542fbe776853567d0ff56ae4d98fa6d2ebee6118110d3","3005cbcd8c8b7a40339542fbe776853567d0ff56ae4d98fa6d2ebee6118110d3",57982,57982,TRUE
"release_manifest.csv","artifacts/10_figures/H06/H06_reader_temporal_activity.svg","07b54b298f8c159432f08fc81b0ca2025915c1eb2128d6b02783f14987c58fb0","07b54b298f8c159432f08fc81b0ca2025915c1eb2128d6b02783f14987c58fb0",58495,58495,TRUE
"release_manifest.csv","audit/hypotheses/H06/report018_order72_svg_export/candidate/H06_stage3_site_specific_significance_screen.svg","2b955196ce35eae1c973201a00523e538a6535ac59c8abe240160611a74c8b83","2b955196ce35eae1c973201a00523e538a6535ac59c8abe240160611a74c8b83",29707,29707,TRUE
"release_manifest.csv","audit/hypotheses/H05/report018_order72_svg_export/vector_legend_repair/candidate/H05_reader_near_eye_effects.svg","e9d7d60100403aea3ac25282f9be33f981b182a09e74479cd160bdc296ae63b3","e9d7d60100403aea3ac25282f9be33f981b182a09e74479cd160bdc296ae63b3",66573,66573,TRUE
"release_manifest.csv","audit/hypotheses/H08/report018_order72_svg_export/candidate/H08_near_eye_effects.svg","f0f77bbd896739941d8ae63bb24ed889528a410a963c2123b07ca3a825f7ddee","f0f77bbd896739941d8ae63bb24ed889528a410a963c2123b07ca3a825f7ddee",12850,12850,TRUE
"release_manifest.csv","audit/manuscript_nature_health/figure_table_selection_assets/supplementary_figure_s14.svg","e4b1fe228897a7135bd017c7c01f80a796a43819d5c1078008f2a927093508b5","e4b1fe228897a7135bd017c7c01f80a796a43819d5c1078008f2a927093508b5",2971771,2971771,TRUE
"release_manifest.csv","audit/hypotheses/H10/report018_order72_svg_export/candidate/H10_age_site_significant_associations_selection_candidate.svg","1340491390703f642e30b0284bd4e0416a704015bc717dd2a6e56a8073901799","1340491390703f642e30b0284bd4e0416a704015bc717dd2a6e56a8073901799",88725,88725,TRUE
"release_manifest.csv","audit/hypotheses/H11/report018_order72_svg_export/candidate/H11_reader_primary_near_eye_curves.svg","ee82f8f1ef3f360a584a92712ea1e9e1e48341617d5d0e332743c72c956cdbfe","ee82f8f1ef3f360a584a92712ea1e9e1e48341617d5d0e332743c72c956cdbfe",25379,25379,TRUE
"release_manifest.csv","audit/manuscript_nature_health/figure_table_selection_assets/tbl-participant-site-manuscript.html","551b4a68b443b3cc8c91c710960a7b03947654fe0dccc1b71277b0fa611e424c","551b4a68b443b3cc8c91c710960a7b03947654fe0dccc1b71277b0fa611e424c",66624,66624,TRUE
"release_manifest.csv","audit/manuscript_nature_health/figure_table_selection_assets/tbl-plan-brown-main-adherence.html","71eb7e25da5ec7f44e2324cb9da14a667d5411cf7e354ea5920a2f5b84a26334","71eb7e25da5ec7f44e2324cb9da14a667d5411cf7e354ea5920a2f5b84a26334",16953,16953,TRUE
"release_manifest.csv","audit/manuscript_nature_health/figure_table_selection_assets/table3_gt_candidate_revision/tbl-plan-h01-metric-synthesis-candidate.html","d50b25afae95a95d61641349116e504a2bbf06780b43a46b195ac468246e8dc2","d50b25afae95a95d61641349116e504a2bbf06780b43a46b195ac468246e8dc2",1901204,1901204,TRUE
"release_manifest.csv","audit/manuscript_nature_health/figure_table_selection_assets/tbl-plan-descriptive-sample-flow.html","5f856811303db236267269216d61176ff54283174bc824c7f82744f67c2f62c7","5f856811303db236267269216d61176ff54283174bc824c7f82744f67c2f62c7",19555,19555,TRUE
"release_manifest.csv","audit/manuscript_nature_health/figure_table_selection_assets/tbl-near-eye-metrics.html","6832c791ed3ebcf8895106dafe68c7c5118a12a74e37aacdeb8a84b02d9bfe97","6832c791ed3ebcf8895106dafe68c7c5118a12a74e37aacdeb8a84b02d9bfe97",1891500,1891500,TRUE
"release_manifest.csv","audit/manuscript_nature_health/figure_table_selection_assets/tbl-recommendation-context.html","acecb8a1860d917ca1a349ad5b71b651285c046e2add21f363fa13f89d3da889","acecb8a1860d917ca1a349ad5b71b651285c046e2add21f363fa13f89d3da889",50617,50617,TRUE
"release_manifest.csv","audit/manuscript_nature_health/figure_table_selection_assets/tbl-plan-brown-cross-window-associations.html","9dc92f253ecb1f0d83256a14db5002a3850c8c1f11c3840e628b7feea1e6a1a6","9dc92f253ecb1f0d83256a14db5002a3850c8c1f11c3840e628b7feea1e6a1a6",18615,18615,TRUE
"release_manifest.csv","audit/manuscript_nature_health/figure_table_selection_assets/remaining_gt_candidates/tbl-plan-h02-glasses-variation-shapley-gt-candidate.html","1147881a649557c66e9f494193bbe521ef429eec533e5c3787e41b9817bb0a28","1147881a649557c66e9f494193bbe521ef429eec533e5c3787e41b9817bb0a28",28712,28712,TRUE
"release_manifest.csv","audit/manuscript_nature_health/figure_table_selection_assets/remaining_gt_candidates/tbl-plan-h02-chest-variation-shapley-gt-candidate.html","1fd4579929dcacccbd6258e007f29367d9738d1a3b162abfe23936fc922ac3d8","1fd4579929dcacccbd6258e007f29367d9738d1a3b162abfe23936fc922ac3d8",28590,28590,TRUE
"release_manifest.csv","audit/manuscript_nature_health/figure_table_selection_assets/tbl-h01-primary-publication-summary.html","ed6f48b284557044d175d17d70d7fb0e9f82c0f28cfadeb6c83338ea531908d0","ed6f48b284557044d175d17d70d7fb0e9f82c0f28cfadeb6c83338ea531908d0",42964,42964,TRUE
"release_manifest.csv","audit/manuscript_nature_health/figure_table_selection_assets/tbl-h07-near-results.html","91b2d42d9e92ffa6eda43e84f698057ed4201f69ac1aeecdfd864f773918d863","91b2d42d9e92ffa6eda43e84f698057ed4201f69ac1aeecdfd864f773918d863",19651,19651,TRUE
"release_manifest.csv","audit/manuscript_nature_health/figure_table_selection_assets/tbl-h06-primary-effects.html","d8eb61fd5f7544325d6ad0e1461b7582da946e91a88505c9dcb16671c7c6ba5c","d8eb61fd5f7544325d6ad0e1461b7582da946e91a88505c9dcb16671c7c6ba5c",11191,11191,TRUE
"release_manifest.csv","audit/manuscript_nature_health/figure_table_selection_assets/tbl-h06-daily-primary-matrix.html","2cf2f1d1913f3e23f98df7e8d8e11c381599a5241cad65985f23008e4ac3d4b3","2cf2f1d1913f3e23f98df7e8d8e11c381599a5241cad65985f23008e4ac3d4b3",23129,23129,TRUE
"release_manifest.csv","audit/manuscript_nature_health/figure_table_selection_assets/remaining_gt_candidates/tbl-plan-person-level-synthesis-gt-candidate.html","6831c15b00f9e89b676f9aec846ce2c866bc28b51b541f0080c49d250e7bdcf2","6831c15b00f9e89b676f9aec846ce2c866bc28b51b541f0080c49d250e7bdcf2",41495,41495,TRUE
"release_manifest.csv","audit/manuscript_nature_health/figure_table_selection_assets/tbl-h05-near-results-a.html","37ba60ddf9becb8f46ebdc4d8159a2cfdf55709cf46e0db3b3affff07a626c4d","37ba60ddf9becb8f46ebdc4d8159a2cfdf55709cf46e0db3b3affff07a626c4d",20213,20213,TRUE
"release_manifest.csv","audit/manuscript_nature_health/figure_table_selection_assets/tbl-h05-near-results-b.html","92390b30a8a9218a63bea2e85208d435b99e0cf74ebd50bccad04fcb99ad673b","92390b30a8a9218a63bea2e85208d435b99e0cf74ebd50bccad04fcb99ad673b",17466,17466,TRUE
"release_manifest.csv","audit/manuscript_nature_health/figure_table_selection_assets/tbl-h08-near-eye-results.html","0691c6c8c61428eec8c3448bea5d095db7c22bbcf38ab39097b8b63064c09c88","0691c6c8c61428eec8c3448bea5d095db7c22bbcf38ab39097b8b63064c09c88",15982,15982,TRUE
"release_manifest.csv","audit/manuscript_nature_health/figure_table_selection_assets/tbl-h09-near-eye-results.html","5bccd351c73c410a9dbef0823e012f9db741c055ad11e31eb85349cebe454fd9","5bccd351c73c410a9dbef0823e012f9db741c055ad11e31eb85349cebe454fd9",16973,16973,TRUE
"release_manifest.csv","audit/manuscript_nature_health/figure_table_selection_assets/tbl-h10-main-results.html","b511c4fcc0a95c7e58d940816dd38fe63f9c6dffde782e6f736e285ba8e31193","b511c4fcc0a95c7e58d940816dd38fe63f9c6dffde782e6f736e285ba8e31193",18766,18766,TRUE
"release_manifest.csv","audit/manuscript_nature_health/figure_table_selection_assets/tbl-h11-global-tests.html","8230f1f41789ab7662b57ab3bdc6bef3bbd9dd6d2c0f1f8e125a844594269c76","8230f1f41789ab7662b57ab3bdc6bef3bbd9dd6d2c0f1f8e125a844594269c76",14527,14527,TRUE
"release_manifest.csv","_quarto.yml","44e4a7435494d570baca6e7b0de75b15be015a52c811c076dd2b8b959d70f59c","44e4a7435494d570baca6e7b0de75b15be015a52c811c076dd2b8b959d70f59c",2517,2517,TRUE
"release_manifest.csv","_quarto-nathealth.yml","e54c71794f4f763a8b50417ab83ff3db37bc9af3fef3f4d1910576ab12c61bc7","e54c71794f4f763a8b50417ab83ff3db37bc9af3fef3f4d1910576ab12c61bc7",10042,10042,TRUE
"release_manifest.csv","renv.lock","3bf99c633fb123626eb14d29f0847b91f71030c92e90331fe401e3204bca8350","3bf99c633fb123626eb14d29f0847b91f71030c92e90331fe401e3204bca8350",603493,603493,TRUE
"release_manifest.csv","scripts/report_harmonization/repair_gt_html_semantics.R","7c949930fec862a4ce783c28d0256d36cb45de7c017bd9fcbb7cb910599463d1","7c949930fec862a4ce783c28d0256d36cb45de7c017bd9fcbb7cb910599463d1",17747,17747,TRUE
"release_manifest.csv","scripts/report_harmonization/post_render_gt_html_semantics.R","28c1105840834e95a37f84eaded9a2c595b9febd568fbc763daef247a53d7205","28c1105840834e95a37f84eaded9a2c595b9febd568fbc763daef247a53d7205",21453,21453,TRUE
"release_manifest.csv","_build/nathealth/ZaunerEtAl2026_NatHealth_phase3_brown.docx","74193a7a787ea18d70933b1742e588304a6bf6050c8b43e8a0a0cc352b44a2b8","74193a7a787ea18d70933b1742e588304a6bf6050c8b43e8a0a0cc352b44a2b8",28793619,28793619,TRUE
"release_manifest.csv","audit/report_harmonization/owner_orders/72e_selection_svg_reconciliation_and_preview.md","58eec65aae5da801f994c64eb7f874f267a098837c891e2c096640ce5452509f","58eec65aae5da801f994c64eb7f874f267a098837c891e2c096640ce5452509f",11505,11505,TRUE
"release_manifest.csv","audit/report_harmonization/report018_order72e_selection_svg_preview/approved_insert_caption_blocks.json","86edb84cfea2c64d67c4228f9f0b77037f20536bbfb3b797b2fdfb15881c76a3","86edb84cfea2c64d67c4228f9f0b77037f20536bbfb3b797b2fdfb15881c76a3",2405,2405,TRUE
"release_manifest.csv","audit/report_harmonization/report018_order72e_selection_svg_preview/coordinator_preflight_checks.csv","ceac837b19df32e8d8ee7f33c4d8c16d7e719003e13b1a76cfe976a3f11cc8ff","ceac837b19df32e8d8ee7f33c4d8c16d7e719003e13b1a76cfe976a3f11cc8ff",613,613,TRUE
"release_manifest.csv","audit/report_harmonization/report018_order72e_selection_svg_preview/figure_reconciliation.csv","42043f4f7bb308284ce8ac720d94d3008978db778f21f12216213e9a614cc529","42043f4f7bb308284ce8ac720d94d3008978db778f21f12216213e9a614cc529",7255,7255,TRUE
"release_manifest.csv","audit/report_harmonization/report018_order72e_selection_svg_preview/input_and_preservation_pins.csv","04226607b95164a3cb6da81cde646ec35e3550d9ed4e902e1f5b6e10805bacfb","04226607b95164a3cb6da81cde646ec35e3550d9ed4e902e1f5b6e10805bacfb",8979,8979,TRUE
"release_manifest.csv","audit/report_harmonization/report018_order72e_selection_svg_preview/retained_table_contract.csv","9e392e02f824a944588bcfd0b85ec20c2aff9d17c31c198df9b720a9e2ee0e90","9e392e02f824a944588bcfd0b85ec20c2aff9d17c31c198df9b720a9e2ee0e90",5063,5063,TRUE
"release_manifest.csv","audit/report_harmonization/report018_order72e_selection_svg_preview/standalone_render_context.json","c9f21257526eaf9e12532d9502a4d4fc2b08c96382905a707dfcacf6e56479e6","c9f21257526eaf9e12532d9502a4d4fc2b08c96382905a707dfcacf6e56479e6",382,382,TRUE
"release_manifest.csv","audit/manuscript_nature_health/figure_table_selection_svg_revision_2026_09_11/contracts/72e_selection_svg_reconciliation_and_preview.md","58eec65aae5da801f994c64eb7f874f267a098837c891e2c096640ce5452509f","58eec65aae5da801f994c64eb7f874f267a098837c891e2c096640ce5452509f",11505,11505,TRUE
"release_manifest.csv","audit/manuscript_nature_health/figure_table_selection_svg_revision_2026_09_11/contracts/approved_insert_caption_blocks.json","86edb84cfea2c64d67c4228f9f0b77037f20536bbfb3b797b2fdfb15881c76a3","86edb84cfea2c64d67c4228f9f0b77037f20536bbfb3b797b2fdfb15881c76a3",2405,2405,TRUE
"release_manifest.csv","audit/manuscript_nature_health/figure_table_selection_svg_revision_2026_09_11/contracts/combined_accepted_svg_manifest.json","0e0618520fedb387ef030b685e11597e7332ae46fa7ad9ad76d865c24b1c91b2","0e0618520fedb387ef030b685e11597e7332ae46fa7ad9ad76d865c24b1c91b2",5539,5539,TRUE
"release_manifest.csv","audit/manuscript_nature_health/figure_table_selection_svg_revision_2026_09_11/contracts/coordinator_preflight_checks.csv","ceac837b19df32e8d8ee7f33c4d8c16d7e719003e13b1a76cfe976a3f11cc8ff","ceac837b19df32e8d8ee7f33c4d8c16d7e719003e13b1a76cfe976a3f11cc8ff",613,613,TRUE
"release_manifest.csv","audit/manuscript_nature_health/figure_table_selection_svg_revision_2026_09_11/contracts/figure_reconciliation.csv","42043f4f7bb308284ce8ac720d94d3008978db778f21f12216213e9a614cc529","42043f4f7bb308284ce8ac720d94d3008978db778f21f12216213e9a614cc529",7255,7255,TRUE
"release_manifest.csv","audit/manuscript_nature_health/figure_table_selection_svg_revision_2026_09_11/contracts/input_and_preservation_pins.csv","04226607b95164a3cb6da81cde646ec35e3550d9ed4e902e1f5b6e10805bacfb","04226607b95164a3cb6da81cde646ec35e3550d9ed4e902e1f5b6e10805bacfb",8979,8979,TRUE
"release_manifest.csv","audit/manuscript_nature_health/figure_table_selection_svg_revision_2026_09_11/contracts/release_manifest.csv","32e8c92f740d57267e32c63aa46e509ffc8b0d58d387047999a3d29df808fdf8","32e8c92f740d57267e32c63aa46e509ffc8b0d58d387047999a3d29df808fdf8",10178,10178,TRUE
"release_manifest.csv","audit/manuscript_nature_health/figure_table_selection_svg_revision_2026_09_11/contracts/retained_table_contract.csv","9e392e02f824a944588bcfd0b85ec20c2aff9d17c31c198df9b720a9e2ee0e90","9e392e02f824a944588bcfd0b85ec20c2aff9d17c31c198df9b720a9e2ee0e90",5063,5063,TRUE
"release_manifest.csv","audit/manuscript_nature_health/figure_table_selection_svg_revision_2026_09_11/contracts/standalone_render_context.json","c9f21257526eaf9e12532d9502a4d4fc2b08c96382905a707dfcacf6e56479e6","c9f21257526eaf9e12532d9502a4d4fc2b08c96382905a707dfcacf6e56479e6",382,382,TRUE
"release_manifest.csv","audit/manuscript_nature_health/figure_table_selection_svg_revision_2026_09_11/preimages/manuscript_figure_table_selection.html","82100e0d3990dec39f61e94970e7a434b02cf94a6d25819ede1be4d24f4130a6","82100e0d3990dec39f61e94970e7a434b02cf94a6d25819ede1be4d24f4130a6",30925051,30925051,TRUE
"release_manifest.csv","audit/manuscript_nature_health/figure_table_selection_svg_revision_2026_09_11/preimages/manuscript_figure_table_selection.qmd","1e29b5f4a83343978bbb4bf8e841072d1b941832991e3fa78139517738044676","1e29b5f4a83343978bbb4bf8e841072d1b941832991e3fa78139517738044676",48345,48345,TRUE
"release_manifest.csv","audit/manuscript_nature_health/figure_table_selection_svg_revision_2026_09_11/qa/source_checks.csv","fdefcbe81af03ad055e658b0224dc9acae2d6e4c85869ac086f9deb999740576","fdefcbe81af03ad055e658b0224dc9acae2d6e4c85869ac086f9deb999740576",20966,20966,TRUE
"release_manifest.csv","audit/manuscript_nature_health/figure_table_selection_svg_revision_2026_09_11/qa/verify_selection_svg_revision.R","0e97b32919e8ba1c52a3d67e56a8d01573c3aa853f3e9c5826ead47dfb54c375","0e97b32919e8ba1c52a3d67e56a8d01573c3aa853f3e9c5826ead47dfb54c375",32612,32612,TRUE
"release_manifest.csv","audit/manuscript_nature_health/figure_table_selection_svg_revision_2026_09_11/source_candidate/manuscript_figure_table_selection.qmd","9acec033d0c24cbb0ee7649c38f55d5cea90052e11b6be7fc5f9e7310890d8f3","9acec033d0c24cbb0ee7649c38f55d5cea90052e11b6be7fc5f9e7310890d8f3",49865,49865,TRUE
"release_manifest.csv","audit/report_harmonization/report018_order72e_selection_svg_preview/release_manifest.csv","32e8c92f740d57267e32c63aa46e509ffc8b0d58d387047999a3d29df808fdf8","32e8c92f740d57267e32c63aa46e509ffc8b0d58d387047999a3d29df808fdf8",10178,10178,TRUE
"release_manifest.csv","audit/report_harmonization/report018_order72f_standalone_output_recovery/check_order72f_preflight.R","fa385e6b131fd9a2cb9ad4824a6e7438b441a751b0fab2f085f63ae0356a2282","fa385e6b131fd9a2cb9ad4824a6e7438b441a751b0fab2f085f63ae0356a2282",8407,8407,TRUE
"release_manifest.csv","audit/report_harmonization/report018_order72f_standalone_output_recovery/current_execution_pins.csv","370abe93a9faefdf377994fffb2c90ea39f54767d8360ce786aaf29b8bb2b22b","370abe93a9faefdf377994fffb2c90ea39f54767d8360ce786aaf29b8bb2b22b",13067,13067,TRUE
"release_manifest.csv","audit/report_harmonization/report018_order72f_standalone_output_recovery/fixture/artifacts/fixture.svg","837e3e53ee712b63c67ffe0b74be8f086a2eae6cd9af39cf00a0eceb11a139d6","837e3e53ee712b63c67ffe0b74be8f086a2eae6cd9af39cf00a0eceb11a139d6",253,253,TRUE
"release_manifest.csv","audit/report_harmonization/report018_order72f_standalone_output_recovery/fixture/audit/manuscript_nature_health/fragments/table.html","7aa9f0503351b52c8856a236cd73dd39ec266f07bb3be9fc92dc0dd99bd81623","7aa9f0503351b52c8856a236cd73dd39ec266f07bb3be9fc92dc0dd99bd81623",175,175,TRUE
"release_manifest.csv","audit/report_harmonization/report018_order72f_standalone_output_recovery/fixture/audit/manuscript_nature_health/manuscript_figure_table_selection_order72f_candidate.html","342fa276af94b2c221ab94935a4ce0ad40b93edf1540f660d4800c7df0cec632","342fa276af94b2c221ab94935a4ce0ad40b93edf1540f660d4800c7df0cec632",1898158,1898158,TRUE
"release_manifest.csv","audit/report_harmonization/report018_order72f_standalone_output_recovery/fixture/audit/manuscript_nature_health/manuscript_figure_table_selection.qmd","fca58a01c011f44b8c07f86eb717d42248c325aca5b9c6eb7df6f1626ac2603f","fca58a01c011f44b8c07f86eb717d42248c325aca5b9c6eb7df6f1626ac2603f",287,287,TRUE
"release_manifest.csv","audit/report_harmonization/report018_order72f_standalone_output_recovery/historical_transition_classification.csv","4872214680ea0cc582d5b230964eee6384929d4bad365c9e7350970db1a919d8","4872214680ea0cc582d5b230964eee6384929d4bad365c9e7350970db1a919d8",340,340,TRUE
"release_manifest.csv","audit/report_harmonization/report018_order72f_standalone_output_recovery/independent_stop_disposition.md","2f1b12b21ae732e42958ced24503e19cfdbc9cf9b27fdf0740900fc9eb11576e","2f1b12b21ae732e42958ced24503e19cfdbc9cf9b27fdf0740900fc9eb11576e",2325,2325,TRUE
"release_manifest.csv","audit/report_harmonization/report018_order72f_standalone_output_recovery/installed_cli_output_option_excerpt.txt","fff905eb0c519e65f61369961eed1874e34201c83640de9dded23488e98eaa36","fff905eb0c519e65f61369961eed1874e34201c83640de9dded23488e98eaa36",376,376,TRUE
"release_manifest.csv","audit/report_harmonization/report018_order72f_standalone_output_recovery/owner_stopped_inventory.csv","e9d779b92d959cf54aae815eedf8219f26cf837ae18c17feee47157620a7641d","e9d779b92d959cf54aae815eedf8219f26cf837ae18c17feee47157620a7641d",2749,2749,TRUE
"release_manifest.csv","audit/report_harmonization/report018_order72f_standalone_output_recovery/preflight_checks.csv","a6f46d20463b6b02ceeb9d9bde69a5d5242c8a68862fb8e938723e08f2b55585","a6f46d20463b6b02ceeb9d9bde69a5d5242c8a68862fb8e938723e08f2b55585",1488,1488,TRUE
"release_manifest.csv","audit/report_harmonization/report018_order72f_standalone_output_recovery/verification_context.json","9511103008578379fc872db7e93270de67ff9ae1acb707b17f7bc1fd725cddbd","9511103008578379fc872db7e93270de67ff9ae1acb707b17f7bc1fd725cddbd",504,504,TRUE
"current_execution_pins.csv","audit/manuscript_nature_health/manuscript_figure_table_selection.qmd","9acec033d0c24cbb0ee7649c38f55d5cea90052e11b6be7fc5f9e7310890d8f3","9acec033d0c24cbb0ee7649c38f55d5cea90052e11b6be7fc5f9e7310890d8f3",49865,49865,TRUE
"current_execution_pins.csv","audit/manuscript_nature_health/manuscript_figure_table_selection.html","82100e0d3990dec39f61e94970e7a434b02cf94a6d25819ede1be4d24f4130a6","82100e0d3990dec39f61e94970e7a434b02cf94a6d25819ede1be4d24f4130a6",30925051,30925051,TRUE
"current_execution_pins.csv","scripts/report_harmonization/build_manuscript_figure_table_selection.R","f13b817869dd59d2d687dac6c09aec778622a1ed42530849d5b79fdc79bf778e","f13b817869dd59d2d687dac6c09aec778622a1ed42530849d5b79fdc79bf778e",73914,73914,TRUE
"current_execution_pins.csv","scripts/report_harmonization/replay_manuscript_figure_table_selection_integration.R","cb9b4558024c71550365e8fd82d28b9506cfbd97f598a65829e7cd40115683eb","cb9b4558024c71550365e8fd82d28b9506cfbd97f598a65829e7cd40115683eb",19177,19177,TRUE
