site,Id,position,local_date,profile_variant,measurement_construct,expected_real_minutes,valid_medi_real_minutes,valid_light_real_minutes,diary_state_domain_complete,unknown_diary_state_real_minutes,daily_ordinary_support,daily_profile_support,daily_geometric_mean_medi_lx,m10_mean_medi_lx,m10_midpoint_clock_minute,m10_onset_clock_minute,m10_offset_clock_minute,l10_mean_medi_lx,l10_midpoint_clock_minute,l10_onset_clock_minute,l10_offset_clock_minute,duration_above_1000_h,duration_above_250_full_day_h,longest_bout_above_250_observed_h,longest_bout_above_250_observed_lower_bound_h,longest_bout_above_250_possible_h,longest_bout_above_250_possible_upper_bound_h,longest_bout_above_250_exact_only_sensitivity_h,longest_bout_above_250_h,longest_bout_above_250_exact_identifiable,longest_bout_above_250_censored,longest_bout_above_250_missing_invalid_breaks_runs,longest_bout_above_250_estimate_interpretation,longest_bout_above_250_onset_utc,longest_bout_above_250_offset_utc,longest_bout_above_250_winner_selection_rule,longest_bout_above_250_day_boundary_contact,longest_bout_above_250_selected_winner_day_boundary_contact,longest_bout_above_250_any_winning_run_day_boundary_contact,longest_bout_above_250_censor_reason,first_timing_above_250_clock_minute,last_timing_above_250_clock_minute,mean_timing_above_250_clock_minute,dose_observed_medi_lx_h,dose_corrected_medi_lx_h,dose_correction_factor,dose_relevance_coverage,mder,mder_medi_integral_lx_h,mder_light_integral_lx_h,mder_ordinary_paired_coverage,mder_medi_profile_coverage,mder_light_profile_coverage,mder_minimum_support,mder_passes_ordinary_paired_support,mder_passes_medi_profile_support,mder_passes_light_profile_support,mder_support_threshold_enforced,mder_ratio_scaled_or_weighted,mder_estimable,mder_failure_reason,duration_above_250_wake_h,duration_below_10_pre_sleep_h,duration_below_1_sleep_environment_h,serial,file.name,source_modality,source_repository,source_commit,source_doi,source_sha256,approved_anomalous_day,passes_registered_90pct_support,mder_descending_rank_within_position
KNUST,KNUST_S008,chest,2024-11-27,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,1440,1170,1170,TRUE,0,0.8125,0.5593984777297282,2.0119349655243792,10.713484815262905,1061,761,1361,0.1299642608627116,172,1312,472,1.2333333333333334,1.5333333333333334,0.5666666666666667,0.5666666666666667,2.7,2.7,,0.5666666666666667,FALSE,TRUE,TRUE,observed_lower_bound,2024-11-27T07:53:00Z,2024-11-27T08:27:00Z,earliest_onset_then_earliest_offset,FALSE,FALSE,FALSE,missing_or_invalid_minutes_allow_longer_bout,473,,,7412.586833333333,,1.7876344677561802,0.5593984777297282,,7412.586833333333,8029.875027777778,0.8125,0.5593984777297282,0.5600097240916456,0.8,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,below_medi_profile_support,,2.1166666666666667,5.466666666666667,2962,KNUST_S008_c_actlumus_Log_2962_20241202091751520,light_chest,AkuffoEtAl_Dataset_2025,ea49a38edfb1f6397302f37776a4496ed0ca2dd5,10.5281/zenodo.15576731,0397df1b2c4d5c2ea98fa7707bcd07048140fa1c239823c814733da81b5d1377,FALSE,FALSE,
KNUST,KNUST_S008,chest,2024-11-28,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,1440,1259,1259,TRUE,0,0.8743055555555556,0.7938141371989911,5.260121178101287,18.328698194667012,710,410,1010,1.1181572570433842,166,1306,466,0.4166666666666667,0.7,0.21666666666666667,0.21666666666666667,1.15,1.15,,0.21666666666666667,FALSE,TRUE,TRUE,observed_lower_bound,2024-11-28T08:41:00Z,2024-11-28T08:54:00Z,earliest_onset_then_earliest_offset,FALSE,FALSE,FALSE,missing_or_invalid_minutes_allow_longer_bout,521,1029,,12973.991666666661,,1.259740729144161,0.7938141371989911,,12973.991666666669,14746.55588888891,0.8743055555555556,0.7938141371989911,0.793937439174147,0.8,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,below_medi_profile_support,0.7,,2.433333333333333,2962,KNUST_S008_c_actlumus_Log_2962_20241202091751520,light_chest,AkuffoEtAl_Dataset_2025,ea49a38edfb1f6397302f37776a4496ed0ca2dd5,10.5281/zenodo.15576731,0397df1b2c4d5c2ea98fa7707bcd07048140fa1c239823c814733da81b5d1377,FALSE,FALSE,
KNUST,KNUST_S008,chest,2024-11-29,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,1440,1259,1259,TRUE,0,0.8743055555555556,0.72276523413578,1.071474225271931,53.51408995683563,706,406,1006,0,1428,1128,288,1.0833333333333333,1.5833333333333333,0.45,0.45,2.0166666666666666,2.0166666666666666,,0.45,FALSE,TRUE,TRUE,observed_lower_bound,2024-11-29T08:02:00Z,2024-11-29T08:29:00Z,earliest_onset_then_earliest_offset,FALSE,FALSE,FALSE,missing_or_invalid_minutes_allow_longer_bout,463,,,17282.278861111085,,1.3835751261551938,0.72276523413578,,17282.278861111125,19293.318777777753,0.8743055555555556,0.72276523413578,0.7174317563731581,0.8,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,below_medi_profile_support,,3,7.633333333333334,2962,KNUST_S008_c_actlumus_Log_2962_20241202091751520,light_chest,AkuffoEtAl_Dataset_2025,ea49a38edfb1f6397302f37776a4496ed0ca2dd5,10.5281/zenodo.15576731,0397df1b2c4d5c2ea98fa7707bcd07048140fa1c239823c814733da81b5d1377,FALSE,FALSE,
KNUST,KNUST_S008,chest,2024-11-30,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,1440,1380,1380,TRUE,0,0.9583333333333334,0.9920114841222691,1.3641420094377528,23.036302546263705,993,693,1293,0,331,31,631,0,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,TRUE,FALSE,TRUE,observed_lower_bound,2024-11-30T13:26:00Z,2024-11-30T14:21:00Z,earliest_onset_then_earliest_offset,FALSE,FALSE,FALSE,,806,860,832.9999999999999,732.2633055555556,738.1601093090787,1.0080528461671985,0.9920114841222691,0.9024560352948701,732.2633055555549,811.4116111111096,0.9583333333333334,0.9920114841222691,0.9895756986743754,0.8,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,,0.9166666666666666,,7,2962,KNUST_S008_c_actlumus_Log_2962_20241202091751520,light_chest,AkuffoEtAl_Dataset_2025,ea49a38edfb1f6397302f37776a4496ed0ca2dd5,10.5281/zenodo.15576731,0397df1b2c4d5c2ea98fa7707bcd07048140fa1c239823c814733da81b5d1377,FALSE,TRUE,27
KNUST,KNUST_S008,chest,2024-12-01,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,1440,1380,1380,TRUE,0,0.9583333333333334,0.9920114841222691,3.888936185590371,23.438017640542746,1068,768,1368,0.6783387241970275,470,170,770,1.4166666666666667,2.15,0.9,0.9,0.9,0.9,0.9,0.9,TRUE,FALSE,TRUE,observed_lower_bound,2024-12-01T13:42:00Z,2024-12-01T14:36:00Z,earliest_onset_then_earliest_offset,FALSE,FALSE,FALSE,,773,1040,891.7048890730507,16197.296638888885,16327.730977046338,1.0080528461671985,0.9920114841222691,0.8952303184507213,16197.296638888878,18092.8821388889,0.9583333333333334,0.9920114841222691,0.9895756986743754,0.8,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,,2.15,2.033333333333333,0,2962,KNUST_S008_c_actlumus_Log_2962_20241202091751520,light_chest,AkuffoEtAl_Dataset_2025,ea49a38edfb1f6397302f37776a4496ed0ca2dd5,10.5281/zenodo.15576731,0397df1b2c4d5c2ea98fa7707bcd07048140fa1c239823c814733da81b5d1377,FALSE,TRUE,31
KNUST,KNUST_S009,chest,2024-12-03,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,1440,1358,1358,TRUE,0,0.9430555555555555,0.8765671560716024,1.062608419924076,11.68240396522834,824,524,1124,0.03282180745943039,218,1358,518,0.8,1.0666666666666667,0.5333333333333333,0.5333333333333333,0.95,0.95,,0.5333333333333333,FALSE,TRUE,TRUE,observed_lower_bound,2024-12-03T12:00:00Z,2024-12-03T12:32:00Z,earliest_onset_then_earliest_offset,FALSE,FALSE,FALSE,missing_or_invalid_minutes_allow_longer_bout,543,941,673.705386466158,14331.723222222234,16349.82912940848,1.1408139046431658,0.8765671560716024,0.8816960151079226,14331.72322222221,16254.721555555583,0.9430555555555555,0.8765671560716024,0.871107631963781,0.8,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,,1.0666666666666667,3.816666666666667,7.983333333333333,2962,KNUST_S009_c_actlumus_Log_2962_20241209092850409,light_chest,AkuffoEtAl_Dataset_2025,ea49a38edfb1f6397302f37776a4496ed0ca2dd5,10.5281/zenodo.15576731,0397df1b2c4d5c2ea98fa7707bcd07048140fa1c239823c814733da81b5d1377,FALSE,FALSE,43
KNUST,KNUST_S009,chest,2024-12-04,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,1440,1410,1410,TRUE,0,0.9791666666666666,0.990429783599901,7.770582705498087,208.40043436592686,764,464,1064,0.13115296654987432,31,1171,331,1.4833333333333334,2.6666666666666665,1.0166666666666666,1.0166666666666666,1.0166666666666666,1.0166666666666666,1.0166666666666666,1.0166666666666666,TRUE,FALSE,TRUE,observed_lower_bound,2024-12-04T07:46:00Z,2024-12-04T08:47:00Z,earliest_onset_then_earliest_offset,FALSE,FALSE,FALSE,,400,1048,606.8128121079353,7846.266333333338,7922.082376011175,1.0096626904386037,0.990429783599901,0.8968649807183254,7846.266333333336,8748.54799999999,0.9791666666666666,0.990429783599901,0.9895068415930445,0.8,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,,2.6666666666666665,2.5,4.25,2962,KNUST_S009_c_actlumus_Log_2962_20241209092850409,light_chest,AkuffoEtAl_Dataset_2025,ea49a38edfb1f6397302f37776a4496ed0ca2dd5,10.5281/zenodo.15576731,0397df1b2c4d5c2ea98fa7707bcd07048140fa1c239823c814733da81b5d1377,FALSE,TRUE,29
KNUST,KNUST_S009,chest,2024-12-05,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,1440,1350,1350,TRUE,0,0.9375,0.9783322215210929,7.8755342188537085,445.3687692660605,735,435,1035,0.0926391131762131,89,1229,389,3.066666666666667,5.766666666666667,1.65,1.65,1.65,1.65,1.65,1.65,TRUE,FALSE,TRUE,observed_lower_bound,2024-12-05T14:30:00Z,2024-12-05T16:09:00Z,earliest_onset_then_earliest_offset,FALSE,FALSE,FALSE,,494,,753.2087654512043,22907.557416666616,23414.906422125572,1.022147669270484,0.9783322215210929,0.8932994874700654,22907.55741666663,25643.759722222236,0.9375,0.9783322215210929,0.9741916278950027,0.8,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,,5.766666666666667,3.3333333333333335,7.5,2962,KNUST_S009_c_actlumus_Log_2962_20241209092850409,light_chest,AkuffoEtAl_Dataset_2025,ea49a38edfb1f6397302f37776a4496ed0ca2dd5,10.5281/zenodo.15576731,0397df1b2c4d5c2ea98fa7707bcd07048140fa1c239823c814733da81b5d1377,FALSE,TRUE,33
KNUST,KNUST_S009,chest,2024-12-06,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,1440,1406,1406,TRUE,0,0.9763888888888889,0.9244663748544222,1.6928415480855463,25.936137556089488,723,423,1023,0.06987011302346491,116,1256,416,1.25,1.8,1.5666666666666667,1.5666666666666667,1.5666666666666667,1.5666666666666667,1.5666666666666667,1.5666666666666667,TRUE,FALSE,TRUE,observed_lower_bound,2024-12-06T15:00:00Z,2024-12-06T16:34:00Z,earliest_onset_then_earliest_offset,FALSE,FALSE,FALSE,,741,1016,948.0818410360238,8664.246249999997,9372.159426960636,1.0817051081576357,0.9244663748544222,0.891018810848036,8664.246250000004,9723.976805555565,0.9763888888888889,0.9244663748544222,0.9273578387951564,0.8,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,,1.8,2.75,6.85,2962,KNUST_S009_c_actlumus_Log_2962_20241209092850409,light_chest,AkuffoEtAl_Dataset_2025,ea49a38edfb1f6397302f37776a4496ed0ca2dd5,10.5281/zenodo.15576731,0397df1b2c4d5c2ea98fa7707bcd07048140fa1c239823c814733da81b5d1377,FALSE,TRUE,35
KNUST,KNUST_S009,chest,2024-12-07,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,1440,1370,1370,TRUE,0,0.9513888888888888,0.9864952207102958,0.3676160367159358,4.190103782217809,1023,723,1323,4.163336342344337e-17,366,66,666,0.23333333333333334,0.2833333333333333,0.25,0.25,0.6833333333333333,0.6833333333333333,,0.25,FALSE,TRUE,TRUE,observed_lower_bound,2024-12-07T12:08:00Z,2024-12-07T12:23:00Z,earliest_onset_then_earliest_offset,FALSE,FALSE,FALSE,missing_or_invalid_minutes_allow_longer_bout,728,894,752.6413673673326,5980.193694444446,6062.060483312418,1.0136896550598395,0.9864952207102958,0.8864668314192,5980.193694444433,6746.099777777775,0.9513888888888888,0.9864952207102958,0.9827893768723789,0.8,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,,0.2833333333333333,2.566666666666667,9.55,2962,KNUST_S009_c_actlumus_Log_2962_20241209092850409,light_chest,AkuffoEtAl_Dataset_2025,ea49a38edfb1f6397302f37776a4496ed0ca2dd5,10.5281/zenodo.15576731,0397df1b2c4d5c2ea98fa7707bcd07048140fa1c239823c814733da81b5d1377,FALSE,TRUE,39
KNUST,KNUST_S009,chest,2024-12-08,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,1440,1395,1395,TRUE,0,0.96875,0.9982065720663673,2.8674974032966745,20.539903094213102,654,354,954,0.27664311998611946,71,1211,371,0.9833333333333333,1.4,0.8166666666666667,0.8166666666666667,0.8166666666666667,0.8166666666666667,0.8166666666666667,0.8166666666666667,TRUE,FALSE,TRUE,observed_lower_bound,2024-12-08T09:54:00Z,2024-12-08T10:43:00Z,earliest_onset_then_earliest_offset,FALSE,FALSE,FALSE,,501,685,600.8261825208233,11728.014083333337,11749.085220963243,1.001796650096102,0.9982065720663673,0.8942131757911415,11728.014083333326,13115.456583333325,0.96875,0.9982065720663673,0.9966563713583924,0.8,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,,1.4,2.183333333333333,4.633333333333334,2962,KNUST_S009_c_actlumus_Log_2962_20241209092850409,light_chest,AkuffoEtAl_Dataset_2025,ea49a38edfb1f6397302f37776a4496ed0ca2dd5,10.5281/zenodo.15576731,0397df1b2c4d5c2ea98fa7707bcd07048140fa1c239823c814733da81b5d1377,FALSE,TRUE,32
