Id,file.name,position,serial,source_modality,source_repository,source_commit,source_doi,source_url,source_sha256
KNUST_S006,KNUST_S006_c_actlumus_Log_2962_20241118093006927,chest,2962,light_chest,AkuffoEtAl_Dataset_2025,ea49a38edfb1f6397302f37776a4496ed0ca2dd5,10.5281/zenodo.15576731,https://raw.githubusercontent.com/MeLiDosProject/AkuffoEtAl_Dataset_2025/ea49a38edfb1f6397302f37776a4496ed0ca2dd5/data/imported/light/light_chest.RData,0397df1b2c4d5c2ea98fa7707bcd07048140fa1c239823c814733da81b5d1377
KNUST_S006,KNUST_S006_h_actlumus_Log_3333_20241118091906566,glasses,3333,light_glasses,AkuffoEtAl_Dataset_2025,ea49a38edfb1f6397302f37776a4496ed0ca2dd5,10.5281/zenodo.15576731,https://raw.githubusercontent.com/MeLiDosProject/AkuffoEtAl_Dataset_2025/ea49a38edfb1f6397302f37776a4496ed0ca2dd5/data/imported/light/light_glasses.RData,405d423f4a322fb66d0fc1225456a2456404d4f9ab42a209e31e27c1ebe7e0e9
KNUST_S007,KNUST_S007_c_actlumus_Log_2962_20241125102406894,chest,2962,light_chest,AkuffoEtAl_Dataset_2025,ea49a38edfb1f6397302f37776a4496ed0ca2dd5,10.5281/zenodo.15576731,https://raw.githubusercontent.com/MeLiDosProject/AkuffoEtAl_Dataset_2025/ea49a38edfb1f6397302f37776a4496ed0ca2dd5/data/imported/light/light_chest.RData,0397df1b2c4d5c2ea98fa7707bcd07048140fa1c239823c814733da81b5d1377
KNUST_S007,KNUST_S007_h_actlumus_Log_3333_20241125101649920,glasses,3333,light_glasses,AkuffoEtAl_Dataset_2025,ea49a38edfb1f6397302f37776a4496ed0ca2dd5,10.5281/zenodo.15576731,https://raw.githubusercontent.com/MeLiDosProject/AkuffoEtAl_Dataset_2025/ea49a38edfb1f6397302f37776a4496ed0ca2dd5/data/imported/light/light_glasses.RData,405d423f4a322fb66d0fc1225456a2456404d4f9ab42a209e31e27c1ebe7e0e9
KNUST_S008,KNUST_S008_c_actlumus_Log_2962_20241202091751520,chest,2962,light_chest,AkuffoEtAl_Dataset_2025,ea49a38edfb1f6397302f37776a4496ed0ca2dd5,10.5281/zenodo.15576731,https://raw.githubusercontent.com/MeLiDosProject/AkuffoEtAl_Dataset_2025/ea49a38edfb1f6397302f37776a4496ed0ca2dd5/data/imported/light/light_chest.RData,0397df1b2c4d5c2ea98fa7707bcd07048140fa1c239823c814733da81b5d1377
KNUST_S008,KNUST_S008_h_actlumus_Log_3333_20241202091339862,glasses,3333,light_glasses,AkuffoEtAl_Dataset_2025,ea49a38edfb1f6397302f37776a4496ed0ca2dd5,10.5281/zenodo.15576731,https://raw.githubusercontent.com/MeLiDosProject/AkuffoEtAl_Dataset_2025/ea49a38edfb1f6397302f37776a4496ed0ca2dd5/data/imported/light/light_glasses.RData,405d423f4a322fb66d0fc1225456a2456404d4f9ab42a209e31e27c1ebe7e0e9
KNUST_S009,KNUST_S009_c_actlumus_Log_2962_20241209092850409,chest,2962,light_chest,AkuffoEtAl_Dataset_2025,ea49a38edfb1f6397302f37776a4496ed0ca2dd5,10.5281/zenodo.15576731,https://raw.githubusercontent.com/MeLiDosProject/AkuffoEtAl_Dataset_2025/ea49a38edfb1f6397302f37776a4496ed0ca2dd5/data/imported/light/light_chest.RData,0397df1b2c4d5c2ea98fa7707bcd07048140fa1c239823c814733da81b5d1377
KNUST_S009,KNUST_S009_h_actlumus_Log_3333_20241209093847174,glasses,3333,light_glasses,AkuffoEtAl_Dataset_2025,ea49a38edfb1f6397302f37776a4496ed0ca2dd5,10.5281/zenodo.15576731,https://raw.githubusercontent.com/MeLiDosProject/AkuffoEtAl_Dataset_2025/ea49a38edfb1f6397302f37776a4496ed0ca2dd5/data/imported/light/light_glasses.RData,405d423f4a322fb66d0fc1225456a2456404d4f9ab42a209e31e27c1ebe7e0e9
KNUST_S010,KNUST_S010_c_actlumus_Log_2962_20241216092538484,chest,2962,light_chest,AkuffoEtAl_Dataset_2025,ea49a38edfb1f6397302f37776a4496ed0ca2dd5,10.5281/zenodo.15576731,https://raw.githubusercontent.com/MeLiDosProject/AkuffoEtAl_Dataset_2025/ea49a38edfb1f6397302f37776a4496ed0ca2dd5/data/imported/light/light_chest.RData,0397df1b2c4d5c2ea98fa7707bcd07048140fa1c239823c814733da81b5d1377
KNUST_S010,KNUST_S010_h_actlumus_Log_3333_20241216091600534,glasses,3333,light_glasses,AkuffoEtAl_Dataset_2025,ea49a38edfb1f6397302f37776a4496ed0ca2dd5,10.5281/zenodo.15576731,https://raw.githubusercontent.com/MeLiDosProject/AkuffoEtAl_Dataset_2025/ea49a38edfb1f6397302f37776a4496ed0ca2dd5/data/imported/light/light_glasses.RData,405d423f4a322fb66d0fc1225456a2456404d4f9ab42a209e31e27c1ebe7e0e9
KNUST_S011,KNUST_S011_c_actlumus_Log_2962_2024122309080796,chest,2962,light_chest,AkuffoEtAl_Dataset_2025,ea49a38edfb1f6397302f37776a4496ed0ca2dd5,10.5281/zenodo.15576731,https://raw.githubusercontent.com/MeLiDosProject/AkuffoEtAl_Dataset_2025/ea49a38edfb1f6397302f37776a4496ed0ca2dd5/data/imported/light/light_chest.RData,0397df1b2c4d5c2ea98fa7707bcd07048140fa1c239823c814733da81b5d1377
KNUST_S011,KNUST_S011_h_actlumus_Log_3333_20241223090141808,glasses,3333,light_glasses,AkuffoEtAl_Dataset_2025,ea49a38edfb1f6397302f37776a4496ed0ca2dd5,10.5281/zenodo.15576731,https://raw.githubusercontent.com/MeLiDosProject/AkuffoEtAl_Dataset_2025/ea49a38edfb1f6397302f37776a4496ed0ca2dd5/data/imported/light/light_glasses.RData,405d423f4a322fb66d0fc1225456a2456404d4f9ab42a209e31e27c1ebe7e0e9
KNUST_S012,KNUST_S012_c_actlumus_Log_2962_20250113093351416,chest,2962,light_chest,AkuffoEtAl_Dataset_2025,ea49a38edfb1f6397302f37776a4496ed0ca2dd5,10.5281/zenodo.15576731,https://raw.githubusercontent.com/MeLiDosProject/AkuffoEtAl_Dataset_2025/ea49a38edfb1f6397302f37776a4496ed0ca2dd5/data/imported/light/light_chest.RData,0397df1b2c4d5c2ea98fa7707bcd07048140fa1c239823c814733da81b5d1377
KNUST_S012,KNUST_S012_h_actlumus_Log_3333_20250113092842389,glasses,3333,light_glasses,AkuffoEtAl_Dataset_2025,ea49a38edfb1f6397302f37776a4496ed0ca2dd5,10.5281/zenodo.15576731,https://raw.githubusercontent.com/MeLiDosProject/AkuffoEtAl_Dataset_2025/ea49a38edfb1f6397302f37776a4496ed0ca2dd5/data/imported/light/light_glasses.RData,405d423f4a322fb66d0fc1225456a2456404d4f9ab42a209e31e27c1ebe7e0e9
KNUST_S013,KNUST_S013_c_actlumus_Log_2962_2025012010575530,chest,2962,light_chest,AkuffoEtAl_Dataset_2025,ea49a38edfb1f6397302f37776a4496ed0ca2dd5,10.5281/zenodo.15576731,https://raw.githubusercontent.com/MeLiDosProject/AkuffoEtAl_Dataset_2025/ea49a38edfb1f6397302f37776a4496ed0ca2dd5/data/imported/light/light_chest.RData,0397df1b2c4d5c2ea98fa7707bcd07048140fa1c239823c814733da81b5d1377
KNUST_S013,KNUST_S013_h_actlumus_Log_3333_20250120105224383,glasses,3333,light_glasses,AkuffoEtAl_Dataset_2025,ea49a38edfb1f6397302f37776a4496ed0ca2dd5,10.5281/zenodo.15576731,https://raw.githubusercontent.com/MeLiDosProject/AkuffoEtAl_Dataset_2025/ea49a38edfb1f6397302f37776a4496ed0ca2dd5/data/imported/light/light_glasses.RData,405d423f4a322fb66d0fc1225456a2456404d4f9ab42a209e31e27c1ebe7e0e9
KNUST_S014,KNUST_S014_c_actlumus_Log_2962_20250127110335762,chest,2962,light_chest,AkuffoEtAl_Dataset_2025,ea49a38edfb1f6397302f37776a4496ed0ca2dd5,10.5281/zenodo.15576731,https://raw.githubusercontent.com/MeLiDosProject/AkuffoEtAl_Dataset_2025/ea49a38edfb1f6397302f37776a4496ed0ca2dd5/data/imported/light/light_chest.RData,0397df1b2c4d5c2ea98fa7707bcd07048140fa1c239823c814733da81b5d1377
KNUST_S014,KNUST_S014_h_actlumus_Log_3333_20250127105502495,glasses,3333,light_glasses,AkuffoEtAl_Dataset_2025,ea49a38edfb1f6397302f37776a4496ed0ca2dd5,10.5281/zenodo.15576731,https://raw.githubusercontent.com/MeLiDosProject/AkuffoEtAl_Dataset_2025/ea49a38edfb1f6397302f37776a4496ed0ca2dd5/data/imported/light/light_glasses.RData,405d423f4a322fb66d0fc1225456a2456404d4f9ab42a209e31e27c1ebe7e0e9
KNUST_S015,KNUST_S015_c_actlumus_Log_2962_20250203122855822,chest,2962,light_chest,AkuffoEtAl_Dataset_2025,ea49a38edfb1f6397302f37776a4496ed0ca2dd5,10.5281/zenodo.15576731,https://raw.githubusercontent.com/MeLiDosProject/AkuffoEtAl_Dataset_2025/ea49a38edfb1f6397302f37776a4496ed0ca2dd5/data/imported/light/light_chest.RData,0397df1b2c4d5c2ea98fa7707bcd07048140fa1c239823c814733da81b5d1377
KNUST_S015,KNUST_S015_h_actlumus_Log_3333_20250203121837508,glasses,3333,light_glasses,AkuffoEtAl_Dataset_2025,ea49a38edfb1f6397302f37776a4496ed0ca2dd5,10.5281/zenodo.15576731,https://raw.githubusercontent.com/MeLiDosProject/AkuffoEtAl_Dataset_2025/ea49a38edfb1f6397302f37776a4496ed0ca2dd5/data/imported/light/light_glasses.RData,405d423f4a322fb66d0fc1225456a2456404d4f9ab42a209e31e27c1ebe7e0e9
