clock_hour,work_free_day,expected_melEDI_lx,expected_low_melEDI_lx,expected_high_melEDI_lx,positive_probability,conditional_positive_mean_melEDI_lx,participants,participant_days,observations,positive_observations,zero_observations,zero_fraction,sites_with_support,sites_standardized,standardization,population_prediction,display_scale,interval_scope,inferential_role,display_group,integer_hour
1.25,Work day,0.7956363482597305,0.44045950551574714,1.437219973107033,0.1826310194140064,3.840137125568525,134,429,429,69,360,0.8391608391608392,9,9,Response-scale predictions give equal weight to sedentary and active status and to each of the nine study sites,Participant and participant-day random-effect smooths are excluded,"LightLogR::symlog_trans(base = 10, thr = 1, scale = 1)",Approximate pointwise 95% interval; smoothing parameters treated as fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous,exploratory_time_of_day_context_not_primary_inference; standardized population prediction excluding random-effect smooths,Work day,FALSE
1.25,Free day,1.5775483741178111,0.922229747380436,2.698523746117175,0.34421655026468,4.115482918994326,125,284,284,81,203,0.7147887323943662,9,9,Response-scale predictions give equal weight to sedentary and active status and to each of the nine study sites,Participant and participant-day random-effect smooths are excluded,"LightLogR::symlog_trans(base = 10, thr = 1, scale = 1)",Approximate pointwise 95% interval; smoothing parameters treated as fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous,exploratory_time_of_day_context_not_primary_inference; standardized population prediction excluding random-effect smooths,Free day,FALSE
1.5,Work day,0.5769645807792327,0.3037798663954442,1.0958202445201553,0.14165714273602378,3.514635977004714,134,429,429,69,360,0.8391608391608392,9,9,Response-scale predictions give equal weight to sedentary and active status and to each of the nine study sites,Participant and participant-day random-effect smooths are excluded,"LightLogR::symlog_trans(base = 10, thr = 1, scale = 1)",Approximate pointwise 95% interval; smoothing parameters treated as fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous,exploratory_time_of_day_context_not_primary_inference; standardized population prediction excluding random-effect smooths,Work day,FALSE
1.5,Free day,1.2431135617613238,0.6971187064423794,2.216740582563401,0.28872154326234517,3.784813094607856,125,284,284,81,203,0.7147887323943662,9,9,Response-scale predictions give equal weight to sedentary and active status and to each of the nine study sites,Participant and participant-day random-effect smooths are excluded,"LightLogR::symlog_trans(base = 10, thr = 1, scale = 1)",Approximate pointwise 95% interval; smoothing parameters treated as fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous,exploratory_time_of_day_context_not_primary_inference; standardized population prediction excluding random-effect smooths,Free day,FALSE
1.75,Work day,0.4173937899194984,0.2099044234066068,0.829985252506493,0.1094757441758774,3.2172195438596405,134,429,429,69,360,0.8391608391608392,9,9,Response-scale predictions give equal weight to sedentary and active status and to each of the nine study sites,Participant and participant-day random-effect smooths are excluded,"LightLogR::symlog_trans(base = 10, thr = 1, scale = 1)",Approximate pointwise 95% interval; smoothing parameters treated as fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous,exploratory_time_of_day_context_not_primary_inference; standardized population prediction excluding random-effect smooths,Work day,FALSE
1.75,Free day,0.9642072416000445,0.5187388153455617,1.7922229400447751,0.2369454252378577,3.492003336980304,125,284,284,81,203,0.7147887323943662,9,9,Response-scale predictions give equal weight to sedentary and active status and to each of the nine study sites,Participant and participant-day random-effect smooths are excluded,"LightLogR::symlog_trans(base = 10, thr = 1, scale = 1)",Approximate pointwise 95% interval; smoothing parameters treated as fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous,exploratory_time_of_day_context_not_primary_inference; standardized population prediction excluding random-effect smooths,Free day,FALSE
2,Work day,0.3037955368682144,0.14553491270318544,0.6341552449979693,0.08526716103501207,2.9408835276321943,134,429,429,26,403,0.9393939393939394,9,9,Response-scale predictions give equal weight to sedentary and active status and to each of the nine study sites,Participant and participant-day random-effect smooths are excluded,"LightLogR::symlog_trans(base = 10, thr = 1, scale = 1)",Approximate pointwise 95% interval; smoothing parameters treated as fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous,exploratory_time_of_day_context_not_primary_inference; standardized population prediction excluding random-effect smooths,Work day,TRUE
2,Free day,0.7382039124984738,0.3786996595499678,1.4389899823930292,0.19189698184700263,3.220421718259584,125,283,283,27,256,0.9045936395759716,9,9,Response-scale predictions give equal weight to sedentary and active status and to each of the nine study sites,Participant and participant-day random-effect smooths are excluded,"LightLogR::symlog_trans(base = 10, thr = 1, scale = 1)",Approximate pointwise 95% interval; smoothing parameters treated as fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous,exploratory_time_of_day_context_not_primary_inference; standardized population prediction excluding random-effect smooths,Free day,TRUE
2.25,Work day,0.2243586951116187,0.10193101932879908,0.49383224462630665,0.06770262439330285,2.680317415543638,134,429,429,26,403,0.9393939393939394,9,9,Response-scale predictions give equal weight to sedentary and active status and to each of the nine study sites,Participant and participant-day random-effect smooths are excluded,"LightLogR::symlog_trans(base = 10, thr = 1, scale = 1)",Approximate pointwise 95% interval; smoothing parameters treated as fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous,exploratory_time_of_day_context_not_primary_inference; standardized population prediction excluding random-effect smooths,Work day,FALSE
2.25,Free day,0.5603750264414911,0.2720533918231297,1.154259346501572,0.1550159977181359,2.9577330427563817,125,283,283,27,256,0.9045936395759716,9,9,Response-scale predictions give equal weight to sedentary and active status and to each of the nine study sites,Participant and participant-day random-effect smooths are excluded,"LightLogR::symlog_trans(base = 10, thr = 1, scale = 1)",Approximate pointwise 95% interval; smoothing parameters treated as fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous,exploratory_time_of_day_context_not_primary_inference; standardized population prediction excluding random-effect smooths,Free day,FALSE
2.5,Work day,0.16950596327780523,0.0731386113463339,0.3928468295724194,0.05540574466094462,2.431832693858843,134,429,429,26,403,0.9393939393939394,9,9,Response-scale predictions give equal weight to sedentary and active status and to each of the nine study sites,Participant and participant-day random-effect smooths are excluded,"LightLogR::symlog_trans(base = 10, thr = 1, scale = 1)",Approximate pointwise 95% interval; smoothing parameters treated as fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous,exploratory_time_of_day_context_not_primary_inference; standardized population prediction excluding random-effect smooths,Work day,FALSE
2.5,Free day,0.4242193182586201,0.19453837697922463,0.9250721260156656,0.1263981978640723,2.6953652257880525,125,283,283,27,256,0.9045936395759716,9,9,Response-scale predictions give equal weight to sedentary and active status and to each of the nine study sites,Participant and participant-day random-effect smooths are excluded,"LightLogR::symlog_trans(base = 10, thr = 1, scale = 1)",Approximate pointwise 95% interval; smoothing parameters treated as fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous,exploratory_time_of_day_context_not_primary_inference; standardized population prediction excluding random-effect smooths,Free day,FALSE
2.75,Work day,0.13203082452683595,0.05480915274151855,0.31805159819650164,0.04721725977656146,2.193272427328319,134,429,429,26,403,0.9393939393939394,9,9,Response-scale predictions give equal weight to sedentary and active status and to each of the nine study sites,Participant and participant-day random-effect smooths are excluded,"LightLogR::symlog_trans(base = 10, thr = 1, scale = 1)",Approximate pointwise 95% interval; smoothing parameters treated as fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous,exploratory_time_of_day_context_not_primary_inference; standardized population prediction excluding random-effect smooths,Work day,FALSE
2.75,Free day,0.3224064206520654,0.14094744723342026,0.7374798346332146,0.10533375313271304,2.428296445331112,125,283,283,27,256,0.9045936395759716,9,9,Response-scale predictions give equal weight to sedentary and active status and to each of the nine study sites,Participant and participant-day random-effect smooths are excluded,"LightLogR::symlog_trans(base = 10, thr = 1, scale = 1)",Approximate pointwise 95% interval; smoothing parameters treated as fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous,exploratory_time_of_day_context_not_primary_inference; standardized population prediction excluding random-effect smooths,Free day,FALSE
3,Work day,0.1068137047844161,0.04371073296838758,0.2610152416804293,0.04228889994966943,1.9647885816911463,134,429,429,17,412,0.9603729603729604,9,9,Response-scale predictions give equal weight to sedentary and active status and to each of the nine study sites,Participant and participant-day random-effect smooths are excluded,"LightLogR::symlog_trans(base = 10, thr = 1, scale = 1)",Approximate pointwise 95% interval; smoothing parameters treated as fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous,exploratory_time_of_day_context_not_primary_inference; standardized population prediction excluding random-effect smooths,Work day,TRUE
3,Free day,0.2478423306330578,0.1053903775592403,0.5828408843027275,0.09081223092561733,2.156499769903395,125,284,284,26,258,0.908450704225352,9,9,Response-scale predictions give equal weight to sedentary and active status and to each of the nine study sites,Participant and participant-day random-effect smooths are excluded,"LightLogR::symlog_trans(base = 10, thr = 1, scale = 1)",Approximate pointwise 95% interval; smoothing parameters treated as fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous,exploratory_time_of_day_context_not_primary_inference; standardized population prediction excluding random-effect smooths,Free day,TRUE
3.25,Work day,0.0904488744789703,0.03731232373003736,0.2192572875842257,0.03994463901645483,1.75667992942552,134,429,429,17,412,0.9603729603729604,9,9,Response-scale predictions give equal weight to sedentary and active status and to each of the nine study sites,Participant and participant-day random-effect smooths are excluded,"LightLogR::symlog_trans(base = 10, thr = 1, scale = 1)",Approximate pointwise 95% interval; smoothing parameters treated as fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous,exploratory_time_of_day_context_not_primary_inference; standardized population prediction excluding random-effect smooths,Work day,FALSE
3.25,Free day,0.19495093483419368,0.08213773645102979,0.462708964659441,0.0815222810323589,1.8982013575595895,125,284,284,26,258,0.908450704225352,9,9,Response-scale predictions give equal weight to sedentary and active status and to each of the nine study sites,Participant and participant-day random-effect smooths are excluded,"LightLogR::symlog_trans(base = 10, thr = 1, scale = 1)",Approximate pointwise 95% interval; smoothing parameters treated as fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous,exploratory_time_of_day_context_not_primary_inference; standardized population prediction excluding random-effect smooths,Free day,FALSE
3.5,Work day,0.08080274443576296,0.03398409028511513,0.19212176796772845,0.03977920462155784,1.580922390008623,134,429,429,17,412,0.9603729603729604,9,9,Response-scale predictions give equal weight to sedentary and active status and to each of the nine study sites,Participant and participant-day random-effect smooths are excluded,"LightLogR::symlog_trans(base = 10, thr = 1, scale = 1)",Approximate pointwise 95% interval; smoothing parameters treated as fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous,exploratory_time_of_day_context_not_primary_inference; standardized population prediction excluding random-effect smooths,Work day,FALSE
3.5,Free day,0.15909435777977135,0.06700294668380313,0.3777597244611396,0.07638203728476511,1.6742533942032436,125,284,284,26,258,0.908450704225352,9,9,Response-scale predictions give equal weight to sedentary and active status and to each of the nine study sites,Participant and participant-day random-effect smooths are excluded,"LightLogR::symlog_trans(base = 10, thr = 1, scale = 1)",Approximate pointwise 95% interval; smoothing parameters treated as fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous,exploratory_time_of_day_context_not_primary_inference; standardized population prediction excluding random-effect smooths,Free day,FALSE
3.75,Work day,0.07674340997976592,0.03298296248893528,0.1785634318717789,0.04173155413225406,1.444594394785005,134,429,429,17,412,0.9603729603729604,9,9,Response-scale predictions give equal weight to sedentary and active status and to each of the nine study sites,Participant and participant-day random-effect smooths are excluded,"LightLogR::symlog_trans(base = 10, thr = 1, scale = 1)",Approximate pointwise 95% interval; smoothing parameters treated as fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous,exploratory_time_of_day_context_not_primary_inference; standardized population prediction excluding random-effect smooths,Work day,FALSE
3.75,Free day,0.1365399191312786,0.0575928134777172,0.3237061777436726,0.07482641249114902,1.496238524377656,125,284,284,26,258,0.908450704225352,9,9,Response-scale predictions give equal weight to sedentary and active status and to each of the nine study sites,Participant and participant-day random-effect smooths are excluded,"LightLogR::symlog_trans(base = 10, thr = 1, scale = 1)",Approximate pointwise 95% interval; smoothing parameters treated as fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous,exploratory_time_of_day_context_not_primary_inference; standardized population prediction excluding random-effect smooths,Free day,FALSE
4,Work day,0.07808467243571969,0.0342790199611483,0.17787019804837478,0.04606810479490544,1.3520959450537808,134,430,430,21,409,0.9511627906976744,9,9,Response-scale predictions give equal weight to sedentary and active status and to each of the nine study sites,Participant and participant-day random-effect smooths are excluded,"LightLogR::symlog_trans(base = 10, thr = 1, scale = 1)",Approximate pointwise 95% interval; smoothing parameters treated as fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous,exploratory_time_of_day_context_not_primary_inference; standardized population prediction excluding random-effect smooths,Work day,TRUE
4,Free day,0.12489683982649263,0.05285106581832845,0.2951543238932154,0.07672682267993919,1.3701040583572346,125,285,285,22,263,0.9228070175438596,9,9,Response-scale predictions give equal weight to sedentary and active status and to each of the nine study sites,Participant and participant-day random-effect smooths are excluded,"LightLogR::symlog_trans(base = 10, thr = 1, scale = 1)",Approximate pointwise 95% interval; smoothing parameters treated as fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous,exploratory_time_of_day_context_not_primary_inference; standardized population prediction excluding random-effect smooths,Free day,TRUE
4.25,Work day,0.08576755208369809,0.0386270342653528,0.19043846182692897,0.05344066224739405,1.307694409828945,134,430,430,21,409,0.9511627906976744,9,9,Response-scale predictions give equal weight to sedentary and active status and to each of the nine study sites,Participant and participant-day random-effect smooths are excluded,"LightLogR::symlog_trans(base = 10, thr = 1, scale = 1)",Approximate pointwise 95% interval; smoothing parameters treated as fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous,exploratory_time_of_day_context_not_primary_inference; standardized population prediction excluding random-effect smooths,Work day,FALSE
4.25,Free day,0.12338984323756984,0.0528079269427022,0.28830999994965895,0.0823702601454019,1.3002853913018977,125,285,285,22,263,0.9228070175438596,9,9,Response-scale predictions give equal weight to sedentary and active status and to each of the nine study sites,Participant and participant-day random-effect smooths are excluded,"LightLogR::symlog_trans(base = 10, thr = 1, scale = 1)",Approximate pointwise 95% interval; smoothing parameters treated as fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous,exploratory_time_of_day_context_not_primary_inference; standardized population prediction excluding random-effect smooths,Free day,FALSE
4.5,Work day,0.10248248069833672,0.04801655450737408,0.21872995590452085,0.06503550308145997,1.3183318314940478,134,430,430,21,409,0.9511627906976744,9,9,Response-scale predictions give equal weight to sedentary and active status and to each of the nine study sites,Participant and participant-day random-effect smooths are excluded,"LightLogR::symlog_trans(base = 10, thr = 1, scale = 1)",Approximate pointwise 95% interval; smoothing parameters treated as fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous,exploratory_time_of_day_context_not_primary_inference; standardized population prediction excluding random-effect smooths,Work day,FALSE
4.5,Free day,0.1333878992174789,0.05878111352323751,0.3026878973740196,0.09249517985310296,1.2940220210628155,125,285,285,22,263,0.9228070175438596,9,9,Response-scale predictions give equal weight to sedentary and active status and to each of the nine study sites,Participant and participant-day random-effect smooths are excluded,"LightLogR::symlog_trans(base = 10, thr = 1, scale = 1)",Approximate pointwise 95% interval; smoothing parameters treated as fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous,exploratory_time_of_day_context_not_primary_inference; standardized population prediction excluding random-effect smooths,Free day,FALSE
4.75,Work day,0.13388522871036096,0.06661667194186202,0.2690806061652175,0.08272480000793829,1.3954520450150063,134,430,430,21,409,0.9511627906976744,9,9,Response-scale predictions give equal weight to sedentary and active status and to each of the nine study sites,Participant and participant-day random-effect smooths are excluded,"LightLogR::symlog_trans(base = 10, thr = 1, scale = 1)",Approximate pointwise 95% interval; smoothing parameters treated as fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous,exploratory_time_of_day_context_not_primary_inference; standardized population prediction excluding random-effect smooths,Work day,FALSE
4.75,Free day,0.15919933605595546,0.07394978869619175,0.3427248278528513,0.10827316141780936,1.362916398208737,125,285,285,22,263,0.9228070175438596,9,9,Response-scale predictions give equal weight to sedentary and active status and to each of the nine study sites,Participant and participant-day random-effect smooths are excluded,"LightLogR::symlog_trans(base = 10, thr = 1, scale = 1)",Approximate pointwise 95% interval; smoothing parameters treated as fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous,exploratory_time_of_day_context_not_primary_inference; standardized population prediction excluding random-effect smooths,Free day,FALSE
5,Work day,0.19013935522822273,0.10179173046390268,0.3551661244173937,0.10883314455620915,1.5537495751516843,134,430,430,105,325,0.7558139534883721,9,9,Response-scale predictions give equal weight to sedentary and active status and to each of the nine study sites,Participant and participant-day random-effect smooths are excluded,"LightLogR::symlog_trans(base = 10, thr = 1, scale = 1)",Approximate pointwise 95% interval; smoothing parameters treated as fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous,exploratory_time_of_day_context_not_primary_inference; standardized population prediction excluding random-effect smooths,Work day,TRUE
5,Free day,0.20827774191047824,0.10345513421595334,0.4193085060889943,0.1309704037579609,1.5161650918685794,125,285,285,63,222,0.7789473684210526,9,9,Response-scale predictions give equal weight to sedentary and active status and to each of the nine study sites,Participant and participant-day random-effect smooths are excluded,"LightLogR::symlog_trans(base = 10, thr = 1, scale = 1)",Approximate pointwise 95% interval; smoothing parameters treated as fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous,exploratory_time_of_day_context_not_primary_inference; standardized population prediction excluding random-effect smooths,Free day,TRUE
5.25,Work day,0.2907223425987445,0.16759030660916874,0.5043220111960687,0.14608160672906112,1.820604055211898,134,430,430,105,325,0.7558139534883721,9,9,Response-scale predictions give equal weight to sedentary and active status and to each of the nine study sites,Participant and participant-day random-effect smooths are excluded,"LightLogR::symlog_trans(base = 10, thr = 1, scale = 1)",Approximate pointwise 95% interval; smoothing parameters treated as fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous,exploratory_time_of_day_context_not_primary_inference; standardized population prediction excluding random-effect smooths,Work day,FALSE
5.25,Free day,0.29485047739917303,0.15681994980051708,0.5543733697983468,0.16190849082040873,1.7726441240819393,125,285,285,63,222,0.7789473684210526,9,9,Response-scale predictions give equal weight to sedentary and active status and to each of the nine study sites,Participant and participant-day random-effect smooths are excluded,"LightLogR::symlog_trans(base = 10, thr = 1, scale = 1)",Approximate pointwise 95% interval; smoothing parameters treated as fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous,exploratory_time_of_day_context_not_primary_inference; standardized population prediction excluding random-effect smooths,Free day,FALSE
5.5,Work day,0.47292722112752905,0.29095400757745915,0.7687130978041705,0.19695229632265307,2.2457566551986208,134,430,430,105,325,0.7558139534883721,9,9,Response-scale predictions give equal weight to sedentary and active status and to each of the nine study sites,Participant and participant-day random-effect smooths are excluded,"LightLogR::symlog_trans(base = 10, thr = 1, scale = 1)",Approximate pointwise 95% interval; smoothing parameters treated as fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous,exploratory_time_of_day_context_not_primary_inference; standardized population prediction excluding random-effect smooths,Work day,FALSE
5.5,Free day,0.4447562624314165,0.2511617844618856,0.7875725735735124,0.2021447179865073,2.166792623647872,125,285,285,63,222,0.7789473684210526,9,9,Response-scale predictions give equal weight to sedentary and active status and to each of the nine study sites,Participant and participant-day random-effect smooths are excluded,"LightLogR::symlog_trans(base = 10, thr = 1, scale = 1)",Approximate pointwise 95% interval; smoothing parameters treated as fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous,exploratory_time_of_day_context_not_primary_inference; standardized population prediction excluding random-effect smooths,Free day,FALSE
5.75,Work day,0.8068445534670212,0.5228848866405807,1.245012334630506,0.2623117518363581,2.9168011131936153,134,430,430,105,325,0.7558139534883721,9,9,Response-scale predictions give equal weight to sedentary and active status and to each of the nine study sites,Participant and participant-day random-effect smooths are excluded,"LightLogR::symlog_trans(base = 10, thr = 1, scale = 1)",Approximate pointwise 95% interval; smoothing parameters treated as fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous,exploratory_time_of_day_context_not_primary_inference; standardized population prediction excluding random-effect smooths,Work day,FALSE
5.75,Free day,0.7023623332935245,0.41607758394671623,1.1856270711586776,0.2519508389406533,2.75324676332899,125,285,285,63,222,0.7789473684210526,9,9,Response-scale predictions give equal weight to sedentary and active status and to each of the nine study sites,Participant and participant-day random-effect smooths are excluded,"LightLogR::symlog_trans(base = 10, thr = 1, scale = 1)",Approximate pointwise 95% interval; smoothing parameters treated as fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous,exploratory_time_of_day_context_not_primary_inference; standardized population prediction excluding random-effect smooths,Free day,FALSE
6,Work day,1.421771148314782,0.9592787230079758,2.1072428166047494,0.3398916694723033,3.988982692583248,133,423,423,224,199,0.47044917257683216,9,9,Response-scale predictions give equal weight to sedentary and active status and to each of the nine study sites,Participant and participant-day random-effect smooths are excluded,"LightLogR::symlog_trans(base = 10, thr = 1, scale = 1)",Approximate pointwise 95% interval; smoothing parameters treated as fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous,exploratory_time_of_day_context_not_primary_inference; standardized population prediction excluding random-effect smooths,Work day,TRUE
6,Free day,1.1398850402361065,0.7015854649560974,1.8520023145510536,0.3103610432071139,3.61353828953036,125,283,283,125,158,0.558303886925795,9,9,Response-scale predictions give equal weight to sedentary and active status and to each of the nine study sites,Participant and participant-day random-effect smooths are excluded,"LightLogR::symlog_trans(base = 10, thr = 1, scale = 1)",Approximate pointwise 95% interval; smoothing parameters treated as fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous,exploratory_time_of_day_context_not_primary_inference; standardized population prediction excluding random-effect smooths,Free day,TRUE
6.25,Work day,2.554162595690826,1.7822825807723148,3.660332337647135,0.4239576117478633,5.74276253221118,133,423,423,224,199,0.47044917257683216,9,9,Response-scale predictions give equal weight to sedentary and active status and to each of the nine study sites,Participant and participant-day random-effect smooths are excluded,"LightLogR::symlog_trans(base = 10, thr = 1, scale = 1)",Approximate pointwise 95% interval; smoothing parameters treated as fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous,exploratory_time_of_day_context_not_primary_inference; standardized population prediction excluding random-effect smooths,Work day,FALSE
6.25,Free day,1.8677533572759708,1.190291810213393,2.930796107040549,0.37506174114673935,4.863908317604976,125,283,283,125,158,0.558303886925795,9,9,Response-scale predictions give equal weight to sedentary and active status and to each of the nine study sites,Participant and participant-day random-effect smooths are excluded,"LightLogR::symlog_trans(base = 10, thr = 1, scale = 1)",Approximate pointwise 95% interval; smoothing parameters treated as fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous,exploratory_time_of_day_context_not_primary_inference; standardized population prediction excluding random-effect smooths,Free day,FALSE
