data_scenario,placement,scope,site,observations,participants,mean,standard_deviation,minimum,q01,q05,q25,median,q75,q95,q99,maximum,nonpositive_n,above_1_n,above_1_5_n,site_display_order,site_display_name,distribution_assessment
gap_timing_unaware,glasses,site,RISE,74,13,0.7957184493624767,0.1617066489445403,0.5127741140077272,0.5493410040416963,0.6111155819262695,0.7253851578941934,0.7877667559196821,0.8721335607936682,0.9261439328573412,1.2202982164652203,1.8572919415446438,0,1,1,1,Borås (SE),Moderate upper tail; interpret with participant and site influence checks
gap_timing_unaware,glasses,site,THUAS,65,13,0.743100121574821,0.07688077490803805,0.5878803252611267,0.5918888691732165,0.6160519534562344,0.6988482493971019,0.7431649467396645,0.7963198792317311,0.8632148051297741,0.9095094831108161,0.9127842727284038,0,0,0,2,Delft (NL),No nonpositive value or extreme upper-tail flag
gap_timing_unaware,glasses,site,BAUA,97,18,0.7678893927419133,0.11802638130901134,0.4853488687924088,0.5584884331240655,0.584851918922527,0.6749772832251771,0.7807193795607377,0.8529438931338418,0.9457067639218606,1.0169918787169618,1.083830731151436,0,2,0,3,Dortmund (DE),No nonpositive value or extreme upper-tail flag
gap_timing_unaware,glasses,site,MPI,144,26,0.6668691555871069,0.09848919104245399,0.4268934992061172,0.4813862840247502,0.5283245496262119,0.5919550972476113,0.6502185016507745,0.7282090714401707,0.8578958017821718,0.8953696835921158,0.904201918077541,0,0,0,4,Tübingen (DE),No nonpositive value or extreme upper-tail flag
gap_timing_unaware,glasses,site,TUM,55,10,0.719555953919293,0.09269777014966328,0.5196633755270316,0.5274371004742229,0.5806346342474539,0.6517498284254422,0.7237862472734335,0.7729837624257799,0.8695757492203902,0.9412920931531408,0.9475079775882493,0,0,0,5,Munich (DE),No nonpositive value or extreme upper-tail flag
gap_timing_unaware,glasses,site,FUSPCEU,83,22,0.6725188865490007,0.07001396348831465,0.48489879422790627,0.515643186017203,0.5632497990615725,0.6292503837494523,0.668483400109194,0.7209188483004205,0.7792323166450348,0.8445804679316489,0.8495544332052143,0,0,0,6,Madrid (ES),No nonpositive value or extreme upper-tail flag
gap_timing_unaware,glasses,site,IZTECH,91,17,0.7351058792643176,0.1224636307434356,0.4656377672572675,0.5029918018309625,0.5643992302233649,0.6339051385715073,0.7473639556258872,0.8340692839946344,0.9239812911200522,0.9677551416853152,1.0172684139708794,0,1,0,7,Izmir (TR),No nonpositive value or extreme upper-tail flag
gap_timing_unaware,glasses,site,UCR,30,6,0.7059366770983097,0.06688244235878985,0.5491553566195535,0.5596480712410659,0.6041676478368008,0.6607305459406002,0.719430819735585,0.7611932110080566,0.7820701894215498,0.8140262635960201,0.8263876121767493,0,0,0,8,San José (CR),No nonpositive value or extreme upper-tail flag
gap_timing_unaware,glasses,site,KNUST,48,12,0.7582979339318466,0.09708526458176817,0.38463674523635627,0.4260425693764791,0.6528061349648235,0.7286667335601753,0.7550127437295431,0.8204918350592664,0.877179044371905,0.9575174587114159,1.0045338173907754,0,1,0,9,Kumasi (GH),No nonpositive value or extreme upper-tail flag
primary,chest,overall,,732,152,0.756543753199906,0.16046341876960923,0.42340423272120054,0.5137392748323233,0.580018171960665,0.6691044240615518,0.7494261330420513,0.8226378943025572,0.9587848050226402,1.0784382661263798,3.5741020070192846,0,18,2,,,Strong upper tail; interpret with participant and site influence checks
primary,chest,site,RISE,89,16,0.7639107247702255,0.1341320088513809,0.48373335769173476,0.5002172737729467,0.5495984542460464,0.6645333676097047,0.7720440459116448,0.8284022544251329,0.9814100892070909,1.0607803247843863,1.064866794587598,0,3,0,1,Borås (SE),No nonpositive value or extreme upper-tail flag
primary,chest,site,THUAS,81,15,0.7183030537388029,0.07370346463272501,0.5795972884620283,0.5830407083592464,0.6122697907345981,0.665402956250764,0.7044413094899029,0.7675094232256375,0.8562088775875152,0.8640869065517506,0.8648692273255594,0,0,0,2,Delft (NL),No nonpositive value or extreme upper-tail flag
primary,chest,site,BAUA,95,20,0.7664121130746961,0.11773042516002141,0.4982195890773871,0.5270365500715255,0.5807971661207018,0.6705350838279593,0.766255659110097,0.8604545263854305,0.9467320425973587,1.0060178786949585,1.012614695644973,0,2,0,3,Dortmund (DE),No nonpositive value or extreme upper-tail flag
primary,chest,site,TUM,48,10,0.7319892263104192,0.117097755350921,0.5376639991026068,0.5403876200450477,0.5534861844083148,0.6497593000795618,0.7277471486768483,0.8118310161868749,0.9312420527390692,0.9971371407603936,0.9995426217598402,0,0,0,5,Munich (DE),No nonpositive value or extreme upper-tail flag
primary,chest,site,FUSPCEU,73,21,0.6913980539112707,0.0912177523775745,0.42340423272120054,0.4302904149877327,0.5976648884974528,0.6403787801063713,0.6870647224920419,0.7352318925103647,0.8364318685425014,0.9545849704762259,1.0284569946847268,0,1,0,6,Madrid (ES),No nonpositive value or extreme upper-tail flag
primary,chest,site,IZTECH,94,17,0.7241481996660057,0.13886009827040605,0.4680522585318871,0.5045683835703534,0.5406250174516527,0.6249028135630583,0.6934447694071837,0.8084968921985806,0.9633533205675834,1.1029317863357708,1.147335089567547,0,4,0,7,Izmir (TR),No nonpositive value or extreme upper-tail flag
primary,chest,site,UCR,205,39,0.7890976536838396,0.12933526032055484,0.5218216354573465,0.5828940846622384,0.6299956366462564,0.7095149015361379,0.7740566581558895,0.8436093750029094,0.9727326910649632,1.2743607549632034,1.717271047644382,0,7,1,8,San José (CR),Moderate upper tail; interpret with participant and site influence checks
primary,chest,site,KNUST,47,14,0.8376124291622847,0.41588482173213237,0.5294193557151511,0.560174926907022,0.6353402615118304,0.7379836466159467,0.7913977091192553,0.834962904937487,0.8917192449885052,2.3840740368667777,3.5741020070192846,0,1,1,9,Kumasi (GH),Strong upper tail; interpret with participant and site influence checks
primary,glasses,overall,,702,137,0.7238528615240987,0.11470908902289141,0.38463674523635627,0.5043808930399507,0.5630820531580927,0.6425242084389464,0.7239000467986877,0.7935515159065728,0.9012129521307968,0.9730246264173443,1.8572919415446438,0,5,1,,,Moderate upper tail; interpret with participant and site influence checks
primary,glasses,site,RISE,75,13,0.7936264996142431,0.16140771166651144,0.5127741140077272,0.5498419203435314,0.6123717288813829,0.720541503548053,0.7845599774785453,0.869307459128192,0.9259498905905152,1.2109255360302038,1.8572919415446438,0,1,1,1,Borås (SE),Moderate upper tail; interpret with participant and site influence checks
primary,glasses,site,THUAS,66,13,0.7436670252788534,0.07544865741491245,0.5878803252611267,0.5983131190710576,0.6185628392497754,0.6992206641542246,0.7387827321096809,0.7968775190098019,0.8628023547042099,0.9094583145230413,0.9127842727284038,0,0,0,2,Delft (NL),No nonpositive value or extreme upper-tail flag
primary,glasses,site,BAUA,100,18,0.7655189403953896,0.11752530592718363,0.4853488687924088,0.5607740445094297,0.5859989193324191,0.6743963020978853,0.7787444815599773,0.8521125807274623,0.943103721035734,1.0155874805191982,1.0825605171596666,0,2,0,3,Dortmund (DE),No nonpositive value or extreme upper-tail flag
primary,glasses,site,MPI,145,26,0.6668350576469292,0.09807882174386152,0.4268934992061172,0.4815463769389219,0.5286956037507368,0.5930111093481153,0.6510325752219234,0.7264046970758076,0.854111376790739,0.8953270909951434,0.904201918077541,0,0,0,4,Tübingen (DE),No nonpositive value or extreme upper-tail flag
primary,glasses,site,TUM,56,10,0.7176831651614067,0.09318468477897018,0.5196633755270316,0.5275810583436152,0.5815452226339399,0.6428097685643804,0.7233490122520301,0.7722395642807872,0.8684240000727527,0.9366445109586833,0.9396957510759307,0,0,0,5,Munich (DE),No nonpositive value or extreme upper-tail flag
primary,glasses,site,FUSPCEU,84,22,0.6729199717751315,0.06977759361387235,0.48489879422790627,0.5160181176243896,0.5644362959141624,0.6283058388996324,0.671276035953349,0.7200269043486914,0.7786253945804403,0.8441470821829299,0.8495544332052143,0,0,0,6,Madrid (ES),No nonpositive value or extreme upper-tail flag
primary,glasses,site,IZTECH,95,17,0.7336589435471802,0.12098460429219496,0.4656377672572675,0.5046519811453489,0.5626243443934117,0.6329283309573372,0.7473639556258872,0.8240036682360301,0.9199408492886068,0.9655545518059571,1.0172684139708794,0,1,0,7,Izmir (TR),No nonpositive value or extreme upper-tail flag
primary,glasses,site,UCR,31,6,0.7068946540370619,0.0662112016874987,0.5502629216805264,0.5599253335257135,0.6048268424597194,0.6611197085704443,0.72197483634048,0.759366110248849,0.7818404559088005,0.8160886377552697,0.8299427944032995,0,0,0,8,San José (CR),No nonpositive value or extreme upper-tail flag
primary,glasses,site,KNUST,50,12,0.7594170292364023,0.09549810450495687,0.38463674523635627,0.42780451933988856,0.6534433118201152,0.7282488757502913,0.7585163271724022,0.8240272581574856,0.8756260345954248,0.9555167625974003,1.0045338173907754,0,1,0,9,Kumasi (GH),No nonpositive value or extreme upper-tail flag
