"path","sha256","bytes","observed_sha256","observed_bytes","pass"
"audit/manuscript_nature_health/consolidated_display_repair_2026_09_11/integration_candidate_order72k/project/render_attempt1/linked_metadata/fcbf7cfdf649_accepted_output_inventory.csv","fcbf7cfdf6498612e97816dc14f99ea52bac28aba2576b7cf13ff609ce7bd8e2",21159,"fcbf7cfdf6498612e97816dc14f99ea52bac28aba2576b7cf13ff609ce7bd8e2",21159,TRUE
"audit/manuscript_nature_health/consolidated_display_repair_2026_09_11/integration_candidate_order72k/project/render_attempt1/selection.html","1369a47617daa95ddb66fab443bc3553225893fb73e4f9fd1810cc78effb43e0",27085199,"1369a47617daa95ddb66fab443bc3553225893fb73e4f9fd1810cc78effb43e0",27085199,TRUE
"audit/manuscript_nature_health/consolidated_display_repair_2026_09_11/integration_candidate_order72k/project/resources/012453debcd7_H04_manuscript_figure3_selection_candidate.svg","012453debcd7994ab8b8437bd1b829a4935b26d97803963c6621ee2093bd72dd",226671,"012453debcd7994ab8b8437bd1b829a4935b26d97803963c6621ee2093bd72dd",226671,TRUE
"audit/manuscript_nature_health/consolidated_display_repair_2026_09_11/integration_candidate_order72k/project/resources/0691c6c8c614_tbl-h08-near-eye-results.html","0691c6c8c61428eec8c3448bea5d095db7c22bbcf38ab39097b8b63064c09c88",15982,"0691c6c8c61428eec8c3448bea5d095db7c22bbcf38ab39097b8b63064c09c88",15982,TRUE
"audit/manuscript_nature_health/consolidated_display_repair_2026_09_11/integration_candidate_order72k/project/resources/07b54b298f8c_H06_reader_temporal_activity.svg","07b54b298f8c159432f08fc81b0ca2025915c1eb2128d6b02783f14987c58fb0",58495,"07b54b298f8c159432f08fc81b0ca2025915c1eb2128d6b02783f14987c58fb0",58495,TRUE
"audit/manuscript_nature_health/consolidated_display_repair_2026_09_11/integration_candidate_order72k/project/resources/1147881a6495_tbl-plan-h02-glasses-variation-shapley-gt-candidate.html","1147881a649557c66e9f494193bbe521ef429eec533e5c3787e41b9817bb0a28",28712,"1147881a649557c66e9f494193bbe521ef429eec533e5c3787e41b9817bb0a28",28712,TRUE
"audit/manuscript_nature_health/consolidated_display_repair_2026_09_11/integration_candidate_order72k/project/resources/134049139070_H10_age_site_significant_associations_selection_candidate.svg","1340491390703f642e30b0284bd4e0416a704015bc717dd2a6e56a8073901799",88725,"1340491390703f642e30b0284bd4e0416a704015bc717dd2a6e56a8073901799",88725,TRUE
"audit/manuscript_nature_health/consolidated_display_repair_2026_09_11/integration_candidate_order72k/project/resources/1fd4579929dc_tbl-plan-h02-chest-variation-shapley-gt-candidate.html","1fd4579929dcacccbd6258e007f29367d9738d1a3b162abfe23936fc922ac3d8",28590,"1fd4579929dcacccbd6258e007f29367d9738d1a3b162abfe23936fc922ac3d8",28590,TRUE
"audit/manuscript_nature_health/consolidated_display_repair_2026_09_11/integration_candidate_order72k/project/resources/200e85cb494e_brown_participant_state_raincloud.svg","200e85cb494e28865cafe677c860ec8a6e4eb426c86c78b37819a4bd19e08653",108600,"200e85cb494e28865cafe677c860ec8a6e4eb426c86c78b37819a4bd19e08653",108600,TRUE
"audit/manuscript_nature_health/consolidated_display_repair_2026_09_11/integration_candidate_order72k/project/resources/2b955196ce35_H06_stage3_site_specific_significance_screen.svg","2b955196ce35eae1c973201a00523e538a6535ac59c8abe240160611a74c8b83",29707,"2b955196ce35eae1c973201a00523e538a6535ac59c8abe240160611a74c8b83",29707,TRUE
"audit/manuscript_nature_health/consolidated_display_repair_2026_09_11/integration_candidate_order72k/project/resources/2f9493540f12_figure4_exact_layout_replication.svg","2f9493540f12c9c660d213ee619bc726f1e3a0e34ce52c0e59bdf6bd8102a5cd",2982460,"2f9493540f12c9c660d213ee619bc726f1e3a0e34ce52c0e59bdf6bd8102a5cd",2982460,TRUE
"audit/manuscript_nature_health/consolidated_display_repair_2026_09_11/integration_candidate_order72k/project/resources/3005cbcd8c8b_H06_reader_temporal_day_type.svg","3005cbcd8c8b7a40339542fbe776853567d0ff56ae4d98fa6d2ebee6118110d3",57982,"3005cbcd8c8b7a40339542fbe776853567d0ff56ae4d98fa6d2ebee6118110d3",57982,TRUE
"audit/manuscript_nature_health/consolidated_display_repair_2026_09_11/integration_candidate_order72k/project/resources/37ba60ddf9be_tbl-h05-near-results-a.html","37ba60ddf9becb8f46ebdc4d8159a2cfdf55709cf46e0db3b3affff07a626c4d",20213,"37ba60ddf9becb8f46ebdc4d8159a2cfdf55709cf46e0db3b3affff07a626c4d",20213,TRUE
"audit/manuscript_nature_health/consolidated_display_repair_2026_09_11/integration_candidate_order72k/project/resources/4304aa487b3c_descriptive_overview.svg","4304aa487b3c7f6b27b533952315fc9b790d4d00334aeb519a97d28c50d98936",2463966,"4304aa487b3c7f6b27b533952315fc9b790d4d00334aeb519a97d28c50d98936",2463966,TRUE
"audit/manuscript_nature_health/consolidated_display_repair_2026_09_11/integration_candidate_order72k/project/resources/4ddf972fc4c8_H01_stage3_model_support.svg","4ddf972fc4c8082594d13a3b446537ae8a525ca35077e0605967f9c4c0ce519e",54914,"4ddf972fc4c8082594d13a3b446537ae8a525ca35077e0605967f9c4c0ce519e",54914,TRUE
"audit/manuscript_nature_health/consolidated_display_repair_2026_09_11/integration_candidate_order72k/project/resources/551b4a68b443_tbl-participant-site-manuscript.html","551b4a68b443b3cc8c91c710960a7b03947654fe0dccc1b71277b0fa611e424c",66624,"551b4a68b443b3cc8c91c710960a7b03947654fe0dccc1b71277b0fa611e424c",66624,TRUE
"audit/manuscript_nature_health/consolidated_display_repair_2026_09_11/integration_candidate_order72k/project/resources/58b7263ac915_latitude_photoperiod_diagnostic.svg","58b7263ac915e910c268d840f00cb1a036fcc7036ed7b1ef0a201bb4202117fa",177168,"58b7263ac915e910c268d840f00cb1a036fcc7036ed7b1ef0a201bb4202117fa",177168,TRUE
"audit/manuscript_nature_health/consolidated_display_repair_2026_09_11/integration_candidate_order72k/project/resources/5bccd351c73c_tbl-h09-near-eye-results.html","5bccd351c73c410a9dbef0823e012f9db741c055ad11e31eb85349cebe454fd9",16973,"5bccd351c73c410a9dbef0823e012f9db741c055ad11e31eb85349cebe454fd9",16973,TRUE
"audit/manuscript_nature_health/consolidated_display_repair_2026_09_11/integration_candidate_order72k/project/resources/5f856811303d_tbl-plan-descriptive-sample-flow.html","5f856811303db236267269216d61176ff54283174bc824c7f82744f67c2f62c7",19555,"5f856811303db236267269216d61176ff54283174bc824c7f82744f67c2f62c7",19555,TRUE
"audit/manuscript_nature_health/consolidated_display_repair_2026_09_11/integration_candidate_order72k/project/resources/61de5a9df7dd_time_series_to_metrics.svg","61de5a9df7dda373d27935a9905bde99c2857c52787dafaedbb11a240efa7bbe",150676,"61de5a9df7dda373d27935a9905bde99c2857c52787dafaedbb11a240efa7bbe",150676,TRUE
"audit/manuscript_nature_health/consolidated_display_repair_2026_09_11/integration_candidate_order72k/project/resources/61e8d4671939_brown_supplementary_figure_s5.svg","61e8d4671939659ecf5eca6c6688c03414bb849d15b9d3f59f39c96ca7069cfd",83149,"61e8d4671939659ecf5eca6c6688c03414bb849d15b9d3f59f39c96ca7069cfd",83149,TRUE
"audit/manuscript_nature_health/consolidated_display_repair_2026_09_11/integration_candidate_order72k/project/resources/63c21b0d084b_near_eye_metric_distributions.svg","63c21b0d084b76e63e50d24f097ab3a881c7056ca4d73c7def5f7a064d1daf05",6313499,"63c21b0d084b76e63e50d24f097ab3a881c7056ca4d73c7def5f7a064d1daf05",6313499,TRUE
"audit/manuscript_nature_health/consolidated_display_repair_2026_09_11/integration_candidate_order72k/project/resources/65c262ff90db_brown_adherence_levels.svg","65c262ff90dbf458549a417d722e625fba5d30ed892edabd34e81c37b55c1433",7775,"65c262ff90dbf458549a417d722e625fba5d30ed892edabd34e81c37b55c1433",7775,TRUE
"audit/manuscript_nature_health/consolidated_display_repair_2026_09_11/integration_candidate_order72k/project/resources/6831c15b00f9_tbl-plan-person-level-synthesis-gt-candidate.html","6831c15b00f9e89b676f9aec846ce2c866bc28b51b541f0080c49d250e7bdcf2",41495,"6831c15b00f9e89b676f9aec846ce2c866bc28b51b541f0080c49d250e7bdcf2",41495,TRUE
"audit/manuscript_nature_health/consolidated_display_repair_2026_09_11/integration_candidate_order72k/project/resources/6832c791ed3e_tbl-near-eye-metrics.html","6832c791ed3ebcf8895106dafe68c7c5118a12a74e37aacdeb8a84b02d9bfe97",1891500,"6832c791ed3ebcf8895106dafe68c7c5118a12a74e37aacdeb8a84b02d9bfe97",1891500,TRUE
"audit/manuscript_nature_health/consolidated_display_repair_2026_09_11/integration_candidate_order72k/project/resources/71eb7e25da5e_tbl-plan-brown-main-adherence.html","71eb7e25da5ec7f44e2324cb9da14a667d5411cf7e354ea5920a2f5b84a26334",16953,"71eb7e25da5ec7f44e2324cb9da14a667d5411cf7e354ea5920a2f5b84a26334",16953,TRUE
"audit/manuscript_nature_health/consolidated_display_repair_2026_09_11/integration_candidate_order72k/project/resources/8230f1f41789_tbl-h11-global-tests.html","8230f1f41789ab7662b57ab3bdc6bef3bbd9dd6d2c0f1f8e125a844594269c76",14527,"8230f1f41789ab7662b57ab3bdc6bef3bbd9dd6d2c0f1f8e125a844594269c76",14527,TRUE
"audit/manuscript_nature_health/consolidated_display_repair_2026_09_11/integration_candidate_order72k/project/resources/91b2d42d9e92_tbl-h07-near-results.html","91b2d42d9e92ffa6eda43e84f698057ed4201f69ac1aeecdfd864f773918d863",19651,"91b2d42d9e92ffa6eda43e84f698057ed4201f69ac1aeecdfd864f773918d863",19651,TRUE
"audit/manuscript_nature_health/consolidated_display_repair_2026_09_11/integration_candidate_order72k/project/resources/92390b30a8a9_tbl-h05-near-results-b.html","92390b30a8a9218a63bea2e85208d435b99e0cf74ebd50bccad04fcb99ad673b",17466,"92390b30a8a9218a63bea2e85208d435b99e0cf74ebd50bccad04fcb99ad673b",17466,TRUE
"audit/manuscript_nature_health/consolidated_display_repair_2026_09_11/integration_candidate_order72k/project/resources/9dc92f253ecb_tbl-plan-brown-cross-window-associations.html","9dc92f253ecb1f0d83256a14db5002a3850c8c1f11c3840e628b7feea1e6a1a6",18615,"9dc92f253ecb1f0d83256a14db5002a3850c8c1f11c3840e628b7feea1e6a1a6",18615,TRUE
"audit/manuscript_nature_health/consolidated_display_repair_2026_09_11/integration_candidate_order72k/project/resources/a3f9bdb969c0_H09_primary_effects.svg","a3f9bdb969c075d33adf9a0e6e751a1f967d5111856fcd0db07cbc36575a745a",20707,"a3f9bdb969c075d33adf9a0e6e751a1f967d5111856fcd0db07cbc36575a745a",20707,TRUE
"audit/manuscript_nature_health/consolidated_display_repair_2026_09_11/integration_candidate_order72k/project/resources/a510c6bc356b_H03_manuscript_supplementary_figure_S7.svg","a510c6bc356bba1ed748d4f0f4a308669b218af36af0b06e0fc18f82014674b3",240560,"a510c6bc356bba1ed748d4f0f4a308669b218af36af0b06e0fc18f82014674b3",240560,TRUE
"audit/manuscript_nature_health/consolidated_display_repair_2026_09_11/integration_candidate_order72k/project/resources/acecb8a1860d_tbl-recommendation-context.html","acecb8a1860d917ca1a349ad5b71b651285c046e2add21f363fa13f89d3da889",50617,"acecb8a1860d917ca1a349ad5b71b651285c046e2add21f363fa13f89d3da889",50617,TRUE
"audit/manuscript_nature_health/consolidated_display_repair_2026_09_11/integration_candidate_order72k/project/resources/b511c4fcc0a9_tbl-h10-main-results.html","b511c4fcc0a95c7e58d940816dd38fe63f9c6dffde782e6f736e285ba8e31193",18766,"b511c4fcc0a95c7e58d940816dd38fe63f9c6dffde782e6f736e285ba8e31193",18766,TRUE
"audit/manuscript_nature_health/consolidated_display_repair_2026_09_11/integration_candidate_order72k/project/resources/c937252509c5_H09_observed_timing_patterns.svg","c937252509c5de9448944358a9846842c973bac26b0f0fb4640728fcf8a908b3",1245097,"c937252509c5de9448944358a9846842c973bac26b0f0fb4640728fcf8a908b3",1245097,TRUE
"audit/manuscript_nature_health/consolidated_display_repair_2026_09_11/integration_candidate_order72k/project/resources/d50b25afae95_tbl-plan-h01-metric-synthesis-candidate.html","d50b25afae95a95d61641349116e504a2bbf06780b43a46b195ac468246e8dc2",1901204,"d50b25afae95a95d61641349116e504a2bbf06780b43a46b195ac468246e8dc2",1901204,TRUE
"audit/manuscript_nature_health/consolidated_display_repair_2026_09_11/integration_candidate_order72k/project/resources/d8eb61fd5f75_tbl-h06-primary-effects.html","d8eb61fd5f7544325d6ad0e1461b7582da946e91a88505c9dcb16671c7c6ba5c",11191,"d8eb61fd5f7544325d6ad0e1461b7582da946e91a88505c9dcb16671c7c6ba5c",11191,TRUE
"audit/manuscript_nature_health/consolidated_display_repair_2026_09_11/integration_candidate_order72k/project/resources/e9d44034ace6_H06_paired_placement_effects.svg","e9d44034ace69fc82f67079fdabb266827cc06e053f948bd47e90d6ce1a47e14",7423,"e9d44034ace69fc82f67079fdabb266827cc06e053f948bd47e90d6ce1a47e14",7423,TRUE
"audit/manuscript_nature_health/consolidated_display_repair_2026_09_11/integration_candidate_order72k/project/resources/e9d7d6010040_H05_reader_near_eye_effects.svg","e9d7d60100403aea3ac25282f9be33f981b182a09e74479cd160bdc296ae63b3",66573,"e9d7d60100403aea3ac25282f9be33f981b182a09e74479cd160bdc296ae63b3",66573,TRUE
"audit/manuscript_nature_health/consolidated_display_repair_2026_09_11/integration_candidate_order72k/project/resources/ed6f48b28455_tbl-h01-primary-publication-summary.html","ed6f48b284557044d175d17d70d7fb0e9f82c0f28cfadeb6c83338ea531908d0",42964,"ed6f48b284557044d175d17d70d7fb0e9f82c0f28cfadeb6c83338ea531908d0",42964,TRUE
"audit/manuscript_nature_health/consolidated_display_repair_2026_09_11/integration_candidate_order72k/project/resources/ee82f8f1ef3f_H11_reader_primary_near_eye_curves.svg","ee82f8f1ef3f360a584a92712ea1e9e1e48341617d5d0e332743c72c956cdbfe",25379,"ee82f8f1ef3f360a584a92712ea1e9e1e48341617d5d0e332743c72c956cdbfe",25379,TRUE
"audit/manuscript_nature_health/consolidated_display_repair_2026_09_11/integration_candidate_order72k/project/resources/f0f77bbd8967_H08_near_eye_effects.svg","f0f77bbd896739941d8ae63bb24ed889528a410a963c2123b07ca3a825f7ddee",12850,"f0f77bbd896739941d8ae63bb24ed889528a410a963c2123b07ca3a825f7ddee",12850,TRUE
"audit/manuscript_nature_health/consolidated_display_repair_2026_09_11/integration_candidate_order72k/project/resources/f12465fd629c_H07_revised_smooth_derivative_pairs_near_eye.svg","f12465fd629c44bbcc7f09a13fccd88b41eda9b80d1cba1310bbdab4ce52ba57",1238493,"f12465fd629c44bbcc7f09a13fccd88b41eda9b80d1cba1310bbdab4ce52ba57",1238493,TRUE
"audit/manuscript_nature_health/consolidated_display_repair_2026_09_11/integration_candidate_order72k/project/selection.qmd","d6ff92fad513dfd26989a320b4f3f1e6618bea2a6a7976ca2c190ba54298a3c4",49829,"d6ff92fad513dfd26989a320b4f3f1e6618bea2a6a7976ca2c190ba54298a3c4",49829,TRUE
"audit/manuscript_nature_health/consolidated_display_repair_2026_09_11/integration_candidate_order72k/README.md","e17e0c5d21b649b77e44044da206c014b48a98531883e110f066061208cbcaa6",431,"e17e0c5d21b649b77e44044da206c014b48a98531883e110f066061208cbcaa6",431,TRUE
"audit/manuscript_nature_health/revision_2026_09_11/consolidated_display_repair_order72k/artifact.md","3155f80f8117bc79dabf023dc264e89d8cc3008d248d8d254f9af360cecc932f",1810,"3155f80f8117bc79dabf023dc264e89d8cc3008d248d8d254f9af360cecc932f",1810,TRUE
"audit/manuscript_nature_health/revision_2026_09_11/consolidated_display_repair_order72k/candidate_change_map.json","d9329ae5b367be5e4ce2d7a65ab7898537dfc7a959779056833b7ebc335c7dae",34100,"d9329ae5b367be5e4ce2d7a65ab7898537dfc7a959779056833b7ebc335c7dae",34100,TRUE
"audit/manuscript_nature_health/revision_2026_09_11/consolidated_display_repair_order72k/capture_attempt1_command.json","690f7ec61e8a36870dbdb8dd0b44beea48c72b8c3f44a462208523c782e435af",1106,"690f7ec61e8a36870dbdb8dd0b44beea48c72b8c3f44a462208523c782e435af",1106,TRUE
"audit/manuscript_nature_health/revision_2026_09_11/consolidated_display_repair_order72k/capture_attempt1/supp_table_s10_part_01.html","a077230d703edb5af55cfdfc2582f5618611decc9c30c4223793209f1aa8adbd",22241,"a077230d703edb5af55cfdfc2582f5618611decc9c30c4223793209f1aa8adbd",22241,TRUE
"audit/manuscript_nature_health/revision_2026_09_11/consolidated_display_repair_order72k/capture_attempt1/supp_table_s10_part_01.png","c578a78077103fa0756fe2aefbc19c1dbb44fd694f76a395ca4849a802ecd1f5",250151,"c578a78077103fa0756fe2aefbc19c1dbb44fd694f76a395ca4849a802ecd1f5",250151,TRUE
"audit/manuscript_nature_health/revision_2026_09_11/consolidated_display_repair_order72k/capture_attempt1/supp_table_s10_part_02.html","1acfba6bc93c96ac8037971966f9070af68b3201410c9047ace27f3b197eeffd",19660,"1acfba6bc93c96ac8037971966f9070af68b3201410c9047ace27f3b197eeffd",19660,TRUE
"audit/manuscript_nature_health/revision_2026_09_11/consolidated_display_repair_order72k/capture_attempt1/supp_table_s10_part_02.png","c070b82780bdfbc9b26d090b8f232fe5acfb3afc72d027bdc97174ff529d4629",227737,"c070b82780bdfbc9b26d090b8f232fe5acfb3afc72d027bdc97174ff529d4629",227737,TRUE
"audit/manuscript_nature_health/revision_2026_09_11/consolidated_display_repair_order72k/capture_attempt1/supp_table_s10_source.html","e6b855f7f7632ac2f4f11f3e4dbe083950e914ddeaf6a2744b2b728a9e64f8a5",36095,"e6b855f7f7632ac2f4f11f3e4dbe083950e914ddeaf6a2744b2b728a9e64f8a5",36095,TRUE
"audit/manuscript_nature_health/revision_2026_09_11/consolidated_display_repair_order72k/capture_attempt1/supp_table_s2_part_01.html","87066ab730be63268600b0b131b7d965cfd78f16a61fe88f8a7f544d354c9c6a",813062,"87066ab730be63268600b0b131b7d965cfd78f16a61fe88f8a7f544d354c9c6a",813062,TRUE
"audit/manuscript_nature_health/revision_2026_09_11/consolidated_display_repair_order72k/capture_attempt1/supp_table_s2_part_01.png","007f382105a12723b4b4b8f29289f1d2b57e3419555c3b3f619df7778c46232a",1135339,"007f382105a12723b4b4b8f29289f1d2b57e3419555c3b3f619df7778c46232a",1135339,TRUE
"audit/manuscript_nature_health/revision_2026_09_11/consolidated_display_repair_order72k/capture_attempt1/supp_table_s2_part_02.html","33c3a4eec9f498336ca561a520452953e020d11818e36bab4fb600af9c70dab3",534483,"33c3a4eec9f498336ca561a520452953e020d11818e36bab4fb600af9c70dab3",534483,TRUE
"audit/manuscript_nature_health/revision_2026_09_11/consolidated_display_repair_order72k/capture_attempt1/supp_table_s2_part_02.png","d33bc8c5be802a15382e879693e15cafc73c56bac5d1cde7866c5efd4abfea58",834461,"d33bc8c5be802a15382e879693e15cafc73c56bac5d1cde7866c5efd4abfea58",834461,TRUE
"audit/manuscript_nature_health/revision_2026_09_11/consolidated_display_repair_order72k/capture_attempt1/supp_table_s2_part_03.html","3e1b1931dc949cc4143b9c770b69e2e0a2d080e17f8b0d71fc36cd68ad4ccab8",591502,"3e1b1931dc949cc4143b9c770b69e2e0a2d080e17f8b0d71fc36cd68ad4ccab8",591502,TRUE
"audit/manuscript_nature_health/revision_2026_09_11/consolidated_display_repair_order72k/capture_attempt1/supp_table_s2_part_03.png","fe7e207c51e5d4b8c5afc83a7579edb4b5e48b01b704a0618b3735866bc3a5ca",874769,"fe7e207c51e5d4b8c5afc83a7579edb4b5e48b01b704a0618b3735866bc3a5ca",874769,TRUE
"audit/manuscript_nature_health/revision_2026_09_11/consolidated_display_repair_order72k/capture_attempt1/supp_table_s2_source.html","c4307361ddc23ba260512786b77c5924f305b13c8eec0d368dc3555aee6ae779",1891372,"c4307361ddc23ba260512786b77c5924f305b13c8eec0d368dc3555aee6ae779",1891372,TRUE
"audit/manuscript_nature_health/revision_2026_09_11/consolidated_display_repair_order72k/capture_attempt1/supp_table_s5_part_01.html","f2d2ee5d3234a03c8adbe1268f52e01e0c4f1c1fb24f40f408a73cef6a75ef26",27421,"f2d2ee5d3234a03c8adbe1268f52e01e0c4f1c1fb24f40f408a73cef6a75ef26",27421,TRUE
"audit/manuscript_nature_health/revision_2026_09_11/consolidated_display_repair_order72k/capture_attempt1/supp_table_s5_part_01.png","da4420467049b14411cbf564300b6aff329816a75d489045a0abfb4c999083c6",165045,"da4420467049b14411cbf564300b6aff329816a75d489045a0abfb4c999083c6",165045,TRUE
"audit/manuscript_nature_health/revision_2026_09_11/consolidated_display_repair_order72k/capture_attempt1/supp_table_s5_source.html","4f9a5959f9ca29cc9891bd3d9d722cbb275935aa162f71d64cb2e2b0959a10e2",27984,"4f9a5959f9ca29cc9891bd3d9d722cbb275935aa162f71d64cb2e2b0959a10e2",27984,TRUE
