source,copy,sha256,bytes
/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_production_2026_09_14/production_images/main_table_3_part_01.png,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_format_completion_2026_09_14/production_images/main_table_3_part_01.png,0ae5066b9063781a0485f1b5d3888687bfd4fc419f86eda424e2333d009b1fa6,591637
/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_production_2026_09_14/production_images/main_table_3_part_02.png,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_format_completion_2026_09_14/production_images/main_table_3_part_02.png,9fd4d40280b22912e5add64cd34963d986099bc2ac9ef3dd92193b492d640c3f,382236
/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_production_2026_09_14/production_images/main_table_3_part_03.png,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_format_completion_2026_09_14/production_images/main_table_3_part_03.png,8cb6bba7991cdca2ffcb60fd94c5dd2022d0fd1e592ab94a5de5f77115088d15,495243
/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_production_2026_09_14/production_images/main_table_3_part_04.png,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_format_completion_2026_09_14/production_images/main_table_3_part_04.png,70e68224e2b514462236563f396885d82dc7c786189dad85f58b6f274565fdc1,646476
/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_production_2026_09_14/production_images/supp_table_s1_part_01.png,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_format_completion_2026_09_14/production_images/supp_table_s1_part_01.png,406ac771d7810394aaa171616bc60127ce4e24479fc12b694a2edede1ce13689,168762
/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_production_2026_09_14/production_images/supp_table_s2_part_01.png,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_format_completion_2026_09_14/production_images/supp_table_s2_part_01.png,bdbaab25c36f9b1ed47af19164a828b21eb9154034a5864fc3bb59b841b9a93b,1335288
/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_production_2026_09_14/production_images/supp_table_s2_part_02.png,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_format_completion_2026_09_14/production_images/supp_table_s2_part_02.png,641b5b0f929f9027d38f930a2c74345d932745345ec9404cd94b8466522990ad,1019941
/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_production_2026_09_14/production_images/supp_table_s2_part_03.png,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_format_completion_2026_09_14/production_images/supp_table_s2_part_03.png,a8f3595f69ebe281c59e870629fdbde8e2cb71423af7178bef4d191a0d80a579,1143663
/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_production_2026_09_14/production_images/supp_table_s4_part_01.png,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_format_completion_2026_09_14/production_images/supp_table_s4_part_01.png,dc86d71f8a4731871bba6638fe979b0a38ad6da32e15e4f1d28d77e6a3443872,144287
/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_production_2026_09_14/production_images/supp_table_s4_part_02.png,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_format_completion_2026_09_14/production_images/supp_table_s4_part_02.png,fe8e98ad60b10b6308253c2fa676137311b245796001b97d33aa6163ec364018,189257
/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_production_2026_09_14/production_images/supp_table_s5_part_01.png,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_format_completion_2026_09_14/production_images/supp_table_s5_part_01.png,da4420467049b14411cbf564300b6aff329816a75d489045a0abfb4c999083c6,165045
/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_production_2026_09_14/production_images/supp_table_s6_part_01.png,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_format_completion_2026_09_14/production_images/supp_table_s6_part_01.png,4aa092ae5b952c3508e049e4452e59ec68f34d94e68ae6c95b7ab9eb9688f5a4,170253
/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_production_2026_09_14/production_images/supp_table_s7_part_01.png,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_format_completion_2026_09_14/production_images/supp_table_s7_part_01.png,99283fa8c24ed435ff669e6b8328ff0b76ba28b4c88cc21dfa972464a9ed7a73,144412
/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_production_2026_09_14/production_images/supp_table_s7_part_02.png,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_format_completion_2026_09_14/production_images/supp_table_s7_part_02.png,2f63ea9d1590953d6301f7672c0130c43ad7fa0b1f6aaae99f653420d8ab1445,166169
/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_production_2026_09_14/production_images/supp_table_s7_part_03.png,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_format_completion_2026_09_14/production_images/supp_table_s7_part_03.png,16bc330935c077d951d8c39144ce06b9d6287654b0a01f175f176627c2c95165,162381
/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_production_2026_09_14/production_images/supp_table_s7_part_04.png,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_format_completion_2026_09_14/production_images/supp_table_s7_part_04.png,84946eb024078e7ee70b67746260ce22311224057326bbdce30106812e528ff3,154143
/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_production_2026_09_14/production_images/supp_table_s8_part_01.png,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_format_completion_2026_09_14/production_images/supp_table_s8_part_01.png,08ad149d4a8538efec7173f73b1f0f2dc0ceb2e8b4fcb368f910d971f7c559e8,252124
/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_production_2026_09_14/production_images/supp_table_s9_part_01.png,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_format_completion_2026_09_14/production_images/supp_table_s9_part_01.png,aa5bb0381f9f8880757a46cfe210aa00b3723d3ccb587aa59dc475a75984c8f6,64261
/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_production_2026_09_14/production_images/supp_table_s10_part_01.png,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_format_completion_2026_09_14/production_images/supp_table_s10_part_01.png,c578a78077103fa0756fe2aefbc19c1dbb44fd694f76a395ca4849a802ecd1f5,250151
/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_production_2026_09_14/production_images/supp_table_s10_part_02.png,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_format_completion_2026_09_14/production_images/supp_table_s10_part_02.png,c070b82780bdfbc9b26d090b8f232fe5acfb3afc72d027bdc97174ff529d4629,227737
/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_production_2026_09_14/production_images/supp_table_s11a_part_01.png,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_format_completion_2026_09_14/production_images/supp_table_s11a_part_01.png,085266979acbcf2081a0bc95d98050d7071b95def61ac7bb6f060cf20a935708,330229
/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_production_2026_09_14/production_images/supp_table_s11b_part_01.png,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_format_completion_2026_09_14/production_images/supp_table_s11b_part_01.png,18ea22e03f53a7ac6da7ce68144f544abf86e260ef0acfcd9f321c64b39a12e6,246350
/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_production_2026_09_14/production_images/supp_table_s12_part_01.png,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_format_completion_2026_09_14/production_images/supp_table_s12_part_01.png,4be6ed86410ab60a7c4ee030dc899d4c932eaaccd738f8fbb29f8822f343248f,207657
/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_production_2026_09_14/production_images/supp_table_s13_part_01.png,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_format_completion_2026_09_14/production_images/supp_table_s13_part_01.png,1cbbf6ecead455b33f0394abc28804d17bf5ae8063cac617b3f487cfb5da42e8,228605
/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_production_2026_09_14/production_images/supp_table_s14_part_01.png,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_format_completion_2026_09_14/production_images/supp_table_s14_part_01.png,5a01c243e5bb113aa296a56c7f87a21df6567cbd10166bf2d9e3208e89e4f4ce,313419
/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_production_2026_09_14/production_images/supp_table_s15_part_01.png,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_format_completion_2026_09_14/production_images/supp_table_s15_part_01.png,f69bfc0cd6f58e0e34adc2f2c41fb82ec92f9af79635436b9c34e45b1f8ce78c,99856
/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_production_2026_09_14/project/manuscript/R0_NatHealth/accepted_figures/4304aa487b3c_4304aa487b3c_descriptive_overview.svg,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_format_completion_2026_09_14/project/accepted_figures/4304aa487b3c_4304aa487b3c_descriptive_overview.svg,4304aa487b3c7f6b27b533952315fc9b790d4d00334aeb519a97d28c50d98936,2463966
/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_production_2026_09_14/project/manuscript/R0_NatHealth/accepted_figures/2f9493540f12_2f9493540f12_figure4_exact_layout_replication.svg,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_format_completion_2026_09_14/project/accepted_figures/2f9493540f12_2f9493540f12_figure4_exact_layout_replication.svg,2f9493540f12c9c660d213ee619bc726f1e3a0e34ce52c0e59bdf6bd8102a5cd,2982460
/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_production_2026_09_14/project/manuscript/R0_NatHealth/accepted_figures/012453debcd7_012453debcd7_H04_manuscript_figure3_selection_candidate.svg,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_format_completion_2026_09_14/project/accepted_figures/012453debcd7_012453debcd7_H04_manuscript_figure3_selection_candidate.svg,012453debcd7994ab8b8437bd1b829a4935b26d97803963c6621ee2093bd72dd,226671
/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_production_2026_09_14/project/manuscript/R0_NatHealth/accepted_figures/63c21b0d084b_63c21b0d084b_near_eye_metric_distributions.svg,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_format_completion_2026_09_14/project/accepted_figures/63c21b0d084b_63c21b0d084b_near_eye_metric_distributions.svg,63c21b0d084b76e63e50d24f097ab3a881c7056ca4d73c7def5f7a064d1daf05,6313499
/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_production_2026_09_14/project/manuscript/R0_NatHealth/accepted_figures/61de5a9df7dd_61de5a9df7dd_time_series_to_metrics.svg,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_format_completion_2026_09_14/project/accepted_figures/61de5a9df7dd_61de5a9df7dd_time_series_to_metrics.svg,61de5a9df7dda373d27935a9905bde99c2857c52787dafaedbb11a240efa7bbe,150676
/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_production_2026_09_14/project/manuscript/R0_NatHealth/accepted_figures/58b7263ac915_58b7263ac915_latitude_photoperiod_diagnostic.svg,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_format_completion_2026_09_14/project/accepted_figures/58b7263ac915_58b7263ac915_latitude_photoperiod_diagnostic.svg,58b7263ac915e910c268d840f00cb1a036fcc7036ed7b1ef0a201bb4202117fa,177168
/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_production_2026_09_14/project/manuscript/R0_NatHealth/accepted_figures/11b008bda0e8_main_adherence_levels.svg,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_format_completion_2026_09_14/project/accepted_figures/11b008bda0e8_main_adherence_levels.svg,11b008bda0e8cfce327a943e23107ec26d31bc7c434184f6636aec4d48861353,8145
/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_production_2026_09_14/project/manuscript/R0_NatHealth/accepted_figures/ecca6b953916_main_site_workday.svg,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_format_completion_2026_09_14/project/accepted_figures/ecca6b953916_main_site_workday.svg,ecca6b95391659817dee792c9abd35acf3a7a93aaf184203ad0c284258708b86,28784
/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_production_2026_09_14/project/manuscript/R0_NatHealth/accepted_figures/62414031116e_main_site_free_work.svg,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_format_completion_2026_09_14/project/accepted_figures/62414031116e_main_site_free_work.svg,62414031116e794769d6f59ba4e5ac73fd2d44d698b54ff9ef1f0c3344c5c8b5,29691
/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_production_2026_09_14/project/manuscript/R0_NatHealth/accepted_figures/200e85cb494e_200e85cb494e_brown_participant_state_raincloud.svg,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_format_completion_2026_09_14/project/accepted_figures/200e85cb494e_200e85cb494e_brown_participant_state_raincloud.svg,200e85cb494e28865cafe677c860ec8a6e4eb426c86c78b37819a4bd19e08653,108600
/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_production_2026_09_14/project/manuscript/R0_NatHealth/accepted_figures/4ddf972fc4c8_4ddf972fc4c8_H01_stage3_model_support.svg,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_format_completion_2026_09_14/project/accepted_figures/4ddf972fc4c8_4ddf972fc4c8_H01_stage3_model_support.svg,4ddf972fc4c8082594d13a3b446537ae8a525ca35077e0605967f9c4c0ce519e,54914
/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_production_2026_09_14/project/manuscript/R0_NatHealth/accepted_figures/f12465fd629c_f12465fd629c_H07_revised_smooth_derivative_pairs_near_eye.svg,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_format_completion_2026_09_14/project/accepted_figures/f12465fd629c_f12465fd629c_H07_revised_smooth_derivative_pairs_near_eye.svg,f12465fd629c44bbcc7f09a13fccd88b41eda9b80d1cba1310bbdab4ce52ba57,1238493
/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_production_2026_09_14/project/manuscript/R0_NatHealth/accepted_figures/a510c6bc356b_a510c6bc356b_H03_manuscript_supplementary_figure_S7.svg,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_format_completion_2026_09_14/project/accepted_figures/a510c6bc356b_a510c6bc356b_H03_manuscript_supplementary_figure_S7.svg,a510c6bc356bba1ed748d4f0f4a308669b218af36af0b06e0fc18f82014674b3,240560
