"path","current_sha256","manifest_sha256","current_bytes","manifest_bytes","live_exact","classification","status"
"scripts/hypotheses/H08/h08_modeling.R","2eabd080504f9328869f43bc5928d980b58900bf111e6ddf25bca1c81fd9b386","2eabd080504f9328869f43bc5928d980b58900bf111e6ddf25bca1c81fd9b386",42101,42101,TRUE,"live exact","PASS"
"scripts/hypotheses/H08/rebuild_h08_reader_figures.R","96be883521683fbb951b715dd14b5eb1b6986abd5cfdf60f21fecc4e8857302c","96be883521683fbb951b715dd14b5eb1b6986abd5cfdf60f21fecc4e8857302c",13103,13103,TRUE,"live exact","PASS"
"scripts/hypotheses/H08/reseal_h08_l10_metric011.R","d8b930f98a05eb9e082541994affed59e8cace1d4c057da4860fda77f3f49565","d8b930f98a05eb9e082541994affed59e8cace1d4c057da4860fda77f3f49565",85080,85080,TRUE,"live exact","PASS"
"scripts/hypotheses/H08/run_h08_stage2.R","b93654621bc42a64efe2cf5393cd66c58ab37d69f3ef471f5a49d84a1a4cd8f6","b93654621bc42a64efe2cf5393cd66c58ab37d69f3ef471f5a49d84a1a4cd8f6",69245,69245,TRUE,"live exact","PASS"
"tests/hypotheses/H08/test_h08_metric011_reseal.R","febb7cb96a823b2a828259b0049db17f5f907b7edea06e478021cf6a95ae6f30","febb7cb96a823b2a828259b0049db17f5f907b7edea06e478021cf6a95ae6f30",5900,5900,TRUE,"live exact","PASS"
"tests/hypotheses/H08/test_h08_preparation_report.R","2e83542b120021e0c337a3769127e6eba2fe61ebc4d56014693b34066a3fc2a4","2e83542b120021e0c337a3769127e6eba2fe61ebc4d56014693b34066a3fc2a4",13024,13024,TRUE,"live exact","PASS"
"tests/hypotheses/H08/test_h08_stage2.R","7b02ca11f1069aa2f5e04e97cd81fdaf94ec9514314e7c1581c374ca7b4bf273","7b02ca11f1069aa2f5e04e97cd81fdaf94ec9514314e7c1581c374ca7b4bf273",8848,8848,TRUE,"live exact","PASS"
"tests/hypotheses/H08/test_h08_stage3_reader_report.R","3049ecd80bc7f6c83dce7370b2877a92c6693dd9585f1f45ed7ac19fdf64be8f","3049ecd80bc7f6c83dce7370b2877a92c6693dd9585f1f45ed7ac19fdf64be8f",18954,18954,TRUE,"live exact","PASS"
"audit/decisions/answer_in_brief_callout.md","4d8969914e3216ca4d61ad7b5da1b125efa27b4fbb2c307aaae517d17d584548","4d8969914e3216ca4d61ad7b5da1b125efa27b4fbb2c307aaae517d17d584548",2139,2139,TRUE,"live exact","PASS"
"audit/decisions/bootstrap_execution_policy.md","8bc2f8d31d23dec94b8735b6b913f6886f89fb07adc9d9d33f345e9c2b81871a","8bc2f8d31d23dec94b8735b6b913f6886f89fb07adc9d9d33f345e9c2b81871a",2780,2780,TRUE,"live exact","PASS"
"audit/decisions/figure_readability_and_layout.md","33bac9392c35ed2fb6fd8bef0cf80ba867229e97d31cd1ea28ce625a51c1565b","33bac9392c35ed2fb6fd8bef0cf80ba867229e97d31cd1ea28ce625a51c1565b",10910,10910,TRUE,"live exact","PASS"
"audit/decisions/gap_timing_unaware_dataset_terminology.md","c68ecb5b81639fddaa035ca2787ad43d1dd5106b7238f2f6d20db4d5df36a306","c68ecb5b81639fddaa035ca2787ad43d1dd5106b7238f2f6d20db4d5df36a306",2153,2153,TRUE,"live exact","PASS"
"audit/decisions/hypothesis_preparation_provenance_companions.md","f8c7dd0877ab1aaa2ee4d7cee7aa38683ab261630ce55271318ed99ebb3151db","f8c7dd0877ab1aaa2ee4d7cee7aa38683ab261630ce55271318ed99ebb3151db",8881,8881,TRUE,"live exact","PASS"
"audit/decisions/l10_numerical_zero_normalization.md","23b9f70d1d16f7fd3ebbdbc57aaf78c0a701fe1f9d22bd667d926cd320d40797","23b9f70d1d16f7fd3ebbdbc57aaf78c0a701fe1f9d22bd667d926cd320d40797",5435,5435,TRUE,"live exact","PASS"
"audit/decisions/model_reporting.md","1cb3d5735dcb736f563eed881daf7dcf6e6ed7a4fb75b38201dd753e4927157a","1cb3d5735dcb736f563eed881daf7dcf6e6ed7a4fb75b38201dd753e4927157a",10496,10496,TRUE,"live exact","PASS"
"audit/decisions/p_value_display_conventions.md","ced1651242141d933bf7b3c7b67778bc89fe6d0e901fd5de8aca6fc64eaac772","ced1651242141d933bf7b3c7b67778bc89fe6d0e901fd5de8aca6fc64eaac772",2686,2686,TRUE,"live exact","PASS"
"audit/decisions/paired_placement_comparison_display.md","0b88908040aa4c649cb0c98d71f075e36dee266fd90a58180cfacbf7002001b4","0b88908040aa4c649cb0c98d71f075e36dee266fd90a58180cfacbf7002001b4",3561,3561,TRUE,"live exact","PASS"
"audit/decisions/site_display_conventions.md","771f4429e7e3317126de69b680593bb4572a784700d4b84ff566ea8ab2b0eed8","771f4429e7e3317126de69b680593bb4572a784700d4b84ff566ea8ab2b0eed8",2618,2618,TRUE,"live exact","PASS"
"audit/hypotheses/H03-H11_gated_workflow.qmd","ba749fea6d198aaeef58c45e2b46a30b3f248f0a2eb8bb38d22d6b68077ae68e","ba749fea6d198aaeef58c45e2b46a30b3f248f0a2eb8bb38d22d6b68077ae68e",20592,20592,TRUE,"live exact","PASS"
"renv.lock","3bf99c633fb123626eb14d29f0847b91f71030c92e90331fe401e3204bca8350","3bf99c633fb123626eb14d29f0847b91f71030c92e90331fe401e3204bca8350",603493,603493,TRUE,"live exact","PASS"
"artifacts/12_manifests/H08/H08_figure_physical_size_qa.csv","f4680525e3252153bf3020caf436fd6eb701dd9fa21d2c34011ce5799636670b","f4680525e3252153bf3020caf436fd6eb701dd9fa21d2c34011ce5799636670b",7582,7582,TRUE,"live exact","PASS"
"_build/nathealth/audit/hypotheses/H08/H08_analysis_preparation_files/figure-html/fig-h08-prep-sample-support-1.png","a07550980585fc1d0e87edf1edff539be1ffc6ada6bf0ce2a4af18d3b8239fd4","a07550980585fc1d0e87edf1edff539be1ffc6ada6bf0ce2a4af18d3b8239fd4",106003,106003,TRUE,"live exact","PASS"
"_build/nathealth/audit/hypotheses/H08/H08_analysis_preparation_files/figure-html/fig-h08-prep-site-range-1.png","fdbc12328301366532f9ae5ac38e0e2e6e6aca5f06ff454a4210bcf229a6b02e","fdbc12328301366532f9ae5ac38e0e2e6e6aca5f06ff454a4210bcf229a6b02e",89133,89133,TRUE,"live exact","PASS"
"_build/nathealth/audit/hypotheses/H08/H08_analysis_preparation_files/figure-html/fig-h08-prep-vlsq-distribution-1.png","6782b1b24f7e54a00c6e8631a4f9251d67821368097d0add26fc0d7999ff2f1d","6782b1b24f7e54a00c6e8631a4f9251d67821368097d0add26fc0d7999ff2f1d",44589,44589,TRUE,"live exact","PASS"
"_build/nathealth/audit/hypotheses/H08/H08_analysis_preparation.html","95f5ba0aede0ee6cf0d1b65fcdc53623d52810f8316c846cb214b4fb34a5f135","95f5ba0aede0ee6cf0d1b65fcdc53623d52810f8316c846cb214b4fb34a5f135",675700,675700,TRUE,"live exact","PASS"
"_build/nathealth/audit/hypotheses/H08/H08_analysis_preparation.qmd","1a3c9ee012f58647556a5f397d8945e03633b7966522dc6996a23c231e30596d","1a3c9ee012f58647556a5f397d8945e03633b7966522dc6996a23c231e30596d",54705,54705,TRUE,"live exact","PASS"
"audit/hypotheses/H08/H08_analysis_preparation.qmd","3eeeda47c909be2ca32bf234af18f2d690f1c3e7b26e854f7311c0d8300f6f2d","1a3c9ee012f58647556a5f397d8945e03633b7966522dc6996a23c231e30596d",57777,54705,FALSE,"accepted historical transition","PASS"
"artifacts/10_figures/H08/H08_chest_effects.pdf","8c2798e4328a985287e4194fd62bc3e318d6962ed3fc6bf3899e909f12d8c311","8c2798e4328a985287e4194fd62bc3e318d6962ed3fc6bf3899e909f12d8c311",5812,5812,TRUE,"live exact","PASS"
"artifacts/10_figures/H08/H08_chest_effects.png","201026c03ca870932e5c0f9e0ecdd4733c7949aa33fe53f8cb8a7349e6f38f47","201026c03ca870932e5c0f9e0ecdd4733c7949aa33fe53f8cb8a7349e6f38f47",139416,139416,TRUE,"live exact","PASS"
"artifacts/10_figures/H08/H08_gap_common_sample_effects.png","144fc11c696931373ba8b5d987aa2ce2a14413cda00c5371aecb095713729669","144fc11c696931373ba8b5d987aa2ce2a14413cda00c5371aecb095713729669",136476,136476,TRUE,"live exact","PASS"
"artifacts/10_figures/H08/H08_near_eye_effects.pdf","4f5b3201703036fa5320433c6e600f8cc8ba84b20b6015f89ccac517381415fe","4f5b3201703036fa5320433c6e600f8cc8ba84b20b6015f89ccac517381415fe",5823,5823,TRUE,"live exact","PASS"
"artifacts/10_figures/H08/H08_near_eye_effects.png","f1cc8e33829cdf821140e95238d20b1516d5796f741002a1f27568d3f9fd7405","f1cc8e33829cdf821140e95238d20b1516d5796f741002a1f27568d3f9fd7405",140448,140448,TRUE,"live exact","PASS"
"artifacts/10_figures/H08/H08_near_eye_model_adequacy.png","7779cb6b565369902d80e2473d0fbb77e8982a6b90f4c87a27d1921ff951ad43","7779cb6b565369902d80e2473d0fbb77e8982a6b90f4c87a27d1921ff951ad43",659790,659790,TRUE,"live exact","PASS"
"artifacts/10_figures/H08/H08_paired_placement_effects.pdf","74f7643901ddb1dc370aef92dc994639a050749e63bf871ed0c09d45862877b6","74f7643901ddb1dc370aef92dc994639a050749e63bf871ed0c09d45862877b6",6015,6015,TRUE,"live exact","PASS"
"artifacts/10_figures/H08/H08_paired_placement_effects.png","be34d61f6b53b06c266767d652942bcebc0a2e70db5f4464413b401c1d3f10f6","be34d61f6b53b06c266767d652942bcebc0a2e70db5f4464413b401c1d3f10f6",130502,130502,TRUE,"live exact","PASS"
"artifacts/11_source_data/H08/H08_chest_effects_data.csv","0b9b8ea7293eea8719c296905b914c75128ec5d801b04a1949a5780db8a24bef","0b9b8ea7293eea8719c296905b914c75128ec5d801b04a1949a5780db8a24bef",10582,10582,TRUE,"live exact","PASS"
"artifacts/11_source_data/H08/H08_gap_common_sample_effects_data.csv","7ddfe2c6635d8dbd6fff4faf2f6085b7459c9463c81494c28c3ce897745b9c48","7ddfe2c6635d8dbd6fff4faf2f6085b7459c9463c81494c28c3ce897745b9c48",9247,9247,TRUE,"live exact","PASS"
"artifacts/11_source_data/H08/H08_near_eye_effects_data.csv","0f7ab7b06a23a16089b000607d4cfb239c323ba39df9c549c365c4da1878dd51","0f7ab7b06a23a16089b000607d4cfb239c323ba39df9c549c365c4da1878dd51",10662,10662,TRUE,"live exact","PASS"
"artifacts/11_source_data/H08/H08_near_eye_model_adequacy_data.csv","24bade0ab6e45655e870b2b219cc6007bd804710e9e41d4bca31406da82d62e4","24bade0ab6e45655e870b2b219cc6007bd804710e9e41d4bca31406da82d62e4",2553208,2553208,TRUE,"live exact","PASS"
"artifacts/11_source_data/H08/H08_paired_placement_effects_data.csv","54963bb499ebb7f162b25346786a15d0b782bb7e7065cd434cb4155b21910513","54963bb499ebb7f162b25346786a15d0b782bb7e7065cd434cb4155b21910513",4055,4055,TRUE,"live exact","PASS"
"artifacts/11_source_data/H08/H08_preparation_metric_availability.csv","43978d5ba574b3bbb39908f26e8f8fdd20e89d7d4e068621fdceabb6461c08f3","43978d5ba574b3bbb39908f26e8f8fdd20e89d7d4e068621fdceabb6461c08f3",7173,7173,TRUE,"live exact","PASS"
"artifacts/11_source_data/H08/H08_preparation_sample_support.csv","89f57863882aa8c178f3f55f86f08c3f9e7c3b2a893abb7ee3fdd33359e27a16","89f57863882aa8c178f3f55f86f08c3f9e7c3b2a893abb7ee3fdd33359e27a16",4313,4313,TRUE,"live exact","PASS"
"artifacts/11_source_data/H08/H08_preparation_site_support.csv","0a65c59d5f3da48e701174e26ff87d6713e7fe1a4da95fa98584bdd624a79ff4","0a65c59d5f3da48e701174e26ff87d6713e7fe1a4da95fa98584bdd624a79ff4",22217,22217,TRUE,"live exact","PASS"
"artifacts/11_source_data/H08/H08_preparation_site_support_summary.csv","7941ccc71e9aef5524fdbca88ec0c5a75d2e753de08e8d99cdc1bac09f8c1a7e","7941ccc71e9aef5524fdbca88ec0c5a75d2e753de08e8d99cdc1bac09f8c1a7e",1174,1174,TRUE,"live exact","PASS"
"artifacts/11_source_data/H08/H08_preparation_vlsq_score_distribution.csv","d1b2299c8d76fd7e4a203fc04cab3d4d7e6ab9992b64179bb844cea22d899b05","d1b2299c8d76fd7e4a203fc04cab3d4d7e6ab9992b64179bb844cea22d899b05",610,610,TRUE,"live exact","PASS"
"artifacts/11_source_data/H08/H08_preparation_vlsq_site_support.csv","436f1dfd14e9f9995c86da8cb3347828a90e51514c59004392490626c3853ccd","436f1dfd14e9f9995c86da8cb3347828a90e51514c59004392490626c3853ccd",730,730,TRUE,"live exact","PASS"
"artifacts/11_source_data/H08/H08_primary_diagnostic_plot_data.csv","bc5e0922840e9d1ca20e5c3c73f5f608102cbbf09a6bb4e049138d66fa057369","bc5e0922840e9d1ca20e5c3c73f5f608102cbbf09a6bb4e049138d66fa057369",5336657,5336657,TRUE,"live exact","PASS"
"artifacts/12_manifests/H08/H08_execution_environment.csv","3aeab1c5da4263aa5fa8a37b50674bc0528da6b2b85164a951888adff6511d03","3aeab1c5da4263aa5fa8a37b50674bc0528da6b2b85164a951888adff6511d03",355,355,TRUE,"live exact","PASS"
"artifacts/12_manifests/H08/H08_figure_manifest.csv","d8596271378cefd4ea1b5137e009c4036c40bd21d8871fce5e881ff676239fa5","d8596271378cefd4ea1b5137e009c4036c40bd21d8871fce5e881ff676239fa5",2364,2364,TRUE,"live exact","PASS"
"artifacts/12_manifests/H08/H08_metric011_reconciliation.csv","687f33b47168da939dc70333615473efe50e379a653142a6d83947b871b59caa","687f33b47168da939dc70333615473efe50e379a653142a6d83947b871b59caa",15112,15112,TRUE,"live exact","PASS"
"artifacts/12_manifests/H08/H08_stage2_artifacts.csv","7f1073c274109cbb17de9faec9a4f662c02a6710c9a9a66833c9dc9a0b02e213","7f1073c274109cbb17de9faec9a4f662c02a6710c9a9a66833c9dc9a0b02e213",14407,14407,TRUE,"live exact","PASS"
"artifacts/12_manifests/H08/H08_stage3_artifacts.csv","e8dcec4bfdaf129002c875681f22b0f9d226ebbc95f706309c98ae4e21244af2","e8dcec4bfdaf129002c875681f22b0f9d226ebbc95f706309c98ae4e21244af2",23368,23368,TRUE,"live exact","PASS"
"_build/nathealth/notebooks/hypotheses/H08.html","472848d0da3e3996fa1727151048e3cab4a7e363dba3dc8eda8b024eb5a4ca9a","a08a888a40ec58669c61a47b7500159388577eaad49ece5440b9bee9da6a93e1",340040,299712,FALSE,"accepted historical transition","PASS"
"notebooks/hypotheses/H08.qmd","1b6b50b21e22d60909a65b125ce74be54829e5efc10de33f888fcd294c7374b1","13b3547cad0eb7eba37d090cc8f611de99407e71a7b7a0a6a5a29670c06834c0",44031,39363,FALSE,"accepted historical transition","PASS"
"config/metric_display_registry.csv","c82db05a77cc50ce5b9dbd459c90997fa6bb7d87c0b8e880c1bf8186fad06ed0","c82db05a77cc50ce5b9dbd459c90997fa6bb7d87c0b8e880c1bf8186fad06ed0",3203,3203,TRUE,"live exact","PASS"
"config/site_display_registry.csv","3d669d459ecc27d3154bbb5ff5b0d64cb510805d486b45264443228c44a6d809","3d669d459ecc27d3154bbb5ff5b0d64cb510805d486b45264443228c44a6d809",295,295,TRUE,"live exact","PASS"
"audit/reconciliation/l10_METRIC-011/METRIC-011_evidence_manifest.csv","a37efd3449a8d1a6065d0eb8964bd6cf8b241f1683a26c065ea1a946e23214fb","a37efd3449a8d1a6065d0eb8964bd6cf8b241f1683a26c065ea1a946e23214fb",1515,1515,TRUE,"live exact","PASS"
"audit/reconciliation/l10_METRIC-011/primary_scientific_cell_changes.csv","a32b850d7af2b8c8471445ae1af7f4362d74f4e733c874775a4edfa9a6a3dbeb","a32b850d7af2b8c8471445ae1af7f4362d74f4e733c874775a4edfa9a6a3dbeb",647,647,TRUE,"live exact","PASS"
"scripts/pipeline/hypothesis_preparation_provenance_contract.R","6afff45a29a0bb96a49dbf46e611fce15dfd1618b4699da40d4b1f15cdbed026","6afff45a29a0bb96a49dbf46e611fce15dfd1618b4699da40d4b1f15cdbed026",13175,13175,TRUE,"live exact","PASS"
"scripts/pipeline/multiplicity.R","c5cfebf6fc694938c9530bab11483732560cfe7e51ef7e450a3a71a6f57cd56b","c5cfebf6fc694938c9530bab11483732560cfe7e51ef7e450a3a71a6f57cd56b",2282,2282,TRUE,"live exact","PASS"
"scripts/pipeline/p_value_display.R","ea33b30d2c887b033c7e22e2358be7e403ce7116261a4d0c0fbc6bf214eeb1a2","ea33b30d2c887b033c7e22e2358be7e403ce7116261a4d0c0fbc6bf214eeb1a2",1750,1750,TRUE,"live exact","PASS"
"scripts/pipeline/paths_io.R","ad7ec3eb6fe76b0b47498d3efa0ae247ac0da3b9cd43a7d3731ea102d3bedc6c","ad7ec3eb6fe76b0b47498d3efa0ae247ac0da3b9cd43a7d3731ea102d3bedc6c",4596,4596,TRUE,"live exact","PASS"
"_quarto-nathealth.yml","80dd05573b6c764272d0d0aa1c82571bdaab3cb2bee9ee34441e2456318708e3","02aed2be2851444d81cfe26a9845e830a91a851379d605252508ac4cb2c72f02",7480,6526,FALSE,"accepted historical transition","PASS"
"artifacts/08_diagnostics/H08/H08_leave_one_site_out.csv","a09eb38fb573413aafdb8778bbc582a3738bf15797fbf44119597e3a17a4ac97","a09eb38fb573413aafdb8778bbc582a3738bf15797fbf44119597e3a17a4ac97",44935,44935,TRUE,"live exact","PASS"
"artifacts/08_diagnostics/H08/H08_leave_one_site_out_summary.csv","feb4a5cd1a9e215db717b6fe8df462f93cea78951ad0341f891e1092f1cc0614","feb4a5cd1a9e215db717b6fe8df462f93cea78951ad0341f891e1092f1cc0614",2868,2868,TRUE,"live exact","PASS"
"artifacts/08_diagnostics/H08/H08_model_diagnostics.csv","d6bc40b41094209c08d6bae6cb4cce38ebd45f85f95ee570ff33de9a123e4a68","d6bc40b41094209c08d6bae6cb4cce38ebd45f85f95ee570ff33de9a123e4a68",79980,79980,TRUE,"live exact","PASS"
"artifacts/08_diagnostics/H08/H08_participant_influence_screen.csv","f5845bb55bb40716b948937ce33785a51790edbd66f775ab09ff5518bfe2f4f9","f5845bb55bb40716b948937ce33785a51790edbd66f775ab09ff5518bfe2f4f9",29833,29833,TRUE,"live exact","PASS"
"artifacts/08_diagnostics/H08/H08_response_family_gate.csv","f24d55266ef09f8c5f55c08ed6beed8611fa731432d2f04c3edfeb3690ae6621","f24d55266ef09f8c5f55c08ed6beed8611fa731432d2f04c3edfeb3690ae6621",1105,1105,TRUE,"live exact","PASS"
"artifacts/08_diagnostics/H08/H08_vlsq_score_audit.csv","fdaa008b2296a324ef144cfa911e821375f98800ebdb1bd11196bc0afb95632a","fdaa008b2296a324ef144cfa911e821375f98800ebdb1bd11196bc0afb95632a",317,317,TRUE,"live exact","PASS"
"artifacts/08_diagnostics/H08/H08_vlsq_score_rows.csv","f4c7811186816dee4835dca58d64034dae4890f3269757d3a121adf2f3608cbb","f4c7811186816dee4835dca58d64034dae4890f3269757d3a121adf2f3608cbb",5327,5327,TRUE,"live exact","PASS"
"artifacts/06_model_data/H08/H08_author_approvals.csv","e276b3512b01841e684d273ce6629a8d2f66dceca8f71b72ca2936c55ead7a41","e276b3512b01841e684d273ce6629a8d2f66dceca8f71b72ca2936c55ead7a41",1663,1663,TRUE,"live exact","PASS"
"artifacts/06_model_data/H08/H08_family_registry.csv","5360380a1004ba54df279b3a1c6d48ee2623885368f596de426cf2e290dde0d0","5360380a1004ba54df279b3a1c6d48ee2623885368f596de426cf2e290dde0d0",954,954,TRUE,"live exact","PASS"
"artifacts/06_model_data/H08/H08_formula_registry.csv","9eb848cda9c8d19e87919a1012b4819b48cf01f6069b0e7621ccb78b84e79b01","9eb848cda9c8d19e87919a1012b4819b48cf01f6069b0e7621ccb78b84e79b01",1044,1044,TRUE,"live exact","PASS"
"artifacts/06_model_data/H08/H08_input_audit.csv","47b46bc99953dd7a75df9eca28491dc474b048c5f5e802b6e2f6043db5cc24bb","47b46bc99953dd7a75df9eca28491dc474b048c5f5e802b6e2f6043db5cc24bb",5350,5350,TRUE,"live exact","PASS"
"artifacts/06_model_data/H08/H08_main_gap_common_sample_audit.csv","5de5091dde55f0c69845da4c31102b0b5b5d80e794255d1b0eb973320392dbc3","5de5091dde55f0c69845da4c31102b0b5b5d80e794255d1b0eb973320392dbc3",3747,3747,TRUE,"live exact","PASS"
"artifacts/06_model_data/H08/H08_metric_missingness.csv","74b037ad1911f90595f7a31a18e05029d5a7e2a18150cffd6ed329348d245892","74b037ad1911f90595f7a31a18e05029d5a7e2a18150cffd6ed329348d245892",3875,3875,TRUE,"live exact","PASS"
"artifacts/06_model_data/H08/H08_metric_registry.csv","ba60163a1248a03c6c95cfa36fc0b66801f1fdd4af2fa114e024944c2aa3893f","ba60163a1248a03c6c95cfa36fc0b66801f1fdd4af2fa114e024944c2aa3893f",2786,2786,TRUE,"live exact","PASS"
"artifacts/06_model_data/H08/H08_model_frame_by_site.csv","35bd76c2b985da32630566725329008c7740160a63228241e0d5840f7c43198d","35bd76c2b985da32630566725329008c7740160a63228241e0d5840f7c43198d",93464,93464,TRUE,"live exact","PASS"
"artifacts/06_model_data/H08/H08_model_frame_index.csv","3a95b69384db3be721e76de59eb5d84d6f911fbbe902c2b8cdf09afc00f6d7c5","3a95b69384db3be721e76de59eb5d84d6f911fbbe902c2b8cdf09afc00f6d7c5",45369,45369,TRUE,"live exact","PASS"
"artifacts/06_model_data/H08/H08_model_frame_rows.csv","45043ba03e96f127ddda924d1cddc187e635412fedeef5d89d2226087adbb18f","45043ba03e96f127ddda924d1cddc187e635412fedeef5d89d2226087adbb18f",20538107,20538107,TRUE,"live exact","PASS"
"artifacts/06_model_data/H08/H08_model_frames.rds","811f097452de1484d63c7e9dd011056d605d7ab759d62cdf8f28fdcec8f22434","811f097452de1484d63c7e9dd011056d605d7ab759d62cdf8f28fdcec8f22434",811016,811016,TRUE,"live exact","PASS"
"artifacts/06_model_data/H08/H08_paired_sample_audit.csv","abe0a16848d5ebe288c4b78ce96fa2d2388561b9a571a4c960a4d8ed45b032eb","abe0a16848d5ebe288c4b78ce96fa2d2388561b9a571a4c960a4d8ed45b032eb",3804,3804,TRUE,"live exact","PASS"
