placement,locally_sparse,support_status,model_sites,light_source_code,local_hour,hours,participants,participant_days,sites,category_order,short_label,light_source
Near-eye,FALSE,Supported,168,electric_outdoor,20,27,22,27,7,2,Outdoor electric,Electric light source outdoors
Near-eye,FALSE,Supported,168,electric_outdoor,21,22,20,22,7,2,Outdoor electric,Electric light source outdoors
Near-eye,TRUE,Locally sparse,168,electric_outdoor,22,17,14,17,7,2,Outdoor electric,Electric light source outdoors
Near-eye,TRUE,Locally sparse,168,electric_outdoor,23,11,9,11,7,2,Outdoor electric,Electric light source outdoors
Near-eye,TRUE,Locally sparse,168,daylight_indoor,0,3,2,3,2,3,Indoor daylight,Daylight indoors
Near-eye,TRUE,Locally sparse,168,daylight_indoor,1,3,2,3,2,3,Indoor daylight,Daylight indoors
Near-eye,TRUE,Locally sparse,168,daylight_indoor,2,1,1,1,1,3,Indoor daylight,Daylight indoors
Near-eye,TRUE,Locally sparse,168,daylight_indoor,3,1,1,1,1,3,Indoor daylight,Daylight indoors
Near-eye,TRUE,Locally sparse,168,daylight_indoor,4,4,3,4,3,3,Indoor daylight,Daylight indoors
Near-eye,TRUE,Locally sparse,168,daylight_indoor,5,14,10,14,6,3,Indoor daylight,Daylight indoors
Near-eye,FALSE,Supported,168,daylight_indoor,6,91,38,91,8,3,Indoor daylight,Daylight indoors
Near-eye,FALSE,Supported,168,daylight_indoor,7,150,66,150,9,3,Indoor daylight,Daylight indoors
Near-eye,FALSE,Supported,168,daylight_indoor,8,267,102,267,9,3,Indoor daylight,Daylight indoors
Near-eye,FALSE,Supported,168,daylight_indoor,9,361,120,361,9,3,Indoor daylight,Daylight indoors
Near-eye,FALSE,Supported,168,daylight_indoor,10,423,129,423,9,3,Indoor daylight,Daylight indoors
Near-eye,FALSE,Supported,168,daylight_indoor,11,434,129,434,9,3,Indoor daylight,Daylight indoors
Near-eye,FALSE,Supported,168,daylight_indoor,12,403,132,403,9,3,Indoor daylight,Daylight indoors
Near-eye,FALSE,Supported,168,daylight_indoor,13,423,131,423,9,3,Indoor daylight,Daylight indoors
Near-eye,FALSE,Supported,168,daylight_indoor,14,404,127,404,9,3,Indoor daylight,Daylight indoors
Near-eye,FALSE,Supported,168,daylight_indoor,15,414,130,414,9,3,Indoor daylight,Daylight indoors
Near-eye,FALSE,Supported,168,daylight_indoor,16,377,123,377,9,3,Indoor daylight,Daylight indoors
Near-eye,FALSE,Supported,168,daylight_indoor,17,337,113,337,9,3,Indoor daylight,Daylight indoors
Near-eye,FALSE,Supported,168,daylight_indoor,18,276,89,276,9,3,Indoor daylight,Daylight indoors
Near-eye,FALSE,Supported,168,daylight_indoor,19,194,71,194,9,3,Indoor daylight,Daylight indoors
Near-eye,FALSE,Supported,168,daylight_indoor,20,109,48,109,7,3,Indoor daylight,Daylight indoors
Near-eye,FALSE,Supported,168,daylight_indoor,21,69,34,69,8,3,Indoor daylight,Daylight indoors
Near-eye,FALSE,Supported,168,daylight_indoor,22,31,21,31,8,3,Indoor daylight,Daylight indoors
Near-eye,TRUE,Locally sparse,168,daylight_indoor,23,15,10,15,7,3,Indoor daylight,Daylight indoors
Near-eye,TRUE,Locally sparse,168,daylight_outdoor,0,3,3,3,2,4,Outdoor daylight,Daylight outdoors (including shade)
Near-eye,TRUE,Locally sparse,168,daylight_outdoor,1,1,1,1,1,4,Outdoor daylight,Daylight outdoors (including shade)
Near-eye,TRUE,Locally sparse,168,daylight_outdoor,2,1,1,1,1,4,Outdoor daylight,Daylight outdoors (including shade)
Near-eye,TRUE,Locally sparse,168,daylight_outdoor,3,1,1,1,1,4,Outdoor daylight,Daylight outdoors (including shade)
Near-eye,TRUE,Locally sparse,168,daylight_outdoor,4,1,1,1,1,4,Outdoor daylight,Daylight outdoors (including shade)
Near-eye,TRUE,Locally sparse,168,daylight_outdoor,5,1,1,1,1,4,Outdoor daylight,Daylight outdoors (including shade)
Near-eye,TRUE,Locally sparse,168,daylight_outdoor,6,9,7,9,6,4,Outdoor daylight,Daylight outdoors (including shade)
Near-eye,FALSE,Supported,168,daylight_outdoor,7,45,23,45,7,4,Outdoor daylight,Daylight outdoors (including shade)
Near-eye,FALSE,Supported,168,daylight_outdoor,8,85,48,85,9,4,Outdoor daylight,Daylight outdoors (including shade)
Near-eye,FALSE,Supported,168,daylight_outdoor,9,91,56,91,9,4,Outdoor daylight,Daylight outdoors (including shade)
Near-eye,FALSE,Supported,168,daylight_outdoor,10,81,57,81,9,4,Outdoor daylight,Daylight outdoors (including shade)
Near-eye,FALSE,Supported,168,daylight_outdoor,11,83,60,83,8,4,Outdoor daylight,Daylight outdoors (including shade)
Near-eye,FALSE,Supported,168,daylight_outdoor,12,135,74,135,9,4,Outdoor daylight,Daylight outdoors (including shade)
Near-eye,FALSE,Supported,168,daylight_outdoor,13,127,79,127,8,4,Outdoor daylight,Daylight outdoors (including shade)
Near-eye,FALSE,Supported,168,daylight_outdoor,14,141,77,141,9,4,Outdoor daylight,Daylight outdoors (including shade)
Near-eye,FALSE,Supported,168,daylight_outdoor,15,134,76,134,9,4,Outdoor daylight,Daylight outdoors (including shade)
Near-eye,FALSE,Supported,168,daylight_outdoor,16,142,83,142,9,4,Outdoor daylight,Daylight outdoors (including shade)
Near-eye,FALSE,Supported,168,daylight_outdoor,17,157,87,157,9,4,Outdoor daylight,Daylight outdoors (including shade)
Near-eye,FALSE,Supported,168,daylight_outdoor,18,124,69,124,9,4,Outdoor daylight,Daylight outdoors (including shade)
Near-eye,FALSE,Supported,168,daylight_outdoor,19,88,53,88,7,4,Outdoor daylight,Daylight outdoors (including shade)
Near-eye,FALSE,Supported,168,daylight_outdoor,20,57,33,57,7,4,Outdoor daylight,Daylight outdoors (including shade)
Near-eye,FALSE,Supported,168,daylight_outdoor,21,32,19,32,4,4,Outdoor daylight,Daylight outdoors (including shade)
Near-eye,TRUE,Locally sparse,168,daylight_outdoor,22,14,10,14,4,4,Outdoor daylight,Daylight outdoors (including shade)
Near-eye,TRUE,Locally sparse,168,daylight_outdoor,23,4,4,4,3,4,Outdoor daylight,Daylight outdoors (including shade)
Near-eye,FALSE,Supported,168,display,0,43,19,43,8,5,Emissive display,Emissive display light
Near-eye,TRUE,Locally sparse,168,display,1,18,13,18,5,5,Emissive display,Emissive display light
Near-eye,TRUE,Locally sparse,168,display,2,6,4,6,3,5,Emissive display,Emissive display light
Near-eye,TRUE,Locally sparse,168,display,3,7,5,7,3,5,Emissive display,Emissive display light
Near-eye,TRUE,Locally sparse,168,display,4,5,5,5,3,5,Emissive display,Emissive display light
Near-eye,TRUE,Locally sparse,168,display,5,4,3,4,3,5,Emissive display,Emissive display light
Near-eye,TRUE,Locally sparse,168,display,6,1,1,1,1,5,Emissive display,Emissive display light
Near-eye,TRUE,Locally sparse,168,display,7,4,4,4,4,5,Emissive display,Emissive display light
Near-eye,TRUE,Locally sparse,168,display,8,9,9,9,7,5,Emissive display,Emissive display light
Near-eye,FALSE,Supported,168,display,9,24,19,24,7,5,Emissive display,Emissive display light
Near-eye,FALSE,Supported,168,display,10,32,25,32,8,5,Emissive display,Emissive display light
Near-eye,FALSE,Supported,168,display,11,34,23,34,8,5,Emissive display,Emissive display light
Near-eye,FALSE,Supported,168,display,12,27,20,27,8,5,Emissive display,Emissive display light
Near-eye,FALSE,Supported,168,display,13,32,22,32,8,5,Emissive display,Emissive display light
Near-eye,FALSE,Supported,168,display,14,29,21,29,8,5,Emissive display,Emissive display light
Near-eye,FALSE,Supported,168,display,15,25,20,25,7,5,Emissive display,Emissive display light
Near-eye,FALSE,Supported,168,display,16,29,22,29,8,5,Emissive display,Emissive display light
Near-eye,FALSE,Supported,168,display,17,29,24,29,8,5,Emissive display,Emissive display light
Near-eye,FALSE,Supported,168,display,18,26,22,26,8,5,Emissive display,Emissive display light
Near-eye,FALSE,Supported,168,display,19,35,26,35,8,5,Emissive display,Emissive display light
Near-eye,FALSE,Supported,168,display,20,51,31,51,8,5,Emissive display,Emissive display light
Near-eye,FALSE,Supported,168,display,21,64,42,64,9,5,Emissive display,Emissive display light
Near-eye,FALSE,Supported,168,display,22,70,41,70,9,5,Emissive display,Emissive display light
Near-eye,FALSE,Supported,168,display,23,60,33,60,9,5,Emissive display,Emissive display light
Near-eye,FALSE,Supported,168,sleep_darkness,0,498,116,498,9,6,Sleep darkness,Darkness during sleep
Near-eye,FALSE,Supported,168,sleep_darkness,1,602,122,602,9,6,Sleep darkness,Darkness during sleep
Near-eye,FALSE,Supported,168,sleep_darkness,2,646,123,646,9,6,Sleep darkness,Darkness during sleep
Near-eye,FALSE,Supported,168,sleep_darkness,3,651,124,651,9,6,Sleep darkness,Darkness during sleep
Near-eye,FALSE,Supported,168,sleep_darkness,4,640,122,640,9,6,Sleep darkness,Darkness during sleep
Near-eye,FALSE,Supported,168,sleep_darkness,5,599,118,599,9,6,Sleep darkness,Darkness during sleep
Near-eye,FALSE,Supported,168,sleep_darkness,6,471,108,471,9,6,Sleep darkness,Darkness during sleep
Near-eye,FALSE,Supported,168,sleep_darkness,7,287,81,287,9,6,Sleep darkness,Darkness during sleep
Near-eye,FALSE,Supported,168,sleep_darkness,8,169,61,169,9,6,Sleep darkness,Darkness during sleep
Near-eye,FALSE,Supported,168,sleep_darkness,9,79,38,79,9,6,Sleep darkness,Darkness during sleep
Near-eye,FALSE,Supported,168,sleep_darkness,10,22,17,22,6,6,Sleep darkness,Darkness during sleep
Near-eye,TRUE,Locally sparse,168,sleep_darkness,11,7,5,7,3,6,Sleep darkness,Darkness during sleep
Near-eye,TRUE,Locally sparse,168,sleep_darkness,12,1,1,1,1,6,Sleep darkness,Darkness during sleep
Near-eye,FALSE,No observations,168,sleep_darkness,13,0,0,0,0,6,Sleep darkness,Darkness during sleep
Near-eye,FALSE,No observations,168,sleep_darkness,14,0,0,0,0,6,Sleep darkness,Darkness during sleep
Near-eye,FALSE,No observations,168,sleep_darkness,15,0,0,0,0,6,Sleep darkness,Darkness during sleep
Near-eye,FALSE,No observations,168,sleep_darkness,16,0,0,0,0,6,Sleep darkness,Darkness during sleep
Near-eye,TRUE,Locally sparse,168,sleep_darkness,17,1,1,1,1,6,Sleep darkness,Darkness during sleep
Near-eye,TRUE,Locally sparse,168,sleep_darkness,18,6,5,6,3,6,Sleep darkness,Darkness during sleep
Near-eye,TRUE,Locally sparse,168,sleep_darkness,19,9,5,9,4,6,Sleep darkness,Darkness during sleep
Near-eye,TRUE,Locally sparse,168,sleep_darkness,20,16,8,16,4,6,Sleep darkness,Darkness during sleep
Near-eye,FALSE,Supported,168,sleep_darkness,21,57,25,57,8,6,Sleep darkness,Darkness during sleep
Near-eye,FALSE,Supported,168,sleep_darkness,22,143,49,143,9,6,Sleep darkness,Darkness during sleep
Near-eye,FALSE,Supported,168,sleep_darkness,23,321,89,321,9,6,Sleep darkness,Darkness during sleep
Near-eye,FALSE,Supported,168,sleep_external_light,0,36,17,36,6,7,External light during sleep,Light entering from outside during sleep
Near-eye,FALSE,Supported,168,sleep_external_light,1,43,17,43,5,7,External light during sleep,Light entering from outside during sleep
Near-eye,FALSE,Supported,168,sleep_external_light,2,48,17,48,5,7,External light during sleep,Light entering from outside during sleep
Near-eye,FALSE,Supported,168,sleep_external_light,3,57,18,57,5,7,External light during sleep,Light entering from outside during sleep
Near-eye,FALSE,Supported,168,sleep_external_light,4,69,19,69,5,7,External light during sleep,Light entering from outside during sleep
Near-eye,FALSE,Supported,168,sleep_external_light,5,99,30,99,7,7,External light during sleep,Light entering from outside during sleep
Near-eye,FALSE,Supported,168,sleep_external_light,6,107,37,107,8,7,External light during sleep,Light entering from outside during sleep
Near-eye,FALSE,Supported,168,sleep_external_light,7,120,42,120,8,7,External light during sleep,Light entering from outside during sleep
Near-eye,FALSE,Supported,168,sleep_external_light,8,87,39,87,7,7,External light during sleep,Light entering from outside during sleep
Near-eye,FALSE,Supported,168,sleep_external_light,9,52,28,52,7,7,External light during sleep,Light entering from outside during sleep
Near-eye,FALSE,Supported,168,sleep_external_light,10,25,14,25,6,7,External light during sleep,Light entering from outside during sleep
Near-eye,TRUE,Locally sparse,168,sleep_external_light,11,14,10,14,5,7,External light during sleep,Light entering from outside during sleep
Near-eye,TRUE,Locally sparse,168,sleep_external_light,12,8,5,8,4,7,External light during sleep,Light entering from outside during sleep
Near-eye,TRUE,Locally sparse,168,sleep_external_light,13,6,5,6,4,7,External light during sleep,Light entering from outside during sleep
Near-eye,TRUE,Locally sparse,168,sleep_external_light,14,7,7,7,4,7,External light during sleep,Light entering from outside during sleep
Near-eye,TRUE,Locally sparse,168,sleep_external_light,15,3,3,3,3,7,External light during sleep,Light entering from outside during sleep
Near-eye,TRUE,Locally sparse,168,sleep_external_light,16,2,2,2,2,7,External light during sleep,Light entering from outside during sleep
Near-eye,TRUE,Locally sparse,168,sleep_external_light,17,1,1,1,1,7,External light during sleep,Light entering from outside during sleep
Near-eye,TRUE,Locally sparse,168,sleep_external_light,18,3,3,3,2,7,External light during sleep,Light entering from outside during sleep
Near-eye,TRUE,Locally sparse,168,sleep_external_light,19,3,3,3,3,7,External light during sleep,Light entering from outside during sleep
Near-eye,TRUE,Locally sparse,168,sleep_external_light,20,7,6,7,4,7,External light during sleep,Light entering from outside during sleep
Near-eye,TRUE,Locally sparse,168,sleep_external_light,21,12,7,12,4,7,External light during sleep,Light entering from outside during sleep
Near-eye,FALSE,Supported,168,sleep_external_light,22,23,12,23,6,7,External light during sleep,Light entering from outside during sleep
Near-eye,FALSE,Supported,168,sleep_external_light,23,21,14,21,6,7,External light during sleep,Light entering from outside during sleep
Chest,FALSE,Supported,168,electric_indoor,0,122,50,122,8,1,Indoor electric,Electric light source indoors
Chest,FALSE,Supported,168,electric_indoor,1,58,34,58,8,1,Indoor electric,Electric light source indoors
Chest,FALSE,Supported,168,electric_indoor,2,27,20,27,6,1,Indoor electric,Electric light source indoors
Chest,TRUE,Locally sparse,168,electric_indoor,3,18,13,18,5,1,Indoor electric,Electric light source indoors
Chest,FALSE,Supported,168,electric_indoor,4,24,16,24,4,1,Indoor electric,Electric light source indoors
Chest,FALSE,Supported,168,electric_indoor,5,44,26,44,7,1,Indoor electric,Electric light source indoors
Chest,FALSE,Supported,168,electric_indoor,6,80,40,80,8,1,Indoor electric,Electric light source indoors
Chest,FALSE,Supported,168,electric_indoor,7,150,63,150,8,1,Indoor electric,Electric light source indoors
Chest,FALSE,Supported,168,electric_indoor,8,166,75,166,8,1,Indoor electric,Electric light source indoors
Chest,FALSE,Supported,168,electric_indoor,9,199,87,199,8,1,Indoor electric,Electric light source indoors
Chest,FALSE,Supported,168,electric_indoor,10,231,96,231,8,1,Indoor electric,Electric light source indoors
Chest,FALSE,Supported,168,electric_indoor,11,249,98,249,8,1,Indoor electric,Electric light source indoors
Chest,FALSE,Supported,168,electric_indoor,12,237,98,237,8,1,Indoor electric,Electric light source indoors
Chest,FALSE,Supported,168,electric_indoor,13,239,96,239,8,1,Indoor electric,Electric light source indoors
Chest,FALSE,Supported,168,electric_indoor,14,246,98,246,8,1,Indoor electric,Electric light source indoors
Chest,FALSE,Supported,168,electric_indoor,15,245,99,245,8,1,Indoor electric,Electric light source indoors
Chest,FALSE,Supported,168,electric_indoor,16,253,102,253,8,1,Indoor electric,Electric light source indoors
Chest,FALSE,Supported,168,electric_indoor,17,288,107,288,8,1,Indoor electric,Electric light source indoors
Chest,FALSE,Supported,168,electric_indoor,18,387,120,387,8,1,Indoor electric,Electric light source indoors
Chest,FALSE,Supported,168,electric_indoor,19,463,127,463,8,1,Indoor electric,Electric light source indoors
Chest,FALSE,Supported,168,electric_indoor,20,540,135,540,8,1,Indoor electric,Electric light source indoors
Chest,FALSE,Supported,168,electric_indoor,21,530,129,530,8,1,Indoor electric,Electric light source indoors
Chest,FALSE,Supported,168,electric_indoor,22,430,124,430,8,1,Indoor electric,Electric light source indoors
Chest,FALSE,Supported,168,electric_indoor,23,242,90,242,8,1,Indoor electric,Electric light source indoors
Chest,TRUE,Locally sparse,168,electric_outdoor,0,7,5,7,3,2,Outdoor electric,Electric light source outdoors
Chest,TRUE,Locally sparse,168,electric_outdoor,1,6,3,6,2,2,Outdoor electric,Electric light source outdoors
Chest,TRUE,Locally sparse,168,electric_outdoor,2,3,2,3,1,2,Outdoor electric,Electric light source outdoors
Chest,TRUE,Locally sparse,168,electric_outdoor,3,1,1,1,1,2,Outdoor electric,Electric light source outdoors
Chest,TRUE,Locally sparse,168,electric_outdoor,4,1,1,1,1,2,Outdoor electric,Electric light source outdoors
Chest,TRUE,Locally sparse,168,electric_outdoor,5,2,2,2,2,2,Outdoor electric,Electric light source outdoors
Chest,TRUE,Locally sparse,168,electric_outdoor,6,1,1,1,1,2,Outdoor electric,Electric light source outdoors
Chest,TRUE,Locally sparse,168,electric_outdoor,7,3,2,3,2,2,Outdoor electric,Electric light source outdoors
Chest,TRUE,Locally sparse,168,electric_outdoor,8,5,3,5,3,2,Outdoor electric,Electric light source outdoors
Chest,TRUE,Locally sparse,168,electric_outdoor,9,3,2,3,2,2,Outdoor electric,Electric light source outdoors
Chest,TRUE,Locally sparse,168,electric_outdoor,10,3,2,3,2,2,Outdoor electric,Electric light source outdoors
Chest,TRUE,Locally sparse,168,electric_outdoor,11,3,2,3,2,2,Outdoor electric,Electric light source outdoors
Chest,TRUE,Locally sparse,168,electric_outdoor,12,1,1,1,1,2,Outdoor electric,Electric light source outdoors
Chest,TRUE,Locally sparse,168,electric_outdoor,13,1,1,1,1,2,Outdoor electric,Electric light source outdoors
Chest,TRUE,Locally sparse,168,electric_outdoor,14,4,3,4,3,2,Outdoor electric,Electric light source outdoors
Chest,TRUE,Locally sparse,168,electric_outdoor,15,1,1,1,1,2,Outdoor electric,Electric light source outdoors
Chest,TRUE,Locally sparse,168,electric_outdoor,16,3,3,3,2,2,Outdoor electric,Electric light source outdoors
Chest,TRUE,Locally sparse,168,electric_outdoor,17,8,8,8,4,2,Outdoor electric,Electric light source outdoors
Chest,FALSE,Supported,168,electric_outdoor,18,42,28,42,6,2,Outdoor electric,Electric light source outdoors
Chest,FALSE,Supported,168,electric_outdoor,19,45,28,45,6,2,Outdoor electric,Electric light source outdoors
Chest,FALSE,Supported,168,electric_outdoor,20,28,22,28,6,2,Outdoor electric,Electric light source outdoors
Chest,FALSE,Supported,168,electric_outdoor,21,20,18,20,7,2,Outdoor electric,Electric light source outdoors
Chest,TRUE,Locally sparse,168,electric_outdoor,22,16,13,16,7,2,Outdoor electric,Electric light source outdoors
Chest,TRUE,Locally sparse,168,electric_outdoor,23,12,10,12,7,2,Outdoor electric,Electric light source outdoors
Chest,TRUE,Locally sparse,168,daylight_indoor,0,4,3,4,2,3,Indoor daylight,Daylight indoors
Chest,TRUE,Locally sparse,168,daylight_indoor,1,1,1,1,1,3,Indoor daylight,Daylight indoors
Chest,FALSE,No observations,168,daylight_indoor,2,0,0,0,0,3,Indoor daylight,Daylight indoors
Chest,TRUE,Locally sparse,168,daylight_indoor,3,1,1,1,1,3,Indoor daylight,Daylight indoors
Chest,TRUE,Locally sparse,168,daylight_indoor,4,4,3,4,3,3,Indoor daylight,Daylight indoors
Chest,FALSE,Supported,168,daylight_indoor,5,34,19,34,6,3,Indoor daylight,Daylight indoors
Chest,FALSE,Supported,168,daylight_indoor,6,145,60,145,7,3,Indoor daylight,Daylight indoors
Chest,FALSE,Supported,168,daylight_indoor,7,223,81,223,8,3,Indoor daylight,Daylight indoors
Chest,FALSE,Supported,168,daylight_indoor,8,321,113,321,8,3,Indoor daylight,Daylight indoors
Chest,FALSE,Supported,168,daylight_indoor,9,399,131,399,8,3,Indoor daylight,Daylight indoors
Chest,FALSE,Supported,168,daylight_indoor,10,447,136,447,8,3,Indoor daylight,Daylight indoors
Chest,FALSE,Supported,168,daylight_indoor,11,436,136,436,8,3,Indoor daylight,Daylight indoors
Chest,FALSE,Supported,168,daylight_indoor,12,418,137,418,8,3,Indoor daylight,Daylight indoors
Chest,FALSE,Supported,168,daylight_indoor,13,427,135,427,8,3,Indoor daylight,Daylight indoors
Chest,FALSE,Supported,168,daylight_indoor,14,400,134,400,8,3,Indoor daylight,Daylight indoors
Chest,FALSE,Supported,168,daylight_indoor,15,402,135,402,8,3,Indoor daylight,Daylight indoors
Chest,FALSE,Supported,168,daylight_indoor,16,373,126,373,8,3,Indoor daylight,Daylight indoors
Chest,FALSE,Supported,168,daylight_indoor,17,324,115,324,8,3,Indoor daylight,Daylight indoors
Chest,FALSE,Supported,168,daylight_indoor,18,241,84,241,8,3,Indoor daylight,Daylight indoors
Chest,FALSE,Supported,168,daylight_indoor,19,169,66,169,8,3,Indoor daylight,Daylight indoors
Chest,FALSE,Supported,168,daylight_indoor,20,99,44,99,7,3,Indoor daylight,Daylight indoors
Chest,FALSE,Supported,168,daylight_indoor,21,70,36,70,7,3,Indoor daylight,Daylight indoors
Chest,FALSE,Supported,168,daylight_indoor,22,27,20,27,7,3,Indoor daylight,Daylight indoors
Chest,TRUE,Locally sparse,168,daylight_indoor,23,14,10,14,6,3,Indoor daylight,Daylight indoors
Chest,TRUE,Locally sparse,168,daylight_outdoor,0,3,3,3,2,4,Outdoor daylight,Daylight outdoors (including shade)
Chest,TRUE,Locally sparse,168,daylight_outdoor,1,1,1,1,1,4,Outdoor daylight,Daylight outdoors (including shade)
Chest,TRUE,Locally sparse,168,daylight_outdoor,2,1,1,1,1,4,Outdoor daylight,Daylight outdoors (including shade)
Chest,TRUE,Locally sparse,168,daylight_outdoor,3,1,1,1,1,4,Outdoor daylight,Daylight outdoors (including shade)
Chest,TRUE,Locally sparse,168,daylight_outdoor,4,1,1,1,1,4,Outdoor daylight,Daylight outdoors (including shade)
Chest,TRUE,Locally sparse,168,daylight_outdoor,5,6,5,6,1,4,Outdoor daylight,Daylight outdoors (including shade)
Chest,FALSE,Supported,168,daylight_outdoor,6,22,14,22,5,4,Outdoor daylight,Daylight outdoors (including shade)
Chest,FALSE,Supported,168,daylight_outdoor,7,55,32,55,6,4,Outdoor daylight,Daylight outdoors (including shade)
Chest,FALSE,Supported,168,daylight_outdoor,8,103,55,103,8,4,Outdoor daylight,Daylight outdoors (including shade)
Chest,FALSE,Supported,168,daylight_outdoor,9,108,62,108,8,4,Outdoor daylight,Daylight outdoors (including shade)
Chest,FALSE,Supported,168,daylight_outdoor,10,92,68,92,8,4,Outdoor daylight,Daylight outdoors (including shade)
Chest,FALSE,Supported,168,daylight_outdoor,11,99,68,99,8,4,Outdoor daylight,Daylight outdoors (including shade)
Chest,FALSE,Supported,168,daylight_outdoor,12,151,84,151,8,4,Outdoor daylight,Daylight outdoors (including shade)
Chest,FALSE,Supported,168,daylight_outdoor,13,139,86,139,8,4,Outdoor daylight,Daylight outdoors (including shade)
Chest,FALSE,Supported,168,daylight_outdoor,14,151,84,151,8,4,Outdoor daylight,Daylight outdoors (including shade)
