path,title,ids,duplicate_ids,table_count,gt_tables,image_count,script_count,header_sha256,footer_sha256,main_dom_sha256,main_sections,colgroups,main_h1_ids
_build/nathealth/notebooks/placement_decision.html,Sensor-placement decision – Nature Health analysis and manuscript,79,,0,0,0,15,1f425903a9698c005f0c2a62d44adc68a03ca9856c341c493c366827c22a9434,965040ca7d98f1fc785471f255a60f3485a1177938f6c48baac751513b4bca2c,0b4b82010c64ba8cc101028e25028a47834e489706c2428863817d1fa8bd1318,why-the-sensor-positions-stay-separate | how-the-positions-are-compared | what-sleep-period-measurements-represent,0,
_build/nathealth/notebooks/descriptives.html,Descriptive tables and figures – Nature Health analysis and manuscript,989,a::stub | stub_1_1 | stub_1_2 | stub_1_3 | stub_1_4 | stub_1_5 | stub_1_6 | stub_1_7 | stub_1_8 | Overall | RISE | THUAS | BAUA | MPI | TUM | FUSPCEU | IZTECH | UCR | KNUST | Site specifics | Data collection | stub_1_9 | stub_1_10 | stub_1_11 | stub_1_12 | stub_1_13 | Participant information | stub_1_14 | stub_1_15 | stub_1_16 | stub_1_17,8,8,23,15,2076626adad9e72b81abb3ea87e3b0bb93ea44d98ca2e4f8bca94b0c25eab4cc,fdfe102b9fce17b93b9b0e7457e06013473fbcd48cb3f4983e7534e1ebafbde5,19665d3a1f1e9fad4087561414b855314cc8f0a7d04e4e4f62fed463083d2ca9,study-sample-and-sites | data-coverage-and-measurement-placements | main-descriptive-figure-and-table | light-distributions-and-temporal-context | data-quality-and-denominator-qualifications | source-data-and-technical-provenance,3,
_build/nathealth/notebooks/hypotheses/H01.html,H01: Site differences in personal light exposure – Nature Health analysis and manuscript,3678,,37,37,27,16,a35525ddd115921f1e4b579c98ae703beb9c014b4c8e672096bf08a39001fa6a,c6da6bf49616ad74f401569ff724f9fe468b9baa7f27eaae03309c09745be4f5,4c3550e2015e709ba1b468d6510d2226545689d2ab5281729a8a97aeb8559c9b,hypothesis-and-analytical-question | what-was-analysed | statistical-models | results-overview | primary-near-eye-results | complementary-chest-results | matched-near-eye-and-chest-evidence | model-checks | sensitivity-analyses | interpretation | limitations | detailed-analysis-record | analysis-record-and-source-data,0,
_build/nathealth/audit/hypotheses/H01/H01_analysis_preparation.html,H01 analysis preparation and provenance – Nature Health analysis and manuscript,2477,,20,20,2,18,019329af7f5e91476809f49e1a837a27ea908b3a5f91f60d50fa1c15db0d23a1,6cc2ab949096487a207668020201daf54400bb824bfe99dc96471c12e9608db6,04b578efb81ae9b9acd149dc55c66326aeb3a28e425fe25c17b3bf5a9912e3e9,about-this-analysis-record | analysis-map | render-boundary | data-entering-the-analysis | the-17-metric-response-package | model-frame-and-sample-construction | model-construction | estimands-uncertainty-and-multiplicity | bootstrap-model-checks-and-influence | sensitivity-branches | limitations-and-qualifications | technical-provenance-and-reproduction,20,
_build/nathealth/notebooks/hypotheses/H02.html,H02: Daily melEDI patterns across sites and people – Nature Health analysis and manuscript,274,,15,15,5,22,c91f021dbe5f58b418af37cef5498cd579f5a51d4f529d59b283ec09372b35a6,5080e2b1b3f4e694c176b56117cb72b2a92175a2344142f09ce970be8fd0c249,0eed46b879d1c821ff9486d2ce9223b879f3f48e1e8f81a42eeafbab70cf3a68,question | what-was-analysed | model | primary-near-eye-result | complementary-chest-result | direct-comparison-of-near-eye-and-chest-patterns | model-checks | sensitivity-to-other-analytical-choices | interpretation | detailed-analysis-record,5,
_build/nathealth/audit/hypotheses/H02/H02_analysis_preparation.html,H02 analysis preparation and provenance – Nature Health analysis and manuscript,2412,,16,16,4,24,45ed0ded6f32bc088fa4e7fede76e76aa0c465f9f88a85e3c2abf1f2221fecdb,14ebb8d6dc46769881135e163d33108624b953b9350f1e6cc301b32b434d4f08,bd268a9d19c3de3fbb9d7b8b9f752a93c1d75696e3f72c31d73c940287f373f7,about-this-analysis-record | analysis-map | render-boundary | data-entering-the-analysis | fitted-samples-and-model-frames | response-transformation-and-nonlinear-model-construction | ordering-and-residual-dependence | from-fitted-models-to-reported-quantities | model-checks-and-influence-assessment | sensitivity-analyses-and-limitations | technical-provenance-and-reproduction,9,
_build/nathealth/notebooks/hypotheses/H03.html,H03: Self-reported light source and measured personal light exposure – Nature Health analysis and manuscript,209,,14,14,8,22,c91f021dbe5f58b418af37cef5498cd579f5a51d4f529d59b283ec09372b35a6,de182c3d20ae1beca66a84b6902faaa92c2a67aa9e9c414c73310042e10fcfa5,02cfce1af054b7a84aed3ecc7a6ccc22502de35d690d9c3d452d91716854a57d,question | what-was-analysed | principal-results | model-checks | sensitivity-analyses | exploratory-nonlinear-time-of-day-context | exploratory-linear-latitude-context | interpretation | detailed-analysis-record,1,
_build/nathealth/audit/hypotheses/H03/H03_analysis_preparation.html,H03 analysis preparation and provenance – Nature Health analysis and manuscript,3547,,27,27,4,19,45ed0ded6f32bc088fa4e7fede76e76aa0c465f9f88a85e3c2abf1f2221fecdb,4a1b6b03505776b1a109687a6f0fbc1b7679fe99d020e7a662d7a4e661f933d5,615225aa57c282a49b4a023906c393c864abbd3026a2e53969b1be5c4ceab1a5,about-this-analysis-record | analysis-map | verified-inputs | model-frames-and-support | population-mean-and-category-by-site-interaction-models | model-checks-and-influence | predefined-sensitivities | exploratory-nonlinear-time-of-day-and-linear-latitude-context | technical-provenance-and-reproduction,11,
_build/nathealth/notebooks/hypotheses/H04.html,H04: Self-reported activity and measured personal light exposure – Nature Health analysis and manuscript,257,,17,17,7,22,c91f021dbe5f58b418af37cef5498cd579f5a51d4f529d59b283ec09372b35a6,330cbb1c7ce87a2b18f24559a155c12b80c7128ed51e17c9df3dcfc07f5a48dc,6716a97979b90be343e739f4aa552d2c21168040586c7349f4b190d417d0dd70,question | what-was-analysed | terms-used-below | principal-activity-category-estimates | supporting-contrasts-and-omnibus-tests | sample-and-activity-support | model-and-estimand | site-specific-context | exploratory-participant-random-intercept-decomposition | model-checks | sensitivity-analyses | same-participant-same-hour-sensor-position-comparison | exploratory-time-of-day-context | interpretation | detailed-analysis-record,6,
_build/nathealth/audit/hypotheses/H04/H04_analysis_preparation.html,H04 analysis preparation and provenance – Nature Health analysis and manuscript,4382,,37,37,4,24,45ed0ded6f32bc088fa4e7fede76e76aa0c465f9f88a85e3c2abf1f2221fecdb,c2ca97ec32d20263bc1570c661391b937e85e449235de9cce2e48435ff8452d9,4be203430657a8ee01f4fa016f905f63c1ea6ba321d3b7592edfbf85f2a72432,about-this-analysis-record | analysis-map | verified-inputs-and-activity-representation | model-frames-outcome-and-support | population-mean-and-activity-by-site-models | model-checks-influence-and-sensitivities | exploratory-nonlinear-time-of-day-context | technical-provenance-and-reproduction,12,
_build/nathealth/notebooks/hypotheses/H05.html,H05: Habitual light-related behaviour and personal light exposure – Nature Health analysis and manuscript,645,,30,30,7,17,c91f021dbe5f58b418af37cef5498cd579f5a51d4f529d59b283ec09372b35a6,c554a3178d62cf8624e7db4827db6bfb61be43160e988cc91de62eff19e3bb80,bf8b4c7d7a5a1a0fc264c81c86ddfedf8e7bea4f64c8ee89f53eb9df5a023caa,question | orientation | primary-near-eye-result | complementary-chest-evidence | model-checks-and-the-unfit-sleep-environment-boundary | mder-results-and-upper-tail-checks | sensitivity-analyses | interpretation-and-limitations | detailed-analysis-record | preregistration-and-operational-context | source-data-and-technical-provenance,18,
_build/nathealth/audit/hypotheses/H05/H05_analysis_preparation.html,H05 analysis preparation and provenance – Nature Health analysis and manuscript,3501,,22,22,3,19,45ed0ded6f32bc088fa4e7fede76e76aa0c465f9f88a85e3c2abf1f2221fecdb,7d711fd09eb21075a4967b661ce57cabec42edb76c81d017bdc54dd4bf29a252,c2ade2214003134fd5cf792f4be6da15331437262aef8bee10b3db7877c071af,about-this-analysis-record | analysis-map | verified-inputs-and-questionnaire-factors | metric-construction-and-analytical-samples | models-estimands-and-inference | model-checks-and-influence | sensitivity-analyses | current-numerical-zero-and-mder-qualifications | technical-provenance,14,
_build/nathealth/notebooks/hypotheses/H06.html,"H06: Day type, exercise, sleep, and personal light exposure – Nature Health analysis and manuscript",1911,,14,14,6,16,a35525ddd115921f1e4b579c98ae703beb9c014b4c8e672096bf08a39001fa6a,059e84e6cccfe6655a08f9ba1ce4562e9473858775fada35a7cc6d9ad1d572ea,f1b74eca6fe7b6d7f7f1e17917250a029d6b7f3e777afb5cbfd12b2f766af3c1,scientific-question | reader-orientation | principal-hourly-result | site-dependence | sensitivity-and-complementary-sensor-evidence | model-check-qualification | exploratory-diary-and-clock-time-analyses | interpretation-and-limitations | h06-preregistration-deviations | detailed-analysis-record,0,
_build/nathealth/audit/hypotheses/H06/H06_analysis_preparation.html,H06 analysis preparation and provenance – Nature Health analysis and manuscript,2808,,30,30,3,19,45ed0ded6f32bc088fa4e7fede76e76aa0c465f9f88a85e3c2abf1f2221fecdb,ff5339503f4f239bdbe96312b74cb8eadd48120f5f2da9d5b059fa584094df50,a59fa25208f5e1cfa857faecc51f836e7bc7020b52e9eae8c9a73f7db227f5f3,analysis-path | inputs-outcome-predictors-and-exact-samples | observed-response-and-predictor-support | primary-model-and-estimands | model-checks-influence-and-sensitivity-analyses | exploratory-analyses | technical-provenance-and-reproduction,0,
_build/nathealth/notebooks/hypotheses/H06_daily.html,H06 daily metrics: day-level context and personal light exposure – Nature Health analysis and manuscript,232,,14,14,5,17,c91f021dbe5f58b418af37cef5498cd579f5a51d4f529d59b283ec09372b35a6,ac748155598a68829ceea825e4b0c1691f4c1d80a7a359bffa62fe1536589b47,9a20e76fa302b7b0b52102daa18b2907d1ac40fe650faa9b40539f77c9b0cdd3,scientific-question | data-and-analysis | primary-near-eye-results | complementary-placement-evidence | gap-timing-unaware-sensitivity | exploratory-mutually-adjusted-daily-analysis | exploratory-30-minute-time-of-day-gamm | comparison-with-the-selected-main-h06-analysis | model-checks-and-limitations | preregistration-context-and-source-data,0,
_build/nathealth/audit/hypotheses/H06_daily/H06_daily_analysis_preparation.html,H06 daily-metric analysis preparation and provenance – Nature Health analysis and manuscript,585,,17,17,1,19,45ed0ded6f32bc088fa4e7fede76e76aa0c465f9f88a85e3c2abf1f2221fecdb,342f96371915ff8a376ec46e8f7a3905a845e7aec6fcbfe52e4c5cf0ca22ac98,7228268e0b53c35c8cecf042c12e23b45177094fd081ef40d6dca1fc5013ca6c,analysis-path | exact-inputs-and-analytical-unit | fitted-samples-and-support | model-construction-and-estimands | model-checks-influence-and-sensitivities | exploratory-jointly-adjusted-daily-models | exploratory-30-minute-clock-time-gamm | code-stored-outputs-and-reproducibility,0,
_build/nathealth/notebooks/hypotheses/H07.html,H07: Photoperiod and qualifying transitions in personal light exposure – Nature Health analysis and manuscript,244,,11,11,2,15,c91f021dbe5f58b418af37cef5498cd579f5a51d4f529d59b283ec09372b35a6,589c23a7436ad01dd0ffadc7ef3144a9ee87a92e30937e3ead1ad46ecb1a02b6,ea30137a61455aec5f0c43460eeac43c29a4218e004e42aa050ae2406648ff59,scientific-question | data-sensor-positions-metrics-and-support | reading-guide | nonlinear-photoperiod-model-and-qualifying-transition-rule | primary-near-eye-result | complementary-chest-evidence | model-checks | sensitivity-analyses | site-influence-and-support | interpretation-and-limitations | h07-preregistration-deviations | source-data-and-technical-provenance,11,
_build/nathealth/audit/hypotheses/H07/H07_analysis_preparation.html,H07 analysis preparation and provenance – Nature Health analysis and manuscript,2002,,21,21,2,17,45ed0ded6f32bc088fa4e7fede76e76aa0c465f9f88a85e3c2abf1f2221fecdb,549edee8c5998540c445deb5dd48def1c91b5955ded9a8af2565a3e09571f884,aa69837670f213340817233048f31ad59b59c1839adf4928259c16bc015be84b,scientific-target | verified-inputs-and-exact-frames | candidate-samples-exclusions-and-support | metrics-units-and-response-construction | temporal-order-and-repeated-participant-days | nonlinear-model-curves-and-derivative-estimand | model-checks-and-support-limits | sensitivity-analyses-and-site-influence | technical-provenance-and-bounded-reproduction,16,
_build/nathealth/notebooks/hypotheses/H08.html,H08: Visual light sensitivity and personal light exposure – Nature Health analysis and manuscript,282,,15,15,5,15,c91f021dbe5f58b418af37cef5498cd579f5a51d4f529d59b283ec09372b35a6,148b260d423671100de95ebb6b4f1bc4d591b6b57a7234412ba15694b1b5b5a1,902e034c154c51b342805fa3f587345212e54f765839cb642648c177b7b80dcc,scientific-question | score-sensor-positions-and-light-exposure-metrics | statistical-models | exact-fitted-samples | primary-near-eye-results | complementary-chest-results | vlsq-8-by-site-interactions | same-participant-same-day-sensor-comparison | model-checks-and-influence | dataset-sensitivity | other-structured-sensitivities | interpretation | h08-preregistration-deviations | source-data-and-technical-provenance,1,
_build/nathealth/audit/hypotheses/H08/H08_analysis_preparation.html,H08 analysis preparation and provenance – Nature Health analysis and manuscript,2463,,19,19,3,17,45ed0ded6f32bc088fa4e7fede76e76aa0c465f9f88a85e3c2abf1f2221fecdb,f5280be1876bca737206e0a9265ba7dbbb302a5a471db5ea52ebf95d83423812,81949b46430b5f23c98a6dda402d68ab2fc3af3ac82ea96c19af12fdbfc94e9e,purpose | analysis-map | verified-inputs | vlsq-8-predictor | metrics-and-analytical-samples | model-construction-and-inference | model-checks-and-influence | sensitivity-analyses | technical-provenance,15,
_build/nathealth/notebooks/hypotheses/H09.html,H09: Chronotype and timing of personal light exposure – Nature Health analysis and manuscript,143,,11,11,4,15,c91f021dbe5f58b418af37cef5498cd579f5a51d4f529d59b283ec09372b35a6,cdbf590cddb284bc854dabdc91c9cddc0cc4e61f871287c282d82670e044eac8,e103edcaa883249fa6c10b097b9f7059f5a90f7d0b19a653a202b406018a32e7,hypothesis-and-analytical-question | chronotype-constructs-and-timing-outcomes | statistical-approach | exact-fitted-samples | primary-near-eye-results | complementary-chest-results | same-participant-and-same-day-placement-evidence | chronotype-by-site-interactions | model-checks-dependence-influence-and-limitations | dataset-sensitivity | other-named-sensitivity-analyses | interpretation | h09-preregistration-deviations | source-data-and-technical-provenance,2,
_build/nathealth/audit/hypotheses/H09/H09_analysis_preparation.html,H09 analysis preparation and provenance – Nature Health analysis and manuscript,2112,,19,19,1,17,45ed0ded6f32bc088fa4e7fede76e76aa0c465f9f88a85e3c2abf1f2221fecdb,4204726799656dac93d2a6844506db7a81f4a9f9839e543a9a8e6b543a800eff,228d19be3e733058714a636ba548d94f799cd98f14351d2c5bfef49b6ea7c369,purpose | analysis-map | verified-inputs-and-chronotype-predictors | timing-metrics-and-analytical-samples | models-estimands-uncertainty-and-multiplicity | model-checks-influence-and-limitations | named-sensitivity-analyses | technical-provenance,4,
_build/nathealth/notebooks/hypotheses/H10.html,"H10: Age, measured biological sex, and personal light exposure – Nature Health analysis and manuscript",215,,15,15,8,15,c91f021dbe5f58b418af37cef5498cd579f5a51d4f529d59b283ec09372b35a6,608a606803f0b47277c8fc4048850ab67824cdab1283d68c8ea7eb25fe126383,700916812c6be575afb05b7d8c7bd63602237109de7fe7911ce40bcea69f18b9,hypothesis-and-question | methods-and-rationale | main-results | detailed-results | model-checks | sensitivity-analyses | interpretation-and-limitations | h10-preregistration-deviations | source-data-and-technical-provenance,1, |  |  |  |  |  |  |  |  | 
_build/nathealth/audit/hypotheses/H10/H10_analysis_preparation.html,H10 analysis preparation and provenance – Nature Health analysis and manuscript,2076,,19,19,2,17,45ed0ded6f32bc088fa4e7fede76e76aa0c465f9f88a85e3c2abf1f2221fecdb,9ca4d079908c285e5796172ff2d897d3b0fac577e45e5b30e65339df8a1669d7,4337313f614c4b5b5cbba0403b778b769aec740a072ca0959b253088b7d791ea,purpose | analysis-map | verified-inputs-demographic-construct-and-response-contracts | model-construction-and-inference | model-checks-influence-and-limitations | sensitivity-analyses | technical-provenance,4,
_build/nathealth/notebooks/hypotheses/H11.html,H11: Biological sex and daily personal light-exposure patterns – Nature Health analysis and manuscript,272,,15,15,8,15,c91f021dbe5f58b418af37cef5498cd579f5a51d4f529d59b283ec09372b35a6,6a407060ab817034e25beab4c5494335ace568c83b9df71a79868574b2b63f5a,296aa92cec5b3e920dae969893dcc687d3da38041cb83a5d76afdf8342da54fe,question | what-was-analysed | primary-near-eye-result | complementary-chest-result | can-the-global-results-be-separated-into-level-and-shape | exploratory-activity-context-sensitivity | data-preparation-sensitivity | model-checks | interpretation | h11-preregistration-deviations | source-data-and-technical-provenance,8,
_build/nathealth/audit/hypotheses/H11/H11_analysis_preparation.html,H11 analysis preparation and provenance – Nature Health analysis and manuscript,2393,,26,26,3,22,45ed0ded6f32bc088fa4e7fede76e76aa0c465f9f88a85e3c2abf1f2221fecdb,7f0d3f7620455917a095e627db0aaa1b3d2769acba3e663c3d8a75ca268473cb,f5a98e72d993e40fddfdb55c1150fa8b0394546b4fffa757cce1aa7ce3fe614a,purpose | analysis-map | verified-inherited-h02-frames | nonlinear-gam-construction | estimand-uncertainty-and-multiplicity | model-checks-residual-dependence-and-influence | sensitivity-analyses-and-deferred-comparisons | technical-provenance,0,
_build/nathealth/notebooks/sensitivity_battery.html,Planned sensitivity checks – Nature Health analysis and manuscript,122,,0,0,0,15,2076626adad9e72b81abb3ea87e3b0bb93ea44d98ca2e4f8bca94b0c25eab4cc,96e18a9dcdba80dc7ccf4d7f1d6b9200628e488c2a84811b7eef866f42eef6f3,5bf22ca263fd9d62f525bca04aa9e00c6296e1fd44ed956b894f5f7b2d29a069,purpose | manuscript-prepared-data-sensitivity | what-this-notebook-uses-and-produces,0,
audit/manuscript_nature_health/final_format_completion_2026_09_14/project/html_round2/ZaunerEtAl2026_NatHealth_phase3_brown.html,The health-relevant architecture of the everyday light exposome,588,,19,19,77,8,,,ba73a93a31cb33b7e84ce2660424766cf13331afeefbfdc7238bad975a1ab96d,abstract | introduction | results | discussion | methods | data-availability | code-availability | references | acknowledgements | funding | author-contributions | competing-interests | supplementary-information,11, |  |  |  |  |  |  |  |  |  |  |  |  | 
manuscript/R0_NatHealth/_output/ZaunerEtAl2026_NatHealth_phase3_brown.html,The multiscale architecture of personal light exposure,582,,19,19,74,8,,,f58a4dd1a481f3d365fa1b023cd682a3a3161808c35623f1b0531647a34df5ba,results | discussion | methods | data-availability | code-availability | references | acknowledgements | funding | author-contributions | competing-interests | supplementary-information,11, |  |  |  |  |  |  |  |  |  |  | 
