path,sha256_12sep,current_sha256,exact
notebooks/descriptives.qmd,c17fef3ca932fa8cf195f6ae6604e822e3b46235cefd6a081d4eef69b88546bc,c17fef3ca932fa8cf195f6ae6604e822e3b46235cefd6a081d4eef69b88546bc,True
notebooks/preregistration_deviations.qmd,b542018a0e127b280fc5a106928d8689307c420f2e62913f4047d5c4c292bc6d,b542018a0e127b280fc5a106928d8689307c420f2e62913f4047d5c4c292bc6d,True
notebooks/hypotheses/H01.qmd,4618b80ed84518d94b8e8fe8b80db1fc43d272c2781c5294b3cc48b019348d43,4618b80ed84518d94b8e8fe8b80db1fc43d272c2781c5294b3cc48b019348d43,True
audit/hypotheses/H01/H01_analysis_preparation.qmd,c6435a5f482df40c20f3d4d6e4f77d07f2a4f0bb3f1f2687efd2ebf92829e044,c6435a5f482df40c20f3d4d6e4f77d07f2a4f0bb3f1f2687efd2ebf92829e044,True
notebooks/hypotheses/H02.qmd,b50b55eebb75f120928707821dc3b8e8d6f16905418c56d8d689744926ff3de8,b50b55eebb75f120928707821dc3b8e8d6f16905418c56d8d689744926ff3de8,True
audit/hypotheses/H02/H02_analysis_preparation.qmd,92424e41a7f54d05b816ff79144850a27aabc8181aa705384b22f4c7cdc3b9a1,92424e41a7f54d05b816ff79144850a27aabc8181aa705384b22f4c7cdc3b9a1,True
notebooks/hypotheses/H03.qmd,27c1fea54e5f32570613df80768d1fb5b668f3033aee90069820e951001c2513,27c1fea54e5f32570613df80768d1fb5b668f3033aee90069820e951001c2513,True
audit/hypotheses/H03/H03_analysis_preparation.qmd,59270288388e48ceef880ffa4a2ba0e87b8deeb9a8046b49510c4e525ff8c131,59270288388e48ceef880ffa4a2ba0e87b8deeb9a8046b49510c4e525ff8c131,True
notebooks/hypotheses/H04.qmd,243896d4c22f68d23027f77f3721882e0a3d55274e67014e75d6ff55e2e243af,243896d4c22f68d23027f77f3721882e0a3d55274e67014e75d6ff55e2e243af,True
audit/hypotheses/H04/H04_analysis_preparation.qmd,5b6255184ab1988f2b89dfc363e1eb7d010d6f85436c7ff32754289af6e6de48,5b6255184ab1988f2b89dfc363e1eb7d010d6f85436c7ff32754289af6e6de48,True
notebooks/hypotheses/H05.qmd,f748873f5f68198665fc3cb3d7047f586c619408f86e5e22bd9814593f9f2780,f748873f5f68198665fc3cb3d7047f586c619408f86e5e22bd9814593f9f2780,True
audit/hypotheses/H05/H05_analysis_preparation.qmd,843f60f890daac0e41c6655bc365ab0325e3f582e011610469a799946b2f2811,843f60f890daac0e41c6655bc365ab0325e3f582e011610469a799946b2f2811,True
notebooks/hypotheses/H06.qmd,5f8ec988d680e1a3e3dbf2410f0d4e6a49ded80a9990b3a09661aebdc98cbd4e,5f8ec988d680e1a3e3dbf2410f0d4e6a49ded80a9990b3a09661aebdc98cbd4e,True
audit/hypotheses/H06/H06_analysis_preparation.qmd,5b128499a1f1a9312089ec47dfd1ba30cebb2a31059608659c0aa464753abfa0,5b128499a1f1a9312089ec47dfd1ba30cebb2a31059608659c0aa464753abfa0,True
notebooks/hypotheses/H06_daily.qmd,ddf7e8af287831b80243b4d35e83546fa6ee8f7f3794c9874d4712648b3eb2e7,ddf7e8af287831b80243b4d35e83546fa6ee8f7f3794c9874d4712648b3eb2e7,True
audit/hypotheses/H06_daily/H06_daily_analysis_preparation.qmd,b1d2c9ec6184e9c537af04119d94040b581ae691069e38e0a713935ab1582536,b1d2c9ec6184e9c537af04119d94040b581ae691069e38e0a713935ab1582536,True
notebooks/hypotheses/H07.qmd,c2d24ee7199fc8399e7edfa1192a21de7c31bd7854a89d356386c5e669ff55ca,c2d24ee7199fc8399e7edfa1192a21de7c31bd7854a89d356386c5e669ff55ca,True
audit/hypotheses/H07/H07_analysis_preparation.qmd,a6c05e81333bb612e99ef431f42f47860ac26b6d5c0f0f44ecbce019ee470d1b,a6c05e81333bb612e99ef431f42f47860ac26b6d5c0f0f44ecbce019ee470d1b,True
notebooks/hypotheses/H08.qmd,56cdd3382ff933f20706d50e75af00160ebdc3c503307f9fdf02fb7c2ae6e859,56cdd3382ff933f20706d50e75af00160ebdc3c503307f9fdf02fb7c2ae6e859,True
audit/hypotheses/H08/H08_analysis_preparation.qmd,3eeeda47c909be2ca32bf234af18f2d690f1c3e7b26e854f7311c0d8300f6f2d,3eeeda47c909be2ca32bf234af18f2d690f1c3e7b26e854f7311c0d8300f6f2d,True
notebooks/hypotheses/H09.qmd,ae5b23d11e2c623b7150df7fe14292df4380e6417028630c30a30ae7dff1b34c,ae5b23d11e2c623b7150df7fe14292df4380e6417028630c30a30ae7dff1b34c,True
audit/hypotheses/H09/H09_analysis_preparation.qmd,394a976e52faf002cb2034a13353a053aae8bfda8942a79c2eb007017cae014f,394a976e52faf002cb2034a13353a053aae8bfda8942a79c2eb007017cae014f,True
notebooks/hypotheses/H10.qmd,0b2daad24e16ad62a87c2b74d5989cb2ff3738dca47d5dd3fda0af366e93c855,0b2daad24e16ad62a87c2b74d5989cb2ff3738dca47d5dd3fda0af366e93c855,True
audit/hypotheses/H10/H10_analysis_preparation.qmd,706fe46f293bd09bfd3cb75c14bc3082410a452acfff666d76219f266fded1a6,706fe46f293bd09bfd3cb75c14bc3082410a452acfff666d76219f266fded1a6,True
notebooks/hypotheses/H11.qmd,a30520f117d65cf13b0cd87fce56395307582c9dfefa1b016332c6a695b80fb5,a30520f117d65cf13b0cd87fce56395307582c9dfefa1b016332c6a695b80fb5,True
audit/hypotheses/H11/H11_analysis_preparation.qmd,3f5a0d2ead03d2cb149451709110b59ba1387401f9ff633dfba1a0663f4b0816,3f5a0d2ead03d2cb149451709110b59ba1387401f9ff633dfba1a0663f4b0816,True
notebooks/sensitivity_battery.qmd,d2d1777062dbf58eca69cc58eadd6ad17a7ce80f4a8f335b6828f54ffcbfeb70,d2d1777062dbf58eca69cc58eadd6ad17a7ce80f4a8f335b6828f54ffcbfeb70,True
scripts/hypotheses/H06/h06_contract.R,b11447a49a52a6a1a66618f9f471c0cda5284cbb8a251f7dffb2512d9ede231f,b11447a49a52a6a1a66618f9f471c0cda5284cbb8a251f7dffb2512d9ede231f,True
scripts/report_harmonization/post_render_gt_html_semantics.R,28c1105840834e95a37f84eaded9a2c595b9febd568fbc763daef247a53d7205,28c1105840834e95a37f84eaded9a2c595b9febd568fbc763daef247a53d7205,True
scripts/report_harmonization/repair_gt_html_semantics.R,7c949930fec862a4ce783c28d0256d36cb45de7c017bd9fcbb7cb910599463d1,7c949930fec862a4ce783c28d0256d36cb45de7c017bd9fcbb7cb910599463d1,True
scripts/descriptives/build_descriptives.R,b7c07ddb3050c5daa5e0ff9ffd06944c65077cd4c86d362c950004e0ebe322b7,b7c07ddb3050c5daa5e0ff9ffd06944c65077cd4c86d362c950004e0ebe322b7,True
scripts/hypotheses/H01/h01_contract.R,dfa35f7c8a1ca8a1f2132c6930a8ac219c461ffac769a7423bf85522430da81a,dfa35f7c8a1ca8a1f2132c6930a8ac219c461ffac769a7423bf85522430da81a,True
scripts/pipeline/p_value_display.R,ea33b30d2c887b033c7e22e2358be7e403ce7116261a4d0c0fbc6bf214eeb1a2,ea33b30d2c887b033c7e22e2358be7e403ce7116261a4d0c0fbc6bf214eeb1a2,True
scripts/pipeline/paths_io.R,ad7ec3eb6fe76b0b47498d3efa0ae247ac0da3b9cd43a7d3731ea102d3bedc6c,ad7ec3eb6fe76b0b47498d3efa0ae247ac0da3b9cd43a7d3731ea102d3bedc6c,True
scripts/hypotheses/H02/h02_contract.R,48fef63abda50e1189b019254d56d588d539c40a984fde66502ec468878c72f0,48fef63abda50e1189b019254d56d588d539c40a984fde66502ec468878c72f0,True
scripts/pipeline/assertions.R,c9bda06ee4375c8e53ab665bebcbce760f97b00422e9a6f20e5739375dc35bb3,c9bda06ee4375c8e53ab665bebcbce760f97b00422e9a6f20e5739375dc35bb3,True
scripts/pipeline/site_solar_context.R,553632348d8681d99962024d465c4ad85ac2686742caa1d80c36a6633328829f,553632348d8681d99962024d465c4ad85ac2686742caa1d80c36a6633328829f,True
scripts/descriptives/descriptive_contract.R,9f5123dd359cd490a62e754dbf9e11f55a63a5664ea79ee5952a678c825d7d63,9f5123dd359cd490a62e754dbf9e11f55a63a5664ea79ee5952a678c825d7d63,True
scripts/descriptives/build_descriptive_data.R,ad4160bf7a97dae1e0260f3ff7f67ddcb72a29b8b8a60a12979815f71f52f62b,ad4160bf7a97dae1e0260f3ff7f67ddcb72a29b8b8a60a12979815f71f52f62b,True
scripts/descriptives/build_descriptive_replications.R,38b7eb62925e8b258d9747baa03646f56344bf52d32e96c98dc7bfa9a37141d8,38b7eb62925e8b258d9747baa03646f56344bf52d32e96c98dc7bfa9a37141d8,True
scripts/descriptives/build_previous_comparisons.R,b00bae28112a0170b8a49d49cc22c7c5e15f23ca47b24c6a9ec38ee440b8804c,b00bae28112a0170b8a49d49cc22c7c5e15f23ca47b24c6a9ec38ee440b8804c,True
scripts/descriptives/build_publication_tables.R,d944e4b4343b98f27a02beb50219f197007cd6c5cb6eecb5ed6f71b14d4ab886,d944e4b4343b98f27a02beb50219f197007cd6c5cb6eecb5ed6f71b14d4ab886,True
scripts/descriptives/plot_descriptive_figures.R,76f08b8a3542255f6f7deee773584058e327b842658b973acc0487809872cc08,76f08b8a3542255f6f7deee773584058e327b842658b973acc0487809872cc08,True
scripts/descriptives/plot_descriptive_replications.R,84e84dd673b828243cb383380752adb22828274b80923c30a0bc9bd6bef75786,84e84dd673b828243cb383380752adb22828274b80923c30a0bc9bd6bef75786,True
