path,image_index,mime,bytes,sha256
audit/manuscript_nature_health/final_format_completion_2026_09_14/project/html_round2/ZaunerEtAl2026_NatHealth_phase3_brown.html,43,image/png,65042,d8fe9a8ebe403229ff1f49f283478518d38378fb608632a4bc0c076c0a76dbb7
audit/manuscript_nature_health/final_format_completion_2026_09_14/project/html_round2/ZaunerEtAl2026_NatHealth_phase3_brown.html,44,image/png,80112,d28d6a996cfb2a1d448e06302ba78418f421c95a8ee54fc373be72ea400726a0
audit/manuscript_nature_health/final_format_completion_2026_09_14/project/html_round2/ZaunerEtAl2026_NatHealth_phase3_brown.html,45,image/png,87252,6b612f9ab1059e562433a3282211ddbb93d1e67723b5a280ebee133fcd333878
audit/manuscript_nature_health/final_format_completion_2026_09_14/project/html_round2/ZaunerEtAl2026_NatHealth_phase3_brown.html,46,image/png,82042,88d3593f9558b02e243d9dd1d157772127575ec3ceb87366cdfcdd486b416093
audit/manuscript_nature_health/final_format_completion_2026_09_14/project/html_round2/ZaunerEtAl2026_NatHealth_phase3_brown.html,47,image/png,85730,43826a4ceb1920fcf0c38c6d3fd322ba1130a1bfc76143c645e7f4c5f523863d
audit/manuscript_nature_health/final_format_completion_2026_09_14/project/html_round2/ZaunerEtAl2026_NatHealth_phase3_brown.html,48,image/png,75287,2a3e088bb6e09fc7a06660f9a7f495cc25d21d1fde98fd9b29376853f21ee793
audit/manuscript_nature_health/final_format_completion_2026_09_14/project/html_round2/ZaunerEtAl2026_NatHealth_phase3_brown.html,49,image/png,80601,caf9771fdb384793a1ee48db1e0c854125cba37713f3f8bfe7b6bcb4cbadc13b
audit/manuscript_nature_health/final_format_completion_2026_09_14/project/html_round2/ZaunerEtAl2026_NatHealth_phase3_brown.html,50,image/png,61901,2d1e9f2110a54b88cd9255732d6dff0b31f07a9f43f6128d3b10a2e17ead6f08
audit/manuscript_nature_health/final_format_completion_2026_09_14/project/html_round2/ZaunerEtAl2026_NatHealth_phase3_brown.html,51,image/png,60377,9b924723a0ba026f7ffc777b8f99981220625e57886e8fbef559954c7d61f829
audit/manuscript_nature_health/final_format_completion_2026_09_14/project/html_round2/ZaunerEtAl2026_NatHealth_phase3_brown.html,52,image/png,81035,ef576e4cf9ba7e2188475aa0e0e49a22afbea07fa12204a123c6b95eb4602788
audit/manuscript_nature_health/final_format_completion_2026_09_14/project/html_round2/ZaunerEtAl2026_NatHealth_phase3_brown.html,53,image/png,73643,3316dca7ebfce2c4ae79254777a4de91f1ff3a407e5bbd00f54973331dfe9107
audit/manuscript_nature_health/final_format_completion_2026_09_14/project/html_round2/ZaunerEtAl2026_NatHealth_phase3_brown.html,54,image/png,79801,ffae192a539a6f6df89683f08e0f5911e770b0b7b82c0cfc28e663741b6f155f
audit/manuscript_nature_health/final_format_completion_2026_09_14/project/html_round2/ZaunerEtAl2026_NatHealth_phase3_brown.html,55,image/png,92058,eca42ff18f6fa50bec94518f8d061562726a50e75d8db890fbdc443b1c7f7f1e
audit/manuscript_nature_health/final_format_completion_2026_09_14/project/html_round2/ZaunerEtAl2026_NatHealth_phase3_brown.html,56,image/png,79202,6b68a01659af436ff3e2d16c71152b06b7dfbb9f9b693d712154bf99e51a9cea
audit/manuscript_nature_health/final_format_completion_2026_09_14/project/html_round2/ZaunerEtAl2026_NatHealth_phase3_brown.html,57,image/svg+xml,6313499,63c21b0d084b76e63e50d24f097ab3a881c7056ca4d73c7def5f7a064d1daf05
audit/manuscript_nature_health/final_format_completion_2026_09_14/project/html_round2/ZaunerEtAl2026_NatHealth_phase3_brown.html,58,image/svg+xml,150676,61de5a9df7dda373d27935a9905bde99c2857c52787dafaedbb11a240efa7bbe
audit/manuscript_nature_health/final_format_completion_2026_09_14/project/html_round2/ZaunerEtAl2026_NatHealth_phase3_brown.html,59,image/svg+xml,177168,58b7263ac915e910c268d840f00cb1a036fcc7036ed7b1ef0a201bb4202117fa
audit/manuscript_nature_health/final_format_completion_2026_09_14/project/html_round2/ZaunerEtAl2026_NatHealth_phase3_brown.html,60,image/svg+xml,8145,11b008bda0e8cfce327a943e23107ec26d31bc7c434184f6636aec4d48861353
audit/manuscript_nature_health/final_format_completion_2026_09_14/project/html_round2/ZaunerEtAl2026_NatHealth_phase3_brown.html,61,image/svg+xml,28784,ecca6b95391659817dee792c9abd35acf3a7a93aaf184203ad0c284258708b86
audit/manuscript_nature_health/final_format_completion_2026_09_14/project/html_round2/ZaunerEtAl2026_NatHealth_phase3_brown.html,62,image/svg+xml,29691,62414031116e794769d6f59ba4e5ac73fd2d44d698b54ff9ef1f0c3344c5c8b5
audit/manuscript_nature_health/final_format_completion_2026_09_14/project/html_round2/ZaunerEtAl2026_NatHealth_phase3_brown.html,63,image/svg+xml,108600,200e85cb494e28865cafe677c860ec8a6e4eb426c86c78b37819a4bd19e08653
audit/manuscript_nature_health/final_format_completion_2026_09_14/project/html_round2/ZaunerEtAl2026_NatHealth_phase3_brown.html,64,image/svg+xml,54914,4ddf972fc4c8082594d13a3b446537ae8a525ca35077e0605967f9c4c0ce519e
audit/manuscript_nature_health/final_format_completion_2026_09_14/project/html_round2/ZaunerEtAl2026_NatHealth_phase3_brown.html,65,image/svg+xml,1238493,f12465fd629c44bbcc7f09a13fccd88b41eda9b80d1cba1310bbdab4ce52ba57
audit/manuscript_nature_health/final_format_completion_2026_09_14/project/html_round2/ZaunerEtAl2026_NatHealth_phase3_brown.html,66,image/svg+xml,240560,a510c6bc356bba1ed748d4f0f4a308669b218af36af0b06e0fc18f82014674b3
audit/manuscript_nature_health/final_format_completion_2026_09_14/project/html_round2/ZaunerEtAl2026_NatHealth_phase3_brown.html,67,image/svg+xml,7423,e9d44034ace69fc82f67079fdabb266827cc06e053f948bd47e90d6ce1a47e14
audit/manuscript_nature_health/final_format_completion_2026_09_14/project/html_round2/ZaunerEtAl2026_NatHealth_phase3_brown.html,68,image/svg+xml,57982,3005cbcd8c8b7a40339542fbe776853567d0ff56ae4d98fa6d2ebee6118110d3
audit/manuscript_nature_health/final_format_completion_2026_09_14/project/html_round2/ZaunerEtAl2026_NatHealth_phase3_brown.html,69,image/svg+xml,58495,07b54b298f8c159432f08fc81b0ca2025915c1eb2128d6b02783f14987c58fb0
audit/manuscript_nature_health/final_format_completion_2026_09_14/project/html_round2/ZaunerEtAl2026_NatHealth_phase3_brown.html,70,image/svg+xml,29707,2b955196ce35eae1c973201a00523e538a6535ac59c8abe240160611a74c8b83
audit/manuscript_nature_health/final_format_completion_2026_09_14/project/html_round2/ZaunerEtAl2026_NatHealth_phase3_brown.html,71,image/svg+xml,66573,e9d7d60100403aea3ac25282f9be33f981b182a09e74479cd160bdc296ae63b3
audit/manuscript_nature_health/final_format_completion_2026_09_14/project/html_round2/ZaunerEtAl2026_NatHealth_phase3_brown.html,72,image/svg+xml,12850,f0f77bbd896739941d8ae63bb24ed889528a410a963c2123b07ca3a825f7ddee
audit/manuscript_nature_health/final_format_completion_2026_09_14/project/html_round2/ZaunerEtAl2026_NatHealth_phase3_brown.html,73,image/svg+xml,20707,a3f9bdb969c075d33adf9a0e6e751a1f967d5111856fcd0db07cbc36575a745a
audit/manuscript_nature_health/final_format_completion_2026_09_14/project/html_round2/ZaunerEtAl2026_NatHealth_phase3_brown.html,74,image/svg+xml,1245095,0a3d0cabcd6cdb67db072cfa566448a885a774db519bea442a973896a7d616e8
audit/manuscript_nature_health/final_format_completion_2026_09_14/project/html_round2/ZaunerEtAl2026_NatHealth_phase3_brown.html,75,image/svg+xml,88725,1340491390703f642e30b0284bd4e0416a704015bc717dd2a6e56a8073901799
audit/manuscript_nature_health/final_format_completion_2026_09_14/project/html_round2/ZaunerEtAl2026_NatHealth_phase3_brown.html,76,image/svg+xml,25379,ee82f8f1ef3f360a584a92712ea1e9e1e48341617d5d0e332743c72c956cdbfe
manuscript/R0_NatHealth/_output/ZaunerEtAl2026_NatHealth_phase3_brown.html,0,image/png,1261,cb273c1ff10d304ce1b6108a172bfd1660561e7fd8133b083cd66ee0f4a0a944
manuscript/R0_NatHealth/_output/ZaunerEtAl2026_NatHealth_phase3_brown.html,1,image/png,1261,cb273c1ff10d304ce1b6108a172bfd1660561e7fd8133b083cd66ee0f4a0a944
manuscript/R0_NatHealth/_output/ZaunerEtAl2026_NatHealth_phase3_brown.html,2,image/png,1261,cb273c1ff10d304ce1b6108a172bfd1660561e7fd8133b083cd66ee0f4a0a944
manuscript/R0_NatHealth/_output/ZaunerEtAl2026_NatHealth_phase3_brown.html,3,image/png,1261,cb273c1ff10d304ce1b6108a172bfd1660561e7fd8133b083cd66ee0f4a0a944
manuscript/R0_NatHealth/_output/ZaunerEtAl2026_NatHealth_phase3_brown.html,4,image/png,1261,cb273c1ff10d304ce1b6108a172bfd1660561e7fd8133b083cd66ee0f4a0a944
manuscript/R0_NatHealth/_output/ZaunerEtAl2026_NatHealth_phase3_brown.html,5,image/png,1261,cb273c1ff10d304ce1b6108a172bfd1660561e7fd8133b083cd66ee0f4a0a944
manuscript/R0_NatHealth/_output/ZaunerEtAl2026_NatHealth_phase3_brown.html,6,image/png,1261,cb273c1ff10d304ce1b6108a172bfd1660561e7fd8133b083cd66ee0f4a0a944
manuscript/R0_NatHealth/_output/ZaunerEtAl2026_NatHealth_phase3_brown.html,7,image/png,1261,cb273c1ff10d304ce1b6108a172bfd1660561e7fd8133b083cd66ee0f4a0a944
manuscript/R0_NatHealth/_output/ZaunerEtAl2026_NatHealth_phase3_brown.html,8,image/png,1261,cb273c1ff10d304ce1b6108a172bfd1660561e7fd8133b083cd66ee0f4a0a944
manuscript/R0_NatHealth/_output/ZaunerEtAl2026_NatHealth_phase3_brown.html,9,image/png,1261,cb273c1ff10d304ce1b6108a172bfd1660561e7fd8133b083cd66ee0f4a0a944
manuscript/R0_NatHealth/_output/ZaunerEtAl2026_NatHealth_phase3_brown.html,10,image/png,1261,cb273c1ff10d304ce1b6108a172bfd1660561e7fd8133b083cd66ee0f4a0a944
manuscript/R0_NatHealth/_output/ZaunerEtAl2026_NatHealth_phase3_brown.html,11,image/png,1261,cb273c1ff10d304ce1b6108a172bfd1660561e7fd8133b083cd66ee0f4a0a944
manuscript/R0_NatHealth/_output/ZaunerEtAl2026_NatHealth_phase3_brown.html,12,image/png,1261,cb273c1ff10d304ce1b6108a172bfd1660561e7fd8133b083cd66ee0f4a0a944
manuscript/R0_NatHealth/_output/ZaunerEtAl2026_NatHealth_phase3_brown.html,13,image/png,1261,cb273c1ff10d304ce1b6108a172bfd1660561e7fd8133b083cd66ee0f4a0a944
manuscript/R0_NatHealth/_output/ZaunerEtAl2026_NatHealth_phase3_brown.html,14,image/png,1261,cb273c1ff10d304ce1b6108a172bfd1660561e7fd8133b083cd66ee0f4a0a944
manuscript/R0_NatHealth/_output/ZaunerEtAl2026_NatHealth_phase3_brown.html,15,image/png,1261,cb273c1ff10d304ce1b6108a172bfd1660561e7fd8133b083cd66ee0f4a0a944
manuscript/R0_NatHealth/_output/ZaunerEtAl2026_NatHealth_phase3_brown.html,16,image/png,1261,cb273c1ff10d304ce1b6108a172bfd1660561e7fd8133b083cd66ee0f4a0a944
manuscript/R0_NatHealth/_output/ZaunerEtAl2026_NatHealth_phase3_brown.html,17,image/png,1261,cb273c1ff10d304ce1b6108a172bfd1660561e7fd8133b083cd66ee0f4a0a944
manuscript/R0_NatHealth/_output/ZaunerEtAl2026_NatHealth_phase3_brown.html,18,image/png,1261,cb273c1ff10d304ce1b6108a172bfd1660561e7fd8133b083cd66ee0f4a0a944
manuscript/R0_NatHealth/_output/ZaunerEtAl2026_NatHealth_phase3_brown.html,19,image/png,1261,cb273c1ff10d304ce1b6108a172bfd1660561e7fd8133b083cd66ee0f4a0a944
manuscript/R0_NatHealth/_output/ZaunerEtAl2026_NatHealth_phase3_brown.html,20,image/png,2540471,97c4e60318a9e0733da44a97cc8bd176ac4ebc85c4e41bdd40d900b32fca7248
manuscript/R0_NatHealth/_output/ZaunerEtAl2026_NatHealth_phase3_brown.html,21,image/png,2389678,2d31f38a169659b37a16c44b9845605186709e4dc7734a8f97342408711f9ac2
manuscript/R0_NatHealth/_output/ZaunerEtAl2026_NatHealth_phase3_brown.html,22,image/png,79326,4810b5c456e5ab65deb183b47b9725aa3b233592195977b5d69f6748a864ce3a
manuscript/R0_NatHealth/_output/ZaunerEtAl2026_NatHealth_phase3_brown.html,23,image/png,85531,c9638d653aeb0ea7e6ae2b67b7bbfb76479c8b7a6eb01d7dacbdbb97e917f3fb
manuscript/R0_NatHealth/_output/ZaunerEtAl2026_NatHealth_phase3_brown.html,24,image/png,83890,f29540238521705dd9a5da82f691a92a9fb90df3d8d1be9c4121edc10a304ece
manuscript/R0_NatHealth/_output/ZaunerEtAl2026_NatHealth_phase3_brown.html,25,image/png,65042,d8fe9a8ebe403229ff1f49f283478518d38378fb608632a4bc0c076c0a76dbb7
manuscript/R0_NatHealth/_output/ZaunerEtAl2026_NatHealth_phase3_brown.html,26,image/png,80112,d28d6a996cfb2a1d448e06302ba78418f421c95a8ee54fc373be72ea400726a0
manuscript/R0_NatHealth/_output/ZaunerEtAl2026_NatHealth_phase3_brown.html,27,image/png,87252,6b612f9ab1059e562433a3282211ddbb93d1e67723b5a280ebee133fcd333878
manuscript/R0_NatHealth/_output/ZaunerEtAl2026_NatHealth_phase3_brown.html,28,image/png,82042,88d3593f9558b02e243d9dd1d157772127575ec3ceb87366cdfcdd486b416093
manuscript/R0_NatHealth/_output/ZaunerEtAl2026_NatHealth_phase3_brown.html,29,image/png,85730,43826a4ceb1920fcf0c38c6d3fd322ba1130a1bfc76143c645e7f4c5f523863d
manuscript/R0_NatHealth/_output/ZaunerEtAl2026_NatHealth_phase3_brown.html,30,image/png,75287,2a3e088bb6e09fc7a06660f9a7f495cc25d21d1fde98fd9b29376853f21ee793
manuscript/R0_NatHealth/_output/ZaunerEtAl2026_NatHealth_phase3_brown.html,31,image/png,80601,caf9771fdb384793a1ee48db1e0c854125cba37713f3f8bfe7b6bcb4cbadc13b
manuscript/R0_NatHealth/_output/ZaunerEtAl2026_NatHealth_phase3_brown.html,32,image/png,61901,2d1e9f2110a54b88cd9255732d6dff0b31f07a9f43f6128d3b10a2e17ead6f08
manuscript/R0_NatHealth/_output/ZaunerEtAl2026_NatHealth_phase3_brown.html,33,image/png,60377,9b924723a0ba026f7ffc777b8f99981220625e57886e8fbef559954c7d61f829
manuscript/R0_NatHealth/_output/ZaunerEtAl2026_NatHealth_phase3_brown.html,34,image/png,81035,ef576e4cf9ba7e2188475aa0e0e49a22afbea07fa12204a123c6b95eb4602788
manuscript/R0_NatHealth/_output/ZaunerEtAl2026_NatHealth_phase3_brown.html,35,image/png,73643,3316dca7ebfce2c4ae79254777a4de91f1ff3a407e5bbd00f54973331dfe9107
manuscript/R0_NatHealth/_output/ZaunerEtAl2026_NatHealth_phase3_brown.html,36,image/png,79801,ffae192a539a6f6df89683f08e0f5911e770b0b7b82c0cfc28e663741b6f155f
manuscript/R0_NatHealth/_output/ZaunerEtAl2026_NatHealth_phase3_brown.html,37,image/png,92058,eca42ff18f6fa50bec94518f8d061562726a50e75d8db890fbdc443b1c7f7f1e
manuscript/R0_NatHealth/_output/ZaunerEtAl2026_NatHealth_phase3_brown.html,38,image/png,79202,6b68a01659af436ff3e2d16c71152b06b7dfbb9f9b693d712154bf99e51a9cea
manuscript/R0_NatHealth/_output/ZaunerEtAl2026_NatHealth_phase3_brown.html,39,image/png,2450756,22d402974fc0df26c77536e5db8af166e87637f2192ea4cc4f01da2d98ebb122
manuscript/R0_NatHealth/_output/ZaunerEtAl2026_NatHealth_phase3_brown.html,40,image/png,79326,4810b5c456e5ab65deb183b47b9725aa3b233592195977b5d69f6748a864ce3a
manuscript/R0_NatHealth/_output/ZaunerEtAl2026_NatHealth_phase3_brown.html,41,image/png,85531,c9638d653aeb0ea7e6ae2b67b7bbfb76479c8b7a6eb01d7dacbdbb97e917f3fb
manuscript/R0_NatHealth/_output/ZaunerEtAl2026_NatHealth_phase3_brown.html,42,image/png,83890,f29540238521705dd9a5da82f691a92a9fb90df3d8d1be9c4121edc10a304ece
manuscript/R0_NatHealth/_output/ZaunerEtAl2026_NatHealth_phase3_brown.html,43,image/png,65042,d8fe9a8ebe403229ff1f49f283478518d38378fb608632a4bc0c076c0a76dbb7
manuscript/R0_NatHealth/_output/ZaunerEtAl2026_NatHealth_phase3_brown.html,44,image/png,80112,d28d6a996cfb2a1d448e06302ba78418f421c95a8ee54fc373be72ea400726a0
manuscript/R0_NatHealth/_output/ZaunerEtAl2026_NatHealth_phase3_brown.html,45,image/png,87252,6b612f9ab1059e562433a3282211ddbb93d1e67723b5a280ebee133fcd333878
manuscript/R0_NatHealth/_output/ZaunerEtAl2026_NatHealth_phase3_brown.html,46,image/png,82042,88d3593f9558b02e243d9dd1d157772127575ec3ceb87366cdfcdd486b416093
manuscript/R0_NatHealth/_output/ZaunerEtAl2026_NatHealth_phase3_brown.html,47,image/png,85730,43826a4ceb1920fcf0c38c6d3fd322ba1130a1bfc76143c645e7f4c5f523863d
manuscript/R0_NatHealth/_output/ZaunerEtAl2026_NatHealth_phase3_brown.html,48,image/png,75287,2a3e088bb6e09fc7a06660f9a7f495cc25d21d1fde98fd9b29376853f21ee793
manuscript/R0_NatHealth/_output/ZaunerEtAl2026_NatHealth_phase3_brown.html,49,image/png,80601,caf9771fdb384793a1ee48db1e0c854125cba37713f3f8bfe7b6bcb4cbadc13b
manuscript/R0_NatHealth/_output/ZaunerEtAl2026_NatHealth_phase3_brown.html,50,image/png,61901,2d1e9f2110a54b88cd9255732d6dff0b31f07a9f43f6128d3b10a2e17ead6f08
manuscript/R0_NatHealth/_output/ZaunerEtAl2026_NatHealth_phase3_brown.html,51,image/png,60377,9b924723a0ba026f7ffc777b8f99981220625e57886e8fbef559954c7d61f829
manuscript/R0_NatHealth/_output/ZaunerEtAl2026_NatHealth_phase3_brown.html,52,image/png,81035,ef576e4cf9ba7e2188475aa0e0e49a22afbea07fa12204a123c6b95eb4602788
manuscript/R0_NatHealth/_output/ZaunerEtAl2026_NatHealth_phase3_brown.html,53,image/png,73643,3316dca7ebfce2c4ae79254777a4de91f1ff3a407e5bbd00f54973331dfe9107
manuscript/R0_NatHealth/_output/ZaunerEtAl2026_NatHealth_phase3_brown.html,54,image/png,79801,ffae192a539a6f6df89683f08e0f5911e770b0b7b82c0cfc28e663741b6f155f
manuscript/R0_NatHealth/_output/ZaunerEtAl2026_NatHealth_phase3_brown.html,55,image/png,92058,eca42ff18f6fa50bec94518f8d061562726a50e75d8db890fbdc443b1c7f7f1e
manuscript/R0_NatHealth/_output/ZaunerEtAl2026_NatHealth_phase3_brown.html,56,image/png,79202,6b68a01659af436ff3e2d16c71152b06b7dfbb9f9b693d712154bf99e51a9cea
manuscript/R0_NatHealth/_output/ZaunerEtAl2026_NatHealth_phase3_brown.html,57,image/png,932901,060d1dcb3ec519ed1d74904c5457cc945346c53e25d08a9ea0f083d29f184d04
manuscript/R0_NatHealth/_output/ZaunerEtAl2026_NatHealth_phase3_brown.html,58,image/png,348489,c6f080bd520c85f219749b2911702f6d29c3165bb2097b03e8b8437c2da96a1d
manuscript/R0_NatHealth/_output/ZaunerEtAl2026_NatHealth_phase3_brown.html,59,image/png,304155,b027935213185841c3b565dfbb440cf2fcf07dca03b4e19d2c1744270fd66ed6
manuscript/R0_NatHealth/_output/ZaunerEtAl2026_NatHealth_phase3_brown.html,60,image/svg+xml,7775,65c262ff90dbf458549a417d722e625fba5d30ed892edabd34e81c37b55c1433
manuscript/R0_NatHealth/_output/ZaunerEtAl2026_NatHealth_phase3_brown.html,61,image/svg+xml,83149,61e8d4671939659ecf5eca6c6688c03414bb849d15b9d3f59f39c96ca7069cfd
manuscript/R0_NatHealth/_output/ZaunerEtAl2026_NatHealth_phase3_brown.html,62,image/svg+xml,108600,200e85cb494e28865cafe677c860ec8a6e4eb426c86c78b37819a4bd19e08653
manuscript/R0_NatHealth/_output/ZaunerEtAl2026_NatHealth_phase3_brown.html,63,image/svg+xml,1303748,2dde6fd681f21feecf2acb6d693679bc56f68f809691172bb755e7aac47fa032
manuscript/R0_NatHealth/_output/ZaunerEtAl2026_NatHealth_phase3_brown.html,64,image/png,2423424,ae5174afa8d9b57b5d9a635dfe2320482105d72007882db7513e29380271f52d
manuscript/R0_NatHealth/_output/ZaunerEtAl2026_NatHealth_phase3_brown.html,65,image/png,59084,e0a63c615a5422d28e1af7d2cc15ca29e65057b7639308c5cbdcb028e25f9478
manuscript/R0_NatHealth/_output/ZaunerEtAl2026_NatHealth_phase3_brown.html,66,image/png,366367,7f8de8989621ccd7b51cd7940bc513dc3883d09c098052335efea172bab28c30
manuscript/R0_NatHealth/_output/ZaunerEtAl2026_NatHealth_phase3_brown.html,67,image/png,366674,718c0917cb0aa58e2308cf8cdf9f2af144f80d55769044cc1cc294a84095c3d0
manuscript/R0_NatHealth/_output/ZaunerEtAl2026_NatHealth_phase3_brown.html,68,image/png,191658,88aeef89cda1208a80ead843ca9551011350ed5f78734c57ceee380bf994f02e
manuscript/R0_NatHealth/_output/ZaunerEtAl2026_NatHealth_phase3_brown.html,69,image/png,487117,70c1013d51f7619fafe0d38664db7dcf55692990993098948ed443e83c35e1a5
manuscript/R0_NatHealth/_output/ZaunerEtAl2026_NatHealth_phase3_brown.html,70,image/png,140448,f1cc8e33829cdf821140e95238d20b1516d5796f741002a1f27568d3f9fd7405
manuscript/R0_NatHealth/_output/ZaunerEtAl2026_NatHealth_phase3_brown.html,71,image/svg+xml,2971771,e4b1fe228897a7135bd017c7c01f80a796a43819d5c1078008f2a927093508b5
manuscript/R0_NatHealth/_output/ZaunerEtAl2026_NatHealth_phase3_brown.html,72,image/png,460731,e989646f21543203ef07916dde8917e85243667d54b5aa492815476edc6c4b60
manuscript/R0_NatHealth/_output/ZaunerEtAl2026_NatHealth_phase3_brown.html,73,image/png,455662,33ac814200fc1d69dcf462d0a156b2b950ef0588f47974881fb56f140a414f70
