owner,reference,kind,target,fragment,status,fragment_exists
_build/nathealth/index.html,site_libs/quarto-contrib/glightbox/glightbox.min.js,script@src,_build/nathealth/site_libs/quarto-contrib/glightbox/glightbox.min.js,,EXISTS,
_build/nathealth/index.html,site_libs/quarto-contrib/glightbox/glightbox.min.css,link@href,_build/nathealth/site_libs/quarto-contrib/glightbox/glightbox.min.css,,EXISTS,
_build/nathealth/index.html,site_libs/quarto-contrib/glightbox/lightbox.css,link@href,_build/nathealth/site_libs/quarto-contrib/glightbox/lightbox.css,,EXISTS,
_build/nathealth/index.html,styles.css,link@href,_build/nathealth/styles.css,,EXISTS,
_build/nathealth/index.html,styles-nathealth.css,link@href,_build/nathealth/styles-nathealth.css,,EXISTS,
_build/nathealth/index.html,./index.html,a@href,_build/nathealth/index.html,,EXISTS,
_build/nathealth/index.html,#,a@href,_build/nathealth/index.html,,EXISTS,
_build/nathealth/index.html,./notebooks/preparation/01_import_state_alignment.html,a@href,_build/nathealth/notebooks/preparation/01_import_state_alignment.html,,EXISTS,
_build/nathealth/index.html,./notebooks/preparation/02_coverage_sample_flow.html,a@href,_build/nathealth/notebooks/preparation/02_coverage_sample_flow.html,,EXISTS,
_build/nathealth/index.html,./notebooks/preparation/03_reference_profiles.html,a@href,_build/nathealth/notebooks/preparation/03_reference_profiles.html,,EXISTS,
_build/nathealth/index.html,./notebooks/preparation/04_metric_derivation.html,a@href,_build/nathealth/notebooks/preparation/04_metric_derivation.html,,EXISTS,
_build/nathealth/index.html,./notebooks/preparation/05_model_input_acquisition.html,a@href,_build/nathealth/notebooks/preparation/05_model_input_acquisition.html,,EXISTS,
_build/nathealth/index.html,./notebooks/preparation/06_model_ready_datasets.html,a@href,_build/nathealth/notebooks/preparation/06_model_ready_datasets.html,,EXISTS,
_build/nathealth/index.html,./notebooks/preparation/07_example_days.html,a@href,_build/nathealth/notebooks/preparation/07_example_days.html,,EXISTS,
_build/nathealth/index.html,./notebooks/placement_decision.html,a@href,_build/nathealth/notebooks/placement_decision.html,,EXISTS,
_build/nathealth/index.html,./notebooks/descriptives.html,a@href,_build/nathealth/notebooks/descriptives.html,,EXISTS,
_build/nathealth/index.html,./notebooks/preregistration_deviations.html,a@href,_build/nathealth/notebooks/preregistration_deviations.html,,EXISTS,
_build/nathealth/index.html,./notebooks/hypotheses/H01.html,a@href,_build/nathealth/notebooks/hypotheses/H01.html,,EXISTS,
_build/nathealth/index.html,./audit/hypotheses/H01/H01_analysis_preparation.html,a@href,_build/nathealth/audit/hypotheses/H01/H01_analysis_preparation.html,,EXISTS,
_build/nathealth/index.html,./notebooks/hypotheses/H02.html,a@href,_build/nathealth/notebooks/hypotheses/H02.html,,EXISTS,
_build/nathealth/index.html,./audit/hypotheses/H02/H02_analysis_preparation.html,a@href,_build/nathealth/audit/hypotheses/H02/H02_analysis_preparation.html,,EXISTS,
_build/nathealth/index.html,./notebooks/hypotheses/H03.html,a@href,_build/nathealth/notebooks/hypotheses/H03.html,,EXISTS,
_build/nathealth/index.html,./audit/hypotheses/H03/H03_analysis_preparation.html,a@href,_build/nathealth/audit/hypotheses/H03/H03_analysis_preparation.html,,EXISTS,
_build/nathealth/index.html,./notebooks/hypotheses/H04.html,a@href,_build/nathealth/notebooks/hypotheses/H04.html,,EXISTS,
_build/nathealth/index.html,./audit/hypotheses/H04/H04_analysis_preparation.html,a@href,_build/nathealth/audit/hypotheses/H04/H04_analysis_preparation.html,,EXISTS,
_build/nathealth/index.html,./notebooks/hypotheses/H05.html,a@href,_build/nathealth/notebooks/hypotheses/H05.html,,EXISTS,
_build/nathealth/index.html,./audit/hypotheses/H05/H05_analysis_preparation.html,a@href,_build/nathealth/audit/hypotheses/H05/H05_analysis_preparation.html,,EXISTS,
_build/nathealth/index.html,./notebooks/hypotheses/H06.html,a@href,_build/nathealth/notebooks/hypotheses/H06.html,,EXISTS,
_build/nathealth/index.html,./audit/hypotheses/H06/H06_analysis_preparation.html,a@href,_build/nathealth/audit/hypotheses/H06/H06_analysis_preparation.html,,EXISTS,
_build/nathealth/index.html,./notebooks/hypotheses/H06_daily.html,a@href,_build/nathealth/notebooks/hypotheses/H06_daily.html,,EXISTS,
_build/nathealth/index.html,./audit/hypotheses/H06_daily/H06_daily_analysis_preparation.html,a@href,_build/nathealth/audit/hypotheses/H06_daily/H06_daily_analysis_preparation.html,,EXISTS,
_build/nathealth/index.html,./notebooks/hypotheses/H07.html,a@href,_build/nathealth/notebooks/hypotheses/H07.html,,EXISTS,
_build/nathealth/index.html,./audit/hypotheses/H07/H07_analysis_preparation.html,a@href,_build/nathealth/audit/hypotheses/H07/H07_analysis_preparation.html,,EXISTS,
_build/nathealth/index.html,./notebooks/hypotheses/H08.html,a@href,_build/nathealth/notebooks/hypotheses/H08.html,,EXISTS,
_build/nathealth/index.html,./audit/hypotheses/H08/H08_analysis_preparation.html,a@href,_build/nathealth/audit/hypotheses/H08/H08_analysis_preparation.html,,EXISTS,
_build/nathealth/index.html,./notebooks/hypotheses/H09.html,a@href,_build/nathealth/notebooks/hypotheses/H09.html,,EXISTS,
_build/nathealth/index.html,./audit/hypotheses/H09/H09_analysis_preparation.html,a@href,_build/nathealth/audit/hypotheses/H09/H09_analysis_preparation.html,,EXISTS,
_build/nathealth/index.html,./notebooks/hypotheses/H10.html,a@href,_build/nathealth/notebooks/hypotheses/H10.html,,EXISTS,
_build/nathealth/index.html,./audit/hypotheses/H10/H10_analysis_preparation.html,a@href,_build/nathealth/audit/hypotheses/H10/H10_analysis_preparation.html,,EXISTS,
_build/nathealth/index.html,./notebooks/hypotheses/H11.html,a@href,_build/nathealth/notebooks/hypotheses/H11.html,,EXISTS,
_build/nathealth/index.html,./audit/hypotheses/H11/H11_analysis_preparation.html,a@href,_build/nathealth/audit/hypotheses/H11/H11_analysis_preparation.html,,EXISTS,
_build/nathealth/index.html,./supplementary_information.html,a@href,_build/nathealth/supplementary_information.html,,EXISTS,
_build/nathealth/index.html,./notebooks/sensitivity_battery.html,a@href,_build/nathealth/notebooks/sensitivity_battery.html,,EXISTS,
_build/nathealth/index.html,./LICENSE.md,a@href,_build/nathealth/LICENSE.md,,EXISTS,
_build/nathealth/index.html,#results,a@href,_build/nathealth/index.html,results,EXISTS,True
_build/nathealth/index.html,#a-multisite-baseline-and-recommendation-adherence,a@href,_build/nathealth/index.html,a-multisite-baseline-and-recommendation-adherence,EXISTS,True
_build/nathealth/index.html,#personal-and-day-to-day-differences-exceed-site-differences,a@href,_build/nathealth/index.html,personal-and-day-to-day-differences-exceed-site-differences,EXISTS,True
_build/nathealth/index.html,#geography-and-photoperiod-provide-partial-context,a@href,_build/nathealth/index.html,geography-and-photoperiod-provide-partial-context,EXISTS,True
_build/nathealth/index.html,#immediate-environments-and-routines-reorganise-exposure,a@href,_build/nathealth/index.html,immediate-environments-and-routines-reorganise-exposure,EXISTS,True
_build/nathealth/index.html,#person-level-correlates-are-selective,a@href,_build/nathealth/index.html,person-level-correlates-are-selective,EXISTS,True
_build/nathealth/index.html,#measurement-position-and-robustness-constrain-interpretation,a@href,_build/nathealth/index.html,measurement-position-and-robustness-constrain-interpretation,EXISTS,True
_build/nathealth/index.html,#discussion,a@href,_build/nathealth/index.html,discussion,EXISTS,True
_build/nathealth/index.html,#methods,a@href,_build/nathealth/index.html,methods,EXISTS,True
_build/nathealth/index.html,#study-design-and-sites,a@href,_build/nathealth/index.html,study-design-and-sites,EXISTS,True
_build/nathealth/index.html,#participants-recruitment-and-ethics,a@href,_build/nathealth/index.html,participants-recruitment-and-ethics,EXISTS,True
_build/nathealth/index.html,#personal-light-measurements,a@href,_build/nathealth/index.html,personal-light-measurements,EXISTS,True
_build/nathealth/index.html,#contextual-and-person-level-measures,a@href,_build/nathealth/index.html,contextual-and-person-level-measures,EXISTS,True
_build/nathealth/index.html,#time-sleepwake-status-and-coverage-preparation,a@href,_build/nathealth/index.html,time-sleepwake-status-and-coverage-preparation,EXISTS,True
_build/nathealth/index.html,#exposure-metrics,a@href,_build/nathealth/index.html,exposure-metrics,EXISTS,True
_build/nathealth/index.html,#recommendation-window-and-adherence-analyses,a@href,_build/nathealth/index.html,recommendation-window-and-adherence-analyses,EXISTS,True
_build/nathealth/index.html,#daily-temporal-architecture,a@href,_build/nathealth/index.html,daily-temporal-architecture,EXISTS,True
_build/nathealth/index.html,#geographic-and-photoperiod-analyses,a@href,_build/nathealth/index.html,geographic-and-photoperiod-analyses,EXISTS,True
_build/nathealth/index.html,#immediate-context-and-routine-analyses,a@href,_build/nathealth/index.html,immediate-context-and-routine-analyses,EXISTS,True
_build/nathealth/index.html,#person-level-analyses,a@href,_build/nathealth/index.html,person-level-analyses,EXISTS,True
_build/nathealth/index.html,#multiplicity-uncertainty-model-checks-and-sensitivities,a@href,_build/nathealth/index.html,multiplicity-uncertainty-model-checks-and-sensitivities,EXISTS,True
_build/nathealth/index.html,#preregistration-and-deviations,a@href,_build/nathealth/index.html,preregistration-and-deviations,EXISTS,True
_build/nathealth/index.html,#artificial-intelligence-assistance,a@href,_build/nathealth/index.html,artificial-intelligence-assistance,EXISTS,True
_build/nathealth/index.html,#data-availability,a@href,_build/nathealth/index.html,data-availability,EXISTS,True
_build/nathealth/index.html,#code-availability,a@href,_build/nathealth/index.html,code-availability,EXISTS,True
_build/nathealth/index.html,#references,a@href,_build/nathealth/index.html,references,EXISTS,True
_build/nathealth/index.html,#acknowledgements,a@href,_build/nathealth/index.html,acknowledgements,EXISTS,True
_build/nathealth/index.html,#funding,a@href,_build/nathealth/index.html,funding,EXISTS,True
_build/nathealth/index.html,#author-contributions,a@href,_build/nathealth/index.html,author-contributions,EXISTS,True
_build/nathealth/index.html,#competing-interests,a@href,_build/nathealth/index.html,competing-interests,EXISTS,True
_build/nathealth/index.html,#supplementary-information,a@href,_build/nathealth/index.html,supplementary-information,EXISTS,True
_build/nathealth/index.html,#study-support-and-exposure-definitions,a@href,_build/nathealth/index.html,study-support-and-exposure-definitions,EXISTS,True
_build/nathealth/index.html,#recommendation-adherence,a@href,_build/nathealth/index.html,recommendation-adherence,EXISTS,True
_build/nathealth/index.html,#daily-architecture,a@href,_build/nathealth/index.html,daily-architecture,EXISTS,True
_build/nathealth/index.html,#geographic-and-civil-photoperiod-context,a@href,_build/nathealth/index.html,geographic-and-civil-photoperiod-context,EXISTS,True
_build/nathealth/index.html,#immediate-environments-and-routines,a@href,_build/nathealth/index.html,immediate-environments-and-routines,EXISTS,True
_build/nathealth/index.html,#hourly-routine-analyses,a@href,_build/nathealth/index.html,hourly-routine-analyses,EXISTS,True
_build/nathealth/index.html,#person-level-findings,a@href,_build/nathealth/index.html,person-level-findings,EXISTS,True
_build/nathealth/index.html,#measurement-position-robustness-and-reproducibility,a@href,_build/nathealth/index.html,measurement-position-robustness-and-reproducibility,EXISTS,True
_build/nathealth/index.html,ZaunerEtAl2026_NatHealth_phase3_brown.docx,a@href,_build/nathealth/ZaunerEtAl2026_NatHealth_phase3_brown.docx,,EXISTS,
_build/nathealth/index.html,#ref-czeisler2007,a@href,_build/nathealth/index.html,ref-czeisler2007,EXISTS,True
_build/nathealth/index.html,#ref-spitschan2026,a@href,_build/nathealth/index.html,ref-spitschan2026,EXISTS,True
_build/nathealth/index.html,#ref-cie2018s026,a@href,_build/nathealth/index.html,ref-cie2018s026,EXISTS,True
_build/nathealth/index.html,#ref-brown2020,a@href,_build/nathealth/index.html,ref-brown2020,EXISTS,True
_build/nathealth/index.html,#ref-brown2022,a@href,_build/nathealth/index.html,ref-brown2022,EXISTS,True
_build/nathealth/index.html,#ref-spitschan2026a,a@href,_build/nathealth/index.html,ref-spitschan2026a,EXISTS,True
_build/nathealth/index.html,#ref-didikoglu2023,a@href,_build/nathealth/index.html,ref-didikoglu2023,EXISTS,True
_build/nathealth/index.html,#ref-windred2024a,a@href,_build/nathealth/index.html,ref-windred2024a,EXISTS,True
_build/nathealth/index.html,#ref-esaki2020,a@href,_build/nathealth/index.html,ref-esaki2020,EXISTS,True
_build/nathealth/index.html,#ref-gubin2024,a@href,_build/nathealth/index.html,ref-gubin2024,EXISTS,True
_build/nathealth/index.html,#ref-vineis2018,a@href,_build/nathealth/index.html,ref-vineis2018,EXISTS,True
_build/nathealth/index.html,#ref-vermeulen2020,a@href,_build/nathealth/index.html,ref-vermeulen2020,EXISTS,True
_build/nathealth/index.html,#ref-wallace2025,a@href,_build/nathealth/index.html,ref-wallace2025,EXISTS,True
_build/nathealth/index.html,#ref-savides1986,a@href,_build/nathealth/index.html,ref-savides1986,EXISTS,True
_build/nathealth/index.html,#ref-biller2025,a@href,_build/nathealth/index.html,ref-biller2025,EXISTS,True
_build/nathealth/index.html,#ref-huss2019corrected,a@href,_build/nathealth/index.html,ref-huss2019corrected,EXISTS,True
_build/nathealth/index.html,#ref-vanduijnhoven2025,a@href,_build/nathealth/index.html,ref-vanduijnhoven2025,EXISTS,True
_build/nathealth/index.html,#ref-zauner2026placementpreprint,a@href,_build/nathealth/index.html,ref-zauner2026placementpreprint,EXISTS,True
_build/nathealth/index.html,#ref-spitschan2024,a@href,_build/nathealth/index.html,ref-spitschan2024,EXISTS,True
_build/nathealth/index.html,#ref-guidolin2024,a@href,_build/nathealth/index.html,ref-guidolin2024,EXISTS,True
_build/nathealth/index.html,#supp-table-s1,a@href,_build/nathealth/index.html,supp-table-s1,EXISTS,True
_build/nathealth/index.html,#supp-table-s2,a@href,_build/nathealth/index.html,supp-table-s2,EXISTS,True
_build/nathealth/index.html,#fig-s1,a@href,_build/nathealth/index.html,fig-s1,EXISTS,True
_build/nathealth/index.html,#fig-s2,a@href,_build/nathealth/index.html,fig-s2,EXISTS,True
_build/nathealth/index.html,#fig-study-overview,a@href,_build/nathealth/index.html,fig-study-overview,EXISTS,True
_build/nathealth/index.html,#tbl-participant-site,a@href,_build/nathealth/index.html,tbl-participant-site,EXISTS,True
_build/nathealth/index.html,#supp-table-s3,a@href,_build/nathealth/index.html,supp-table-s3,EXISTS,True
_build/nathealth/index.html,#tbl-brown-adherence,a@href,_build/nathealth/index.html,tbl-brown-adherence,EXISTS,True
_build/nathealth/index.html,#fig-s4,a@href,_build/nathealth/index.html,fig-s4,EXISTS,True
_build/nathealth/index.html,#fig-s5,a@href,_build/nathealth/index.html,fig-s5,EXISTS,True
_build/nathealth/index.html,#supp-table-s4,a@href,_build/nathealth/index.html,supp-table-s4,EXISTS,True
_build/nathealth/index.html,#fig-s6,a@href,_build/nathealth/index.html,fig-s6,EXISTS,True
_build/nathealth/index.html,#fig-daily-architecture,a@href,_build/nathealth/index.html,fig-daily-architecture,EXISTS,True
_build/nathealth/index.html,#supp-table-s5,a@href,_build/nathealth/index.html,supp-table-s5,EXISTS,True
_build/nathealth/index.html,#supp-table-s6,a@href,_build/nathealth/index.html,supp-table-s6,EXISTS,True
_build/nathealth/index.html,#tbl-metric-context,a@href,_build/nathealth/index.html,tbl-metric-context,EXISTS,True
_build/nathealth/index.html,#fig-s7,a@href,_build/nathealth/index.html,fig-s7,EXISTS,True
_build/nathealth/index.html,#supp-table-s7,a@href,_build/nathealth/index.html,supp-table-s7,EXISTS,True
_build/nathealth/index.html,#supp-table-s8,a@href,_build/nathealth/index.html,supp-table-s8,EXISTS,True
_build/nathealth/index.html,#fig-s8,a@href,_build/nathealth/index.html,fig-s8,EXISTS,True
_build/nathealth/index.html,#fig-activity-context,a@href,_build/nathealth/index.html,fig-activity-context,EXISTS,True
_build/nathealth/index.html,#supp-table-s9,a@href,_build/nathealth/index.html,supp-table-s9,EXISTS,True
_build/nathealth/index.html,#fig-s9,a@href,_build/nathealth/index.html,fig-s9,EXISTS,True
_build/nathealth/index.html,#fig-s10,a@href,_build/nathealth/index.html,fig-s10,EXISTS,True
_build/nathealth/index.html,#fig-s11,a@href,_build/nathealth/index.html,fig-s11,EXISTS,True
_build/nathealth/index.html,#fig-s12,a@href,_build/nathealth/index.html,fig-s12,EXISTS,True
_build/nathealth/index.html,#supp-table-s10,a@href,_build/nathealth/index.html,supp-table-s10,EXISTS,True
_build/nathealth/index.html,#supp-table-s11,a@href,_build/nathealth/index.html,supp-table-s11,EXISTS,True
_build/nathealth/index.html,#supp-table-s12,a@href,_build/nathealth/index.html,supp-table-s12,EXISTS,True
_build/nathealth/index.html,#fig-s13,a@href,_build/nathealth/index.html,fig-s13,EXISTS,True
_build/nathealth/index.html,#fig-s14,a@href,_build/nathealth/index.html,fig-s14,EXISTS,True
_build/nathealth/index.html,#supp-table-s13,a@href,_build/nathealth/index.html,supp-table-s13,EXISTS,True
_build/nathealth/index.html,#fig-s15,a@href,_build/nathealth/index.html,fig-s15,EXISTS,True
_build/nathealth/index.html,#supp-table-s14,a@href,_build/nathealth/index.html,supp-table-s14,EXISTS,True
_build/nathealth/index.html,#supp-table-s15,a@href,_build/nathealth/index.html,supp-table-s15,EXISTS,True
_build/nathealth/index.html,#fig-s16,a@href,_build/nathealth/index.html,fig-s16,EXISTS,True
_build/nathealth/index.html,#fig-s17,a@href,_build/nathealth/index.html,fig-s17,EXISTS,True
_build/nathealth/index.html,#ref-biller2024,a@href,_build/nathealth/index.html,ref-biller2024,EXISTS,True
_build/nathealth/index.html,#ref-roenneberg2019,a@href,_build/nathealth/index.html,ref-roenneberg2019,EXISTS,True
_build/nathealth/index.html,#ref-dacostalopes2024,a@href,_build/nathealth/index.html,ref-dacostalopes2024,EXISTS,True
_build/nathealth/index.html,#ref-devries2025,a@href,_build/nathealth/index.html,ref-devries2025,EXISTS,True
_build/nathealth/index.html,#ref-devries2026a,a@href,_build/nathealth/index.html,ref-devries2026a,EXISTS,True
_build/nathealth/index.html,#ref-stefani2024,a@href,_build/nathealth/index.html,ref-stefani2024,EXISTS,True
_build/nathealth/index.html,#ref-zauner2026,a@href,_build/nathealth/index.html,ref-zauner2026,EXISTS,True
_build/nathealth/index.html,#ref-ishihara2025,a@href,_build/nathealth/index.html,ref-ishihara2025,EXISTS,True
_build/nathealth/index.html,#ref-gemici2026,a@href,_build/nathealth/index.html,ref-gemici2026,EXISTS,True
_build/nathealth/index.html,#ref-walde2023,a@href,_build/nathealth/index.html,ref-walde2023,EXISTS,True
_build/nathealth/index.html,#ref-zauner2024,a@href,_build/nathealth/index.html,ref-zauner2024,EXISTS,True
_build/nathealth/index.html,#ref-guidolin2026,a@href,_build/nathealth/index.html,ref-guidolin2026,EXISTS,True
_build/nathealth/index.html,#ref-Carney2012,a@href,_build/nathealth/index.html,ref-Carney2012,EXISTS,True
_build/nathealth/index.html,#ref-kaida2006,a@href,_build/nathealth/index.html,ref-kaida2006,EXISTS,True
_build/nathealth/index.html,#ref-sischka2020,a@href,_build/nathealth/index.html,ref-sischka2020,EXISTS,True
_build/nathealth/index.html,#ref-harris2022,a@href,_build/nathealth/index.html,ref-harris2022,EXISTS,True
_build/nathealth/index.html,#ref-patridge2018,a@href,_build/nathealth/index.html,ref-patridge2018,EXISTS,True
_build/nathealth/index.html,#ref-Bajaj2011,a@href,_build/nathealth/index.html,ref-Bajaj2011,EXISTS,True
_build/nathealth/index.html,#ref-kantermann2015,a@href,_build/nathealth/index.html,ref-kantermann2015,EXISTS,True
_build/nathealth/index.html,#ref-horne1976,a@href,_build/nathealth/index.html,ref-horne1976,EXISTS,True
_build/nathealth/index.html,#ref-verriotto2017,a@href,_build/nathealth/index.html,ref-verriotto2017,EXISTS,True
_build/nathealth/index.html,#ref-grandner2022,a@href,_build/nathealth/index.html,ref-grandner2022,EXISTS,True
_build/nathealth/index.html,#ref-siraji2023,a@href,_build/nathealth/index.html,ref-siraji2023,EXISTS,True
_build/nathealth/index.html,#ref-base,a@href,_build/nathealth/index.html,ref-base,EXISTS,True
_build/nathealth/index.html,#ref-LightLogR,a@href,_build/nathealth/index.html,ref-LightLogR,EXISTS,True
_build/nathealth/index.html,#ref-hartmeyer2023,a@href,_build/nathealth/index.html,ref-hartmeyer2023,EXISTS,True
_build/nathealth/index.html,#ref-zauner2025a,a@href,_build/nathealth/index.html,ref-zauner2025a,EXISTS,True
_build/nathealth/index.html,#ref-hastie1986,a@href,_build/nathealth/index.html,ref-hastie1986,EXISTS,True
_build/nathealth/index.html,#ref-pedersen2019,a@href,_build/nathealth/index.html,ref-pedersen2019,EXISTS,True
_build/nathealth/index.html,#ref-azen2003,a@href,_build/nathealth/index.html,ref-azen2003,EXISTS,True
_build/nathealth/index.html,#ref-groemping2007,a@href,_build/nathealth/index.html,ref-groemping2007,EXISTS,True
_build/nathealth/index.html,#ref-jorgensen1987,a@href,_build/nathealth/index.html,ref-jorgensen1987,EXISTS,True
_build/nathealth/index.html,#ref-dunn2005,a@href,_build/nathealth/index.html,ref-dunn2005,EXISTS,True
_build/nathealth/index.html,#ref-lme4,a@href,_build/nathealth/index.html,ref-lme4,EXISTS,True
_build/nathealth/index.html,#ref-performance,a@href,_build/nathealth/index.html,ref-performance,EXISTS,True
_build/nathealth/index.html,#ref-emmeans,a@href,_build/nathealth/index.html,ref-emmeans,EXISTS,True
_build/nathealth/index.html,#ref-gratia,a@href,_build/nathealth/index.html,ref-gratia,EXISTS,True
_build/nathealth/index.html,#ref-glmmTMB,a@href,_build/nathealth/index.html,ref-glmmTMB,EXISTS,True
_build/nathealth/index.html,#ref-benjamini1995,a@href,_build/nathealth/index.html,ref-benjamini1995,EXISTS,True
_build/nathealth/index.html,#ref-tidyverse,a@href,_build/nathealth/index.html,ref-tidyverse,EXISTS,True
_build/nathealth/index.html,#ref-zauner2026melidos_preregistration,a@href,_build/nathealth/index.html,ref-zauner2026melidos_preregistration,EXISTS,True
_build/nathealth/index.html,#ref-akuffo2025,a@href,_build/nathealth/index.html,ref-akuffo2025,EXISTS,True
_build/nathealth/index.html,#ref-aerts2025,a@href,_build/nathealth/index.html,ref-aerts2025,EXISTS,True
_build/nathealth/index.html,#ref-zauner2026a,a@href,_build/nathealth/index.html,ref-zauner2026a,EXISTS,True
_build/nathealth/index.html,#ref-melidosData,a@href,_build/nathealth/index.html,ref-melidosData,EXISTS,True
_build/nathealth/supplementary_information.html,site_libs/quarto-nav/quarto-nav.js,script@src,_build/nathealth/site_libs/quarto-nav/quarto-nav.js,,EXISTS,
_build/nathealth/supplementary_information.html,site_libs/quarto-nav/headroom.min.js,script@src,_build/nathealth/site_libs/quarto-nav/headroom.min.js,,EXISTS,
_build/nathealth/supplementary_information.html,site_libs/clipboard/clipboard.min.js,script@src,_build/nathealth/site_libs/clipboard/clipboard.min.js,,EXISTS,
_build/nathealth/supplementary_information.html,site_libs/quarto-search/autocomplete.umd.js,script@src,_build/nathealth/site_libs/quarto-search/autocomplete.umd.js,,EXISTS,
_build/nathealth/supplementary_information.html,site_libs/quarto-search/fuse.min.js,script@src,_build/nathealth/site_libs/quarto-search/fuse.min.js,,EXISTS,
_build/nathealth/supplementary_information.html,site_libs/quarto-search/quarto-search.js,script@src,_build/nathealth/site_libs/quarto-search/quarto-search.js,,EXISTS,
_build/nathealth/supplementary_information.html,./notebooks/preparation/01_import_state_alignment.html,link@href,_build/nathealth/notebooks/preparation/01_import_state_alignment.html,,EXISTS,
_build/nathealth/supplementary_information.html,./index.html,link@href,_build/nathealth/index.html,,EXISTS,
_build/nathealth/supplementary_information.html,site_libs/quarto-html/quarto.js,script@src,_build/nathealth/site_libs/quarto-html/quarto.js,,EXISTS,
_build/nathealth/supplementary_information.html,site_libs/quarto-html/tabsets/tabsets.js,script@src,_build/nathealth/site_libs/quarto-html/tabsets/tabsets.js,,EXISTS,
_build/nathealth/supplementary_information.html,site_libs/quarto-html/popper.min.js,script@src,_build/nathealth/site_libs/quarto-html/popper.min.js,,EXISTS,
_build/nathealth/supplementary_information.html,site_libs/quarto-html/tippy.umd.min.js,script@src,_build/nathealth/site_libs/quarto-html/tippy.umd.min.js,,EXISTS,
_build/nathealth/supplementary_information.html,site_libs/quarto-html/anchor.min.js,script@src,_build/nathealth/site_libs/quarto-html/anchor.min.js,,EXISTS,
_build/nathealth/supplementary_information.html,site_libs/quarto-html/tippy.css,link@href,_build/nathealth/site_libs/quarto-html/tippy.css,,EXISTS,
_build/nathealth/supplementary_information.html,site_libs/quarto-html/quarto-syntax-highlighting-7f8f88aac4f3542376d5c11b86a4c14d.css,link@href,_build/nathealth/site_libs/quarto-html/quarto-syntax-highlighting-7f8f88aac4f3542376d5c11b86a4c14d.css,,EXISTS,
_build/nathealth/supplementary_information.html,site_libs/bootstrap/bootstrap.min.js,script@src,_build/nathealth/site_libs/bootstrap/bootstrap.min.js,,EXISTS,
_build/nathealth/supplementary_information.html,site_libs/bootstrap/bootstrap-icons.css,link@href,_build/nathealth/site_libs/bootstrap/bootstrap-icons.css,,EXISTS,
_build/nathealth/supplementary_information.html,site_libs/bootstrap/bootstrap-1b8143a5af30aa0587ead8c64582f750.min.css,link@href,_build/nathealth/site_libs/bootstrap/bootstrap-1b8143a5af30aa0587ead8c64582f750.min.css,,EXISTS,
_build/nathealth/supplementary_information.html,styles.css,link@href,_build/nathealth/styles.css,,EXISTS,
_build/nathealth/supplementary_information.html,styles-nathealth.css,link@href,_build/nathealth/styles-nathealth.css,,EXISTS,
