"endpoint","table_id","row","column","expected","actual","exact_value"
"tbl-main-adherence-levels","levels",5,"Window","Sleep","Sleep",TRUE
"tbl-main-adherence-levels","levels",5,"Day type","Work day","Work day",TRUE
"tbl-main-adherence-levels","levels",5,"Recommendation adherence (95% CI)","90.4% (88.9% to 91.9%)","90.4% (88.9% to 91.9%)",TRUE
"tbl-main-adherence-levels","levels",6,"Sample","Any valid period","Any valid period",TRUE
"tbl-main-adherence-levels","levels",6,"Window","Sleep","Sleep",TRUE
"tbl-main-adherence-levels","levels",6,"Day type","Free day","Free day",TRUE
"tbl-main-adherence-levels","levels",6,"Recommendation adherence (95% CI)","83.9% (81.4% to 86.5%)","83.9% (81.4% to 86.5%)",TRUE
"tbl-main-adherence-levels","levels",7,"Sample","At least 80% coverage","At least 80% coverage",TRUE
"tbl-main-adherence-levels","levels",7,"Window","Daytime","Daytime",TRUE
"tbl-main-adherence-levels","levels",7,"Day type","Work day","Work day",TRUE
"tbl-main-adherence-levels","levels",7,"Recommendation adherence (95% CI)","26.9% (24.8% to 29.1%)","26.9% (24.8% to 29.1%)",TRUE
"tbl-main-adherence-levels","levels",8,"Sample","At least 80% coverage","At least 80% coverage",TRUE
"tbl-main-adherence-levels","levels",8,"Window","Daytime","Daytime",TRUE
"tbl-main-adherence-levels","levels",8,"Day type","Free day","Free day",TRUE
"tbl-main-adherence-levels","levels",8,"Recommendation adherence (95% CI)","21.3% (18.9% to 23.6%)","21.3% (18.9% to 23.6%)",TRUE
"tbl-main-adherence-levels","levels",9,"Sample","At least 80% coverage","At least 80% coverage",TRUE
"tbl-main-adherence-levels","levels",9,"Window","Pre-sleep","Pre-sleep",TRUE
"tbl-main-adherence-levels","levels",9,"Day type","Work day","Work day",TRUE
"tbl-main-adherence-levels","levels",9,"Recommendation adherence (95% CI)","62.7% (59.4% to 66.0%)","62.7% (59.4% to 66.0%)",TRUE
"tbl-main-adherence-levels","levels",10,"Sample","At least 80% coverage","At least 80% coverage",TRUE
"tbl-main-adherence-levels","levels",10,"Window","Pre-sleep","Pre-sleep",TRUE
"tbl-main-adherence-levels","levels",10,"Day type","Free day","Free day",TRUE
"tbl-main-adherence-levels","levels",10,"Recommendation adherence (95% CI)","66.8% (62.7% to 70.9%)","66.8% (62.7% to 70.9%)",TRUE
"tbl-main-adherence-levels","levels",11,"Sample","At least 80% coverage","At least 80% coverage",TRUE
"tbl-main-adherence-levels","levels",11,"Window","Sleep","Sleep",TRUE
"tbl-main-adherence-levels","levels",11,"Day type","Work day","Work day",TRUE
"tbl-main-adherence-levels","levels",11,"Recommendation adherence (95% CI)","90.1% (88.5% to 91.6%)","90.1% (88.5% to 91.6%)",TRUE
"tbl-main-adherence-levels","levels",12,"Sample","At least 80% coverage","At least 80% coverage",TRUE
"tbl-main-adherence-levels","levels",12,"Window","Sleep","Sleep",TRUE
"tbl-main-adherence-levels","levels",12,"Day type","Free day","Free day",TRUE
"tbl-main-adherence-levels","levels",12,"Recommendation adherence (95% CI)","83.8% (81.3% to 86.3%)","83.8% (81.3% to 86.3%)",TRUE
"tbl-main-primary-results","primary",1,"Sample","Any valid period","Any valid period",TRUE
"tbl-main-primary-results","primary",1,"Window","Daytime","Daytime",TRUE
"tbl-main-primary-results","primary",1,"Free minus Work (95% CI)","-5.1 pp (-7.8 pp to -2.4 pp)","-5.1 pp (-7.8 pp to -2.4 pp)",TRUE
"tbl-main-primary-results","primary",1,"Raw p","<0.001","<0.001",TRUE
"tbl-main-primary-results","primary",1,"FDR-adjusted p","<0.001","<0.001",TRUE
"tbl-main-primary-results","primary",2,"Sample","Any valid period","Any valid period",TRUE
"tbl-main-primary-results","primary",2,"Window","Pre-sleep","Pre-sleep",TRUE
"tbl-main-primary-results","primary",2,"Free minus Work (95% CI)","+5.9 pp (+1.4 pp to +10.5 pp)","+5.9 pp (+1.4 pp to +10.5 pp)",TRUE
"tbl-main-primary-results","primary",2,"Raw p","0.011","0.011",TRUE
"tbl-main-primary-results","primary",2,"FDR-adjusted p","0.011","0.011",TRUE
"tbl-main-primary-results","primary",3,"Sample","Any valid period","Any valid period",TRUE
"tbl-main-primary-results","primary",3,"Window","Sleep","Sleep",TRUE
"tbl-main-primary-results","primary",3,"Free minus Work (95% CI)","-6.5 pp (-9.1 pp to -3.8 pp)","-6.5 pp (-9.1 pp to -3.8 pp)",TRUE
"tbl-main-primary-results","primary",3,"Raw p","<0.001","<0.001",TRUE
"tbl-main-primary-results","primary",3,"FDR-adjusted p","<0.001","<0.001",TRUE
"tbl-main-primary-results","primary",4,"Sample","At least 80% coverage","At least 80% coverage",TRUE
"tbl-main-primary-results","primary",4,"Window","Daytime","Daytime",TRUE
"tbl-main-primary-results","primary",4,"Free minus Work (95% CI)","-5.7 pp (-8.5 pp to -2.9 pp)","-5.7 pp (-8.5 pp to -2.9 pp)",TRUE
"tbl-main-primary-results","primary",4,"Raw p","<0.001","<0.001",TRUE
"tbl-main-primary-results","primary",4,"FDR-adjusted p","<0.001","<0.001",TRUE
"tbl-main-primary-results","primary",5,"Sample","At least 80% coverage","At least 80% coverage",TRUE
"tbl-main-primary-results","primary",5,"Window","Pre-sleep","Pre-sleep",TRUE
"tbl-main-primary-results","primary",5,"Free minus Work (95% CI)","+4.1 pp (-0.9 pp to +9.1 pp)","+4.1 pp (-0.9 pp to +9.1 pp)",TRUE
"tbl-main-primary-results","primary",5,"Raw p","0.105","0.105",TRUE
"tbl-main-primary-results","primary",5,"FDR-adjusted p","0.105","0.105",TRUE
"tbl-main-primary-results","primary",6,"Sample","At least 80% coverage","At least 80% coverage",TRUE
"tbl-main-primary-results","primary",6,"Window","Sleep","Sleep",TRUE
"tbl-main-primary-results","primary",6,"Free minus Work (95% CI)","-6.3 pp (-9.0 pp to -3.6 pp)","-6.3 pp (-9.0 pp to -3.6 pp)",TRUE
"tbl-main-primary-results","primary",6,"Raw p","<0.001","<0.001",TRUE
"tbl-main-primary-results","primary",6,"FDR-adjusted p","<0.001","<0.001",TRUE
"tbl-main-site-interactions","interactions",1,"Sample","Any valid period","Any valid period",TRUE
"tbl-main-site-interactions","interactions",1,"Comparison","Window by site by day type","Window by site by day type",TRUE
"tbl-main-site-interactions","interactions",1,"Wald statistic","32.67","32.67",TRUE
"tbl-main-site-interactions","interactions",1,"df","16","16",TRUE
"tbl-main-site-interactions","interactions",1,"Raw p","0.008","0.008",TRUE
"tbl-main-site-interactions","interactions",1,"FDR-adjusted p","0.008","0.008",TRUE
"tbl-main-site-interactions","interactions",2,"Sample","At least 80% coverage","At least 80% coverage",TRUE
"tbl-main-site-interactions","interactions",2,"Comparison","Window by site by day type","Window by site by day type",TRUE
"tbl-main-site-interactions","interactions",2,"Wald statistic","30.71","30.71",TRUE
"tbl-main-site-interactions","interactions",2,"df","16","16",TRUE
"tbl-main-site-interactions","interactions",2,"Raw p","0.015","0.015",TRUE
"tbl-main-site-interactions","interactions",2,"FDR-adjusted p","0.015","0.015",TRUE
"tbl-main-site-interactions","interactions",3,"Sample","Any valid period","Any valid period",TRUE
"tbl-main-site-interactions","interactions",3,"Comparison","Daytime site by day type","Daytime site by day type",TRUE
"tbl-main-site-interactions","interactions",3,"Wald statistic","26.14","26.14",TRUE
"tbl-main-site-interactions","interactions",3,"df","8","8",TRUE
"tbl-main-site-interactions","interactions",3,"Raw p","<0.001","<0.001",TRUE
"tbl-main-site-interactions","interactions",3,"FDR-adjusted p","0.002","0.002",TRUE
"tbl-main-site-interactions","interactions",4,"Sample","Any valid period","Any valid period",TRUE
"tbl-main-site-interactions","interactions",4,"Comparison","Pre-sleep site by day type","Pre-sleep site by day type",TRUE
"tbl-main-site-interactions","interactions",4,"Wald statistic","4.41","4.41",TRUE
"tbl-main-site-interactions","interactions",4,"df","8","8",TRUE
"tbl-main-site-interactions","interactions",4,"Raw p","0.818","0.818",TRUE
"tbl-main-site-interactions","interactions",4,"FDR-adjusted p","0.818","0.818",TRUE
"tbl-main-site-interactions","interactions",5,"Sample","Any valid period","Any valid period",TRUE
"tbl-main-site-interactions","interactions",5,"Comparison","Sleep site by day type","Sleep site by day type",TRUE
"tbl-main-site-interactions","interactions",5,"Wald statistic","24.93","24.93",TRUE
"tbl-main-site-interactions","interactions",5,"df","8","8",TRUE
"tbl-main-site-interactions","interactions",5,"Raw p","0.002","0.002",TRUE
"tbl-main-site-interactions","interactions",5,"FDR-adjusted p","0.002","0.002",TRUE
"tbl-main-site-interactions","interactions",6,"Sample","At least 80% coverage","At least 80% coverage",TRUE
"tbl-main-site-interactions","interactions",6,"Comparison","Daytime site by day type","Daytime site by day type",TRUE
"tbl-main-site-interactions","interactions",6,"Wald statistic","22.87","22.87",TRUE
"tbl-main-site-interactions","interactions",6,"df","8","8",TRUE
"tbl-main-site-interactions","interactions",6,"Raw p","0.004","0.004",TRUE
"tbl-main-site-interactions","interactions",6,"FDR-adjusted p","0.005","0.005",TRUE
"tbl-main-site-interactions","interactions",7,"Sample","At least 80% coverage","At least 80% coverage",TRUE
"tbl-main-site-interactions","interactions",7,"Comparison","Pre-sleep site by day type","Pre-sleep site by day type",TRUE
"tbl-main-site-interactions","interactions",7,"Wald statistic","4.58","4.58",TRUE
"tbl-main-site-interactions","interactions",7,"df","8","8",TRUE
"tbl-main-site-interactions","interactions",7,"Raw p","0.801","0.801",TRUE
"tbl-main-site-interactions","interactions",7,"FDR-adjusted p","0.801","0.801",TRUE
"tbl-main-site-interactions","interactions",8,"Sample","At least 80% coverage","At least 80% coverage",TRUE
"tbl-main-site-interactions","interactions",8,"Comparison","Sleep site by day type","Sleep site by day type",TRUE
"tbl-main-site-interactions","interactions",8,"Wald statistic","25.99","25.99",TRUE
"tbl-main-site-interactions","interactions",8,"df","8","8",TRUE
"tbl-main-site-interactions","interactions",8,"Raw p","0.001","0.001",TRUE
"tbl-main-site-interactions","interactions",8,"FDR-adjusted p","0.003","0.003",TRUE
"tbl-main-compact-adherence","compact",1,"Location","Equal-site average","Equal-site average",TRUE
"tbl-main-compact-adherence","compact",1,"work_daytime","26.6% (24.5% to 28.7%)","26.6% (24.5% to 28.7%)",TRUE
"tbl-main-compact-adherence","compact",1,"work_pre","62.0% (58.8% to 65.2%)","62.0% (58.8% to 65.2%)",TRUE
"tbl-main-compact-adherence","compact",1,"work_sleep","90.4% (88.9% to 91.9%)","90.4% (88.9% to 91.9%)",TRUE
"tbl-main-compact-adherence","compact",1,"free_daytime","-5.1 pp (-7.8 pp to -2.4 pp) p = <0.001 21.5% (19.2% to 23.8%)","-5.1 pp (-7.8 pp to -2.4 pp) p = <0.001 21.5% (19.2% to 23.8%)",TRUE
"tbl-main-compact-adherence","compact",1,"free_pre","+5.9 pp (+1.4 pp to +10.5 pp) p = 0.011 67.9% (64.2% to 71.6%)","+5.9 pp (+1.4 pp to +10.5 pp) p = 0.011 67.9% (64.2% to 71.6%)",TRUE
"tbl-main-compact-adherence","compact",1,"free_sleep","-6.5 pp (-9.1 pp to -3.8 pp) p = <0.001 83.9% (81.4% to 86.5%)","-6.5 pp (-9.1 pp to -3.8 pp) p = <0.001 83.9% (81.4% to 86.5%)",TRUE
"tbl-main-compact-adherence","compact",2,"Location","","",TRUE
"tbl-main-compact-adherence","compact",2,"work_daytime","","",TRUE
"tbl-main-compact-adherence","compact",2,"work_pre","","",TRUE
"tbl-main-compact-adherence","compact",2,"work_sleep","","",TRUE
"tbl-main-compact-adherence","compact",2,"free_daytime","","",TRUE
"tbl-main-compact-adherence","compact",2,"free_pre","","",TRUE
"tbl-main-compact-adherence","compact",2,"free_sleep","","",TRUE
"tbl-main-compact-adherence","compact",3,"Location","Borås (SE)","Borås (SE)",TRUE
"tbl-main-compact-adherence","compact",3,"work_daytime","+8.6 pp (+2.3 pp to +15.0 pp) p = 0.032 35.2% (28.4% to 42.0%)","+8.6 pp (+2.3 pp to +15.0 pp) p = 0.032 35.2% (28.4% to 42.0%)",TRUE
"tbl-main-compact-adherence","compact",3,"work_pre","+6.9 pp (-1.1 pp to +14.9 pp) p = 0.208 68.9% (60.6% to 77.1%)","+6.9 pp (-1.1 pp to +14.9 pp) p = 0.208 68.9% (60.6% to 77.1%)",TRUE
"tbl-main-compact-adherence","compact",3,"work_sleep","+5.7 pp (+3.8 pp to +7.7 pp) p = <0.001 96.2% (94.4% to 97.9%)","+5.7 pp (+3.8 pp to +7.7 pp) p = <0.001 96.2% (94.4% to 97.9%)",TRUE
"tbl-main-compact-adherence","compact",3,"free_daytime","+8.6 pp (+1.7 pp to +15.4 pp) p = 0.053 30.0% (22.7% to 37.4%)","+8.6 pp (+1.7 pp to +15.4 pp) p = 0.053 30.0% (22.7% to 37.4%)",TRUE
"tbl-main-compact-adherence","compact",3,"free_pre","+0.4 pp (-9.0 pp to +9.9 pp) p = 0.997 68.3% (58.3% to 78.3%)","+0.4 pp (-9.0 pp to +9.9 pp) p = 0.997 68.3% (58.3% to 78.3%)",TRUE
"tbl-main-compact-adherence","compact",3,"free_sleep","+2.6 pp (-6.5 pp to +11.6 pp) p = 0.746 86.5% (77.0% to 96.0%)","+2.6 pp (-6.5 pp to +11.6 pp) p = 0.746 86.5% (77.0% to 96.0%)",TRUE
"tbl-main-compact-adherence","compact",4,"Location","Delft (NL)","Delft (NL)",TRUE
"tbl-main-compact-adherence","compact",4,"work_daytime","+3.9 pp (-2.4 pp to +10.3 pp) p = 0.395 30.5% (23.6% to 37.4%)","+3.9 pp (-2.4 pp to +10.3 pp) p = 0.395 30.5% (23.6% to 37.4%)",TRUE
"tbl-main-compact-adherence","compact",4,"work_pre","+2.9 pp (-7.6 pp to +13.3 pp) p = 0.746 64.8% (53.5% to 76.1%)","+2.9 pp (-7.6 pp to +13.3 pp) p = 0.746 64.8% (53.5% to 76.1%)",TRUE
"tbl-main-compact-adherence","compact",4,"work_sleep","+0.0 pp (-3.4 pp to +3.4 pp) p = 0.997 90.4% (86.8% to 94.1%)","+0.0 pp (-3.4 pp to +3.4 pp) p = 0.997 90.4% (86.8% to 94.1%)",TRUE
"tbl-main-compact-adherence","compact",4,"free_daytime","+6.9 pp (-0.9 pp to +14.7 pp) p = 0.197 28.4% (19.9% to 36.9%)","+6.9 pp (-0.9 pp to +14.7 pp) p = 0.197 28.4% (19.9% to 36.9%)",TRUE
"tbl-main-compact-adherence","compact",4,"free_pre","+5.0 pp (-5.5 pp to +15.4 pp) p = 0.590 72.9% (61.8% to 84.0%)","+5.0 pp (-5.5 pp to +15.4 pp) p = 0.590 72.9% (61.8% to 84.0%)",TRUE
"tbl-main-compact-adherence","compact",4,"free_sleep","-2.4 pp (-8.7 pp to +4.0 pp) p = 0.631 81.6% (74.8% to 88.4%)","-2.4 pp (-8.7 pp to +4.0 pp) p = 0.631 81.6% (74.8% to 88.4%)",TRUE
"tbl-main-compact-adherence","compact",5,"Location","Dortmund (DE)","Dortmund (DE)",TRUE
"tbl-main-compact-adherence","compact",5,"work_daytime","+2.2 pp (-3.3 pp to +7.7 pp) p = 0.631 28.8% (23.0% to 34.6%)","+2.2 pp (-3.3 pp to +7.7 pp) p = 0.631 28.8% (23.0% to 34.6%)",TRUE
"tbl-main-compact-adherence","compact",5,"work_pre","-3.5 pp (-11.4 pp to +4.3 pp) p = 0.601 58.5% (50.4% to 66.6%)","-3.5 pp (-11.4 pp to +4.3 pp) p = 0.601 58.5% (50.4% to 66.6%)",TRUE
"tbl-main-compact-adherence","compact",5,"work_sleep","+0.1 pp (-3.1 pp to +3.2 pp) p = 0.997 90.5% (87.1% to 93.8%)","+0.1 pp (-3.1 pp to +3.2 pp) p = 0.997 90.5% (87.1% to 93.8%)",TRUE
"tbl-main-compact-adherence","compact",5,"free_daytime","+17.0 pp (+9.8 pp to +24.2 pp) p = <0.001 38.5% (30.7% to 46.3%)","+17.0 pp (+9.8 pp to +24.2 pp) p = <0.001 38.5% (30.7% to 46.3%)",TRUE
"tbl-main-compact-adherence","compact",5,"free_pre","-1.0 pp (-10.6 pp to +8.5 pp) p = 0.940 66.9% (56.8% to 77.0%)","-1.0 pp (-10.6 pp to +8.5 pp) p = 0.940 66.9% (56.8% to 77.0%)",TRUE
"tbl-main-compact-adherence","compact",5,"free_sleep","+2.5 pp (-3.1 pp to +8.1 pp) p = 0.601 86.4% (80.6% to 92.2%)","+2.5 pp (-3.1 pp to +8.1 pp) p = 0.601 86.4% (80.6% to 92.2%)",TRUE
"tbl-main-compact-adherence","compact",6,"Location","Tübingen (DE)","Tübingen (DE)",TRUE
"tbl-main-compact-adherence","compact",6,"work_daytime","-2.6 pp (-6.8 pp to +1.6 pp) p = 0.395 24.0% (19.8% to 28.2%)","-2.6 pp (-6.8 pp to +1.6 pp) p = 0.395 24.0% (19.8% to 28.2%)",TRUE
"tbl-main-compact-adherence","compact",6,"work_pre","-0.6 pp (-7.3 pp to +6.1 pp) p = 0.948 61.4% (54.8% to 68.0%)","-0.6 pp (-7.3 pp to +6.1 pp) p = 0.948 61.4% (54.8% to 68.0%)",TRUE
"tbl-main-compact-adherence","compact",6,"work_sleep","+0.6 pp (-2.0 pp to +3.1 pp) p = 0.803 91.0% (88.4% to 93.6%)","+0.6 pp (-2.0 pp to +3.1 pp) p = 0.803 91.0% (88.4% to 93.6%)",TRUE
"tbl-main-compact-adherence","compact",6,"free_daytime","-4.4 pp (-8.5 pp to -0.3 pp) p = 0.094 17.1% (13.2% to 21.0%)","-4.4 pp (-8.5 pp to -0.3 pp) p = 0.094 17.1% (13.2% to 21.0%)",TRUE
"tbl-main-compact-adherence","compact",6,"free_pre","-5.8 pp (-13.3 pp to +1.7 pp) p = 0.262 62.1% (54.6% to 69.6%)","-5.8 pp (-13.3 pp to +1.7 pp) p = 0.262 62.1% (54.6% to 69.6%)",TRUE
"tbl-main-compact-adherence","compact",6,"free_sleep","+0.0 pp (-4.4 pp to +4.4 pp) p = 0.997 83.9% (79.6% to 88.3%)","+0.0 pp (-4.4 pp to +4.4 pp) p = 0.997 83.9% (79.6% to 88.3%)",TRUE
"tbl-main-compact-adherence","compact",7,"Location","Munich (DE)","Munich (DE)",TRUE
"tbl-main-compact-adherence","compact",7,"work_daytime","+4.6 pp (-2.7 pp to +11.9 pp) p = 0.395 31.2% (23.3% to 39.1%)","+4.6 pp (-2.7 pp to +11.9 pp) p = 0.395 31.2% (23.3% to 39.1%)",TRUE
"tbl-main-compact-adherence","compact",7,"work_pre","-3.8 pp (-14.0 pp to +6.4 pp) p = 0.631 58.1% (47.2% to 69.1%)","-3.8 pp (-14.0 pp to +6.4 pp) p = 0.631 58.1% (47.2% to 69.1%)",TRUE
"tbl-main-compact-adherence","compact",7,"work_sleep","-13.8 pp (-20.7 pp to -7.0 pp) p = <0.001 76.6% (69.0% to 84.2%)","-13.8 pp (-20.7 pp to -7.0 pp) p = <0.001 76.6% (69.0% to 84.2%)",TRUE
"tbl-main-compact-adherence","compact",7,"free_daytime","-2.2 pp (-8.0 pp to +3.6 pp) p = 0.631 19.2% (13.2% to 25.3%)","-2.2 pp (-8.0 pp to +3.6 pp) p = 0.631 19.2% (13.2% to 25.3%)",TRUE
"tbl-main-compact-adherence","compact",7,"free_pre","-8.4 pp (-20.0 pp to +3.3 pp) p = 0.305 59.5% (46.9% to 72.1%)","-8.4 pp (-20.0 pp to +3.3 pp) p = 0.305 59.5% (46.9% to 72.1%)",TRUE
"tbl-main-compact-adherence","compact",7,"free_sleep","-17.2 pp (-26.1 pp to -8.3 pp) p = <0.001 66.7% (57.0% to 76.5%)","-17.2 pp (-26.1 pp to -8.3 pp) p = <0.001 66.7% (57.0% to 76.5%)",TRUE
"tbl-main-compact-adherence","compact",8,"Location","Madrid (ES)","Madrid (ES)",TRUE
"tbl-main-compact-adherence","compact",8,"work_daytime","+4.0 pp (-1.1 pp to +9.0 pp) p = 0.262 30.5% (25.2% to 35.8%)","+4.0 pp (-1.1 pp to +9.0 pp) p = 0.262 30.5% (25.2% to 35.8%)",TRUE
"tbl-main-compact-adherence","compact",8,"work_pre","-1.0 pp (-9.3 pp to +7.3 pp) p = 0.931 61.0% (52.3% to 69.6%)","-1.0 pp (-9.3 pp to +7.3 pp) p = 0.931 61.0% (52.3% to 69.6%)",TRUE
"tbl-main-compact-adherence","compact",8,"work_sleep","+7.1 pp (+5.6 pp to +8.7 pp) p = <0.001 97.6% (96.5% to 98.6%)","+7.1 pp (+5.6 pp to +8.7 pp) p = <0.001 97.6% (96.5% to 98.6%)",TRUE
"tbl-main-compact-adherence","compact",8,"free_daytime","-5.2 pp (-10.1 pp to -0.4 pp) p = 0.094 16.3% (11.4% to 21.1%)","-5.2 pp (-10.1 pp to -0.4 pp) p = 0.094 16.3% (11.4% to 21.1%)",TRUE
"tbl-main-compact-adherence","compact",8,"free_pre","+0.2 pp (-8.7 pp to +9.1 pp) p = 0.997 68.1% (58.9% to 77.3%)","+0.2 pp (-8.7 pp to +9.1 pp) p = 0.997 68.1% (58.9% to 77.3%)",TRUE
"tbl-main-compact-adherence","compact",8,"free_sleep","+10.5 pp (+7.3 pp to +13.8 pp) p = <0.001 94.5% (91.9% to 97.0%)","+10.5 pp (+7.3 pp to +13.8 pp) p = <0.001 94.5% (91.9% to 97.0%)",TRUE
"tbl-main-compact-adherence","compact",9,"Location","Izmir (TR)","Izmir (TR)",TRUE
"tbl-main-compact-adherence","compact",9,"work_daytime","-7.4 pp (-11.7 pp to -3.0 pp) p = 0.004 19.2% (14.8% to 23.6%)","-7.4 pp (-11.7 pp to -3.0 pp) p = 0.004 19.2% (14.8% to 23.6%)",TRUE
"tbl-main-compact-adherence","compact",9,"work_pre","-6.6 pp (-14.2 pp to +0.9 pp) p = 0.197 55.3% (47.7% to 63.0%)","-6.6 pp (-14.2 pp to +0.9 pp) p = 0.197 55.3% (47.7% to 63.0%)",TRUE
"tbl-main-compact-adherence","compact",9,"work_sleep","-6.1 pp (-10.6 pp to -1.5 pp) p = 0.033 84.3% (79.4% to 89.3%)","-6.1 pp (-10.6 pp to -1.5 pp) p = 0.033 84.3% (79.4% to 89.3%)",TRUE
"tbl-main-compact-adherence","compact",9,"free_daytime","-4.4 pp (-9.7 pp to +1.0 pp) p = 0.236 17.1% (11.7% to 22.6%)","-4.4 pp (-9.7 pp to +1.0 pp) p = 0.236 17.1% (11.7% to 22.6%)",TRUE
"tbl-main-compact-adherence","compact",9,"free_pre","-10.6 pp (-21.0 pp to -0.3 pp) p = 0.114 57.3% (46.3% to 68.3%)","-10.6 pp (-21.0 pp to -0.3 pp) p = 0.114 57.3% (46.3% to 68.3%)",TRUE
"tbl-main-compact-adherence","compact",9,"free_sleep","-8.4 pp (-14.6 pp to -2.3 pp) p = 0.032 75.5% (68.9% to 82.1%)","-8.4 pp (-14.6 pp to -2.3 pp) p = 0.032 75.5% (68.9% to 82.1%)",TRUE
"tbl-main-compact-adherence","compact",10,"Location","San José (CR)","San José (CR)",TRUE
"tbl-main-compact-adherence","compact",10,"work_daytime","-7.7 pp (-14.3 pp to -1.2 pp) p = 0.068 18.8% (11.8% to 25.9%)","-7.7 pp (-14.3 pp to -1.2 pp) p = 0.068 18.8% (11.8% to 25.9%)",TRUE
"tbl-main-compact-adherence","compact",10,"work_pre","-5.0 pp (-17.8 pp to +7.7 pp) p = 0.631 57.0% (43.1% to 70.8%)","-5.0 pp (-17.8 pp to +7.7 pp) p = 0.631 57.0% (43.1% to 70.8%)",TRUE
"tbl-main-compact-adherence","compact",10,"work_sleep","-1.1 pp (-6.1 pp to +3.8 pp) p = 0.803 89.3% (83.8% to 94.8%)","-1.1 pp (-6.1 pp to +3.8 pp) p = 0.803 89.3% (83.8% to 94.8%)",TRUE
"tbl-main-compact-adherence","compact",10,"free_daytime","-4.4 pp (-14.0 pp to +5.1 pp) p = 0.598 17.1% (6.5% to 27.6%)","-4.4 pp (-14.0 pp to +5.1 pp) p = 0.598 17.1% (6.5% to 27.6%)",TRUE
"tbl-main-compact-adherence","compact",10,"free_pre","+4.7 pp (-10.3 pp to +19.7 pp) p = 0.706 72.6% (56.1% to 89.2%)","+4.7 pp (-10.3 pp to +19.7 pp) p = 0.706 72.6% (56.1% to 89.2%)",TRUE
"tbl-main-compact-adherence","compact",10,"free_sleep","-1.4 pp (-12.3 pp to +9.4 pp) p = 0.931 82.5% (70.4% to 94.6%)","-1.4 pp (-12.3 pp to +9.4 pp) p = 0.931 82.5% (70.4% to 94.6%)",TRUE
"tbl-main-compact-adherence","compact",11,"Location","Kumasi (GH)","Kumasi (GH)",TRUE
"tbl-main-compact-adherence","compact",11,"work_daytime","-5.6 pp (-10.8 pp to -0.4 pp) p = 0.094 21.0% (15.5% to 26.4%)","-5.6 pp (-10.8 pp to -0.4 pp) p = 0.094 21.0% (15.5% to 26.4%)",TRUE
"tbl-main-compact-adherence","compact",11,"work_pre","+10.9 pp (+0.9 pp to +20.9 pp) p = 0.094 72.9% (62.2% to 83.6%)","+10.9 pp (+0.9 pp to +20.9 pp) p = 0.094 72.9% (62.2% to 83.6%)",TRUE
"tbl-main-compact-adherence","compact",11,"work_sleep","+7.6 pp (+6.0 pp to +9.1 pp) p = <0.001 98.0% (96.8% to 99.1%)","+7.6 pp (+6.0 pp to +9.1 pp) p = <0.001 98.0% (96.8% to 99.1%)",TRUE
