source,destination,bytes,sha256
/private/tmp/ba018-completion-audit.ekpsA4/chest_prefit_checkpoint_001/scope.csv,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/decisions/brown_main_linkage_b_stage2_chest_prefit_recovery_001/independent_evidence/full_prefit/scope.csv,108,b73976fb469be87775735514bda374de794c5535b1502ce978ad35c29f24b8cd
/private/tmp/ba018-completion-audit.ekpsA4/chest_prefit_checkpoint_001/prospective_one_guard.R,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/decisions/brown_main_linkage_b_stage2_chest_prefit_recovery_001/independent_evidence/full_prefit/prospective_one_guard.R,4925,a0360ec3aeab057525892cd4d9a975fb4b2da782ba05d04ae7a219d258ad33e5
/private/tmp/ba018-completion-audit.ekpsA4/chest_prefit_checkpoint_001/fixture_eligible/models/BA-LB-CHEST-ANY_fixed_summary.csv,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/decisions/brown_main_linkage_b_stage2_chest_prefit_recovery_001/independent_evidence/full_prefit/fixture_eligible/models/BA-LB-CHEST-ANY_fixed_summary.csv,59,e1f17cba1b278d4de9d163b1e888493d5e1935446ac294275742ea65589d57d3
/private/tmp/ba018-completion-audit.ekpsA4/chest_prefit_checkpoint_001/fixture_eligible/models/BA-LB-CHEST-ANY_random_sd.csv,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/decisions/brown_main_linkage_b_stage2_chest_prefit_recovery_001/independent_evidence/full_prefit/fixture_eligible/models/BA-LB-CHEST-ANY_random_sd.csv,64,058cafd58763a467c46da1bb88053f6956b3fcd744b829a963b7cef877decf7e
/private/tmp/ba018-completion-audit.ekpsA4/chest_prefit_checkpoint_001/fixture_eligible/models/BA-LB-CHEST-ANY.rds,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/decisions/brown_main_linkage_b_stage2_chest_prefit_recovery_001/independent_evidence/full_prefit/fixture_eligible/models/BA-LB-CHEST-ANY.rds,39304,43873351936337c4f26e415971747ed985aa0978aec6100f7458a7e44773bb7e
/private/tmp/ba018-completion-audit.ekpsA4/chest_prefit_checkpoint_001/fixture_eligible/models/BA-LB-CHEST-ANY_manifest.csv,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/decisions/brown_main_linkage_b_stage2_chest_prefit_recovery_001/independent_evidence/full_prefit/fixture_eligible/models/BA-LB-CHEST-ANY_manifest.csv,1406,5a92673520f0ce27fb6eddb0132dd7768646a92ea7ae1142c080d937a498bbff
/private/tmp/ba018-completion-audit.ekpsA4/chest_prefit_checkpoint_001/fixture_eligible/models/BA-LB-CHEST-ANY_input.rds,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/decisions/brown_main_linkage_b_stage2_chest_prefit_recovery_001/independent_evidence/full_prefit/fixture_eligible/models/BA-LB-CHEST-ANY_input.rds,50256,ac37a91dd57f4157c3573fae997a992658302f772f046a9ad3966cd84390458d
/private/tmp/ba018-completion-audit.ekpsA4/chest_prefit_checkpoint_001/fixture_eligible/models/BA-LB-CHEST-ANY_endpoint_summary.csv,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/decisions/brown_main_linkage_b_stage2_chest_prefit_recovery_001/independent_evidence/full_prefit/fixture_eligible/models/BA-LB-CHEST-ANY_endpoint_summary.csv,98,e2be744b93e3d5889381808889ce931c8f0d222130d4477f181df5e36d1e0451
/private/tmp/ba018-completion-audit.ekpsA4/chest_prefit_checkpoint_001/fixture_eligible/models/BA-LB-CHEST-ANY_fit_gate.csv,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/decisions/brown_main_linkage_b_stage2_chest_prefit_recovery_001/independent_evidence/full_prefit/fixture_eligible/models/BA-LB-CHEST-ANY_fit_gate.csv,185,0205db0a9104e84f8bddc605c9b25757e2207dadeb92f32849c73faa46483099
/private/tmp/ba018-completion-audit.ekpsA4/chest_prefit_checkpoint_001/fixture_eligible/models/BA-LB-CHEST-ANY_optimizer.csv,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/decisions/brown_main_linkage_b_stage2_chest_prefit_recovery_001/independent_evidence/full_prefit/fixture_eligible/models/BA-LB-CHEST-ANY_optimizer.csv,40,4a756a809d8b8fa17baf74ae461fcd5137690e4fb3cae2d593bbce9ad1f3be6b
/private/tmp/ba018-completion-audit.ekpsA4/chest_prefit_checkpoint_001/fixture_eligible/placement/chest_fit_prefit_ranks.csv,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/decisions/brown_main_linkage_b_stage2_chest_prefit_recovery_001/independent_evidence/full_prefit/fixture_eligible/placement/chest_fit_prefit_ranks.csv,128,c6f0fe7a003d78ad2709a7eec76a2fca26609ba81a52ab96c02b078efe588fd3
/private/tmp/ba018-completion-audit.ekpsA4/chest_prefit_checkpoint_001/fixture_structural_failure/models/BA-LB-CHEST-ANY_fixed_summary.csv,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/decisions/brown_main_linkage_b_stage2_chest_prefit_recovery_001/independent_evidence/full_prefit/fixture_structural_failure/models/BA-LB-CHEST-ANY_fixed_summary.csv,59,e1f17cba1b278d4de9d163b1e888493d5e1935446ac294275742ea65589d57d3
/private/tmp/ba018-completion-audit.ekpsA4/chest_prefit_checkpoint_001/fixture_structural_failure/models/BA-LB-CHEST-ANY_random_sd.csv,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/decisions/brown_main_linkage_b_stage2_chest_prefit_recovery_001/independent_evidence/full_prefit/fixture_structural_failure/models/BA-LB-CHEST-ANY_random_sd.csv,64,058cafd58763a467c46da1bb88053f6956b3fcd744b829a963b7cef877decf7e
/private/tmp/ba018-completion-audit.ekpsA4/chest_prefit_checkpoint_001/fixture_structural_failure/models/BA-LB-CHEST-ANY.rds,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/decisions/brown_main_linkage_b_stage2_chest_prefit_recovery_001/independent_evidence/full_prefit/fixture_structural_failure/models/BA-LB-CHEST-ANY.rds,39288,bdd9ec85c4d14d1602a1cc81f1dca61adb995bd3addb40cab643aa48b9b8f0c5
/private/tmp/ba018-completion-audit.ekpsA4/chest_prefit_checkpoint_001/fixture_structural_failure/models/BA-LB-CHEST-ANY_manifest.csv,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/decisions/brown_main_linkage_b_stage2_chest_prefit_recovery_001/independent_evidence/full_prefit/fixture_structural_failure/models/BA-LB-CHEST-ANY_manifest.csv,1476,55c9660361cef5b6c69409fa2f8da0b70464bbb009885991bdf47fb01136ef6f
/private/tmp/ba018-completion-audit.ekpsA4/chest_prefit_checkpoint_001/fixture_structural_failure/models/BA-LB-CHEST-ANY_input.rds,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/decisions/brown_main_linkage_b_stage2_chest_prefit_recovery_001/independent_evidence/full_prefit/fixture_structural_failure/models/BA-LB-CHEST-ANY_input.rds,50256,ac37a91dd57f4157c3573fae997a992658302f772f046a9ad3966cd84390458d
/private/tmp/ba018-completion-audit.ekpsA4/chest_prefit_checkpoint_001/fixture_structural_failure/models/BA-LB-CHEST-ANY_endpoint_summary.csv,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/decisions/brown_main_linkage_b_stage2_chest_prefit_recovery_001/independent_evidence/full_prefit/fixture_structural_failure/models/BA-LB-CHEST-ANY_endpoint_summary.csv,98,e2be744b93e3d5889381808889ce931c8f0d222130d4477f181df5e36d1e0451
/private/tmp/ba018-completion-audit.ekpsA4/chest_prefit_checkpoint_001/fixture_structural_failure/models/BA-LB-CHEST-ANY_fit_gate.csv,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/decisions/brown_main_linkage_b_stage2_chest_prefit_recovery_001/independent_evidence/full_prefit/fixture_structural_failure/models/BA-LB-CHEST-ANY_fit_gate.csv,189,65b2efc57d14fc16640a4daae3afec6c70c5aaea1da15f14753bb935c3573be9
/private/tmp/ba018-completion-audit.ekpsA4/chest_prefit_checkpoint_001/fixture_structural_failure/models/BA-LB-CHEST-ANY_optimizer.csv,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/decisions/brown_main_linkage_b_stage2_chest_prefit_recovery_001/independent_evidence/full_prefit/fixture_structural_failure/models/BA-LB-CHEST-ANY_optimizer.csv,40,4a756a809d8b8fa17baf74ae461fcd5137690e4fb3cae2d593bbce9ad1f3be6b
/private/tmp/ba018-completion-audit.ekpsA4/chest_prefit_checkpoint_001/fixture_structural_failure/placement/chest_fit_prefit_ranks.csv,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/decisions/brown_main_linkage_b_stage2_chest_prefit_recovery_001/independent_evidence/full_prefit/fixture_structural_failure/placement/chest_fit_prefit_ranks.csv,128,c6f0fe7a003d78ad2709a7eec76a2fca26609ba81a52ab96c02b078efe588fd3
/private/tmp/ba018-completion-audit.ekpsA4/chest_prefit_audit_job_001/start.json,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/decisions/brown_main_linkage_b_stage2_chest_prefit_recovery_001/independent_evidence/audit_job/start.json,451,95335809eb85bca14760c309fd779e840a4b3eab1f857010c9d23d447c4bc314
/private/tmp/ba018-completion-audit.ekpsA4/chest_prefit_audit_job_001/execution.log,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/decisions/brown_main_linkage_b_stage2_chest_prefit_recovery_001/independent_evidence/audit_job/execution.log,763,15417a4ea101e016ad06ec7ef0fbad49f502903e95fe6e0ef1f262b9cf118cc7
/private/tmp/ba018-completion-audit.ekpsA4/chest_prefit_audit_job_001/finish.json,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/decisions/brown_main_linkage_b_stage2_chest_prefit_recovery_001/independent_evidence/audit_job/finish.json,600,8886d8564f948125e45542238904ccf2da75aa27ef5c2b0d5111266ab619f192
/private/tmp/ba018-completion-audit.ekpsA4/chest_prefit_recovery.ntAA9a/audit_compute_accounting.csv,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/decisions/brown_main_linkage_b_stage2_chest_prefit_recovery_001/audit_compute_accounting.csv,1369,c3d1db71c96b63b81db32b90c8a68515f9c0d87cb5198f5def0946b4110e78f8
/private/tmp/ba018-completion-audit.ekpsA4/chest_prefit_recovery.ntAA9a/exact_owner_copy_map.csv,/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/decisions/brown_main_linkage_b_stage2_chest_prefit_recovery_001/exact_owner_copy_map.csv,1832,580d435d98bcb7077741058a5ab6edfde4b0d14cc46ab1beb63008fa6cc125a6
